,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
377,4,3:36.0,Defensive rebound by Team,,102,95
378,4,3:20.0,Turnover by H. Barnes (out of bounds lost ball),,102,95
379,4,3:00.0,,T. Hardaway misses 3-pt jump shot from 25 ft,102,95
380,4,2:54.0,,Offensive rebound by T. Williams,102,95
381,4,2:54.0,,T. Williams misses 2-pt layup at rim,102,95
382,4,2:54.0,Defensive rebound by D. Smith,,102,95
383,4,2:38.0,H. Barnes makes 2-pt jump shot from 14 ft,,104,95
384,4,2:23.0,,T. Williams misses 3-pt jump shot from 23 ft,104,95
385,4,2:20.0,Defensive rebound by N. Noel,,104,95
386,4,2:01.0,Turnover by H. Barnes (lost ball; steal by L. Thomas),,104,95
387,4,1:57.0,,Shooting foul by D. Smith (drawn by T. Williams),104,95
388,4,1:57.0,,T. Williams misses free throw 1 of 2,104,95
389,4,1:57.0,,Offensive rebound by Team,104,95
390,4,1:57.0,,T. Williams makes free throw 2 of 2,104,96
391,4,1:37.0,Shooting foul by M. Beasley (drawn by H. Barnes),,104,96
392,4,1:37.0,H. Barnes makes free throw 1 of 2,,105,96
393,4,1:37.0,J. Warney enters the game for N. Noel,,105,96
394,4,1:37.0,H. Barnes makes free throw 2 of 2,,106,96
395,4,1:28.0,,T. Burke misses 2-pt jump shot from 9 ft,106,96
396,4,1:26.0,Defensive rebound by K. Collinsworth,,106,96
397,4,1:13.0,D. Smith misses 3-pt jump shot from 24 ft,,106,96
398,4,1:09.0,,Defensive rebound by T. Williams,106,96
399,4,1:00.0,,Turnover by T. Hardaway (lost ball; steal by D. Smith),106,96
400,4,0:57.0,D. Smith makes 2-pt dunk at rim (assist by Y. Ferrell),,108,96
401,4,0:57.0,,New York full timeout,108,96
402,4,0:52.0,,T. Hardaway misses 3-pt jump shot from 26 ft,108,96
403,4,0:50.0,Defensive rebound by H. Barnes,,108,96
404,4,0:44.0,Personal take foul by T. Williams (drawn by D. Smith),,108,96
405,4,0:44.0,D. Smith makes free throw 1 of 2,,109,96
406,4,0:44.0,,D. Dotson enters the game for T. Hardaway,109,96
407,4,0:44.0,D. Smith makes free throw 2 of 2,,110,96
408,4,0:37.0,,Turnover by T. Burke (lost ball; steal by D. Smith),110,96
409,4,0:22.0,Turnover by J. Warney (traveling),,110,96
410,4,0:12.0,,Personal foul by J. Warney (drawn by D. Dotson),110,96
411,4,0:12.0,,D. Dotson misses free throw 1 of 2,110,96
412,4,0:12.0,,Offensive rebound by Team,110,96
413,4,0:12.0,,D. Dotson makes free throw 2 of 2,110,97
