,QUARTER,TIME_REMAINING,DETROIT_ACTION,ATLANTA_ACTION,DETROIT_SCORE,ATLANTA_SCORE
73,1,3:17.0,,M. Muscala enters the game for E. İlyasova,17,21
74,1,3:17.0,,J. Collins enters the game for D. Dedmon,17,21
75,1,3:17.0,A. Tolliver enters the game for B. Griffin,,17,21
76,1,3:17.0,Offensive rebound by Team,,17,21
77,1,2:59.0,A. Tolliver misses 3-pt jump shot from 25 ft,,17,21
78,1,2:56.0,,Defensive rebound by T. Dorsey,17,21
79,1,2:40.0,,T. Dorsey misses 3-pt jump shot from 24 ft,17,21
80,1,2:37.0,Defensive rebound by L. Kennard,,17,21
81,1,2:32.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by L. Kennard),,20,21
82,1,2:15.0,,M. Delaney misses 3-pt jump shot from 25 ft,20,21
83,1,2:12.0,Defensive rebound by A. Drummond,,20,21
84,1,2:04.0,A. Drummond makes 2-pt jump shot from 12 ft (assist by L. Kennard),,22,21
85,1,2:03.0,,Atlanta full timeout,22,21
86,1,2:03.0,,T. Prince enters the game for D. Schröder,22,21
87,1,2:03.0,J. Ennis enters the game for I. Smith,,22,21
88,1,2:03.0,J. Nelson enters the game for R. Bullock,,22,21
89,1,1:42.0,,J. Collins makes 2-pt dunk at rim (assist by M. Muscala),22,23
90,1,1:17.0,A. Drummond misses 2-pt hook shot from 14 ft,,22,23
91,1,1:14.0,,Defensive rebound by J. Collins,22,23
92,1,1:04.0,,Turnover by M. Muscala (lost ball; steal by A. Tolliver),22,23
93,1,0:48.0,Shooting foul by J. Collins (drawn by A. Drummond),,22,23
94,1,0:48.0,A. Drummond makes free throw 1 of 2,,23,23
95,1,0:48.0,A. Drummond misses free throw 2 of 2,,23,23
96,1,0:46.0,,Defensive rebound by J. Collins,23,23
97,1,0:36.0,,Personal foul by J. Nelson (drawn by M. Delaney),23,23
98,1,0:36.0,,M. Delaney makes free throw 1 of 2,23,24
99,1,0:36.0,,M. Delaney makes free throw 2 of 2,23,25
100,1,0:20.0,L. Kennard misses 2-pt jump shot from 13 ft,,23,25
101,1,0:15.0,,Defensive rebound by M. Delaney,23,25
102,1,0:02.0,,T. Dorsey makes 3-pt jump shot from 25 ft (assist by J. Collins),23,28
103,2,11:48.0,,T. Prince misses 3-pt jump shot from 24 ft,23,28
104,2,11:44.0,Defensive rebound by E. Moreland,,23,28
105,2,11:28.0,L. Kennard misses 3-pt jump shot from 22 ft (block by M. Muscala),,23,28
106,2,11:27.0,Offensive rebound by J. Ennis,,23,28
107,2,11:27.0,Shooting foul by J. Collins (drawn by J. Ennis),,23,28
108,2,11:27.0,J. Ennis misses free throw 1 of 2,,23,28
109,2,11:27.0,Offensive rebound by Team,,23,28
110,2,11:27.0,J. Ennis makes free throw 2 of 2,,24,28
111,2,11:12.0,,Turnover by T. Prince (lost ball; steal by J. Ennis),24,28
112,2,11:09.0,J. Ennis makes 2-pt layup from 1 ft,,26,28
113,2,11:09.0,Shooting foul by T. Prince (drawn by J. Ennis),,26,28
114,2,11:09.0,J. Ennis makes free throw 1 of 1,,27,28
115,2,10:54.0,,I. Taylor makes 3-pt jump shot from 22 ft (assist by T. Prince),27,31
116,2,10:42.0,Shooting foul by M. Muscala (drawn by A. Tolliver),,27,31
117,2,10:42.0,A. Tolliver makes free throw 1 of 2,,28,31
118,2,10:42.0,A. Tolliver makes free throw 2 of 2,,29,31
119,2,10:42.0,,T. Dorsey enters the game for T. Prince,29,31
120,2,10:29.0,,M. Delaney misses 3-pt jump shot from 25 ft,29,31
121,2,10:26.0,Defensive rebound by E. Moreland,,29,31
122,2,10:26.0,E. Moreland misses 2-pt jump shot from 10 ft,,29,31
123,2,10:26.0,,Defensive rebound by Team,29,31
124,2,10:11.0,,Personal foul by E. Moreland (drawn by M. Delaney),29,31
125,2,10:09.0,,Personal foul by J. Ennis (drawn by J. Collins),29,31
126,2,9:58.0,,J. Collins makes 2-pt jump shot from 10 ft (assist by M. Delaney),29,33
127,2,9:36.0,J. Nelson makes 2-pt jump shot from 20 ft (assist by A. Tolliver),,31,33
128,2,9:22.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by M. Delaney),31,36
129,2,9:07.0,Personal foul by I. Taylor (drawn by J. Nelson),,31,36
130,2,9:04.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by E. Moreland),,34,36
131,2,8:47.0,,M. Muscala misses 3-pt jump shot from 25 ft,34,36
132,2,8:42.0,Defensive rebound by L. Kennard,,34,36
133,2,8:36.0,,D. Dedmon enters the game for M. Delaney,34,36
134,2,8:36.0,,K. Bazemore enters the game for J. Collins,34,36
135,2,8:36.0,,E. İlyasova enters the game for M. Muscala,34,36
136,2,8:27.0,Shooting foul by I. Taylor (drawn by A. Tolliver),,34,36
137,2,8:27.0,A. Tolliver misses free throw 1 of 2,,34,36
138,2,8:27.0,Offensive rebound by Team,,34,36
139,2,8:27.0,B. Griffin enters the game for E. Moreland,,34,36
140,2,8:27.0,A. Tolliver makes free throw 2 of 2,,35,36
141,2,8:12.0,,Turnover by K. Bazemore (bad pass; steal by J. Ennis),35,36
142,2,8:04.0,Technical foul by J. Nelson,,35,36
143,2,8:04.0,,K. Bazemore makes technical free throw,35,37
144,2,7:59.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by J. Nelson),,38,37
145,2,7:32.0,,T. Dorsey misses 2-pt layup from 2 ft,38,37
146,2,7:29.0,Defensive rebound by B. Griffin,,38,37
147,2,7:26.0,B. Griffin misses 3-pt jump shot from 25 ft,,38,37
148,2,7:23.0,,Defensive rebound by D. Dedmon,38,37
149,2,7:07.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by K. Bazemore),38,39
150,2,6:56.0,J. Nelson misses 3-pt jump shot from 23 ft,,38,39
151,2,6:50.0,Offensive rebound by A. Tolliver,,38,39
152,2,6:48.0,J. Ennis misses 3-pt jump shot from 24 ft,,38,39
153,2,6:46.0,Offensive rebound by J. Nelson,,38,39
154,2,6:44.0,A. Tolliver misses 3-pt jump shot from 24 ft,,38,39
155,2,6:40.0,,Defensive rebound by E. İlyasova,38,39
156,2,6:35.0,,K. Bazemore misses 2-pt layup from 2 ft,38,39
157,2,6:33.0,,Offensive rebound by D. Dedmon,38,39
158,2,6:33.0,,Personal foul by J. Nelson (drawn by I. Taylor),38,39
159,2,6:33.0,,Atlanta full timeout,38,39
160,2,6:33.0,,D. Schröder enters the game for T. Dorsey,38,39
161,2,6:33.0,S. Johnson enters the game for J. Ennis,,38,39
162,2,6:33.0,I. Smith enters the game for J. Nelson,,38,39
163,2,6:26.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Schröder),38,42
164,2,6:00.0,B. Griffin misses 2-pt layup from 1 ft,,38,42
165,2,6:00.0,Offensive rebound by B. Griffin,,38,42
166,2,6:00.0,B. Griffin misses 2-pt layup from 1 ft (block by I. Taylor),,38,42
167,2,6:00.0,,Defensive rebound by Team,38,42
168,2,5:52.0,,Personal foul by A. Tolliver (drawn by E. İlyasova),38,42
169,2,5:43.0,,D. Dedmon makes 2-pt dunk at rim (assist by D. Schröder),38,44
170,2,5:37.0,Detroit full timeout,,38,44
171,2,5:37.0,,M. Delaney enters the game for I. Taylor,38,44
172,2,5:37.0,R. Bullock enters the game for L. Kennard,,38,44
173,2,5:37.0,A. Drummond enters the game for A. Tolliver,,38,44
174,2,5:27.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by I. Smith),,40,44
175,2,5:04.0,,K. Bazemore misses 3-pt jump shot from 25 ft,40,44
176,2,5:01.0,Defensive rebound by R. Bullock,,40,44
177,2,4:56.0,Turnover by I. Smith (bad pass; steal by D. Dedmon),,40,44
178,2,4:48.0,,E. İlyasova makes 2-pt jump shot from 9 ft (assist by D. Dedmon),40,46
179,2,4:22.0,Turnover by I. Smith (bad pass),,40,46
180,2,4:12.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by M. Delaney),40,49
181,2,3:52.0,Shooting foul by E. İlyasova (drawn by R. Bullock),,40,49
182,2,3:52.0,R. Bullock makes free throw 1 of 2,,41,49
183,2,3:52.0,,J. Collins enters the game for D. Dedmon,41,49
184,2,3:52.0,R. Bullock misses free throw 2 of 2,,41,49
185,2,3:52.0,Offensive rebound by Team,,41,49
186,2,3:52.0,,Loose ball foul by J. Collins (drawn by A. Drummond),41,49
187,2,3:52.0,A. Drummond makes free throw 1 of 2,,42,49
188,2,3:52.0,A. Drummond misses free throw 2 of 2,,42,49
189,2,3:49.0,,Defensive rebound by E. İlyasova,42,49
190,2,3:37.0,,E. İlyasova misses 2-pt jump shot from 8 ft,42,49
191,2,3:33.0,Defensive rebound by R. Bullock,,42,49
192,2,3:26.0,Shooting foul by K. Bazemore (drawn by A. Drummond),,42,49
193,2,3:26.0,A. Drummond makes free throw 1 of 2,,43,49
194,2,3:26.0,,M. Muscala enters the game for E. İlyasova,43,49
195,2,3:26.0,,T. Prince enters the game for K. Bazemore,43,49
196,2,3:26.0,A. Drummond makes free throw 2 of 2,,44,49
197,2,3:05.0,,M. Delaney makes 2-pt jump shot from 22 ft,44,51
198,2,2:40.0,Shooting foul by J. Collins (drawn by A. Drummond),,44,51
199,2,2:40.0,A. Drummond makes free throw 1 of 2,,45,51
200,2,2:40.0,A. Drummond makes free throw 2 of 2,,46,51
201,2,2:26.0,,Shooting foul by B. Griffin (drawn by D. Schröder),46,51
202,2,2:26.0,,D. Schröder misses free throw 1 of 2,46,51
203,2,2:26.0,,Offensive rebound by Team,46,51
204,2,2:26.0,,D. Dedmon enters the game for J. Collins,46,51
205,2,2:26.0,,D. Schröder makes free throw 2 of 2,46,52
206,2,2:13.0,I. Smith misses 2-pt jump shot from 13 ft,,46,52
207,2,2:10.0,,Defensive rebound by M. Muscala,46,52
208,2,2:03.0,,Turnover by M. Delaney (bad pass),46,52
209,2,1:54.0,B. Griffin misses 3-pt jump shot from 25 ft,,46,52
210,2,1:50.0,Offensive rebound by A. Drummond,,46,52
211,2,1:50.0,A. Drummond misses 2-pt layup at rim (block by D. Dedmon),,46,52
212,2,1:50.0,,Defensive rebound by D. Dedmon,46,52
213,2,1:50.0,,Personal foul by B. Griffin,46,52
214,2,1:50.0,Technical foul by B. Griffin,,46,52
215,2,1:50.0,,D. Schröder misses technical free throw,46,52
216,2,1:50.0,,Offensive rebound by Team,46,52
217,2,1:50.0,,D. Dedmon misses free throw 1 of 2,46,52
218,2,1:50.0,,Offensive rebound by Team,46,52
219,2,1:50.0,L. Kennard enters the game for S. Johnson,,46,52
220,2,1:50.0,A. Tolliver enters the game for B. Griffin,,46,52
221,2,1:50.0,,D. Dedmon makes free throw 2 of 2,46,53
222,2,1:41.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by I. Smith),,49,53
223,2,1:30.0,,T. Prince misses 3-pt jump shot from 27 ft,49,53
224,2,1:26.0,Defensive rebound by A. Drummond,,49,53
225,2,1:16.0,R. Bullock makes 2-pt jump shot from 13 ft (assist by A. Drummond),,51,53
226,2,1:02.0,,D. Schröder makes 2-pt jump shot from 21 ft,51,55
227,2,0:51.0,R. Bullock misses 2-pt jump shot from 13 ft,,51,55
228,2,0:48.0,,Defensive rebound by D. Schröder,51,55
229,2,0:39.0,Offensive charge foul by D. Schröder (drawn by A. Tolliver),,51,55
230,2,0:39.0,,Turnover by D. Schröder (offensive foul),51,55
231,2,0:30.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by I. Smith),,54,55
232,2,0:11.0,,M. Muscala misses 3-pt jump shot from 24 ft,54,55
233,2,0:08.0,Defensive rebound by A. Drummond,,54,55
234,2,0:00.0,R. Bullock makes 2-pt layup at rim (assist by I. Smith),,56,55
235,3,11:45.0,,T. Prince makes 2-pt layup from 2 ft (assist by D. Schröder),56,57
236,3,11:31.0,A. Drummond makes 2-pt layup from 1 ft (assist by B. Griffin),,58,57
237,3,11:12.0,,T. Prince misses 3-pt jump shot from 24 ft,58,57
238,3,11:09.0,Defensive rebound by B. Griffin,,58,57
239,3,10:58.0,A. Drummond misses 2-pt layup from 2 ft,,58,57
240,3,10:48.0,Offensive rebound by A. Drummond,,58,57
241,3,10:48.0,A. Drummond makes 2-pt layup at rim,,60,57
242,3,10:38.0,,D. Dedmon makes 2-pt jump shot from 9 ft (assist by T. Prince),60,59
243,3,10:25.0,Personal foul by K. Bazemore (drawn by A. Drummond),,60,59
244,3,10:10.0,B. Griffin misses 3-pt jump shot from 25 ft,,60,59
245,3,10:07.0,,Defensive rebound by D. Dedmon,60,59
246,3,10:00.0,,Personal foul by S. Johnson (drawn by D. Dedmon),60,59
247,3,9:45.0,,Turnover by K. Bazemore (lost ball; steal by S. Johnson),60,59
248,3,9:41.0,Turnover by S. Johnson (turnover; steal by E. İlyasova),,60,59
249,3,9:37.0,,Personal foul by R. Bullock (drawn by D. Schröder),60,59
250,3,9:26.0,,T. Prince misses 2-pt jump shot from 15 ft,60,59
251,3,9:25.0,Defensive rebound by Team,,60,59
252,3,9:25.0,,Loose ball foul by D. Dedmon (drawn by A. Drummond),60,59
253,3,9:08.0,,Offensive charge foul by S. Johnson (drawn by D. Schröder),60,59
254,3,9:08.0,Turnover by S. Johnson (offensive foul),,60,59
255,3,9:08.0,J. Ennis enters the game for S. Johnson,,60,59
256,3,8:50.0,,K. Bazemore misses 3-pt jump shot from 25 ft,60,59
257,3,8:48.0,Defensive rebound by Team,,60,59
258,3,8:24.0,Turnover by I. Smith (bad pass; steal by E. İlyasova),,60,59
259,3,8:20.0,,D. Schröder makes 2-pt layup from 1 ft (assist by K. Bazemore),60,61
260,3,8:05.0,I. Smith misses 2-pt jump shot from 17 ft,,60,61
261,3,8:00.0,Offensive rebound by A. Drummond,,60,61
262,3,7:59.0,A. Drummond makes 2-pt layup from 2 ft,,62,61
263,3,7:35.0,,Shooting foul by I. Smith (drawn by E. İlyasova),62,61
264,3,7:35.0,,E. İlyasova makes free throw 1 of 3,62,62
265,3,7:35.0,,E. İlyasova makes free throw 2 of 3,62,63
266,3,7:35.0,,T. Dorsey enters the game for T. Prince,62,63
267,3,7:35.0,,E. İlyasova makes free throw 3 of 3,62,64
268,3,7:24.0,Turnover by R. Bullock (lost ball; steal by K. Bazemore),,62,64
269,3,7:24.0,,Personal foul by J. Ennis (drawn by K. Bazemore),62,64
270,3,7:18.0,,Offensive foul by K. Bazemore (drawn by B. Griffin),62,64
271,3,7:18.0,,Turnover by K. Bazemore (offensive foul),62,64
272,3,7:10.0,,Violation by D. Schröder (kicked ball),62,64
273,3,7:07.0,J. Ennis misses 2-pt layup from 2 ft,,62,64
274,3,7:00.0,Offensive rebound by J. Ennis,,62,64
275,3,7:00.0,J. Ennis makes 2-pt layup at rim,,64,64
276,3,6:52.0,,Personal foul by J. Ennis (drawn by K. Bazemore),64,64
277,3,6:52.0,,Atlanta full timeout,64,64
278,3,6:52.0,,K. Bazemore makes free throw 1 of 2,64,65
279,3,6:52.0,,K. Bazemore makes free throw 2 of 2,64,66
280,3,6:35.0,R. Bullock makes 2-pt layup from 1 ft (assist by B. Griffin),,66,66
281,3,6:21.0,,E. İlyasova misses 3-pt jump shot from 24 ft,66,66
282,3,6:21.0,Defensive rebound by Team,,66,66
283,3,6:12.0,B. Griffin misses 2-pt jump shot from 21 ft,,66,66
284,3,6:08.0,Offensive rebound by A. Drummond,,66,66
285,3,6:05.0,Personal foul by E. İlyasova (drawn by A. Drummond),,66,66
286,3,5:55.0,B. Griffin misses 2-pt jump shot from 2 ft,,66,66
287,3,5:53.0,,Defensive rebound by E. İlyasova,66,66
288,3,5:41.0,,D. Dedmon makes 2-pt jump shot from 15 ft (assist by D. Schröder),66,68
289,3,5:25.0,Turnover by I. Smith (bad pass),,66,68
290,3,5:25.0,Loose ball foul by A. Drummond (drawn by D. Dedmon),,66,68
291,3,5:25.0,,D. Dedmon makes free throw 1 of 2,66,69
292,3,5:25.0,,D. Dedmon makes free throw 2 of 2,66,70
293,3,5:25.0,J. Nelson enters the game for I. Smith,,66,70
294,3,5:25.0,,J. Collins enters the game for E. İlyasova,66,70
295,3,5:25.0,,M. Delaney enters the game for K. Bazemore,66,70
296,3,5:16.0,Turnover by J. Nelson (discontinued dribble),,66,70
297,3,4:58.0,,J. Collins misses 2-pt layup from 3 ft (block by A. Drummond),66,70
298,3,4:51.0,Defensive rebound by J. Ennis,,66,70
299,3,4:50.0,Shooting foul by D. Schröder (drawn by B. Griffin),,66,70
300,3,4:50.0,B. Griffin makes free throw 1 of 2,,67,70
301,3,4:50.0,A. Tolliver enters the game for A. Drummond,,67,70
302,3,4:50.0,B. Griffin makes free throw 2 of 2,,68,70
303,3,4:35.0,,D. Dedmon misses 2-pt jump shot from 17 ft,68,70
304,3,4:29.0,Defensive rebound by R. Bullock,,68,70
305,3,4:16.0,B. Griffin misses 3-pt jump shot from 25 ft,,68,70
306,3,4:12.0,,Defensive rebound by D. Dedmon,68,70
307,3,4:09.0,,Turnover by D. Schröder (traveling),68,70
308,3,4:09.0,,M. Muscala enters the game for D. Dedmon,68,70
309,3,4:01.0,J. Nelson misses 2-pt jump shot from 16 ft,,68,70
310,3,3:58.0,,Defensive rebound by J. Collins,68,70
311,3,3:54.0,,Shooting foul by J. Nelson (drawn by D. Schröder),68,70
312,3,3:54.0,,D. Schröder makes free throw 1 of 2,68,71
313,3,3:54.0,,D. Schröder misses free throw 2 of 2,68,71
314,3,3:51.0,Defensive rebound by B. Griffin,,68,71
315,3,3:41.0,R. Bullock misses 2-pt jump shot from 7 ft,,68,71
316,3,3:38.0,,Defensive rebound by M. Muscala,68,71
317,3,3:26.0,,T. Dorsey makes 2-pt jump shot from 4 ft,68,73
318,3,3:08.0,A. Tolliver makes 3-pt jump shot from 22 ft (assist by B. Griffin),,71,73
319,3,2:39.0,,M. Delaney misses 2-pt jump shot from 7 ft,71,73
320,3,2:38.0,,Offensive rebound by Team,71,73
321,3,2:38.0,Loose ball foul by A. Tolliver (drawn by J. Collins),,71,73
322,3,2:38.0,Detroit full timeout,,71,73
323,3,2:38.0,,T. Prince enters the game for D. Schröder,71,73
324,3,2:38.0,,J. Collins makes free throw 1 of 2,71,74
325,3,2:38.0,,J. Collins misses free throw 2 of 2,71,74
326,3,2:35.0,,Offensive rebound by M. Muscala,71,74
327,3,2:25.0,,M. Muscala makes 3-pt jump shot from 22 ft (assist by J. Collins),71,77
328,3,2:07.0,R. Bullock misses 3-pt jump shot from 23 ft,,71,77
329,3,2:06.0,Offensive rebound by Team,,71,77
330,3,2:06.0,,Loose ball foul by J. Collins (drawn by B. Griffin),71,77
331,3,2:06.0,B. Griffin makes free throw 1 of 2,,72,77
332,3,2:06.0,B. Griffin makes free throw 2 of 2,,73,77
333,3,1:50.0,,T. Dorsey misses 3-pt jump shot from 23 ft,73,77
334,3,1:36.0,,Offensive rebound by M. Muscala,73,77
335,3,1:36.0,,M. Muscala makes 2-pt dunk at rim,73,79
336,3,1:33.0,B. Griffin misses 3-pt jump shot from 24 ft,,73,79
337,3,1:31.0,,Defensive rebound by T. Dorsey,73,79
338,3,1:25.0,,M. Delaney makes 2-pt layup from 2 ft,73,81
339,3,1:25.0,,Shooting foul by J. Nelson (drawn by M. Delaney),73,81
340,3,1:25.0,,M. Delaney makes free throw 1 of 1,73,82
341,3,1:12.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Griffin),,76,82
342,3,0:56.0,,T. Dorsey misses 3-pt jump shot from 23 ft,76,82
343,3,0:54.0,Defensive rebound by J. Ennis,,76,82
344,3,0:46.0,J. Nelson makes 2-pt layup at rim (assist by J. Ennis),,78,82
345,3,0:26.0,,M. Muscala misses 2-pt layup at rim (block by A. Tolliver),78,82
346,3,0:26.0,,Offensive rebound by Team,78,82
347,3,0:26.0,A. Drummond enters the game for B. Griffin,,78,82
348,3,0:25.0,,J. Collins misses 2-pt jump shot from 19 ft,78,82
349,3,0:20.0,Defensive rebound by J. Nelson,,78,82
350,3,0:17.0,J. Ennis makes 2-pt layup from 1 ft (assist by J. Nelson),,80,82
351,3,0:00.0,,T. Prince misses 3-pt jump shot from 27 ft,80,82
352,3,0:00.0,,Offensive rebound by Team,80,82
353,4,11:45.0,J. Ennis makes 2-pt layup from 1 ft (assist by A. Drummond),,82,82
354,4,11:45.0,Shooting foul by D. Dedmon (drawn by J. Ennis),,82,82
355,4,11:45.0,J. Ennis makes free throw 1 of 1,,83,82
356,4,11:26.0,,M. Delaney makes 3-pt jump shot from 25 ft (assist by M. Muscala),83,85
357,4,11:05.0,A. Drummond makes 2-pt hook shot from 2 ft (assist by A. Tolliver),,85,85
358,4,10:48.0,,Turnover by D. Dedmon (traveling),85,85
359,4,10:36.0,Turnover by L. Kennard (lost ball; steal by M. Delaney),,85,85
360,4,10:32.0,,I. Taylor makes 2-pt layup from 1 ft (assist by M. Delaney),85,87
361,4,10:18.0,A. Drummond makes 2-pt layup from 4 ft (assist by J. Nelson),,87,87
362,4,10:18.0,Shooting foul by D. Dedmon (drawn by A. Drummond),,87,87
363,4,10:18.0,A. Drummond misses free throw 1 of 1,,87,87
364,4,10:16.0,,Defensive rebound by D. Dedmon,87,87
365,4,10:02.0,,Turnover by T. Prince (bad pass),87,87
366,4,9:54.0,J. Nelson makes 2-pt jump shot from 22 ft (assist by A. Tolliver),,89,87
367,4,9:38.0,,Turnover by T. Prince (out of bounds lost ball),89,87
368,4,9:30.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by J. Nelson),,92,87
369,4,9:01.0,,I. Taylor makes 2-pt layup from 1 ft,92,89
370,4,8:50.0,Shooting foul by D. Dedmon (drawn by A. Drummond),,92,89
371,4,8:50.0,A. Drummond makes free throw 1 of 2,,93,89
372,4,8:50.0,,K. Bazemore enters the game for T. Prince,93,89
373,4,8:50.0,S. Johnson enters the game for J. Ennis,,93,89
374,4,8:50.0,A. Drummond makes free throw 2 of 2,,94,89
375,4,8:30.0,,M. Delaney misses 3-pt jump shot from 24 ft,94,89
376,4,8:26.0,Defensive rebound by A. Tolliver,,94,89
377,4,8:16.0,J. Nelson misses 3-pt jump shot from 27 ft,,94,89
378,4,8:13.0,,Defensive rebound by D. Dedmon,94,89
379,4,8:06.0,,K. Bazemore misses 2-pt jump shot from 20 ft,94,89
380,4,8:01.0,Defensive rebound by A. Drummond,,94,89
