,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
0,1,11:46.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,0,0
1,1,11:42.0,,Defensive rebound by P. Millsap,0,0
2,1,11:29.0,,G. Harris misses 3-pt jump shot from 24 ft,0,0
3,1,11:26.0,Defensive rebound by Z. Randolph,,0,0
4,1,11:20.0,D. Fox makes 2-pt jump shot from 7 ft,,2,0
5,1,11:00.0,,N. Jokić makes 2-pt jump shot from 14 ft (assist by J. Murray),2,2
6,1,10:41.0,D. Fox misses 3-pt jump shot from 24 ft,,2,2
7,1,10:39.0,,Defensive rebound by P. Millsap,2,2
8,1,10:33.0,,P. Millsap makes 2-pt layup from 2 ft,2,4
9,1,10:22.0,Z. Randolph misses 3-pt jump shot from 24 ft,,2,4
10,1,10:19.0,,Defensive rebound by N. Jokić,2,4
11,1,10:09.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),2,6
12,1,9:49.0,J. Jackson makes 2-pt jump shot from 8 ft (assist by Z. Randolph),,4,6
13,1,9:34.0,,W. Chandler makes 2-pt jump shot from 10 ft (assist by P. Millsap),4,8
14,1,9:21.0,Z. Randolph misses 2-pt jump shot from 13 ft,,4,8
15,1,9:19.0,,Defensive rebound by J. Murray,4,8
16,1,9:15.0,,G. Harris misses 3-pt jump shot from 25 ft,4,8
17,1,9:14.0,Defensive rebound by Team,,4,8
18,1,8:57.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,4,8
19,1,8:56.0,,Defensive rebound by Team,4,8
20,1,8:41.0,,J. Murray misses 3-pt jump shot from 25 ft,4,8
21,1,8:38.0,Defensive rebound by K. Koufos,,4,8
22,1,8:30.0,Z. Randolph misses 2-pt jump shot from 7 ft,,4,8
23,1,8:29.0,,Defensive rebound by Team,4,8
24,1,8:29.0,Loose ball foul by K. Koufos (drawn by P. Millsap),,4,8
25,1,8:20.0,,Shooting foul by D. Fox (drawn by J. Murray),4,8
26,1,8:20.0,,J. Murray makes free throw 1 of 2,4,9
27,1,8:20.0,,J. Murray makes free throw 2 of 2,4,10
28,1,8:05.0,K. Koufos misses 2-pt hook shot from 5 ft,,4,10
29,1,8:03.0,,Defensive rebound by P. Millsap,4,10
30,1,7:50.0,,N. Jokić misses 2-pt layup from 1 ft,4,10
31,1,7:48.0,Defensive rebound by K. Koufos,,4,10
32,1,7:35.0,B. Bogdanović makes 2-pt jump shot from 8 ft (assist by Z. Randolph),,6,10
33,1,7:19.0,,G. Harris makes 2-pt jump shot from 21 ft (assist by N. Jokić),6,12
34,1,7:04.0,Z. Randolph makes 2-pt hook shot from 3 ft (assist by B. Bogdanović),,8,12
35,1,6:55.0,,G. Harris misses 3-pt jump shot from 24 ft,8,12
36,1,6:52.0,Defensive rebound by K. Koufos,,8,12
37,1,6:38.0,K. Koufos makes 2-pt hook shot from 7 ft (assist by B. Bogdanović),,10,12
38,1,6:22.0,,J. Murray misses 2-pt jump shot from 10 ft,10,12
39,1,6:21.0,,Offensive rebound by P. Millsap,10,12
40,1,6:21.0,,Shooting foul by D. Fox (drawn by P. Millsap),10,12
41,1,6:21.0,,Denver full timeout,10,12
42,1,6:21.0,V. Carter enters the game for Z. Randolph,,10,12
43,1,6:21.0,Z. Randolph enters the game for V. Carter,,10,12
44,1,6:21.0,,P. Millsap misses free throw 1 of 2,10,12
45,1,6:21.0,,Offensive rebound by Team,10,12
46,1,6:21.0,,P. Millsap misses free throw 2 of 2,10,12
47,1,6:19.0,Defensive rebound by Z. Randolph,,10,12
48,1,6:00.0,Shooting foul by P. Millsap (drawn by J. Jackson),,10,12
