,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
0,1,11:47.0,Loose ball foul by R. McGruder (drawn by D. Lee),,0,0
1,1,11:47.0,Turnover by R. McGruder (turnover),,0,0
2,1,11:29.0,,D. Lee makes 3-pt jump shot from 22 ft (assist by I. Taylor),0,3
3,1,11:29.0,,Shooting foul by T. Johnson (drawn by D. Lee),0,3
4,1,11:29.0,,D. Lee misses free throw 1 of 1,0,3
5,1,11:29.0,Defensive rebound by H. Whiteside,,0,3
6,1,11:11.0,T. Johnson makes 2-pt hook shot from 7 ft (assist by L. Babbitt),,2,3
7,1,10:53.0,,D. Lee misses 2-pt jump shot from 13 ft,2,3
8,1,10:50.0,,Offensive rebound by D. Lee,2,3
9,1,10:50.0,,D. Lee makes 2-pt layup from 2 ft,2,5
10,1,10:35.0,J. Richardson makes 2-pt jump shot from 12 ft (assist by H. Whiteside),,4,5
11,1,10:18.0,,I. Taylor misses 2-pt jump shot from 20 ft (block by J. Richardson),4,5
12,1,10:18.0,,Offensive rebound by Team,4,5
13,1,10:09.0,,J. Collins misses 2-pt jump shot from 15 ft,4,5
14,1,10:06.0,,Offensive rebound by D. Dedmon,4,5
15,1,10:03.0,,D. Lee makes 2-pt jump shot from 14 ft (assist by D. Dedmon),4,7
16,1,9:45.0,H. Whiteside misses 2-pt jump shot from 18 ft,,4,7
17,1,9:42.0,,Defensive rebound by J. Collins,4,7
18,1,9:36.0,,Turnover by D. Lee (bad pass; steal by R. McGruder),4,7
19,1,9:31.0,R. McGruder makes 2-pt layup from 1 ft,,6,7
20,1,9:16.0,,D. Dedmon misses 2-pt hook shot from 13 ft,6,7
21,1,9:13.0,Defensive rebound by H. Whiteside,,6,7
22,1,9:08.0,Shooting foul by J. Collins (drawn by J. Richardson),,6,7
23,1,9:08.0,J. Richardson makes free throw 1 of 2,,7,7
24,1,9:08.0,J. Richardson makes free throw 2 of 2,,8,7
25,1,8:58.0,,Shooting foul by H. Whiteside (drawn by J. Collins),8,7
26,1,8:58.0,,J. Collins makes free throw 1 of 2,8,8
27,1,8:58.0,,J. Collins makes free throw 2 of 2,8,9
28,1,8:38.0,H. Whiteside makes 2-pt jump shot from 9 ft,,10,9
29,1,8:29.0,,I. Taylor misses 2-pt layup from 6 ft (block by H. Whiteside),10,9
30,1,8:29.0,,Offensive rebound by Team,10,9
31,1,8:14.0,,J. Collins misses 3-pt jump shot from 22 ft,10,9
32,1,8:11.0,Defensive rebound by T. Johnson,,10,9
33,1,8:03.0,T. Johnson misses 3-pt jump shot from 24 ft,,10,9
34,1,8:00.0,,Defensive rebound by D. Dedmon,10,9
35,1,7:51.0,,T. Prince makes 2-pt jump shot from 5 ft,10,11
36,1,7:22.0,J. Richardson makes 2-pt jump shot from 19 ft (assist by T. Johnson),,12,11
37,1,7:08.0,,I. Taylor misses 2-pt jump shot from 13 ft,12,11
38,1,7:06.0,Defensive rebound by J. Richardson,,12,11
39,1,7:04.0,Shooting foul by D. Lee (drawn by R. McGruder),,12,11
40,1,7:04.0,R. McGruder makes free throw 1 of 2,,13,11
41,1,7:04.0,R. McGruder misses free throw 2 of 2,,13,11
42,1,7:01.0,,Defensive rebound by D. Dedmon,13,11
43,1,6:52.0,,Personal foul by R. McGruder (drawn by T. Prince),13,11
44,1,6:52.0,,Atlanta full timeout,13,11
45,1,6:52.0,W. Ellington enters the game for R. McGruder,,13,11
46,1,6:44.0,,D. Lee misses 3-pt jump shot from 24 ft,13,11
47,1,6:41.0,Defensive rebound by H. Whiteside,,13,11
48,1,6:33.0,J. Richardson misses 2-pt jump shot from 18 ft,,13,11
49,1,6:29.0,,Defensive rebound by D. Lee,13,11
50,1,6:25.0,,D. Lee makes 2-pt layup from 1 ft,13,13
51,1,6:06.0,J. Winslow enters the game for J. Richardson,,13,13
52,1,6:03.0,H. Whiteside misses 2-pt jump shot from 21 ft,,13,13
53,1,5:59.0,,Defensive rebound by J. Collins,13,13
54,1,5:51.0,,J. Collins misses 2-pt layup at rim,13,13
55,1,5:49.0,,Offensive rebound by J. Collins,13,13
56,1,5:46.0,,Turnover by J. Collins (turnover),13,13
57,1,5:46.0,,M. Plumlee enters the game for D. Dedmon,13,13
58,1,5:31.0,T. Johnson makes 2-pt jump shot from 9 ft,,15,13
59,1,5:19.0,,Turnover by D. Lee (out of bounds lost ball),15,13
60,1,5:19.0,,M. Muscala enters the game for J. Collins,15,13
61,1,5:19.0,,J. Magette enters the game for I. Taylor,15,13
62,1,5:11.0,J. Winslow makes 2-pt jump shot from 20 ft,,17,13
63,1,4:57.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by J. Magette),17,16
64,1,4:53.0,Miami full timeout,,17,16
65,1,4:53.0,,T. Dorsey enters the game for D. Lee,17,16
66,1,4:42.0,T. Johnson misses 3-pt jump shot from 25 ft,,17,16
67,1,4:37.0,Offensive rebound by L. Babbitt,,17,16
68,1,4:32.0,J. Winslow misses 2-pt jump shot from 9 ft,,17,16
69,1,4:27.0,,Defensive rebound by M. Muscala,17,16
70,1,4:22.0,,T. Prince makes 2-pt jump shot from 5 ft,17,18
71,1,4:04.0,T. Johnson makes 2-pt jump shot from 12 ft,,19,18
72,1,3:47.0,,T. Dorsey makes 3-pt jump shot from 23 ft (assist by T. Prince),19,21
73,1,3:29.0,T. Johnson misses 2-pt jump shot from 22 ft,,19,21
74,1,3:29.0,,Defensive rebound by Team,19,21
75,1,3:29.0,B. Adebayo enters the game for H. Whiteside,,19,21
76,1,3:29.0,K. Olynyk enters the game for L. Babbitt,,19,21
77,1,3:13.0,,T. Prince makes 2-pt layup from 1 ft (assist by M. Plumlee),19,23
78,1,3:13.0,,Shooting foul by K. Olynyk (drawn by T. Prince),19,23
79,1,3:13.0,,A. Cleveland enters the game for J. Magette,19,23
80,1,3:13.0,,T. Prince makes free throw 1 of 1,19,24
81,1,3:06.0,J. Winslow misses 2-pt layup from 4 ft,,19,24
82,1,3:02.0,,Defensive rebound by M. Muscala,19,24
83,1,3:01.0,,Turnover by M. Muscala (bad pass; steal by W. Ellington),19,24
84,1,2:55.0,Turnover by J. Winslow (bad pass; steal by T. Dorsey),,19,24
85,1,2:55.0,,Personal foul by K. Olynyk (drawn by T. Dorsey),19,24
86,1,2:55.0,,T. Dorsey makes free throw 1 of 2,19,25
87,1,2:55.0,J. Richardson enters the game for T. Johnson,,19,25
88,1,2:55.0,,J. Magette enters the game for T. Prince,19,25
89,1,2:55.0,,T. Dorsey makes free throw 2 of 2,19,26
90,1,2:44.0,W. Ellington misses 3-pt jump shot from 25 ft,,19,26
