,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
28,1,8:54.0,,Defensive rebound by M. Gortat,6,8
29,1,8:44.0,,J. Smith misses 3-pt jump shot from 26 ft,6,8
30,1,8:39.0,,Offensive rebound by M. Gortat,6,8
31,1,8:36.0,,Shooting foul by M. Chriss (drawn by J. Smith),6,8
32,1,8:36.0,,J. Smith makes free throw 1 of 2,6,9
33,1,8:36.0,,J. Smith makes free throw 2 of 2,6,10
34,1,8:11.0,M. James misses 3-pt jump shot from 26 ft,,6,10
35,1,8:06.0,,Defensive rebound by B. Beal,6,10
36,1,8:00.0,,J. Wall makes 2-pt layup from 1 ft,6,12
37,1,7:45.0,M. James misses 2-pt jump shot from 8 ft,,6,12
38,1,7:41.0,Offensive rebound by T. Chandler,,6,12
39,1,7:35.0,Personal foul by J. Smith (drawn by D. Booker),,6,12
40,1,7:24.0,T. Warren makes 2-pt jump shot from 12 ft,,8,12
41,1,7:14.0,,B. Beal makes 2-pt jump shot from 15 ft (assist by M. Gortat),8,14
42,1,6:46.0,M. James misses 2-pt jump shot from 13 ft,,8,14
43,1,6:44.0,,Defensive rebound by M. Gortat,8,14
44,1,6:37.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Gortat),8,17
45,1,6:30.0,Phoenix full timeout,,8,17
46,1,6:11.0,Shooting foul by J. Smith (drawn by M. James),,8,17
47,1,6:11.0,M. James makes free throw 1 of 2,,9,17
48,1,6:11.0,M. James makes free throw 2 of 2,,10,17
49,1,6:02.0,,Turnover by B. Beal (step out of bounds),10,17
50,1,6:02.0,,M. Scott enters the game for J. Smith,10,17
51,1,5:47.0,T. Warren misses 2-pt layup from 1 ft,,10,17
52,1,5:45.0,Offensive rebound by T. Warren,,10,17
53,1,5:44.0,T. Warren misses 2-pt layup from 1 ft (block by M. Gortat),,10,17
54,1,5:42.0,,Defensive rebound by M. Gortat,10,17
55,1,5:38.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by J. Wall),10,20
56,1,5:12.0,T. Warren misses 3-pt jump shot from 22 ft,,10,20
57,1,5:10.0,Offensive rebound by T. Warren,,10,20
58,1,5:10.0,,Offensive charge foul by T. Warren (drawn by M. Gortat),10,20
59,1,5:10.0,Turnover by T. Warren (offensive foul),,10,20
60,1,5:10.0,J. Jackson enters the game for M. Chriss,,10,20
61,1,5:10.0,D. Bender enters the game for T. Warren,,10,20
62,1,4:54.0,,T. Satoranský makes 2-pt jump shot from 8 ft,10,22
63,1,4:40.0,M. James misses 3-pt jump shot from 25 ft,,10,22
64,1,4:37.0,,Defensive rebound by M. Gortat,10,22
65,1,4:26.0,,M. Scott makes 2-pt jump shot from 6 ft,10,24
66,1,4:01.0,T. Chandler misses 2-pt layup from 3 ft,,10,24
67,1,3:59.0,,Defensive rebound by B. Beal,10,24
68,1,3:55.0,,B. Beal makes 2-pt jump shot from 15 ft,10,26
69,1,3:32.0,Shooting foul by B. Beal (drawn by J. Jackson),,10,26
70,1,3:32.0,J. Jackson makes free throw 1 of 2,,11,26
71,1,3:32.0,,I. Mahinmi enters the game for M. Gortat,11,26
72,1,3:32.0,A. Len enters the game for T. Chandler,,11,26
73,1,3:32.0,T. Ulis enters the game for M. James,,11,26
74,1,3:32.0,J. Jackson misses free throw 2 of 2,,11,26
75,1,3:31.0,,Defensive rebound by Team,11,26
76,1,3:17.0,,M. Scott makes 2-pt jump shot from 17 ft (assist by J. Wall),11,28
77,1,2:54.0,D. Booker misses 2-pt layup from 1 ft,,11,28
78,1,2:51.0,,Defensive rebound by M. Scott,11,28
79,1,2:46.0,,J. Wall misses 3-pt jump shot from 25 ft,11,28
80,1,2:43.0,Defensive rebound by T. Ulis,,11,28
81,1,2:37.0,D. Booker makes 2-pt jump shot from 7 ft,,13,28
82,1,2:32.0,,Shooting foul by J. Jackson (drawn by T. Satoranský),13,28
83,1,2:32.0,,Washington full timeout,13,28
84,1,2:32.0,,T. Satoranský makes free throw 1 of 2,13,29
85,1,2:32.0,,T. Satoranský makes free throw 2 of 2,13,30
86,1,2:07.0,T. Ulis misses 2-pt jump shot from 14 ft,,13,30
87,1,2:03.0,,Defensive rebound by M. Scott,13,30
88,1,1:45.0,,M. Scott misses 2-pt jump shot from 15 ft,13,30
89,1,1:42.0,Defensive rebound by A. Len,,13,30
90,1,1:39.0,D. Booker misses 3-pt jump shot from 26 ft,,13,30
91,1,1:39.0,,Defensive rebound by I. Mahinmi,13,30
92,1,1:25.0,,Shooting foul by A. Len (drawn by I. Mahinmi),13,30
93,1,1:25.0,,I. Mahinmi makes free throw 1 of 2,13,31
94,1,1:25.0,,T. Frazier enters the game for J. Wall,13,31
95,1,1:25.0,,I. Mahinmi makes free throw 2 of 2,13,32
96,1,1:06.0,J. Jackson makes 2-pt jump shot from 8 ft,,15,32
97,1,0:49.0,,I. Mahinmi misses 2-pt hook shot from 9 ft,15,32
98,1,0:46.0,,Offensive rebound by M. Scott,15,32
99,1,0:45.0,,M. Scott misses 2-pt layup from 5 ft,15,32
100,1,0:45.0,,Offensive rebound by I. Mahinmi,15,32
101,1,0:44.0,,I. Mahinmi misses 2-pt hook shot from 4 ft,15,32
102,1,0:44.0,Defensive rebound by D. Booker,,15,32
103,1,0:35.0,D. Bender misses 3-pt jump shot from 25 ft,,15,32
104,1,0:35.0,,Defensive rebound by T. Frazier,15,32
105,1,0:29.0,,B. Beal misses 3-pt jump shot from 27 ft,15,32
106,1,0:24.0,Defensive rebound by T. Ulis,,15,32
107,1,0:03.0,D. Booker misses 2-pt layup from 6 ft (block by I. Mahinmi),,15,32
108,1,0:03.0,,Defensive rebound by I. Mahinmi,15,32
109,2,11:46.0,,T. Frazier makes 2-pt jump shot from 4 ft,15,34
110,2,11:27.0,J. Jackson misses 3-pt jump shot from 24 ft,,15,34
111,2,11:23.0,,Defensive rebound by I. Mahinmi,15,34
112,2,11:11.0,,M. Scott makes 2-pt jump shot from 14 ft (assist by J. Meeks),15,36
113,2,11:00.0,T. Ulis misses 2-pt jump shot from 19 ft,,15,36
114,2,10:53.0,Offensive rebound by J. Jackson,,15,36
115,2,10:53.0,J. Jackson makes 2-pt layup at rim,,17,36
116,2,10:50.0,,Shooting foul by A. Len (drawn by T. Frazier),17,36
117,2,10:50.0,,T. Frazier makes free throw 1 of 2,17,37
118,2,10:50.0,,T. Frazier makes free throw 2 of 2,17,38
119,2,10:38.0,Shooting foul by T. Satoranský (drawn by J. Jackson),,17,38
120,2,10:38.0,J. Jackson makes free throw 1 of 2,,18,38
121,2,10:38.0,J. Jackson makes free throw 2 of 2,,19,38
122,2,10:30.0,,J. Meeks makes 2-pt jump shot from 18 ft (assist by T. Frazier),19,40
123,2,10:13.0,A. Len makes 2-pt dunk from 1 ft (assist by J. Jackson),,21,40
124,2,9:57.0,,T. Satoranský misses 2-pt layup from 3 ft,21,40
125,2,9:54.0,,Offensive rebound by I. Mahinmi,21,40
126,2,9:54.0,,I. Mahinmi misses 2-pt layup from 2 ft,21,40
127,2,9:54.0,Defensive rebound by A. Len,,21,40
128,2,9:51.0,Turnover by T. Ulis (lost ball; steal by T. Frazier),,21,40
129,2,9:39.0,,M. Scott makes 2-pt layup from 2 ft,21,42
130,2,9:39.0,,Shooting foul by J. Jackson (drawn by M. Scott),21,42
131,2,9:39.0,T. Warren enters the game for J. Jackson,,21,42
132,2,9:39.0,,M. Scott makes free throw 1 of 1,21,43
133,2,9:28.0,T. Warren makes 2-pt layup at rim (assist by A. Len),,23,43
134,2,9:08.0,,M. Scott misses 2-pt jump shot from 19 ft,23,43
135,2,9:05.0,,Offensive rebound by I. Mahinmi,23,43
136,2,9:03.0,,M. Scott misses 2-pt layup at rim,23,43
137,2,9:01.0,Defensive rebound by A. Len,,23,43
138,2,8:44.0,T. Warren makes 2-pt dunk at rim,,25,43
139,2,8:18.0,,J. Meeks misses 3-pt jump shot from 26 ft,25,43
140,2,8:17.0,,Offensive rebound by M. Scott,25,43
141,2,8:16.0,,M. Scott misses 2-pt layup from 6 ft (block by A. Len),25,43
142,2,8:16.0,,Offensive rebound by Team,25,43
143,2,8:16.0,M. Chriss enters the game for D. Bender,,25,43
144,2,8:12.0,,T. Frazier misses 3-pt jump shot from 24 ft,25,43
145,2,8:08.0,Defensive rebound by T. Warren,,25,43
146,2,8:01.0,T. Daniels misses 2-pt jump shot from 18 ft,,25,43
147,2,7:57.0,,Defensive rebound by M. Scott,25,43
148,2,7:49.0,,M. Scott misses 3-pt jump shot from 24 ft,25,43
149,2,7:46.0,Defensive rebound by T. Daniels,,25,43
150,2,7:36.0,M. Chriss misses 2-pt hook shot from 8 ft,,25,43
151,2,7:34.0,,Defensive rebound by M. Scott,25,43
152,2,7:30.0,,J. Meeks makes 2-pt layup from 2 ft (assist by T. Frazier),25,45
153,2,7:13.0,T. Warren makes 2-pt jump shot from 9 ft,,27,45
154,2,6:58.0,,Turnover by T. Frazier (bad pass; steal by A. Len),27,45
155,2,6:50.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Ulis),,30,45
156,2,6:38.0,,T. Frazier misses 3-pt jump shot from 25 ft,30,45
157,2,6:37.0,Defensive rebound by Team,,30,45
158,2,6:37.0,,Washington full timeout,30,45
159,2,6:37.0,,K. Oubre enters the game for T. Frazier,30,45
160,2,6:37.0,,J. Wall enters the game for M. Scott,30,45
161,2,6:37.0,,J. Smith enters the game for T. Satoranský,30,45
162,2,6:16.0,Shooting foul by I. Mahinmi (drawn by T. Ulis),,30,45
163,2,6:16.0,T. Ulis makes free throw 1 of 2,,31,45
164,2,6:16.0,T. Ulis makes free throw 2 of 2,,32,45
165,2,6:11.0,,Personal foul by T. Ulis (drawn by J. Wall),32,45
166,2,6:11.0,,M. Gortat enters the game for I. Mahinmi,32,45
167,2,6:01.0,,K. Oubre misses 2-pt jump shot from 20 ft,32,45
168,2,5:56.0,Defensive rebound by M. Chriss,,32,45
169,2,5:45.0,T. Warren makes 2-pt dunk at rim (assist by A. Len),,34,45
170,2,5:33.0,Technical foul by A. Len,,34,45
171,2,5:33.0,,J. Smith makes free throw 2 of 2,34,46
172,2,5:33.0,,J. Smith makes free throw 1 of 2,34,47
173,2,5:33.0,,B. Beal enters the game for J. Meeks,34,47
174,2,5:33.0,T. Chandler enters the game for A. Len,,34,47
175,2,5:29.0,,Turnover by M. Gortat (discontinued dribble),34,47
176,2,5:16.0,Shooting foul by J. Smith (drawn by T. Warren),,34,47
177,2,5:16.0,T. Warren makes free throw 1 of 2,,35,47
178,2,5:16.0,,M. Scott enters the game for J. Smith,35,47
179,2,5:16.0,T. Warren makes free throw 2 of 2,,36,47
180,2,5:04.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Scott),36,50
181,2,4:41.0,Personal foul by J. Wall (drawn by T. Daniels),,36,50
182,2,4:41.0,M. James enters the game for T. Ulis,,36,50
183,2,4:41.0,D. Booker enters the game for T. Daniels,,36,50
184,2,4:37.0,T. Warren misses 2-pt jump shot from 19 ft,,36,50
185,2,4:33.0,,Defensive rebound by J. Wall,36,50
186,2,4:32.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by J. Wall),36,52
187,2,4:17.0,Turnover by M. James (bad pass; steal by J. Wall),,36,52
188,2,4:12.0,,K. Oubre misses 2-pt layup from 2 ft (block by M. Chriss),36,52
189,2,4:11.0,,Offensive rebound by M. Gortat,36,52
190,2,4:11.0,,M. Gortat makes 2-pt layup from 2 ft,36,54
191,2,4:11.0,Phoenix full timeout,,36,54
192,2,4:11.0,D. Bender enters the game for M. Chriss,,36,54
193,2,3:53.0,D. Booker makes 3-pt jump shot from 25 ft (assist by M. James),,39,54
194,2,3:33.0,,Turnover by K. Oubre (bad pass; steal by T. Warren),39,54
195,2,3:16.0,D. Bender misses 3-pt jump shot from 23 ft,,39,54
196,2,3:13.0,,Defensive rebound by M. Scott,39,54
197,2,3:04.0,,J. Wall misses 2-pt jump shot from 16 ft,39,54
198,2,3:02.0,,Offensive rebound by M. Gortat,39,54
199,2,3:02.0,,Personal foul by T. Chandler (drawn by M. Gortat),39,54
200,2,3:02.0,,M. Gortat misses free throw 1 of 2,39,54
201,2,3:02.0,,Offensive rebound by Team,39,54
202,2,3:02.0,,M. Gortat makes free throw 2 of 2,39,55
203,2,2:38.0,D. Bender misses 2-pt layup from 2 ft (block by J. Wall),,39,55
204,2,2:38.0,,Defensive rebound by Team,39,55
205,2,2:37.0,Turnover by Team (shot clock),,39,55
206,2,2:27.0,,Offensive foul by M. Gortat (drawn by T. Chandler),39,55
207,2,2:27.0,,Turnover by M. Gortat (offensive foul),39,55
208,2,2:03.0,D. Bender makes 2-pt layup from 3 ft (assist by D. Booker),,41,55
209,2,1:51.0,,J. Wall makes 2-pt layup at rim,41,57
210,2,1:44.0,T. Warren misses 2-pt layup from 4 ft,,41,57
211,2,1:40.0,Offensive rebound by D. Bender,,41,57
212,2,1:40.0,D. Bender misses 2-pt layup at rim,,41,57
213,2,1:40.0,,Defensive rebound by M. Gortat,41,57
214,2,1:36.0,,J. Wall misses 3-pt jump shot from 26 ft,41,57
215,2,1:36.0,Defensive rebound by T. Warren,,41,57
216,2,1:29.0,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Warren),,44,57
217,2,1:15.0,,Personal foul by D. Booker (drawn by B. Beal),44,57
218,2,1:15.0,,B. Beal makes free throw 1 of 2,44,58
219,2,1:15.0,,B. Beal makes free throw 2 of 2,44,59
220,2,1:01.0,Personal foul by J. Wall (drawn by D. Booker),,44,59
221,2,1:01.0,D. Booker makes free throw 1 of 2,,45,59
222,2,1:01.0,D. Booker makes free throw 2 of 2,,46,59
223,2,0:51.0,,J. Wall makes 2-pt layup from 1 ft,46,61
224,2,0:51.0,,Technical foul by J. Wall,46,61
225,2,0:51.0,D. Booker makes technical free throw,,47,61
226,2,0:44.0,Shooting foul by M. Scott (drawn by D. Booker),,47,61
227,2,0:44.0,D. Booker makes free throw 1 of 2,,48,61
228,2,0:44.0,D. Booker makes free throw 2 of 2,,49,61
229,2,0:36.0,,Turnover by J. Wall (bad pass; steal by D. Booker),49,61
230,2,0:32.0,Shooting foul by B. Beal (drawn by M. James),,49,61
231,2,0:32.0,M. James misses free throw 1 of 2,,49,61
232,2,0:32.0,Offensive rebound by Team,,49,61
233,2,0:32.0,M. James makes free throw 2 of 2,,50,61
234,2,0:12.0,,B. Beal makes 3-pt jump shot from 25 ft,50,64
235,2,0:02.0,D. Booker makes 2-pt jump shot from 8 ft,,52,64
236,3,11:46.0,,Turnover by J. Wall (bad pass; steal by M. Chriss),52,64
237,3,11:41.0,T. Warren makes 2-pt layup at rim (assist by D. Booker),,54,64
238,3,11:23.0,,B. Beal misses 2-pt jump shot from 11 ft,54,64
239,3,11:21.0,Defensive rebound by M. James,,54,64
240,3,11:15.0,T. Warren makes 2-pt layup from 1 ft (assist by M. James),,56,64
241,3,11:03.0,,B. Beal misses 3-pt jump shot from 24 ft,56,64
242,3,11:00.0,Defensive rebound by M. Chriss,,56,64
243,3,10:39.0,D. Booker makes 3-pt jump shot from 23 ft (assist by M. James),,59,64
244,3,10:33.0,,J. Wall makes 2-pt jump shot from 8 ft,59,66
245,3,10:33.0,,Shooting foul by M. James (drawn by J. Wall),59,66
246,3,10:33.0,,J. Wall misses free throw 1 of 1,59,66
247,3,10:29.0,,Offensive rebound by J. Smith,59,66
248,3,10:26.0,,Turnover by K. Oubre (bad pass),59,66
249,3,10:11.0,T. Warren makes 2-pt layup from 1 ft (assist by M. Chriss),,61,66
250,3,10:10.0,,Washington full timeout,61,66
251,3,9:56.0,,J. Smith misses 3-pt jump shot from 25 ft,61,66
252,3,9:51.0,Defensive rebound by T. Warren,,61,66
253,3,9:36.0,M. Chriss misses 3-pt jump shot from 23 ft,,61,66
254,3,9:32.0,,Defensive rebound by J. Wall,61,66
255,3,9:16.0,,M. Gortat misses 2-pt dunk from 8 ft (block by T. Warren),61,66
256,3,9:12.0,,Offensive rebound by K. Oubre,61,66
257,3,9:11.0,,B. Beal misses 3-pt jump shot from 24 ft,61,66
258,3,9:11.0,Defensive rebound by M. James,,61,66
259,3,9:05.0,T. Chandler makes 2-pt dunk at rim (assist by M. James),,63,66
260,3,8:50.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),63,68
261,3,8:31.0,Personal foul by K. Oubre (drawn by T. Warren),,63,68
262,3,8:28.0,D. Booker misses 2-pt jump shot from 18 ft,,63,68
263,3,8:27.0,,Defensive rebound by Team,63,68
264,3,8:27.0,Loose ball foul by T. Chandler (drawn by M. Gortat),,63,68
265,3,8:16.0,,J. Wall misses 2-pt jump shot from 14 ft,63,68
266,3,8:12.0,Defensive rebound by M. Chriss,,63,68
267,3,8:06.0,M. James misses 2-pt jump shot from 17 ft,,63,68
268,3,8:03.0,,Defensive rebound by J. Smith,63,68
269,3,8:01.0,,J. Wall makes 2-pt layup at rim (assist by J. Smith),63,70
270,3,8:01.0,,Shooting foul by M. James (drawn by J. Wall),63,70
271,3,8:01.0,,J. Wall misses free throw 1 of 1,63,70
272,3,7:57.0,Defensive rebound by T. Warren,,63,70
273,3,7:51.0,T. Warren makes 2-pt jump shot from 19 ft (assist by M. Chriss),,65,70
274,3,7:37.0,,B. Beal makes 3-pt jump shot from 25 ft,65,73
275,3,7:21.0,D. Booker makes 2-pt dunk at rim,,67,73
276,3,7:08.0,,B. Beal misses 3-pt jump shot from 25 ft,67,73
277,3,7:05.0,Defensive rebound by T. Warren,,67,73
278,3,7:00.0,T. Warren misses 2-pt jump shot from 21 ft,,67,73
279,3,6:57.0,,Defensive rebound by B. Beal,67,73
280,3,6:50.0,,B. Beal makes 2-pt jump shot from 7 ft,67,75
281,3,6:23.0,M. James makes 3-pt jump shot from 29 ft,,70,75
282,3,6:09.0,,Turnover by J. Wall (bad pass; steal by M. Chriss),70,75
283,3,5:56.0,T. Warren makes 2-pt layup from 2 ft (assist by M. Chriss),,72,75
284,3,5:56.0,Shooting foul by K. Oubre (drawn by T. Warren),,72,75
285,3,5:56.0,,T. Satoranský enters the game for K. Oubre,72,75
286,3,5:56.0,A. Len enters the game for T. Chandler,,72,75
287,3,5:56.0,T. Warren makes free throw 1 of 1,,73,75
288,3,5:37.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by T. Satoranský),73,77
289,3,5:17.0,Shooting foul by T. Satoranský (drawn by T. Warren),,73,77
290,3,5:17.0,T. Warren makes free throw 1 of 2,,74,77
291,3,5:17.0,T. Warren makes free throw 2 of 2,,75,77
292,3,5:00.0,,B. Beal misses 2-pt jump shot from 14 ft,75,77
293,3,4:59.0,,Offensive rebound by Team,75,77
294,3,4:59.0,,Personal foul by A. Len (drawn by M. Gortat),75,77
295,3,4:46.0,,T. Satoranský misses 3-pt jump shot from 23 ft,75,77
296,3,4:41.0,Defensive rebound by M. Chriss,,75,77
297,3,4:27.0,M. Chriss misses 2-pt jump shot from 20 ft,,75,77
298,3,4:25.0,,Defensive rebound by M. Gortat,75,77
299,3,4:13.0,,J. Wall misses 2-pt jump shot from 15 ft,75,77
300,3,4:11.0,Defensive rebound by M. Chriss,,75,77
301,3,4:09.0,Turnover by M. Chriss (bad pass),,75,77
302,3,3:49.0,,Shooting foul by A. Len (drawn by B. Beal),75,77
303,3,3:49.0,,B. Beal makes free throw 1 of 2,75,78
304,3,3:49.0,,M. Scott enters the game for J. Smith,75,78
305,3,3:49.0,T. Chandler enters the game for M. Chriss,,75,78
306,3,3:49.0,D. Bender enters the game for A. Len,,75,78
307,3,3:49.0,,B. Beal makes free throw 2 of 2,75,79
308,3,3:31.0,Shooting foul by T. Satoranský (drawn by M. James),,75,79
309,3,3:31.0,M. James misses free throw 1 of 2,,75,79
310,3,3:31.0,Offensive rebound by Team,,75,79
311,3,3:31.0,M. James makes free throw 2 of 2,,76,79
312,3,3:13.0,,T. Satoranský misses 2-pt jump shot from 12 ft,76,79
313,3,3:10.0,,Offensive rebound by T. Satoranský,76,79
314,3,3:09.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by T. Satoranský),76,82
315,3,2:49.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,78,82
316,3,2:33.0,,J. Wall makes 2-pt layup at rim,78,84
317,3,2:21.0,D. Bender makes 3-pt jump shot from 24 ft (assist by M. James),,81,84
318,3,2:05.0,,B. Beal misses 2-pt jump shot from 14 ft,81,84
319,3,2:02.0,Defensive rebound by D. Bender,,81,84
320,3,1:57.0,M. James misses 3-pt jump shot from 24 ft,,81,84
321,3,1:53.0,,Defensive rebound by M. Gortat,81,84
322,3,1:47.0,,Def 3 sec tech foul by T. Chandler,81,84
323,3,1:47.0,Phoenix full timeout,,81,84
324,3,1:47.0,,T. Frazier enters the game for J. Wall,81,84
325,3,1:47.0,T. Daniels enters the game for D. Booker,,81,84
326,3,1:47.0,T. Ulis enters the game for M. James,,81,84
327,3,1:47.0,,B. Beal misses technical free throw,81,84
328,3,1:47.0,,Offensive rebound by Team,81,84
329,3,1:41.0,,B. Beal misses 2-pt jump shot from 19 ft,81,84
330,3,1:37.0,Defensive rebound by T. Warren,,81,84
331,3,1:16.0,T. Warren makes 2-pt layup from 2 ft (assist by T. Ulis),,83,84
332,3,0:59.0,,T. Satoranský makes 2-pt layup at rim,83,86
333,3,0:51.0,Personal foul by T. Frazier (drawn by T. Ulis),,83,86
334,3,0:51.0,T. Ulis makes free throw 1 of 2,,84,86
335,3,0:51.0,T. Ulis makes free throw 2 of 2,,85,86
336,3,0:41.0,,Personal foul by T. Daniels (drawn by B. Beal),85,86
337,3,0:41.0,,B. Beal makes free throw 1 of 2,85,87
338,3,0:41.0,,B. Beal makes free throw 2 of 2,85,88
339,3,0:32.0,T. Warren makes 2-pt jump shot from 16 ft,,87,88
340,3,0:09.0,,B. Beal makes 2-pt jump shot from 8 ft,87,90
341,3,0:01.0,D. Bender misses 2-pt jump shot from 17 ft,,87,90
342,3,0:01.0,Offensive rebound by Team,,87,90
343,4,11:44.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Ulis),,90,90
344,4,11:24.0,,J. Meeks misses 2-pt jump shot from 12 ft,90,90
345,4,11:21.0,Defensive rebound by D. Bender,,90,90
346,4,11:15.0,T. Ulis misses 2-pt jump shot from 16 ft,,90,90
347,4,11:12.0,,Defensive rebound by M. Scott,90,90
348,4,11:06.0,,T. Frazier misses 2-pt layup from 6 ft (block by D. Bender),90,90
349,4,11:02.0,Defensive rebound by T. Daniels,,90,90
350,4,10:46.0,Shooting foul by I. Mahinmi (drawn by T. Ulis),,90,90
351,4,10:46.0,T. Ulis makes free throw 1 of 2,,91,90
352,4,10:46.0,T. Ulis makes free throw 2 of 2,,92,90
353,4,10:30.0,,I. Mahinmi misses 2-pt jump shot from 9 ft,92,90
354,4,10:28.0,Defensive rebound by D. Bender,,92,90
355,4,10:23.0,Turnover by T. Ulis (bad pass; steal by T. Frazier),,92,90
356,4,10:18.0,,J. Meeks makes 2-pt layup from 1 ft (assist by T. Frazier),92,92
357,4,10:05.0,Turnover by T. Ulis (traveling),,92,92
358,4,9:50.0,,Turnover by J. Meeks (bad pass),92,92
359,4,9:41.0,D. Bender makes 2-pt layup from 1 ft,,94,92
360,4,9:41.0,Shooting foul by M. Scott (drawn by D. Bender),,94,92
361,4,9:41.0,D. Bender makes free throw 1 of 1,,95,92
362,4,9:29.0,,T. Frazier makes 2-pt jump shot from 15 ft,95,94
363,4,9:18.0,T. Ulis makes 2-pt jump shot from 16 ft,,97,94
364,4,8:54.0,,T. Frazier misses 3-pt jump shot from 24 ft,97,94
365,4,8:50.0,Defensive rebound by D. Bender,,97,94
366,4,8:42.0,D. Bender misses 3-pt jump shot from 25 ft,,97,94
367,4,8:37.0,,Defensive rebound by T. Frazier,97,94
368,4,8:33.0,,T. Frazier misses 2-pt layup from 2 ft,97,94
369,4,8:32.0,Defensive rebound by J. Jackson,,97,94
370,4,8:32.0,Personal foul by T. Satoranský (drawn by J. Jackson),,97,94
371,4,8:32.0,,J. Wall enters the game for T. Frazier,97,94
372,4,8:23.0,T. Chandler makes 2-pt dunk at rim (assist by T. Ulis),,99,94
373,4,8:21.0,,Washington full timeout,99,94
374,4,8:21.0,,B. Beal enters the game for T. Satoranský,99,94
375,4,8:05.0,,Personal foul by J. Jackson (drawn by B. Beal),99,94
376,4,7:57.0,,B. Beal misses 2-pt jump shot from 20 ft,99,94
377,4,7:57.0,,Offensive rebound by Team,99,94
378,4,7:57.0,Loose ball foul by J. Jackson (drawn by I. Mahinmi),,99,94
379,4,7:53.0,,J. Wall makes 2-pt dunk from 1 ft (assist by I. Mahinmi),99,96
380,4,7:24.0,T. Ulis misses 2-pt jump shot from 9 ft,,99,96
381,4,7:18.0,Offensive rebound by T. Chandler,,99,96
382,4,7:18.0,T. Chandler makes 2-pt layup at rim,,101,96
383,4,7:14.0,,Washington full timeout,101,96
384,4,7:06.0,,B. Beal makes 2-pt jump shot from 15 ft (assist by J. Meeks),101,98
385,4,6:51.0,Offensive foul by J. Jackson (drawn by J. Wall),,101,98
386,4,6:51.0,Turnover by J. Jackson (offensive foul),,101,98
387,4,6:51.0,D. Booker enters the game for J. Jackson,,101,98
388,4,6:51.0,T. Warren enters the game for T. Daniels,,101,98
389,4,6:41.0,,M. Gortat enters the game for I. Mahinmi,101,98
390,4,6:36.0,,Shooting foul by T. Chandler (drawn by B. Beal),101,98
391,4,6:36.0,,B. Beal makes free throw 1 of 2,101,99
392,4,6:36.0,,B. Beal makes free throw 2 of 2,101,100
393,4,6:21.0,T. Ulis misses 2-pt jump shot from 17 ft,,101,100
