,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
37,1,6:38.0,Defensive rebound by K. Towns,,6,8
38,1,6:22.0,N. Bjelica makes 3-pt jump shot from 22 ft (assist by K. Towns),,9,8
39,1,6:07.0,,J. Murray misses 2-pt jump shot from 14 ft,9,8
40,1,6:04.0,Defensive rebound by T. Gibson,,9,8
41,1,5:53.0,A. Wiggins misses 2-pt hook shot from 5 ft,,9,8
42,1,5:51.0,,Defensive rebound by N. Jokić,9,8
43,1,5:46.0,,W. Barton makes 3-pt jump shot from 24 ft,9,11
44,1,5:28.0,J. Teague makes 2-pt jump shot from 10 ft,,11,11
45,1,5:10.0,,N. Jokić misses 2-pt jump shot from 5 ft,11,11
46,1,5:08.0,Defensive rebound by K. Towns,,11,11
47,1,5:02.0,A. Wiggins misses 2-pt jump shot from 4 ft,,11,11
48,1,4:58.0,,Defensive rebound by P. Millsap,11,11
49,1,4:52.0,,J. Murray misses 3-pt jump shot from 22 ft,11,11
50,1,4:49.0,Defensive rebound by A. Wiggins,,11,11
51,1,4:37.0,T. Gibson misses 2-pt layup from 1 ft (block by W. Barton),,11,11
52,1,4:34.0,Offensive rebound by T. Gibson,,11,11
53,1,4:34.0,T. Gibson misses 2-pt layup from 1 ft (block by N. Jokić),,11,11
54,1,4:34.0,,Defensive rebound by W. Chandler,11,11
55,1,4:25.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by W. Barton),11,13
56,1,4:08.0,J. Teague makes 2-pt hook shot from 3 ft,,13,13
57,1,4:08.0,Shooting foul by J. Murray (drawn by J. Teague),,13,13
58,1,4:08.0,,D. Harris enters the game for N. Jokić,13,13
59,1,4:08.0,,M. Plumlee enters the game for J. Murray,13,13
60,1,4:08.0,G. Dieng enters the game for K. Towns,,13,13
61,1,4:08.0,J. Teague misses free throw 1 of 1,,13,13
62,1,4:06.0,,Defensive rebound by W. Chandler,13,13
63,1,3:52.0,,P. Millsap makes 2-pt jump shot from 7 ft,13,15
64,1,3:52.0,,Shooting foul by T. Gibson (drawn by P. Millsap),13,15
65,1,3:52.0,T. Jones enters the game for J. Teague,,13,15
66,1,3:52.0,,P. Millsap makes free throw 1 of 1,13,16
67,1,3:31.0,Personal foul by D. Harris (drawn by T. Jones),,13,16
68,1,3:21.0,T. Jones misses 3-pt jump shot from 24 ft,,13,16
69,1,3:18.0,Offensive rebound by G. Dieng,,13,16
70,1,3:16.0,N. Bjelica misses 3-pt jump shot from 22 ft,,13,16
71,1,3:10.0,Offensive rebound by T. Gibson,,13,16
72,1,3:10.0,T. Gibson makes 2-pt dunk at rim,,15,16
73,1,2:59.0,,P. Millsap misses 2-pt hook shot from 4 ft,15,16
74,1,2:57.0,Defensive rebound by N. Bjelica,,15,16
75,1,2:51.0,A. Wiggins makes 2-pt jump shot from 4 ft (assist by N. Bjelica),,17,16
76,1,2:51.0,Shooting foul by W. Barton (drawn by A. Wiggins),,17,16
77,1,2:51.0,Minnesota full timeout,,17,16
78,1,2:51.0,,N. Jokić enters the game for P. Millsap,17,16
79,1,2:51.0,,T. Craig enters the game for W. Barton,17,16
80,1,2:51.0,,J. Murray enters the game for W. Chandler,17,16
81,1,2:51.0,J. Crawford enters the game for N. Bjelica,,17,16
82,1,2:51.0,A. Wiggins misses free throw 1 of 1,,17,16
83,1,2:51.0,,Defensive rebound by T. Craig,17,16
84,1,2:37.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by D. Harris),17,19
85,1,2:13.0,G. Dieng makes 2-pt jump shot from 15 ft (assist by A. Wiggins),,19,19
86,1,1:46.0,,T. Craig misses 3-pt jump shot from 23 ft,19,19
87,1,1:44.0,Defensive rebound by G. Dieng,,19,19
88,1,1:27.0,A. Wiggins makes 3-pt jump shot from 22 ft (assist by T. Gibson),,22,19
89,1,1:14.0,,N. Jokić misses 2-pt layup from 1 ft,22,19
90,1,1:12.0,Defensive rebound by T. Gibson,,22,19
91,1,1:09.0,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),,24,19
92,1,0:51.0,,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),24,21
93,1,0:35.0,G. Dieng misses 2-pt jump shot from 8 ft,,24,21
94,1,0:33.0,,Defensive rebound by M. Plumlee,24,21
95,1,0:30.0,,D. Harris makes 3-pt jump shot from 25 ft,24,24
96,1,0:11.0,T. Gibson misses 2-pt jump shot from 21 ft,,24,24
97,1,0:08.0,,Defensive rebound by T. Craig,24,24
98,1,0:04.0,K. Towns enters the game for T. Gibson,,24,24
99,1,0:01.0,,Shooting foul by T. Jones (drawn by D. Harris),24,24
100,1,0:01.0,,D. Harris makes free throw 1 of 3,24,25
101,1,0:01.0,,D. Harris makes free throw 2 of 3,24,26
102,1,0:01.0,,D. Harris makes free throw 3 of 3,24,27
103,2,11:47.0,G. Dieng misses 3-pt jump shot from 22 ft,,24,27
104,2,11:44.0,,Defensive rebound by M. Plumlee,24,27
105,2,11:42.0,,Away from play foul by K. Towns (drawn by N. Jokić),24,27
106,2,11:35.0,,Turnover by J. Murray (bad pass; steal by T. Jones),24,27
107,2,11:22.0,Shooting foul by M. Plumlee (drawn by K. Towns),,24,27
108,2,11:22.0,K. Towns makes free throw 1 of 2,,25,27
109,2,11:22.0,K. Towns makes free throw 2 of 2,,26,27
110,2,11:08.0,,D. Harris misses 3-pt jump shot from 24 ft,26,27
111,2,11:04.0,Defensive rebound by K. Towns,,26,27
112,2,10:55.0,Personal block foul by J. Murray (drawn by T. Jones),,26,27
113,2,10:55.0,,W. Barton enters the game for J. Murray,26,27
114,2,10:46.0,K. Towns misses 2-pt hook shot from 4 ft,,26,27
115,2,10:46.0,Offensive rebound by Team,,26,27
116,2,10:46.0,,Loose ball foul by N. Jokić (drawn by G. Dieng),26,27
117,2,10:41.0,J. Crawford misses 2-pt jump shot from 18 ft,,26,27
118,2,10:39.0,Offensive rebound by K. Towns,,26,27
119,2,10:37.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by G. Dieng),,29,27
120,2,10:16.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by M. Plumlee),29,30
121,2,9:56.0,Turnover by J. Crawford (traveling),,29,30
122,2,9:46.0,,Turnover by D. Harris (bad pass; steal by G. Dieng),29,30
123,2,9:41.0,D. Rose misses 2-pt layup from 2 ft (block by T. Craig),,29,30
124,2,9:39.0,Offensive rebound by J. Crawford,,29,30
125,2,9:38.0,J. Crawford makes 2-pt jump shot from 12 ft,,31,30
126,2,9:22.0,,W. Barton misses 2-pt jump shot from 15 ft,31,30
127,2,9:22.0,,Offensive rebound by M. Plumlee,31,30
128,2,9:14.0,,N. Jokić misses 3-pt jump shot from 25 ft,31,30
129,2,9:12.0,,Offensive rebound by M. Plumlee,31,30
130,2,9:09.0,,Turnover by W. Barton (lost ball; steal by T. Jones),31,30
131,2,9:09.0,Personal take foul by D. Harris (drawn by T. Jones),,31,30
132,2,8:55.0,J. Crawford makes 2-pt jump shot from 20 ft,,33,30
133,2,8:39.0,,N. Jokić makes 2-pt hook shot from 5 ft (assist by T. Craig),33,32
134,2,8:39.0,,Shooting foul by G. Dieng (drawn by N. Jokić),33,32
135,2,8:39.0,,N. Jokić makes free throw 1 of 1,33,33
136,2,8:28.0,J. Crawford misses 3-pt jump shot from 24 ft,,33,33
137,2,8:25.0,,Defensive rebound by M. Plumlee,33,33
138,2,8:22.0,,Personal foul by T. Jones (drawn by D. Harris),33,33
139,2,8:22.0,J. Teague enters the game for T. Jones,,33,33
140,2,8:17.0,,N. Jokić misses 2-pt jump shot from 15 ft,33,33
141,2,8:14.0,Defensive rebound by J. Teague,,33,33
142,2,8:03.0,Turnover by K. Towns (bad pass; steal by T. Craig),,33,33
143,2,7:50.0,,N. Jokić misses 2-pt jump shot from 11 ft,33,33
144,2,7:48.0,Defensive rebound by K. Towns,,33,33
145,2,7:42.0,Turnover by K. Towns (bad pass; steal by N. Jokić),,33,33
146,2,7:35.0,,N. Jokić misses 2-pt layup from 2 ft,33,33
147,2,7:32.0,,Offensive rebound by W. Barton,33,33
148,2,7:26.0,,W. Barton misses 3-pt jump shot from 24 ft,33,33
149,2,7:26.0,Defensive rebound by Team,,33,33
150,2,7:26.0,,Loose ball foul by N. Jokić (drawn by K. Towns),33,33
151,2,7:26.0,K. Towns makes free throw 1 of 2,,34,33
152,2,7:26.0,,P. Millsap enters the game for N. Jokić,34,33
153,2,7:26.0,T. Gibson enters the game for G. Dieng,,34,33
154,2,7:26.0,K. Towns makes free throw 2 of 2,,35,33
155,2,7:13.0,,M. Plumlee misses 2-pt layup from 2 ft,35,33
156,2,7:10.0,Defensive rebound by J. Teague,,35,33
157,2,7:04.0,Shooting foul by W. Barton (drawn by J. Teague),,35,33
158,2,7:04.0,J. Teague makes free throw 1 of 2,,36,33
159,2,7:04.0,J. Teague makes free throw 2 of 2,,37,33
160,2,6:53.0,,Personal foul by T. Gibson (drawn by D. Harris),37,33
161,2,6:53.0,,Denver full timeout,37,33
162,2,6:53.0,,W. Chandler enters the game for T. Craig,37,33
163,2,6:43.0,,P. Millsap misses 2-pt jump shot from 8 ft,37,33
164,2,6:40.0,Defensive rebound by K. Towns,,37,33
165,2,6:29.0,K. Towns misses 2-pt jump shot from 15 ft,,37,33
166,2,6:26.0,,Defensive rebound by P. Millsap,37,33
167,2,6:17.0,,P. Millsap misses 3-pt jump shot from 24 ft,37,33
168,2,6:14.0,Defensive rebound by J. Teague,,37,33
169,2,6:10.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),,39,33
170,2,5:43.0,,P. Millsap misses 3-pt jump shot from 24 ft,39,33
171,2,5:41.0,Defensive rebound by K. Towns,,39,33
172,2,5:24.0,J. Crawford makes 2-pt jump shot from 13 ft (assist by J. Teague),,41,33
173,2,5:22.0,,Denver full timeout,41,33
174,2,5:22.0,,J. Murray enters the game for M. Plumlee,41,33
175,2,5:22.0,,N. Jokić enters the game for D. Harris,41,33
176,2,5:11.0,,W. Chandler misses 2-pt layup from 2 ft (block by J. Crawford),41,33
177,2,5:06.0,,Offensive rebound by W. Chandler,41,33
178,2,5:06.0,,W. Chandler makes 2-pt layup from 2 ft,41,35
179,2,4:48.0,K. Towns makes 2-pt dunk at rim,,43,35
180,2,4:36.0,,N. Jokić misses 3-pt jump shot from 25 ft,43,35
181,2,4:33.0,Defensive rebound by T. Gibson,,43,35
182,2,4:26.0,D. Rose misses 2-pt jump shot from 2 ft,,43,35
183,2,4:24.0,,Defensive rebound by N. Jokić,43,35
184,2,4:14.0,,W. Chandler makes 2-pt jump shot from 5 ft (assist by N. Jokić),43,37
185,2,3:59.0,D. Rose misses 2-pt hook shot from 4 ft,,43,37
186,2,3:59.0,,Defensive rebound by N. Jokić,43,37
187,2,3:40.0,,Turnover by P. Millsap (traveling),43,37
188,2,3:40.0,N. Bjelica enters the game for J. Crawford,,43,37
189,2,3:40.0,A. Wiggins enters the game for D. Rose,,43,37
190,2,3:21.0,T. Gibson misses 2-pt hook shot from 3 ft,,43,37
191,2,3:18.0,,Defensive rebound by W. Barton,43,37
192,2,3:15.0,,W. Chandler makes 2-pt jump shot from 18 ft (assist by W. Barton),43,39
193,2,3:00.0,J. Teague makes 2-pt layup from 2 ft,,45,39
194,2,2:51.0,,Shooting foul by K. Towns (drawn by P. Millsap),45,39
195,2,2:51.0,,P. Millsap makes free throw 1 of 2,45,40
196,2,2:51.0,,P. Millsap makes free throw 2 of 2,45,41
197,2,2:51.0,G. Dieng enters the game for T. Gibson,,45,41
198,2,2:38.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),,47,41
199,2,2:27.0,,J. Murray makes 2-pt jump shot from 7 ft,47,43
200,2,2:14.0,J. Teague misses 3-pt jump shot from 23 ft,,47,43
201,2,2:11.0,,Defensive rebound by N. Jokić,47,43
202,2,2:08.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),47,45
203,2,2:01.0,Minnesota full timeout,,47,45
204,2,2:01.0,T. Gibson enters the game for G. Dieng,,47,45
205,2,1:51.0,A. Wiggins misses 2-pt jump shot from 13 ft,,47,45
206,2,1:49.0,,Defensive rebound by N. Jokić,47,45
207,2,1:39.0,,W. Barton makes 2-pt dunk at rim (assist by N. Jokić),47,47
208,2,1:13.0,K. Towns makes 3-pt jump shot from 22 ft (assist by T. Gibson),,50,47
209,2,0:56.0,,J. Murray makes 2-pt jump shot from 21 ft (assist by W. Barton),50,49
210,2,0:41.0,J. Teague makes 2-pt layup from 3 ft,,52,49
211,2,0:36.0,,W. Barton misses 3-pt jump shot from 26 ft,52,49
212,2,0:31.0,,Offensive rebound by J. Murray,52,49
213,2,0:31.0,,J. Murray misses 2-pt dunk at rim,52,49
214,2,0:30.0,Defensive rebound by K. Towns,,52,49
215,2,0:29.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),,54,49
216,2,0:09.0,,W. Chandler makes 2-pt jump shot from 3 ft (assist by N. Jokić),54,51
217,3,11:41.0,K. Towns makes 2-pt hook shot from 9 ft (assist by A. Wiggins),,56,51
218,3,11:32.0,,Offensive foul by N. Jokić (drawn by K. Towns),56,51
219,3,11:32.0,,Turnover by N. Jokić (offensive foul),56,51
220,3,11:19.0,T. Gibson makes 2-pt dunk from 1 ft (assist by N. Bjelica),,58,51
221,3,10:58.0,,Personal foul by N. Bjelica (drawn by N. Jokić),58,51
222,3,10:44.0,,N. Jokić misses 2-pt layup from 1 ft,58,51
223,3,10:42.0,Defensive rebound by T. Gibson,,58,51
224,3,10:39.0,J. Teague misses 3-pt jump shot from 24 ft,,58,51
225,3,10:35.0,,Defensive rebound by W. Barton,58,51
226,3,10:32.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by W. Barton),58,54
227,3,10:13.0,T. Gibson makes 2-pt hook shot from 6 ft,,60,54
228,3,9:54.0,,W. Chandler misses 3-pt jump shot from 22 ft,60,54
229,3,9:50.0,Defensive rebound by A. Wiggins,,60,54
230,3,9:40.0,Shooting foul by W. Barton (drawn by T. Gibson),,60,54
231,3,9:40.0,T. Gibson makes free throw 1 of 2,,61,54
232,3,9:40.0,T. Gibson misses free throw 2 of 2,,61,54
233,3,9:38.0,,Defensive rebound by P. Millsap,61,54
234,3,9:21.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),61,57
235,3,9:21.0,,Shooting foul by K. Towns (drawn by J. Murray),61,57
236,3,9:21.0,,J. Murray makes free throw 1 of 1,61,58
237,3,9:03.0,T. Gibson misses 2-pt jump shot from 7 ft,,61,58
238,3,8:59.0,,Defensive rebound by N. Jokić,61,58
239,3,8:51.0,,N. Jokić misses 3-pt jump shot from 24 ft,61,58
240,3,8:48.0,Defensive rebound by K. Towns,,61,58
241,3,8:41.0,Shooting foul by J. Murray (drawn by J. Teague),,61,58
242,3,8:41.0,J. Teague makes free throw 1 of 2,,62,58
243,3,8:41.0,J. Teague misses free throw 2 of 2,,62,58
244,3,8:39.0,,Defensive rebound by N. Jokić,62,58
245,3,8:19.0,,J. Murray misses 3-pt jump shot from 24 ft,62,58
246,3,8:16.0,Defensive rebound by K. Towns,,62,58
247,3,8:10.0,J. Teague misses 3-pt jump shot from 24 ft,,62,58
248,3,8:07.0,,Defensive rebound by N. Jokić,62,58
249,3,8:01.0,Offensive charge foul by P. Millsap (drawn by K. Towns),,62,58
250,3,8:01.0,,Turnover by P. Millsap (offensive foul),62,58
251,3,7:52.0,K. Towns misses 2-pt jump shot from 16 ft,,62,58
252,3,7:49.0,Offensive rebound by N. Bjelica,,62,58
253,3,7:40.0,A. Wiggins misses 2-pt jump shot from 7 ft,,62,58
254,3,7:33.0,Offensive rebound by A. Wiggins,,62,58
255,3,7:33.0,A. Wiggins makes 2-pt layup at rim,,64,58
256,3,7:16.0,,Turnover by W. Barton (traveling),64,58
257,3,6:56.0,J. Teague makes 2-pt jump shot from 5 ft,,66,58
258,3,6:48.0,,W. Barton misses 2-pt jump shot from 8 ft,66,58
259,3,6:45.0,Defensive rebound by T. Gibson,,66,58
260,3,6:32.0,Turnover by J. Teague (bad pass; steal by W. Barton),,66,58
261,3,6:27.0,,J. Murray misses 3-pt jump shot from 24 ft,66,58
262,3,6:24.0,Defensive rebound by K. Towns,,66,58
263,3,6:16.0,N. Bjelica misses 2-pt jump shot from 7 ft,,66,58
264,3,6:15.0,Offensive rebound by Team,,66,58
265,3,6:15.0,,Denver full timeout,66,58
266,3,6:04.0,J. Teague misses 2-pt jump shot from 10 ft (block by J. Murray),,66,58
267,3,6:01.0,,Defensive rebound by P. Millsap,66,58
268,3,5:56.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Barton),66,61
269,3,5:37.0,Shooting foul by N. Jokić (drawn by T. Gibson),,66,61
270,3,5:37.0,T. Gibson makes free throw 1 of 2,,67,61
271,3,5:37.0,,M. Plumlee enters the game for N. Jokić,67,61
272,3,5:37.0,T. Gibson makes free throw 2 of 2,,68,61
273,3,5:26.0,,P. Millsap makes 2-pt jump shot from 10 ft,68,63
274,3,5:07.0,Turnover by K. Towns (traveling),,68,63
275,3,4:51.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by W. Barton),68,65
276,3,4:34.0,K. Towns makes 2-pt jump shot from 9 ft,,70,65
277,3,4:25.0,,W. Barton makes 3-pt jump shot from 24 ft,70,68
278,3,4:07.0,N. Bjelica misses 3-pt jump shot from 22 ft,,70,68
279,3,4:05.0,Offensive rebound by Team,,70,68
280,3,4:05.0,,D. Harris enters the game for J. Murray,70,68
281,3,3:54.0,A. Wiggins misses 2-pt jump shot from 18 ft (block by M. Plumlee),,70,68
282,3,3:51.0,,Defensive rebound by Team,70,68
283,3,3:43.0,,Loose ball foul by M. Plumlee (drawn by J. Teague),70,68
284,3,3:43.0,,Turnover by M. Plumlee (turnover),70,68
285,3,3:43.0,T. Jones enters the game for J. Teague,,70,68
286,3,3:43.0,G. Dieng enters the game for K. Towns,,70,68
287,3,3:29.0,T. Jones misses 3-pt jump shot from 23 ft,,70,68
288,3,3:24.0,,Defensive rebound by W. Barton,70,68
289,3,3:19.0,,W. Chandler misses 2-pt layup from 2 ft,70,68
290,3,3:15.0,Defensive rebound by T. Gibson,,70,68
291,3,3:03.0,T. Jones misses 3-pt jump shot from 24 ft,,70,68
292,3,2:59.0,,Defensive rebound by D. Harris,70,68
293,3,2:57.0,,W. Barton misses 3-pt jump shot from 24 ft,70,68
294,3,2:54.0,Defensive rebound by G. Dieng,,70,68
295,3,2:33.0,G. Dieng makes 2-pt jump shot from 22 ft (assist by A. Wiggins),,72,68
296,3,2:14.0,,P. Millsap misses 2-pt jump shot from 7 ft,72,68
297,3,2:11.0,Defensive rebound by T. Gibson,,72,68
298,3,1:54.0,A. Wiggins misses 2-pt layup from 5 ft,,72,68
299,3,1:54.0,,Defensive rebound by Team,72,68
300,3,1:54.0,Loose ball foul by A. Wiggins (drawn by P. Millsap),,72,68
301,3,1:54.0,Minnesota full timeout,,72,68
302,3,1:54.0,,T. Craig enters the game for P. Millsap,72,68
303,3,1:54.0,,T. Lyles enters the game for W. Barton,72,68
304,3,1:54.0,,J. Murray enters the game for W. Chandler,72,68
305,3,1:54.0,J. Crawford enters the game for N. Bjelica,,72,68
306,3,1:31.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Murray),72,71
307,3,1:04.0,J. Crawford misses 3-pt jump shot from 29 ft,,72,71
308,3,1:02.0,,Defensive rebound by Team,72,71
309,3,0:53.0,,D. Harris makes 3-pt jump shot from 24 ft,72,74
310,3,0:37.0,A. Wiggins misses 2-pt layup from 2 ft,,72,74
311,3,0:37.0,,Defensive rebound by Team,72,74
312,3,0:37.0,Loose ball foul by T. Gibson (drawn by M. Plumlee),,72,74
313,3,0:37.0,,M. Plumlee makes free throw 1 of 2,72,75
314,3,0:37.0,,W. Barton enters the game for J. Murray,72,75
315,3,0:37.0,D. Rose enters the game for A. Wiggins,,72,75
316,3,0:37.0,,M. Plumlee makes free throw 2 of 2,72,76
317,3,0:30.0,T. Jones misses 2-pt jump shot from 6 ft,,72,76
318,3,0:26.0,,Defensive rebound by D. Harris,72,76
319,3,0:10.0,,D. Harris makes 3-pt jump shot from 25 ft,72,79
320,3,0:00.0,J. Crawford misses 2-pt jump shot from 11 ft,,72,79
321,3,0:00.0,Offensive rebound by T. Gibson,,72,79
322,3,0:00.0,T. Gibson misses 2-pt layup at rim,,72,79
323,3,0:00.0,Offensive rebound by Team,,72,79
324,4,11:47.0,,D. Harris misses 3-pt jump shot from 25 ft,72,79
325,4,11:44.0,Defensive rebound by Team,,72,79
326,4,11:32.0,K. Towns makes 2-pt jump shot from 15 ft (assist by N. Bjelica),,74,79
327,4,11:20.0,,D. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),74,81
328,4,11:05.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,77,81
329,4,10:50.0,,J. Murray misses 2-pt layup from 2 ft,77,81
330,4,10:47.0,Defensive rebound by K. Towns,,77,81
331,4,10:44.0,D. Rose makes 2-pt layup at rim (assist by T. Jones),,79,81
332,4,10:44.0,,Denver full timeout,79,81
333,4,10:44.0,J. Teague enters the game for T. Jones,,79,81
334,4,10:30.0,,D. Harris misses 3-pt jump shot from 24 ft,79,81
335,4,10:29.0,,Offensive rebound by Team,79,81
336,4,10:29.0,Loose ball foul by K. Towns (drawn by M. Plumlee),,79,81
337,4,10:20.0,,D. Harris misses 2-pt jump shot from 11 ft,79,81
338,4,10:18.0,,Offensive rebound by M. Plumlee,79,81
339,4,10:11.0,,M. Plumlee makes 2-pt hook shot from 6 ft,79,83
340,4,9:45.0,J. Crawford misses 2-pt jump shot from 20 ft,,79,83
341,4,9:41.0,,Defensive rebound by M. Plumlee,79,83
342,4,9:33.0,,Personal foul by N. Bjelica (drawn by T. Lyles),79,83
343,4,9:33.0,,W. Barton enters the game for T. Lyles,79,83
344,4,9:33.0,,N. Jokić enters the game for J. Murray,79,83
345,4,9:19.0,,D. Harris misses 3-pt jump shot from 26 ft,79,83
346,4,9:19.0,,Offensive rebound by Team,79,83
347,4,9:19.0,,Turnover by Team (shot clock),79,83
348,4,9:02.0,J. Teague makes 2-pt layup from 1 ft,,81,83
349,4,8:44.0,,M. Plumlee misses 2-pt hook shot from 5 ft,81,83
350,4,8:42.0,Defensive rebound by N. Bjelica,,81,83
351,4,8:29.0,K. Towns misses 3-pt jump shot from 24 ft,,81,83
352,4,8:25.0,,Defensive rebound by N. Jokić,81,83
353,4,8:14.0,,N. Jokić makes 2-pt hook shot from 3 ft,81,85
354,4,7:55.0,N. Bjelica misses 3-pt jump shot from 27 ft,,81,85
355,4,7:53.0,,Defensive rebound by D. Harris,81,85
356,4,7:49.0,,Turnover by D. Harris (bad pass; steal by N. Bjelica),81,85
357,4,7:28.0,D. Rose makes 2-pt jump shot from 7 ft (assist by K. Towns),,83,85
358,4,7:02.0,,T. Craig misses 3-pt jump shot from 24 ft,83,85
359,4,6:58.0,Defensive rebound by K. Towns,,83,85
360,4,6:48.0,Turnover by D. Rose (traveling),,83,85
361,4,6:48.0,,W. Chandler enters the game for T. Craig,83,85
362,4,6:48.0,,P. Millsap enters the game for M. Plumlee,83,85
363,4,6:48.0,,J. Murray enters the game for D. Harris,83,85
364,4,6:30.0,,W. Chandler misses 3-pt jump shot from 22 ft,83,85
365,4,6:25.0,,Offensive rebound by J. Murray,83,85
366,4,6:23.0,,P. Millsap misses 2-pt layup from 2 ft,83,85
367,4,6:22.0,,Offensive rebound by W. Chandler,83,85
368,4,6:22.0,,W. Chandler misses 2-pt layup at rim,83,85
369,4,6:22.0,,Offensive rebound by P. Millsap,83,85
370,4,6:22.0,,Shooting foul by K. Towns (drawn by P. Millsap),83,85
371,4,6:22.0,,P. Millsap misses free throw 1 of 2,83,85
372,4,6:22.0,,Offensive rebound by Team,83,85
373,4,6:22.0,G. Dieng enters the game for D. Rose,,83,85
374,4,6:22.0,T. Gibson enters the game for K. Towns,,83,85
375,4,6:22.0,,P. Millsap misses free throw 2 of 2,83,85
376,4,6:20.0,Defensive rebound by N. Bjelica,,83,85
377,4,6:01.0,J. Teague misses 2-pt jump shot from 21 ft,,83,85
378,4,5:56.0,,Defensive rebound by P. Millsap,83,85
379,4,5:49.0,,J. Murray misses 2-pt jump shot from 14 ft,83,85
380,4,5:46.0,,Offensive rebound by N. Jokić,83,85
381,4,5:46.0,,Shooting foul by G. Dieng (drawn by N. Jokić),83,85
382,4,5:46.0,,N. Jokić makes free throw 1 of 2,83,86
383,4,5:46.0,A. Wiggins enters the game for J. Crawford,,83,86
384,4,5:46.0,K. Towns enters the game for G. Dieng,,83,86
385,4,5:46.0,,N. Jokić makes free throw 2 of 2,83,87
386,4,5:29.0,T. Gibson misses 2-pt hook shot from 3 ft (block by W. Chandler),,83,87
387,4,5:27.0,,Defensive rebound by N. Jokić,83,87
388,4,5:22.0,,P. Millsap misses 3-pt jump shot from 23 ft,83,87
389,4,5:19.0,Defensive rebound by A. Wiggins,,83,87
