,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
372,4,5:02.0,J. Jones misses 2-pt layup from 2 ft (block by S. Dinwiddie),,99,104
373,4,5:02.0,,Defensive rebound by Team,99,104
374,4,5:02.0,,Brooklyn full timeout,99,104
375,4,5:02.0,,D. Carroll enters the game for J. Harris,99,104
376,4,4:43.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,99,106
377,4,4:43.0,,Shooting foul by D. Powell (drawn by R. Hollis-Jefferson),99,106
378,4,4:43.0,,R. Hollis-Jefferson makes free throw 1 of 1,99,107
379,4,4:28.0,Turnover by Y. Ferrell (bad pass; steal by J. Allen),,99,107
380,4,4:04.0,,J. Allen misses 2-pt jump shot from 17 ft,99,107
381,4,4:01.0,Defensive rebound by D. Powell,,99,107
382,4,3:58.0,Turnover by D. Powell (traveling),,99,107
383,4,3:44.0,,Personal foul by J. Jones (drawn by D. Russell),99,107
384,4,3:44.0,M. Kleber enters the game for D. Powell,,99,107
385,4,3:44.0,J. Motley enters the game for D. Nowitzki,,99,107
386,4,3:39.0,,D. Russell makes 2-pt jump shot from 15 ft,99,109
387,4,3:24.0,Turnover by J. Motley (lost ball; steal by S. Dinwiddie),,99,109
388,4,3:04.0,,D. Russell misses 3-pt jump shot from 27 ft,99,109
389,4,3:01.0,,Offensive rebound by D. Carroll,99,109
390,4,2:40.0,,Turnover by D. Russell (bad pass; steal by J. Jones),99,109
391,4,2:35.0,J. Jones misses 2-pt layup from 1 ft,,99,109
392,4,2:31.0,Offensive rebound by Y. Ferrell,,99,109
393,4,2:29.0,Y. Ferrell makes 2-pt layup from 1 ft,,101,109
394,4,2:14.0,,Personal foul by Y. Ferrell (drawn by J. Allen),101,109
395,4,2:14.0,,J. Allen makes free throw 1 of 2,101,110
396,4,2:14.0,,C. LeVert enters the game for D. Russell,101,110
397,4,2:14.0,,J. Allen misses free throw 2 of 2,101,110
398,4,2:10.0,Defensive rebound by Y. Ferrell,,101,110
399,4,2:03.0,Y. Ferrell makes 3-pt jump shot from 24 ft,,104,110
400,4,1:41.0,Offensive charge foul by R. Hollis-Jefferson (drawn by J. Jones),,104,110
401,4,1:41.0,,Turnover by R. Hollis-Jefferson (offensive foul),104,110
402,4,1:35.0,Y. Ferrell misses 2-pt jump shot from 12 ft,,104,110
403,4,1:31.0,,Defensive rebound by R. Hollis-Jefferson,104,110
404,4,1:08.0,,D. Carroll misses 2-pt jump shot from 22 ft,104,110
405,4,1:06.0,Defensive rebound by M. Kleber,,104,110
406,4,1:01.0,J. Jones misses 2-pt layup at rim,,104,110
407,4,1:00.0,Offensive rebound by J. Jones,,104,110
408,4,1:00.0,J. Jones misses 2-pt layup at rim,,104,110
409,4,1:00.0,,Defensive rebound by Team,104,110
410,4,0:37.0,,S. Dinwiddie makes 2-pt jump shot from 18 ft,104,112
411,4,0:37.0,Dallas full timeout,,104,112
412,4,0:37.0,D. Powell enters the game for J. Motley,,104,112
413,4,0:26.0,D. McDermott makes 2-pt layup from 1 ft (assist by Y. Ferrell),,106,112
414,4,0:25.0,,Personal take foul by D. Powell (drawn by R. Hollis-Jefferson),106,112
415,4,0:25.0,,R. Hollis-Jefferson makes free throw 1 of 2,106,113
416,4,0:25.0,,R. Hollis-Jefferson makes free throw 2 of 2,106,114
417,4,0:22.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,106,114
418,4,0:19.0,,Defensive rebound by D. Carroll,106,114
