,QUARTER,TIME_REMAINING,INDIANA_ACTION,SACRAMENTO_ACTION,INDIANA_SCORE,SACRAMENTO_SCORE
26,1,7:32.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by W. Cauley-Stein),11,17
27,1,7:19.0,D. Collison misses 2-pt jump shot from 23 ft,,11,17
28,1,7:16.0,,Defensive rebound by B. Hield,11,17
29,1,7:10.0,,Turnover by B. Hield (lost ball; steal by D. Collison),11,17
30,1,7:06.0,D. Collison misses 2-pt layup from 1 ft,,11,17
31,1,7:04.0,Offensive rebound by V. Oladipo,,11,17
32,1,7:02.0,V. Oladipo makes 2-pt layup from 1 ft,,13,17
33,1,6:50.0,,Turnover by S. Labissière (bad pass; steal by V. Oladipo),13,17
34,1,6:45.0,V. Oladipo makes 2-pt layup from 2 ft,,15,17
35,1,6:19.0,,B. Hield misses 2-pt jump shot from 15 ft,15,17
36,1,6:17.0,Defensive rebound by M. Turner,,15,17
37,1,6:08.0,M. Turner makes 3-pt jump shot from 25 ft (assist by D. Collison),,18,17
38,1,5:48.0,,J. Jackson misses 2-pt jump shot from 18 ft,18,17
39,1,5:43.0,Defensive rebound by D. Collison,,18,17
40,1,5:38.0,D. Collison makes 2-pt layup from 2 ft,,20,17
41,1,5:31.0,,Sacramento full timeout,20,17
42,1,5:31.0,,B. Bogdanović enters the game for J. Jackson,20,17
43,1,5:15.0,,D. Fox misses 3-pt jump shot from 25 ft,20,17
44,1,5:11.0,Defensive rebound by T. Young,,20,17
45,1,4:55.0,Turnover by T. Young (out of bounds lost ball),,20,17
46,1,4:31.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),20,19
47,1,4:18.0,B. Bogdanović misses 2-pt layup from 2 ft,,20,19
48,1,4:18.0,,Defensive rebound by W. Cauley-Stein,20,19
49,1,4:18.0,C. Joseph enters the game for T. Young,,20,19
50,1,4:18.0,D. Sabonis enters the game for B. Bogdanović,,20,19
51,1,4:17.0,,Shooting foul by C. Joseph (drawn by B. Bogdanović),20,19
52,1,4:17.0,,B. Bogdanović makes free throw 1 of 2,20,20
53,1,4:17.0,,B. Bogdanović misses free throw 2 of 2,20,20
54,1,4:15.0,,Offensive rebound by W. Cauley-Stein,20,20
55,1,4:07.0,,B. Hield misses 3-pt jump shot from 24 ft,20,20
56,1,4:04.0,Defensive rebound by M. Turner,,20,20
57,1,3:50.0,D. Sabonis misses 2-pt hook shot from 4 ft,,20,20
58,1,3:48.0,,Defensive rebound by B. Hield,20,20
59,1,3:45.0,,K. Koufos enters the game for W. Cauley-Stein,20,20
60,1,3:34.0,,S. Labissière misses 2-pt layup from 2 ft (block by M. Turner),20,20
61,1,3:30.0,Defensive rebound by V. Oladipo,,20,20
62,1,3:25.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,23,20
63,1,3:10.0,,Turnover by B. Bogdanović (bad pass; steal by M. Turner),23,20
64,1,3:10.0,Personal foul by K. Koufos (drawn by M. Turner),,23,20
65,1,3:10.0,G. Robinson enters the game for D. Collison,,23,20
66,1,3:04.0,Personal foul by B. Hield (drawn by G. Robinson),,23,20
67,1,2:59.0,C. Joseph misses 3-pt jump shot from 25 ft,,23,20
68,1,2:57.0,,Defensive rebound by Team,23,20
69,1,2:57.0,Loose ball foul by G. Robinson (drawn by K. Koufos),,23,20
70,1,2:43.0,,K. Koufos makes 2-pt jump shot from 10 ft (assist by B. Hield),23,22
71,1,2:43.0,,Shooting foul by D. Sabonis (drawn by K. Koufos),23,22
72,1,2:43.0,,F. Mason enters the game for D. Fox,23,22
73,1,2:43.0,,K. Koufos misses free throw 1 of 1,23,22
74,1,2:43.0,Defensive rebound by M. Turner,,23,22
75,1,2:27.0,D. Sabonis misses 2-pt hook shot from 7 ft,,23,22
76,1,2:24.0,,Defensive rebound by S. Labissière,23,22
77,1,2:14.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,23,25
78,1,1:56.0,D. Sabonis makes 2-pt layup from 2 ft (assist by M. Turner),,25,25
79,1,1:34.0,,S. Labissière misses 2-pt jump shot from 15 ft,25,25
80,1,1:32.0,,Offensive rebound by B. Hield,25,25
81,1,1:29.0,,Turnover by B. Hield (traveling),25,25
82,1,1:29.0,,V. Carter enters the game for S. Labissière,25,25
83,1,1:29.0,L. Stephenson enters the game for V. Oladipo,,25,25
84,1,1:29.0,T. Leaf enters the game for M. Turner,,25,25
85,1,1:07.0,C. Joseph misses 3-pt jump shot from 25 ft,,25,25
86,1,1:02.0,,Defensive rebound by F. Mason,25,25
87,1,0:56.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),25,28
88,1,0:38.0,Turnover by L. Stephenson (traveling),,25,28
89,1,0:31.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,25,28
90,1,0:26.0,Defensive rebound by T. Leaf,,25,28
91,1,0:16.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. Sabonis),,28,28
92,1,0:00.0,,B. Hield misses 3-pt jump shot from 23 ft,28,28
93,1,0:00.0,Defensive rebound by D. Sabonis,,28,28
94,2,11:48.0,L. Stephenson misses 2-pt jump shot from 18 ft,,28,28
95,2,11:46.0,,Defensive rebound by Team,28,28
96,2,11:29.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by K. Koufos),28,31
97,2,11:12.0,L. Stephenson misses 2-pt jump shot from 21 ft,,28,31
98,2,11:11.0,,Defensive rebound by Team,28,31
99,2,10:51.0,,J. Jackson makes 2-pt jump shot from 5 ft,28,33
100,2,10:32.0,L. Stephenson makes 3-pt jump shot from 25 ft (assist by C. Joseph),,31,33
101,2,10:11.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by J. Jackson),31,36
102,2,9:56.0,L. Stephenson misses 3-pt jump shot from 25 ft,,31,36
103,2,9:53.0,,Defensive rebound by B. Bogdanović,31,36
104,2,9:49.0,,V. Carter misses 3-pt jump shot from 27 ft,31,36
105,2,9:45.0,,Offensive rebound by K. Koufos,31,36
106,2,9:28.0,,Shooting foul by L. Stephenson (drawn by K. Koufos),31,36
107,2,9:28.0,,K. Koufos makes free throw 1 of 2,31,37
108,2,9:28.0,B. Bogdanović enters the game for T. Leaf,,31,37
109,2,9:28.0,,K. Koufos misses free throw 2 of 2,31,37
110,2,9:26.0,Defensive rebound by D. Sabonis,,31,37
111,2,9:04.0,C. Joseph misses 3-pt jump shot from 25 ft,,31,37
112,2,9:01.0,Offensive rebound by L. Stephenson,,31,37
113,2,8:46.0,Personal foul by J. Jackson (drawn by G. Robinson),,31,37
114,2,8:38.0,D. Sabonis makes 2-pt jump shot from 21 ft (assist by C. Joseph),,33,37
115,2,8:26.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,33,37
116,2,8:24.0,Defensive rebound by D. Sabonis,,33,37
117,2,8:17.0,Personal foul by V. Carter (drawn by D. Sabonis),,33,37
118,2,8:17.0,T. Young enters the game for G. Robinson,,33,37
119,2,8:01.0,L. Stephenson makes 2-pt jump shot from 15 ft,,35,37
120,2,7:40.0,,F. Mason makes 3-pt jump shot from 24 ft (assist by V. Carter),35,40
121,2,7:29.0,Turnover by L. Stephenson (bad pass; steal by J. Jackson),,35,40
122,2,7:24.0,,B. Bogdanović makes 2-pt layup from 2 ft,35,42
123,2,7:14.0,Indiana full timeout,,35,42
124,2,7:14.0,V. Oladipo enters the game for L. Stephenson,,35,42
125,2,7:14.0,D. Collison enters the game for C. Joseph,,35,42
126,2,7:14.0,M. Turner enters the game for D. Sabonis,,35,42
127,2,6:52.0,Shooting foul by J. Jackson (drawn by B. Bogdanović),,35,42
128,2,6:52.0,B. Bogdanović makes free throw 1 of 3,,36,42
129,2,6:52.0,B. Bogdanović makes free throw 2 of 3,,37,42
130,2,6:52.0,B. Bogdanović makes free throw 3 of 3,,38,42
131,2,6:31.0,,F. Mason misses 3-pt jump shot from 22 ft,38,42
132,2,6:28.0,Defensive rebound by T. Young,,38,42
133,2,6:20.0,T. Young makes 2-pt jump shot from 2 ft (assist by D. Collison),,40,42
134,2,6:09.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,40,44
135,2,5:57.0,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by M. Turner),,42,44
136,2,5:57.0,Shooting foul by K. Koufos (drawn by B. Bogdanović),,42,44
137,2,5:57.0,,W. Cauley-Stein enters the game for J. Jackson,42,44
138,2,5:57.0,,B. Hield enters the game for K. Koufos,42,44
139,2,5:57.0,B. Bogdanović makes free throw 1 of 1,,43,44
140,2,5:39.0,,W. Cauley-Stein misses 2-pt layup from 5 ft (block by M. Turner),43,44
141,2,5:35.0,Defensive rebound by V. Oladipo,,43,44
142,2,5:27.0,D. Collison misses 2-pt layup from 1 ft,,43,44
143,2,5:22.0,,Defensive rebound by B. Hield,43,44
144,2,5:14.0,,F. Mason misses 2-pt layup from 5 ft,43,44
145,2,5:11.0,Defensive rebound by D. Collison,,43,44
146,2,5:07.0,D. Collison misses 2-pt jump shot from 16 ft,,43,44
147,2,5:07.0,,Defensive rebound by W. Cauley-Stein,43,44
148,2,5:00.0,,Sacramento full timeout,43,44
149,2,5:00.0,,S. Labissière enters the game for F. Mason,43,44
150,2,5:00.0,,D. Fox enters the game for V. Carter,43,44
151,2,4:41.0,,D. Fox misses 3-pt jump shot from 24 ft,43,44
152,2,4:36.0,Defensive rebound by T. Young,,43,44
153,2,4:31.0,V. Oladipo makes 2-pt layup from 1 ft,,45,44
154,2,4:18.0,,W. Cauley-Stein makes 2-pt hook shot from 1 ft (assist by D. Fox),45,46
155,2,3:58.0,T. Young makes 2-pt layup from 3 ft (assist by V. Oladipo),,47,46
156,2,3:38.0,,B. Bogdanović makes 2-pt jump shot from 1 ft,47,48
157,2,3:28.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Collison),,50,48
158,2,3:16.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),50,50
159,2,2:54.0,T. Young makes 2-pt dunk from 2 ft (assist by M. Turner),,52,50
160,2,2:36.0,,Turnover by B. Hield (lost ball; steal by T. Young),52,50
161,2,2:31.0,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),,54,50
162,2,2:31.0,Shooting foul by S. Labissière (drawn by T. Young),,54,50
163,2,2:31.0,T. Young makes free throw 1 of 1,,55,50
164,2,2:28.0,,Personal foul by D. Collison (drawn by D. Fox),55,50
165,2,2:28.0,D. Sabonis enters the game for T. Young,,55,50
166,2,2:10.0,,Turnover by B. Bogdanović (bad pass),55,50
167,2,2:03.0,Shooting foul by B. Bogdanović (drawn by M. Turner),,55,50
168,2,2:03.0,M. Turner makes free throw 1 of 2,,56,50
169,2,2:03.0,M. Turner makes free throw 2 of 2,,57,50
170,2,1:43.0,,B. Hield misses 3-pt jump shot from 24 ft,57,50
171,2,1:40.0,Defensive rebound by D. Sabonis,,57,50
172,2,1:33.0,Offensive foul by D. Sabonis (drawn by D. Fox),,57,50
173,2,1:33.0,Turnover by D. Sabonis (offensive foul),,57,50
174,2,1:33.0,T. Young enters the game for D. Sabonis,,57,50
175,2,1:17.0,,Turnover by D. Fox (bad pass; steal by D. Collison),57,50
176,2,1:14.0,D. Collison makes 2-pt layup from 1 ft,,59,50
177,2,1:08.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Hield),59,52
178,2,0:54.0,M. Turner misses 2-pt jump shot from 20 ft,,59,52
179,2,0:54.0,,Defensive rebound by D. Fox,59,52
180,2,0:48.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by B. Hield),59,54
181,2,0:29.0,B. Bogdanović misses 2-pt layup from 1 ft (block by W. Cauley-Stein),,59,54
182,2,0:27.0,,Defensive rebound by D. Fox,59,54
183,2,0:27.0,,Personal foul by D. Collison (drawn by D. Fox),59,54
184,2,0:27.0,C. Joseph enters the game for D. Collison,,59,54
185,2,0:06.0,,W. Cauley-Stein makes 2-pt jump shot from 18 ft (assist by S. Labissière),59,56
186,2,0:01.0,B. Bogdanović makes 2-pt layup from 3 ft,,61,56
187,2,0:01.0,,Violation by S. Labissière (def goaltending),61,56
188,2,0:00.0,,B. Bogdanović misses 3-pt jump shot from 49 ft,61,56
189,2,0:00.0,,Offensive rebound by Team,61,56
190,3,11:39.0,M. Turner misses 2-pt jump shot from 8 ft,,61,56
191,3,11:35.0,,Defensive rebound by S. Labissière,61,56
192,3,11:20.0,Offensive charge foul by S. Labissière (drawn by T. Young),,61,56
193,3,11:20.0,,Turnover by S. Labissière (offensive foul),61,56
194,3,10:56.0,Turnover by D. Collison (turnover),,61,56
195,3,10:49.0,,Personal foul by V. Oladipo (drawn by B. Bogdanović),61,56
196,3,10:39.0,,D. Fox makes 2-pt jump shot from 16 ft,61,58
197,3,10:23.0,Offensive foul by V. Oladipo (drawn by B. Bogdanović),,61,58
198,3,10:23.0,Turnover by V. Oladipo (offensive foul),,61,58
199,3,10:12.0,,D. Fox makes 2-pt jump shot from 6 ft,61,60
200,3,9:55.0,D. Collison makes 2-pt jump shot from 14 ft (assist by T. Young),,63,60
201,3,9:44.0,,Turnover by S. Labissière (lost ball; steal by D. Collison),63,60
202,3,9:36.0,M. Turner misses 3-pt jump shot from 26 ft,,63,60
203,3,9:32.0,,Defensive rebound by B. Bogdanović,63,60
204,3,9:29.0,,J. Jackson misses 3-pt jump shot from 26 ft,63,60
205,3,9:26.0,Defensive rebound by T. Young,,63,60
206,3,9:26.0,Personal foul by D. Fox (drawn by V. Oladipo),,63,60
207,3,9:10.0,T. Young makes 2-pt layup from 3 ft (assist by D. Collison),,65,60
208,3,8:50.0,,Turnover by W. Cauley-Stein (bad pass; steal by V. Oladipo),65,60
209,3,8:45.0,Turnover by D. Collison (out of bounds lost ball),,65,60
210,3,8:32.0,,S. Labissière misses 2-pt jump shot from 14 ft,65,60
211,3,8:30.0,,Offensive rebound by W. Cauley-Stein,65,60
212,3,8:25.0,,S. Labissière misses 2-pt jump shot from 9 ft,65,60
213,3,8:20.0,Defensive rebound by T. Young,,65,60
214,3,8:12.0,T. Young misses 2-pt hook shot from 6 ft,,65,60
215,3,8:09.0,,Defensive rebound by W. Cauley-Stein,65,60
216,3,7:58.0,,D. Fox misses 2-pt jump shot from 20 ft,65,60
217,3,7:54.0,Defensive rebound by V. Oladipo,,65,60
218,3,7:34.0,V. Oladipo misses 3-pt jump shot from 22 ft,,65,60
219,3,7:30.0,,Defensive rebound by W. Cauley-Stein,65,60
220,3,7:08.0,,B. Bogdanović misses 2-pt jump shot from 22 ft,65,60
221,3,7:06.0,,Offensive rebound by S. Labissière,65,60
222,3,7:01.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by S. Labissière),65,63
223,3,6:55.0,Personal foul by B. Bogdanović (drawn by V. Oladipo),,65,63
224,3,6:55.0,,Sacramento full timeout,65,63
225,3,6:55.0,,V. Carter enters the game for S. Labissière,65,63
226,3,6:43.0,V. Oladipo misses 3-pt jump shot from 23 ft,,65,63
227,3,6:39.0,,Defensive rebound by V. Carter,65,63
228,3,6:21.0,,Offensive foul by W. Cauley-Stein (drawn by T. Young),65,63
229,3,6:21.0,,Turnover by W. Cauley-Stein (offensive foul),65,63
230,3,6:01.0,T. Young makes 2-pt layup from 2 ft (assist by M. Turner),,67,63
231,3,5:50.0,,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by D. Fox),67,65
232,3,5:34.0,T. Young misses 2-pt layup from 4 ft (block by V. Carter),,67,65
233,3,5:33.0,,Defensive rebound by Team,67,65
234,3,5:33.0,,B. Hield enters the game for J. Jackson,67,65
235,3,5:18.0,,B. Hield misses 2-pt layup from 2 ft,67,65
236,3,5:14.0,Defensive rebound by D. Collison,,67,65
237,3,5:13.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),,70,65
238,3,5:13.0,Shooting foul by V. Carter (drawn by B. Bogdanović),,70,65
239,3,5:13.0,B. Bogdanović makes free throw 1 of 1,,71,65
240,3,4:54.0,,Turnover by B. Hield (bad pass),71,65
241,3,4:32.0,Turnover by B. Bogdanović (bad pass; steal by D. Fox),,71,65
242,3,4:28.0,,D. Fox makes 2-pt layup from 1 ft,71,67
243,3,4:14.0,Shooting foul by V. Carter (drawn by D. Collison),,71,67
244,3,4:14.0,D. Collison makes free throw 1 of 2,,72,67
245,3,4:14.0,,K. Koufos enters the game for W. Cauley-Stein,72,67
246,3,4:14.0,C. Joseph enters the game for B. Bogdanović,,72,67
247,3,4:14.0,D. Collison makes free throw 2 of 2,,73,67
248,3,4:04.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),73,70
249,3,3:42.0,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Collison),,75,70
250,3,3:22.0,,Personal foul by D. Collison (drawn by B. Bogdanović),75,70
251,3,3:17.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by K. Koufos),75,73
252,3,3:00.0,V. Oladipo misses 3-pt jump shot from 24 ft,,75,73
253,3,2:58.0,Offensive rebound by T. Young,,75,73
254,3,2:58.0,T. Young misses 2-pt layup at rim,,75,73
255,3,2:58.0,Offensive rebound by Team,,75,73
256,3,2:58.0,Indiana full timeout,,75,73
257,3,2:58.0,,F. Mason enters the game for D. Fox,75,73
258,3,2:58.0,G. Robinson enters the game for D. Collison,,75,73
259,3,2:58.0,D. Sabonis enters the game for M. Turner,,75,73
260,3,2:44.0,T. Young makes 2-pt layup from 3 ft (assist by D. Sabonis),,77,73
261,3,2:22.0,,K. Koufos misses 2-pt hook shot from 8 ft,77,73
262,3,2:20.0,Defensive rebound by D. Sabonis,,77,73
263,3,2:12.0,C. Joseph misses 2-pt jump shot from 21 ft,,77,73
264,3,2:08.0,Offensive rebound by D. Sabonis,,77,73
265,3,2:06.0,G. Robinson misses 3-pt jump shot from 23 ft,,77,73
266,3,2:06.0,Offensive rebound by C. Joseph,,77,73
267,3,2:00.0,T. Young misses 2-pt layup from 5 ft,,77,73
268,3,2:00.0,,Defensive rebound by Team,77,73
269,3,1:51.0,,Personal foul by T. Young (drawn by K. Koufos),77,73
270,3,1:51.0,L. Stephenson enters the game for V. Oladipo,,77,73
271,3,1:41.0,,V. Carter misses 3-pt jump shot from 22 ft,77,73
272,3,1:38.0,,Offensive rebound by Team,77,73
273,3,1:18.0,,B. Hield makes 2-pt jump shot from 19 ft,77,75
274,3,0:55.0,T. Young misses 2-pt hook shot from 10 ft,,77,75
275,3,0:53.0,,Defensive rebound by K. Koufos,77,75
276,3,0:40.0,,F. Mason misses 2-pt layup from 3 ft,77,75
277,3,0:38.0,Defensive rebound by C. Joseph,,77,75
278,3,0:34.0,G. Robinson misses 2-pt jump shot from 7 ft,,77,75
279,3,0:32.0,,Defensive rebound by B. Bogdanović,77,75
280,3,0:26.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by B. Bogdanović),77,77
281,3,0:07.0,C. Joseph makes 2-pt jump shot from 10 ft,,79,77
282,3,0:00.0,,F. Mason makes 2-pt jump shot from 22 ft,79,79
283,4,11:45.0,,K. Koufos misses 2-pt hook shot from 3 ft,79,79
284,4,11:42.0,Defensive rebound by C. Joseph,,79,79
285,4,11:32.0,L. Stephenson makes 2-pt jump shot from 14 ft,,81,79
286,4,11:06.0,,V. Carter misses 3-pt jump shot from 25 ft,81,79
287,4,11:01.0,Defensive rebound by D. Sabonis,,81,79
288,4,10:51.0,D. Sabonis makes 2-pt layup at rim,,83,79
289,4,10:40.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by F. Mason),83,81
290,4,10:34.0,Personal block foul by K. Koufos (drawn by C. Joseph),,83,81
291,4,10:34.0,,J. Sampson enters the game for B. Bogdanović,83,81
292,4,10:17.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,83,81
293,4,10:12.0,,Defensive rebound by K. Koufos,83,81
294,4,10:04.0,,F. Mason makes 2-pt jump shot from 7 ft,83,83
295,4,9:54.0,Personal foul by F. Mason (drawn by C. Joseph),,83,83
296,4,9:48.0,C. Joseph makes 2-pt jump shot from 10 ft,,85,83
297,4,9:27.0,,F. Mason misses 2-pt layup from 1 ft,85,83
298,4,9:25.0,,Offensive rebound by Team,85,83
299,4,9:25.0,,Turnover by F. Mason (traveling),85,83
300,4,9:15.0,L. Stephenson misses 3-pt jump shot from 24 ft,,85,83
301,4,9:10.0,,Defensive rebound by K. Koufos,85,83
302,4,9:03.0,,Turnover by B. Hield (step out of bounds),85,83
303,4,8:50.0,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by C. Joseph),,87,83
304,4,8:50.0,,Sacramento full timeout,87,83
305,4,8:36.0,,Turnover by V. Carter (bad pass; steal by G. Robinson),87,83
306,4,8:31.0,G. Robinson misses 2-pt layup from 3 ft,,87,83
307,4,8:29.0,Offensive rebound by G. Robinson,,87,83
308,4,8:14.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,87,83
309,4,8:11.0,Offensive rebound by G. Robinson,,87,83
310,4,7:52.0,G. Robinson misses 2-pt layup from 3 ft,,87,83
311,4,7:51.0,,Defensive rebound by V. Carter,87,83
312,4,7:51.0,,Sacramento full timeout,87,83
313,4,7:51.0,,B. Bogdanović enters the game for B. Hield,87,83
314,4,7:51.0,,J. Jackson enters the game for J. Sampson,87,83
315,4,7:51.0,V. Oladipo enters the game for G. Robinson,,87,83
316,4,7:35.0,,F. Mason makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),87,86
317,4,7:16.0,V. Oladipo misses 3-pt jump shot from 22 ft,,87,86
318,4,7:14.0,,Defensive rebound by V. Carter,87,86
319,4,6:55.0,,V. Carter misses 3-pt jump shot from 22 ft,87,86
320,4,6:53.0,,Offensive rebound by Team,87,86
321,4,6:53.0,T. Young enters the game for B. Bogdanović,,87,86
322,4,6:46.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,87,86
323,4,6:43.0,Defensive rebound by D. Sabonis,,87,86
324,4,6:35.0,V. Oladipo makes 2-pt layup from 2 ft,,89,86
325,4,6:35.0,Shooting foul by K. Koufos (drawn by V. Oladipo),,89,86
326,4,6:35.0,V. Oladipo makes free throw 1 of 1,,90,86
327,4,6:21.0,,F. Mason makes 2-pt layup from 2 ft (assist by V. Carter),90,88
328,4,6:04.0,V. Oladipo makes 2-pt layup from 1 ft,,92,88
329,4,5:48.0,,V. Carter makes 2-pt layup from 1 ft (assist by F. Mason),92,90
330,4,5:48.0,,Shooting foul by C. Joseph (drawn by V. Carter),92,90
331,4,5:48.0,,V. Carter makes free throw 1 of 1,92,91
332,4,5:48.0,Indiana full timeout,,92,91
333,4,5:48.0,,S. Labissière enters the game for V. Carter,92,91
334,4,5:48.0,B. Bogdanović enters the game for L. Stephenson,,92,91
335,4,5:48.0,D. Collison enters the game for C. Joseph,,92,91
336,4,5:23.0,D. Collison misses 3-pt jump shot from 24 ft,,92,91
337,4,5:21.0,,Defensive rebound by J. Jackson,92,91
338,4,4:59.0,,J. Jackson misses 2-pt jump shot from 18 ft,92,91
339,4,4:53.0,,Offensive rebound by F. Mason,92,91
340,4,4:50.0,,F. Mason misses 3-pt jump shot from 24 ft,92,91
341,4,4:44.0,Defensive rebound by T. Young,,92,91
342,4,4:40.0,V. Oladipo makes 2-pt layup at rim,,94,91
343,4,4:40.0,Shooting foul by S. Labissière (drawn by V. Oladipo),,94,91
344,4,4:40.0,,W. Cauley-Stein enters the game for F. Mason,94,91
345,4,4:40.0,,D. Fox enters the game for K. Koufos,94,91
346,4,4:40.0,V. Oladipo makes free throw 1 of 1,,95,91
347,4,4:17.0,,D. Fox misses 3-pt jump shot from 22 ft (block by D. Collison),95,91
348,4,4:16.0,,Offensive rebound by Team,95,91
349,4,4:16.0,Loose ball foul by D. Sabonis (drawn by D. Fox),,95,91
350,4,4:16.0,,B. Hield enters the game for J. Jackson,95,91
351,4,4:10.0,,Turnover by B. Bogdanović (traveling),95,91
352,4,3:56.0,V. Oladipo misses 3-pt jump shot from 25 ft,,95,91
353,4,3:55.0,Offensive rebound by Team,,95,91
354,4,3:34.0,D. Sabonis makes 2-pt jump shot from 21 ft (assist by D. Collison),,97,91
355,4,3:05.0,,Turnover by D. Fox (bad pass; steal by V. Oladipo),97,91
356,4,3:02.0,B. Bogdanović makes 2-pt layup from 1 ft,,99,91
357,4,3:02.0,,Sacramento full timeout,99,91
358,4,2:49.0,,Personal foul by D. Sabonis (drawn by D. Fox),99,91
359,4,2:42.0,,B. Bogdanović makes 2-pt jump shot from 10 ft (assist by W. Cauley-Stein),99,93
360,4,2:27.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,99,93
361,4,2:23.0,,Defensive rebound by B. Hield,99,93
362,4,2:19.0,,Offensive foul by W. Cauley-Stein (drawn by D. Collison),99,93
363,4,2:19.0,,Turnover by W. Cauley-Stein (offensive foul),99,93
364,4,2:00.0,Shooting foul by S. Labissière (drawn by T. Young),,99,93
365,4,2:00.0,T. Young misses free throw 1 of 2,,99,93
366,4,2:00.0,Offensive rebound by Team,,99,93
367,4,2:00.0,T. Young misses free throw 2 of 2,,99,93
368,4,1:57.0,,Defensive rebound by W. Cauley-Stein,99,93
369,4,1:44.0,,W. Cauley-Stein misses 2-pt dunk from 4 ft (block by V. Oladipo),99,93
370,4,1:42.0,Defensive rebound by V. Oladipo,,99,93
371,4,1:25.0,Turnover by V. Oladipo (bad pass; steal by B. Bogdanović),,99,93
372,4,1:24.0,,Personal foul by D. Collison (drawn by B. Bogdanović),99,93
373,4,1:06.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by W. Cauley-Stein),99,96
374,4,0:48.0,Turnover by D. Collison (traveling),,99,96
375,4,0:30.0,,Personal foul by B. Bogdanović (drawn by B. Hield),99,96
