,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
53,1,4:29.0,Turnover by J. Bell (bad pass; steal by L. Nance),,19,12
54,1,4:08.0,,Offensive foul by B. Lopez (drawn by A. Iguodala),19,12
55,1,4:08.0,,Turnover by B. Lopez (offensive foul),19,12
56,1,4:08.0,,J. Clarkson enters the game for L. Nance,19,12
57,1,4:08.0,N. Young enters the game for K. Thompson,,19,12
58,1,3:52.0,J. Bell makes 2-pt layup from 1 ft (assist by S. Curry),,21,12
59,1,3:34.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,21,12
60,1,3:32.0,Defensive rebound by A. Iguodala,,21,12
61,1,3:22.0,S. Curry misses 3-pt jump shot from 26 ft,,21,12
62,1,3:20.0,,Defensive rebound by B. Lopez,21,12
63,1,3:14.0,,Turnover by B. Ingram (bad pass; steal by J. Bell),21,12
64,1,3:09.0,S. Curry misses 2-pt layup from 2 ft,,21,12
65,1,3:07.0,,Defensive rebound by B. Ingram,21,12
66,1,3:02.0,,B. Ingram misses 2-pt hook shot from 4 ft,21,12
67,1,3:00.0,,Offensive rebound by J. Clarkson,21,12
68,1,2:58.0,,J. Clarkson misses 2-pt layup from 2 ft,21,12
69,1,2:58.0,Defensive rebound by S. Curry,,21,12
70,1,2:52.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by S. Curry),,23,12
71,1,2:46.0,,LA Lakers full timeout,23,12
72,1,2:46.0,,J. Randle enters the game for B. Lopez,23,12
73,1,2:46.0,D. Green enters the game for K. Durant,,23,12
74,1,2:38.0,,L. Ball misses 2-pt layup from 1 ft (block by J. Bell),23,12
75,1,2:34.0,,Offensive rebound by J. Randle,23,12
76,1,2:33.0,,J. Randle makes 2-pt layup from 1 ft,23,14
77,1,2:17.0,Turnover by S. Curry (bad pass; steal by L. Ball),,23,14
78,1,2:13.0,,J. Randle makes 2-pt layup from 1 ft (assist by L. Ball),23,16
79,1,2:04.0,D. Green misses 3-pt jump shot from 27 ft,,23,16
80,1,2:02.0,,Defensive rebound by Team,23,16
81,1,1:52.0,,L. Ball misses 3-pt jump shot from 26 ft,23,16
82,1,1:50.0,Defensive rebound by J. Bell,,23,16
83,1,1:41.0,J. Bell misses 2-pt jump shot from 14 ft,,23,16
84,1,1:38.0,,Defensive rebound by J. Clarkson,23,16
85,1,1:32.0,,J. Clarkson makes 2-pt layup from 4 ft (assist by L. Ball),23,18
86,1,1:31.0,Golden State full timeout,,23,18
87,1,1:19.0,S. Curry misses 3-pt jump shot from 26 ft,,23,18
88,1,1:16.0,Offensive rebound by D. Green,,23,18
89,1,1:08.0,S. Curry makes 2-pt layup from 1 ft (assist by D. Green),,25,18
90,1,0:53.0,,J. Randle makes 2-pt jump shot from 4 ft,25,20
91,1,0:34.0,S. Curry makes 2-pt layup from 2 ft,,27,20
92,1,0:22.0,,J. Randle misses 2-pt jump shot from 22 ft,27,20
93,1,0:20.0,Defensive rebound by D. Green,,27,20
94,1,0:06.0,N. Young makes 3-pt jump shot from 25 ft,,30,20
95,1,0:02.0,,Personal foul by A. Iguodala (drawn by K. Caldwell-Pope),30,20
96,1,0:02.0,P. McCaw enters the game for S. Curry,,30,20
97,2,11:45.0,,Shooting foul by S. Livingston (drawn by J. Randle),30,20
98,2,11:45.0,,J. Randle makes free throw 1 of 2,30,21
99,2,11:45.0,,J. Randle makes free throw 2 of 2,30,22
100,2,11:31.0,N. Young misses 2-pt jump shot from 18 ft,,30,22
101,2,11:27.0,,Defensive rebound by A. Bogut,30,22
102,2,11:21.0,,J. Clarkson misses 2-pt jump shot from 16 ft,30,22
103,2,11:18.0,Defensive rebound by N. Young,,30,22
104,2,10:58.0,K. Looney misses 2-pt layup from 2 ft,,30,22
105,2,10:53.0,Offensive rebound by N. Young,,30,22
106,2,10:51.0,N. Young makes 2-pt layup from 1 ft,,32,22
107,2,10:42.0,,J. Randle misses 2-pt jump shot from 12 ft,32,22
108,2,10:39.0,Defensive rebound by K. Looney,,32,22
109,2,10:24.0,A. Iguodala misses 2-pt jump shot from 14 ft,,32,22
110,2,10:21.0,,Defensive rebound by A. Bogut,32,22
111,2,10:09.0,,A. Bogut makes 2-pt jump shot from 6 ft (assist by J. Clarkson),32,24
112,2,9:52.0,A. Iguodala misses 2-pt jump shot from 18 ft,,32,24
113,2,9:48.0,,Defensive rebound by J. Hart,32,24
114,2,9:35.0,,J. Clarkson makes 2-pt layup from 2 ft,32,26
115,2,9:14.0,Shooting foul by C. Brewer (drawn by S. Livingston),,32,26
116,2,9:14.0,S. Livingston misses free throw 1 of 2,,32,26
117,2,9:14.0,Offensive rebound by Team,,32,26
118,2,9:14.0,,L. Nance enters the game for J. Randle,32,26
119,2,9:14.0,K. Thompson enters the game for N. Young,,32,26
120,2,9:14.0,K. Durant enters the game for D. Green,,32,26
121,2,9:14.0,S. Livingston makes free throw 2 of 2,,33,26
122,2,8:57.0,,Turnover by J. Hart (bad pass),33,26
123,2,8:43.0,K. Durant misses 2-pt jump shot from 5 ft,,33,26
124,2,8:43.0,Offensive rebound by Team,,33,26
125,2,8:43.0,,Loose ball foul by J. Clarkson (drawn by K. Looney),33,26
126,2,8:32.0,A. Iguodala misses 3-pt jump shot from 23 ft,,33,26
127,2,8:28.0,,Defensive rebound by J. Hart,33,26
128,2,8:21.0,,J. Clarkson misses 2-pt layup from 4 ft (block by K. Looney),33,26
129,2,8:18.0,Defensive rebound by A. Iguodala,,33,26
130,2,8:15.0,S. Livingston makes 2-pt layup from 3 ft (assist by A. Iguodala),,35,26
131,2,8:15.0,,LA Lakers full timeout,35,26
132,2,8:15.0,P. McCaw enters the game for A. Iguodala,,35,26
133,2,8:04.0,,J. Clarkson makes 2-pt layup from 2 ft (assist by A. Bogut),35,28
134,2,7:45.0,K. Thompson misses 2-pt jump shot from 16 ft,,35,28
135,2,7:42.0,,Defensive rebound by L. Nance,35,28
136,2,7:38.0,,Shooting foul by P. McCaw (drawn by J. Hart),35,28
137,2,7:38.0,,J. Hart makes free throw 1 of 2,35,29
138,2,7:38.0,,J. Hart makes free throw 2 of 2,35,30
139,2,7:22.0,K. Durant makes 3-pt jump shot from 27 ft,,38,30
140,2,7:03.0,,J. Clarkson makes 2-pt layup from 2 ft,38,32
141,2,6:42.0,K. Durant makes 2-pt layup from 2 ft,,40,32
142,2,6:39.0,,Turnover by C. Brewer (traveling),40,32
143,2,6:39.0,,B. Ingram enters the game for A. Bogut,40,32
144,2,6:24.0,S. Livingston makes 2-pt jump shot from 9 ft (assist by P. McCaw),,42,32
145,2,6:11.0,,J. Hart makes 2-pt layup from 3 ft (assist by L. Nance),42,34
146,2,5:59.0,K. Thompson misses 3-pt jump shot from 26 ft,,42,34
147,2,5:58.0,Offensive rebound by Team,,42,34
148,2,5:58.0,,L. Ball enters the game for C. Brewer,42,34
149,2,5:58.0,,K. Caldwell-Pope enters the game for J. Hart,42,34
150,2,5:58.0,S. Curry enters the game for S. Livingston,,42,34
151,2,5:55.0,K. Looney makes 2-pt dunk from 2 ft (assist by K. Thompson),,44,34
152,2,5:41.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,44,34
153,2,5:39.0,Defensive rebound by K. Durant,,44,34
154,2,5:34.0,,Violation by L. Nance (kicked ball),44,34
155,2,5:20.0,S. Curry misses 2-pt layup from 2 ft,,44,34
156,2,5:18.0,Offensive rebound by K. Looney,,44,34
157,2,5:18.0,K. Looney misses 2-pt layup from 1 ft (block by L. Nance),,44,34
158,2,5:18.0,Offensive rebound by Team,,44,34
159,2,5:14.0,K. Durant misses 2-pt layup from 2 ft,,44,34
160,2,5:11.0,,Defensive rebound by K. Caldwell-Pope,44,34
161,2,5:05.0,,Turnover by J. Clarkson (bad pass; steal by K. Durant),44,34
162,2,5:05.0,Turnover by K. Durant (bad pass),,44,34
163,2,4:56.0,,L. Ball makes 2-pt jump shot from 3 ft (assist by L. Nance),44,36
164,2,4:42.0,S. Curry misses 2-pt layup from 2 ft,,44,36
165,2,4:41.0,Offensive rebound by K. Looney,,44,36
166,2,4:41.0,K. Looney misses 2-pt layup at rim,,44,36
167,2,4:41.0,Offensive rebound by Team,,44,36
168,2,4:37.0,P. McCaw misses 2-pt layup from 5 ft (block by B. Ingram),,44,36
169,2,4:37.0,Offensive rebound by Team,,44,36
170,2,4:24.0,K. Durant makes 2-pt jump shot from 14 ft,,46,36
171,2,4:15.0,,B. Ingram makes 3-pt jump shot from 24 ft (assist by L. Ball),46,39
172,2,4:15.0,Golden State full timeout,,46,39
173,2,4:15.0,,J. Randle enters the game for L. Nance,46,39
174,2,4:15.0,D. Green enters the game for P. McCaw,,46,39
175,2,4:15.0,A. Iguodala enters the game for K. Looney,,46,39
176,2,3:53.0,K. Durant misses 2-pt layup from 1 ft,,46,39
177,2,3:53.0,,Defensive rebound by Team,46,39
178,2,3:53.0,Loose ball foul by D. Green (drawn by L. Ball),,46,39
179,2,3:33.0,,Shooting foul by A. Iguodala (drawn by K. Caldwell-Pope),46,39
180,2,3:33.0,,K. Caldwell-Pope makes free throw 1 of 2,46,40
181,2,3:33.0,,K. Caldwell-Pope makes free throw 2 of 2,46,41
182,2,3:26.0,Personal foul by J. Clarkson (drawn by S. Curry),,46,41
183,2,3:18.0,S. Curry misses 3-pt jump shot from 25 ft,,46,41
184,2,3:16.0,,Defensive rebound by J. Randle,46,41
185,2,2:58.0,,B. Ingram makes 2-pt jump shot from 15 ft (assist by J. Randle),46,43
186,2,2:47.0,K. Durant makes 2-pt jump shot from 9 ft (assist by D. Green),,48,43
187,2,2:34.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by J. Clarkson),48,45
188,2,2:20.0,Personal foul by L. Ball (drawn by D. Green),,48,45
189,2,2:15.0,Turnover by K. Durant (discontinued dribble),,48,45
190,2,2:10.0,,J. Randle makes 2-pt dunk at rim (assist by L. Ball),48,47
191,2,2:10.0,Golden State full timeout,,48,47
192,2,2:02.0,Personal foul by L. Ball (drawn by K. Durant),,48,47
193,2,2:02.0,K. Durant misses free throw 1 of 2,,48,47
194,2,2:02.0,Offensive rebound by Team,,48,47
195,2,2:02.0,K. Durant misses free throw 2 of 2,,48,47
196,2,1:59.0,,Defensive rebound by J. Randle,48,47
197,2,1:53.0,,Personal foul by S. Curry (drawn by L. Ball),48,47
198,2,1:53.0,,L. Ball makes free throw 1 of 2,48,48
199,2,1:53.0,,L. Ball makes free throw 2 of 2,48,49
200,2,1:42.0,S. Curry makes 2-pt layup from 2 ft,,50,49
201,2,1:24.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Ball),50,52
202,2,1:00.0,K. Thompson misses 3-pt jump shot from 28 ft,,50,52
203,2,0:59.0,,Defensive rebound by Team,50,52
204,2,0:46.0,,J. Randle makes 2-pt layup from 2 ft (assist by J. Clarkson),50,54
205,2,0:30.0,K. Thompson misses 2-pt layup from 1 ft,,50,54
206,2,0:28.0,,Defensive rebound by J. Randle,50,54
207,2,0:05.0,,J. Clarkson misses 3-pt jump shot from 27 ft,50,54
208,2,0:02.0,,Offensive rebound by L. Ball,50,54
209,2,0:02.0,,Turnover by L. Ball (bad pass; steal by D. Green),50,54
210,3,11:43.0,,B. Ingram makes 2-pt dunk from 2 ft,50,56
211,3,11:20.0,K. Thompson makes 2-pt jump shot from 17 ft,,52,56
212,3,11:02.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,52,56
213,3,11:02.0,Defensive rebound by Team,,52,56
214,3,10:54.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,55,56
215,3,10:42.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by L. Ball),55,58
216,3,10:42.0,,Shooting foul by Z. Pachulia (drawn by B. Lopez),55,58
217,3,10:42.0,,B. Lopez makes free throw 1 of 1,55,59
218,3,10:23.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Thompson),,58,59
219,3,10:05.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,58,59
220,3,10:03.0,Defensive rebound by Team,,58,59
221,3,9:53.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Green),,60,59
222,3,9:53.0,Shooting foul by B. Ingram (drawn by Z. Pachulia),,60,59
223,3,9:53.0,Z. Pachulia makes free throw 1 of 1,,61,59
224,3,9:40.0,,L. Ball misses 3-pt jump shot from 27 ft,61,59
225,3,9:38.0,Defensive rebound by D. Green,,61,59
226,3,9:29.0,D. Green misses 2-pt layup from 1 ft (block by B. Ingram),,61,59
227,3,9:23.0,Offensive rebound by Z. Pachulia,,61,59
228,3,9:23.0,Z. Pachulia makes 2-pt layup at rim,,63,59
229,3,9:10.0,,B. Ingram misses 2-pt jump shot from 20 ft,63,59
230,3,9:08.0,Defensive rebound by K. Durant,,63,59
231,3,9:02.0,K. Durant misses 2-pt jump shot from 12 ft (block by B. Lopez),,63,59
232,3,8:57.0,Offensive rebound by D. Green,,63,59
233,3,8:53.0,K. Durant misses 3-pt jump shot from 23 ft,,63,59
234,3,8:50.0,,Defensive rebound by L. Nance,63,59
235,3,8:47.0,,B. Lopez misses 3-pt jump shot from 25 ft,63,59
236,3,8:45.0,,Offensive rebound by K. Caldwell-Pope,63,59
237,3,8:43.0,,L. Ball makes 3-pt jump shot from 24 ft (assist by B. Ingram),63,62
238,3,8:22.0,D. Green misses 3-pt jump shot from 25 ft,,63,62
239,3,8:20.0,Offensive rebound by Z. Pachulia,,63,62
240,3,8:13.0,Turnover by S. Curry (turnover; steal by L. Nance),,63,62
241,3,7:53.0,,L. Ball makes 3-pt jump shot from 28 ft (assist by B. Ingram),63,65
242,3,7:44.0,K. Durant misses 3-pt jump shot from 22 ft,,63,65
243,3,7:42.0,,Defensive rebound by Team,63,65
244,3,7:33.0,,L. Ball makes 2-pt layup from 1 ft,63,67
245,3,7:21.0,,LA Lakers full timeout,63,67
246,3,7:13.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),,66,67
247,3,6:54.0,,B. Ingram makes 2-pt jump shot from 3 ft,66,69
248,3,6:37.0,K. Thompson misses 3-pt jump shot from 26 ft,,66,69
249,3,6:37.0,,Defensive rebound by L. Nance,66,69
250,3,6:25.0,,Shooting foul by Z. Pachulia (drawn by K. Caldwell-Pope),66,69
251,3,6:25.0,,K. Caldwell-Pope makes free throw 1 of 3,66,70
252,3,6:25.0,,K. Caldwell-Pope misses free throw 2 of 3,66,70
253,3,6:25.0,,Offensive rebound by Team,66,70
254,3,6:25.0,,K. Caldwell-Pope makes free throw 3 of 3,66,71
255,3,6:14.0,D. Green makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,69,71
256,3,6:05.0,,Turnover by K. Caldwell-Pope (bad pass; steal by D. Green),69,71
257,3,6:02.0,Turnover by K. Durant (bad pass),,69,71
258,3,5:58.0,,Turnover by B. Ingram (bad pass),69,71
259,3,5:44.0,K. Thompson misses 3-pt jump shot from 26 ft,,69,71
260,3,5:43.0,,Defensive rebound by Team,69,71
261,3,5:24.0,,Turnover by L. Ball (step out of bounds),69,71
262,3,5:15.0,Turnover by D. Green (bad pass),,69,71
263,3,5:04.0,,B. Lopez misses 2-pt jump shot from 10 ft,69,71
264,3,5:02.0,Defensive rebound by Z. Pachulia,,69,71
265,3,4:48.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. Green),,72,71
266,3,4:35.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by B. Lopez),72,74
267,3,4:29.0,Shooting foul by B. Ingram (drawn by K. Durant),,72,74
268,3,4:29.0,K. Durant makes free throw 1 of 2,,73,74
269,3,4:29.0,,J. Randle enters the game for B. Lopez,73,74
270,3,4:29.0,J. Bell enters the game for D. Green,,73,74
271,3,4:29.0,A. Iguodala enters the game for Z. Pachulia,,73,74
272,3,4:29.0,K. Durant makes free throw 2 of 2,,74,74
273,3,4:21.0,P. McCaw enters the game for K. Thompson,,74,74
274,3,4:18.0,,B. Ingram misses 2-pt jump shot from 17 ft,74,74
275,3,4:13.0,Defensive rebound by J. Bell,,74,74
276,3,4:10.0,Turnover by S. Curry (lost ball; steal by B. Ingram),,74,74
277,3,4:06.0,,J. Randle makes 2-pt layup at rim (assist by B. Ingram),74,76
278,3,3:58.0,Turnover by S. Curry (bad pass; steal by K. Caldwell-Pope),,74,76
279,3,3:52.0,,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),74,78
280,3,3:52.0,Golden State full timeout,,74,78
281,3,3:52.0,N. Young enters the game for S. Curry,,74,78
282,3,3:39.0,Turnover by J. Bell (traveling),,74,78
283,3,3:19.0,,J. Randle misses 2-pt hook shot from 7 ft,74,78
284,3,3:17.0,Defensive rebound by K. Durant,,74,78
285,3,3:13.0,Personal foul by K. Caldwell-Pope (drawn by K. Durant),,74,78
286,3,3:05.0,Turnover by J. Bell (bad pass; steal by B. Ingram),,74,78
287,3,3:01.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,74,78
288,3,2:59.0,Defensive rebound by K. Durant,,74,78
289,3,2:55.0,K. Durant makes 2-pt jump shot from 19 ft (assist by P. McCaw),,76,78
290,3,2:41.0,,L. Ball misses 3-pt jump shot from 25 ft,76,78
291,3,2:38.0,Defensive rebound by J. Bell,,76,78
292,3,2:29.0,N. Young misses 3-pt jump shot from 23 ft,,76,78
293,3,2:26.0,Offensive rebound by A. Iguodala,,76,78
294,3,2:24.0,J. Bell makes 2-pt layup from 2 ft (assist by K. Durant),,78,78
295,3,2:24.0,,LA Lakers full timeout,78,78
296,3,2:24.0,,J. Clarkson enters the game for K. Caldwell-Pope,78,78
297,3,2:24.0,,C. Brewer enters the game for L. Nance,78,78
298,3,2:08.0,,B. Ingram makes 2-pt layup from 2 ft (assist by J. Clarkson),78,80
299,3,1:49.0,K. Durant makes 2-pt jump shot from 20 ft,,80,80
300,3,1:31.0,,B. Ingram makes 2-pt jump shot from 20 ft (assist by J. Clarkson),80,82
301,3,1:08.0,K. Durant misses 2-pt jump shot from 3 ft,,80,82
302,3,0:59.0,Offensive rebound by J. Bell,,80,82
303,3,0:59.0,J. Bell makes 2-pt layup at rim,,82,82
304,3,0:48.0,,Turnover by B. Ingram (lost ball; steal by J. Bell),82,82
305,3,0:36.0,N. Young makes 2-pt jump shot from 15 ft,,84,82
306,3,0:26.0,,J. Clarkson misses 2-pt layup at rim,84,82
307,3,0:26.0,,Offensive rebound by J. Clarkson,84,82
308,3,0:26.0,,J. Clarkson misses 2-pt layup at rim,84,82
309,3,0:26.0,,Offensive rebound by J. Clarkson,84,82
310,3,0:24.0,,J. Clarkson makes 2-pt layup at rim,84,84
311,3,0:03.0,Personal foul by J. Randle (drawn by K. Durant),,84,84
312,3,0:03.0,S. Curry enters the game for P. McCaw,,84,84
313,3,0:03.0,K. Thompson enters the game for J. Bell,,84,84
314,3,0:01.0,S. Curry misses 3-pt jump shot from 26 ft,,84,84
315,3,0:00.0,Offensive rebound by Team,,84,84
316,4,11:49.0,Shooting foul by J. Randle (drawn by N. Young),,84,84
317,4,11:49.0,N. Young misses free throw 1 of 3,,84,84
318,4,11:49.0,Offensive rebound by Team,,84,84
319,4,11:49.0,N. Young makes free throw 2 of 3,,85,84
320,4,11:49.0,N. Young makes free throw 3 of 3,,86,84
321,4,11:35.0,,J. Clarkson misses 2-pt jump shot from 12 ft (block by A. Iguodala),86,84
322,4,11:30.0,Defensive rebound by D. Green,,86,84
323,4,11:27.0,Turnover by D. Green (bad pass),,86,84
324,4,11:20.0,,C. Brewer misses 3-pt jump shot from 25 ft,86,84
325,4,11:17.0,Defensive rebound by Team,,86,84
326,4,11:07.0,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),,88,84
327,4,10:49.0,,J. Randle makes 2-pt dunk from 2 ft (assist by J. Clarkson),88,86
328,4,10:34.0,Shooting foul by C. Brewer (drawn by D. Green),,88,86
329,4,10:34.0,D. Green misses free throw 1 of 2,,88,86
330,4,10:34.0,Offensive rebound by Team,,88,86
331,4,10:34.0,D. Green makes free throw 2 of 2,,89,86
332,4,10:28.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Clarkson),89,89
333,4,10:09.0,Personal foul by J. Hart (drawn by A. Iguodala),,89,89
334,4,10:00.0,Shooting foul by C. Brewer (drawn by D. Green),,89,89
335,4,10:00.0,D. Green makes free throw 1 of 2,,90,89
336,4,10:00.0,D. Green makes free throw 2 of 2,,91,89
337,4,9:49.0,,Turnover by J. Randle (lost ball; steal by S. Livingston),91,89
338,4,9:42.0,Turnover by S. Livingston (lost ball; steal by C. Brewer),,91,89
339,4,9:37.0,,J. Clarkson makes 2-pt layup from 2 ft,91,91
340,4,9:20.0,Turnover by N. Young (lost ball; steal by C. Brewer),,91,91
341,4,9:15.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,91,91
342,4,9:11.0,Defensive rebound by S. Livingston,,91,91
343,4,9:11.0,Turnover by S. Livingston (bad pass),,91,91
344,4,8:53.0,,Shooting foul by S. Livingston (drawn by J. Randle),91,91
345,4,8:53.0,,J. Randle misses free throw 1 of 2,91,91
346,4,8:53.0,,Offensive rebound by Team,91,91
347,4,8:53.0,K. Thompson enters the game for N. Young,,91,91
348,4,8:53.0,,J. Randle misses free throw 2 of 2,91,91
349,4,8:49.0,Defensive rebound by K. Looney,,91,91
350,4,8:35.0,K. Looney misses 2-pt dunk from 2 ft (block by J. Randle),,91,91
351,4,8:31.0,,Defensive rebound by J. Clarkson,91,91
352,4,8:27.0,,K. Caldwell-Pope makes 2-pt jump shot from 3 ft,91,93
353,4,8:22.0,Golden State full timeout,,91,93
354,4,8:22.0,,L. Ball enters the game for K. Caldwell-Pope,91,93
355,4,8:22.0,,B. Ingram enters the game for C. Brewer,91,93
356,4,8:22.0,S. Curry enters the game for S. Livingston,,91,93
357,4,8:08.0,S. Curry misses 3-pt jump shot from 22 ft,,91,93
358,4,8:06.0,,Defensive rebound by B. Ingram,91,93
359,4,7:46.0,,J. Clarkson misses 2-pt layup from 2 ft,91,93
360,4,7:44.0,Defensive rebound by K. Thompson,,91,93
361,4,7:38.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by S. Curry),,93,93
362,4,7:15.0,,Turnover by B. Ingram (lost ball; steal by K. Looney),93,93
363,4,6:56.0,K. Looney misses 2-pt layup from 1 ft,,93,93
364,4,6:54.0,,Defensive rebound by J. Hart,93,93
365,4,6:51.0,,J. Hart misses 2-pt layup at rim,93,93
366,4,6:51.0,,Offensive rebound by Team,93,93
367,4,6:51.0,K. Durant enters the game for K. Looney,,93,93
368,4,6:51.0,J. Bell enters the game for D. Green,,93,93
369,4,6:41.0,,L. Ball misses 2-pt jump shot from 15 ft,93,93
370,4,6:41.0,Defensive rebound by K. Durant,,93,93
371,4,6:33.0,S. Curry makes 2-pt jump shot from 14 ft (assist by K. Durant),,95,93
372,4,6:11.0,,J. Hart makes 2-pt layup from 1 ft (assist by L. Ball),95,95
373,4,6:02.0,Offensive foul by K. Durant (drawn by L. Ball),,95,95
374,4,6:02.0,Turnover by K. Durant (offensive foul),,95,95
375,4,5:41.0,,L. Ball misses 2-pt jump shot from 20 ft,95,95
376,4,5:41.0,Defensive rebound by S. Curry,,95,95
377,4,5:41.0,Personal foul by J. Randle (drawn by S. Curry),,95,95
378,4,5:41.0,S. Curry makes free throw 1 of 2,,96,95
379,4,5:41.0,S. Curry makes free throw 2 of 2,,97,95
380,4,5:28.0,,B. Ingram misses 2-pt layup from 2 ft,97,95
381,4,5:25.0,Defensive rebound by A. Iguodala,,97,95
