,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
168,2,4:24.0,,Defensive rebound by B. Bogdanović,44,43
169,2,4:14.0,,V. Oladipo makes 2-pt jump shot from 20 ft,44,45
170,2,4:02.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by D. Brooks),,47,45
171,2,3:34.0,,B. Bogdanović makes 2-pt layup at rim,47,47
172,2,3:28.0,I. Rabb makes 2-pt dunk from 1 ft (assist by M. Gasol),,49,47
173,2,3:06.0,,D. Collison misses 2-pt jump shot from 5 ft,49,47
174,2,3:02.0,,Offensive rebound by D. Collison,49,47
175,2,2:59.0,,V. Oladipo misses 3-pt jump shot from 26 ft,49,47
176,2,2:56.0,,Offensive rebound by B. Bogdanović,49,47
177,2,2:44.0,,T. Young makes 2-pt layup at rim (assist by V. Oladipo),49,49
178,2,2:43.0,Memphis full timeout,,49,49
179,2,2:34.0,D. Brooks misses 3-pt jump shot from 26 ft,,49,49
180,2,2:32.0,Offensive rebound by D. Brooks,,49,49
181,2,2:30.0,M. Henry misses 3-pt jump shot from 27 ft,,49,49
182,2,2:25.0,,Defensive rebound by M. Turner,49,49
183,2,2:14.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,49,49
184,2,2:12.0,Defensive rebound by Team,,49,49
185,2,2:00.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by I. Rabb),,51,49
186,2,1:41.0,,V. Oladipo misses 2-pt jump shot from 16 ft,51,49
187,2,1:39.0,Defensive rebound by M. Gasol,,51,49
188,2,1:25.0,Turnover by I. Rabb (bad pass; steal by T. Young),,51,49
189,2,1:20.0,Offensive charge foul by T. Young (drawn by J. Martin),,51,49
190,2,1:20.0,,Turnover by T. Young (offensive foul),51,49
191,2,1:05.0,Turnover by M. Gasol (lost ball; steal by D. Collison),,51,49
192,2,1:02.0,,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),51,51
193,2,0:42.0,D. Brooks makes 2-pt layup from 1 ft,,53,51
194,2,0:37.0,,B. Bogdanović makes 2-pt layup from 1 ft,53,53
195,2,0:30.0,J. Martin misses 2-pt jump shot from 16 ft,,53,53
196,2,0:27.0,,Defensive rebound by Team,53,53
197,2,0:06.0,,V. Oladipo makes 2-pt layup from 1 ft,53,55
198,2,0:00.0,D. Brooks misses 3-pt jump shot from 32 ft,,53,55
199,2,0:00.0,Offensive rebound by Team,,53,55
200,3,11:35.0,,T. Young misses 2-pt jump shot from 19 ft,53,55
201,3,11:33.0,Defensive rebound by D. Brooks,,53,55
202,3,11:21.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by J. Martin),,56,55
203,3,11:04.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by T. Young),56,58
204,3,10:38.0,A. Harrison misses 3-pt jump shot from 27 ft,,56,58
205,3,10:35.0,,Defensive rebound by V. Oladipo,56,58
206,3,10:22.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by T. Young),56,61
207,3,9:56.0,Turnover by A. Harrison (bad pass; steal by D. Collison),,56,61
208,3,9:52.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),56,64
209,3,9:50.0,Memphis full timeout,,56,64
210,3,9:37.0,Shooting foul by M. Turner (drawn by A. Harrison),,56,64
211,3,9:37.0,A. Harrison makes free throw 1 of 2,,57,64
212,3,9:37.0,A. Harrison makes free throw 2 of 2,,58,64
213,3,9:23.0,,Turnover by D. Collison (bad pass; steal by D. Brooks),58,64
214,3,9:19.0,D. Brooks makes 2-pt layup at rim,,60,64
215,3,8:55.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,60,64
216,3,8:52.0,Defensive rebound by D. Brooks,,60,64
217,3,8:44.0,Turnover by A. Harrison (bad pass; steal by B. Bogdanović),,60,64
218,3,8:38.0,,Turnover by V. Oladipo (bad pass),60,64
219,3,8:22.0,D. Brooks misses 2-pt layup from 2 ft (block by M. Turner),,60,64
220,3,8:20.0,Offensive rebound by M. Gasol,,60,64
221,3,8:18.0,M. Gasol makes 2-pt layup at rim,,62,64
222,3,7:58.0,,T. Young makes 2-pt hook shot from 3 ft,62,66
223,3,7:49.0,Personal foul by D. Collison (drawn by A. Harrison),,62,66
224,3,7:49.0,B. McLemore enters the game for W. Selden,,62,66
225,3,7:36.0,Turnover by A. Harrison (bad pass; steal by M. Turner),,62,66
226,3,7:31.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by T. Young),62,69
227,3,7:04.0,B. McLemore makes 2-pt jump shot from 19 ft (assist by A. Harrison),,64,69
228,3,6:51.0,,V. Oladipo misses 3-pt jump shot from 27 ft,64,69
229,3,6:48.0,Defensive rebound by A. Harrison,,64,69
230,3,6:33.0,M. Gasol misses 2-pt jump shot from 12 ft,,64,69
231,3,6:31.0,,Defensive rebound by M. Turner,64,69
232,3,6:31.0,,Personal foul by J. Martin (drawn by M. Turner),64,69
233,3,6:31.0,W. Selden enters the game for A. Harrison,,64,69
234,3,6:22.0,,Shooting foul by W. Selden (drawn by D. Collison),64,69
235,3,6:22.0,,D. Collison makes free throw 1 of 2,64,70
236,3,6:22.0,,D. Collison makes free throw 2 of 2,64,71
237,3,6:06.0,Personal foul by B. Bogdanović (drawn by B. McLemore),,64,71
238,3,6:06.0,I. Rabb enters the game for J. Martin,,64,71
239,3,5:59.0,W. Selden makes 2-pt layup from 1 ft (assist by M. Gasol),,66,71
240,3,5:35.0,,M. Turner misses 2-pt jump shot from 20 ft,66,71
241,3,5:31.0,Defensive rebound by D. Brooks,,66,71
242,3,5:27.0,B. McLemore misses 3-pt jump shot from 27 ft,,66,71
243,3,5:22.0,,Defensive rebound by D. Collison,66,71
244,3,5:21.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by V. Oladipo),66,73
245,3,5:05.0,M. Henry enters the game for D. Brooks,,66,73
246,3,4:54.0,W. Selden makes 3-pt jump shot from 26 ft (assist by M. Henry),,69,73
247,3,4:35.0,,T. Young makes 2-pt dunk from 1 ft (assist by V. Oladipo),69,75
248,3,4:10.0,Shooting foul by T. Young (drawn by M. Gasol),,69,75
249,3,4:10.0,M. Gasol makes free throw 1 of 2,,70,75
250,3,4:10.0,M. Gasol makes free throw 2 of 2,,71,75
251,3,3:59.0,,Shooting foul by I. Rabb (drawn by M. Turner),71,75
252,3,3:59.0,,M. Turner misses free throw 1 of 2,71,75
253,3,3:59.0,,Offensive rebound by Team,71,75
254,3,3:59.0,,C. Joseph enters the game for T. Young,71,75
255,3,3:59.0,,D. Sabonis enters the game for B. Bogdanović,71,75
256,3,3:59.0,,M. Turner misses free throw 2 of 2,71,75
257,3,3:55.0,Defensive rebound by M. Henry,,71,75
258,3,3:35.0,W. Selden misses 3-pt jump shot from 29 ft,,71,75
259,3,3:32.0,,Defensive rebound by D. Sabonis,71,75
260,3,3:28.0,,D. Collison misses 3-pt jump shot from 23 ft,71,75
261,3,3:24.0,,Offensive rebound by D. Sabonis,71,75
262,3,3:13.0,A. Harrison enters the game for M. Henry,,71,75
263,3,3:07.0,,D. Collison makes 2-pt layup at rim,71,77
264,3,2:52.0,M. Gasol makes 3-pt jump shot from 28 ft (assist by A. Harrison),,74,77
265,3,2:40.0,,V. Oladipo makes 2-pt jump shot from 16 ft,74,79
266,3,2:28.0,A. Harrison misses 2-pt jump shot from 12 ft,,74,79
267,3,2:27.0,Offensive rebound by I. Rabb,,74,79
268,3,2:27.0,Personal foul by M. Turner (drawn by I. Rabb),,74,79
269,3,2:27.0,,Indiana full timeout,74,79
270,3,2:27.0,D. Brooks enters the game for W. Selden,,74,79
271,3,2:27.0,B. Wright enters the game for M. Gasol,,74,79
272,3,2:27.0,I. Rabb misses free throw 1 of 2,,74,79
273,3,2:27.0,Offensive rebound by Team,,74,79
274,3,2:27.0,I. Rabb makes free throw 2 of 2,,75,79
275,3,2:15.0,,V. Oladipo misses 2-pt jump shot from 20 ft,75,79
276,3,2:12.0,,Offensive rebound by D. Sabonis,75,79
277,3,2:06.0,,Turnover by V. Oladipo (bad pass; steal by D. Brooks),75,79
278,3,2:01.0,B. McLemore misses 3-pt jump shot from 27 ft,,75,79
279,3,1:58.0,,Defensive rebound by V. Oladipo,75,79
280,3,1:41.0,,M. Turner misses 2-pt jump shot from 13 ft,75,79
281,3,1:37.0,Defensive rebound by I. Rabb,,75,79
282,3,1:29.0,A. Harrison misses 2-pt layup from 1 ft,,75,79
283,3,1:28.0,Offensive rebound by I. Rabb,,75,79
284,3,1:28.0,I. Rabb misses 2-pt layup at rim,,75,79
285,3,1:28.0,,Defensive rebound by D. Sabonis,75,79
286,3,1:28.0,,Personal foul by B. McLemore (drawn by D. Sabonis),75,79
287,3,1:28.0,,L. Stephenson enters the game for V. Oladipo,75,79
288,3,1:13.0,,D. Collison misses 3-pt jump shot from 27 ft,75,79
289,3,1:09.0,Defensive rebound by B. McLemore,,75,79
290,3,1:03.0,Turnover by B. McLemore (lost ball; steal by C. Joseph),,75,79
291,3,1:01.0,,C. Joseph makes 2-pt layup at rim (assist by D. Collison),75,81
292,3,0:43.0,D. Brooks misses 2-pt layup from 3 ft (block by M. Turner),,75,81
293,3,0:41.0,Offensive rebound by I. Rabb,,75,81
294,3,0:41.0,Turnover by I. Rabb (lost ball; steal by D. Sabonis),,75,81
295,3,0:18.0,,L. Stephenson makes 3-pt jump shot from 26 ft (assist by D. Collison),75,84
296,3,0:00.0,Turnover by A. Harrison (lost ball; steal by M. Turner),,75,84
297,3,0:00.0,,D. Collison misses 3-pt jump shot from 53 ft,75,84
298,3,0:00.0,,Offensive rebound by Team,75,84
299,4,11:42.0,Shooting foul by D. Sabonis (drawn by B. Wright),,75,84
300,4,11:42.0,B. Wright misses free throw 1 of 2,,75,84
301,4,11:42.0,Offensive rebound by Team,,75,84
302,4,11:42.0,B. Wright misses free throw 2 of 2,,75,84
303,4,11:39.0,Offensive rebound by J. Martin,,75,84
304,4,11:28.0,B. Wright makes 2-pt dunk from 1 ft (assist by A. Harrison),,77,84
305,4,11:11.0,,Offensive foul by D. Sabonis (drawn by D. Brooks),77,84
306,4,11:11.0,,Turnover by D. Sabonis (offensive foul),77,84
307,4,10:59.0,A. Harrison makes 2-pt layup at rim,,79,84
308,4,10:59.0,Shooting foul by D. Sabonis (drawn by A. Harrison),,79,84
309,4,10:59.0,,T. Young enters the game for D. Collison,79,84
310,4,10:59.0,A. Harrison makes free throw 1 of 1,,80,84
311,4,10:40.0,,D. Sabonis makes 2-pt jump shot from 10 ft (assist by T. Young),80,86
312,4,10:19.0,D. Brooks misses 3-pt jump shot from 27 ft,,80,86
313,4,10:16.0,Offensive rebound by Team,,80,86
314,4,10:02.0,A. Harrison makes 2-pt layup at rim,,82,86
315,4,9:50.0,,Shooting foul by M. Henry (drawn by B. Bogdanović),82,86
316,4,9:50.0,,B. Bogdanović misses free throw 1 of 3,82,86
317,4,9:50.0,,Offensive rebound by Team,82,86
318,4,9:50.0,,B. Bogdanović misses free throw 2 of 3,82,86
319,4,9:50.0,,Offensive rebound by Team,82,86
320,4,9:50.0,W. Selden enters the game for M. Henry,,82,86
321,4,9:50.0,,B. Bogdanović makes free throw 3 of 3,82,87
322,4,9:37.0,W. Selden makes 3-pt jump shot from 25 ft (assist by A. Harrison),,85,87
323,4,9:19.0,,L. Stephenson makes 2-pt layup at rim,85,89
324,4,8:55.0,J. Martin misses 2-pt jump shot from 6 ft,,85,89
325,4,8:53.0,,Defensive rebound by L. Stephenson,85,89
326,4,8:47.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by T. Young),85,91
327,4,8:46.0,Memphis full timeout,,85,91
328,4,8:46.0,M. Henry enters the game for J. Martin,,85,91
329,4,8:46.0,M. Gasol enters the game for A. Harrison,,85,91
330,4,8:28.0,B. Wright makes 2-pt dunk at rim (assist by M. Gasol),,87,91
331,4,8:06.0,,L. Stephenson makes 2-pt layup from 1 ft,87,93
332,4,7:47.0,D. Brooks makes 2-pt jump shot from 7 ft,,89,93
333,4,7:28.0,,D. Sabonis misses 2-pt hook shot from 6 ft,89,93
334,4,7:25.0,,Offensive rebound by D. Sabonis,89,93
335,4,7:24.0,,D. Sabonis makes 2-pt hook shot from 5 ft,89,95
336,4,7:09.0,W. Selden misses 3-pt jump shot from 25 ft,,89,95
337,4,7:05.0,,Defensive rebound by L. Stephenson,89,95
338,4,7:01.0,,L. Stephenson misses 2-pt layup from 1 ft,89,95
339,4,6:59.0,Defensive rebound by M. Gasol,,89,95
340,4,6:53.0,Shooting foul by B. Bogdanović (drawn by B. Wright),,89,95
341,4,6:53.0,B. Wright makes free throw 1 of 2,,90,95
342,4,6:53.0,,V. Oladipo enters the game for B. Bogdanović,90,95
343,4,6:53.0,B. Wright misses free throw 2 of 2,,90,95
344,4,6:51.0,,Defensive rebound by C. Joseph,90,95
345,4,6:30.0,,Turnover by L. Stephenson (lost ball; steal by D. Brooks),90,95
346,4,6:26.0,D. Brooks misses 2-pt layup from 2 ft,,90,95
347,4,6:23.0,Offensive rebound by W. Selden,,90,95
348,4,6:10.0,W. Selden makes 3-pt jump shot from 23 ft,,93,95
349,4,5:55.0,,Personal foul by W. Selden (drawn by V. Oladipo),93,95
350,4,5:44.0,,Turnover by C. Joseph (bad pass; steal by B. Wright),93,95
351,4,5:25.0,W. Selden misses 3-pt jump shot from 27 ft,,93,95
352,4,5:22.0,,Defensive rebound by D. Sabonis,93,95
353,4,5:18.0,,Indiana full timeout,93,95
354,4,5:18.0,,D. Collison enters the game for L. Stephenson,93,95
355,4,5:18.0,,B. Bogdanović enters the game for C. Joseph,93,95
356,4,5:18.0,,M. Turner enters the game for D. Sabonis,93,95
357,4,5:18.0,A. Harrison enters the game for M. Henry,,93,95
358,4,5:01.0,,D. Collison misses 2-pt jump shot from 15 ft,93,95
359,4,4:56.0,Defensive rebound by B. Wright,,93,95
360,4,4:47.0,Turnover by A. Harrison (bad pass; steal by B. Bogdanović),,93,95
361,4,4:44.0,,B. Bogdanović makes 2-pt layup from 1 ft,93,97
362,4,4:21.0,Turnover by A. Harrison (bad pass; steal by B. Bogdanović),,93,97
363,4,4:09.0,,Shooting block foul by A. Harrison (drawn by V. Oladipo),93,97
364,4,4:09.0,,V. Oladipo makes free throw 1 of 2,93,98
365,4,4:09.0,J. Martin enters the game for A. Harrison,,93,98
366,4,4:09.0,,V. Oladipo makes free throw 2 of 2,93,99
367,4,3:54.0,M. Gasol makes 2-pt jump shot from 14 ft,,95,99
368,4,3:36.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,95,99
369,4,3:33.0,Defensive rebound by W. Selden,,95,99
370,4,3:24.0,W. Selden misses 2-pt layup from 1 ft,,95,99
371,4,3:22.0,,Defensive rebound by B. Bogdanović,95,99
372,4,3:17.0,,D. Collison misses 3-pt jump shot from 26 ft,95,99
373,4,3:16.0,,Offensive rebound by M. Turner,95,99
374,4,3:16.0,,Shooting foul by J. Martin (drawn by M. Turner),95,99
375,4,3:16.0,,M. Turner misses free throw 1 of 2,95,99
376,4,3:16.0,,Offensive rebound by Team,95,99
377,4,3:16.0,,M. Turner makes free throw 2 of 2,95,100
378,4,2:57.0,B. Wright misses 2-pt hook shot from 10 ft,,95,100
379,4,2:53.0,Offensive rebound by J. Martin,,95,100
380,4,2:51.0,W. Selden makes 3-pt jump shot from 22 ft (assist by J. Martin),,98,100
381,4,2:25.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,98,100
382,4,2:18.0,Defensive rebound by D. Brooks,,98,100
383,4,2:06.0,Memphis full timeout,,98,100
384,4,1:57.0,W. Selden makes 3-pt jump shot from 28 ft (assist by M. Gasol),,101,100
