,QUARTER,TIME_REMAINING,BOSTON_ACTION,MIAMI_ACTION,BOSTON_SCORE,MIAMI_SCORE
133,2,7:36.0,J. Brown misses free throw 1 of 2,,35,30
134,2,7:36.0,Offensive rebound by Team,,35,30
135,2,7:36.0,J. Brown makes free throw 2 of 2,,36,30
136,2,7:36.0,,D. Waiters enters the game for T. Johnson,36,30
137,2,7:36.0,,J. Johnson enters the game for J. Winslow,36,30
138,2,7:36.0,A. Baynes enters the game for D. Theis,,36,30
139,2,7:21.0,,W. Ellington misses 3-pt jump shot from 26 ft,36,30
140,2,7:18.0,Defensive rebound by S. Larkin,,36,30
141,2,6:55.0,K. Irving misses 2-pt layup at rim,,36,30
142,2,6:52.0,,Defensive rebound by K. Olynyk,36,30
143,2,6:42.0,,J. Johnson makes 2-pt layup from 2 ft,36,32
144,2,6:15.0,K. Irving makes 2-pt jump shot from 3 ft,,38,32
145,2,5:49.0,,D. Waiters misses 3-pt jump shot from 23 ft,38,32
146,2,5:47.0,Defensive rebound by K. Irving,,38,32
147,2,5:46.0,Shooting foul by W. Ellington (drawn by J. Brown),,38,32
148,2,5:46.0,J. Brown misses free throw 1 of 2,,38,32
149,2,5:46.0,Offensive rebound by Team,,38,32
150,2,5:46.0,,B. Adebayo enters the game for G. Dragić,38,32
151,2,5:46.0,,J. Richardson enters the game for K. Olynyk,38,32
152,2,5:46.0,J. Brown makes free throw 2 of 2,,39,32
153,2,5:31.0,,W. Ellington misses 3-pt jump shot from 26 ft,39,32
154,2,5:31.0,Defensive rebound by Team,,39,32
155,2,5:31.0,A. Horford enters the game for S. Larkin,,39,32
156,2,5:23.0,Personal foul by D. Waiters (drawn by K. Irving),,39,32
157,2,5:21.0,Turnover by J. Brown (bad pass; steal by J. Johnson),,39,32
158,2,5:12.0,,J. Richardson misses 2-pt jump shot from 21 ft,39,32
159,2,5:09.0,Defensive rebound by A. Baynes,,39,32
160,2,4:53.0,K. Irving misses 3-pt jump shot from 26 ft,,39,32
161,2,4:52.0,,Defensive rebound by Team,39,32
162,2,4:35.0,,J. Richardson makes 2-pt hook shot from 10 ft,39,34
163,2,4:12.0,J. Brown misses 2-pt jump shot from 16 ft,,39,34
164,2,4:09.0,,Defensive rebound by D. Waiters,39,34
165,2,3:57.0,,W. Ellington misses 2-pt jump shot from 16 ft,39,34
166,2,3:56.0,Defensive rebound by A. Horford,,39,34
167,2,3:56.0,Boston full timeout,,39,34
168,2,3:56.0,J. Tatum enters the game for J. Brown,,39,34
169,2,3:56.0,M. Smart enters the game for T. Rozier,,39,34
170,2,3:36.0,J. Tatum misses 2-pt layup from 1 ft (block by B. Adebayo),,39,34
171,2,3:36.0,Offensive rebound by A. Baynes,,39,34
172,2,3:36.0,Personal foul by B. Adebayo (drawn by A. Baynes),,39,34
173,2,3:36.0,A. Baynes makes free throw 1 of 2,,40,34
174,2,3:36.0,A. Baynes makes free throw 2 of 2,,41,34
175,2,3:17.0,,J. Richardson misses 2-pt layup from 1 ft (block by A. Baynes),41,34
176,2,3:17.0,,Offensive rebound by Team,41,34
177,2,3:17.0,,G. Dragić enters the game for W. Ellington,41,34
178,2,3:17.0,,Miami full timeout,41,34
179,2,3:14.0,,Turnover by J. Richardson (bad pass; steal by A. Horford),41,34
180,2,2:57.0,K. Irving makes 2-pt layup from 1 ft (assist by A. Baynes),,43,34
181,2,2:38.0,,J. Richardson makes 2-pt jump shot from 7 ft,43,36
182,2,2:20.0,A. Baynes makes 2-pt jump shot from 13 ft (assist by K. Irving),,45,36
183,2,2:05.0,,G. Dragić makes 2-pt jump shot from 14 ft,45,38
184,2,1:48.0,K. Irving misses 3-pt jump shot from 23 ft,,45,38
185,2,1:46.0,,Defensive rebound by J. Johnson,45,38
186,2,1:42.0,,Shooting foul by A. Baynes (drawn by B. Adebayo),45,38
187,2,1:42.0,,B. Adebayo makes free throw 1 of 2,45,39
188,2,1:42.0,,J. Winslow enters the game for D. Waiters,45,39
189,2,1:42.0,,B. Adebayo makes free throw 2 of 2,45,40
190,2,1:24.0,Technical foul by A. Horford,,45,40
191,2,1:24.0,Turnover by A. Horford (turnover),,45,40
192,2,1:24.0,,K. Olynyk enters the game for B. Adebayo,45,40
193,2,1:24.0,J. Brown enters the game for A. Baynes,,45,40
194,2,1:24.0,,J. Richardson makes free throw 1 of 2,45,42
195,2,1:24.0,,J. Richardson makes free throw 2 of 2,45,42
196,2,1:09.0,,J. Johnson makes 2-pt layup from 2 ft (assist by G. Dragić),45,44
197,2,1:09.0,,Shooting foul by M. Smart (drawn by J. Johnson),45,44
198,2,1:09.0,,J. Johnson makes free throw 1 of 1,45,45
199,2,0:48.0,K. Irving misses 3-pt jump shot from 25 ft,,45,45
200,2,0:46.0,Offensive rebound by A. Horford,,45,45
201,2,0:39.0,A. Horford misses 2-pt layup from 2 ft (block by K. Olynyk),,45,45
202,2,0:35.0,,Defensive rebound by J. Johnson,45,45
203,2,0:33.0,,Turnover by J. Johnson (bad pass; steal by K. Irving),45,45
204,2,0:14.0,M. Smart misses 2-pt layup from 1 ft,,45,45
205,2,0:08.0,,Defensive rebound by K. Olynyk,45,45
206,2,0:07.0,,J. Johnson misses 2-pt jump shot from 3 ft,45,45
207,2,0:06.0,Defensive rebound by M. Smart,,45,45
208,2,0:01.0,K. Irving makes 2-pt layup from 2 ft (assist by M. Smart),,47,45
209,3,11:41.0,A. Horford misses 2-pt hook shot from 2 ft,,47,45
210,3,11:39.0,,Defensive rebound by B. Adebayo,47,45
211,3,11:20.0,,G. Dragić makes 2-pt jump shot from 8 ft,47,47
212,3,11:08.0,K. Irving makes 2-pt jump shot from 4 ft,,49,47
213,3,10:49.0,,D. Waiters misses 2-pt jump shot from 7 ft,49,47
214,3,10:45.0,Defensive rebound by J. Tatum,,49,47
215,3,10:45.0,Shooting foul by J. Richardson (drawn by J. Tatum),,49,47
216,3,10:45.0,J. Tatum makes free throw 1 of 2,,50,47
217,3,10:45.0,J. Tatum misses free throw 2 of 2,,50,47
218,3,10:42.0,,Defensive rebound by J. Johnson,50,47
219,3,10:25.0,,B. Adebayo makes 2-pt dunk at rim (assist by J. Richardson),50,49
220,3,10:06.0,K. Irving makes 2-pt jump shot from 20 ft,,52,49
221,3,9:47.0,,Turnover by B. Adebayo (turnover),52,49
222,3,9:24.0,A. Baynes misses 2-pt jump shot from 12 ft,,52,49
223,3,9:18.0,Offensive rebound by J. Brown,,52,49
224,3,9:17.0,J. Brown misses 2-pt jump shot from 7 ft,,52,49
225,3,9:15.0,Offensive rebound by J. Tatum,,52,49
226,3,9:15.0,J. Tatum makes 2-pt jump shot from 2 ft,,54,49
227,3,9:15.0,Shooting foul by J. Richardson (drawn by J. Tatum),,54,49
228,3,9:15.0,J. Tatum makes free throw 1 of 1,,55,49
229,3,9:01.0,,J. Richardson misses 3-pt jump shot from 26 ft,55,49
230,3,9:01.0,Defensive rebound by A. Horford,,55,49
231,3,8:46.0,Shooting foul by J. Johnson (drawn by A. Horford),,55,49
232,3,8:46.0,A. Horford makes free throw 1 of 2,,56,49
233,3,8:46.0,A. Horford makes free throw 2 of 2,,57,49
234,3,8:44.0,,Miami full timeout,57,49
235,3,8:30.0,,G. Dragić misses 3-pt jump shot from 23 ft,57,49
236,3,8:24.0,Defensive rebound by A. Horford,,57,49
237,3,8:15.0,Offensive foul by A. Baynes (drawn by B. Adebayo),,57,49
238,3,8:15.0,Turnover by A. Baynes (offensive foul),,57,49
239,3,8:03.0,,D. Waiters misses 2-pt jump shot from 5 ft (block by K. Irving),57,49
240,3,8:03.0,,Offensive rebound by Team,57,49
241,3,7:48.0,,Turnover by J. Richardson (bad pass; steal by A. Baynes),57,49
242,3,7:39.0,Turnover by K. Irving (bad pass),,57,49
243,3,7:16.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Waiters),57,52
244,3,6:57.0,K. Irving makes 2-pt jump shot from 18 ft,,59,52
245,3,6:45.0,,J. Johnson misses 2-pt layup from 2 ft (block by A. Baynes),59,52
246,3,6:42.0,Defensive rebound by J. Brown,,59,52
247,3,6:40.0,J. Tatum misses 2-pt layup from 3 ft (block by J. Richardson),,59,52
248,3,6:37.0,,Defensive rebound by D. Waiters,59,52
249,3,6:32.0,,J. Johnson misses 3-pt jump shot from 23 ft,59,52
250,3,6:29.0,Defensive rebound by J. Brown,,59,52
251,3,6:16.0,Shooting foul by D. Waiters (drawn by J. Tatum),,59,52
252,3,6:16.0,J. Tatum makes free throw 1 of 2,,60,52
253,3,6:16.0,J. Tatum makes free throw 2 of 2,,61,52
254,3,6:01.0,,D. Waiters misses 3-pt jump shot from 24 ft,61,52
255,3,5:59.0,Defensive rebound by J. Tatum,,61,52
256,3,5:46.0,A. Horford makes 2-pt jump shot from 14 ft,,63,52
257,3,5:27.0,,J. Johnson makes 2-pt jump shot from 8 ft,63,54
258,3,5:10.0,J. Brown misses 3-pt jump shot from 23 ft,,63,54
259,3,5:08.0,,Defensive rebound by G. Dragić,63,54
260,3,5:04.0,,Turnover by G. Dragić (bad pass; steal by K. Irving),63,54
261,3,4:58.0,Turnover by J. Brown (lost ball; steal by B. Adebayo),,63,54
262,3,4:52.0,,G. Dragić misses 3-pt jump shot from 25 ft,63,54
263,3,4:48.0,Defensive rebound by A. Baynes,,63,54
264,3,4:33.0,J. Tatum misses 2-pt jump shot from 4 ft,,63,54
265,3,4:30.0,Offensive rebound by A. Baynes,,63,54
266,3,4:25.0,A. Baynes makes 2-pt jump shot from 14 ft (assist by K. Irving),,65,54
267,3,4:10.0,,Turnover by J. Johnson (out of bounds lost ball),65,54
268,3,4:10.0,,T. Johnson enters the game for G. Dragić,65,54
269,3,4:10.0,,K. Olynyk enters the game for J. Johnson,65,54
270,3,4:10.0,,J. Winslow enters the game for B. Adebayo,65,54
271,3,4:10.0,M. Smart enters the game for J. Tatum,,65,54
272,3,4:10.0,D. Theis enters the game for A. Baynes,,65,54
273,3,3:56.0,J. Brown misses 2-pt jump shot from 13 ft,,65,54
274,3,3:53.0,,Defensive rebound by K. Olynyk,65,54
275,3,3:46.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by K. Olynyk),65,57
276,3,3:30.0,K. Irving misses 3-pt jump shot from 25 ft,,65,57
277,3,3:28.0,,Defensive rebound by T. Johnson,65,57
278,3,3:23.0,,Shooting foul by D. Theis (drawn by K. Olynyk),65,57
279,3,3:23.0,,K. Olynyk misses free throw 1 of 2,65,57
280,3,3:23.0,,Offensive rebound by Team,65,57
281,3,3:23.0,,W. Ellington enters the game for D. Waiters,65,57
282,3,3:23.0,T. Rozier enters the game for K. Irving,,65,57
283,3,3:23.0,,K. Olynyk makes free throw 2 of 2,65,58
284,3,3:09.0,T. Rozier makes 2-pt jump shot from 15 ft,,67,58
285,3,2:53.0,Boston full timeout,,67,58
286,3,2:45.0,,J. Richardson misses 3-pt jump shot from 23 ft,67,58
287,3,2:42.0,Defensive rebound by A. Horford,,67,58
288,3,2:32.0,D. Theis makes 2-pt dunk at rim (assist by M. Smart),,69,58
289,3,2:16.0,,J. Winslow makes 2-pt jump shot from 4 ft,69,60
290,3,1:54.0,A. Horford misses 2-pt jump shot from 17 ft,,69,60
291,3,1:52.0,,Defensive rebound by J. Winslow,69,60
292,3,1:44.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Winslow),69,63
293,3,1:27.0,M. Smart makes 2-pt jump shot from 5 ft,,71,63
294,3,0:58.0,,W. Ellington misses 3-pt jump shot from 23 ft,71,63
295,3,0:58.0,Defensive rebound by Team,,71,63
296,3,0:58.0,,G. Dragić enters the game for J. Richardson,71,63
297,3,0:58.0,J. Tatum enters the game for J. Brown,,71,63
298,3,0:58.0,S. Larkin enters the game for A. Horford,,71,63
299,3,0:41.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by M. Smart),,74,63
300,3,0:17.0,,W. Ellington misses 3-pt jump shot from 22 ft,74,63
301,3,0:15.0,,Offensive rebound by Team,74,63
302,3,0:02.0,A. Horford enters the game for T. Rozier,,74,63
303,3,0:02.0,J. Brown enters the game for D. Theis,,74,63
304,3,0:02.0,A. Baynes enters the game for S. Larkin,,74,63
305,3,0:00.0,,J. Winslow misses 2-pt jump shot from 11 ft (block by A. Baynes),74,63
306,3,0:00.0,,Offensive rebound by Team,74,63
307,4,11:46.0,,Turnover by K. Olynyk (bad pass; steal by D. Theis),74,63
308,4,11:27.0,M. Smart misses 3-pt jump shot from 26 ft,,74,63
309,4,11:23.0,,Defensive rebound by J. Winslow,74,63
310,4,11:17.0,,J. Winslow makes 2-pt jump shot from 2 ft,74,65
311,4,10:59.0,Personal foul by J. Winslow (drawn by J. Tatum),,74,65
312,4,10:50.0,T. Rozier misses 2-pt layup from 1 ft,,74,65
313,4,10:47.0,,Defensive rebound by K. Olynyk,74,65
314,4,10:43.0,,K. Olynyk misses 2-pt layup from 1 ft,74,65
315,4,10:42.0,,Offensive rebound by Team,74,65
316,4,10:32.0,,Shooting foul by D. Theis (drawn by G. Dragić),74,65
317,4,10:32.0,,G. Dragić makes free throw 1 of 2,74,66
318,4,10:32.0,,G. Dragić makes free throw 2 of 2,74,67
319,4,10:18.0,S. Larkin misses 2-pt layup from 1 ft (block by G. Dragić),,74,67
320,4,10:16.0,Offensive rebound by D. Theis,,74,67
321,4,10:16.0,Turnover by D. Theis (out of bounds lost ball),,74,67
322,4,10:11.0,,Personal foul by S. Larkin (drawn by G. Dragić),74,67
323,4,9:58.0,,Shooting foul by D. Theis (drawn by K. Olynyk),74,67
324,4,9:58.0,,K. Olynyk makes free throw 1 of 2,74,68
325,4,9:58.0,,K. Olynyk makes free throw 2 of 2,74,69
326,4,9:43.0,Shooting foul by J. Winslow (drawn by J. Tatum),,74,69
327,4,9:43.0,J. Tatum makes free throw 1 of 2,,75,69
328,4,9:43.0,,J. Johnson enters the game for J. Winslow,75,69
329,4,9:43.0,J. Tatum makes free throw 2 of 2,,76,69
330,4,9:27.0,,G. Dragić makes 2-pt jump shot from 13 ft,76,71
331,4,9:13.0,Personal foul by G. Dragić (drawn by S. Larkin),,76,71
332,4,9:02.0,J. Tatum makes 2-pt layup from 2 ft,,78,71
333,4,8:48.0,,J. Johnson misses 3-pt jump shot from 23 ft,78,71
334,4,8:48.0,,Offensive rebound by K. Olynyk,78,71
335,4,8:48.0,,Shooting foul by J. Tatum (drawn by K. Olynyk),78,71
336,4,8:48.0,,K. Olynyk makes free throw 1 of 2,78,72
337,4,8:48.0,K. Irving enters the game for S. Larkin,,78,72
338,4,8:48.0,,K. Olynyk makes free throw 2 of 2,78,73
339,4,8:29.0,T. Rozier misses 2-pt layup from 3 ft (block by K. Olynyk),,78,73
340,4,8:25.0,,Defensive rebound by T. Johnson,78,73
341,4,8:21.0,,K. Olynyk misses 3-pt jump shot from 26 ft,78,73
342,4,8:18.0,Defensive rebound by T. Rozier,,78,73
343,4,8:06.0,K. Irving misses 3-pt jump shot from 25 ft,,78,73
344,4,8:03.0,,Defensive rebound by W. Ellington,78,73
345,4,7:49.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by G. Dragić),78,75
346,4,7:49.0,Boston full timeout,,78,75
347,4,7:49.0,A. Horford enters the game for D. Theis,,78,75
348,4,7:39.0,Personal foul by K. Olynyk (drawn by A. Horford),,78,75
349,4,7:32.0,M. Smart misses 2-pt layup from 1 ft,,78,75
350,4,7:32.0,Offensive rebound by M. Smart,,78,75
351,4,7:32.0,Personal foul by J. Johnson (drawn by M. Smart),,78,75
352,4,7:32.0,M. Smart makes free throw 1 of 2,,79,75
353,4,7:32.0,A. Baynes enters the game for J. Tatum,,79,75
354,4,7:32.0,M. Smart makes free throw 2 of 2,,80,75
355,4,7:13.0,,W. Ellington misses 3-pt jump shot from 25 ft,80,75
356,4,7:09.0,Defensive rebound by M. Smart,,80,75
357,4,7:02.0,Turnover by M. Smart (out of bounds lost ball),,80,75
358,4,7:02.0,,J. Richardson enters the game for W. Ellington,80,75
359,4,7:02.0,,J. Winslow enters the game for G. Dragić,80,75
360,4,7:02.0,J. Brown enters the game for M. Smart,,80,75
361,4,6:46.0,,T. Johnson misses 3-pt jump shot from 25 ft,80,75
362,4,6:44.0,Defensive rebound by T. Rozier,,80,75
363,4,6:30.0,T. Rozier misses 3-pt jump shot from 25 ft,,80,75
364,4,6:28.0,,Defensive rebound by J. Winslow,80,75
365,4,6:20.0,,T. Johnson misses 2-pt jump shot from 1 ft (block by A. Baynes),80,75
366,4,6:20.0,,Offensive rebound by Team,80,75
367,4,6:15.0,,Turnover by J. Richardson (out of bounds lost ball),80,75
368,4,5:58.0,Turnover by K. Irving (turnover; steal by T. Johnson),,80,75
369,4,5:52.0,,J. Johnson misses 2-pt layup from 1 ft,80,75
370,4,5:46.0,Defensive rebound by A. Baynes,,80,75
371,4,5:38.0,Personal foul by J. Richardson (drawn by A. Horford),,80,75
372,4,5:38.0,A. Horford makes free throw 1 of 2,,81,75
373,4,5:38.0,A. Horford makes free throw 2 of 2,,82,75
374,4,5:35.0,,Miami full timeout,82,75
375,4,5:35.0,,B. Adebayo enters the game for T. Johnson,82,75
376,4,5:35.0,,G. Dragić enters the game for K. Olynyk,82,75
377,4,5:25.0,,J. Richardson makes 2-pt jump shot from 21 ft (assist by J. Johnson),82,77
378,4,5:05.0,T. Rozier makes 2-pt layup from 1 ft,,84,77
379,4,4:45.0,,G. Dragić misses 2-pt jump shot from 18 ft,84,77
380,4,4:43.0,Defensive rebound by J. Brown,,84,77
381,4,4:25.0,J. Brown misses 2-pt layup at rim (block by J. Winslow),,84,77
382,4,4:22.0,,Defensive rebound by J. Winslow,84,77
383,4,4:18.0,,J. Richardson misses 3-pt jump shot from 24 ft,84,77
384,4,4:14.0,Defensive rebound by A. Horford,,84,77
385,4,4:05.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),,86,77
386,4,4:03.0,Technical foul by J. Brown,,86,77
387,4,4:03.0,,G. Dragić makes technical free throw,86,78
388,4,3:47.0,,J. Johnson misses 3-pt jump shot from 25 ft,86,78
