,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
32,1,6:38.0,,K. Love makes 2-pt hook shot from 11 ft (assist by I. Thomas),12,19
33,1,6:26.0,A. Tolliver makes 3-pt jump shot from 27 ft (assist by R. Bullock),,15,19
34,1,6:09.0,,K. Love misses 3-pt jump shot from 24 ft,15,19
35,1,6:07.0,Defensive rebound by A. Drummond,,15,19
36,1,5:57.0,Turnover by I. Smith (bad pass),,15,19
37,1,5:57.0,,D. Rose enters the game for I. Thomas,15,19
38,1,5:44.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by K. Love),15,22
39,1,5:18.0,I. Smith misses 2-pt jump shot from 14 ft,,15,22
40,1,5:16.0,,Defensive rebound by K. Love,15,22
41,1,5:11.0,,L. James misses 2-pt jump shot from 10 ft,15,22
42,1,5:08.0,Defensive rebound by A. Drummond,,15,22
43,1,5:03.0,I. Smith misses 2-pt layup from 1 ft,,15,22
44,1,4:59.0,,Defensive rebound by K. Love,15,22
45,1,4:57.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),15,24
46,1,4:57.0,,Shooting foul by A. Tolliver (drawn by T. Thompson),15,24
47,1,4:57.0,S. Johnson enters the game for A. Tolliver,,15,24
48,1,4:57.0,,T. Thompson makes free throw 1 of 1,15,25
49,1,4:50.0,I. Smith makes 2-pt layup from 1 ft,,17,25
50,1,4:50.0,Shooting foul by T. Thompson (drawn by I. Smith),,17,25
51,1,4:50.0,I. Smith makes free throw 1 of 1,,18,25
52,1,4:37.0,,L. James misses 2-pt jump shot from 5 ft,18,25
53,1,4:34.0,Defensive rebound by I. Smith,,18,25
54,1,4:32.0,Turnover by I. Smith (bad pass),,18,25
55,1,4:32.0,,C. Frye enters the game for T. Thompson,18,25
56,1,4:17.0,,Turnover by J. Smith (lost ball; steal by R. Bullock),18,25
57,1,4:11.0,T. Harris makes 2-pt layup at rim,,20,25
58,1,4:02.0,,Shooting foul by T. Harris (drawn by D. Rose),20,25
59,1,4:02.0,,D. Rose makes free throw 1 of 2,20,26
60,1,4:02.0,A. Tolliver enters the game for I. Smith,,20,26
61,1,4:02.0,L. Kennard enters the game for R. Bullock,,20,26
62,1,4:02.0,D. Buycks enters the game for T. Harris,,20,26
63,1,4:02.0,,D. Rose makes free throw 2 of 2,20,27
64,1,3:42.0,D. Buycks misses 2-pt jump shot from 6 ft,,20,27
65,1,3:36.0,Offensive rebound by A. Drummond,,20,27
66,1,3:36.0,A. Drummond makes 2-pt layup at rim,,22,27
67,1,3:26.0,,C. Frye makes 3-pt jump shot from 23 ft (assist by J. Smith),22,30
68,1,3:11.0,A. Drummond misses 2-pt jump shot from 9 ft,,22,30
69,1,3:08.0,,Defensive rebound by C. Frye,22,30
70,1,3:04.0,,L. James misses 2-pt layup from 1 ft,22,30
71,1,2:59.0,,Offensive rebound by L. James,22,30
72,1,2:59.0,,L. James misses 2-pt layup at rim,22,30
73,1,2:57.0,Defensive rebound by L. Kennard,,22,30
74,1,2:53.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by D. Buycks),,25,30
75,1,2:28.0,,K. Love misses 2-pt layup from 6 ft (block by S. Johnson),25,30
76,1,2:27.0,Defensive rebound by D. Buycks,,25,30
77,1,2:27.0,Personal foul by C. Frye (drawn by D. Buycks),,25,30
78,1,2:27.0,,Cleveland full timeout,25,30
79,1,2:15.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by L. Kennard),,28,30
80,1,1:53.0,,J. Crowder enters the game for K. Love,28,30
81,1,1:53.0,,K. Korver enters the game for J. Smith,28,30
82,1,1:50.0,,C. Frye misses 2-pt jump shot from 22 ft,28,30
83,1,1:47.0,Defensive rebound by D. Buycks,,28,30
84,1,1:35.0,L. Kennard misses 2-pt jump shot from 9 ft,,28,30
85,1,1:32.0,Offensive rebound by A. Drummond,,28,30
86,1,1:30.0,A. Drummond misses 2-pt jump shot from 4 ft,,28,30
87,1,1:27.0,,Defensive rebound by J. Crowder,28,30
88,1,1:13.0,,K. Korver misses 2-pt jump shot from 11 ft,28,30
89,1,1:10.0,Defensive rebound by A. Drummond,,28,30
90,1,0:59.0,S. Johnson misses 3-pt jump shot from 25 ft,,28,30
91,1,0:55.0,,Defensive rebound by C. Frye,28,30
92,1,0:47.0,,D. Rose misses 2-pt layup from 1 ft,28,30
93,1,0:44.0,Defensive rebound by A. Drummond,,28,30
94,1,0:35.0,Turnover by A. Drummond (bad pass; steal by C. Frye),,28,30
95,1,0:31.0,,J. Crowder makes 2-pt layup from 1 ft (assist by L. James),28,32
96,1,0:15.0,L. Kennard misses 2-pt jump shot from 14 ft,,28,32
97,1,0:14.0,,Defensive rebound by Team,28,32
98,1,0:14.0,Loose ball foul by A. Drummond (drawn by C. Frye),,28,32
99,1,0:14.0,E. Moreland enters the game for A. Drummond,,28,32
100,1,0:04.0,,Shooting foul by S. Johnson (drawn by L. James),28,32
101,1,0:04.0,,L. James misses free throw 1 of 2,28,32
102,1,0:04.0,,Offensive rebound by Team,28,32
103,1,0:04.0,,J. Green enters the game for C. Frye,28,32
104,1,0:04.0,,L. James makes free throw 2 of 2,28,33
105,2,11:50.0,,J. Green makes 2-pt dunk from 1 ft (assist by I. Thomas),28,35
106,2,11:32.0,S. Johnson makes 2-pt layup from 1 ft (assist by D. Buycks),,30,35
107,2,11:12.0,,Turnover by C. Frye (lost ball; steal by S. Johnson),30,35
108,2,11:09.0,Shooting foul by J. Green (drawn by S. Johnson),,30,35
109,2,11:09.0,S. Johnson misses free throw 1 of 2,,30,35
110,2,11:09.0,Offensive rebound by Team,,30,35
111,2,11:09.0,S. Johnson makes free throw 2 of 2,,31,35
112,2,10:59.0,,Personal foul by D. Buycks (drawn by I. Thomas),31,35
113,2,10:44.0,,C. Frye misses 3-pt jump shot from 26 ft,31,35
114,2,10:41.0,Defensive rebound by L. Kennard,,31,35
115,2,10:38.0,Shooting foul by K. Korver (drawn by S. Johnson),,31,35
116,2,10:34.0,D. Buycks makes 2-pt jump shot from 18 ft,,33,35
117,2,10:19.0,,I. Thomas misses 2-pt jump shot from 6 ft (block by E. Moreland),33,35
118,2,10:14.0,,Offensive rebound by K. Korver,33,35
119,2,10:12.0,,I. Thomas misses 3-pt jump shot from 23 ft,33,35
120,2,10:12.0,Defensive rebound by S. Johnson,,33,35
121,2,9:57.0,L. Kennard makes 2-pt layup from 1 ft (assist by S. Johnson),,35,35
122,2,9:57.0,,Cleveland full timeout,35,35
123,2,9:34.0,,J. Green misses 2-pt layup from 1 ft,35,35
124,2,9:31.0,Defensive rebound by E. Moreland,,35,35
125,2,9:28.0,D. Buycks misses 2-pt jump shot from 11 ft,,35,35
126,2,9:24.0,,Defensive rebound by J. Green,35,35
127,2,9:24.0,,Personal foul by E. Moreland (drawn by J. Green),35,35
128,2,9:17.0,,J. Green misses 3-pt jump shot from 25 ft,35,35
129,2,9:14.0,Defensive rebound by L. Kennard,,35,35
130,2,9:06.0,S. Johnson makes 2-pt jump shot from 18 ft,,37,35
131,2,8:51.0,,K. Korver misses 3-pt jump shot from 22 ft,37,35
132,2,8:49.0,Defensive rebound by S. Johnson,,37,35
133,2,8:42.0,A. Tolliver misses 3-pt jump shot from 25 ft,,37,35
134,2,8:42.0,,Defensive rebound by Team,37,35
135,2,8:42.0,Loose ball foul by E. Moreland (drawn by C. Frye),,37,35
136,2,8:42.0,T. Harris enters the game for A. Tolliver,,37,35
137,2,8:27.0,,J. Crowder makes 2-pt layup from 1 ft (assist by K. Korver),37,37
138,2,8:09.0,T. Harris makes 3-pt jump shot from 23 ft (assist by S. Johnson),,40,37
139,2,7:57.0,Loose ball foul by T. Harris (drawn by J. Green),,40,37
140,2,7:57.0,A. Tolliver enters the game for T. Harris,,40,37
141,2,7:48.0,,K. Korver misses 3-pt jump shot from 28 ft,40,37
142,2,7:45.0,,Offensive rebound by J. Crowder,40,37
143,2,7:45.0,,I. Thomas misses 3-pt jump shot from 25 ft,40,37
144,2,7:44.0,,Offensive rebound by C. Frye,40,37
145,2,7:44.0,,C. Frye makes 2-pt dunk at rim,40,39
146,2,7:35.0,Detroit full timeout,,40,39
147,2,7:35.0,,L. James enters the game for C. Frye,40,39
148,2,7:35.0,R. Bullock enters the game for L. Kennard,,40,39
149,2,7:17.0,S. Johnson misses 3-pt jump shot from 29 ft,,40,39
150,2,7:17.0,,Defensive rebound by Team,40,39
151,2,6:59.0,,J. Green misses 2-pt jump shot from 4 ft (block by E. Moreland),40,39
152,2,6:57.0,Defensive rebound by R. Bullock,,40,39
153,2,6:57.0,Personal foul by J. Crowder (drawn by S. Johnson),,40,39
154,2,6:57.0,I. Smith enters the game for D. Buycks,,40,39
155,2,6:57.0,A. Drummond enters the game for E. Moreland,,40,39
156,2,6:57.0,,K. Love enters the game for J. Green,40,39
157,2,6:46.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Smith),,43,39
158,2,6:35.0,,J. Crowder misses 2-pt layup at rim,43,39
159,2,6:32.0,Defensive rebound by S. Johnson,,43,39
160,2,6:28.0,I. Smith misses 3-pt jump shot from 22 ft,,43,39
161,2,6:26.0,,Defensive rebound by K. Love,43,39
162,2,6:21.0,,K. Korver misses 3-pt jump shot from 24 ft,43,39
163,2,6:20.0,Defensive rebound by S. Johnson,,43,39
164,2,6:05.0,A. Drummond misses 2-pt dunk from 1 ft,,43,39
165,2,6:04.0,,Defensive rebound by L. James,43,39
166,2,6:04.0,,Shooting foul by S. Johnson (drawn by J. Crowder),43,39
167,2,6:04.0,,J. Crowder misses free throw 1 of 2,43,39
168,2,6:04.0,,Offensive rebound by Team,43,39
169,2,6:04.0,,J. Smith enters the game for K. Korver,43,39
170,2,6:04.0,,J. Crowder makes free throw 2 of 2,43,40
171,2,5:51.0,R. Bullock misses 3-pt jump shot from 25 ft,,43,40
172,2,5:47.0,Offensive rebound by A. Drummond,,43,40
173,2,5:46.0,Personal foul by I. Thomas (drawn by R. Bullock),,43,40
174,2,5:31.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by A. Tolliver),,45,40
175,2,5:18.0,,Shooting foul by R. Bullock (drawn by J. Smith),45,40
176,2,5:18.0,,J. Smith makes free throw 1 of 3,45,41
177,2,5:18.0,,J. Smith makes free throw 2 of 3,45,42
178,2,5:18.0,,T. Thompson enters the game for J. Crowder,45,42
179,2,5:18.0,,J. Smith makes free throw 3 of 3,45,43
180,2,5:02.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by A. Drummond),,48,43
181,2,4:47.0,,Personal block foul by A. Drummond (drawn by I. Thomas),48,43
182,2,4:47.0,,I. Thomas makes free throw 1 of 2,48,44
183,2,4:47.0,,I. Thomas makes free throw 2 of 2,48,45
184,2,4:25.0,S. Johnson misses 3-pt jump shot from 25 ft,,48,45
185,2,4:22.0,,Defensive rebound by J. Smith,48,45
186,2,4:17.0,,Turnover by L. James (bad pass),48,45
187,2,4:07.0,I. Smith misses 2-pt jump shot from 11 ft,,48,45
188,2,4:02.0,,Defensive rebound by K. Love,48,45
189,2,3:57.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),48,48
190,2,3:30.0,S. Johnson misses 2-pt jump shot from 8 ft,,48,48
191,2,3:27.0,,Defensive rebound by T. Thompson,48,48
192,2,3:19.0,,T. Thompson makes 2-pt jump shot from 8 ft,48,50
193,2,3:08.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by I. Smith),,51,50
194,2,2:47.0,,I. Thomas misses 2-pt jump shot from 11 ft,51,50
195,2,2:44.0,Defensive rebound by A. Drummond,,51,50
196,2,2:39.0,Offensive foul by I. Smith (drawn by K. Love),,51,50
197,2,2:39.0,Turnover by I. Smith (offensive foul),,51,50
198,2,2:39.0,,D. Rose enters the game for I. Thomas,51,50
199,2,2:22.0,,L. James misses 3-pt jump shot from 25 ft,51,50
200,2,2:18.0,Defensive rebound by I. Smith,,51,50
201,2,2:12.0,A. Drummond makes 2-pt dunk at rim (assist by A. Tolliver),,53,50
202,2,1:54.0,,K. Love misses 2-pt jump shot from 5 ft,53,50
203,2,1:51.0,Defensive rebound by A. Drummond,,53,50
204,2,1:47.0,S. Johnson misses 2-pt layup from 2 ft,,53,50
205,2,1:47.0,,Defensive rebound by L. James,53,50
206,2,1:43.0,,L. James makes 2-pt jump shot from 7 ft,53,52
207,2,1:43.0,,Shooting foul by I. Smith (drawn by L. James),53,52
208,2,1:43.0,E. Moreland enters the game for A. Drummond,,53,52
209,2,1:43.0,D. Buycks enters the game for I. Smith,,53,52
210,2,1:43.0,,L. James makes free throw 1 of 1,53,53
211,2,1:36.0,Personal foul by J. Smith (drawn by A. Tolliver),,53,53
212,2,1:36.0,A. Tolliver makes free throw 1 of 2,,54,53
213,2,1:36.0,,J. Green enters the game for T. Thompson,54,53
214,2,1:36.0,A. Tolliver misses free throw 2 of 2,,54,53
215,2,1:33.0,,Defensive rebound by J. Smith,54,53
216,2,1:22.0,,Turnover by L. James (bad pass; steal by S. Johnson),54,53
217,2,1:12.0,D. Buycks makes 2-pt layup from 1 ft (assist by A. Tolliver),,56,53
218,2,1:07.0,,D. Rose misses 2-pt layup at rim (block by D. Buycks),56,53
219,2,1:07.0,Defensive rebound by Team,,56,53
220,2,0:54.0,E. Moreland makes 2-pt layup from 1 ft (assist by R. Bullock),,58,53
221,2,0:35.0,,K. Love makes 2-pt jump shot from 12 ft,58,55
222,2,0:20.0,R. Bullock misses 2-pt layup from 1 ft,,58,55
223,2,0:20.0,Offensive rebound by Team,,58,55
224,2,0:16.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by D. Buycks),,61,55
225,2,0:02.0,,L. James makes 3-pt jump shot from 25 ft,61,58
226,2,0:00.0,S. Johnson misses 3-pt jump shot from 51 ft,,61,58
227,2,0:00.0,Offensive rebound by Team,,61,58
228,3,11:43.0,,L. James makes 2-pt jump shot from 13 ft,61,60
229,3,11:16.0,T. Harris misses 3-pt jump shot from 26 ft,,61,60
230,3,11:15.0,,Defensive rebound by K. Love,61,60
231,3,11:02.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by L. James),61,63
232,3,10:43.0,T. Harris misses 2-pt jump shot from 12 ft,,61,63
233,3,10:43.0,,Defensive rebound by T. Thompson,61,63
234,3,10:21.0,,K. Love misses 3-pt jump shot from 22 ft,61,63
235,3,10:19.0,Defensive rebound by A. Drummond,,61,63
236,3,10:05.0,A. Tolliver makes 2-pt layup from 1 ft (assist by A. Drummond),,63,63
237,3,9:50.0,,I. Thomas misses 2-pt jump shot from 19 ft,63,63
238,3,9:48.0,Defensive rebound by I. Smith,,63,63
239,3,9:41.0,T. Harris misses 3-pt jump shot from 26 ft,,63,63
240,3,9:38.0,Offensive rebound by I. Smith,,63,63
241,3,9:38.0,Shooting foul by I. Thomas (drawn by A. Drummond),,63,63
242,3,9:38.0,A. Drummond misses free throw 1 of 2,,63,63
243,3,9:38.0,Offensive rebound by Team,,63,63
244,3,9:38.0,A. Drummond makes free throw 2 of 2,,64,63
245,3,9:17.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),64,66
246,3,9:00.0,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,67,66
247,3,8:33.0,,K. Love misses 2-pt layup from 3 ft,67,66
248,3,8:31.0,Defensive rebound by A. Tolliver,,67,66
249,3,8:24.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by A. Tolliver),,70,66
250,3,8:24.0,,Cleveland full timeout,70,66
251,3,8:08.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),70,69
252,3,7:49.0,T. Harris misses 2-pt layup from 1 ft,,70,69
253,3,7:46.0,,Defensive rebound by K. Love,70,69
254,3,7:31.0,,I. Thomas makes 2-pt jump shot from 16 ft,70,71
255,3,7:22.0,Personal foul by I. Thomas (drawn by I. Smith),,70,71
256,3,7:15.0,A. Drummond makes 2-pt dunk at rim (assist by I. Smith),,72,71
257,3,6:53.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),72,74
258,3,6:42.0,Shooting block foul by K. Love (drawn by R. Bullock),,72,74
259,3,6:42.0,R. Bullock makes free throw 1 of 2,,73,74
260,3,6:42.0,R. Bullock makes free throw 2 of 2,,74,74
261,3,6:32.0,,Turnover by I. Thomas (bad pass),74,74
262,3,6:18.0,T. Harris misses 3-pt jump shot from 25 ft,,74,74
263,3,6:17.0,Offensive rebound by A. Drummond,,74,74
264,3,6:17.0,A. Drummond misses 2-pt layup at rim,,74,74
265,3,6:15.0,,Defensive rebound by I. Thomas,74,74
266,3,6:08.0,,L. James makes 2-pt layup at rim (assist by I. Thomas),74,76
267,3,6:08.0,,Shooting foul by A. Drummond (drawn by L. James),74,76
268,3,6:08.0,,L. James makes free throw 1 of 1,74,77
269,3,5:50.0,T. Harris makes 2-pt layup from 1 ft (assist by R. Bullock),,76,77
270,3,5:34.0,,K. Love misses 2-pt layup from 1 ft,76,77
271,3,5:31.0,Defensive rebound by R. Bullock,,76,77
272,3,5:27.0,I. Smith misses 2-pt jump shot from 17 ft,,76,77
273,3,5:27.0,,Defensive rebound by K. Love,76,77
274,3,5:20.0,,I. Thomas misses 3-pt jump shot from 25 ft,76,77
275,3,5:16.0,Defensive rebound by T. Harris,,76,77
276,3,5:06.0,A. Tolliver misses 3-pt jump shot from 25 ft,,76,77
277,3,5:02.0,,Defensive rebound by T. Thompson,76,77
278,3,4:57.0,,Cleveland full timeout,76,77
279,3,4:57.0,,J. Green enters the game for K. Love,76,77
280,3,4:57.0,,J. Crowder enters the game for L. James,76,77
281,3,4:57.0,S. Johnson enters the game for A. Tolliver,,76,77
282,3,4:45.0,,Turnover by J. Smith (bad pass; steal by A. Drummond),76,77
283,3,4:40.0,T. Harris makes 3-pt jump shot from 24 ft (assist by S. Johnson),,79,77
284,3,4:19.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by I. Thomas),79,80
285,3,4:00.0,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Bullock),,81,80
286,3,3:39.0,,T. Thompson misses 2-pt layup from 2 ft,81,80
287,3,3:37.0,Defensive rebound by T. Harris,,81,80
288,3,3:31.0,I. Smith makes 2-pt jump shot from 11 ft,,83,80
289,3,3:09.0,,J. Smith misses 3-pt jump shot from 25 ft,83,80
290,3,3:07.0,Defensive rebound by R. Bullock,,83,80
291,3,3:02.0,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),,85,80
292,3,2:41.0,,Shooting foul by I. Smith (drawn by I. Thomas),85,80
293,3,2:41.0,,I. Thomas makes free throw 1 of 2,85,81
294,3,2:41.0,,K. Korver enters the game for J. Smith,85,81
295,3,2:41.0,,C. Frye enters the game for T. Thompson,85,81
296,3,2:41.0,L. Kennard enters the game for I. Smith,,85,81
297,3,2:41.0,D. Buycks enters the game for R. Bullock,,85,81
298,3,2:41.0,,I. Thomas misses free throw 2 of 2,85,81
299,3,2:39.0,Defensive rebound by T. Harris,,85,81
300,3,2:26.0,L. Kennard misses 2-pt layup from 1 ft,,85,81
301,3,2:23.0,,Defensive rebound by J. Green,85,81
302,3,2:19.0,,I. Thomas makes 2-pt layup at rim (assist by J. Green),85,83
303,3,2:04.0,S. Johnson misses 3-pt jump shot from 23 ft,,85,83
304,3,2:04.0,,Defensive rebound by C. Frye,85,83
305,3,1:53.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by C. Frye),85,86
306,3,1:37.0,T. Harris misses 3-pt jump shot from 23 ft,,85,86
307,3,1:35.0,,Defensive rebound by I. Thomas,85,86
308,3,1:17.0,,I. Thomas makes 2-pt layup from 2 ft,85,88
309,3,1:02.0,T. Harris misses 2-pt jump shot from 12 ft,,85,88
310,3,0:59.0,,Defensive rebound by C. Frye,85,88
311,3,0:54.0,,K. Korver misses 3-pt jump shot from 23 ft,85,88
312,3,0:52.0,Defensive rebound by D. Buycks,,85,88
313,3,0:46.0,D. Buycks misses 3-pt jump shot from 26 ft,,85,88
314,3,0:42.0,,Defensive rebound by C. Frye,85,88
315,3,0:39.0,,J. Green makes 2-pt dunk from 1 ft (assist by I. Thomas),85,90
316,3,0:29.0,Personal foul by K. Korver (drawn by L. Kennard),,85,90
317,3,0:21.0,A. Drummond makes 2-pt layup from 1 ft (assist by L. Kennard),,87,90
318,3,0:06.0,,Personal foul by D. Buycks (drawn by C. Frye),87,90
319,3,0:01.0,,I. Thomas misses 2-pt layup from 7 ft (block by A. Drummond),87,90
320,3,0:01.0,,Offensive rebound by Team,87,90
321,4,11:47.0,L. Kennard misses 3-pt jump shot from 26 ft,,87,90
322,4,11:46.0,,Defensive rebound by Team,87,90
323,4,11:34.0,,Turnover by J. Green (bad pass),87,90
324,4,11:18.0,S. Johnson makes 2-pt layup from 1 ft (assist by E. Moreland),,89,90
325,4,11:13.0,,Shooting foul by A. Tolliver (drawn by J. Crowder),89,90
326,4,11:13.0,,J. Crowder makes free throw 1 of 2,89,91
327,4,11:13.0,,J. Crowder makes free throw 2 of 2,89,92
328,4,10:49.0,S. Johnson misses 2-pt jump shot from 19 ft,,89,92
329,4,10:49.0,,Defensive rebound by Team,89,92
330,4,10:38.0,,Turnover by J. Green (bad pass),89,92
331,4,10:28.0,L. Kennard misses 2-pt jump shot from 7 ft (block by K. Korver),,89,92
332,4,10:27.0,,Defensive rebound by K. Korver,89,92
333,4,10:14.0,,Shooting foul by A. Tolliver (drawn by J. Green),89,92
334,4,10:14.0,,J. Green misses free throw 1 of 2,89,92
335,4,10:14.0,,Offensive rebound by Team,89,92
336,4,10:14.0,,J. Green makes free throw 2 of 2,89,93
337,4,9:51.0,D. Buycks misses 2-pt layup from 2 ft,,89,93
338,4,9:49.0,,Defensive rebound by K. Korver,89,93
339,4,9:37.0,,C. Frye misses 2-pt layup from 2 ft (block by E. Moreland),89,93
340,4,9:33.0,Defensive rebound by D. Buycks,,89,93
341,4,9:31.0,L. Kennard misses 3-pt jump shot from 25 ft,,89,93
342,4,9:27.0,Offensive rebound by E. Moreland,,89,93
343,4,9:15.0,D. Buycks misses 3-pt jump shot from 25 ft,,89,93
344,4,9:13.0,,Defensive rebound by J. Crowder,89,93
345,4,9:12.0,,Personal foul by A. Tolliver (drawn by J. Green),89,93
346,4,9:05.0,,J. Crowder misses 3-pt jump shot from 26 ft,89,93
347,4,9:03.0,Defensive rebound by E. Moreland,,89,93
348,4,8:47.0,D. Buycks makes 2-pt layup at rim (assist by E. Moreland),,91,93
349,4,8:21.0,,L. James misses 3-pt jump shot from 25 ft,91,93
350,4,8:18.0,Defensive rebound by A. Tolliver,,91,93
351,4,8:14.0,S. Johnson makes 2-pt layup from 1 ft,,93,93
352,4,7:46.0,,L. James makes 2-pt layup at rim,93,95
353,4,7:33.0,D. Buycks makes 2-pt layup from 1 ft (assist by E. Moreland),,95,95
354,4,7:15.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),95,98
355,4,6:55.0,S. Johnson misses 2-pt layup from 3 ft (block by J. Crowder),,95,98
356,4,6:54.0,,Defensive rebound by L. James,95,98
357,4,6:54.0,,Personal foul by D. Buycks (drawn by L. James),95,98
358,4,6:54.0,,Cleveland full timeout,95,98
359,4,6:54.0,A. Drummond enters the game for A. Tolliver,,95,98
360,4,6:54.0,T. Harris enters the game for E. Moreland,,95,98
361,4,6:35.0,,L. James misses 3-pt jump shot from 24 ft,95,98
362,4,6:32.0,Defensive rebound by L. Kennard,,95,98
363,4,6:20.0,S. Johnson makes 2-pt jump shot from 15 ft (assist by T. Harris),,97,98
364,4,6:01.0,,J. Crowder makes 2-pt layup from 2 ft (assist by L. James),97,100
365,4,5:36.0,T. Harris misses 2-pt jump shot from 21 ft,,97,100
366,4,5:33.0,,Defensive rebound by L. James,97,100
367,4,5:26.0,,C. Frye makes 2-pt layup from 1 ft (assist by L. James),97,102
368,4,5:26.0,Detroit full timeout,,97,102
369,4,5:26.0,I. Smith enters the game for L. Kennard,,97,102
370,4,5:26.0,R. Bullock enters the game for S. Johnson,,97,102
371,4,5:26.0,A. Tolliver enters the game for D. Buycks,,97,102
372,4,5:14.0,T. Harris misses 2-pt jump shot from 8 ft,,97,102
373,4,5:11.0,,Defensive rebound by C. Frye,97,102
374,4,5:08.0,,Shooting foul by T. Harris (drawn by L. James),97,102
375,4,5:08.0,Technical foul by T. Harris,,97,102
376,4,5:08.0,,K. Korver makes technical free throw,97,103
377,4,5:08.0,,L. James makes free throw 1 of 2,97,104
378,4,5:08.0,,L. James makes free throw 2 of 2,97,105
379,4,4:58.0,A. Drummond misses 2-pt layup from 2 ft,,97,105
380,4,4:56.0,,Defensive rebound by L. James,97,105
381,4,4:48.0,,J. Green misses 3-pt jump shot from 23 ft,97,105
382,4,4:45.0,Defensive rebound by R. Bullock,,97,105
383,4,4:27.0,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Drummond),,100,105
384,4,4:10.0,,C. Frye misses 3-pt jump shot from 24 ft,100,105
385,4,4:07.0,Defensive rebound by R. Bullock,,100,105
386,4,4:01.0,Turnover by I. Smith (lost ball; steal by L. James),,100,105
387,4,3:46.0,,L. James makes 2-pt layup at rim,100,107
388,4,3:46.0,,Shooting foul by A. Drummond (drawn by L. James),100,107
389,4,3:46.0,,K. Love enters the game for C. Frye,100,107
390,4,3:46.0,,J. Smith enters the game for J. Green,100,107
