,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
70,1,3:54.0,Shooting foul by K. Irving (drawn by J. Simmons),,19,21
71,1,3:54.0,J. Simmons makes free throw 1 of 1,,20,21
72,1,3:41.0,,J. Brown makes 2-pt layup from 1 ft (assist by A. Baynes),20,23
73,1,3:22.0,Turnover by J. Simmons (bad pass; steal by M. Smart),,20,23
74,1,3:12.0,,A. Baynes misses 2-pt dunk from 1 ft,20,23
75,1,3:10.0,,Offensive rebound by A. Baynes,20,23
76,1,3:06.0,,A. Baynes misses 2-pt hook shot from 2 ft,20,23
77,1,3:03.0,Defensive rebound by E. Payton,,20,23
78,1,2:57.0,A. Gordon misses 3-pt jump shot from 25 ft,,20,23
79,1,2:54.0,Offensive rebound by E. Payton,,20,23
80,1,2:37.0,A. Gordon misses 3-pt jump shot from 25 ft,,20,23
81,1,2:34.0,,Defensive rebound by J. Brown,20,23
82,1,2:27.0,,K. Irving makes 2-pt layup from 1 ft,20,25
83,1,2:11.0,Turnover by E. Payton (bad pass),,20,25
84,1,2:11.0,,T. Rozier enters the game for K. Irving,20,25
85,1,2:11.0,M. Speights enters the game for E. Payton,,20,25
86,1,2:11.0,D. Augustin enters the game for B. Biyombo,,20,25
87,1,2:11.0,W. Iwundu enters the game for J. Simmons,,20,25
88,1,1:56.0,,T. Rozier misses 3-pt jump shot from 25 ft,20,25
89,1,1:50.0,Defensive rebound by M. Speights,,20,25
90,1,1:39.0,A. Gordon makes 2-pt jump shot from 15 ft (assist by S. Mack),,22,25
91,1,1:30.0,,M. Smart misses 2-pt jump shot from 9 ft,22,25
92,1,1:28.0,Defensive rebound by W. Iwundu,,22,25
93,1,1:24.0,A. Gordon misses 2-pt layup from 2 ft,,22,25
94,1,1:22.0,Offensive rebound by W. Iwundu,,22,25
95,1,1:22.0,W. Iwundu makes 2-pt layup at rim,,24,25
96,1,1:03.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,24,25
97,1,1:02.0,Defensive rebound by D. Augustin,,24,25
98,1,0:58.0,A. Gordon makes 2-pt dunk at rim (assist by S. Mack),,26,25
99,1,0:46.0,,M. Smart misses 3-pt jump shot from 25 ft,26,25
100,1,0:45.0,Defensive rebound by W. Iwundu,,26,25
101,1,0:37.0,D. Augustin makes 2-pt layup from 1 ft,,28,25
102,1,0:25.0,,Personal foul by A. Gordon (drawn by T. Rozier),28,25
103,1,0:25.0,,D. Theis enters the game for J. Brown,28,25
104,1,0:25.0,,A. Horford enters the game for S. Ojeleye,28,25
105,1,0:25.0,,J. Tatum enters the game for A. Baynes,28,25
106,1,0:13.0,,A. Horford makes 2-pt hook shot from 4 ft (assist by D. Theis),28,27
107,1,0:06.0,Personal foul by M. Smart (drawn by D. Augustin),,28,27
108,1,0:05.0,Turnover by W. Iwundu (bad pass; steal by T. Rozier),,28,27
109,1,0:03.0,,T. Rozier makes 2-pt layup at rim,28,29
110,1,0:00.0,W. Iwundu misses 3-pt jump shot from 27 ft,,28,29
111,1,0:00.0,Offensive rebound by Team,,28,29
112,2,11:48.0,Personal foul by A. Horford (drawn by M. Speights),,28,29
113,2,11:39.0,,Violation by D. Theis (def goaltending),28,29
114,2,11:39.0,M. Speights makes 2-pt hook shot from 4 ft (assist by D. Augustin),,30,29
115,2,11:20.0,,M. Smart makes 2-pt layup from 1 ft (assist by A. Horford),30,31
116,2,11:00.0,M. Speights misses 2-pt jump shot from 11 ft,,30,31
117,2,10:58.0,Offensive rebound by D. Augustin,,30,31
118,2,10:41.0,D. Augustin makes 2-pt layup from 1 ft (assist by S. Mack),,32,31
119,2,10:29.0,,D. Theis makes 2-pt dunk at rim (assist by M. Smart),32,33
120,2,10:17.0,D. Augustin makes 3-pt jump shot from 26 ft,,35,33
121,2,10:06.0,,T. Rozier misses 2-pt jump shot from 19 ft,35,33
122,2,10:03.0,Defensive rebound by W. Iwundu,,35,33
123,2,9:58.0,M. Speights makes 3-pt jump shot from 29 ft (assist by W. Iwundu),,38,33
124,2,9:43.0,,D. Theis makes 2-pt dunk at rim (assist by M. Smart),38,35
125,2,9:20.0,M. Hezonja misses 3-pt jump shot from 32 ft,,38,35
126,2,9:16.0,,Defensive rebound by D. Theis,38,35
127,2,9:04.0,,T. Rozier misses 3-pt jump shot from 23 ft,38,35
128,2,9:01.0,,Offensive rebound by D. Theis,38,35
129,2,8:59.0,,Offensive foul by J. Tatum (drawn by S. Mack),38,35
130,2,8:59.0,,Turnover by J. Tatum (offensive foul),38,35
131,2,8:35.0,Shooting foul by J. Tatum (drawn by D. Augustin),,38,35
132,2,8:35.0,D. Augustin makes free throw 1 of 3,,39,35
133,2,8:35.0,D. Augustin makes free throw 2 of 3,,40,35
134,2,8:35.0,,K. Irving enters the game for D. Theis,40,35
135,2,8:35.0,,M. Morris enters the game for M. Smart,40,35
136,2,8:35.0,D. Augustin makes free throw 3 of 3,,41,35
137,2,8:19.0,,K. Irving makes 2-pt jump shot from 12 ft,41,37
138,2,7:57.0,S. Mack misses 2-pt layup from 2 ft,,41,37
139,2,7:56.0,Offensive rebound by M. Hezonja,,41,37
140,2,7:56.0,M. Hezonja makes 2-pt dunk at rim,,43,37
141,2,7:34.0,,A. Horford misses 2-pt hook shot from 8 ft (block by M. Speights),43,37
142,2,7:31.0,Defensive rebound by S. Mack,,43,37
143,2,7:27.0,S. Mack makes 2-pt layup from 1 ft,,45,37
144,2,7:00.0,,Personal foul by M. Hezonja (drawn by M. Morris),45,37
145,2,6:47.0,,M. Morris makes 2-pt jump shot from 4 ft (assist by A. Horford),45,39
146,2,6:24.0,Shooting foul by M. Morris (drawn by M. Hezonja),,45,39
147,2,6:24.0,,Boston full timeout,45,39
148,2,6:24.0,,J. Brown enters the game for T. Rozier,45,39
149,2,6:24.0,,D. Theis enters the game for A. Horford,45,39
150,2,6:24.0,E. Fournier enters the game for M. Speights,,45,39
151,2,6:24.0,K. Birch enters the game for W. Iwundu,,45,39
152,2,6:24.0,M. Hezonja misses free throw 1 of 2,,45,39
153,2,6:24.0,Offensive rebound by Team,,45,39
154,2,6:24.0,M. Hezonja misses free throw 2 of 2,,45,39
155,2,6:24.0,,Defensive rebound by J. Brown,45,39
156,2,6:09.0,,Personal foul by D. Augustin (drawn by K. Irving),45,39
157,2,5:57.0,,J. Tatum makes 2-pt jump shot from 20 ft (assist by D. Theis),45,41
158,2,5:42.0,M. Hezonja misses 2-pt jump shot from 20 ft,,45,41
159,2,5:40.0,,Defensive rebound by K. Irving,45,41
160,2,5:37.0,,Personal foul by S. Mack (drawn by K. Irving),45,41
161,2,5:37.0,J. Simmons enters the game for S. Mack,,45,41
162,2,5:37.0,A. Gordon enters the game for M. Hezonja,,45,41
163,2,5:37.0,E. Payton enters the game for D. Augustin,,45,41
164,2,5:29.0,,Turnover by J. Brown (traveling),45,41
165,2,5:14.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),,48,41
166,2,5:01.0,,Shooting foul by K. Birch (drawn by K. Irving),48,41
167,2,5:01.0,,K. Irving makes free throw 1 of 2,48,42
168,2,5:01.0,,M. Smart enters the game for J. Tatum,48,42
169,2,5:01.0,,K. Irving makes free throw 2 of 2,48,43
170,2,4:45.0,E. Fournier misses 3-pt jump shot from 24 ft,,48,43
171,2,4:41.0,,Defensive rebound by D. Theis,48,43
172,2,4:39.0,,Personal foul by J. Simmons (drawn by M. Morris),48,43
173,2,4:39.0,,M. Morris makes free throw 1 of 2,48,44
174,2,4:39.0,,M. Morris makes free throw 2 of 2,48,45
175,2,4:18.0,Personal foul by M. Smart (drawn by J. Simmons),,48,45
176,2,4:11.0,J. Simmons makes 2-pt jump shot from 17 ft,,50,45
177,2,3:54.0,,K. Irving misses 2-pt jump shot from 4 ft,50,45
178,2,3:52.0,Defensive rebound by A. Gordon,,50,45
179,2,3:46.0,E. Fournier makes 2-pt jump shot from 20 ft (assist by A. Gordon),,52,45
180,2,3:31.0,,Shooting foul by K. Birch (drawn by M. Morris),52,45
181,2,3:31.0,,M. Morris makes free throw 1 of 2,52,46
182,2,3:31.0,,A. Horford enters the game for D. Theis,52,46
183,2,3:31.0,,M. Morris makes free throw 2 of 2,52,47
184,2,3:19.0,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),,54,47
185,2,3:06.0,,M. Morris misses 3-pt jump shot from 23 ft,54,47
186,2,3:06.0,Defensive rebound by K. Birch,,54,47
187,2,2:54.0,Turnover by E. Fournier (bad pass; steal by M. Morris),,54,47
188,2,2:47.0,,K. Irving misses 2-pt layup from 2 ft,54,47
189,2,2:46.0,,Offensive rebound by M. Morris,54,47
190,2,2:46.0,,M. Morris makes 2-pt layup at rim,54,49
191,2,2:46.0,Orlando full timeout,,54,49
192,2,2:46.0,B. Biyombo enters the game for K. Birch,,54,49
193,2,2:25.0,A. Gordon misses 2-pt jump shot from 12 ft,,54,49
194,2,2:22.0,,Defensive rebound by K. Irving,54,49
195,2,2:08.0,,A. Horford misses 2-pt jump shot from 6 ft (block by B. Biyombo),54,49
196,2,2:04.0,,Offensive rebound by K. Irving,54,49
197,2,2:03.0,,M. Morris misses 3-pt jump shot from 26 ft,54,49
198,2,2:03.0,,Offensive rebound by K. Irving,54,49
199,2,1:58.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by M. Smart),54,52
200,2,1:28.0,J. Simmons makes 2-pt hook shot from 2 ft,,56,52
201,2,1:13.0,,K. Irving makes 2-pt jump shot from 17 ft (assist by A. Horford),56,54
202,2,0:45.0,E. Payton makes 2-pt layup from 1 ft,,58,54
203,2,0:28.0,,K. Irving makes 3-pt jump shot from 25 ft,58,57
204,2,0:06.0,,Offensive charge foul by J. Simmons (drawn by K. Irving),58,57
205,2,0:06.0,Turnover by J. Simmons (offensive foul),,58,57
206,2,0:06.0,D. Augustin enters the game for J. Simmons,,58,57
207,2,0:03.0,Violation by A. Gordon (def goaltending),,58,57
208,2,0:03.0,,M. Morris makes 2-pt layup from 2 ft (assist by K. Irving),58,59
209,2,0:00.0,E. Payton misses 2-pt layup from 1 ft,,58,59
210,2,0:00.0,Offensive rebound by Team,,58,59
211,3,11:40.0,A. Gordon misses 2-pt jump shot from 13 ft,,58,59
212,3,11:38.0,,Defensive rebound by M. Morris,58,59
213,3,11:24.0,,A. Horford misses 2-pt jump shot from 17 ft,58,59
214,3,11:22.0,Defensive rebound by A. Gordon,,58,59
215,3,11:15.0,A. Gordon makes 2-pt layup from 1 ft,,60,59
216,3,10:56.0,,J. Tatum misses 2-pt layup from 1 ft (block by B. Biyombo),60,59
217,3,10:55.0,,Offensive rebound by A. Horford,60,59
218,3,10:52.0,,K. Irving misses 3-pt jump shot from 28 ft,60,59
219,3,10:51.0,,Offensive rebound by J. Tatum,60,59
220,3,10:49.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by J. Tatum),60,62
221,3,10:34.0,E. Payton makes 2-pt layup from 1 ft,,62,62
222,3,10:16.0,,A. Horford misses 2-pt layup from 1 ft,62,62
223,3,10:16.0,Defensive rebound by E. Fournier,,62,62
224,3,10:07.0,E. Payton makes 2-pt layup from 1 ft (assist by E. Fournier),,64,62
225,3,10:04.0,,K. Irving misses 2-pt layup from 8 ft,64,62
226,3,10:02.0,,Offensive rebound by M. Morris,64,62
227,3,9:49.0,,J. Tatum misses 2-pt layup from 6 ft (block by J. Simmons),64,62
228,3,9:46.0,Defensive rebound by A. Gordon,,64,62
229,3,9:43.0,E. Payton misses 2-pt layup from 1 ft,,64,62
230,3,9:41.0,,Defensive rebound by J. Brown,64,62
231,3,9:37.0,,J. Brown misses 2-pt layup from 2 ft,64,62
232,3,9:37.0,Defensive rebound by A. Gordon,,64,62
233,3,9:29.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by A. Gordon),,67,62
234,3,9:09.0,,Turnover by J. Brown (bad pass),67,62
235,3,8:58.0,B. Biyombo makes 2-pt hook shot from 6 ft (assist by J. Simmons),,69,62
236,3,8:57.0,,Boston full timeout,69,62
237,3,8:44.0,,Shooting foul by E. Fournier (drawn by J. Brown),69,62
238,3,8:44.0,,J. Brown makes free throw 1 of 2,69,63
239,3,8:44.0,,J. Brown makes free throw 2 of 2,69,64
240,3,8:25.0,E. Fournier misses 2-pt jump shot from 12 ft (block by J. Brown),,69,64
241,3,8:23.0,,Defensive rebound by M. Morris,69,64
242,3,8:04.0,,A. Horford misses 2-pt hook shot from 4 ft,69,64
243,3,8:01.0,Defensive rebound by A. Gordon,,69,64
244,3,7:47.0,A. Gordon makes 2-pt layup at rim,,71,64
245,3,7:28.0,,J. Brown misses 3-pt jump shot from 27 ft,71,64
246,3,7:26.0,Defensive rebound by J. Simmons,,71,64
247,3,7:19.0,E. Fournier makes 2-pt layup from 1 ft (assist by J. Simmons),,73,64
248,3,6:59.0,,K. Irving misses 2-pt jump shot from 8 ft,73,64
249,3,6:56.0,Defensive rebound by J. Simmons,,73,64
250,3,6:46.0,A. Gordon misses 2-pt jump shot from 3 ft,,73,64
251,3,6:43.0,,Defensive rebound by J. Tatum,73,64
252,3,6:37.0,,M. Morris misses 3-pt jump shot from 26 ft,73,64
253,3,6:36.0,Defensive rebound by Team,,73,64
254,3,6:36.0,,M. Smart enters the game for J. Brown,73,64
255,3,6:36.0,,S. Larkin enters the game for J. Tatum,73,64
256,3,6:25.0,E. Fournier makes 2-pt layup from 1 ft,,75,64
257,3,6:17.0,,Personal foul by J. Simmons (drawn by M. Smart),75,64
258,3,6:17.0,S. Mack enters the game for J. Simmons,,75,64
259,3,6:14.0,,Personal foul by E. Fournier (drawn by M. Smart),75,64
260,3,6:00.0,,K. Irving makes 3-pt jump shot from 24 ft,75,67
261,3,5:52.0,Personal foul by S. Larkin (drawn by E. Payton),,75,67
262,3,5:52.0,,D. Theis enters the game for A. Horford,75,67
263,3,5:39.0,E. Fournier misses 2-pt jump shot from 14 ft,,75,67
264,3,5:36.0,,Defensive rebound by D. Theis,75,67
265,3,5:26.0,,Turnover by D. Theis (offensive goaltending),75,67
266,3,5:11.0,Personal foul by S. Larkin (drawn by B. Biyombo),,75,67
267,3,5:01.0,A. Gordon makes 2-pt layup from 1 ft,,77,67
268,3,4:46.0,,Turnover by K. Irving (bad pass; steal by E. Fournier),77,67
269,3,4:39.0,Personal foul by D. Theis (drawn by A. Gordon),,77,67
270,3,4:39.0,,S. Ojeleye enters the game for M. Morris,77,67
271,3,4:32.0,S. Mack makes 2-pt layup from 2 ft,,79,67
272,3,4:18.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,79,67
273,3,4:16.0,Defensive rebound by E. Payton,,79,67
274,3,4:07.0,E. Payton makes 2-pt jump shot from 8 ft,,81,67
275,3,3:49.0,,Turnover by M. Smart (bad pass; steal by S. Mack),81,67
276,3,3:45.0,S. Mack makes 2-pt layup at rim,,83,67
277,3,3:42.0,,Boston full timeout,83,67
278,3,3:42.0,K. Birch enters the game for B. Biyombo,,83,67
279,3,3:29.0,,K. Irving makes 2-pt layup from 1 ft,83,69
280,3,3:13.0,A. Gordon misses 2-pt layup from 3 ft (block by D. Theis),,83,69
281,3,3:10.0,,Defensive rebound by S. Larkin,83,69
282,3,3:07.0,,Turnover by M. Smart (step out of bounds),83,69
283,3,2:49.0,E. Payton makes 2-pt jump shot from 8 ft (assist by K. Birch),,85,69
284,3,2:35.0,,D. Theis misses 2-pt jump shot from 16 ft,85,69
285,3,2:32.0,Defensive rebound by E. Payton,,85,69
286,3,2:19.0,E. Payton misses 2-pt layup from 6 ft (block by D. Theis),,85,69
287,3,2:18.0,Offensive rebound by Team,,85,69
288,3,2:18.0,,T. Rozier enters the game for K. Irving,85,69
289,3,2:14.0,Turnover by A. Gordon (out of bounds lost ball),,85,69
290,3,2:01.0,,Turnover by M. Smart (bad pass; steal by S. Mack),85,69
291,3,1:48.0,E. Fournier misses 3-pt jump shot from 24 ft,,85,69
292,3,1:42.0,Offensive rebound by A. Gordon,,85,69
293,3,1:32.0,E. Fournier misses 2-pt layup from 3 ft,,85,69
294,3,1:29.0,,Defensive rebound by D. Theis,85,69
295,3,1:22.0,,Turnover by M. Smart (lost ball; steal by E. Payton),85,69
296,3,1:22.0,Personal foul by M. Smart (drawn by K. Birch),,85,69
297,3,1:22.0,,A. Horford enters the game for D. Theis,85,69
298,3,1:22.0,,J. Brown enters the game for M. Smart,85,69
299,3,1:22.0,M. Hezonja enters the game for A. Gordon,,85,69
300,3,1:02.0,M. Hezonja makes 2-pt layup from 1 ft (assist by E. Fournier),,87,69
301,3,0:44.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by S. Larkin),87,71
302,3,0:27.0,M. Hezonja makes 3-pt jump shot from 28 ft (assist by E. Payton),,90,71
303,3,0:07.0,,Personal foul by S. Mack (drawn by S. Larkin),90,71
304,3,0:07.0,,Turnover by J. Brown (bad pass; steal by K. Birch),90,71
305,3,0:01.0,K. Birch misses 2-pt layup from 1 ft,,90,71
306,3,0:01.0,Offensive rebound by Team,,90,71
307,4,11:46.0,,J. Brown makes 2-pt layup from 2 ft,90,73
308,4,11:22.0,K. Birch misses 2-pt jump shot from 12 ft,,90,73
309,4,11:19.0,,Defensive rebound by T. Rozier,90,73
310,4,11:15.0,,T. Rozier misses 2-pt layup from 2 ft (block by K. Birch),90,73
311,4,11:12.0,Defensive rebound by S. Mack,,90,73
312,4,11:02.0,S. Mack misses 2-pt layup from 4 ft (block by T. Rozier),,90,73
313,4,11:02.0,,Defensive rebound by T. Rozier,90,73
314,4,10:59.0,,Personal foul by S. Mack (drawn by K. Irving),90,73
315,4,10:54.0,,T. Rozier misses 3-pt jump shot from 26 ft,90,73
316,4,10:54.0,Defensive rebound by M. Hezonja,,90,73
317,4,10:39.0,K. Birch misses 2-pt layup from 5 ft (block by J. Tatum),,90,73
318,4,10:39.0,Offensive rebound by D. Augustin,,90,73
319,4,10:29.0,D. Augustin misses 3-pt jump shot from 26 ft,,90,73
320,4,10:26.0,Offensive rebound by M. Hezonja,,90,73
321,4,10:24.0,M. Hezonja misses 3-pt jump shot from 23 ft,,90,73
322,4,10:21.0,,Defensive rebound by J. Brown,90,73
323,4,10:18.0,,J. Tatum misses 3-pt jump shot from 26 ft,90,73
324,4,10:16.0,Defensive rebound by K. Birch,,90,73
325,4,9:56.0,Turnover by D. Augustin (bad pass; steal by T. Rozier),,90,73
326,4,9:50.0,,T. Rozier misses 2-pt layup from 1 ft,90,73
327,4,9:49.0,Defensive rebound by K. Birch,,90,73
328,4,9:46.0,D. Augustin misses 3-pt jump shot from 25 ft,,90,73
329,4,9:45.0,Offensive rebound by K. Birch,,90,73
330,4,9:45.0,K. Birch misses 2-pt layup from 1 ft,,90,73
331,4,9:45.0,,Defensive rebound by J. Tatum,90,73
332,4,9:25.0,,K. Irving makes 2-pt jump shot from 13 ft,90,75
333,4,9:24.0,Orlando full timeout,,90,75
334,4,9:24.0,E. Fournier enters the game for K. Birch,,90,75
335,4,9:24.0,A. Gordon enters the game for W. Iwundu,,90,75
336,4,9:06.0,E. Fournier misses 3-pt jump shot from 25 ft,,90,75
337,4,9:03.0,,Defensive rebound by J. Tatum,90,75
338,4,8:55.0,,K. Irving misses 2-pt layup from 1 ft,90,75
339,4,8:54.0,Defensive rebound by A. Gordon,,90,75
340,4,8:49.0,Shooting foul by J. Brown (drawn by A. Gordon),,90,75
341,4,8:49.0,A. Gordon makes free throw 1 of 2,,91,75
342,4,8:49.0,A. Gordon misses free throw 2 of 2,,91,75
343,4,8:49.0,,Defensive rebound by A. Horford,91,75
344,4,8:36.0,,J. Tatum makes 2-pt layup from 2 ft (assist by T. Rozier),91,77
345,4,8:16.0,D. Augustin misses 2-pt layup from 1 ft,,91,77
346,4,8:14.0,,Defensive rebound by A. Horford,91,77
347,4,8:08.0,,Turnover by T. Rozier (bad pass; steal by S. Mack),91,77
348,4,8:04.0,S. Mack makes 2-pt layup from 1 ft,,93,77
349,4,7:41.0,,J. Brown makes 2-pt layup from 1 ft (assist by K. Irving),93,79
350,4,7:18.0,A. Gordon misses 2-pt jump shot from 13 ft,,93,79
351,4,7:13.0,,Defensive rebound by J. Tatum,93,79
352,4,7:07.0,,A. Horford misses 2-pt hook shot from 3 ft,93,79
353,4,7:07.0,,Offensive rebound by J. Tatum,93,79
354,4,7:07.0,,J. Tatum makes 2-pt layup at rim,93,81
355,4,7:07.0,Orlando full timeout,,93,81
356,4,7:07.0,,M. Morris enters the game for A. Horford,93,81
357,4,7:07.0,E. Payton enters the game for S. Mack,,93,81
358,4,7:07.0,K. Birch enters the game for M. Hezonja,,93,81
359,4,7:07.0,J. Simmons enters the game for D. Augustin,,93,81
360,4,6:53.0,E. Fournier misses 2-pt layup from 2 ft (block by T. Rozier),,93,81
361,4,6:52.0,,Defensive rebound by K. Irving,93,81
362,4,6:34.0,,J. Tatum makes 3-pt jump shot from 27 ft (assist by K. Irving),93,84
363,4,6:13.0,J. Simmons misses 3-pt jump shot from 26 ft,,93,84
364,4,6:11.0,,Defensive rebound by J. Tatum,93,84
365,4,5:59.0,,Turnover by M. Morris (out of bounds lost ball),93,84
366,4,5:41.0,K. Birch misses 2-pt hook shot from 10 ft,,93,84
367,4,5:39.0,,Defensive rebound by J. Tatum,93,84
368,4,5:30.0,,T. Rozier misses 3-pt jump shot from 23 ft,93,84
369,4,5:27.0,Defensive rebound by K. Birch,,93,84
370,4,5:16.0,E. Payton misses 2-pt layup from 2 ft,,93,84
371,4,5:13.0,Offensive rebound by E. Payton,,93,84
372,4,5:00.0,A. Gordon misses 2-pt jump shot from 16 ft,,93,84
373,4,4:58.0,,Defensive rebound by J. Tatum,93,84
374,4,4:43.0,,K. Irving misses 2-pt layup from 4 ft (block by K. Birch),93,84
375,4,4:42.0,,Offensive rebound by Team,93,84
376,4,4:42.0,,A. Horford enters the game for T. Rozier,93,84
377,4,4:40.0,,J. Tatum misses 2-pt jump shot from 17 ft (block by E. Fournier),93,84
378,4,4:40.0,Defensive rebound by A. Gordon,,93,84
379,4,4:34.0,Shooting foul by M. Morris (drawn by E. Payton),,93,84
380,4,4:34.0,E. Payton makes free throw 1 of 2,,94,84
381,4,4:34.0,E. Payton misses free throw 2 of 2,,94,84
382,4,4:34.0,,Defensive rebound by A. Horford,94,84
383,4,4:16.0,,Shooting foul by E. Payton (drawn by K. Irving),94,84
384,4,4:16.0,,K. Irving misses free throw 1 of 3,94,84
385,4,4:16.0,,Offensive rebound by Team,94,84
386,4,4:16.0,,K. Irving makes free throw 2 of 3,94,85
387,4,4:16.0,,K. Irving makes free throw 3 of 3,94,86
388,4,3:54.0,E. Payton makes 2-pt jump shot from 18 ft,,96,86
