,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW YORK_ACTION,TORONTO_SCORE,NEW YORK_SCORE
27,1,9:15.0,Defensive rebound by K. Lowry,,6,8
28,1,9:11.0,Turnover by K. Lowry (bad pass),,6,8
29,1,8:54.0,,L. Kornet makes 3-pt jump shot from 25 ft (assist by T. Hardaway),6,11
30,1,8:39.0,Shooting foul by L. Kornet (drawn by J. Valančiūnas),,6,11
31,1,8:39.0,J. Valančiūnas makes free throw 1 of 2,,7,11
32,1,8:39.0,J. Valančiūnas makes free throw 2 of 2,,8,11
33,1,8:27.0,,L. Kornet misses 2-pt jump shot from 22 ft,8,11
34,1,8:23.0,Defensive rebound by K. Lowry,,8,11
35,1,8:06.0,S. Ibaka makes 2-pt jump shot from 12 ft (assist by D. DeRozan),,10,11
36,1,7:49.0,,T. Hardaway misses 2-pt jump shot from 15 ft,10,11
37,1,7:46.0,,Offensive rebound by E. Mudiay,10,11
38,1,7:46.0,,E. Mudiay makes 2-pt layup at rim,10,13
39,1,7:33.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,12,13
40,1,7:12.0,,F. Ntilikina misses 2-pt jump shot from 13 ft,12,13
41,1,7:10.0,Defensive rebound by J. Valančiūnas,,12,13
42,1,7:03.0,Personal foul by L. Kornet (drawn by S. Ibaka),,12,13
43,1,7:03.0,,K. O'Quinn enters the game for L. Kornet,12,13
44,1,6:49.0,D. DeRozan misses 2-pt jump shot from 2 ft (block by K. O'Quinn),,12,13
45,1,6:48.0,Offensive rebound by J. Valančiūnas,,12,13
46,1,6:48.0,Shooting foul by M. Beasley (drawn by J. Valančiūnas),,12,13
47,1,6:48.0,,New York full timeout,12,13
48,1,6:48.0,J. Valančiūnas makes free throw 1 of 2,,13,13
49,1,6:48.0,J. Valančiūnas makes free throw 2 of 2,,14,13
50,1,6:32.0,,F. Ntilikina makes 2-pt layup from 2 ft,14,15
51,1,6:23.0,Shooting foul by E. Mudiay (drawn by D. DeRozan),,14,15
52,1,6:23.0,D. DeRozan makes free throw 1 of 2,,15,15
53,1,6:23.0,D. DeRozan misses free throw 2 of 2,,15,15
54,1,6:20.0,,Defensive rebound by K. O'Quinn,15,15
55,1,6:09.0,,K. O'Quinn makes 2-pt jump shot from 13 ft (assist by E. Mudiay),15,17
56,1,5:54.0,S. Ibaka makes 2-pt jump shot from 14 ft,,17,17
57,1,5:40.0,,F. Ntilikina misses 2-pt jump shot from 18 ft,17,17
58,1,5:38.0,Defensive rebound by N. Powell,,17,17
59,1,5:29.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,17,17
60,1,5:26.0,,Defensive rebound by K. O'Quinn,17,17
61,1,5:18.0,,E. Mudiay misses 2-pt jump shot from 18 ft,17,17
62,1,5:15.0,Defensive rebound by S. Ibaka,,17,17
63,1,5:11.0,K. Lowry misses 3-pt jump shot from 26 ft,,17,17
64,1,5:09.0,,Defensive rebound by M. Beasley,17,17
65,1,4:53.0,,K. O'Quinn misses 2-pt jump shot from 13 ft,17,17
66,1,4:51.0,Defensive rebound by J. Valančiūnas,,17,17
67,1,4:44.0,Turnover by N. Powell (out of bounds lost ball),,17,17
68,1,4:24.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by K. O'Quinn),17,19
69,1,4:13.0,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),,19,19
70,1,4:03.0,,Shooting foul by N. Powell (drawn by F. Ntilikina),19,19
71,1,4:03.0,,C. Lee enters the game for T. Hardaway,19,19
72,1,4:03.0,,T. Burke enters the game for E. Mudiay,19,19
73,1,4:03.0,C. Miles enters the game for J. Valančiūnas,,19,19
74,1,4:03.0,J. Poeltl enters the game for N. Powell,,19,19
75,1,4:03.0,,F. Ntilikina makes free throw 1 of 2,19,20
76,1,4:03.0,,F. Ntilikina makes free throw 2 of 2,19,21
77,1,3:47.0,S. Ibaka misses 2-pt layup from 5 ft,,19,21
78,1,3:43.0,Offensive rebound by J. Poeltl,,19,21
79,1,3:43.0,J. Poeltl misses 2-pt layup at rim,,19,21
80,1,3:43.0,,Defensive rebound by K. O'Quinn,19,21
81,1,3:33.0,,Turnover by F. Ntilikina (bad pass),19,21
82,1,3:26.0,S. Ibaka makes 2-pt hook shot from 4 ft (assist by D. DeRozan),,21,21
83,1,3:15.0,,T. Burke makes 2-pt jump shot from 21 ft (assist by K. O'Quinn),21,23
84,1,3:07.0,Shooting foul by T. Burke (drawn by K. Lowry),,21,23
85,1,3:07.0,K. Lowry makes free throw 1 of 2,,22,23
86,1,3:07.0,K. Lowry makes free throw 2 of 2,,23,23
87,1,2:59.0,,F. Ntilikina misses 2-pt jump shot from 14 ft,23,23
88,1,2:56.0,Defensive rebound by S. Ibaka,,23,23
89,1,2:47.0,D. DeRozan makes 2-pt layup from 1 ft,,25,23
90,1,2:37.0,,C. Lee makes 2-pt jump shot from 12 ft,25,25
91,1,2:28.0,Toronto full timeout,,25,25
92,1,2:28.0,F. VanVleet enters the game for S. Ibaka,,25,25
93,1,2:28.0,P. Siakam enters the game for K. Lowry,,25,25
94,1,2:10.0,D. DeRozan makes 2-pt jump shot from 7 ft,,27,25
95,1,1:54.0,,K. O'Quinn misses 3-pt jump shot from 22 ft,27,25
96,1,1:52.0,Defensive rebound by C. Miles,,27,25
97,1,1:43.0,D. DeRozan misses 2-pt layup from 2 ft (block by K. O'Quinn),,27,25
98,1,1:40.0,,Defensive rebound by T. Burke,27,25
99,1,1:34.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by T. Burke),27,27
100,1,1:23.0,D. DeRozan misses 2-pt layup from 1 ft (block by K. O'Quinn),,27,27
101,1,1:21.0,Offensive rebound by J. Poeltl,,27,27
102,1,1:21.0,J. Poeltl misses 2-pt layup from 2 ft,,27,27
103,1,1:21.0,Offensive rebound by Team,,27,27
104,1,1:21.0,,I. Hicks enters the game for M. Beasley,27,27
105,1,1:10.0,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Siakam),,29,27
106,1,0:59.0,,Turnover by K. O'Quinn (bad pass),29,27
107,1,0:40.0,D. DeRozan misses 2-pt jump shot from 17 ft,,29,27
108,1,0:38.0,,Defensive rebound by K. O'Quinn,29,27
109,1,0:27.0,,K. O'Quinn misses 2-pt jump shot from 12 ft,29,27
110,1,0:23.0,Defensive rebound by P. Siakam,,29,27
111,1,0:00.0,C. Miles makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,32,27
112,2,11:45.0,C. Miles misses 3-pt jump shot from 24 ft,,32,27
113,2,11:40.0,,Defensive rebound by K. O'Quinn,32,27
114,2,11:32.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by K. O'Quinn),32,30
115,2,11:17.0,C. Miles misses 3-pt jump shot from 25 ft,,32,30
116,2,11:15.0,,Defensive rebound by K. O'Quinn,32,30
117,2,11:08.0,,T. Burke makes 2-pt jump shot from 19 ft,32,32
118,2,10:54.0,P. Siakam makes 2-pt layup from 2 ft (assist by J. Poeltl),,34,32
119,2,10:41.0,,Turnover by T. Burke (bad pass; steal by P. Siakam),34,32
120,2,10:37.0,F. VanVleet makes 3-pt jump shot from 22 ft (assist by P. Siakam),,37,32
121,2,10:20.0,,Personal foul by C. Miles (drawn by I. Hicks),37,32
122,2,10:14.0,,T. Burke misses 2-pt jump shot from 18 ft,37,32
123,2,10:11.0,Defensive rebound by F. VanVleet,,37,32
124,2,10:00.0,P. Siakam makes 2-pt jump shot from 6 ft (assist by D. Wright),,39,32
125,2,9:47.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,39,32
126,2,9:45.0,Defensive rebound by P. Siakam,,39,32
127,2,9:39.0,J. Poeltl makes 2-pt jump shot from 8 ft (assist by P. Siakam),,41,32
128,2,9:39.0,,New York full timeout,41,32
129,2,9:39.0,,L. Kornet enters the game for K. O'Quinn,41,32
130,2,9:27.0,,I. Hicks misses 2-pt layup from 4 ft,41,32
131,2,9:26.0,,Offensive rebound by I. Hicks,41,32
132,2,9:22.0,,I. Hicks makes 2-pt dunk at rim,41,34
133,2,9:00.0,P. Siakam misses 2-pt jump shot from 9 ft,,41,34
134,2,8:58.0,,Defensive rebound by I. Hicks,41,34
135,2,8:52.0,,I. Hicks misses 2-pt layup from 1 ft,41,34
136,2,8:49.0,Defensive rebound by F. VanVleet,,41,34
137,2,8:46.0,C. Miles misses 3-pt jump shot from 27 ft,,41,34
138,2,8:44.0,Offensive rebound by P. Siakam,,41,34
139,2,8:41.0,D. Wright makes 2-pt jump shot from 7 ft (assist by P. Siakam),,43,34
140,2,8:20.0,,L. Kornet misses 3-pt jump shot from 25 ft,43,34
141,2,8:18.0,Defensive rebound by J. Poeltl,,43,34
142,2,8:10.0,Turnover by J. Poeltl (lost ball; steal by C. Lee),,43,34
143,2,8:05.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by T. Burke),43,37
144,2,7:45.0,C. Miles makes 2-pt jump shot from 15 ft (assist by J. Poeltl),,45,37
145,2,7:18.0,,T. Burke misses 2-pt jump shot from 15 ft,45,37
146,2,7:18.0,,Offensive rebound by L. Kornet,45,37
147,2,7:18.0,,Personal foul by P. Siakam (drawn by L. Kornet),45,37
148,2,7:18.0,,E. Mudiay enters the game for C. Lee,45,37
149,2,7:11.0,,T. Burke misses 2-pt jump shot from 19 ft,45,37
150,2,7:09.0,Defensive rebound by C. Miles,,45,37
151,2,7:02.0,C. Miles makes 2-pt layup from 2 ft (assist by D. Wright),,47,37
152,2,6:54.0,,T. Burke makes 2-pt layup from 1 ft (assist by L. Kornet),47,39
153,2,6:39.0,P. Siakam misses 2-pt jump shot from 7 ft,,47,39
154,2,6:39.0,,Defensive rebound by Team,47,39
155,2,6:27.0,Violation by P. Siakam (kicked ball),,47,39
156,2,6:27.0,S. Ibaka enters the game for C. Miles,,47,39
157,2,6:27.0,K. Lowry enters the game for P. Siakam,,47,39
158,2,6:15.0,,T. Hardaway misses 2-pt jump shot from 17 ft,47,39
159,2,6:11.0,Defensive rebound by J. Poeltl,,47,39
160,2,6:03.0,D. Wright makes 2-pt layup from 2 ft,,49,39
161,2,5:53.0,,Shooting foul by D. Wright (drawn by I. Hicks),49,39
162,2,5:53.0,,F. Ntilikina enters the game for T. Burke,49,39
163,2,5:53.0,J. Valančiūnas enters the game for J. Poeltl,,49,39
164,2,5:53.0,,I. Hicks misses free throw 1 of 2,49,39
165,2,5:53.0,,Offensive rebound by Team,49,39
166,2,5:53.0,,I. Hicks makes free throw 2 of 2,52,48
167,2,5:36.0,D. Wright misses 2-pt layup from 1 ft,,52,48
168,2,5:36.0,,Defensive rebound by Team,52,48
169,2,5:36.0,,M. Beasley enters the game for I. Hicks,52,48
170,2,5:24.0,,L. Kornet makes 3-pt jump shot from 22 ft (assist by M. Beasley),49,42
171,2,4:57.0,D. Wright makes 3-pt jump shot from 22 ft (assist by F. VanVleet),,52,42
172,2,4:42.0,,M. Beasley misses 2-pt jump shot from 14 ft,52,42
173,2,4:40.0,Defensive rebound by Team,,52,42
174,2,4:40.0,M. Miller enters the game for F. VanVleet,,52,42
175,2,4:25.0,J. Valančiūnas misses 2-pt hook shot from 8 ft,,52,42
176,2,4:21.0,,Defensive rebound by T. Hardaway,52,42
177,2,4:20.0,,T. Hardaway makes 2-pt layup at rim,52,44
178,2,4:20.0,,Shooting foul by S. Ibaka (drawn by T. Hardaway),52,44
179,2,4:20.0,D. DeRozan enters the game for D. Wright,,52,44
180,2,4:20.0,,T. Hardaway makes free throw 1 of 1,52,45
181,2,4:09.0,K. Lowry misses 3-pt jump shot from 26 ft,,52,45
182,2,4:04.0,,Defensive rebound by M. Beasley,52,45
183,2,4:00.0,,F. Ntilikina makes 2-pt layup from 3 ft (assist by E. Mudiay),52,47
184,2,3:55.0,Toronto full timeout,,52,47
185,2,3:44.0,K. Lowry misses 3-pt jump shot from 24 ft,,52,47
186,2,3:41.0,Offensive rebound by S. Ibaka,,52,47
187,2,3:38.0,S. Ibaka misses 3-pt jump shot from 24 ft,,52,47
188,2,3:37.0,Offensive rebound by S. Ibaka,,52,47
189,2,3:35.0,S. Ibaka misses 2-pt layup from 2 ft,,52,47
190,2,3:30.0,Offensive rebound by M. Miller,,52,47
191,2,3:14.0,D. DeRozan misses 2-pt jump shot from 19 ft,,52,47
192,2,3:14.0,Offensive rebound by S. Ibaka,,52,47
193,2,3:07.0,S. Ibaka misses 2-pt layup at rim,,52,47
194,2,3:06.0,Offensive rebound by S. Ibaka,,52,47
195,2,3:06.0,S. Ibaka misses 2-pt layup at rim,,52,47
196,2,3:06.0,,Defensive rebound by T. Hardaway,52,47
197,2,3:02.0,,T. Hardaway misses 3-pt jump shot from 25 ft,52,47
198,2,2:59.0,Defensive rebound by D. DeRozan,,52,47
199,2,2:47.0,S. Ibaka misses 3-pt jump shot from 25 ft,,52,47
200,2,2:43.0,Offensive rebound by J. Valančiūnas,,52,47
201,2,2:39.0,M. Miller makes 3-pt jump shot from 25 ft (assist by J. Valančiūnas),,55,48
202,2,2:29.0,,New York full timeout,55,48
203,2,2:18.0,,L. Kornet misses 2-pt hook shot from 4 ft,55,48
204,2,2:17.0,Defensive rebound by J. Valančiūnas,,55,48
205,2,2:09.0,Personal foul by E. Mudiay (drawn by K. Lowry),,55,48
206,2,1:58.0,D. DeRozan makes 2-pt jump shot from 8 ft,,57,48
207,2,1:48.0,,Turnover by E. Mudiay (bad pass; steal by K. Lowry),57,48
208,2,1:44.0,Personal foul by F. Ntilikina (drawn by K. Lowry),,57,48
209,2,1:35.0,Shooting foul by M. Beasley (drawn by J. Valančiūnas),,57,48
210,2,1:35.0,J. Valančiūnas misses free throw 1 of 2,,57,48
211,2,1:35.0,Offensive rebound by Team,,57,48
212,2,1:35.0,J. Valančiūnas makes free throw 2 of 2,,58,48
213,2,1:24.0,,L. Kornet misses 2-pt jump shot from 8 ft,58,48
214,2,1:19.0,,Offensive rebound by M. Beasley,58,48
215,2,1:19.0,,M. Beasley makes 2-pt layup at rim,58,50
216,2,1:12.0,D. DeRozan misses 2-pt jump shot from 9 ft,,58,50
217,2,1:08.0,,Defensive rebound by M. Beasley,58,50
218,2,0:59.0,,Shooting foul by K. Lowry (drawn by T. Hardaway),58,50
219,2,0:59.0,,T. Hardaway makes free throw 1 of 2,58,51
220,2,0:59.0,,T. Hardaway misses free throw 2 of 2,58,51
221,2,0:58.0,Defensive rebound by J. Valančiūnas,,58,51
222,2,0:53.0,Shooting foul by E. Mudiay (drawn by K. Lowry),,58,51
223,2,0:53.0,Technical foul by S. Ibaka,,58,51
224,2,0:53.0,,C. Lee enters the game for E. Mudiay,58,51
225,2,0:53.0,,T. Hardaway makes technical free throw,58,52
226,2,0:53.0,K. Lowry makes free throw 1 of 2,,59,52
227,2,0:53.0,K. Lowry makes free throw 2 of 2,,60,52
228,2,0:36.0,,F. Ntilikina misses 2-pt layup from 2 ft (block by S. Ibaka),60,52
229,2,0:35.0,,Offensive rebound by Team,60,52
230,2,0:33.0,,L. Kornet makes 3-pt jump shot from 25 ft (assist by F. Ntilikina),60,55
231,2,0:29.0,Personal foul by T. Hardaway (drawn by S. Ibaka),,60,55
232,2,0:29.0,S. Ibaka makes free throw 1 of 2,,61,55
233,2,0:29.0,S. Ibaka makes free throw 2 of 2,,62,55
234,2,0:05.0,,T. Hardaway makes 2-pt jump shot from 20 ft,62,57
235,2,0:00.0,M. Miller makes 3-pt jump shot from 23 ft (assist by K. Lowry),,65,57
236,3,11:45.0,D. DeRozan misses 3-pt jump shot from 25 ft,,65,57
237,3,11:43.0,Offensive rebound by D. DeRozan,,65,57
238,3,11:40.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by K. Lowry),,68,57
239,3,11:27.0,,E. Mudiay misses 2-pt layup from 1 ft,68,57
240,3,11:22.0,,Offensive rebound by L. Kornet,68,57
241,3,11:22.0,,L. Kornet makes 2-pt dunk at rim,68,59
242,3,11:19.0,Shooting foul by M. Beasley (drawn by J. Valančiūnas),,68,59
243,3,11:19.0,J. Valančiūnas makes free throw 1 of 2,,69,59
244,3,11:19.0,J. Valančiūnas makes free throw 2 of 2,,70,59
245,3,11:07.0,,Turnover by M. Beasley (traveling),70,59
246,3,10:52.0,S. Ibaka misses 2-pt layup from 2 ft,,70,59
247,3,10:50.0,,Defensive rebound by M. Beasley,70,59
248,3,10:34.0,,Shooting foul by J. Valančiūnas (drawn by F. Ntilikina),70,59
249,3,10:34.0,,F. Ntilikina makes free throw 1 of 2,70,60
250,3,10:34.0,,F. Ntilikina misses free throw 2 of 2,70,60
251,3,10:31.0,Defensive rebound by S. Ibaka,,70,60
252,3,10:18.0,D. DeRozan misses 3-pt jump shot from 22 ft,,70,60
253,3,10:16.0,,Defensive rebound by M. Beasley,70,60
254,3,10:04.0,,M. Beasley makes 2-pt jump shot from 10 ft (assist by L. Kornet),70,62
255,3,9:51.0,Turnover by D. DeRozan (lost ball; steal by E. Mudiay),,70,62
256,3,9:51.0,,Personal take foul by D. DeRozan (drawn by E. Mudiay),70,62
257,3,9:37.0,,Turnover by L. Kornet (lost ball; steal by K. Lowry),70,62
258,3,9:32.0,N. Powell makes 3-pt jump shot from 24 ft (assist by K. Lowry),,73,62
259,3,9:19.0,,T. Hardaway misses 3-pt jump shot from 25 ft,73,62
260,3,9:19.0,Defensive rebound by Team,,73,62
261,3,9:03.0,J. Valančiūnas makes 2-pt dunk at rim,,75,62
262,3,8:37.0,,M. Beasley makes 2-pt jump shot from 21 ft (assist by E. Mudiay),75,64
263,3,8:21.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),,78,64
264,3,8:07.0,,E. Mudiay misses 2-pt layup from 3 ft,78,64
265,3,8:04.0,Defensive rebound by J. Valančiūnas,,78,64
266,3,7:56.0,N. Powell misses 3-pt jump shot from 25 ft,,78,64
267,3,7:54.0,,Defensive rebound by M. Beasley,78,64
268,3,7:44.0,,F. Ntilikina misses 3-pt jump shot from 23 ft,78,64
269,3,7:42.0,Defensive rebound by J. Valančiūnas,,78,64
270,3,7:31.0,Turnover by J. Valančiūnas (bad pass; steal by F. Ntilikina),,78,64
271,3,7:27.0,,Shooting foul by J. Valančiūnas (drawn by T. Hardaway),78,64
272,3,7:27.0,,T. Hardaway makes free throw 1 of 2,78,65
273,3,7:27.0,,K. O'Quinn enters the game for L. Kornet,78,65
274,3,7:27.0,,T. Hardaway makes free throw 2 of 2,78,66
275,3,7:11.0,S. Ibaka misses 2-pt jump shot from 17 ft,,78,66
276,3,7:08.0,,Defensive rebound by T. Hardaway,78,66
277,3,7:05.0,,Personal foul by D. DeRozan (drawn by T. Hardaway),78,66
278,3,7:05.0,,C. Lee enters the game for F. Ntilikina,78,66
279,3,7:01.0,,T. Hardaway makes 2-pt layup at rim (assist by K. O'Quinn),78,68
280,3,6:43.0,D. DeRozan misses 3-pt jump shot from 23 ft,,78,68
281,3,6:40.0,,Defensive rebound by M. Beasley,78,68
282,3,6:37.0,,Turnover by M. Beasley (bad pass),78,68
283,3,6:37.0,,New York full timeout,78,68
284,3,6:25.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by S. Ibaka),,81,68
285,3,6:09.0,,T. Hardaway makes 3-pt jump shot from 25 ft,81,71
286,3,6:03.0,K. Lowry makes 2-pt layup from 1 ft,,83,71
287,3,6:03.0,Shooting foul by M. Beasley (drawn by K. Lowry),,83,71
288,3,6:03.0,K. Lowry makes free throw 1 of 1,,84,71
289,3,5:54.0,,T. Hardaway misses 3-pt jump shot from 25 ft,84,71
290,3,5:52.0,Defensive rebound by D. DeRozan,,84,71
291,3,5:47.0,Personal foul by K. O'Quinn (drawn by D. DeRozan),,84,71
292,3,5:47.0,,L. Kornet enters the game for M. Beasley,84,71
293,3,5:36.0,K. Lowry makes 3-pt jump shot from 23 ft,,87,71
294,3,5:27.0,,Turnover by K. O'Quinn (traveling),87,71
295,3,5:20.0,S. Ibaka misses 3-pt jump shot from 26 ft,,87,71
296,3,5:18.0,,Defensive rebound by E. Mudiay,87,71
297,3,5:18.0,,New York full timeout,87,71
298,3,5:05.0,,E. Mudiay makes 2-pt dunk from 2 ft,87,73
299,3,4:52.0,K. Lowry misses 3-pt jump shot from 24 ft,,87,73
300,3,4:50.0,,Defensive rebound by C. Lee,87,73
301,3,4:38.0,,E. Mudiay makes 2-pt jump shot from 15 ft,87,75
302,3,4:17.0,J. Valančiūnas makes 2-pt hook shot from 1 ft,,89,75
303,3,4:02.0,,E. Mudiay makes 2-pt layup from 1 ft (assist by K. O'Quinn),89,77
304,3,3:47.0,Turnover by S. Ibaka (traveling),,89,77
305,3,3:47.0,C. Miles enters the game for J. Valančiūnas,,89,77
306,3,3:47.0,J. Poeltl enters the game for N. Powell,,89,77
307,3,3:39.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by T. Hardaway),89,80
308,3,3:22.0,P. Siakam enters the game for S. Ibaka,,89,80
309,3,3:22.0,D. DeRozan misses 2-pt layup from 1 ft,,89,80
310,3,3:22.0,Offensive rebound by Team,,89,80
311,3,3:13.0,J. Poeltl makes 2-pt hook shot from 2 ft (assist by K. Lowry),,91,80
312,3,3:06.0,,Personal foul by K. Lowry (drawn by T. Hardaway),91,80
313,3,3:06.0,,T. Hardaway makes free throw 1 of 2,91,81
314,3,3:06.0,,T. Hardaway makes free throw 2 of 2,91,82
315,3,2:51.0,D. DeRozan misses 2-pt jump shot from 22 ft,,91,82
316,3,2:49.0,,Defensive rebound by K. O'Quinn,91,82
317,3,2:41.0,,K. O'Quinn makes 2-pt dunk from 1 ft (assist by E. Mudiay),91,84
318,3,2:29.0,Shooting foul by E. Mudiay (drawn by K. Lowry),,91,84
319,3,2:29.0,K. Lowry makes free throw 1 of 3,,92,84
320,3,2:29.0,K. Lowry makes free throw 2 of 3,,93,84
321,3,2:29.0,K. Lowry makes free throw 3 of 3,,94,84
322,3,2:07.0,,E. Mudiay misses 2-pt layup from 2 ft,94,84
323,3,2:05.0,Defensive rebound by J. Poeltl,,94,84
324,3,2:00.0,C. Miles makes 3-pt jump shot from 23 ft (assist by P. Siakam),,97,84
325,3,1:38.0,,T. Hardaway misses 2-pt jump shot from 5 ft (block by C. Miles),97,84
326,3,1:34.0,Defensive rebound by K. Lowry,,97,84
327,3,1:24.0,C. Miles makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,100,84
328,3,1:03.0,,L. Kornet makes 2-pt jump shot from 12 ft (assist by E. Mudiay),100,86
329,3,0:44.0,P. Siakam makes 2-pt dunk from 1 ft (assist by J. Poeltl),,102,86
330,3,0:24.0,,E. Mudiay misses 2-pt layup from 4 ft,102,86
331,3,0:18.0,Defensive rebound by C. Miles,,102,86
332,3,0:00.0,P. Siakam misses 2-pt jump shot from 15 ft,,102,86
333,3,0:00.0,Offensive rebound by D. DeRozan,,102,86
334,4,11:38.0,,T. Burke makes 2-pt jump shot from 15 ft (assist by T. Williams),102,88
335,4,11:17.0,D. Wright misses 2-pt jump shot from 9 ft,,102,88
336,4,11:12.0,Offensive rebound by D. Wright,,102,88
337,4,11:12.0,D. Wright makes 2-pt layup at rim,,104,88
338,4,10:58.0,,M. Beasley misses 2-pt jump shot from 11 ft (block by P. Siakam),104,88
339,4,10:54.0,Defensive rebound by J. Poeltl,,104,88
340,4,10:50.0,Turnover by F. VanVleet (bad pass; steal by C. Lee),,104,88
341,4,10:50.0,,Personal take foul by D. Wright (drawn by C. Lee),104,88
342,4,10:31.0,,Personal foul by C. Miles (drawn by M. Beasley),104,88
343,4,10:23.0,,Personal foul by C. Miles (drawn by M. Beasley),104,88
344,4,10:13.0,,Shooting foul by P. Siakam (drawn by M. Beasley),104,88
345,4,10:13.0,,M. Beasley makes free throw 1 of 2,104,89
346,4,10:13.0,,M. Beasley makes free throw 2 of 2,104,90
347,4,9:56.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by C. Miles),,107,90
348,4,9:43.0,,M. Beasley makes 2-pt jump shot from 7 ft (assist by T. Burke),107,92
349,4,9:35.0,F. VanVleet misses 3-pt jump shot from 26 ft,,107,92
350,4,9:32.0,,Defensive rebound by T. Williams,107,92
351,4,9:24.0,,T. Williams misses 3-pt jump shot from 27 ft,107,92
352,4,9:24.0,Defensive rebound by P. Siakam,,107,92
353,4,9:15.0,P. Siakam makes 2-pt layup at rim,,109,92
354,4,8:54.0,,T. Burke misses 2-pt jump shot from 9 ft,109,92
355,4,8:52.0,Defensive rebound by C. Miles,,109,92
356,4,8:49.0,Shooting foul by M. Beasley (drawn by P. Siakam),,109,92
357,4,8:49.0,,L. Kornet enters the game for C. Lee,109,92
358,4,8:49.0,,T. Hardaway enters the game for M. Beasley,109,92
359,4,8:49.0,,F. Ntilikina enters the game for T. Williams,109,92
360,4,8:49.0,P. Siakam misses free throw 1 of 2,,109,92
361,4,8:49.0,Offensive rebound by Team,,109,92
362,4,8:49.0,P. Siakam makes free throw 2 of 2,,110,92
363,4,8:36.0,,L. Kornet misses 3-pt jump shot from 25 ft,110,92
364,4,8:36.0,,Offensive rebound by Team,110,92
365,4,8:36.0,,Personal foul by J. Poeltl (drawn by K. O'Quinn),110,92
366,4,8:36.0,,K. O'Quinn makes free throw 1 of 2,110,93
367,4,8:36.0,,K. O'Quinn makes free throw 2 of 2,110,94
368,4,8:22.0,J. Poeltl makes 2-pt layup from 2 ft (assist by D. Wright),,112,94
369,4,8:02.0,,K. O'Quinn misses 2-pt layup from 2 ft,112,94
370,4,8:00.0,Defensive rebound by P. Siakam,,112,94
371,4,7:56.0,D. Wright makes 3-pt jump shot from 26 ft (assist by P. Siakam),,115,94
372,4,7:44.0,,T. Burke makes 2-pt jump shot from 19 ft,115,96
