,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,NEW ORLEANS_ACTION,PHILADELPHIA_SCORE,NEW ORLEANS_SCORE
35,1,8:08.0,,J. Holiday makes 2-pt jump shot from 14 ft,9,9
36,1,7:54.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by R. Rondo),,9,9
37,1,7:48.0,,R. Rondo makes 2-pt dunk at rim,9,11
38,1,7:30.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,12,11
39,1,7:20.0,,Personal foul by A. Johnson (drawn by D. Cousins),12,11
40,1,7:20.0,J. Bayless enters the game for J. Redick,,12,11
41,1,7:20.0,R. Holmes enters the game for A. Johnson,,12,11
42,1,7:04.0,,D. Cousins misses 3-pt jump shot from 24 ft,12,11
43,1,7:01.0,Defensive rebound by J. Bayless,,12,11
44,1,6:59.0,Shooting foul by E. Moore (drawn by B. Simmons),,12,11
45,1,6:59.0,,New Orleans full timeout,12,11
46,1,6:59.0,B. Simmons makes free throw 1 of 2,,13,11
47,1,6:59.0,B. Simmons makes free throw 2 of 2,,14,11
48,1,6:48.0,,Personal foul by R. Holmes (drawn by D. Cousins),14,11
49,1,6:42.0,,J. Holiday misses 2-pt layup from 1 ft,14,11
50,1,6:40.0,,Offensive rebound by A. Davis,14,11
51,1,6:40.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by A. Davis),14,11
52,1,6:40.0,,A. Davis makes free throw 1 of 2,14,12
53,1,6:40.0,,A. Davis makes free throw 2 of 2,14,13
54,1,6:18.0,R. Holmes misses 3-pt jump shot from 24 ft,,14,13
55,1,6:16.0,,Turnover by D. Cousins (bad pass),14,13
56,1,6:16.0,F. Korkmaz enters the game for T. Luwawu-Cabarrot,,14,13
57,1,6:15.0,,Defensive rebound by D. Cousins,14,13
58,1,6:00.0,T. Booker misses 3-pt jump shot from 24 ft,,14,13
59,1,5:56.0,Offensive rebound by B. Simmons,,14,13
60,1,5:51.0,B. Simmons makes 2-pt jump shot from 8 ft,,16,13
61,1,5:30.0,,E. Moore makes 2-pt jump shot from 20 ft (assist by R. Rondo),16,15
62,1,5:10.0,T. Booker misses 2-pt jump shot from 5 ft,,16,15
63,1,5:04.0,Offensive rebound by R. Holmes,,16,15
64,1,5:03.0,R. Holmes misses 2-pt layup from 2 ft,,16,15
65,1,5:03.0,,Defensive rebound by D. Cousins,16,15
66,1,5:01.0,,Shooting foul by R. Holmes (drawn by D. Cousins),16,15
67,1,5:01.0,A. Johnson enters the game for R. Holmes,,16,15
68,1,5:01.0,,T. Allen enters the game for J. Holiday,16,15
69,1,5:01.0,,D. Miller enters the game for A. Davis,16,15
70,1,5:01.0,,D. Cousins makes free throw 1 of 2,16,16
71,1,5:01.0,A. Johnson makes 2-pt layup from 2 ft,,18,16
72,1,5:01.0,,D. Cousins misses free throw 2 of 2,18,16
73,1,4:48.0,Defensive rebound by A. Johnson,,18,16
74,1,4:48.0,Shooting foul by D. Cousins (drawn by A. Johnson),,18,16
75,1,4:48.0,A. Johnson makes free throw 1 of 1,,19,16
76,1,4:29.0,,D. Cousins makes 2-pt jump shot from 7 ft,19,18
77,1,4:03.0,A. Johnson misses 2-pt layup from 3 ft,,19,18
78,1,4:03.0,,Defensive rebound by R. Rondo,19,18
79,1,3:56.0,,D. Miller misses 3-pt jump shot from 27 ft,19,18
80,1,3:56.0,Defensive rebound by Team,,19,18
81,1,3:55.0,Philadelphia full timeout,,19,18
82,1,3:45.0,Personal foul by T. Allen (drawn by B. Simmons),,19,18
83,1,3:45.0,J. Redick enters the game for B. Simmons,,19,18
84,1,3:45.0,,D. Cunningham enters the game for T. Allen,19,18
85,1,3:38.0,Turnover by J. Redick (bad pass),,19,18
86,1,3:27.0,,Shooting foul by J. Bayless (drawn by R. Rondo),19,18
87,1,3:27.0,,R. Rondo makes free throw 1 of 2,19,19
88,1,3:27.0,,R. Rondo makes free throw 2 of 2,19,20
89,1,3:07.0,Turnover by J. Bayless (lost ball; steal by R. Rondo),,19,20
90,1,3:03.0,,R. Rondo makes 2-pt layup from 1 ft (assist by E. Moore),19,22
91,1,2:41.0,J. Redick makes 3-pt jump shot from 28 ft,,22,22
92,1,2:30.0,,Shooting foul by A. Johnson (drawn by D. Cousins),22,22
93,1,2:30.0,,D. Cousins makes free throw 1 of 2,22,23
94,1,2:30.0,,J. Holiday enters the game for R. Rondo,22,23
95,1,2:30.0,,I. Clark enters the game for E. Moore,22,23
96,1,2:30.0,,D. Cousins misses free throw 2 of 2,22,23
97,1,2:28.0,Defensive rebound by T. Booker,,22,23
98,1,2:20.0,J. Redick misses 3-pt jump shot from 26 ft,,22,23
99,1,2:16.0,,Defensive rebound by D. Cousins,22,23
100,1,1:56.0,,D. Miller makes 2-pt jump shot from 13 ft,22,25
101,1,1:34.0,T. Booker makes 2-pt jump shot from 6 ft,,24,25
102,1,1:18.0,,Personal foul by T. Booker (drawn by J. Holiday),24,25
103,1,1:18.0,,J. Holiday makes free throw 1 of 2,24,26
104,1,1:18.0,,A. Davis enters the game for D. Cousins,24,26
105,1,1:18.0,,J. Holiday makes free throw 2 of 2,24,27
106,1,1:05.0,J. Bayless misses 3-pt jump shot from 24 ft,,24,27
107,1,1:02.0,,Defensive rebound by J. Holiday,24,27
108,1,0:59.0,,J. Holiday misses 2-pt layup from 7 ft (block by T. Booker),24,27
109,1,0:59.0,,Offensive rebound by Team,24,27
110,1,0:50.0,,A. Davis makes 2-pt jump shot from 21 ft (assist by J. Holiday),24,29
111,1,0:40.0,J. Redick makes 2-pt jump shot from 18 ft (assist by A. Johnson),,26,29
112,1,0:28.0,,D. Miller makes 3-pt jump shot from 23 ft (assist by A. Davis),26,32
113,1,0:06.0,J. Redick misses 3-pt jump shot from 26 ft,,26,32
114,1,0:02.0,Offensive rebound by F. Korkmaz,,26,32
115,1,0:00.0,F. Korkmaz misses 2-pt jump shot from 12 ft,,26,32
116,1,0:00.0,,Defensive rebound by A. Davis,26,32
117,2,11:46.0,D. Šarić makes 2-pt layup from 2 ft (assist by J. Redick),,28,32
118,2,11:46.0,,Violation by A. Davis (def goaltending),28,32
119,2,11:31.0,,D. Miller misses 2-pt jump shot from 11 ft,28,32
120,2,11:25.0,,Offensive rebound by D. Miller,28,32
121,2,11:20.0,,A. Davis misses 2-pt jump shot from 13 ft,28,32
122,2,11:17.0,Defensive rebound by D. Šarić,,28,32
123,2,11:09.0,J. Bayless misses 3-pt jump shot from 25 ft,,28,32
124,2,11:05.0,,Defensive rebound by A. Davis,28,32
125,2,10:54.0,,I. Clark misses 2-pt jump shot from 19 ft,28,32
126,2,10:54.0,Defensive rebound by D. Šarić,,28,32
127,2,10:38.0,J. Bayless misses 3-pt jump shot from 25 ft,,28,32
128,2,10:38.0,,Defensive rebound by D. Miller,28,32
129,2,10:34.0,,Turnover by J. Holiday (bad pass),28,32
130,2,10:20.0,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by D. Šarić),,31,32
131,2,10:02.0,,J. Holiday makes 2-pt jump shot from 16 ft,31,34
132,2,9:46.0,A. Johnson makes 3-pt jump shot from 26 ft (assist by J. Redick),,34,34
133,2,9:29.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by A. Davis),34,36
134,2,9:20.0,Turnover by A. Johnson (traveling),,34,36
135,2,9:20.0,B. Simmons enters the game for J. Bayless,,34,36
136,2,9:10.0,,J. Holiday misses 2-pt layup from 2 ft,34,36
137,2,9:10.0,Defensive rebound by Team,,34,36
138,2,9:01.0,B. Simmons makes 2-pt layup from 2 ft,,36,36
139,2,8:44.0,,I. Clark misses 2-pt jump shot from 6 ft,36,36
140,2,8:44.0,,Offensive rebound by D. Cunningham,36,36
141,2,8:44.0,Loose ball foul by F. Korkmaz (drawn by D. Cunningham),,36,36
142,2,8:44.0,R. Holmes enters the game for A. Johnson,,36,36
143,2,8:35.0,,Turnover by J. Holiday (bad pass),36,36
144,2,8:20.0,B. Simmons misses 2-pt jump shot from 3 ft,,36,36
145,2,8:18.0,Offensive rebound by R. Holmes,,36,36
146,2,8:16.0,R. Holmes misses 2-pt jump shot from 13 ft,,36,36
147,2,8:16.0,,Defensive rebound by D. Cunningham,36,36
148,2,8:04.0,,D. Cunningham makes 3-pt jump shot from 22 ft (assist by J. Holiday),36,39
149,2,7:50.0,F. Korkmaz misses 3-pt jump shot from 28 ft,,36,39
150,2,7:50.0,,Defensive rebound by Team,36,39
151,2,7:49.0,T. Luwawu-Cabarrot enters the game for F. Korkmaz,,36,39
152,2,7:32.0,,A. Davis misses 2-pt layup from 3 ft,36,39
153,2,7:32.0,Defensive rebound by D. Šarić,,36,39
154,2,7:24.0,R. Holmes misses 2-pt layup from 3 ft,,36,39
155,2,7:24.0,,Defensive rebound by D. Cunningham,36,39
156,2,7:13.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by A. Davis),36,39
157,2,7:13.0,,A. Davis misses free throw 1 of 2,36,39
158,2,7:13.0,,Offensive rebound by Team,36,39
159,2,7:13.0,,D. Cousins enters the game for J. Holiday,36,39
160,2,7:13.0,,R. Rondo enters the game for D. Miller,36,39
161,2,7:13.0,,E. Moore enters the game for D. Cunningham,36,39
162,2,7:13.0,,A. Davis makes free throw 2 of 2,36,40
163,2,7:00.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by B. Simmons),,39,40
164,2,6:36.0,,D. Cousins misses 2-pt layup from 2 ft,39,40
165,2,6:33.0,Defensive rebound by D. Šarić,,39,40
166,2,6:29.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by B. Simmons),,41,40
167,2,6:21.0,,I. Clark makes 3-pt jump shot from 24 ft (assist by R. Rondo),41,43
168,2,6:10.0,B. Simmons makes 2-pt dunk at rim,,43,43
169,2,6:10.0,,New Orleans full timeout,43,43
170,2,5:58.0,,A. Davis misses 2-pt dunk from 1 ft,43,43
171,2,5:56.0,Defensive rebound by J. Redick,,43,43
172,2,5:54.0,Turnover by B. Simmons (bad pass; steal by D. Cousins),,43,43
173,2,5:50.0,,A. Davis makes 2-pt dunk at rim (assist by D. Cousins),43,45
174,2,5:31.0,R. Holmes makes 2-pt layup from 2 ft (assist by B. Simmons),,45,45
175,2,5:20.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),45,48
176,2,5:01.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 3 ft,,45,48
177,2,4:55.0,Offensive rebound by R. Holmes,,45,48
178,2,4:55.0,R. Holmes makes 2-pt dunk at rim,,47,48
179,2,4:51.0,,Shooting foul by D. Šarić (drawn by A. Davis),47,48
180,2,4:51.0,,A. Davis misses free throw 1 of 2,47,48
181,2,4:51.0,,Offensive rebound by Team,47,48
182,2,4:51.0,J. Bayless enters the game for D. Šarić,,47,48
183,2,4:51.0,T. Booker enters the game for J. Redick,,47,48
184,2,4:51.0,,J. Holiday enters the game for I. Clark,47,48
185,2,4:51.0,,A. Davis makes free throw 2 of 2,47,49
186,2,4:31.0,R. Holmes makes 2-pt dunk at rim (assist by B. Simmons),,49,49
187,2,4:01.0,,D. Cousins makes 2-pt jump shot from 21 ft,49,51
188,2,3:51.0,Turnover by B. Simmons (bad pass; steal by J. Holiday),,49,51
189,2,3:47.0,,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),49,53
190,2,3:47.0,Philadelphia full timeout,,49,53
191,2,3:22.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 19 ft,,49,53
192,2,3:15.0,Offensive rebound by R. Holmes,,49,53
193,2,3:15.0,R. Holmes makes 2-pt layup at rim,,51,53
194,2,2:57.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),51,55
195,2,2:42.0,J. Bayless misses 2-pt jump shot from 20 ft,,51,55
196,2,2:42.0,Offensive rebound by T. Booker,,51,55
197,2,2:33.0,J. Bayless misses 2-pt jump shot from 18 ft,,51,55
198,2,2:33.0,,Defensive rebound by E. Moore,51,55
199,2,2:25.0,,Personal foul by T. Booker (drawn by A. Davis),51,55
200,2,2:25.0,J. Redick enters the game for J. Bayless,,51,55
201,2,2:14.0,,E. Moore misses 3-pt jump shot from 25 ft,51,55
202,2,2:09.0,Defensive rebound by T. Booker,,51,55
203,2,2:07.0,Shooting block foul by A. Davis (drawn by T. Booker),,51,55
204,2,2:07.0,T. Booker makes free throw 1 of 2,,52,55
205,2,2:07.0,T. Booker makes free throw 2 of 2,,53,55
206,2,1:48.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),53,57
207,2,1:48.0,,Shooting foul by J. Redick (drawn by D. Cousins),53,57
208,2,1:48.0,,D. Cousins makes free throw 1 of 1,53,58
209,2,1:34.0,J. Redick misses 3-pt jump shot from 25 ft,,53,58
210,2,1:30.0,Offensive rebound by B. Simmons,,53,58
211,2,1:22.0,T. Booker makes 2-pt jump shot from 5 ft (assist by B. Simmons),,55,58
212,2,1:11.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),55,61
213,2,0:59.0,R. Holmes misses 2-pt jump shot from 9 ft,,55,61
214,2,0:57.0,,Defensive rebound by D. Cousins,55,61
215,2,0:51.0,Offensive charge foul by D. Cousins (drawn by T. Booker),,55,61
216,2,0:51.0,,Turnover by D. Cousins (offensive foul),55,61
217,2,0:51.0,,D. Cunningham enters the game for D. Cousins,55,61
218,2,0:35.0,B. Simmons misses 2-pt layup from 8 ft (block by A. Davis),,55,61
219,2,0:34.0,Offensive rebound by Team,,55,61
220,2,0:30.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 24 ft (block by A. Davis),,55,61
221,2,0:30.0,,Defensive rebound by R. Rondo,55,61
222,2,0:23.0,,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),55,63
223,2,0:05.0,Turnover by B. Simmons (lost ball; steal by R. Rondo),,55,63
224,2,0:01.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by R. Rondo),55,66
225,3,11:46.0,A. Johnson makes 2-pt layup from 2 ft (assist by J. Redick),,57,66
226,3,11:26.0,,Shooting foul by A. Johnson (drawn by D. Cousins),57,66
227,3,11:26.0,,D. Cousins makes free throw 1 of 2,57,67
228,3,11:26.0,,D. Cousins makes free throw 2 of 2,57,68
229,3,11:15.0,D. Šarić misses 2-pt jump shot from 7 ft (block by A. Davis),,57,68
230,3,11:11.0,Offensive rebound by A. Johnson,,57,68
231,3,11:09.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,57,68
232,3,11:09.0,Offensive rebound by D. Šarić,,57,68
233,3,11:07.0,Shooting foul by A. Davis (drawn by A. Johnson),,57,68
234,3,11:07.0,A. Johnson makes free throw 1 of 2,,58,68
235,3,11:07.0,A. Johnson makes free throw 2 of 2,,59,68
236,3,10:55.0,,Personal foul by B. Simmons (drawn by A. Davis),59,68
237,3,10:49.0,,Turnover by R. Rondo (bad pass; steal by A. Johnson),59,68
238,3,10:41.0,A. Johnson makes 2-pt jump shot from 5 ft (assist by D. Šarić),,61,68
239,3,10:31.0,,Turnover by A. Davis (traveling),61,68
240,3,10:22.0,Personal foul by D. Cousins (drawn by J. Redick),,61,68
241,3,10:15.0,J. Redick makes 2-pt jump shot from 20 ft (assist by A. Johnson),,63,68
242,3,10:02.0,,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),63,70
243,3,9:42.0,D. Šarić misses 2-pt jump shot from 3 ft,,63,70
244,3,9:37.0,Offensive rebound by A. Johnson,,63,70
245,3,9:37.0,A. Johnson makes 2-pt layup at rim,,65,70
246,3,9:28.0,,Turnover by R. Rondo (bad pass),65,70
247,3,9:23.0,B. Simmons makes 2-pt layup from 2 ft,,67,70
248,3,9:23.0,Shooting foul by A. Davis (drawn by B. Simmons),,67,70
249,3,9:23.0,B. Simmons makes free throw 1 of 1,,68,70
250,3,9:17.0,,New Orleans full timeout,68,70
251,3,9:07.0,,E. Moore misses 2-pt jump shot from 9 ft,68,70
252,3,9:00.0,,Offensive rebound by E. Moore,68,70
253,3,9:00.0,,E. Moore misses 2-pt layup at rim,68,70
254,3,8:57.0,Defensive rebound by D. Šarić,,68,70
255,3,8:57.0,J. Redick misses 3-pt jump shot from 27 ft,,68,70
256,3,8:53.0,Offensive rebound by D. Šarić,,68,70
257,3,8:50.0,J. Redick makes 3-pt jump shot from 31 ft (assist by D. Šarić),,71,70
258,3,8:39.0,,J. Holiday makes 2-pt jump shot from 16 ft,71,72
259,3,8:21.0,D. Šarić misses 2-pt layup from 2 ft (block by J. Holiday),,71,72
260,3,8:21.0,Offensive rebound by D. Šarić,,71,72
261,3,8:14.0,D. Šarić misses 2-pt layup from 2 ft (block by J. Holiday),,71,72
262,3,8:14.0,,Defensive rebound by J. Holiday,71,72
263,3,8:11.0,,E. Moore makes 2-pt layup from 1 ft (assist by J. Holiday),71,74
264,3,7:55.0,J. Redick misses 2-pt jump shot from 10 ft,,71,74
265,3,7:54.0,,Defensive rebound by D. Cousins,71,74
266,3,7:54.0,,Personal foul by B. Simmons (drawn by R. Rondo),71,74
267,3,7:40.0,,J. Holiday misses 2-pt jump shot from 15 ft,71,74
268,3,7:38.0,Defensive rebound by J. Redick,,71,74
269,3,7:26.0,Shooting foul by E. Moore (drawn by J. Redick),,71,74
270,3,7:26.0,J. Redick makes free throw 1 of 2,,72,74
271,3,7:26.0,J. Redick makes free throw 2 of 2,,73,74
272,3,7:25.0,,Personal foul by A. Johnson (drawn by R. Rondo),73,74
273,3,7:25.0,R. Holmes enters the game for A. Johnson,,73,74
274,3,7:09.0,,R. Rondo makes 3-pt jump shot from 23 ft,73,77
275,3,6:57.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),,73,77
276,3,6:57.0,J. Bayless enters the game for J. Redick,,73,77
277,3,6:44.0,,J. Holiday misses 3-pt jump shot from 22 ft,73,77
278,3,6:44.0,Defensive rebound by Team,,73,77
279,3,6:34.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Luwawu-Cabarrot),,76,77
280,3,6:18.0,,D. Cousins misses 2-pt layup from 4 ft (block by R. Holmes),76,77
281,3,6:16.0,Defensive rebound by R. Holmes,,76,77
282,3,6:07.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,76,77
283,3,6:07.0,Offensive rebound by R. Holmes,,76,77
284,3,6:03.0,R. Holmes makes 2-pt layup from 4 ft,,78,77
285,3,5:54.0,,A. Davis makes 2-pt layup from 1 ft (assist by R. Rondo),78,79
286,3,5:54.0,,Shooting foul by D. Šarić (drawn by A. Davis),78,79
287,3,5:54.0,F. Korkmaz enters the game for T. Luwawu-Cabarrot,,78,79
288,3,5:54.0,,A. Davis makes free throw 1 of 1,78,80
289,3,5:43.0,Shooting foul by D. Cousins (drawn by B. Simmons),,78,80
290,3,5:43.0,B. Simmons misses free throw 1 of 2,,78,80
291,3,5:43.0,Offensive rebound by Team,,78,80
292,3,5:43.0,,D. Cunningham enters the game for D. Cousins,78,80
293,3,5:43.0,B. Simmons makes free throw 2 of 2,,79,80
294,3,5:27.0,,A. Davis misses 2-pt layup from 1 ft,79,80
295,3,5:25.0,Defensive rebound by F. Korkmaz,,79,80
296,3,5:18.0,D. Šarić misses 2-pt layup from 1 ft,,79,80
297,3,5:15.0,,Defensive rebound by A. Davis,79,80
298,3,5:11.0,,A. Davis misses 2-pt layup from 1 ft (block by R. Holmes),79,80
299,3,5:11.0,,Offensive rebound by Team,79,80
300,3,5:11.0,,D. Miller enters the game for J. Holiday,79,80
301,3,5:11.0,T. Booker enters the game for D. Šarić,,79,80
302,3,5:04.0,,D. Cunningham misses 2-pt jump shot from 19 ft,79,80
303,3,5:01.0,Defensive rebound by R. Holmes,,79,80
304,3,4:54.0,Turnover by B. Simmons (bad pass; steal by R. Rondo),,79,80
305,3,4:40.0,,A. Davis misses 2-pt hook shot from 6 ft,79,80
306,3,4:38.0,Defensive rebound by B. Simmons,,79,80
307,3,4:35.0,T. Booker makes 2-pt layup from 4 ft (assist by B. Simmons),,81,80
308,3,4:35.0,Shooting foul by D. Cunningham (drawn by T. Booker),,81,80
309,3,4:35.0,T. Booker makes free throw 1 of 1,,82,80
310,3,4:20.0,,A. Davis misses 2-pt jump shot from 16 ft,82,80
311,3,4:20.0,Defensive rebound by T. Booker,,82,80
312,3,4:06.0,Loose ball foul by R. Holmes (drawn by D. Cunningham),,82,80
313,3,4:06.0,,D. Cunningham misses free throw 1 of 2,82,80
314,3,4:06.0,,Offensive rebound by Team,82,80
315,3,4:06.0,,D. Cunningham makes free throw 2 of 2,82,81
316,3,4:05.0,T. Booker misses 2-pt jump shot from 7 ft,,82,81
317,3,4:05.0,,Defensive rebound by D. Cunningham,82,81
318,3,3:51.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,82,81
319,3,3:47.0,Offensive rebound by T. Booker,,82,81
320,3,3:45.0,T. Booker makes 2-pt layup from 2 ft,,84,81
321,3,3:29.0,,Turnover by A. Davis (lost ball; steal by J. Bayless),84,81
322,3,3:25.0,Turnover by T. Booker (bad pass),,84,81
323,3,3:18.0,,Turnover by R. Rondo (bad pass; steal by R. Holmes),84,81
324,3,3:15.0,B. Simmons misses 2-pt layup from 2 ft,,84,81
325,3,3:15.0,Offensive rebound by T. Booker,,84,81
326,3,3:15.0,Shooting foul by D. Cunningham (drawn by T. Booker),,84,81
327,3,3:15.0,,New Orleans full timeout,84,81
328,3,3:15.0,,Ö. Aşık enters the game for R. Rondo,84,81
329,3,3:15.0,,I. Clark enters the game for A. Davis,84,81
330,3,3:15.0,,J. Holiday enters the game for E. Moore,84,81
331,3,3:15.0,J. Redick enters the game for B. Simmons,,84,81
332,3,3:15.0,T. Booker makes free throw 1 of 2,,85,81
333,3,3:15.0,T. Booker makes free throw 2 of 2,,86,81
334,3,3:00.0,,J. Holiday makes 2-pt jump shot from 14 ft,86,83
335,3,2:47.0,Shooting foul by I. Clark (drawn by J. Redick),,86,83
336,3,2:47.0,J. Redick makes free throw 1 of 2,,87,83
337,3,2:47.0,J. Redick makes free throw 2 of 2,,88,83
338,3,2:26.0,,Turnover by J. Holiday (lost ball; steal by J. Bayless),88,83
339,3,2:23.0,F. Korkmaz makes 2-pt dunk from 1 ft (assist by R. Holmes),,90,83
340,3,2:11.0,,Turnover by J. Holiday (bad pass; steal by T. Booker),90,83
341,3,2:09.0,Turnover by T. Booker (lost ball; steal by D. Cunningham),,90,83
342,3,2:06.0,,Shooting foul by R. Holmes (drawn by D. Cunningham),90,83
343,3,2:06.0,,D. Cunningham misses free throw 1 of 2,90,83
344,3,2:06.0,,Offensive rebound by Team,90,83
345,3,2:06.0,,D. Cunningham makes free throw 2 of 2,90,84
346,3,2:06.0,Philadelphia full timeout,,90,84
347,3,1:56.0,Turnover by F. Korkmaz (traveling),,90,84
348,3,1:48.0,,Personal foul by J. Bayless (drawn by J. Holiday),90,84
349,3,1:48.0,,J. Holiday makes free throw 1 of 2,90,85
350,3,1:48.0,,J. Holiday misses free throw 2 of 2,90,85
351,3,1:45.0,Defensive rebound by F. Korkmaz,,90,85
352,3,1:33.0,R. Holmes makes 2-pt dunk at rim (assist by F. Korkmaz),,92,85
353,3,1:17.0,,I. Clark misses 3-pt jump shot from 28 ft,92,85
354,3,1:14.0,Defensive rebound by R. Holmes,,92,85
355,3,1:04.0,J. Bayless misses 3-pt jump shot from 26 ft,,92,85
356,3,1:03.0,Offensive rebound by T. Booker,,92,85
357,3,1:03.0,T. Booker misses 2-pt layup from 2 ft,,92,85
358,3,1:03.0,Offensive rebound by T. Booker,,92,85
359,3,1:03.0,Shooting foul by I. Clark (drawn by T. Booker),,92,85
360,3,1:03.0,T. Booker makes free throw 1 of 2,,93,85
361,3,1:03.0,T. Booker misses free throw 2 of 2,,93,85
362,3,1:00.0,,Defensive rebound by Ö. Aşık,93,85
363,3,0:53.0,,Personal foul by F. Korkmaz (drawn by J. Holiday),93,85
364,3,0:53.0,,J. Holiday makes free throw 1 of 2,93,86
365,3,0:53.0,,J. Holiday makes free throw 2 of 2,93,87
366,3,0:35.0,F. Korkmaz misses 3-pt jump shot from 28 ft,,93,87
367,3,0:32.0,,Defensive rebound by Team,93,87
368,3,0:25.0,,Turnover by J. Holiday (bad pass),93,87
369,3,0:05.0,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Bayless),,95,87
370,4,11:44.0,,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),95,89
371,4,11:30.0,D. Šarić misses 3-pt jump shot from 26 ft,,95,89
372,4,11:28.0,Offensive rebound by A. Johnson,,95,89
373,4,11:27.0,A. Johnson misses 2-pt hook shot from 6 ft,,95,89
374,4,11:27.0,,Defensive rebound by D. Cousins,95,89
375,4,11:21.0,,Personal foul by F. Korkmaz (drawn by A. Davis),95,89
376,4,11:16.0,,E. Moore makes 3-pt jump shot from 22 ft (assist by R. Rondo),95,92
377,4,10:57.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by A. Johnson),,98,92
378,4,10:40.0,,D. Cousins makes 2-pt layup from 2 ft,98,94
