,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHILADELPHIA_ACTION,CHARLOTTE_SCORE,PHILADELPHIA_SCORE
37,1,7:14.0,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,,8,8
38,1,7:11.0,,Defensive rebound by J. Embiid,8,8
39,1,7:04.0,,Personal foul by D. Howard (drawn by J. Embiid),8,8
40,1,7:04.0,,M. Belinelli enters the game for J. Embiid,8,8
41,1,7:04.0,,A. Johnson enters the game for J. Redick,8,8
42,1,6:49.0,,B. Simmons misses 2-pt jump shot from 7 ft,8,8
43,1,6:42.0,,Offensive rebound by B. Simmons,8,8
44,1,6:42.0,,B. Simmons misses 2-pt dunk at rim,8,8
45,1,6:42.0,,Offensive rebound by A. Johnson,8,8
46,1,6:27.0,,B. Simmons misses 2-pt jump shot from 12 ft,8,8
47,1,6:25.0,,Offensive rebound by A. Johnson,8,8
48,1,6:23.0,,A. Johnson makes 2-pt layup from 1 ft,8,10
49,1,6:13.0,K. Walker misses 3-pt jump shot from 27 ft,,8,10
50,1,6:09.0,,Defensive rebound by B. Simmons,8,10
51,1,6:02.0,,B. Simmons misses 2-pt layup from 15 ft,8,10
52,1,6:00.0,Defensive rebound by J. Lamb,,8,10
53,1,5:54.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,,8,10
54,1,5:51.0,,Defensive rebound by A. Johnson,8,10
55,1,5:47.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by M. Belinelli),8,13
56,1,5:26.0,D. Howard misses 2-pt jump shot from 13 ft,,8,13
57,1,5:22.0,,Defensive rebound by M. Belinelli,8,13
58,1,5:08.0,,D. Šarić makes 2-pt jump shot from 4 ft,8,15
59,1,4:56.0,Turnover by K. Walker (bad pass),,8,15
60,1,4:38.0,,M. Belinelli makes 2-pt dunk from 1 ft (assist by B. Simmons),8,17
61,1,4:25.0,Charlotte full timeout,,8,17
62,1,4:25.0,,E. İlyasova enters the game for D. Šarić,8,17
63,1,4:05.0,J. Lamb makes 2-pt jump shot from 18 ft (assist by D. Howard),,10,17
64,1,4:05.0,Shooting foul by R. Covington (drawn by J. Lamb),,10,17
65,1,4:05.0,,J. Anderson enters the game for R. Covington,10,17
66,1,4:05.0,J. Lamb makes free throw 1 of 1,,11,17
67,1,3:49.0,,M. Belinelli misses 2-pt jump shot from 21 ft,11,17
68,1,3:46.0,Defensive rebound by K. Walker,,11,17
69,1,3:27.0,J. Lamb misses 2-pt jump shot from 6 ft,,11,17
70,1,3:26.0,,Defensive rebound by Team,11,17
71,1,3:26.0,Loose ball foul by J. Lamb (drawn by M. Belinelli),,11,17
72,1,3:26.0,,J. Embiid enters the game for A. Johnson,11,17
73,1,3:26.0,,T. McConnell enters the game for B. Simmons,11,17
74,1,3:26.0,F. Kaminsky enters the game for M. Williams,,11,17
75,1,3:26.0,D. Bacon enters the game for M. Kidd-Gilchrist,,11,17
76,1,3:26.0,,J. Redick enters the game for M. Belinelli,11,17
77,1,3:10.0,,Personal foul by D. Howard (drawn by J. Embiid),11,17
78,1,3:03.0,,J. Anderson misses 3-pt jump shot from 26 ft,11,17
79,1,2:59.0,,Offensive rebound by J. Embiid,11,17
80,1,2:58.0,,J. Embiid makes 2-pt layup from 2 ft,11,19
81,1,2:44.0,K. Walker makes 2-pt jump shot from 15 ft,,13,19
82,1,2:44.0,Shooting foul by T. McConnell (drawn by K. Walker),,13,19
83,1,2:44.0,W. Hernangómez enters the game for D. Howard,,13,19
84,1,2:44.0,K. Walker makes free throw 1 of 1,,14,19
85,1,2:22.0,,Turnover by J. Embiid (bad pass; steal by K. Walker),14,19
86,1,2:11.0,F. Kaminsky misses 2-pt jump shot from 15 ft,,14,19
87,1,2:06.0,Offensive rebound by W. Hernangómez,,14,19
88,1,2:06.0,W. Hernangómez misses 2-pt layup at rim (block by J. Embiid),,14,19
89,1,2:05.0,,Defensive rebound by J. Redick,14,19
90,1,1:54.0,,J. Embiid misses 2-pt layup from 2 ft,14,19
91,1,1:51.0,,Offensive rebound by E. İlyasova,14,19
92,1,1:45.0,,J. Redick makes 2-pt layup from 2 ft (assist by J. Anderson),14,21
93,1,1:28.0,W. Hernangómez misses 2-pt layup from 3 ft (block by J. Embiid),,14,21
94,1,1:26.0,,Defensive rebound by J. Redick,14,21
95,1,1:17.0,,J. Redick misses 3-pt jump shot from 25 ft,14,21
96,1,1:09.0,Defensive rebound by J. Lamb,,14,21
97,1,1:08.0,J. Lamb makes 2-pt jump shot from 22 ft,,16,21
98,1,1:08.0,,Philadelphia full timeout,16,21
99,1,1:08.0,M. Monk enters the game for J. Lamb,,16,21
100,1,1:08.0,T. Graham enters the game for K. Walker,,16,21
101,1,0:52.0,,T. McConnell misses 2-pt layup from 10 ft,16,21
102,1,0:50.0,Defensive rebound by T. Graham,,16,21
103,1,0:47.0,Personal foul by J. Redick (drawn by M. Monk),,16,21
104,1,0:46.0,M. Monk misses 2-pt jump shot from 14 ft,,16,21
105,1,0:42.0,,Defensive rebound by J. Embiid,16,21
106,1,0:32.0,,J. Embiid misses 3-pt jump shot from 25 ft,16,21
107,1,0:29.0,Defensive rebound by M. Monk,,16,21
108,1,0:18.0,W. Hernangómez makes 2-pt layup from 2 ft (assist by M. Monk),,18,21
109,1,0:00.0,,J. Redick misses 2-pt jump shot from 18 ft,18,21
110,1,0:00.0,,Offensive rebound by E. İlyasova,18,21
111,2,11:48.0,D. Bacon misses 2-pt jump shot from 15 ft,,18,21
112,2,11:43.0,Offensive rebound by D. Bacon,,18,21
113,2,11:37.0,M. Monk misses 2-pt jump shot from 15 ft,,18,21
114,2,11:34.0,,Defensive rebound by J. Embiid,18,21
115,2,11:24.0,,Turnover by J. Redick (bad pass; steal by W. Hernangómez),18,21
116,2,11:15.0,W. Hernangómez misses 3-pt jump shot from 26 ft,,18,21
117,2,11:12.0,,Defensive rebound by J. Embiid,18,21
118,2,10:57.0,,J. Redick misses 3-pt jump shot from 26 ft,18,21
119,2,10:54.0,Defensive rebound by M. Monk,,18,21
120,2,10:51.0,Shooting foul by E. İlyasova (drawn by T. Graham),,18,21
121,2,10:51.0,T. Graham makes free throw 1 of 2,,19,21
122,2,10:51.0,T. Graham makes free throw 2 of 2,,20,21
123,2,10:36.0,,E. İlyasova makes 2-pt jump shot from 20 ft,20,23
124,2,10:16.0,Shooting foul by E. İlyasova (drawn by F. Kaminsky),,20,23
125,2,10:16.0,F. Kaminsky makes free throw 1 of 2,,21,23
126,2,10:16.0,,D. Šarić enters the game for E. İlyasova,21,23
127,2,10:16.0,F. Kaminsky makes free throw 2 of 2,,22,23
128,2,9:55.0,,J. Anderson makes 2-pt jump shot from 17 ft,22,25
129,2,9:44.0,M. Monk makes 3-pt jump shot from 26 ft,,25,25
130,2,9:27.0,,Turnover by J. Embiid (traveling),25,25
131,2,9:27.0,,M. Belinelli enters the game for J. Redick,25,25
132,2,9:16.0,W. Hernangómez makes 2-pt dunk at rim (assist by M. Monk),,27,25
133,2,8:59.0,,D. Šarić misses 2-pt jump shot from 20 ft,27,25
134,2,8:56.0,Defensive rebound by D. Bacon,,27,25
135,2,8:51.0,W. Hernangómez makes 2-pt dunk from 2 ft (assist by D. Bacon),,29,25
136,2,8:50.0,,Philadelphia full timeout,29,25
137,2,8:50.0,,R. Covington enters the game for J. Anderson,29,25
138,2,8:50.0,M. Kidd-Gilchrist enters the game for T. Graham,,29,25
139,2,8:50.0,,B. Simmons enters the game for T. McConnell,29,25
140,2,8:41.0,,Personal foul by W. Hernangómez (drawn by M. Belinelli),29,25
141,2,8:38.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by B. Simmons),29,28
142,2,8:22.0,W. Hernangómez makes 2-pt hook shot from 3 ft (assist by M. Monk),,31,28
143,2,8:13.0,,M. Belinelli makes 2-pt layup from 4 ft (assist by B. Simmons),31,30
144,2,8:02.0,M. Monk misses 3-pt jump shot from 28 ft,,31,30
145,2,8:00.0,,Defensive rebound by B. Simmons,31,30
146,2,7:54.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by R. Covington),31,33
147,2,7:37.0,D. Bacon misses 2-pt jump shot from 12 ft,,31,33
148,2,7:32.0,,Defensive rebound by M. Belinelli,31,33
149,2,7:30.0,,Turnover by J. Embiid (out of bounds lost ball),31,33
150,2,7:30.0,,A. Johnson enters the game for J. Embiid,31,33
151,2,7:30.0,K. Walker enters the game for M. Monk,,31,33
152,2,7:11.0,F. Kaminsky misses 2-pt jump shot from 7 ft,,31,33
153,2,7:08.0,,Defensive rebound by A. Johnson,31,33
154,2,7:02.0,,B. Simmons makes 2-pt layup from 3 ft,31,35
155,2,7:02.0,Violation by W. Hernangómez (def goaltending),,31,35
156,2,6:41.0,Shooting foul by A. Johnson (drawn by W. Hernangómez),,31,35
157,2,6:41.0,W. Hernangómez makes free throw 1 of 2,,32,35
158,2,6:41.0,W. Hernangómez makes free throw 2 of 2,,33,35
159,2,6:23.0,,B. Simmons makes 2-pt layup from 2 ft (assist by D. Šarić),33,37
160,2,6:10.0,K. Walker makes 2-pt jump shot from 20 ft,,35,37
161,2,5:58.0,,R. Covington misses 3-pt jump shot from 26 ft,35,37
162,2,5:55.0,Defensive rebound by D. Bacon,,35,37
163,2,5:49.0,D. Bacon misses 2-pt jump shot from 19 ft,,35,37
164,2,5:46.0,,Defensive rebound by R. Covington,35,37
165,2,5:37.0,,A. Johnson makes 3-pt jump shot from 25 ft (assist by B. Simmons),35,40
166,2,5:14.0,Personal foul by R. Covington (drawn by M. Kidd-Gilchrist),,35,40
167,2,5:14.0,D. Howard enters the game for D. Bacon,,35,40
168,2,5:14.0,J. Lamb enters the game for W. Hernangómez,,35,40
169,2,5:14.0,M. Williams enters the game for F. Kaminsky,,35,40
170,2,5:04.0,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by J. Lamb),,37,40
171,2,4:41.0,,D. Šarić misses 3-pt jump shot from 26 ft,37,40
172,2,4:39.0,,Offensive rebound by R. Covington,37,40
173,2,4:39.0,,Shooting foul by M. Kidd-Gilchrist (drawn by R. Covington),37,40
174,2,4:39.0,,R. Covington makes free throw 1 of 2,37,41
175,2,4:39.0,,E. İlyasova enters the game for D. Šarić,37,41
176,2,4:39.0,,R. Covington makes free throw 2 of 2,37,42
177,2,4:23.0,J. Lamb makes 2-pt layup from 4 ft,,39,42
178,2,4:12.0,,Turnover by E. İlyasova (bad pass; steal by D. Howard),39,42
179,2,4:07.0,,Offensive charge foul by M. Kidd-Gilchrist (drawn by E. İlyasova),39,42
180,2,4:07.0,Turnover by M. Kidd-Gilchrist (offensive foul),,39,42
181,2,4:07.0,D. Bacon enters the game for M. Kidd-Gilchrist,,39,42
182,2,3:59.0,,E. İlyasova misses 2-pt layup from 1 ft,39,42
183,2,3:55.0,Defensive rebound by K. Walker,,39,42
184,2,3:46.0,K. Walker makes 2-pt jump shot from 20 ft,,41,42
185,2,3:34.0,,E. İlyasova misses 3-pt jump shot from 24 ft,41,42
186,2,3:31.0,Defensive rebound by D. Howard,,41,42
187,2,3:23.0,Turnover by J. Lamb (bad pass; steal by B. Simmons),,41,42
188,2,3:18.0,,M. Belinelli misses 3-pt jump shot from 26 ft,41,42
189,2,3:14.0,,Offensive rebound by R. Covington,41,42
190,2,3:11.0,,M. Belinelli misses 3-pt jump shot from 28 ft,41,42
191,2,3:09.0,Defensive rebound by D. Howard,,41,42
192,2,3:04.0,D. Bacon misses 2-pt layup from 2 ft (block by A. Johnson),,41,42
193,2,3:01.0,,Defensive rebound by R. Covington,41,42
194,2,2:51.0,,B. Simmons misses 2-pt jump shot from 11 ft,41,42
195,2,2:49.0,Defensive rebound by K. Walker,,41,42
196,2,2:46.0,Personal foul by M. Belinelli (drawn by K. Walker),,41,42
197,2,2:46.0,Charlotte full timeout,,41,42
198,2,2:46.0,,J. Embiid enters the game for A. Johnson,41,42
199,2,2:46.0,,J. Redick enters the game for M. Belinelli,41,42
200,2,2:46.0,K. Walker makes free throw 1 of 2,,42,42
201,2,2:46.0,K. Walker makes free throw 2 of 2,,43,42
202,2,2:35.0,,J. Redick misses 3-pt jump shot from 24 ft,43,42
203,2,2:32.0,Defensive rebound by M. Williams,,43,42
204,2,2:19.0,Shooting foul by R. Covington (drawn by D. Howard),,43,42
205,2,2:19.0,,J. Anderson enters the game for R. Covington,43,42
206,2,2:19.0,D. Howard makes free throw 1 of 2,,44,42
207,2,2:19.0,D. Howard makes free throw 2 of 2,,45,42
208,2,2:13.0,,Personal foul by D. Howard (drawn by J. Embiid),45,42
209,2,2:13.0,W. Hernangómez enters the game for D. Howard,,45,42
210,2,2:01.0,,E. İlyasova misses 2-pt layup from 3 ft (block by J. Lamb),45,42
211,2,2:01.0,Defensive rebound by Team,,45,42
212,2,1:40.0,D. Bacon makes 2-pt jump shot from 11 ft (assist by K. Walker),,47,42
213,2,1:26.0,,J. Redick makes 2-pt layup from 1 ft (assist by J. Embiid),47,44
214,2,1:09.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Williams),,49,44
215,2,1:02.0,,Turnover by J. Redick (turnover),49,44
216,2,1:00.0,,Loose ball foul by J. Redick (drawn by W. Hernangómez),49,44
217,2,1:00.0,W. Hernangómez makes free throw 1 of 2,,50,44
218,2,1:00.0,W. Hernangómez makes free throw 2 of 2,,51,44
219,2,0:45.0,,J. Anderson makes 3-pt jump shot from 28 ft (assist by B. Simmons),51,47
220,2,0:31.0,K. Walker makes 2-pt jump shot from 21 ft,,53,47
221,2,0:08.0,,E. İlyasova misses 2-pt jump shot from 6 ft,53,47
222,2,0:08.0,,Offensive rebound by B. Simmons,53,47
223,2,0:07.0,,B. Simmons makes 2-pt layup at rim,53,49
224,2,0:01.0,W. Hernangómez makes 3-pt jump shot from 23 ft (assist by K. Walker),,56,49
225,3,11:51.0,K. Walker misses 2-pt jump shot from 16 ft,,56,49
226,3,11:49.0,,Defensive rebound by J. Embiid,56,49
227,3,11:37.0,,Turnover by J. Embiid (bad pass; steal by M. Williams),56,49
228,3,11:25.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,56,49
229,3,11:23.0,,Defensive rebound by J. Embiid,56,49
230,3,11:11.0,,R. Covington misses 3-pt jump shot from 25 ft (block by K. Walker),56,49
231,3,11:07.0,,Offensive rebound by J. Embiid,56,49
232,3,11:03.0,,D. Šarić misses 2-pt jump shot from 12 ft (block by M. Williams),56,49
233,3,10:59.0,Defensive rebound by K. Walker,,56,49
234,3,10:45.0,D. Howard misses 2-pt layup from 4 ft,,56,49
235,3,10:43.0,,Defensive rebound by B. Simmons,56,49
236,3,10:36.0,,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),56,52
237,3,10:19.0,K. Walker misses 3-pt jump shot from 25 ft,,56,52
238,3,10:17.0,,Defensive rebound by J. Embiid,56,52
239,3,10:10.0,,J. Embiid makes 3-pt jump shot from 24 ft (assist by B. Simmons),56,55
240,3,9:50.0,Offensive foul by D. Howard (drawn by J. Embiid),,56,55
241,3,9:50.0,Turnover by D. Howard (offensive foul),,56,55
242,3,9:36.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Embiid),56,58
243,3,9:19.0,Shooting foul by J. Embiid (drawn by K. Walker),,56,58
244,3,9:19.0,K. Walker makes free throw 1 of 2,,57,58
245,3,9:19.0,K. Walker makes free throw 2 of 2,,58,58
246,3,9:04.0,,Turnover by J. Embiid (bad pass),58,58
247,3,8:52.0,Personal foul by J. Embiid (drawn by D. Howard),,58,58
248,3,8:44.0,K. Walker misses 3-pt jump shot from 29 ft,,58,58
249,3,8:42.0,,Defensive rebound by J. Redick,58,58
250,3,8:36.0,,J. Embiid misses 3-pt jump shot from 25 ft,58,58
251,3,8:34.0,Defensive rebound by J. Lamb,,58,58
252,3,8:27.0,J. Lamb makes 2-pt jump shot from 10 ft,,60,58
253,3,8:27.0,Shooting foul by D. Šarić (drawn by J. Lamb),,60,58
254,3,8:27.0,J. Lamb makes free throw 1 of 1,,61,58
255,3,8:14.0,,Turnover by J. Embiid (lost ball; steal by J. Lamb),61,58
256,3,8:05.0,D. Howard misses 2-pt layup from 4 ft (block by R. Covington),,61,58
257,3,8:05.0,Offensive rebound by Team,,61,58
258,3,7:55.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,61,58
259,3,7:52.0,,Defensive rebound by J. Embiid,61,58
260,3,7:39.0,,B. Simmons makes 2-pt layup from 3 ft,61,60
261,3,7:19.0,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft,,61,60
262,3,7:16.0,Offensive rebound by M. Kidd-Gilchrist,,61,60
263,3,7:14.0,M. Williams misses 3-pt jump shot from 27 ft,,61,60
264,3,7:10.0,,Defensive rebound by J. Redick,61,60
265,3,7:08.0,,J. Embiid makes 2-pt layup from 2 ft (assist by R. Covington),61,62
266,3,6:46.0,Turnover by D. Howard (out of bounds lost ball),,61,62
267,3,6:46.0,,A. Johnson enters the game for J. Redick,61,62
268,3,6:46.0,,M. Belinelli enters the game for J. Embiid,61,62
269,3,6:46.0,,Philadelphia full timeout,61,62
270,3,6:30.0,,A. Johnson misses 3-pt jump shot from 23 ft,61,62
271,3,6:27.0,Defensive rebound by J. Lamb,,61,62
272,3,6:12.0,J. Lamb misses 3-pt jump shot from 26 ft,,61,62
273,3,6:09.0,,Defensive rebound by R. Covington,61,62
274,3,6:00.0,,R. Covington misses 2-pt layup from 1 ft,61,62
275,3,5:58.0,Defensive rebound by M. Kidd-Gilchrist,,61,62
276,3,5:49.0,J. Lamb makes 2-pt jump shot from 2 ft (assist by K. Walker),,63,62
277,3,5:39.0,,R. Covington makes 2-pt layup from 2 ft (assist by D. Šarić),63,64
278,3,5:24.0,Personal foul by R. Covington (drawn by D. Howard),,63,64
279,3,5:24.0,,E. İlyasova enters the game for D. Šarić,63,64
280,3,5:13.0,M. Williams misses 2-pt jump shot from 9 ft,,63,64
281,3,5:11.0,Offensive rebound by M. Williams,,63,64
282,3,5:09.0,M. Williams misses 2-pt layup from 4 ft,,63,64
283,3,5:09.0,Offensive rebound by J. Lamb,,63,64
284,3,5:04.0,J. Lamb misses 2-pt layup at rim,,63,64
285,3,5:03.0,,Defensive rebound by E. İlyasova,63,64
286,3,4:59.0,,M. Belinelli misses 3-pt jump shot from 26 ft,63,64
287,3,4:57.0,Defensive rebound by J. Lamb,,63,64
288,3,4:51.0,J. Lamb misses 2-pt jump shot from 5 ft,,63,64
289,3,4:48.0,,Defensive rebound by B. Simmons,63,64
290,3,4:42.0,,R. Covington makes 2-pt jump shot from 15 ft (assist by B. Simmons),63,66
291,3,4:24.0,Personal foul by E. İlyasova (drawn by D. Howard),,63,66
292,3,4:24.0,,J. Anderson enters the game for R. Covington,63,66
293,3,4:24.0,D. Howard misses free throw 1 of 2,,63,66
294,3,4:24.0,Offensive rebound by Team,,63,66
295,3,4:24.0,D. Howard makes free throw 2 of 2,,64,66
296,3,4:15.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by J. Anderson),64,69
297,3,3:59.0,Turnover by D. Howard (lost ball; steal by A. Johnson),,64,69
298,3,3:49.0,,M. Belinelli makes 3-pt jump shot from 25 ft,64,72
299,3,3:49.0,Charlotte full timeout,,64,72
300,3,3:49.0,,T. McConnell enters the game for B. Simmons,64,72
301,3,3:49.0,F. Kaminsky enters the game for M. Williams,,64,72
302,3,3:49.0,D. Bacon enters the game for M. Kidd-Gilchrist,,64,72
303,3,3:36.0,Shooting foul by E. İlyasova (drawn by D. Howard),,64,72
304,3,3:36.0,D. Howard misses free throw 1 of 2,,64,72
305,3,3:36.0,Offensive rebound by Team,,64,72
306,3,3:36.0,D. Howard makes free throw 2 of 2,,65,72
307,3,3:25.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by E. İlyasova),65,75
308,3,3:12.0,K. Walker misses 2-pt layup from 6 ft (block by A. Johnson),,65,75
309,3,3:12.0,Offensive rebound by Team,,65,75
310,3,3:12.0,,J. Embiid enters the game for A. Johnson,65,75
311,3,3:08.0,K. Walker makes 2-pt jump shot from 6 ft (assist by J. Lamb),,67,75
312,3,2:55.0,,M. Belinelli misses 3-pt jump shot from 26 ft,67,75
313,3,2:52.0,Defensive rebound by D. Bacon,,67,75
314,3,2:47.0,D. Bacon makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),,70,75
315,3,2:26.0,,Turnover by J. Embiid (bad pass),70,75
316,3,2:26.0,W. Hernangómez enters the game for D. Howard,,70,75
317,3,2:26.0,M. Monk enters the game for K. Walker,,70,75
318,3,2:11.0,Turnover by J. Lamb (lost ball; steal by E. İlyasova),,70,75
319,3,1:55.0,,J. Embiid makes 2-pt jump shot from 21 ft (assist by T. McConnell),70,77
320,3,1:45.0,Shooting foul by M. Belinelli (drawn by W. Hernangómez),,70,77
321,3,1:45.0,W. Hernangómez misses free throw 1 of 2,,70,77
322,3,1:45.0,Offensive rebound by Team,,70,77
323,3,1:45.0,T. Graham enters the game for J. Lamb,,70,77
324,3,1:45.0,W. Hernangómez misses free throw 2 of 2,,70,77
325,3,1:42.0,,Defensive rebound by J. Embiid,70,77
326,3,1:28.0,,J. Embiid misses 2-pt layup from 4 ft (block by W. Hernangómez),70,77
327,3,1:27.0,,Offensive rebound by J. Embiid,70,77
328,3,1:27.0,,Shooting foul by W. Hernangómez (drawn by J. Embiid),70,77
329,3,1:27.0,,J. Embiid makes free throw 1 of 2,70,78
330,3,1:27.0,,J. Embiid misses free throw 2 of 2,70,78
331,3,1:24.0,,Offensive rebound by E. İlyasova,70,78
332,3,1:07.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by M. Belinelli),70,81
333,3,0:47.0,M. Monk misses 2-pt jump shot from 8 ft,,70,81
334,3,0:45.0,,Defensive rebound by J. Anderson,70,81
335,3,0:35.0,,J. Anderson misses 3-pt jump shot from 25 ft,70,81
336,3,0:32.0,Defensive rebound by M. Monk,,70,81
337,3,0:22.0,D. Bacon misses 2-pt jump shot from 12 ft,,70,81
338,3,0:18.0,,Defensive rebound by J. Embiid,70,81
339,3,0:05.0,,J. Anderson misses 3-pt jump shot from 23 ft,70,81
340,3,0:01.0,,Offensive rebound by E. İlyasova,70,81
341,3,0:01.0,,E. İlyasova misses 2-pt jump shot from 15 ft,70,81
342,3,0:00.0,Defensive rebound by M. Monk,,70,81
343,4,11:52.0,,Personal foul by W. Hernangómez (drawn by J. Embiid),70,81
344,4,11:41.0,,J. Embiid makes 2-pt hook shot from 6 ft (assist by E. İlyasova),70,83
345,4,11:22.0,M. Monk misses 2-pt jump shot from 9 ft,,70,83
346,4,11:20.0,,Defensive rebound by J. Anderson,70,83
347,4,11:11.0,,Turnover by J. Redick (bad pass; steal by K. Walker),70,83
348,4,10:52.0,M. Monk makes 3-pt jump shot from 25 ft (assist by K. Walker),,73,83
349,4,10:29.0,,J. Anderson misses 3-pt jump shot from 25 ft,73,83
350,4,10:26.0,Defensive rebound by K. Walker,,73,83
351,4,10:21.0,Personal foul by T. McConnell (drawn by K. Walker),,73,83
352,4,10:15.0,K. Walker misses 3-pt jump shot from 26 ft,,73,83
353,4,10:12.0,,Defensive rebound by J. Embiid,73,83
354,4,10:03.0,,J. Redick misses 3-pt jump shot from 27 ft,73,83
355,4,10:00.0,Defensive rebound by W. Hernangómez,,73,83
356,4,9:53.0,M. Monk makes 3-pt jump shot from 27 ft,,76,83
357,4,9:52.0,,Philadelphia full timeout,76,83
358,4,9:42.0,,Turnover by J. Anderson (bad pass),76,83
359,4,9:28.0,M. Monk misses 2-pt layup from 5 ft (block by J. Embiid),,76,83
360,4,9:25.0,Offensive rebound by W. Hernangómez,,76,83
361,4,9:24.0,W. Hernangómez misses 2-pt jump shot from 4 ft,,76,83
362,4,9:21.0,,Defensive rebound by J. Anderson,76,83
363,4,9:16.0,,Turnover by J. Embiid (traveling),76,83
364,4,8:54.0,W. Hernangómez misses 2-pt hook shot from 4 ft,,76,83
365,4,8:49.0,Offensive rebound by K. Walker,,76,83
366,4,8:49.0,K. Walker makes 2-pt layup at rim,,78,83
367,4,8:34.0,,E. İlyasova misses 3-pt jump shot from 25 ft,78,83
368,4,8:31.0,Defensive rebound by D. Bacon,,78,83
369,4,8:18.0,D. Bacon misses 3-pt jump shot from 26 ft,,78,83
370,4,8:18.0,,Defensive rebound by J. Embiid,78,83
371,4,8:06.0,,T. McConnell makes 2-pt layup from 3 ft,78,85
372,4,7:52.0,K. Walker makes 3-pt jump shot from 26 ft,,81,85
373,4,7:30.0,,J. Embiid misses 2-pt jump shot from 18 ft,81,85
374,4,7:26.0,Defensive rebound by F. Kaminsky,,81,85
375,4,7:26.0,Shooting foul by J. Embiid (drawn by M. Monk),,81,85
376,4,7:26.0,M. Monk makes free throw 1 of 2,,82,85
377,4,7:26.0,,R. Covington enters the game for J. Anderson,82,85
378,4,7:26.0,,D. Šarić enters the game for T. McConnell,82,85
379,4,7:26.0,,B. Simmons enters the game for J. Embiid,82,85
