,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,PHOENIX_ACTION,LA CLIPPERS_SCORE,PHOENIX_SCORE
207,2,3:24.0,Defensive rebound by T. Wallace,,67,43
208,2,3:17.0,Turnover by L. Williams (bad pass; steal by A. Len),,67,43
209,2,3:13.0,,D. Booker misses 2-pt jump shot from 9 ft,67,43
210,2,3:09.0,Defensive rebound by D. Jordan,,67,43
211,2,3:05.0,L. Williams makes 3-pt jump shot from 22 ft (assist by T. Wallace),,70,43
212,2,2:45.0,,J. Jackson makes 2-pt jump shot from 17 ft (assist by A. Len),70,45
213,2,2:25.0,Shooting foul by J. Jackson (drawn by T. Harris),,70,45
214,2,2:25.0,T. Harris makes free throw 1 of 2,,71,45
215,2,2:25.0,T. Harris misses free throw 2 of 2,,71,45
216,2,2:23.0,,Defensive rebound by T. Warren,71,45
217,2,2:14.0,,D. Booker misses 3-pt jump shot from 26 ft,71,45
218,2,2:12.0,Defensive rebound by D. Jordan,,71,45
219,2,2:02.0,T. Wallace misses 2-pt jump shot from 7 ft,,71,45
220,2,1:59.0,,Defensive rebound by A. Len,71,45
221,2,1:51.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Booker),71,48
222,2,1:43.0,Shooting foul by J. Jackson (drawn by L. Williams),,71,48
223,2,1:43.0,L. Williams makes free throw 1 of 2,,72,48
224,2,1:43.0,,E. Payton enters the game for J. Jackson,72,48
225,2,1:43.0,L. Williams makes free throw 2 of 2,,73,48
226,2,1:29.0,,T. Warren misses 2-pt jump shot from 12 ft,73,48
227,2,1:26.0,Defensive rebound by Team,,73,48
228,2,1:13.0,L. Williams makes 2-pt jump shot from 16 ft,,75,48
229,2,0:58.0,,Personal foul by D. Jordan,75,48
230,2,0:58.0,,D. Bender enters the game for A. Len,75,48
231,2,0:58.0,M. Harrell enters the game for D. Jordan,,75,48
232,2,0:58.0,Technical foul by D. Jordan,,75,48
233,2,0:58.0,,D. Booker misses technical free throw,75,48
234,2,0:58.0,,Offensive rebound by Team,75,48
235,2,0:56.0,,D. Booker makes 2-pt layup at rim (assist by E. Payton),75,50
236,2,0:56.0,,Shooting foul by T. Wallace (drawn by D. Booker),75,50
237,2,0:56.0,A. Rivers enters the game for T. Wallace,,75,50
238,2,0:56.0,,D. Booker misses free throw 1 of 1,75,50
239,2,0:56.0,,Offensive rebound by T. Warren,75,50
240,2,0:56.0,,T. Warren misses 2-pt layup from 1 ft,75,50
241,2,0:54.0,Defensive rebound by A. Rivers,,75,50
242,2,0:42.0,L. Williams makes 2-pt jump shot from 15 ft,,77,50
243,2,0:29.0,,T. Warren misses 2-pt jump shot from 18 ft,77,50
244,2,0:26.0,Defensive rebound by T. Harris,,77,50
245,2,0:03.0,L. Williams makes 2-pt jump shot from 15 ft,,79,50
246,2,0:00.0,,D. Booker misses 3-pt jump shot from 42 ft,79,50
247,2,0:00.0,,Offensive rebound by Team,79,50
248,3,11:45.0,,T. Warren misses 2-pt jump shot from 5 ft,79,50
249,3,11:44.0,,Offensive rebound by A. Len,79,50
250,3,11:44.0,,A. Len makes 2-pt layup at rim,79,52
251,3,11:39.0,Personal foul by E. Payton (drawn by A. Rivers),,79,52
252,3,11:26.0,D. Jordan misses 2-pt layup from 1 ft,,79,52
253,3,11:24.0,,Defensive rebound by E. Payton,79,52
254,3,11:19.0,,T. Warren misses 3-pt jump shot from 23 ft,79,52
255,3,11:16.0,Defensive rebound by T. Wallace,,79,52
256,3,11:13.0,W. Johnson misses 3-pt jump shot from 25 ft,,79,52
257,3,11:13.0,,Defensive rebound by A. Len,79,52
258,3,11:03.0,,D. Booker makes 2-pt jump shot from 17 ft,79,54
259,3,10:41.0,T. Harris misses 2-pt layup at rim,,79,54
260,3,10:39.0,,Defensive rebound by T. Warren,79,54
261,3,10:35.0,,T. Warren makes 2-pt layup at rim,79,56
262,3,10:19.0,W. Johnson misses 2-pt dunk from 1 ft (block by A. Len),,79,56
263,3,10:17.0,,Defensive rebound by D. Bender,79,56
264,3,10:07.0,,Personal foul by W. Johnson (drawn by D. Booker),79,56
265,3,9:59.0,,T. Warren misses 2-pt jump shot from 15 ft,79,56
266,3,9:55.0,Defensive rebound by T. Wallace,,79,56
267,3,9:47.0,T. Wallace misses 2-pt jump shot from 10 ft,,79,56
268,3,9:46.0,,Defensive rebound by D. Bender,79,56
269,3,9:44.0,,Turnover by D. Booker (bad pass),79,56
270,3,9:34.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by T. Wallace),,82,56
271,3,9:23.0,,E. Payton makes 2-pt layup at rim,82,58
272,3,8:55.0,Turnover by Team (shot clock),,82,58
273,3,8:47.0,,E. Payton makes 2-pt layup at rim,82,60
274,3,8:31.0,T. Harris makes 3-pt jump shot from 26 ft (assist by A. Rivers),,85,60
275,3,8:17.0,,D. Booker misses 2-pt jump shot from 13 ft,85,60
276,3,8:14.0,Defensive rebound by T. Harris,,85,60
277,3,8:08.0,W. Johnson misses 2-pt jump shot from 17 ft,,85,60
278,3,8:05.0,,Defensive rebound by A. Len,85,60
279,3,8:00.0,,T. Warren misses 2-pt layup from 4 ft (block by D. Jordan),85,60
280,3,7:57.0,,Offensive rebound by T. Warren,85,60
281,3,7:56.0,,T. Warren makes 2-pt layup at rim,85,62
282,3,7:39.0,W. Johnson misses 3-pt jump shot from 22 ft,,85,62
283,3,7:36.0,,Defensive rebound by A. Len,85,62
284,3,7:30.0,,Turnover by D. Booker (bad pass; steal by W. Johnson),85,62
285,3,7:24.0,T. Wallace misses 3-pt jump shot from 23 ft,,85,62
286,3,7:20.0,,Defensive rebound by A. Len,85,62
287,3,7:13.0,,E. Payton misses 2-pt jump shot from 19 ft,85,62
288,3,7:10.0,Defensive rebound by D. Jordan,,85,62
289,3,7:01.0,Turnover by A. Rivers (bad pass; steal by E. Payton),,85,62
290,3,6:57.0,,T. Warren makes 2-pt layup at rim (assist by E. Payton),85,64
291,3,6:36.0,T. Harris misses 3-pt jump shot from 25 ft,,85,64
292,3,6:32.0,,Defensive rebound by D. Bender,85,64
293,3,6:23.0,,D. Booker misses 2-pt jump shot from 8 ft,85,64
294,3,6:20.0,,Offensive rebound by A. Len,85,64
295,3,6:20.0,,A. Len makes 2-pt dunk at rim,85,66
296,3,6:20.0,LA Clippers full timeout,,85,66
297,3,6:03.0,A. Rivers misses 3-pt jump shot from 25 ft,,85,66
298,3,6:00.0,,Defensive rebound by D. Bender,85,66
299,3,5:43.0,,D. Bender misses 2-pt jump shot from 14 ft,85,66
300,3,5:40.0,Defensive rebound by T. Harris,,85,66
301,3,5:25.0,A. Rivers misses 3-pt jump shot from 24 ft,,85,66
302,3,5:24.0,Offensive rebound by Team,,85,66
303,3,5:24.0,,Loose ball foul by A. Len (drawn by D. Jordan),85,66
304,3,5:24.0,L. Williams enters the game for W. Johnson,,85,66
305,3,5:17.0,Turnover by T. Harris (lost ball; steal by E. Payton),,85,66
306,3,5:13.0,,T. Warren makes 2-pt dunk from 1 ft (assist by E. Payton),85,68
307,3,4:58.0,D. Jordan makes 2-pt dunk at rim (assist by T. Harris),,87,68
308,3,4:43.0,,E. Payton misses 3-pt jump shot from 24 ft,87,68
309,3,4:40.0,Defensive rebound by D. Jordan,,87,68
310,3,4:32.0,Turnover by A. Rivers (lost ball; steal by E. Payton),,87,68
311,3,4:28.0,,D. Booker misses 3-pt jump shot from 25 ft,87,68
312,3,4:24.0,,Offensive rebound by E. Payton,87,68
313,3,4:19.0,,E. Payton misses 2-pt layup at rim (block by T. Harris),87,68
314,3,4:15.0,Defensive rebound by T. Harris,,87,68
315,3,4:14.0,Personal take foul by D. Booker (drawn by L. Williams),,87,68
316,3,4:14.0,,S. Harrison enters the game for E. Payton,87,68
317,3,4:14.0,M. Teodosić enters the game for T. Wallace,,87,68
318,3,4:02.0,M. Teodosić misses 3-pt jump shot from 26 ft,,87,68
319,3,4:00.0,,Defensive rebound by Team,87,68
320,3,3:50.0,,A. Len makes 2-pt layup at rim (assist by D. Booker),87,70
321,3,3:50.0,,Shooting foul by A. Rivers (drawn by A. Len),87,70
322,3,3:50.0,,A. Len misses free throw 1 of 1,87,70
323,3,3:48.0,Defensive rebound by T. Harris,,87,70
324,3,3:37.0,T. Harris misses 3-pt jump shot from 25 ft,,87,70
325,3,3:33.0,,Defensive rebound by T. Warren,87,70
326,3,3:20.0,,A. Len makes 2-pt jump shot from 12 ft (assist by S. Harrison),87,72
327,3,3:08.0,T. Harris makes 3-pt jump shot from 23 ft (assist by D. Jordan),,90,72
328,3,2:52.0,,A. Len misses 2-pt jump shot from 20 ft,90,72
329,3,2:50.0,Defensive rebound by D. Jordan,,90,72
330,3,2:45.0,T. Harris misses 2-pt layup from 1 ft (block by D. Bender),,90,72
331,3,2:45.0,Offensive rebound by Team,,90,72
332,3,2:45.0,,Phoenix full timeout,90,72
333,3,2:45.0,,T. Daniels enters the game for D. Booker,90,72
334,3,2:45.0,,J. Jackson enters the game for T. Warren,90,72
335,3,2:45.0,M. Harrell enters the game for D. Jordan,,90,72
336,3,2:39.0,L. Williams makes 2-pt jump shot from 20 ft (assist by M. Teodosić),,92,72
337,3,2:14.0,,D. Bender misses 3-pt jump shot from 24 ft,92,72
338,3,2:11.0,Defensive rebound by L. Williams,,92,72
339,3,2:02.0,T. Harris makes 3-pt jump shot from 23 ft (assist by L. Williams),,95,72
340,3,1:40.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by S. Harrison),95,75
341,3,1:27.0,L. Williams misses 3-pt jump shot from 27 ft,,95,75
342,3,1:24.0,,Defensive rebound by J. Jackson,95,75
343,3,1:19.0,,Personal block foul by M. Teodosić (drawn by J. Jackson),95,75
344,3,1:19.0,,M. Chriss enters the game for A. Len,95,75
345,3,1:19.0,,J. Dudley enters the game for D. Bender,95,75
346,3,1:19.0,T. Wallace enters the game for A. Rivers,,95,75
347,3,1:08.0,,M. Chriss misses 2-pt layup from 2 ft,95,75
348,3,1:06.0,Defensive rebound by M. Teodosić,,95,75
349,3,0:59.0,Turnover by T. Wallace (bad pass; steal by T. Daniels),,95,75
350,3,0:47.0,,J. Jackson misses 2-pt jump shot from 7 ft,95,75
351,3,0:43.0,,Offensive rebound by J. Jackson,95,75
352,3,0:39.0,,J. Jackson misses 2-pt jump shot from 4 ft,95,75
353,3,0:38.0,Defensive rebound by M. Teodosić,,95,75
354,3,0:38.0,Personal foul by J. Jackson (drawn by M. Teodosić),,95,75
355,3,0:38.0,S. Dekker enters the game for T. Harris,,95,75
356,3,0:33.0,Turnover by L. Williams (lost ball; steal by S. Harrison),,95,75
357,3,0:29.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by M. Chriss),95,78
358,3,0:06.0,M. Teodosić misses 3-pt jump shot from 27 ft,,95,78
359,3,0:03.0,,Defensive rebound by S. Harrison,95,78
360,3,0:00.0,,T. Daniels misses 3-pt jump shot from 25 ft,95,78
361,3,0:00.0,,Offensive rebound by Team,95,78
362,4,11:41.0,L. Williams makes 2-pt layup from 1 ft,,97,78
363,4,11:20.0,,J. Jackson makes 2-pt layup at rim,97,80
364,4,11:13.0,Personal foul by S. Harrison (drawn by L. Williams),,97,80
365,4,11:05.0,S. Dekker makes 2-pt layup from 1 ft (assist by T. Wallace),,99,80
366,4,10:49.0,,Personal foul by M. Harrell (drawn by M. Chriss),99,80
367,4,10:44.0,,T. Daniels misses 3-pt jump shot from 25 ft,99,80
368,4,10:42.0,Defensive rebound by M. Teodosić,,99,80
369,4,10:32.0,Turnover by M. Teodosić (bad pass),,99,80
370,4,10:29.0,,Personal foul by M. Harrell (drawn by M. Chriss),99,80
371,4,10:20.0,,J. Jackson misses 3-pt jump shot from 23 ft,99,80
372,4,10:16.0,,Offensive rebound by T. Daniels,99,80
373,4,10:06.0,,M. Chriss misses 2-pt layup at rim (block by M. Harrell),99,80
374,4,10:06.0,Defensive rebound by M. Harrell,,99,80
375,4,10:06.0,,Technical foul by M. Chriss,99,80
376,4,10:06.0,L. Williams makes technical free throw,,100,80
377,4,10:06.0,,D. Booker enters the game for M. Chriss,100,80
378,4,10:06.0,,D. Bender enters the game for T. Daniels,100,80
379,4,9:46.0,M. Harrell misses 2-pt layup from 2 ft,,100,80
380,4,9:42.0,Offensive rebound by M. Teodosić,,100,80
381,4,9:32.0,Turnover by L. Williams (bad pass; steal by S. Harrison),,100,80
382,4,9:30.0,,Shooting foul by S. Dekker (drawn by D. Booker),100,80
383,4,9:30.0,,D. Booker makes free throw 1 of 2,100,81
384,4,9:30.0,,T. Warren enters the game for J. Dudley,100,81
385,4,9:30.0,,D. Booker makes free throw 2 of 2,100,82
386,4,9:10.0,Turnover by M. Teodosić (bad pass; steal by S. Harrison),,100,82
387,4,9:05.0,,J. Jackson makes 2-pt dunk at rim,100,84
388,4,8:44.0,M. Teodosić misses 3-pt jump shot from 26 ft,,100,84
389,4,8:41.0,Offensive rebound by S. Dekker,,100,84
390,4,8:40.0,S. Dekker misses 2-pt layup from 1 ft,,100,84
391,4,8:40.0,Offensive rebound by M. Harrell,,100,84
392,4,8:34.0,T. Wallace makes 2-pt jump shot from 10 ft (assist by M. Harrell),,102,84
