,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,TORONTO_ACTION,SAN ANTONIO_SCORE,TORONTO_SCORE
30,1,7:56.0,,Offensive rebound by O. Anunoby,8,6
31,1,7:56.0,,O. Anunoby misses 2-pt dunk at rim,8,6
32,1,7:54.0,,Offensive rebound by O. Anunoby,8,6
33,1,7:54.0,,O. Anunoby misses 2-pt layup at rim,8,6
34,1,7:54.0,,Offensive rebound by J. Valančiūnas,8,6
35,1,7:52.0,,J. Valančiūnas misses 2-pt layup from 1 ft,8,6
36,1,7:52.0,Defensive rebound by T. Parker,,8,6
37,1,7:45.0,Turnover by K. Anderson (palming),,8,6
38,1,7:27.0,,O. Anunoby misses 3-pt jump shot from 23 ft,8,6
39,1,7:25.0,Defensive rebound by T. Parker,,8,6
40,1,7:17.0,L. Aldridge misses 2-pt jump shot from 21 ft,,8,6
41,1,7:15.0,,Defensive rebound by J. Valančiūnas,8,6
42,1,7:07.0,,D. DeRozan makes 2-pt layup from 1 ft,8,8
43,1,7:07.0,San Antonio full timeout,,8,8
44,1,6:45.0,T. Parker misses 2-pt jump shot from 17 ft,,8,8
45,1,6:44.0,Offensive rebound by Team,,8,8
46,1,6:33.0,P. Gasol makes 2-pt hook shot from 5 ft (assist by T. Parker),,10,8
47,1,6:16.0,,K. Lowry misses 2-pt jump shot from 5 ft,10,8
48,1,6:13.0,Defensive rebound by L. Aldridge,,10,8
49,1,5:55.0,P. Gasol makes 2-pt jump shot from 15 ft (assist by D. Green),,12,8
50,1,5:38.0,,K. Lowry misses 3-pt jump shot from 27 ft,12,8
51,1,5:36.0,Defensive rebound by K. Anderson,,12,8
52,1,5:24.0,D. Green makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,14,8
53,1,5:07.0,,Turnover by S. Ibaka (traveling),14,8
54,1,5:07.0,D. Bertāns enters the game for T. Parker,,14,8
55,1,5:07.0,D. Murray enters the game for L. Aldridge,,14,8
56,1,5:07.0,P. Mills enters the game for D. Green,,14,8
57,1,4:54.0,P. Gasol makes 2-pt jump shot from 15 ft (assist by P. Mills),,16,8
58,1,4:42.0,,Toronto full timeout,16,8
59,1,4:42.0,,C. Miles enters the game for O. Anunoby,16,8
60,1,4:42.0,,J. Poeltl enters the game for J. Valančiūnas,16,8
61,1,4:27.0,,Personal foul by D. Murray (drawn by J. Poeltl),16,8
62,1,4:14.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by D. DeRozan),16,10
63,1,3:53.0,P. Mills misses 2-pt jump shot from 17 ft,,16,10
64,1,3:51.0,,Defensive rebound by K. Lowry,16,10
65,1,3:49.0,,Turnover by K. Lowry (lost ball; steal by K. Anderson),16,10
66,1,3:36.0,Turnover by D. Murray (lost ball; steal by D. DeRozan),,16,10
67,1,3:27.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by S. Ibaka),16,13
68,1,3:11.0,P. Gasol misses 2-pt jump shot from 16 ft,,16,13
69,1,3:11.0,,Defensive rebound by S. Ibaka,16,13
70,1,3:04.0,,S. Ibaka misses 3-pt jump shot from 25 ft,16,13
71,1,3:00.0,Defensive rebound by P. Mills,,16,13
72,1,2:52.0,Personal foul by J. Poeltl (drawn by P. Gasol),,16,13
73,1,2:52.0,D. Green enters the game for K. Anderson,,16,13
74,1,2:52.0,,D. Wright enters the game for K. Lowry,16,13
75,1,2:46.0,P. Gasol misses 2-pt layup from 2 ft,,16,13
76,1,2:44.0,,Defensive rebound by Team,16,13
77,1,2:44.0,Loose ball foul by P. Gasol (drawn by D. DeRozan),,16,13
78,1,2:44.0,L. Aldridge enters the game for P. Gasol,,16,13
79,1,2:30.0,,D. DeRozan makes 2-pt jump shot from 9 ft,16,15
80,1,2:18.0,,P. Siakam enters the game for S. Ibaka,16,15
81,1,2:06.0,L. Aldridge misses 2-pt jump shot from 14 ft,,16,15
82,1,2:03.0,,Defensive rebound by D. DeRozan,16,15
83,1,1:56.0,,C. Miles misses 3-pt jump shot from 25 ft,16,15
84,1,1:51.0,Defensive rebound by D. Green,,16,15
85,1,1:35.0,L. Aldridge misses 2-pt jump shot from 7 ft,,16,15
86,1,1:32.0,,Defensive rebound by C. Miles,16,15
87,1,1:21.0,,D. Wright misses 2-pt jump shot from 5 ft,16,15
88,1,1:18.0,,Offensive rebound by P. Siakam,16,15
89,1,1:16.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Siakam),16,17
90,1,1:16.0,Violation by D. Bertāns (def goaltending),,16,17
91,1,0:57.0,D. Murray misses 2-pt jump shot from 12 ft,,16,17
92,1,0:55.0,,Defensive rebound by C. Miles,16,17
93,1,0:36.0,,D. DeRozan misses 2-pt jump shot from 14 ft,16,17
94,1,0:32.0,Defensive rebound by D. Murray,,16,17
95,1,0:28.0,D. Bertāns misses 3-pt jump shot from 26 ft,,16,17
96,1,0:24.0,Offensive rebound by D. Murray,,16,17
97,1,0:07.0,D. Murray misses 2-pt layup from 4 ft,,16,17
98,1,0:06.0,Offensive rebound by L. Aldridge,,16,17
99,1,0:06.0,L. Aldridge makes 2-pt layup from 1 ft,,18,17
100,1,0:02.0,,Personal block foul by D. Bertāns (drawn by D. DeRozan),18,17
101,1,0:00.0,,J. Poeltl misses 2-pt hook shot from 2 ft (block by D. Green),18,17
102,1,0:00.0,,Offensive rebound by Team,18,17
103,2,11:43.0,L. Aldridge misses 2-pt hook shot from 5 ft,,18,17
104,2,11:40.0,Offensive rebound by D. Murray,,18,17
105,2,11:38.0,Turnover by B. Forbes (traveling),,18,17
106,2,11:38.0,T. Parker enters the game for D. Murray,,18,17
107,2,11:20.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Wright),18,20
108,2,11:04.0,P. Mills makes 2-pt layup from 2 ft,,20,20
109,2,10:56.0,,C. Miles misses 2-pt jump shot from 10 ft,20,20
110,2,10:54.0,Defensive rebound by P. Mills,,20,20
111,2,10:41.0,P. Mills misses 2-pt jump shot from 21 ft,,20,20
112,2,10:39.0,,Defensive rebound by N. Powell,20,20
113,2,10:29.0,,Turnover by N. Powell (bad pass),20,20
114,2,10:18.0,P. Mills misses 3-pt jump shot from 26 ft,,20,20
115,2,10:15.0,,Defensive rebound by D. Wright,20,20
116,2,10:08.0,,D. Wright makes 2-pt jump shot from 3 ft,20,22
117,2,9:53.0,T. Parker misses 2-pt jump shot from 9 ft,,20,22
118,2,9:51.0,,Defensive rebound by D. Wright,20,22
119,2,9:41.0,,N. Powell misses 2-pt jump shot from 16 ft,20,22
120,2,9:38.0,Defensive rebound by L. Aldridge,,20,22
121,2,9:23.0,L. Aldridge misses 2-pt hook shot from 3 ft,,20,22
122,2,9:21.0,Offensive rebound by L. Aldridge,,20,22
123,2,9:05.0,P. Mills makes 2-pt layup from 3 ft,,22,22
124,2,8:54.0,,Personal foul by D. Bertāns (drawn by P. Siakam),22,22
125,2,8:54.0,P. Gasol enters the game for D. Bertāns,,22,22
126,2,8:49.0,,D. Wright makes 3-pt jump shot from 25 ft,22,25
127,2,8:29.0,P. Mills makes 3-pt jump shot from 25 ft (assist by L. Aldridge),,25,25
128,2,8:13.0,,P. Siakam makes 3-pt jump shot from 26 ft (assist by N. Powell),25,28
129,2,7:58.0,Shooting foul by J. Poeltl (drawn by P. Mills),,25,28
130,2,7:58.0,P. Mills makes free throw 1 of 2,,26,28
131,2,7:58.0,P. Mills makes free throw 2 of 2,,27,28
132,2,7:45.0,,Turnover by D. Wright (bad pass; steal by T. Parker),27,28
133,2,7:32.0,Shooting foul by N. Powell (drawn by B. Forbes),,27,28
134,2,7:32.0,B. Forbes makes free throw 1 of 3,,28,28
135,2,7:32.0,B. Forbes makes free throw 2 of 3,,29,28
136,2,7:32.0,,K. Lowry enters the game for C. Miles,29,28
137,2,7:32.0,K. Anderson enters the game for P. Mills,,29,28
138,2,7:32.0,B. Forbes misses free throw 3 of 3,,29,28
139,2,7:30.0,,Defensive rebound by P. Siakam,29,28
140,2,7:15.0,,D. Wright misses 2-pt layup from 2 ft,29,28
141,2,7:14.0,,Offensive rebound by J. Poeltl,29,28
142,2,7:14.0,,Shooting foul by L. Aldridge (drawn by J. Poeltl),29,28
143,2,7:14.0,,J. Poeltl misses free throw 1 of 2,29,28
144,2,7:14.0,,Offensive rebound by Team,29,28
145,2,7:14.0,D. Bertāns enters the game for L. Aldridge,,29,28
146,2,7:14.0,,J. Poeltl makes free throw 2 of 2,29,29
147,2,6:57.0,P. Gasol makes 2-pt layup at rim (assist by B. Forbes),,31,29
148,2,6:48.0,,N. Powell makes 2-pt jump shot from 11 ft,31,31
149,2,6:33.0,Turnover by T. Parker (lost ball; steal by D. Wright),,31,31
150,2,6:23.0,,Turnover by P. Siakam (lost ball; steal by P. Gasol),31,31
151,2,6:02.0,D. Bertāns makes 2-pt jump shot from 20 ft (assist by T. Parker),,33,31
152,2,5:54.0,,Toronto full timeout,33,31
153,2,5:54.0,,D. DeRozan enters the game for N. Powell,33,31
154,2,5:54.0,,S. Ibaka enters the game for J. Poeltl,33,31
155,2,5:54.0,,J. Valančiūnas enters the game for P. Siakam,33,31
156,2,5:54.0,D. Murray enters the game for T. Parker,,33,31
157,2,5:42.0,,K. Lowry makes 2-pt layup from 1 ft,33,33
158,2,5:34.0,Personal foul by K. Lowry (drawn by D. Murray),,33,33
159,2,5:25.0,Turnover by D. Murray (bad pass; steal by J. Valančiūnas),,33,33
160,2,5:15.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),33,35
161,2,5:15.0,San Antonio full timeout,,33,35
162,2,5:15.0,,O. Anunoby enters the game for D. Wright,33,35
163,2,5:01.0,B. Forbes makes 2-pt jump shot from 16 ft (assist by P. Gasol),,35,35
164,2,4:35.0,,Turnover by D. DeRozan (bad pass; steal by D. Bertāns),35,35
165,2,4:26.0,D. Bertāns misses 3-pt jump shot from 28 ft,,35,35
166,2,4:22.0,Offensive rebound by K. Anderson,,35,35
167,2,4:15.0,D. Murray misses 2-pt jump shot from 13 ft,,35,35
168,2,4:12.0,,Defensive rebound by S. Ibaka,35,35
169,2,4:04.0,,S. Ibaka misses 2-pt jump shot from 12 ft,35,35
170,2,4:04.0,Defensive rebound by Team,,35,35
171,2,4:04.0,,Loose ball foul by J. Valančiūnas (drawn by P. Gasol),35,35
172,2,3:40.0,K. Anderson misses 2-pt jump shot from 4 ft,,35,35
173,2,3:38.0,Offensive rebound by K. Anderson,,35,35
174,2,3:34.0,K. Anderson misses 2-pt layup from 2 ft,,35,35
175,2,3:34.0,,Defensive rebound by D. DeRozan,35,35
176,2,3:34.0,,S. Ibaka misses 3-pt jump shot from 24 ft,35,35
177,2,3:34.0,Defensive rebound by D. Murray,,35,35
178,2,3:34.0,Shooting foul by S. Ibaka (drawn by D. Murray),,35,35
179,2,3:34.0,D. Murray makes free throw 1 of 2,,36,35
180,2,3:34.0,L. Aldridge enters the game for K. Anderson,,36,35
181,2,3:34.0,P. Mills enters the game for B. Forbes,,36,35
182,2,3:34.0,D. Green enters the game for D. Bertāns,,36,35
183,2,3:34.0,D. Murray makes free throw 2 of 2,,37,35
184,2,3:15.0,,D. DeRozan makes 2-pt jump shot from 18 ft,37,37
185,2,2:54.0,L. Aldridge misses 2-pt jump shot from 14 ft,,37,37
186,2,2:52.0,,Defensive rebound by O. Anunoby,37,37
187,2,2:34.0,,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),37,40
188,2,2:09.0,L. Aldridge misses 2-pt layup from 1 ft,,37,40
189,2,2:05.0,,Defensive rebound by J. Valančiūnas,37,40
190,2,2:03.0,,K. Lowry misses 3-pt jump shot from 26 ft,37,40
191,2,2:03.0,,Offensive rebound by O. Anunoby,37,40
192,2,1:58.0,,O. Anunoby misses 2-pt jump shot from 1 ft (block by D. Green),37,40
193,2,1:58.0,Defensive rebound by P. Mills,,37,40
194,2,1:49.0,D. Green misses 2-pt jump shot from 5 ft,,37,40
195,2,1:47.0,,Defensive rebound by J. Valančiūnas,37,40
196,2,1:45.0,,O. Anunoby misses 3-pt jump shot from 23 ft,37,40
197,2,1:41.0,Defensive rebound by L. Aldridge,,37,40
198,2,1:35.0,D. Green misses 3-pt jump shot from 26 ft,,37,40
199,2,1:32.0,,Defensive rebound by S. Ibaka,37,40
200,2,1:15.0,,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by K. Lowry),37,42
201,2,0:49.0,L. Aldridge misses 2-pt layup from 4 ft,,37,42
202,2,0:48.0,,Defensive rebound by S. Ibaka,37,42
203,2,0:48.0,T. Parker enters the game for D. Murray,,37,42
204,2,0:31.0,,K. Lowry misses 2-pt jump shot from 11 ft,37,42
205,2,0:28.0,Defensive rebound by P. Gasol,,37,42
206,2,0:06.0,D. Green misses 3-pt jump shot from 33 ft,,37,42
207,2,0:04.0,,Defensive rebound by Team,37,42
208,2,0:04.0,,C. Miles enters the game for O. Anunoby,37,42
209,2,0:00.0,,D. DeRozan makes 2-pt jump shot from 11 ft,37,44
210,3,11:36.0,T. Parker misses 2-pt jump shot from 18 ft,,37,44
211,3,11:32.0,,Defensive rebound by J. Valančiūnas,37,44
212,3,11:28.0,,Shooting foul by T. Parker (drawn by K. Lowry),37,44
213,3,11:28.0,,K. Lowry misses free throw 1 of 3,37,44
214,3,11:28.0,,Offensive rebound by Team,37,44
215,3,11:28.0,,K. Lowry makes free throw 2 of 3,37,45
216,3,11:28.0,,K. Lowry makes free throw 3 of 3,37,46
217,3,11:16.0,D. Green misses 2-pt jump shot from 18 ft,,37,46
218,3,11:13.0,,Defensive rebound by O. Anunoby,37,46
219,3,11:08.0,,S. Ibaka misses 2-pt jump shot from 12 ft,37,46
220,3,11:05.0,Defensive rebound by L. Aldridge,,37,46
221,3,11:00.0,T. Parker misses 2-pt layup from 2 ft,,37,46
222,3,11:00.0,,Defensive rebound by Team,37,46
223,3,10:42.0,,D. DeRozan misses 3-pt jump shot from 24 ft,37,46
224,3,10:38.0,Defensive rebound by K. Anderson,,37,46
225,3,10:31.0,Turnover by P. Gasol (bad pass; steal by O. Anunoby),,37,46
226,3,10:14.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by K. Lowry),37,48
227,3,10:14.0,San Antonio full timeout,,37,48
228,3,9:58.0,L. Aldridge misses 2-pt jump shot from 19 ft,,37,48
229,3,9:53.0,,Defensive rebound by K. Lowry,37,48
230,3,9:42.0,,D. DeRozan makes 2-pt jump shot from 20 ft (assist by S. Ibaka),37,50
231,3,9:26.0,K. Anderson misses 2-pt jump shot from 10 ft,,37,50
232,3,9:24.0,,Defensive rebound by S. Ibaka,37,50
233,3,9:14.0,,S. Ibaka misses 3-pt jump shot from 26 ft,37,50
234,3,9:11.0,,Offensive rebound by J. Valančiūnas,37,50
235,3,9:07.0,,O. Anunoby misses 2-pt layup from 1 ft (block by K. Anderson),37,50
236,3,9:04.0,Defensive rebound by D. Green,,37,50
237,3,9:04.0,Personal foul by D. DeRozan (drawn by D. Green),,37,50
238,3,8:56.0,T. Parker misses 2-pt jump shot from 17 ft,,37,50
239,3,8:54.0,,Defensive rebound by D. DeRozan,37,50
240,3,8:43.0,,K. Lowry misses 3-pt jump shot from 27 ft,37,50
241,3,8:40.0,Defensive rebound by P. Gasol,,37,50
242,3,8:30.0,T. Parker misses 2-pt jump shot from 11 ft,,37,50
243,3,8:28.0,Offensive rebound by L. Aldridge,,37,50
244,3,8:28.0,Shooting foul by K. Lowry (drawn by L. Aldridge),,37,50
245,3,8:28.0,L. Aldridge makes free throw 1 of 2,,38,50
246,3,8:28.0,D. Murray enters the game for T. Parker,,38,50
247,3,8:28.0,L. Aldridge makes free throw 2 of 2,,39,50
248,3,8:08.0,,J. Valančiūnas makes 2-pt jump shot from 7 ft,39,52
249,3,7:48.0,L. Aldridge makes 2-pt jump shot from 5 ft,,41,52
250,3,7:48.0,Shooting foul by D. DeRozan (drawn by L. Aldridge),,41,52
251,3,7:48.0,L. Aldridge misses free throw 1 of 1,,41,52
252,3,7:45.0,,Defensive rebound by J. Valančiūnas,41,52
253,3,7:33.0,,D. DeRozan makes 2-pt jump shot from 11 ft,41,54
254,3,7:33.0,,Shooting foul by D. Murray (drawn by D. DeRozan),41,54
255,3,7:33.0,J. Lauvergne enters the game for P. Gasol,,41,54
256,3,7:33.0,,D. DeRozan makes free throw 1 of 1,41,55
257,3,7:10.0,D. Green makes 2-pt layup from 1 ft,,43,55
258,3,6:57.0,,O. Anunoby misses 3-pt jump shot from 22 ft,43,55
259,3,6:56.0,Defensive rebound by D. Green,,43,55
260,3,6:53.0,Turnover by D. Green (bad pass),,43,55
261,3,6:53.0,P. Mills enters the game for D. Green,,43,55
262,3,6:33.0,,Turnover by J. Valančiūnas (lost ball; steal by K. Anderson),43,55
263,3,6:21.0,K. Anderson makes 3-pt jump shot from 22 ft (assist by D. Murray),,46,55
264,3,6:06.0,,K. Lowry makes 2-pt layup from 1 ft,46,57
265,3,5:42.0,L. Aldridge misses 3-pt jump shot from 26 ft,,46,57
266,3,5:39.0,Offensive rebound by K. Anderson,,46,57
267,3,5:29.0,K. Anderson makes 2-pt layup at rim,,48,57
268,3,5:22.0,,Toronto full timeout,48,57
269,3,5:22.0,,C. Miles enters the game for O. Anunoby,48,57
270,3,5:11.0,,J. Valančiūnas makes 2-pt jump shot from 10 ft,48,59
271,3,4:57.0,Personal foul by D. DeRozan (drawn by D. Murray),,48,59
272,3,4:50.0,Turnover by P. Mills (bad pass; steal by K. Lowry),,48,59
273,3,4:39.0,,C. Miles misses 3-pt jump shot from 23 ft,48,59
274,3,4:36.0,Defensive rebound by L. Aldridge,,48,59
275,3,4:25.0,P. Mills misses 3-pt jump shot from 26 ft,,48,59
276,3,4:21.0,,Defensive rebound by D. DeRozan,48,59
277,3,4:01.0,,C. Miles misses 2-pt dunk from 3 ft (block by K. Anderson),48,59
278,3,3:58.0,Defensive rebound by K. Anderson,,48,59
279,3,3:55.0,D. Murray makes 2-pt dunk at rim (assist by K. Anderson),,50,59
280,3,3:39.0,,D. DeRozan misses 2-pt jump shot from 7 ft,50,59
281,3,3:36.0,Defensive rebound by K. Anderson,,50,59
282,3,3:27.0,J. Lauvergne makes 2-pt layup from 2 ft (assist by K. Anderson),,52,59
283,3,3:02.0,,J. Valančiūnas makes 2-pt jump shot from 5 ft,52,61
284,3,2:44.0,L. Aldridge misses 2-pt jump shot from 14 ft,,52,61
285,3,2:41.0,,Defensive rebound by K. Lowry,52,61
286,3,2:37.0,,K. Lowry misses 3-pt jump shot from 27 ft,52,61
287,3,2:35.0,Defensive rebound by P. Mills,,52,61
288,3,2:25.0,Shooting foul by S. Ibaka (drawn by L. Aldridge),,52,61
289,3,2:25.0,L. Aldridge makes free throw 1 of 2,,53,61
290,3,2:25.0,,P. Siakam enters the game for K. Lowry,53,61
291,3,2:25.0,,J. Poeltl enters the game for S. Ibaka,53,61
292,3,2:25.0,,D. Wright enters the game for J. Valančiūnas,53,61
293,3,2:25.0,P. Gasol enters the game for K. Anderson,,53,61
294,3,2:25.0,B. Forbes enters the game for J. Lauvergne,,53,61
295,3,2:25.0,L. Aldridge makes free throw 2 of 2,,54,61
296,3,2:15.0,,D. DeRozan misses 2-pt jump shot from 17 ft,54,61
297,3,2:12.0,Defensive rebound by P. Gasol,,54,61
298,3,2:02.0,L. Aldridge makes 2-pt layup at rim (assist by P. Gasol),,56,61
299,3,1:50.0,,D. Wright misses 2-pt layup from 2 ft,56,61
300,3,1:49.0,Defensive rebound by D. Murray,,56,61
301,3,1:45.0,D. Murray misses 2-pt layup from 2 ft,,56,61
302,3,1:40.0,Offensive rebound by L. Aldridge,,56,61
303,3,1:40.0,L. Aldridge makes 2-pt layup at rim,,58,61
304,3,1:28.0,,D. DeRozan misses 2-pt layup from 4 ft,58,61
305,3,1:26.0,Defensive rebound by P. Gasol,,58,61
306,3,1:22.0,P. Mills misses 3-pt jump shot from 27 ft,,58,61
307,3,1:18.0,Offensive rebound by L. Aldridge,,58,61
308,3,1:17.0,L. Aldridge makes 2-pt layup from 1 ft,,60,61
309,3,1:09.0,,Toronto full timeout,60,61
310,3,1:09.0,,N. Powell enters the game for D. DeRozan,60,61
311,3,0:54.0,,P. Siakam misses 2-pt layup from 2 ft (block by L. Aldridge),60,61
312,3,0:54.0,,Offensive rebound by Team,60,61
313,3,0:51.0,,Turnover by Team (shot clock),60,61
314,3,0:38.0,Turnover by D. Murray (bad pass; steal by C. Miles),,60,61
315,3,0:36.0,,C. Miles makes 2-pt dunk from 1 ft,60,63
316,3,0:14.0,P. Gasol misses 2-pt layup from 2 ft,,60,63
317,3,0:12.0,,Defensive rebound by P. Siakam,60,63
318,3,0:03.0,,Personal take foul by P. Mills (drawn by N. Powell),60,63
319,3,0:01.0,,N. Powell misses 2-pt jump shot from 18 ft,60,63
320,3,0:01.0,Defensive rebound by L. Aldridge,,60,63
321,4,11:48.0,,C. Miles misses 3-pt jump shot from 26 ft,60,63
322,4,11:45.0,Defensive rebound by B. Forbes,,60,63
323,4,11:36.0,D. Murray makes 2-pt layup at rim (assist by P. Gasol),,62,63
324,4,11:11.0,,Shooting foul by P. Gasol (drawn by C. Miles),62,63
325,4,11:11.0,,C. Miles misses free throw 1 of 2,62,63
326,4,11:11.0,,Offensive rebound by Team,62,63
327,4,11:11.0,,C. Miles makes free throw 2 of 2,62,64
328,4,10:59.0,P. Gasol misses 2-pt hook shot from 2 ft,,62,64
329,4,10:55.0,Offensive rebound by D. Murray,,62,64
330,4,10:55.0,D. Murray misses 2-pt layup at rim,,62,64
331,4,10:54.0,,Defensive rebound by P. Siakam,62,64
332,4,10:41.0,,P. Siakam misses 2-pt hook shot from 3 ft,62,64
333,4,10:39.0,Defensive rebound by D. Bertāns,,62,64
334,4,10:27.0,Personal foul by J. Poeltl (drawn by P. Gasol),,62,64
335,4,10:13.0,D. Green misses 2-pt layup from 3 ft,,62,64
336,4,10:09.0,,Defensive rebound by C. Miles,62,64
337,4,9:55.0,,P. Siakam makes 3-pt jump shot from 26 ft (assist by D. Wright),62,67
338,4,9:32.0,D. Green misses 2-pt jump shot from 6 ft,,62,67
339,4,9:30.0,,Defensive rebound by J. Poeltl,62,67
340,4,9:15.0,,P. Siakam misses 3-pt jump shot from 26 ft,62,67
341,4,9:13.0,Defensive rebound by D. Green,,62,67
342,4,9:10.0,D. Bertāns makes 2-pt layup from 1 ft (assist by D. Green),,64,67
343,4,8:50.0,,D. Wright misses 2-pt jump shot from 3 ft,64,67
344,4,8:50.0,Defensive rebound by Team,,64,67
345,4,8:36.0,D. Murray misses 2-pt layup from 1 ft,,64,67
346,4,8:34.0,,Defensive rebound by J. Poeltl,64,67
347,4,8:29.0,,N. Powell misses 2-pt layup from 3 ft,64,67
348,4,8:27.0,Defensive rebound by D. Green,,64,67
349,4,8:24.0,San Antonio full timeout,,64,67
350,4,8:24.0,,K. Lowry enters the game for N. Powell,64,67
351,4,8:24.0,P. Mills enters the game for D. Murray,,64,67
352,4,8:12.0,D. Bertāns misses 3-pt jump shot from 25 ft,,64,67
353,4,8:09.0,,Defensive rebound by C. Miles,64,67
354,4,7:59.0,,J. Poeltl misses 2-pt jump shot from 9 ft,64,67
355,4,7:54.0,Defensive rebound by P. Gasol,,64,67
356,4,7:48.0,Turnover by P. Mills (lost ball; steal by P. Siakam),,64,67
357,4,7:41.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. Wright),64,70
358,4,7:23.0,Shooting foul by K. Lowry (drawn by P. Mills),,64,70
359,4,7:23.0,P. Mills makes free throw 1 of 2,,65,70
360,4,7:23.0,,D. DeRozan enters the game for J. Poeltl,65,70
361,4,7:23.0,,J. Valančiūnas enters the game for D. Wright,65,70
362,4,7:23.0,L. Aldridge enters the game for D. Green,,65,70
363,4,7:23.0,K. Anderson enters the game for P. Gasol,,65,70
364,4,7:23.0,P. Mills makes free throw 2 of 2,,66,70
365,4,6:59.0,,K. Lowry misses 2-pt layup from 3 ft (block by L. Aldridge),66,70
366,4,6:57.0,Defensive rebound by K. Anderson,,66,70
367,4,6:53.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,69,70
368,4,6:34.0,,P. Siakam misses 3-pt jump shot from 26 ft,69,70
369,4,6:31.0,Defensive rebound by K. Anderson,,69,70
370,4,6:22.0,P. Mills misses 3-pt jump shot from 26 ft,,69,70
371,4,6:17.0,,Defensive rebound by D. DeRozan,69,70
372,4,6:07.0,,D. DeRozan makes 2-pt jump shot from 13 ft,69,72
373,4,5:51.0,L. Aldridge misses 2-pt jump shot from 15 ft,,69,72
374,4,5:48.0,,Defensive rebound by P. Siakam,69,72
375,4,5:39.0,,D. DeRozan misses 2-pt jump shot from 11 ft,69,72
376,4,5:35.0,Defensive rebound by D. Bertāns,,69,72
377,4,5:22.0,L. Aldridge misses 2-pt hook shot from 6 ft,,69,72
378,4,5:20.0,,Defensive rebound by P. Siakam,69,72
379,4,5:11.0,,K. Lowry makes 2-pt jump shot from 14 ft,69,74
380,4,5:09.0,San Antonio full timeout,,69,74
381,4,5:09.0,,S. Ibaka enters the game for C. Miles,69,74
382,4,5:09.0,,D. Wright enters the game for P. Siakam,69,74
383,4,5:00.0,Turnover by K. Anderson (step out of bounds),,69,74
384,4,4:41.0,,Turnover by D. Wright (lost ball; steal by D. Bertāns),69,74
385,4,4:34.0,Personal foul by S. Ibaka (drawn by D. Bertāns),,69,74
