,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,WASHINGTON_ACTION,MINNESOTA_SCORE,WASHINGTON_SCORE
24,1,7:20.0,K. Towns makes 2-pt hook shot from 9 ft,,10,11
25,1,7:00.0,,O. Porter misses 2-pt layup from 1 ft (block by A. Wiggins),10,11
26,1,6:54.0,Defensive rebound by T. Gibson,,10,11
27,1,6:53.0,J. Teague misses 3-pt jump shot from 25 ft,,10,11
28,1,6:53.0,,Defensive rebound by M. Morris,10,11
29,1,6:40.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),10,14
30,1,6:25.0,,Washington full timeout,10,14
31,1,6:18.0,A. Wiggins misses 2-pt layup from 2 ft (block by O. Porter),,10,14
32,1,6:17.0,Offensive rebound by Team,,10,14
33,1,6:13.0,N. Bjelica misses 3-pt jump shot from 26 ft,,10,14
34,1,6:09.0,,Defensive rebound by B. Beal,10,14
35,1,5:57.0,,Turnover by B. Beal (bad pass; steal by K. Towns),10,14
36,1,5:53.0,A. Wiggins makes 2-pt dunk from 1 ft,,12,14
37,1,5:36.0,,Shooting foul by T. Gibson (drawn by M. Gortat),12,14
38,1,5:36.0,,M. Gortat makes free throw 1 of 2,12,15
39,1,5:36.0,J. Crawford enters the game for N. Bjelica,,12,15
40,1,5:36.0,,M. Gortat makes free throw 2 of 2,12,16
41,1,5:28.0,A. Wiggins makes 2-pt jump shot from 9 ft (assist by J. Teague),,14,16
42,1,5:08.0,,M. Morris makes 2-pt layup at rim (assist by T. Satoranský),14,18
43,1,4:58.0,Turnover by J. Teague (bad pass),,14,18
44,1,4:51.0,,B. Beal makes 2-pt jump shot from 18 ft,14,20
45,1,4:38.0,J. Crawford misses 2-pt jump shot from 19 ft,,14,20
46,1,4:34.0,Offensive rebound by K. Towns,,14,20
47,1,4:33.0,K. Towns makes 2-pt jump shot from 7 ft,,16,20
48,1,4:20.0,,B. Beal makes 2-pt layup from 1 ft (assist by M. Morris),16,22
49,1,3:56.0,K. Towns misses 2-pt jump shot from 11 ft (block by M. Gortat),,16,22
50,1,3:51.0,Offensive rebound by J. Teague,,16,22
51,1,3:50.0,J. Teague makes 2-pt jump shot from 22 ft,,18,22
52,1,3:29.0,,T. Satoranský misses 2-pt layup from 7 ft (block by J. Teague),18,22
53,1,3:29.0,Defensive rebound by T. Gibson,,18,22
54,1,3:27.0,Personal foul by M. Morris (drawn by A. Wiggins),,18,22
55,1,3:27.0,,R. Sessions enters the game for O. Porter,18,22
56,1,3:27.0,,K. Oubre enters the game for T. Satoranský,18,22
57,1,3:27.0,G. Dieng enters the game for K. Towns,,18,22
58,1,3:17.0,T. Gibson makes 2-pt hook shot from 6 ft,,20,22
59,1,2:58.0,,M. Morris misses 2-pt jump shot from 8 ft,20,22
60,1,2:53.0,,Offensive rebound by M. Gortat,20,22
61,1,2:52.0,,M. Gortat misses 2-pt layup from 3 ft,20,22
62,1,2:52.0,Defensive rebound by T. Gibson,,20,22
63,1,2:49.0,Offensive foul by T. Gibson (drawn by R. Sessions),,20,22
64,1,2:49.0,Turnover by T. Gibson (offensive foul),,20,22
65,1,2:49.0,Minnesota full timeout,,20,22
66,1,2:49.0,,I. Mahinmi enters the game for M. Gortat,20,22
67,1,2:49.0,N. Bjelica enters the game for J. Teague,,20,22
68,1,2:49.0,T. Jones enters the game for T. Gibson,,20,22
69,1,2:35.0,,M. Morris misses 2-pt dunk from 3 ft (block by N. Bjelica),20,22
70,1,2:28.0,Defensive rebound by T. Jones,,20,22
71,1,2:14.0,A. Wiggins misses 2-pt jump shot from 19 ft,,20,22
72,1,2:12.0,,Defensive rebound by Team,20,22
73,1,2:12.0,,J. Meeks enters the game for B. Beal,20,22
74,1,1:55.0,,K. Oubre misses 3-pt jump shot from 22 ft,20,22
75,1,1:49.0,,Offensive rebound by I. Mahinmi,20,22
76,1,1:44.0,,K. Oubre makes 2-pt dunk at rim (assist by J. Meeks),20,24
77,1,1:26.0,N. Bjelica misses 3-pt jump shot from 27 ft,,20,24
78,1,1:22.0,,Defensive rebound by M. Morris,20,24
79,1,1:17.0,,Personal foul by T. Jones (drawn by M. Morris),20,24
80,1,1:17.0,D. Rose enters the game for A. Wiggins,,20,24
81,1,1:13.0,,J. Meeks misses 2-pt layup from 7 ft,20,24
82,1,1:09.0,Defensive rebound by N. Bjelica,,20,24
83,1,1:08.0,T. Jones makes 2-pt layup at rim (assist by N. Bjelica),,22,24
84,1,1:08.0,Shooting foul by R. Sessions (drawn by T. Jones),,22,24
85,1,1:08.0,T. Jones makes free throw 1 of 1,,23,24
86,1,1:08.0,,M. Scott enters the game for M. Morris,23,24
87,1,0:55.0,,I. Mahinmi makes 2-pt jump shot from 7 ft (assist by M. Scott),23,26
88,1,0:36.0,T. Jones makes 2-pt layup at rim (assist by G. Dieng),,25,26
89,1,0:30.0,,M. Scott misses 3-pt jump shot from 26 ft,25,26
90,1,0:25.0,Defensive rebound by D. Rose,,25,26
91,1,0:06.0,J. Crawford misses 3-pt jump shot from 27 ft,,25,26
92,1,0:06.0,,Defensive rebound by J. Meeks,25,26
93,1,0:01.0,,Turnover by J. Meeks (bad pass; steal by J. Crawford),25,26
94,1,0:01.0,J. Crawford misses 3-pt jump shot from 53 ft,,25,26
95,1,0:01.0,Offensive rebound by Team,,25,26
96,2,11:47.0,J. Crawford makes 2-pt layup from 1 ft,,27,26
97,2,11:28.0,,K. Oubre misses 3-pt jump shot from 25 ft,27,26
98,2,11:24.0,Defensive rebound by N. Bjelica,,27,26
99,2,11:12.0,Shooting foul by R. Sessions (drawn by G. Dieng),,27,26
100,2,11:12.0,G. Dieng makes free throw 1 of 2,,28,26
101,2,11:12.0,G. Dieng makes free throw 2 of 2,,29,26
102,2,11:02.0,,Turnover by K. Oubre (bad pass; steal by D. Rose),29,26
103,2,10:58.0,T. Jones misses 2-pt layup at rim (block by I. Mahinmi),,29,26
104,2,10:54.0,Offensive rebound by G. Dieng,,29,26
105,2,10:52.0,J. Crawford makes 3-pt jump shot from 24 ft (assist by N. Bjelica),,32,26
106,2,10:49.0,,Washington full timeout,32,26
107,2,10:31.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by K. Oubre),32,29
108,2,10:14.0,G. Dieng misses 2-pt layup from 1 ft,,32,29
109,2,10:10.0,,Defensive rebound by M. Scott,32,29
110,2,10:10.0,,Shooting foul by T. Jones (drawn by R. Sessions),32,29
111,2,10:10.0,,R. Sessions misses free throw 1 of 2,32,29
112,2,10:10.0,,Offensive rebound by Team,32,29
113,2,10:10.0,K. Towns enters the game for G. Dieng,,32,29
114,2,10:10.0,,R. Sessions makes free throw 2 of 2,32,30
115,2,9:58.0,J. Crawford makes 2-pt jump shot from 20 ft,,34,30
116,2,9:39.0,,I. Mahinmi makes 2-pt dunk from 1 ft (assist by M. Scott),34,32
117,2,9:15.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Crawford),,36,32
118,2,9:08.0,,R. Sessions misses 2-pt layup from 1 ft,36,32
119,2,9:05.0,Defensive rebound by T. Jones,,36,32
120,2,9:03.0,N. Bjelica misses 2-pt jump shot from 15 ft,,36,32
121,2,8:58.0,,Defensive rebound by I. Mahinmi,36,32
122,2,8:52.0,,Shooting foul by N. Bjelica (drawn by K. Oubre),36,32
123,2,8:52.0,,K. Oubre makes free throw 1 of 2,36,33
124,2,8:52.0,,K. Oubre makes free throw 2 of 2,36,34
125,2,8:49.0,Personal foul by I. Mahinmi (drawn by K. Towns),,36,34
126,2,8:38.0,K. Towns makes 2-pt jump shot from 5 ft,,38,34
127,2,8:38.0,Shooting foul by I. Mahinmi (drawn by K. Towns),,38,34
128,2,8:38.0,K. Towns makes free throw 1 of 1,,39,34
129,2,8:22.0,,Personal foul by J. Crawford (drawn by K. Oubre),39,34
130,2,8:10.0,,Shooting foul by N. Bjelica (drawn by M. Scott),39,34
131,2,8:10.0,,M. Scott misses free throw 1 of 2,39,34
132,2,8:10.0,,Offensive rebound by Team,39,34
133,2,8:10.0,,M. Scott misses free throw 2 of 2,39,34
134,2,8:06.0,Defensive rebound by K. Towns,,39,34
135,2,7:56.0,Turnover by N. Bjelica (bad pass; steal by I. Mahinmi),,39,34
136,2,7:52.0,,R. Sessions makes 2-pt dunk at rim (assist by M. Scott),39,36
137,2,7:45.0,N. Bjelica misses 3-pt jump shot from 23 ft,,39,36
138,2,7:45.0,,Defensive rebound by I. Mahinmi,39,36
139,2,7:37.0,,M. Scott misses 2-pt layup from 4 ft (block by K. Towns),39,36
140,2,7:37.0,,Offensive rebound by I. Mahinmi,39,36
141,2,7:30.0,,I. Mahinmi makes 2-pt dunk from 1 ft,39,38
142,2,7:29.0,Minnesota full timeout,,39,38
143,2,7:29.0,,O. Porter enters the game for R. Sessions,39,38
144,2,7:29.0,,T. Satoranský enters the game for M. Scott,39,38
145,2,7:29.0,T. Gibson enters the game for T. Jones,,39,38
146,2,7:29.0,A. Wiggins enters the game for J. Crawford,,39,38
147,2,7:29.0,J. Teague enters the game for D. Rose,,39,38
148,2,7:18.0,K. Towns makes 2-pt jump shot from 16 ft (assist by N. Bjelica),,41,38
149,2,6:58.0,,K. Oubre misses 2-pt layup from 3 ft,41,38
150,2,6:57.0,,I. Mahinmi misses 2-pt layup at rim,41,38
151,2,6:57.0,,Offensive rebound by I. Mahinmi,41,38
152,2,6:56.0,,Offensive rebound by O. Porter,41,38
153,2,6:51.0,,O. Porter makes 2-pt layup from 2 ft,41,40
154,2,6:44.0,J. Teague misses 2-pt layup from 1 ft,,41,40
155,2,6:44.0,Offensive rebound by K. Towns,,41,40
156,2,6:38.0,K. Towns makes 2-pt layup at rim,,43,40
157,2,6:23.0,,O. Porter misses 3-pt jump shot from 26 ft,43,40
158,2,6:16.0,,Offensive rebound by T. Satoranský,43,40
159,2,6:16.0,,T. Satoranský makes 2-pt layup at rim,43,42
160,2,6:08.0,Turnover by T. Gibson (bad pass; steal by T. Satoranský),,43,42
161,2,6:02.0,,Turnover by O. Porter (lost ball; steal by J. Teague),43,42
162,2,6:02.0,Personal foul by T. Satoranský (drawn by J. Teague),,43,42
163,2,6:02.0,,B. Beal enters the game for J. Meeks,43,42
164,2,6:02.0,,M. Morris enters the game for K. Oubre,43,42
165,2,5:57.0,Turnover by A. Wiggins (bad pass; steal by I. Mahinmi),,43,42
166,2,5:37.0,,T. Satoranský makes 2-pt layup at rim,43,44
167,2,5:18.0,A. Wiggins misses 2-pt layup at rim,,43,44
168,2,5:15.0,,Defensive rebound by O. Porter,43,44
169,2,5:02.0,,B. Beal makes 2-pt jump shot from 9 ft,43,46
170,2,4:49.0,T. Gibson misses 2-pt jump shot from 16 ft,,43,46
171,2,4:47.0,,Defensive rebound by T. Satoranský,43,46
172,2,4:40.0,,T. Satoranský misses 2-pt jump shot from 17 ft,43,46
173,2,4:35.0,Defensive rebound by K. Towns,,43,46
174,2,4:25.0,A. Wiggins misses 3-pt jump shot from 25 ft,,43,46
175,2,4:21.0,,Defensive rebound by M. Morris,43,46
176,2,4:03.0,,O. Porter misses 2-pt jump shot from 16 ft (block by T. Gibson),43,46
177,2,4:03.0,Defensive rebound by N. Bjelica,,43,46
178,2,3:52.0,T. Gibson makes 2-pt dunk at rim (assist by N. Bjelica),,45,46
179,2,3:33.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by T. Satoranský),45,48
180,2,3:21.0,N. Bjelica misses 2-pt layup from 8 ft,,45,48
181,2,3:18.0,,Defensive rebound by I. Mahinmi,45,48
182,2,3:07.0,,Shooting foul by N. Bjelica (drawn by T. Satoranský),45,48
183,2,3:07.0,,T. Satoranský makes free throw 1 of 2,45,49
184,2,3:07.0,,M. Gortat enters the game for I. Mahinmi,45,49
185,2,3:07.0,J. Crawford enters the game for N. Bjelica,,45,49
186,2,3:07.0,,T. Satoranský makes free throw 2 of 2,45,50
187,2,2:53.0,K. Towns misses 2-pt layup from 2 ft (block by M. Gortat),,45,50
188,2,2:53.0,Offensive rebound by Team,,45,50
189,2,2:43.0,J. Teague misses 3-pt jump shot from 26 ft,,45,50
190,2,2:41.0,Offensive rebound by T. Gibson,,45,50
191,2,2:41.0,Personal foul by O. Porter (drawn by T. Gibson),,45,50
192,2,2:41.0,T. Gibson misses free throw 1 of 2,,45,50
193,2,2:41.0,Offensive rebound by Team,,45,50
194,2,2:41.0,T. Gibson misses free throw 2 of 2,,45,50
195,2,2:38.0,,Defensive rebound by O. Porter,45,50
196,2,2:18.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Satoranský),45,53
197,2,2:07.0,Personal foul by M. Gortat (drawn by K. Towns),,45,53
198,2,2:07.0,K. Towns makes free throw 1 of 2,,46,53
199,2,2:07.0,K. Towns makes free throw 2 of 2,,47,53
200,2,1:50.0,,B. Beal misses 3-pt jump shot from 25 ft,47,53
201,2,1:46.0,Defensive rebound by J. Crawford,,47,53
202,2,1:35.0,J. Teague makes 2-pt layup from 1 ft,,49,53
203,2,1:24.0,,Personal foul by T. Gibson (drawn by M. Morris),49,53
204,2,1:24.0,,M. Morris makes free throw 1 of 2,49,54
205,2,1:24.0,G. Dieng enters the game for T. Gibson,,49,54
206,2,1:24.0,,M. Morris makes free throw 2 of 2,49,55
207,2,1:13.0,A. Wiggins misses 2-pt layup from 1 ft,,49,55
208,2,1:10.0,,Defensive rebound by O. Porter,49,55
209,2,1:03.0,,M. Gortat makes 2-pt layup at rim (assist by T. Satoranský),49,57
210,2,1:03.0,C. Aldrich enters the game for K. Towns,,49,57
211,2,0:49.0,C. Aldrich misses 2-pt jump shot from 3 ft,,49,57
212,2,0:48.0,Offensive rebound by G. Dieng,,49,57
213,2,0:47.0,G. Dieng makes 2-pt layup from 2 ft,,51,57
214,2,0:28.0,,M. Morris misses 3-pt jump shot from 25 ft,51,57
215,2,0:25.0,,Offensive rebound by B. Beal,51,57
216,2,0:25.0,,B. Beal makes 2-pt layup from 1 ft,51,59
217,2,0:04.0,J. Teague makes 2-pt layup at rim,,53,59
218,2,0:01.0,,M. Morris misses 3-pt jump shot from 27 ft,53,59
219,2,0:01.0,,Offensive rebound by Team,53,59
220,3,11:45.0,K. Towns makes 2-pt jump shot from 5 ft,,55,59
221,3,11:45.0,Shooting foul by M. Gortat (drawn by K. Towns),,55,59
222,3,11:45.0,K. Towns makes free throw 1 of 1,,56,59
223,3,11:31.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by T. Satoranský),56,61
224,3,11:15.0,Def 3 sec tech foul by M. Gortat,,56,61
225,3,11:15.0,J. Teague makes technical free throw,,57,61
226,3,11:08.0,Shooting foul by M. Gortat (drawn by K. Towns),,57,61
227,3,11:08.0,K. Towns makes free throw 1 of 2,,58,61
228,3,11:08.0,K. Towns makes free throw 2 of 2,,59,61
229,3,11:00.0,,Turnover by T. Satoranský (lost ball; steal by T. Gibson),59,61
230,3,10:59.0,Personal foul by T. Satoranský (drawn by T. Gibson),,59,61
231,3,10:44.0,N. Bjelica makes 2-pt layup from 3 ft (assist by J. Teague),,61,61
232,3,10:20.0,,O. Porter makes 2-pt jump shot from 20 ft,61,63
233,3,10:02.0,A. Wiggins misses 3-pt jump shot from 26 ft,,61,63
234,3,9:57.0,,Defensive rebound by B. Beal,61,63
235,3,9:49.0,,B. Beal makes 2-pt jump shot from 8 ft,61,65
236,3,9:38.0,J. Teague makes 2-pt layup from 1 ft,,63,65
237,3,9:30.0,,Turnover by B. Beal (out of bounds lost ball),63,65
238,3,9:17.0,N. Bjelica misses 2-pt jump shot from 12 ft,,63,65
239,3,9:14.0,Offensive rebound by K. Towns,,63,65
240,3,9:11.0,K. Towns makes 2-pt layup from 3 ft,,65,65
241,3,8:51.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),65,68
242,3,8:25.0,T. Gibson makes 2-pt layup from 2 ft,,67,68
243,3,8:14.0,,Personal foul by K. Towns (drawn by M. Gortat),67,68
244,3,8:09.0,,O. Porter misses 2-pt jump shot from 19 ft,67,68
245,3,8:02.0,,Offensive rebound by M. Gortat,67,68
246,3,7:54.0,,O. Porter makes 2-pt jump shot from 9 ft,67,70
247,3,7:39.0,Turnover by N. Bjelica (bad pass; steal by T. Satoranský),,67,70
248,3,7:37.0,,Shooting foul by A. Wiggins (drawn by T. Satoranský),67,70
249,3,7:37.0,,T. Satoranský makes free throw 1 of 2,67,71
250,3,7:37.0,,T. Satoranský makes free throw 2 of 2,67,72
251,3,7:19.0,N. Bjelica misses 3-pt jump shot from 26 ft,,67,72
252,3,7:13.0,Offensive rebound by T. Gibson,,67,72
253,3,7:13.0,T. Gibson misses 2-pt layup at rim,,67,72
254,3,7:11.0,,Defensive rebound by O. Porter,67,72
255,3,7:05.0,,M. Morris makes 2-pt jump shot from 19 ft,67,74
256,3,7:03.0,Minnesota full timeout,,67,74
257,3,6:51.0,J. Teague misses 3-pt jump shot from 26 ft,,67,74
258,3,6:48.0,,Defensive rebound by T. Satoranský,67,74
259,3,6:33.0,,B. Beal misses 2-pt jump shot from 20 ft,67,74
260,3,6:28.0,Defensive rebound by K. Towns,,67,74
261,3,6:14.0,T. Gibson makes 2-pt layup from 3 ft (assist by N. Bjelica),,69,74
262,3,6:03.0,,O. Porter misses 2-pt jump shot from 19 ft,69,74
263,3,5:58.0,Defensive rebound by J. Teague,,69,74
264,3,5:43.0,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),,72,74
265,3,5:20.0,,Shooting foul by A. Wiggins (drawn by M. Morris),72,74
266,3,5:20.0,,M. Morris makes free throw 1 of 2,72,75
267,3,5:20.0,,M. Morris makes free throw 2 of 2,72,76
268,3,5:07.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,74,76
269,3,4:51.0,,M. Gortat makes 2-pt layup at rim (assist by M. Morris),74,78
270,3,4:37.0,K. Towns makes 2-pt jump shot from 17 ft (assist by N. Bjelica),,76,78
271,3,4:13.0,,M. Morris makes 2-pt dunk at rim (assist by B. Beal),76,80
272,3,3:46.0,J. Teague misses 2-pt layup from 1 ft,,76,80
273,3,3:45.0,,Defensive rebound by T. Satoranský,76,80
274,3,3:45.0,,Personal foul by K. Towns (drawn by T. Satoranský),76,80
275,3,3:45.0,,I. Mahinmi enters the game for M. Gortat,76,80
276,3,3:45.0,J. Crawford enters the game for N. Bjelica,,76,80
277,3,3:28.0,,O. Porter misses 3-pt jump shot from 23 ft,76,80
278,3,3:24.0,Defensive rebound by K. Towns,,76,80
279,3,3:21.0,Shooting foul by T. Satoranský (drawn by A. Wiggins),,76,80
280,3,3:21.0,A. Wiggins makes free throw 1 of 2,,77,80
281,3,3:21.0,,R. Sessions enters the game for M. Morris,77,80
282,3,3:21.0,,M. Scott enters the game for T. Satoranský,77,80
283,3,3:21.0,A. Wiggins makes free throw 2 of 2,,78,80
284,3,3:03.0,,R. Sessions makes 3-pt jump shot from 22 ft (assist by M. Scott),78,83
285,3,2:53.0,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),,80,83
286,3,2:38.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by B. Beal),80,85
287,3,2:20.0,Turnover by A. Wiggins (bad pass; steal by R. Sessions),,80,85
288,3,2:11.0,,B. Beal misses 2-pt jump shot from 17 ft,80,85
289,3,2:03.0,Defensive rebound by J. Crawford,,80,85
290,3,1:58.0,Personal foul by I. Mahinmi (drawn by K. Towns),,80,85
291,3,1:58.0,,Washington full timeout,80,85
292,3,1:58.0,,J. Meeks enters the game for B. Beal,80,85
293,3,1:58.0,T. Jones enters the game for J. Teague,,80,85
294,3,1:58.0,K. Towns makes free throw 1 of 2,,81,85
295,3,1:58.0,K. Towns makes free throw 2 of 2,,82,85
296,3,1:38.0,,Turnover by R. Sessions (lost ball; steal by T. Jones),82,85
297,3,1:29.0,J. Crawford misses 2-pt jump shot from 18 ft,,82,85
298,3,1:24.0,,Defensive rebound by I. Mahinmi,82,85
299,3,1:21.0,Violation by J. Crawford (kicked ball),,82,85
300,3,1:21.0,D. Rose enters the game for A. Wiggins,,82,85
301,3,1:21.0,G. Dieng enters the game for K. Towns,,82,85
302,3,1:02.0,,R. Sessions misses 2-pt layup from 1 ft,82,85
303,3,1:00.0,,Offensive rebound by M. Scott,82,85
304,3,1:00.0,,M. Scott makes 2-pt layup from 1 ft,82,87
305,3,0:47.0,J. Crawford misses 2-pt jump shot from 20 ft,,82,87
306,3,0:40.0,Offensive rebound by T. Gibson,,82,87
307,3,0:38.0,Turnover by J. Crawford (step out of bounds),,82,87
308,3,0:26.0,,Shooting foul by T. Jones (drawn by R. Sessions),82,87
309,3,0:26.0,,R. Sessions makes free throw 1 of 2,82,88
310,3,0:26.0,K. Towns enters the game for T. Gibson,,82,88
311,3,0:26.0,N. Bjelica enters the game for G. Dieng,,82,88
312,3,0:26.0,,R. Sessions misses free throw 2 of 2,82,88
313,3,0:24.0,,Offensive rebound by R. Sessions,82,88
314,3,0:02.0,,R. Sessions makes 2-pt jump shot from 15 ft,82,90
315,3,0:01.0,T. Jones misses 3-pt jump shot from 33 ft,,82,90
316,3,0:01.0,Offensive rebound by Team,,82,90
317,4,11:46.0,,M. Scott misses 3-pt jump shot from 25 ft,82,90
318,4,11:45.0,,Offensive rebound by Team,82,90
319,4,11:45.0,,Personal foul by K. Towns (drawn by I. Mahinmi),82,90
320,4,11:24.0,,R. Sessions misses 2-pt hook shot from 14 ft,82,90
321,4,11:19.0,,Offensive rebound by I. Mahinmi,82,90
322,4,11:12.0,,Personal foul by T. Jones (drawn by M. Scott),82,90
323,4,11:05.0,,R. Sessions misses 2-pt jump shot from 9 ft,82,90
324,4,11:01.0,Defensive rebound by K. Towns,,82,90
325,4,10:46.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by T. Jones),,85,90
326,4,10:30.0,,K. Oubre makes 3-pt jump shot from 24 ft (assist by R. Sessions),85,93
327,4,10:09.0,D. Rose misses 3-pt jump shot from 23 ft,,85,93
328,4,10:05.0,,Defensive rebound by K. Oubre,85,93
329,4,9:51.0,,M. Scott makes 2-pt layup at rim (assist by J. Meeks),85,95
330,4,9:34.0,T. Jones makes 2-pt jump shot from 2 ft,,87,95
331,4,9:34.0,Shooting foul by J. Meeks (drawn by T. Jones),,87,95
332,4,9:34.0,T. Jones makes free throw 1 of 1,,88,95
333,4,9:22.0,,Personal foul by J. Crawford (drawn by K. Oubre),88,95
334,4,9:18.0,,J. Meeks makes 2-pt jump shot from 12 ft (assist by R. Sessions),88,97
335,4,9:04.0,D. Rose misses 2-pt jump shot from 15 ft,,88,97
336,4,8:58.0,Defensive rebound by Team,,88,97
337,4,8:52.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,91,97
338,4,8:36.0,,Shooting foul by N. Bjelica (drawn by K. Oubre),91,97
339,4,8:36.0,,K. Oubre makes free throw 1 of 2,91,98
340,4,8:36.0,A. Wiggins enters the game for D. Rose,,91,98
341,4,8:36.0,,K. Oubre misses free throw 2 of 2,91,98
342,4,8:33.0,Defensive rebound by K. Towns,,91,98
343,4,8:16.0,N. Bjelica makes 2-pt layup at rim,,93,98
344,4,8:01.0,,Turnover by K. Oubre (bad pass; steal by T. Jones),93,98
345,4,8:01.0,Personal foul by R. Sessions (drawn by J. Crawford),,93,98
346,4,8:01.0,,M. Morris enters the game for J. Meeks,93,98
347,4,8:01.0,,B. Beal enters the game for M. Scott,93,98
348,4,7:48.0,N. Bjelica makes 2-pt layup from 1 ft (assist by T. Jones),,95,98
349,4,7:25.0,,I. Mahinmi misses 2-pt layup from 2 ft (block by K. Towns),95,98
350,4,7:22.0,Defensive rebound by K. Towns,,95,98
351,4,7:14.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,98,98
352,4,7:12.0,,Washington full timeout,98,98
353,4,7:12.0,,T. Satoranský enters the game for R. Sessions,98,98
354,4,7:12.0,,O. Porter enters the game for K. Oubre,98,98
355,4,6:56.0,,M. Morris misses 2-pt jump shot from 13 ft,98,98
356,4,6:53.0,,Offensive rebound by I. Mahinmi,98,98
357,4,6:50.0,,B. Beal misses 2-pt jump shot from 15 ft,98,98
358,4,6:46.0,Defensive rebound by A. Wiggins,,98,98
359,4,6:38.0,A. Wiggins makes 2-pt layup from 1 ft (assist by T. Jones),,100,98
360,4,6:16.0,,T. Satoranský misses 2-pt hook shot from 3 ft,100,98
361,4,6:10.0,Defensive rebound by N. Bjelica,,100,98
362,4,5:50.0,N. Bjelica makes 3-pt jump shot from 23 ft (assist by T. Jones),,103,98
363,4,5:30.0,,Turnover by I. Mahinmi (lost ball; steal by A. Wiggins),103,98
364,4,5:13.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Towns),,105,98
365,4,5:13.0,,Washington full timeout,105,98
366,4,5:13.0,,M. Gortat enters the game for I. Mahinmi,105,98
367,4,4:58.0,,B. Beal makes 2-pt layup from 1 ft,105,100
368,4,4:58.0,,Shooting foul by K. Towns (drawn by B. Beal),105,100
369,4,4:58.0,,B. Beal makes free throw 1 of 1,105,101
370,4,4:39.0,Personal foul by M. Morris (drawn by N. Bjelica),,105,101
371,4,4:25.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by K. Towns),,107,101
372,4,4:06.0,,B. Beal misses 2-pt layup from 1 ft,107,101
373,4,4:03.0,Defensive rebound by N. Bjelica,,107,101
374,4,3:46.0,Shooting foul by O. Porter (drawn by J. Crawford),,107,101
375,4,3:46.0,J. Crawford makes free throw 1 of 2,,108,101
376,4,3:46.0,J. Crawford makes free throw 2 of 2,,109,101
377,4,3:34.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by O. Porter),109,104
378,4,3:10.0,T. Jones misses 3-pt jump shot from 26 ft,,109,104
379,4,3:07.0,,Defensive rebound by O. Porter,109,104
380,4,2:58.0,,B. Beal misses 3-pt jump shot from 27 ft,109,104
