,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
0,1,11:39.0,K. Towns misses 2-pt jump shot from 16 ft,,0,0
1,1,11:35.0,,Defensive rebound by K. Kuzma,0,0
2,1,11:31.0,,J. Randle misses 2-pt layup from 2 ft (block by T. Gibson),0,0
3,1,11:31.0,Defensive rebound by K. Towns,,0,0
4,1,11:28.0,Shooting foul by B. Lopez (drawn by J. Butler),,0,0
5,1,11:28.0,J. Butler misses free throw 1 of 2,,0,0
6,1,11:28.0,Offensive rebound by Team,,0,0
7,1,11:28.0,J. Butler makes free throw 2 of 2,,1,0
8,1,11:07.0,,Turnover by J. Randle (bad pass; steal by J. Butler),1,0
9,1,11:04.0,A. Wiggins makes 2-pt layup from 1 ft,,3,0
10,1,10:58.0,,Turnover by A. Caruso (bad pass; steal by J. Butler),3,0
11,1,10:52.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Butler),,5,0
12,1,10:35.0,,B. Lopez makes 2-pt jump shot from 3 ft,5,2
13,1,10:35.0,,Shooting foul by K. Towns (drawn by B. Lopez),5,2
14,1,10:35.0,,B. Lopez makes free throw 1 of 1,5,3
15,1,10:15.0,A. Wiggins misses 2-pt jump shot from 14 ft,,5,3
16,1,10:11.0,,Defensive rebound by K. Caldwell-Pope,5,3
17,1,10:06.0,,B. Lopez makes 2-pt jump shot from 2 ft (assist by K. Caldwell-Pope),5,5
18,1,9:47.0,Turnover by J. Butler (bad pass; steal by A. Caruso),,5,5
19,1,9:47.0,,Personal take foul by T. Gibson (drawn by A. Caruso),5,5
20,1,9:28.0,,B. Lopez misses 2-pt jump shot from 6 ft (block by K. Towns),5,5
21,1,9:25.0,Defensive rebound by T. Gibson,,5,5
22,1,9:10.0,J. Teague makes 2-pt layup from 2 ft,,7,5
23,1,8:52.0,,B. Lopez makes 2-pt jump shot from 14 ft,7,7
24,1,8:37.0,A. Wiggins misses 2-pt jump shot from 21 ft,,7,7
25,1,8:34.0,,Defensive rebound by J. Randle,7,7
26,1,8:30.0,,J. Randle misses 2-pt layup from 1 ft,7,7
27,1,8:26.0,Defensive rebound by T. Gibson,,7,7
28,1,8:18.0,J. Butler makes 2-pt layup from 2 ft,,9,7
29,1,8:03.0,,B. Lopez makes 3-pt jump shot from 25 ft,9,10
30,1,7:40.0,K. Towns misses 2-pt hook shot from 10 ft,,9,10
31,1,7:38.0,,Defensive rebound by B. Lopez,9,10
32,1,7:35.0,,Turnover by K. Kuzma (lost ball; steal by J. Teague),9,10
33,1,7:31.0,J. Teague makes 2-pt dunk from 1 ft,,11,10
34,1,7:14.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by K. Caldwell-Pope),11,13
35,1,6:57.0,J. Butler misses 3-pt jump shot from 24 ft,,11,13
36,1,6:51.0,Offensive rebound by A. Wiggins,,11,13
37,1,6:49.0,J. Teague makes 3-pt jump shot from 27 ft (assist by A. Wiggins),,14,13
38,1,6:29.0,,B. Lopez makes 2-pt hook shot from 6 ft,14,15
39,1,6:19.0,Shooting foul by B. Lopez (drawn by J. Teague),,14,15
40,1,6:19.0,,LA Lakers full timeout,14,15
41,1,6:19.0,N. Bjelica enters the game for J. Butler,,14,15
42,1,6:19.0,J. Teague makes free throw 1 of 2,,15,15
43,1,6:19.0,J. Teague makes free throw 2 of 2,,16,15
44,1,6:04.0,,A. Caruso misses 3-pt jump shot from 26 ft,16,15
45,1,6:01.0,Defensive rebound by K. Towns,,16,15
46,1,5:47.0,A. Wiggins makes 2-pt hook shot from 6 ft,,18,15
47,1,5:30.0,,K. Kuzma misses 3-pt jump shot from 26 ft,18,15
48,1,5:27.0,Defensive rebound by N. Bjelica,,18,15
49,1,5:07.0,Turnover by J. Teague (bad pass; steal by K. Caldwell-Pope),,18,15
50,1,5:04.0,,K. Caldwell-Pope makes 2-pt dunk from 1 ft,18,17
51,1,4:46.0,J. Teague misses 3-pt jump shot from 25 ft,,18,17
52,1,4:44.0,,Defensive rebound by B. Lopez,18,17
53,1,4:36.0,,Turnover by J. Randle (traveling),18,17
54,1,4:36.0,,C. Frye enters the game for K. Kuzma,18,17
55,1,4:36.0,,T. Ennis enters the game for A. Caruso,18,17
56,1,4:36.0,,J. Hart enters the game for B. Lopez,18,17
