,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHARLOTTE_ACTION,DALLAS_SCORE,CHARLOTTE_SCORE
381,4,6:34.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by K. Walker),94,94
382,4,6:23.0,Dallas full timeout,,94,94
383,4,6:23.0,H. Barnes enters the game for J. Barea,,94,94
384,4,6:23.0,D. Smith enters the game for D. Powell,,94,94
385,4,6:23.0,Y. Ferrell enters the game for D. Harris,,94,94
386,4,6:23.0,S. Mejri enters the game for D. Nowitzki,,94,94
387,4,6:10.0,H. Barnes makes 2-pt jump shot from 11 ft,,96,94
388,4,5:52.0,,M. Monk misses 3-pt jump shot from 24 ft,96,94
389,4,5:49.0,Defensive rebound by S. Mejri,,96,94
390,4,5:34.0,H. Barnes makes 2-pt jump shot from 13 ft,,98,94
391,4,5:22.0,,Shooting foul by S. Mejri (drawn by K. Walker),98,94
392,4,5:22.0,,K. Walker makes free throw 1 of 2,98,95
393,4,5:22.0,,N. Batum enters the game for M. Monk,98,95
394,4,5:22.0,,M. Williams enters the game for F. Kaminsky,98,95
395,4,5:22.0,,K. Walker makes free throw 2 of 2,98,96
396,4,5:11.0,Personal foul by M. Williams (drawn by H. Barnes),,98,96
397,4,5:04.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,98,96
398,4,4:59.0,,Defensive rebound by D. Howard,98,96
399,4,4:45.0,,K. Walker makes 2-pt layup from 1 ft,98,98
400,4,4:28.0,H. Barnes makes 3-pt jump shot from 25 ft,,101,98
401,4,4:05.0,,K. Walker makes 2-pt jump shot from 12 ft,101,100
402,4,3:45.0,H. Barnes makes 2-pt jump shot from 9 ft,,103,100
403,4,3:31.0,,K. Walker misses 3-pt jump shot from 25 ft (block by D. Smith),103,100
404,4,3:28.0,Defensive rebound by H. Barnes,,103,100
405,4,3:10.0,W. Matthews misses 3-pt jump shot from 26 ft,,103,100
406,4,3:06.0,,Defensive rebound by J. Lamb,103,100
407,4,2:53.0,,K. Walker misses 2-pt layup from 2 ft (block by S. Mejri),103,100
408,4,2:53.0,,Offensive rebound by D. Howard,103,100
409,4,2:53.0,,Shooting foul by D. Smith (drawn by D. Howard),103,100
410,4,2:53.0,,D. Howard misses free throw 1 of 2,103,100
411,4,2:53.0,,Offensive rebound by Team,103,100
412,4,2:53.0,,M. Kidd-Gilchrist enters the game for J. Lamb,103,100
413,4,2:53.0,,D. Howard misses free throw 2 of 2,103,100
414,4,2:40.0,Defensive rebound by Y. Ferrell,,103,100
415,4,2:32.0,Shooting foul by M. Kidd-Gilchrist (drawn by D. Smith),,103,100
416,4,2:32.0,D. Smith makes free throw 1 of 2,,104,100
417,4,2:32.0,D. Smith makes free throw 2 of 2,,105,100
418,4,2:19.0,,N. Batum makes 2-pt jump shot from 10 ft,105,102
419,4,1:55.0,D. Smith misses 3-pt jump shot from 27 ft,,105,102
420,4,1:50.0,Offensive rebound by S. Mejri,,105,102
421,4,1:48.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by H. Barnes),,108,102
422,4,1:38.0,,K. Walker makes 2-pt layup at rim,108,104
423,4,1:18.0,H. Barnes makes 2-pt jump shot from 20 ft,,110,104
424,4,1:12.0,,K. Walker misses 3-pt jump shot from 25 ft,110,104
425,4,1:09.0,Defensive rebound by D. Smith,,110,104
426,4,0:53.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,110,104
427,4,0:48.0,,Defensive rebound by M. Kidd-Gilchrist,110,104
428,4,0:44.0,,Shooting foul by S. Mejri (drawn by M. Kidd-Gilchrist),110,104
429,4,0:44.0,M. Kleber enters the game for S. Mejri,,110,104
430,4,0:44.0,,M. Kidd-Gilchrist misses free throw 1 of 2,110,104
431,4,0:44.0,,Offensive rebound by Team,110,104
432,4,0:44.0,,M. Kidd-Gilchrist makes free throw 2 of 2,110,105
433,4,0:44.0,Dallas full timeout,,110,105
434,4,0:39.0,Turnover by M. Kleber (bad pass; steal by M. Williams),,110,105
435,4,0:38.0,,K. Walker makes 2-pt layup from 1 ft,110,107
436,4,0:35.0,Personal take foul by M. Kidd-Gilchrist (drawn by D. Smith),,110,107
437,4,0:35.0,D. Smith misses free throw 1 of 2,,110,107
438,4,0:35.0,Offensive rebound by Team,,110,107
439,4,0:35.0,D. Smith makes free throw 2 of 2,,111,107
440,4,0:35.0,,Charlotte full timeout,111,107
441,4,0:35.0,,J. Lamb enters the game for M. Kidd-Gilchrist,111,107
442,4,0:31.0,,K. Walker makes 2-pt layup from 2 ft,111,109
443,4,0:31.0,,Shooting foul by M. Kleber (drawn by K. Walker),111,109
444,4,0:31.0,,M. Kidd-Gilchrist enters the game for J. Lamb,111,109
445,4,0:31.0,D. Nowitzki enters the game for M. Kleber,,111,109
446,4,0:31.0,,K. Walker makes free throw 1 of 1,111,110
447,4,0:15.0,Shooting foul by K. Walker (drawn by D. Smith),,111,110
448,4,0:15.0,D. Smith makes free throw 1 of 2,,112,110
449,4,0:15.0,M. Kleber enters the game for D. Nowitzki,,112,110
450,4,0:15.0,D. Smith makes free throw 2 of 2,,113,110
451,4,0:15.0,,Charlotte full timeout,113,110
452,4,0:15.0,,J. Lamb enters the game for M. Kidd-Gilchrist,113,110
453,4,0:15.0,D. Powell enters the game for M. Kleber,,113,110
454,4,0:12.0,,K. Walker misses 3-pt jump shot from 25 ft,113,110
455,4,0:10.0,,Offensive rebound by D. Howard,113,110
456,4,0:10.0,,Shooting foul by D. Powell (drawn by D. Howard),113,110
457,4,0:10.0,,D. Howard misses free throw 1 of 2,113,110
458,4,0:10.0,,Offensive rebound by Team,113,110
459,4,0:10.0,,M. Kidd-Gilchrist enters the game for J. Lamb,113,110
460,4,0:10.0,M. Kleber enters the game for Y. Ferrell,,113,110
461,4,0:10.0,,D. Howard makes free throw 2 of 2,113,111
462,4,0:10.0,Dallas full timeout,,113,111
463,4,0:10.0,D. Harris enters the game for D. Powell,,113,111
464,4,0:10.0,Y. Ferrell enters the game for M. Kleber,,113,111
465,4,0:08.0,Personal take foul by M. Williams (drawn by H. Barnes),,113,111
466,4,0:08.0,H. Barnes makes free throw 1 of 2,,114,111
467,4,0:08.0,,J. Lamb enters the game for M. Kidd-Gilchrist,114,111
468,4,0:08.0,H. Barnes makes free throw 2 of 2,,115,111
469,4,0:00.0,,N. Batum misses 3-pt jump shot from 28 ft,115,111
470,4,0:00.0,,Offensive rebound by Team,115,111
