,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
386,4,6:35.0,Personal foul by D. Collison (drawn by P. Connaughton),,100,84
387,4,6:27.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by E. Turner),,102,84
388,4,6:14.0,,Personal foul by D. Lillard (drawn by C. Joseph),102,84
389,4,6:14.0,,C. Joseph makes free throw 1 of 2,102,85
390,4,6:14.0,,B. Bogdanović enters the game for D. Collison,102,85
391,4,6:14.0,,C. Joseph makes free throw 2 of 2,102,86
392,4,6:00.0,J. Nurkić misses 2-pt layup from 1 ft,,102,86
393,4,5:58.0,Offensive rebound by J. Nurkić,,102,86
394,4,5:57.0,J. Nurkić misses 2-pt layup from 1 ft,,102,86
395,4,5:57.0,,Defensive rebound by D. Sabonis,102,86
396,4,5:51.0,,T. Leaf misses 2-pt jump shot from 16 ft,102,86
397,4,5:48.0,Defensive rebound by A. Aminu,,102,86
398,4,5:34.0,Shooting foul by D. Sabonis (drawn by J. Nurkić),,102,86
399,4,5:34.0,J. Nurkić makes free throw 1 of 2,,103,86
400,4,5:34.0,C. McCollum enters the game for P. Connaughton,,103,86
401,4,5:34.0,J. Nurkić makes free throw 2 of 2,,104,86
402,4,5:18.0,,C. Joseph makes 2-pt jump shot from 12 ft,104,88
403,4,5:01.0,D. Lillard makes 2-pt layup at rim,,106,88
404,4,4:50.0,,C. Joseph misses 2-pt jump shot from 12 ft,106,88
405,4,4:48.0,Defensive rebound by A. Aminu,,106,88
406,4,4:27.0,A. Aminu misses 3-pt jump shot from 27 ft,,106,88
407,4,4:24.0,,Defensive rebound by V. Oladipo,106,88
408,4,4:22.0,,Shooting foul by E. Turner (drawn by B. Bogdanović),106,88
409,4,4:22.0,,B. Bogdanović misses free throw 1 of 2,106,88
410,4,4:22.0,,Offensive rebound by Team,106,88
411,4,4:22.0,,A. Jefferson enters the game for D. Sabonis,106,88
412,4,4:22.0,,B. Bogdanović makes free throw 2 of 2,106,89
413,4,4:00.0,J. Nurkić misses 2-pt hook shot from 11 ft,,106,89
414,4,3:57.0,Offensive rebound by A. Aminu,,106,89
415,4,3:57.0,A. Aminu misses 2-pt layup at rim,,106,89
416,4,3:55.0,Offensive rebound by A. Aminu,,106,89
417,4,3:55.0,A. Aminu makes 2-pt layup at rim,,108,89
418,4,3:51.0,,Indiana full timeout,108,89
419,4,3:51.0,,A. Poythress enters the game for V. Oladipo,108,89
420,4,3:51.0,,J. Young enters the game for C. Joseph,108,89
421,4,3:51.0,,D. Wilkins enters the game for B. Bogdanović,108,89
422,4,3:33.0,,T. Leaf misses 2-pt jump shot from 11 ft (block by A. Aminu),108,89
423,4,3:31.0,Defensive rebound by A. Aminu,,108,89
424,4,3:15.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,110,89
425,4,2:57.0,,Turnover by D. Wilkins (bad pass; steal by J. Nurkić),110,89
426,4,2:53.0,A. Aminu makes 2-pt dunk at rim (assist by J. Nurkić),,112,89
427,4,2:27.0,,A. Jefferson misses 2-pt jump shot from 17 ft,112,89
428,4,2:24.0,Defensive rebound by C. McCollum,,112,89
429,4,2:24.0,Portland full timeout,,112,89
430,4,2:24.0,,I. Anigbogu enters the game for A. Jefferson,112,89
431,4,2:24.0,P. Connaughton enters the game for D. Lillard,,112,89
432,4,2:24.0,J. Layman enters the game for E. Turner,,112,89
433,4,2:24.0,Z. Collins enters the game for C. McCollum,,112,89
434,4,2:24.0,C. Swanigan enters the game for A. Aminu,,112,89
435,4,2:24.0,S. Napier enters the game for J. Nurkić,,112,89
436,4,2:06.0,C. Swanigan misses 2-pt jump shot from 18 ft,,112,89
437,4,2:03.0,,Defensive rebound by J. Young,112,89
438,4,1:58.0,,Shooting foul by J. Layman (drawn by J. Young),112,89
439,4,1:58.0,,J. Young misses free throw 1 of 2,112,89
440,4,1:58.0,,Offensive rebound by Team,112,89
441,4,1:58.0,,J. Young makes free throw 2 of 2,112,90
442,4,1:35.0,Z. Collins misses 2-pt jump shot from 19 ft,,112,90
443,4,1:32.0,,Defensive rebound by A. Poythress,112,90
444,4,1:22.0,,J. Young makes 2-pt jump shot from 6 ft,112,92
445,4,1:06.0,S. Napier makes 2-pt jump shot from 18 ft (assist by J. Layman),,114,92
446,4,0:54.0,,T. Leaf makes 2-pt dunk from 2 ft,114,94
447,4,0:39.0,C. Swanigan misses 2-pt layup from 2 ft,,114,94
448,4,0:37.0,Offensive rebound by Z. Collins,,114,94
449,4,0:37.0,Z. Collins misses 2-pt layup at rim,,114,94
450,4,0:36.0,Offensive rebound by Z. Collins,,114,94
451,4,0:35.0,Turnover by Z. Collins (traveling),,114,94
452,4,0:27.0,,J. Young makes 2-pt jump shot from 15 ft,114,96
453,4,0:11.0,C. Swanigan misses 2-pt layup from 3 ft,,114,96
454,4,0:09.0,,Defensive rebound by T. Leaf,114,96
455,4,0:03.0,,Turnover by J. Young (out of bounds lost ball),114,96
