,QUARTER,TIME_REMAINING,BOSTON_ACTION,ORLANDO_ACTION,BOSTON_SCORE,ORLANDO_SCORE
57,1,5:09.0,Shooting foul by N. Vučević (drawn by A. Horford),,10,6
58,1,5:09.0,A. Horford makes free throw 1 of 2,,11,6
59,1,5:09.0,A. Nader enters the game for M. Morris,,11,6
60,1,5:09.0,G. Monroe enters the game for A. Baynes,,11,6
61,1,5:09.0,A. Horford makes free throw 2 of 2,,12,6
62,1,4:51.0,,M. Hezonja misses 3-pt jump shot from 25 ft,12,6
63,1,4:47.0,Defensive rebound by T. Rozier,,12,6
64,1,4:44.0,Offensive foul by J. Tatum (drawn by D. Augustin),,12,6
65,1,4:44.0,Turnover by J. Tatum (offensive foul),,12,6
66,1,4:44.0,,W. Iwundu enters the game for M. Hezonja,12,6
67,1,4:33.0,,N. Vučević makes 2-pt dunk at rim (assist by J. Simmons),12,8
68,1,4:18.0,A. Horford makes 2-pt dunk at rim (assist by T. Rozier),,14,8
69,1,4:02.0,,J. Simmons misses 2-pt jump shot from 8 ft,14,8
70,1,3:59.0,Defensive rebound by J. Tatum,,14,8
71,1,3:54.0,A. Horford misses 2-pt layup from 5 ft,,14,8
72,1,3:46.0,Offensive rebound by G. Monroe,,14,8
73,1,3:46.0,G. Monroe misses 2-pt layup at rim,,14,8
74,1,3:45.0,,Defensive rebound by N. Vučević,14,8
75,1,3:41.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by J. Simmons),14,11
76,1,3:20.0,G. Monroe makes 2-pt hook shot from 5 ft,,16,11
77,1,3:12.0,,Personal block foul by T. Rozier (drawn by D. Augustin),16,11
78,1,3:12.0,,S. Mack enters the game for D. Augustin,16,11
79,1,3:12.0,S. Larkin enters the game for T. Rozier,,16,11
80,1,3:08.0,,Turnover by J. Simmons (traveling),16,11
81,1,2:45.0,A. Nader makes 3-pt jump shot from 22 ft (assist by G. Monroe),,19,11
82,1,2:26.0,,Turnover by K. Birch (lost ball; steal by G. Monroe),19,11
83,1,2:15.0,G. Monroe misses 2-pt hook shot from 5 ft,,19,11
84,1,2:13.0,,Defensive rebound by S. Mack,19,11
85,1,2:06.0,,J. Simmons misses 3-pt jump shot from 25 ft,19,11
86,1,2:03.0,Defensive rebound by S. Larkin,,19,11
87,1,1:55.0,A. Horford misses 2-pt jump shot from 15 ft,,19,11
88,1,1:53.0,,Defensive rebound by S. Mack,19,11
89,1,1:45.0,,K. Birch misses 2-pt jump shot from 12 ft,19,11
90,1,1:45.0,Defensive rebound by A. Horford,,19,11
91,1,1:45.0,Boston full timeout,,19,11
92,1,1:45.0,,B. Biyombo enters the game for N. Vučević,19,11
93,1,1:45.0,M. Morris enters the game for J. Tatum,,19,11
94,1,1:45.0,S. Ojeleye enters the game for A. Horford,,19,11
95,1,1:32.0,S. Larkin makes 2-pt layup at rim (assist by G. Monroe),,21,11
96,1,1:15.0,,J. Simmons makes 2-pt layup at rim (assist by B. Biyombo),21,13
97,1,0:53.0,M. Morris makes 2-pt jump shot from 17 ft,,23,13
98,1,0:44.0,,S. Mack misses 2-pt layup from 1 ft,23,13
99,1,0:42.0,Defensive rebound by G. Monroe,,23,13
100,1,0:38.0,M. Morris misses 3-pt jump shot from 26 ft,,23,13
101,1,0:34.0,,Defensive rebound by S. Mack,23,13
102,1,0:27.0,,K. Birch misses 2-pt jump shot from 14 ft,23,13
103,1,0:25.0,,Offensive rebound by Team,23,13
104,1,0:25.0,Loose ball foul by M. Morris (drawn by B. Biyombo),,23,13
105,1,0:12.0,,Turnover by S. Mack (turnover),23,13
106,1,0:12.0,,R. Purvis enters the game for J. Simmons,23,13
107,1,0:12.0,T. Rozier enters the game for S. Ojeleye,,23,13
108,1,0:07.0,Shooting foul by S. Mack (drawn by S. Larkin),,23,13
109,1,0:07.0,S. Larkin makes free throw 1 of 2,,24,13
110,1,0:07.0,S. Ojeleye enters the game for T. Rozier,,24,13
111,1,0:07.0,S. Larkin makes free throw 2 of 2,,25,13
112,1,0:01.0,,S. Mack makes 3-pt jump shot from 26 ft,25,16
113,2,11:40.0,A. Nader misses 2-pt layup from 6 ft,,25,16
114,2,11:35.0,Offensive rebound by M. Morris,,25,16
115,2,11:35.0,M. Morris misses 2-pt layup at rim (block by W. Iwundu),,25,16
116,2,11:33.0,,Defensive rebound by W. Iwundu,25,16
117,2,11:16.0,,S. Mack misses 3-pt jump shot from 24 ft,25,16
118,2,11:13.0,Defensive rebound by M. Morris,,25,16
119,2,11:07.0,M. Morris misses 2-pt layup from 3 ft,,25,16
120,2,11:07.0,Offensive rebound by G. Monroe,,25,16
121,2,11:07.0,Shooting foul by R. Purvis (drawn by G. Monroe),,25,16
122,2,11:07.0,G. Monroe makes free throw 1 of 2,,26,16
123,2,11:07.0,G. Monroe misses free throw 2 of 2,,26,16
124,2,11:05.0,,Defensive rebound by B. Biyombo,26,16
125,2,10:44.0,,Turnover by J. Isaac (out of bounds lost ball),26,16
126,2,10:27.0,G. Monroe makes 2-pt layup from 1 ft,,28,16
127,2,10:09.0,,J. Isaac misses 2-pt jump shot from 18 ft,28,16
128,2,10:07.0,Defensive rebound by G. Monroe,,28,16
129,2,10:02.0,S. Larkin makes 3-pt jump shot from 25 ft,,31,16
130,2,10:01.0,,Orlando full timeout,31,16
131,2,9:43.0,,S. Mack misses 2-pt jump shot from 1 ft,31,16
132,2,9:39.0,Defensive rebound by S. Ojeleye,,31,16
133,2,9:29.0,Turnover by M. Morris (lost ball; steal by S. Mack),,31,16
134,2,9:25.0,,Turnover by R. Purvis (step out of bounds),31,16
135,2,9:14.0,Personal foul by S. Mack (drawn by S. Larkin),,31,16
136,2,9:06.0,A. Nader misses 3-pt jump shot from 22 ft,,31,16
137,2,9:03.0,,Defensive rebound by B. Biyombo,31,16
138,2,8:56.0,,W. Iwundu makes 2-pt layup from 1 ft,31,18
139,2,8:43.0,Personal foul by W. Iwundu (drawn by S. Ojeleye),,31,18
140,2,8:32.0,A. Nader misses 2-pt layup from 3 ft (block by B. Biyombo),,31,18
141,2,8:31.0,,Defensive rebound by W. Iwundu,31,18
142,2,8:13.0,,W. Iwundu makes 2-pt layup from 2 ft,31,20
143,2,7:56.0,M. Morris misses 2-pt jump shot from 15 ft,,31,20
144,2,7:53.0,,Defensive rebound by W. Iwundu,31,20
145,2,7:42.0,,J. Isaac makes 2-pt jump shot from 17 ft (assist by W. Iwundu),31,22
146,2,7:27.0,S. Larkin misses 2-pt jump shot from 18 ft,,31,22
147,2,7:24.0,,Defensive rebound by B. Biyombo,31,22
148,2,7:10.0,,Turnover by B. Biyombo (bad pass),31,22
149,2,6:53.0,Turnover by G. Monroe (bad pass; steal by J. Isaac),,31,22
150,2,6:49.0,,J. Isaac makes 2-pt layup from 1 ft,31,24
151,2,6:26.0,M. Morris misses 2-pt layup from 6 ft (block by R. Purvis),,31,24
152,2,6:26.0,Offensive rebound by Team,,31,24
153,2,6:26.0,,K. Birch enters the game for J. Isaac,31,24
154,2,6:26.0,Technical foul by M. Morris,,31,24
155,2,6:26.0,,R. Purvis makes technical free throw,31,25
156,2,6:26.0,J. Tatum enters the game for M. Morris,,31,25
157,2,6:26.0,T. Rozier enters the game for A. Nader,,31,25
158,2,6:26.0,A. Horford enters the game for G. Monroe,,31,25
159,2,6:22.0,T. Rozier misses 3-pt jump shot from 23 ft,,31,25
160,2,6:17.0,Offensive rebound by J. Tatum,,31,25
161,2,6:01.0,T. Rozier makes 2-pt jump shot from 19 ft,,33,25
162,2,5:40.0,,S. Mack misses 2-pt jump shot from 12 ft,33,25
163,2,5:37.0,Defensive rebound by A. Horford,,33,25
164,2,5:31.0,J. Tatum misses 3-pt jump shot from 23 ft,,33,25
165,2,5:28.0,Offensive rebound by S. Larkin,,33,25
166,2,5:26.0,S. Larkin misses 3-pt jump shot from 22 ft,,33,25
167,2,5:26.0,Offensive rebound by Team,,33,25
168,2,5:26.0,Personal foul by S. Mack (drawn by A. Horford),,33,25
169,2,5:26.0,,D. Augustin enters the game for S. Mack,33,25
170,2,5:20.0,A. Horford misses 2-pt jump shot from 19 ft,,33,25
171,2,5:17.0,,Defensive rebound by D. Augustin,33,25
172,2,5:03.0,,Personal foul by J. Tatum (drawn by K. Birch),33,25
173,2,5:03.0,A. Baynes enters the game for S. Ojeleye,,33,25
174,2,4:58.0,,Shooting foul by S. Larkin (drawn by D. Augustin),33,25
175,2,4:58.0,,M. Hezonja enters the game for W. Iwundu,33,25
176,2,4:58.0,,D. Augustin makes free throw 1 of 2,35,26
177,2,4:58.0,,D. Augustin makes free throw 2 of 2,35,27
178,2,4:46.0,J. Tatum makes 2-pt layup from 1 ft (assist by A. Baynes),,35,25
179,2,4:32.0,,D. Augustin misses 2-pt jump shot from 19 ft,35,25
180,2,4:32.0,Defensive rebound by J. Tatum,,35,25
181,2,4:20.0,S. Larkin makes 3-pt jump shot from 24 ft (assist by A. Horford),,38,27
182,2,4:20.0,,Orlando full timeout,38,27
183,2,4:20.0,,N. Vučević enters the game for B. Biyombo,38,27
184,2,4:20.0,,J. Simmons enters the game for R. Purvis,38,27
185,2,4:20.0,M. Morris enters the game for S. Larkin,,38,27
186,2,4:02.0,,N. Vučević misses 2-pt jump shot from 14 ft,38,27
187,2,4:00.0,,Offensive rebound by K. Birch,38,27
188,2,3:59.0,,K. Birch misses 2-pt hook shot from 2 ft,38,27
189,2,3:59.0,Defensive rebound by A. Baynes,,38,27
190,2,3:40.0,T. Rozier misses 2-pt jump shot from 9 ft,,38,27
191,2,3:39.0,Offensive rebound by T. Rozier,,38,27
192,2,3:37.0,T. Rozier makes 2-pt layup from 2 ft,,40,27
193,2,3:13.0,,N. Vučević misses 2-pt layup from 4 ft,40,27
194,2,3:11.0,Defensive rebound by A. Baynes,,40,27
195,2,3:05.0,A. Horford makes 2-pt layup from 3 ft,,42,27
196,2,2:49.0,,J. Simmons misses 2-pt jump shot from 11 ft,42,27
197,2,2:46.0,Defensive rebound by A. Baynes,,42,27
198,2,2:32.0,T. Rozier misses 3-pt jump shot from 25 ft,,42,27
199,2,2:29.0,,Defensive rebound by M. Hezonja,42,27
200,2,2:18.0,,K. Birch makes 2-pt dunk at rim (assist by D. Augustin),42,29
201,2,1:54.0,A. Baynes misses 2-pt hook shot from 3 ft,,42,29
202,2,1:54.0,,Defensive rebound by Team,42,29
203,2,1:54.0,,J. Isaac enters the game for K. Birch,42,29
204,2,1:41.0,,D. Augustin makes 2-pt layup from 2 ft,42,31
205,2,1:26.0,A. Horford misses 2-pt jump shot from 17 ft,,42,31
206,2,1:23.0,Offensive rebound by T. Rozier,,42,31
207,2,1:21.0,J. Tatum makes 3-pt jump shot from 25 ft (assist by T. Rozier),,45,31
208,2,1:04.0,,J. Isaac misses 2-pt jump shot from 16 ft,45,31
209,2,1:01.0,Defensive rebound by M. Morris,,45,31
210,2,0:55.0,Personal foul by D. Augustin (drawn by T. Rozier),,45,31
211,2,0:55.0,T. Rozier misses free throw 1 of 2,,45,31
212,2,0:55.0,Offensive rebound by Team,,45,31
213,2,0:55.0,S. Ojeleye enters the game for J. Tatum,,45,31
214,2,0:55.0,T. Rozier makes free throw 2 of 2,,46,31
215,2,0:32.0,,M. Hezonja misses 2-pt layup from 3 ft,46,31
216,2,0:29.0,Defensive rebound by S. Ojeleye,,46,31
217,2,0:23.0,A. Baynes misses 2-pt layup from 4 ft,,46,31
218,2,0:23.0,Offensive rebound by A. Baynes,,46,31
219,2,0:23.0,A. Baynes makes 2-pt layup from 4 ft,,48,31
220,2,0:03.0,,M. Hezonja misses 3-pt jump shot from 25 ft,48,31
221,2,0:03.0,Defensive rebound by S. Ojeleye,,48,31
222,3,11:47.0,M. Morris misses 2-pt jump shot from 19 ft,,48,31
223,3,11:44.0,,Defensive rebound by J. Simmons,48,31
224,3,11:21.0,,D. Augustin misses 3-pt jump shot from 25 ft,48,31
225,3,11:18.0,Defensive rebound by J. Tatum,,48,31
226,3,10:59.0,A. Baynes misses 3-pt jump shot from 24 ft,,48,31
227,3,10:57.0,,Defensive rebound by J. Isaac,48,31
228,3,10:49.0,,Turnover by M. Hezonja (traveling),48,31
229,3,10:35.0,,Offensive charge foul by J. Tatum (drawn by J. Simmons),48,31
230,3,10:35.0,Turnover by J. Tatum (offensive foul),,48,31
231,3,10:25.0,,J. Isaac misses 2-pt layup from 2 ft,48,31
232,3,10:23.0,Defensive rebound by M. Morris,,48,31
233,3,10:16.0,A. Horford misses 2-pt jump shot from 11 ft,,48,31
234,3,10:13.0,,Defensive rebound by M. Hezonja,48,31
235,3,10:01.0,,N. Vučević makes 2-pt jump shot from 11 ft,48,33
236,3,9:50.0,A. Baynes makes 2-pt hook shot from 14 ft (assist by T. Rozier),,50,33
237,3,9:30.0,,M. Hezonja misses 3-pt jump shot from 25 ft,50,33
238,3,9:26.0,Defensive rebound by M. Morris,,50,33
239,3,9:21.0,M. Morris misses 2-pt jump shot from 23 ft,,50,33
240,3,9:19.0,,Defensive rebound by J. Isaac,50,33
241,3,9:11.0,,D. Augustin makes 2-pt layup from 2 ft,50,35
242,3,8:55.0,A. Horford makes 2-pt hook shot from 6 ft,,52,35
243,3,8:40.0,,Shooting foul by A. Horford (drawn by J. Simmons),52,35
244,3,8:40.0,,J. Simmons misses free throw 1 of 2,52,35
245,3,8:40.0,,Offensive rebound by Team,52,35
246,3,8:40.0,,J. Simmons makes free throw 2 of 2,52,36
247,3,8:25.0,A. Horford makes 2-pt jump shot from 13 ft,,54,36
248,3,7:58.0,,D. Augustin misses 2-pt layup from 1 ft (block by T. Rozier),54,36
249,3,7:56.0,Defensive rebound by A. Baynes,,54,36
250,3,7:53.0,Personal foul by J. Simmons (drawn by J. Tatum),,54,36
251,3,7:45.0,Personal foul by J. Isaac (drawn by A. Baynes),,54,36
252,3,7:43.0,Personal foul by J. Simmons (drawn by J. Tatum),,54,36
253,3,7:37.0,A. Horford misses 2-pt layup from 2 ft,,54,36
254,3,7:32.0,Offensive rebound by A. Baynes,,54,36
255,3,7:30.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by A. Baynes),,57,36
256,3,7:20.0,,J. Simmons misses 3-pt jump shot from 26 ft (block by J. Tatum),57,36
257,3,7:16.0,Defensive rebound by T. Rozier,,57,36
258,3,7:02.0,J. Tatum misses 3-pt jump shot from 25 ft,,57,36
259,3,7:00.0,,Defensive rebound by J. Simmons,57,36
260,3,7:00.0,Violation by A. Horford (kicked ball),,57,36
261,3,7:00.0,,Orlando full timeout,57,36
262,3,7:00.0,,K. Birch enters the game for J. Isaac,57,36
263,3,6:46.0,,N. Vučević misses 3-pt jump shot from 24 ft,57,36
264,3,6:45.0,Defensive rebound by Team,,57,36
265,3,6:29.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Morris),,60,36
266,3,6:20.0,,Turnover by J. Simmons (bad pass),60,36
267,3,6:09.0,Turnover by T. Rozier (bad pass; steal by M. Hezonja),,60,36
268,3,6:05.0,,N. Vučević makes 2-pt dunk at rim (assist by M. Hezonja),60,38
269,3,5:51.0,A. Horford misses 2-pt jump shot from 11 ft,,60,38
270,3,5:49.0,,Defensive rebound by N. Vučević,60,38
271,3,5:42.0,,K. Birch misses 2-pt dunk from 2 ft,60,38
272,3,5:39.0,Defensive rebound by A. Horford,,60,38
273,3,5:39.0,Personal foul by N. Vučević (drawn by A. Horford),,60,38
274,3,5:39.0,G. Monroe enters the game for A. Baynes,,60,38
275,3,5:39.0,S. Ojeleye enters the game for M. Morris,,60,38
276,3,5:25.0,G. Monroe makes 2-pt hook shot from 8 ft (assist by A. Horford),,62,38
277,3,5:05.0,,M. Hezonja makes 3-pt jump shot from 22 ft (assist by J. Simmons),62,41
278,3,4:48.0,Turnover by J. Tatum (step out of bounds),,62,41
279,3,4:38.0,,D. Augustin misses 3-pt jump shot from 25 ft,62,41
280,3,4:33.0,Defensive rebound by J. Tatum,,62,41
281,3,4:31.0,Boston full timeout,,62,41
282,3,4:31.0,,S. Mack enters the game for K. Birch,62,41
283,3,4:25.0,J. Tatum makes 2-pt jump shot from 14 ft (assist by A. Horford),,64,41
284,3,4:06.0,,N. Vučević makes 2-pt jump shot from 10 ft (assist by D. Augustin),64,43
285,3,3:52.0,Turnover by A. Horford (bad pass; steal by S. Mack),,64,43
286,3,3:48.0,,D. Augustin makes 2-pt layup at rim,64,45
287,3,3:37.0,Personal foul by D. Augustin (drawn by G. Monroe),,64,45
288,3,3:37.0,G. Monroe makes free throw 1 of 2,,65,45
289,3,3:37.0,G. Monroe makes free throw 2 of 2,,66,45
290,3,3:25.0,,J. Simmons misses 2-pt jump shot from 8 ft (block by G. Monroe),66,45
291,3,3:23.0,,Offensive rebound by N. Vučević,66,45
292,3,3:21.0,,N. Vučević makes 2-pt hook shot from 2 ft,66,47
293,3,3:12.0,Shooting foul by N. Vučević (drawn by G. Monroe),,66,47
294,3,3:12.0,G. Monroe makes free throw 1 of 2,,67,47
295,3,3:12.0,G. Monroe misses free throw 2 of 2,,67,47
296,3,3:10.0,,Defensive rebound by N. Vučević,67,47
297,3,2:48.0,,N. Vučević makes 2-pt jump shot from 8 ft,67,49
298,3,2:30.0,T. Rozier misses 2-pt jump shot from 19 ft,,67,49
299,3,2:29.0,Offensive rebound by Team,,67,49
300,3,2:29.0,,Loose ball foul by N. Vučević (drawn by G. Monroe),67,49
301,3,2:29.0,G. Monroe makes free throw 1 of 2,,68,49
302,3,2:29.0,,B. Biyombo enters the game for N. Vučević,68,49
303,3,2:29.0,,W. Iwundu enters the game for D. Augustin,68,49
304,3,2:29.0,M. Morris enters the game for J. Tatum,,68,49
305,3,2:29.0,A. Nader enters the game for A. Horford,,68,49
306,3,2:29.0,G. Monroe misses free throw 2 of 2,,68,49
307,3,2:22.0,,Defensive rebound by M. Hezonja,68,49
308,3,2:15.0,,J. Simmons makes 2-pt jump shot from 8 ft,68,51
309,3,2:15.0,,Shooting foul by S. Ojeleye (drawn by J. Simmons),68,51
310,3,2:15.0,,J. Simmons makes free throw 1 of 1,68,52
311,3,2:02.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Morris),,70,52
312,3,1:45.0,,Turnover by S. Mack (bad pass; steal by G. Monroe),70,52
313,3,1:43.0,Shooting foul by M. Hezonja (drawn by T. Rozier),,70,52
314,3,1:43.0,T. Rozier misses free throw 1 of 2,,70,52
315,3,1:43.0,Offensive rebound by Team,,70,52
316,3,1:43.0,T. Rozier makes free throw 2 of 2,,71,52
317,3,1:31.0,,Turnover by M. Hezonja (bad pass; steal by G. Monroe),71,52
318,3,1:18.0,G. Monroe makes 2-pt hook shot from 10 ft,,73,52
319,3,1:04.0,,M. Hezonja misses 3-pt jump shot from 25 ft,73,52
320,3,1:01.0,Defensive rebound by M. Morris,,73,52
321,3,0:55.0,T. Rozier misses 3-pt jump shot from 26 ft,,73,52
322,3,0:54.0,Offensive rebound by M. Morris,,73,52
323,3,0:54.0,M. Morris makes 2-pt layup at rim,,75,52
324,3,0:54.0,,Orlando full timeout,75,52
325,3,0:54.0,,J. Isaac enters the game for M. Hezonja,75,52
326,3,0:54.0,J. Tatum enters the game for A. Nader,,75,52
327,3,0:37.0,,J. Simmons misses 3-pt jump shot from 26 ft,75,52
328,3,0:35.0,,Offensive rebound by Team,75,52
329,3,0:35.0,Loose ball foul by S. Ojeleye (drawn by B. Biyombo),,75,52
330,3,0:28.0,,J. Isaac misses 2-pt jump shot from 10 ft,75,52
331,3,0:25.0,Defensive rebound by M. Morris,,75,52
332,3,0:09.0,M. Morris misses 3-pt jump shot from 25 ft,,75,52
333,3,0:06.0,,Defensive rebound by B. Biyombo,75,52
334,3,0:00.0,,J. Simmons misses 2-pt layup from 2 ft,75,52
335,3,0:00.0,Defensive rebound by M. Morris,,75,52
336,4,11:43.0,,J. Isaac makes 2-pt dunk from 2 ft (assist by B. Biyombo),75,54
337,4,11:22.0,M. Morris misses 2-pt jump shot from 9 ft,,75,54
338,4,11:19.0,,Defensive rebound by W. Iwundu,75,54
339,4,11:08.0,,S. Mack misses 2-pt layup at rim,75,54
340,4,11:08.0,,Offensive rebound by Team,75,54
341,4,11:08.0,Loose ball foul by M. Morris (drawn by B. Biyombo),,75,54
342,4,11:02.0,,S. Mack makes 2-pt layup from 2 ft (assist by B. Biyombo),75,56
343,4,10:39.0,S. Larkin misses 2-pt jump shot from 6 ft (block by B. Biyombo),,75,56
344,4,10:39.0,Offensive rebound by Team,,75,56
345,4,10:35.0,A. Nader misses 2-pt jump shot from 17 ft,,75,56
346,4,10:33.0,,Defensive rebound by R. Purvis,75,56
347,4,10:23.0,,R. Purvis misses 3-pt jump shot from 24 ft,75,56
348,4,10:19.0,,Offensive rebound by B. Biyombo,75,56
349,4,10:18.0,,B. Biyombo misses 2-pt layup from 3 ft,75,56
350,4,10:18.0,Defensive rebound by G. Monroe,,75,56
351,4,10:10.0,G. Monroe makes 2-pt layup from 1 ft (assist by S. Ojeleye),,77,56
352,4,9:50.0,,R. Purvis makes 3-pt jump shot from 25 ft,77,59
353,4,9:33.0,Turnover by S. Larkin (bad pass; steal by B. Biyombo),,77,59
354,4,9:28.0,,R. Purvis misses 3-pt jump shot from 25 ft,77,59
355,4,9:24.0,,Offensive rebound by W. Iwundu,77,59
356,4,9:20.0,,J. Isaac misses 2-pt jump shot from 14 ft,77,59
357,4,9:18.0,,Offensive rebound by B. Biyombo,77,59
358,4,9:18.0,,B. Biyombo makes 2-pt layup from 1 ft,77,61
359,4,9:18.0,Boston full timeout,,77,61
360,4,9:18.0,T. Rozier enters the game for S. Ojeleye,,77,61
361,4,9:18.0,A. Baynes enters the game for G. Monroe,,77,61
362,4,9:18.0,A. Horford enters the game for S. Larkin,,77,61
363,4,9:01.0,A. Baynes misses 2-pt jump shot from 16 ft,,77,61
364,4,8:58.0,,Defensive rebound by S. Mack,77,61
365,4,8:44.0,,W. Iwundu misses 3-pt jump shot from 22 ft,77,61
366,4,8:42.0,Defensive rebound by A. Horford,,77,61
367,4,8:33.0,A. Horford misses 2-pt jump shot from 18 ft,,77,61
368,4,8:30.0,,Defensive rebound by S. Mack,77,61
369,4,8:30.0,,Personal foul by A. Horford (drawn by S. Mack),77,61
370,4,8:10.0,,S. Mack makes 2-pt layup from 1 ft,77,63
371,4,7:57.0,T. Rozier misses 3-pt jump shot from 25 ft,,77,63
372,4,7:54.0,,Defensive rebound by B. Biyombo,77,63
373,4,7:47.0,,S. Mack misses 3-pt jump shot from 24 ft,77,63
374,4,7:44.0,Defensive rebound by M. Morris,,77,63
375,4,7:32.0,A. Horford makes 3-pt jump shot from 23 ft (assist by T. Rozier),,80,63
376,4,7:19.0,,J. Isaac misses 3-pt jump shot from 25 ft,80,63
377,4,7:17.0,Defensive rebound by A. Nader,,80,63
378,4,7:03.0,Offensive foul by A. Baynes (drawn by B. Biyombo),,80,63
379,4,7:03.0,Turnover by A. Baynes (offensive foul),,80,63
380,4,7:03.0,,K. Birch enters the game for J. Isaac,80,63
381,4,6:43.0,,W. Iwundu misses 2-pt layup from 1 ft (block by A. Baynes),80,63
382,4,6:40.0,Defensive rebound by A. Nader,,80,63
383,4,6:28.0,A. Horford misses 3-pt jump shot from 22 ft,,80,63
384,4,6:24.0,,Defensive rebound by S. Mack,80,63
385,4,6:16.0,,S. Mack makes 2-pt jump shot from 2 ft,80,65
386,4,6:16.0,,Shooting foul by A. Nader (drawn by S. Mack),80,65
387,4,6:16.0,,J. Simmons enters the game for R. Purvis,80,65
388,4,6:16.0,,D. Augustin enters the game for W. Iwundu,80,65
389,4,6:16.0,J. Tatum enters the game for M. Morris,,80,65
