,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
0,1,11:41.0,,D. Favors misses 3-pt jump shot from 23 ft,0,0
1,1,11:36.0,Defensive rebound by J. Teague,,0,0
2,1,11:20.0,A. Wiggins misses 2-pt jump shot from 13 ft,,0,0
3,1,11:18.0,,Defensive rebound by R. Rubio,0,0
4,1,11:06.0,,D. Favors makes 2-pt layup from 2 ft (assist by R. Rubio),0,2
5,1,10:49.0,Shooting foul by J. Ingles (drawn by A. Wiggins),,0,2
6,1,10:49.0,A. Wiggins makes free throw 1 of 2,,1,2
7,1,10:49.0,A. Wiggins misses free throw 2 of 2,,1,2
8,1,10:49.0,,Defensive rebound by R. Gobert,1,2
9,1,10:37.0,,D. Mitchell misses 2-pt layup from 2 ft,1,2
10,1,10:36.0,,Offensive rebound by Team,1,2
11,1,10:33.0,,R. Gobert misses 2-pt jump shot from 18 ft,1,2
12,1,10:30.0,Defensive rebound by J. Teague,,1,2
13,1,10:27.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),,3,2
14,1,10:01.0,,Turnover by R. Rubio (bad pass),3,2
15,1,9:52.0,Turnover by A. Wiggins (lost ball; steal by D. Favors),,3,2
16,1,9:47.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by R. Rubio),3,4
17,1,9:30.0,K. Towns misses 2-pt jump shot from 18 ft,,3,4
18,1,9:28.0,,Defensive rebound by J. Ingles,3,4
19,1,9:20.0,,Turnover by J. Ingles (bad pass),3,4
20,1,9:07.0,J. Teague makes 2-pt jump shot from 10 ft,,5,4
21,1,8:50.0,,J. Ingles makes 3-pt jump shot from 26 ft,5,7
22,1,8:30.0,T. Gibson makes 2-pt hook shot from 2 ft,,7,7
23,1,8:17.0,,R. Gobert misses 2-pt layup from 1 ft,7,7
24,1,8:13.0,,Offensive rebound by D. Favors,7,7
25,1,8:13.0,,D. Favors makes 2-pt layup at rim,7,9
26,1,7:58.0,Turnover by J. Teague (lost ball; steal by R. Rubio),,7,9
27,1,7:53.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by R. Rubio),7,11
28,1,7:34.0,K. Towns makes 2-pt layup from 1 ft,,9,11
29,1,7:23.0,,R. Rubio makes 2-pt jump shot from 19 ft,9,13
30,1,7:11.0,J. Teague misses 2-pt jump shot from 9 ft,,9,13
31,1,7:09.0,,Defensive rebound by Team,9,13
32,1,6:49.0,,J. Ingles misses 2-pt layup from 2 ft,9,13
33,1,6:47.0,,Offensive rebound by D. Favors,9,13
34,1,6:45.0,,D. Favors makes 2-pt dunk from 1 ft,9,15
35,1,6:26.0,T. Gibson misses 2-pt jump shot from 16 ft,,9,15
36,1,6:24.0,,Defensive rebound by D. Mitchell,9,15
37,1,6:20.0,,D. Mitchell misses 3-pt jump shot from 24 ft,9,15
38,1,6:17.0,Defensive rebound by K. Towns,,9,15
39,1,6:12.0,Turnover by A. Wiggins (bad pass; steal by D. Mitchell),,9,15
40,1,6:10.0,,Personal foul by J. Teague (drawn by D. Mitchell),9,15
41,1,6:10.0,,Utah full timeout,9,15
42,1,6:10.0,,J. Crowder enters the game for D. Favors,9,15
43,1,5:54.0,,J. Ingles misses 3-pt jump shot from 25 ft,9,15
44,1,5:51.0,Defensive rebound by J. Teague,,9,15
45,1,5:46.0,J. Teague makes 2-pt jump shot from 6 ft,,11,15
46,1,5:31.0,,J. Jerebko enters the game for R. Rubio,11,15
47,1,5:19.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by J. Ingles),11,17
48,1,4:53.0,J. Teague makes 3-pt jump shot from 25 ft (assist by N. Bjelica),,14,17
49,1,4:33.0,,J. Ingles misses 2-pt jump shot from 12 ft,14,17
50,1,4:30.0,,Offensive rebound by J. Ingles,14,17
51,1,4:28.0,,J. Jerebko misses 3-pt jump shot from 25 ft,14,17
52,1,4:26.0,Defensive rebound by T. Gibson,,14,17
53,1,4:13.0,K. Towns misses 2-pt jump shot from 8 ft,,14,17
54,1,4:11.0,,Defensive rebound by D. Mitchell,14,17
55,1,4:06.0,,Turnover by D. Mitchell (bad pass; steal by K. Towns),14,17
56,1,4:05.0,Shooting foul by D. Mitchell (drawn by K. Towns),,14,17
57,1,4:05.0,K. Towns makes free throw 1 of 2,,15,17
58,1,4:05.0,,A. Burks enters the game for J. Ingles,15,17
59,1,4:05.0,T. Jones enters the game for J. Teague,,15,17
60,1,4:05.0,K. Towns makes free throw 2 of 2,,16,17
61,1,3:53.0,,J. Crowder misses 3-pt jump shot from 25 ft,16,17
62,1,3:50.0,Defensive rebound by N. Bjelica,,16,17
63,1,3:36.0,Personal foul by J. Crowder (drawn by T. Gibson),,16,17
64,1,3:36.0,G. Dieng enters the game for K. Towns,,16,17
65,1,3:26.0,T. Gibson makes 2-pt hook shot from 5 ft,,18,17
66,1,3:26.0,,Violation by R. Gobert (def goaltending),18,17
67,1,3:11.0,,J. Crowder misses 3-pt jump shot from 24 ft,18,17
68,1,3:07.0,Defensive rebound by G. Dieng,,18,17
69,1,2:52.0,A. Wiggins misses 2-pt jump shot from 7 ft (block by R. Gobert),,18,17
70,1,2:48.0,,Defensive rebound by D. Mitchell,18,17
71,1,2:35.0,,R. Gobert makes 2-pt layup from 1 ft (assist by D. Mitchell),18,19
72,1,2:21.0,N. Bjelica misses 2-pt dunk from 4 ft (block by R. Gobert),,18,19
73,1,2:18.0,,Defensive rebound by A. Burks,18,19
74,1,2:07.0,,D. Mitchell makes 3-pt jump shot from 27 ft (assist by J. Crowder),18,22
75,1,1:59.0,Minnesota full timeout,,18,22
76,1,1:59.0,J. Crawford enters the game for N. Bjelica,,18,22
77,1,1:59.0,,R. Neto enters the game for R. Gobert,18,22
78,1,1:59.0,,D. Favors enters the game for D. Mitchell,18,22
79,1,1:51.0,T. Jones makes 2-pt jump shot from 12 ft,,20,22
80,1,1:30.0,,Turnover by R. Neto (bad pass),20,22
81,1,1:30.0,N. Bjelica enters the game for A. Wiggins,,20,22
82,1,1:24.0,Personal foul by A. Burks (drawn by J. Crawford),,20,22
83,1,1:11.0,Shooting foul by D. Favors (drawn by G. Dieng),,20,22
84,1,1:11.0,G. Dieng makes free throw 1 of 2,,21,22
85,1,1:11.0,G. Dieng makes free throw 2 of 2,,22,22
86,1,0:58.0,,Turnover by R. Neto (bad pass; steal by J. Crawford),22,22
87,1,0:54.0,T. Jones makes 2-pt layup from 2 ft (assist by J. Crawford),,24,22
88,1,0:42.0,,J. Crowder misses 2-pt jump shot from 9 ft,24,22
89,1,0:40.0,,Offensive rebound by J. Jerebko,24,22
90,1,0:40.0,,Shooting foul by T. Gibson (drawn by J. Jerebko),24,22
91,1,0:40.0,,J. Jerebko makes free throw 1 of 2,24,23
92,1,0:40.0,,J. Jerebko misses free throw 2 of 2,24,23
93,1,0:37.0,Defensive rebound by T. Gibson,,24,23
94,1,0:29.0,T. Jones misses 2-pt jump shot from 6 ft,,24,23
95,1,0:27.0,,Defensive rebound by D. Favors,24,23
96,1,0:09.0,,A. Burks misses 3-pt jump shot from 25 ft,24,23
97,1,0:06.0,Defensive rebound by T. Gibson,,24,23
98,1,0:00.0,J. Crawford misses 3-pt jump shot from 22 ft,,24,23
99,1,0:00.0,Offensive rebound by Team,,24,23
100,2,11:48.0,Turnover by K. Towns (out of bounds lost ball),,24,23
101,2,11:26.0,,R. Neto misses 2-pt jump shot from 7 ft,24,23
102,2,11:24.0,Defensive rebound by K. Towns,,24,23
103,2,11:13.0,Shooting foul by D. Favors (drawn by N. Bjelica),,24,23
104,2,11:13.0,N. Bjelica makes free throw 1 of 2,,25,23
105,2,11:13.0,,R. Rubio enters the game for R. Neto,25,23
106,2,11:13.0,N. Bjelica makes free throw 2 of 2,,26,23
107,2,11:00.0,,D. Favors makes 2-pt dunk from 1 ft (assist by A. Burks),26,25
108,2,10:36.0,Turnover by J. Crawford (traveling),,26,25
109,2,10:23.0,,J. Crowder makes 2-pt layup from 1 ft (assist by R. Rubio),26,27
110,2,10:04.0,N. Bjelica misses 3-pt jump shot from 27 ft,,26,27
111,2,10:02.0,,Defensive rebound by D. Favors,26,27
112,2,9:56.0,,R. O'Neale misses 2-pt layup from 2 ft,26,27
113,2,9:56.0,Defensive rebound by Team,,26,27
114,2,9:56.0,,J. Jerebko enters the game for A. Burks,26,27
115,2,9:47.0,J. Crawford misses 3-pt jump shot from 25 ft,,26,27
116,2,9:45.0,Offensive rebound by N. Bjelica,,26,27
117,2,9:39.0,G. Dieng misses 2-pt jump shot from 10 ft,,26,27
118,2,9:36.0,,Defensive rebound by R. Rubio,26,27
119,2,9:29.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by J. Jerebko),26,30
120,2,9:19.0,Minnesota full timeout,,26,30
121,2,9:19.0,,R. Gobert enters the game for D. Favors,26,30
122,2,9:19.0,,D. Mitchell enters the game for J. Crowder,26,30
123,2,9:19.0,A. Wiggins enters the game for T. Jones,,26,30
124,2,9:19.0,J. Teague enters the game for G. Dieng,,26,30
125,2,9:11.0,K. Towns makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,29,30
126,2,8:55.0,,R. Rubio misses 2-pt jump shot from 17 ft,29,30
127,2,8:53.0,Defensive rebound by N. Bjelica,,29,30
128,2,8:44.0,Shooting foul by R. Gobert (drawn by J. Teague),,29,30
129,2,8:44.0,J. Teague makes free throw 1 of 2,,30,30
130,2,8:44.0,J. Teague misses free throw 2 of 2,,30,30
131,2,8:42.0,,Defensive rebound by R. Gobert,30,30
132,2,8:22.0,,D. Mitchell misses 3-pt jump shot from 25 ft,30,30
133,2,8:19.0,Defensive rebound by N. Bjelica,,30,30
134,2,8:12.0,Personal foul by D. Mitchell (drawn by A. Wiggins),,30,30
135,2,8:12.0,,D. Favors enters the game for J. Jerebko,30,30
136,2,8:08.0,Offensive foul by A. Wiggins (drawn by R. O'Neale),,30,30
137,2,8:08.0,Turnover by A. Wiggins (offensive foul),,30,30
138,2,7:48.0,,R. Rubio misses 2-pt jump shot from 12 ft,30,30
139,2,7:45.0,Defensive rebound by J. Teague,,30,30
140,2,7:36.0,Personal foul by R. Rubio (drawn by J. Teague),,30,30
141,2,7:36.0,,J. Ingles enters the game for R. O'Neale,30,30
142,2,7:28.0,J. Teague misses 2-pt jump shot from 16 ft,,30,30
143,2,7:25.0,,Defensive rebound by R. Gobert,30,30
144,2,7:15.0,,R. Rubio misses 3-pt jump shot from 25 ft,30,30
145,2,7:12.0,,Offensive rebound by D. Favors,30,30
146,2,7:02.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),30,32
147,2,7:02.0,,Shooting foul by A. Wiggins (drawn by R. Gobert),30,32
148,2,7:02.0,,R. Gobert makes free throw 1 of 1,30,33
149,2,6:52.0,A. Wiggins misses 2-pt hook shot from 9 ft,,30,33
150,2,6:49.0,,Defensive rebound by R. Gobert,30,33
151,2,6:44.0,Offensive charge foul by R. Gobert (drawn by K. Towns),,30,33
152,2,6:44.0,,Turnover by R. Gobert (offensive foul),30,33
153,2,6:44.0,,R. O'Neale enters the game for R. Rubio,30,33
154,2,6:31.0,J. Crawford misses 2-pt jump shot from 14 ft,,30,33
155,2,6:29.0,,Defensive rebound by R. Gobert,30,33
156,2,6:15.0,,Turnover by J. Ingles (bad pass; steal by A. Wiggins),30,33
157,2,6:13.0,A. Wiggins makes 2-pt dunk at rim,,32,33
158,2,6:13.0,Shooting foul by R. O'Neale (drawn by A. Wiggins),,32,33
159,2,6:13.0,T. Gibson enters the game for N. Bjelica,,32,33
160,2,6:13.0,A. Wiggins makes free throw 1 of 1,,33,33
161,2,6:03.0,,Personal foul by A. Wiggins (drawn by J. Ingles),33,33
162,2,6:03.0,N. Bjelica enters the game for A. Wiggins,,33,33
163,2,5:53.0,,Shooting foul by N. Bjelica (drawn by R. Gobert),33,33
164,2,5:53.0,,R. Gobert makes free throw 1 of 2,33,34
165,2,5:53.0,,R. Gobert misses free throw 2 of 2,33,34
166,2,5:51.0,Defensive rebound by K. Towns,,33,34
167,2,5:34.0,T. Gibson makes 2-pt jump shot from 13 ft (assist by J. Crawford),,35,34
168,2,5:13.0,,R. Gobert makes 2-pt layup from 1 ft (assist by D. Favors),35,36
169,2,4:54.0,N. Bjelica misses 2-pt jump shot from 18 ft,,35,36
170,2,4:51.0,,Defensive rebound by R. Gobert,35,36
171,2,4:46.0,,Turnover by J. Ingles (bad pass; steal by N. Bjelica),35,36
172,2,4:42.0,J. Crawford makes 2-pt jump shot from 10 ft,,37,36
173,2,4:27.0,,Turnover by J. Ingles (bad pass; steal by J. Teague),37,36
174,2,4:24.0,J. Teague makes 2-pt dunk from 1 ft,,39,36
175,2,4:24.0,,Utah full timeout,39,36
176,2,4:24.0,,J. Crowder enters the game for D. Favors,39,36
177,2,4:24.0,,R. Rubio enters the game for R. O'Neale,39,36
178,2,4:13.0,,D. Mitchell misses 3-pt jump shot from 26 ft,39,36
179,2,4:10.0,Defensive rebound by K. Towns,,39,36
180,2,3:54.0,Turnover by J. Teague (lost ball; steal by J. Ingles),,39,36
181,2,3:49.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. Rubio),39,39
182,2,3:20.0,J. Crawford misses 2-pt jump shot from 18 ft,,39,39
183,2,3:18.0,,Defensive rebound by J. Crowder,39,39
184,2,3:11.0,,J. Crowder misses 2-pt jump shot from 19 ft,39,39
185,2,3:09.0,,Offensive rebound by R. Gobert,39,39
186,2,2:57.0,,Shooting foul by J. Crawford (drawn by R. Gobert),39,39
187,2,2:57.0,,R. Gobert misses free throw 1 of 2,39,39
188,2,2:57.0,,Offensive rebound by Team,39,39
189,2,2:57.0,,R. Gobert makes free throw 2 of 2,39,40
190,2,2:47.0,J. Teague misses 2-pt jump shot from 11 ft,,39,40
191,2,2:45.0,,Defensive rebound by R. Gobert,39,40
192,2,2:45.0,,Personal foul by J. Teague (drawn by R. Rubio),39,40
193,2,2:45.0,,R. Rubio misses free throw 1 of 2,39,40
194,2,2:45.0,,Offensive rebound by Team,39,40
195,2,2:45.0,T. Jones enters the game for J. Teague,,39,40
196,2,2:45.0,,R. Rubio makes free throw 2 of 2,39,41
197,2,2:23.0,Turnover by J. Crawford (bad pass; steal by J. Ingles),,39,41
198,2,2:13.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),39,43
199,2,2:13.0,,Shooting foul by T. Gibson (drawn by R. Gobert),39,43
200,2,2:13.0,,R. Gobert makes free throw 1 of 1,39,44
201,2,1:53.0,N. Bjelica makes 2-pt hook shot from 7 ft,,41,44
202,2,1:45.0,,J. Ingles makes 2-pt dunk from 1 ft,41,46
203,2,1:22.0,J. Crawford misses 2-pt jump shot from 16 ft,,41,46
204,2,1:20.0,,Defensive rebound by R. Gobert,41,46
205,2,1:13.0,,R. Rubio misses 2-pt layup from 1 ft,41,46
206,2,1:13.0,,Offensive rebound by R. Gobert,41,46
207,2,1:13.0,,R. Gobert makes 2-pt dunk from 1 ft,41,48
208,2,1:00.0,Personal foul by J. Crowder (drawn by K. Towns),,41,48
209,2,1:00.0,Technical foul by K. Towns,,41,48
210,2,1:00.0,,R. Rubio makes technical free throw,41,49
211,2,1:00.0,K. Towns makes free throw 1 of 2,,42,49
212,2,1:00.0,K. Towns makes free throw 2 of 2,,43,49
213,2,0:47.0,,D. Mitchell makes 2-pt layup from 1 ft,43,51
214,2,0:47.0,,Shooting foul by T. Jones (drawn by D. Mitchell),43,51
215,2,0:47.0,J. Teague enters the game for T. Jones,,43,51
216,2,0:47.0,,D. Mitchell misses free throw 1 of 1,43,51
217,2,0:45.0,,Offensive rebound by Team,43,51
218,2,0:45.0,Loose ball foul by K. Towns (drawn by R. Gobert),,43,51
219,2,0:45.0,,R. Gobert makes free throw 1 of 2,43,52
220,2,0:45.0,,R. Gobert makes free throw 2 of 2,43,53
221,2,0:23.0,K. Towns makes 2-pt hook shot from 4 ft,,45,53
222,2,0:23.0,Technical foul by K. Towns,,45,53
223,2,0:23.0,G. Dieng enters the game for K. Towns,,45,53
224,2,0:23.0,,R. Rubio makes technical free throw,45,54
225,2,0:04.0,,D. Mitchell makes 2-pt jump shot from 22 ft,45,56
226,3,11:45.0,A. Wiggins makes 2-pt layup from 2 ft,,47,56
227,3,11:28.0,,Shooting foul by G. Dieng (drawn by R. Gobert),47,56
228,3,11:28.0,,R. Gobert makes free throw 1 of 2,47,57
229,3,11:28.0,,R. Gobert makes free throw 2 of 2,47,58
230,3,11:09.0,A. Wiggins makes 2-pt layup at rim,,49,58
231,3,10:43.0,,Turnover by Team (shot clock),49,58
232,3,10:33.0,A. Wiggins misses 2-pt jump shot from 14 ft,,49,58
233,3,10:30.0,,Defensive rebound by R. Gobert,49,58
234,3,10:24.0,,D. Mitchell misses 2-pt layup from 2 ft,49,58
235,3,10:23.0,Defensive rebound by G. Dieng,,49,58
236,3,10:13.0,J. Teague makes 2-pt layup from 2 ft,,51,58
237,3,10:04.0,,Shooting foul by N. Bjelica (drawn by R. Gobert),51,58
238,3,10:04.0,,R. Gobert makes free throw 1 of 2,51,59
239,3,10:04.0,,R. Gobert makes free throw 2 of 2,51,60
240,3,9:53.0,A. Wiggins makes 2-pt jump shot from 16 ft,,53,60
241,3,9:38.0,,R. Rubio makes 2-pt layup from 1 ft,53,62
242,3,9:20.0,J. Teague misses 3-pt jump shot from 25 ft,,53,62
243,3,9:18.0,,Defensive rebound by D. Favors,53,62
244,3,9:13.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),53,65
245,3,9:00.0,Shooting foul by R. Gobert (drawn by J. Teague),,53,65
246,3,9:00.0,J. Teague makes free throw 1 of 2,,54,65
247,3,9:00.0,J. Teague makes free throw 2 of 2,,55,65
248,3,8:39.0,,D. Mitchell makes 2-pt layup from 2 ft,55,67
249,3,8:24.0,T. Gibson makes 2-pt layup from 2 ft,,57,67
