,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,UTAH_ACTION,MINNESOTA_SCORE,UTAH_SCORE
250,3,8:07.0,,Shooting foul by N. Bjelica (drawn by D. Favors),57,67
251,3,8:07.0,,D. Favors misses free throw 1 of 2,57,67
252,3,8:07.0,,Offensive rebound by Team,57,67
253,3,8:07.0,,J. Crowder enters the game for R. Gobert,57,67
254,3,8:07.0,,D. Favors makes free throw 2 of 2,57,68
255,3,8:07.0,Violation by G. Dieng (lane),,57,68
256,3,7:56.0,J. Teague makes 3-pt jump shot from 25 ft (assist by T. Gibson),,60,68
257,3,7:40.0,,J. Crowder misses 3-pt jump shot from 23 ft,60,68
258,3,7:38.0,Defensive rebound by T. Gibson,,60,68
259,3,7:29.0,A. Wiggins misses 2-pt jump shot from 22 ft,,60,68
260,3,7:25.0,,Defensive rebound by R. Rubio,60,68
261,3,7:23.0,,Turnover by R. Rubio (lost ball; steal by J. Teague),60,68
262,3,7:19.0,J. Teague makes 2-pt dunk from 1 ft,,62,68
263,3,7:01.0,,D. Mitchell makes 2-pt jump shot from 10 ft,62,70
264,3,6:51.0,J. Teague makes 2-pt jump shot from 10 ft,,64,70
265,3,6:51.0,Shooting foul by R. Rubio (drawn by J. Teague),,64,70
266,3,6:51.0,,Utah full timeout,64,70
267,3,6:51.0,J. Teague misses free throw 1 of 1,,64,70
268,3,6:46.0,,Defensive rebound by J. Crowder,64,70
269,3,6:27.0,,Turnover by R. Rubio (bad pass; steal by T. Gibson),64,70
270,3,6:22.0,G. Dieng makes 2-pt jump shot from 9 ft (assist by J. Teague),,66,70
271,3,5:55.0,,D. Mitchell makes 2-pt layup from 5 ft,66,72
272,3,5:47.0,Shooting foul by R. Rubio (drawn by J. Teague),,66,72
273,3,5:47.0,J. Teague makes free throw 1 of 3,,67,72
274,3,5:47.0,J. Teague misses free throw 2 of 3,,67,72
275,3,5:47.0,Offensive rebound by Team,,67,72
276,3,5:47.0,J. Teague makes free throw 3 of 3,,68,72
277,3,5:37.0,,J. Crowder makes 2-pt layup from 1 ft (assist by R. Rubio),68,74
278,3,5:17.0,T. Gibson makes 2-pt dunk from 3 ft (assist by G. Dieng),,70,74
279,3,5:00.0,,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),70,76
280,3,4:41.0,A. Wiggins misses 2-pt jump shot from 5 ft,,70,76
281,3,4:40.0,,Defensive rebound by Team,70,76
282,3,4:40.0,,R. O'Neale enters the game for R. Rubio,70,76
283,3,4:28.0,T. Jones enters the game for J. Teague,,70,76
284,3,4:20.0,,Turnover by D. Mitchell (bad pass),70,76
285,3,4:02.0,A. Wiggins makes 2-pt layup from 2 ft,,72,76
286,3,3:47.0,,Offensive foul by J. Crowder (drawn by G. Dieng),72,76
287,3,3:47.0,,Turnover by J. Crowder (offensive foul),72,76
288,3,3:33.0,A. Wiggins misses 2-pt jump shot from 23 ft (block by R. O'Neale),,72,76
289,3,3:33.0,Offensive rebound by A. Wiggins,,72,76
290,3,3:22.0,N. Bjelica misses 3-pt jump shot from 24 ft,,72,76
291,3,3:22.0,Offensive rebound by Team,,72,76
292,3,3:21.0,Turnover by Team (shot clock),,72,76
293,3,3:08.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. O'Neale),72,79
294,3,2:55.0,Turnover by A. Wiggins (bad pass),,72,79
295,3,2:55.0,Minnesota full timeout,,72,79
296,3,2:55.0,M. Georges-Hunt enters the game for T. Gibson,,72,79
297,3,2:55.0,,A. Burks enters the game for J. Ingles,72,79
298,3,2:55.0,,R. Gobert enters the game for D. Favors,72,79
299,3,2:55.0,J. Crawford enters the game for A. Wiggins,,72,79
300,3,2:42.0,,J. Crowder misses 2-pt jump shot from 16 ft,72,79
301,3,2:39.0,Defensive rebound by T. Jones,,72,79
302,3,2:25.0,G. Dieng misses 3-pt jump shot from 23 ft,,72,79
303,3,2:23.0,,Defensive rebound by R. O'Neale,72,79
304,3,2:03.0,,R. O'Neale misses 2-pt layup from 3 ft,72,79
305,3,2:01.0,Defensive rebound by G. Dieng,,72,79
306,3,1:54.0,N. Bjelica makes 3-pt jump shot from 22 ft (assist by J. Crawford),,75,79
307,3,1:35.0,,Shooting foul by M. Georges-Hunt (drawn by D. Mitchell),75,79
308,3,1:35.0,,D. Mitchell makes free throw 1 of 2,75,80
309,3,1:35.0,,D. Mitchell makes free throw 2 of 2,75,81
310,3,1:11.0,G. Dieng misses 2-pt jump shot from 19 ft,,75,81
311,3,1:09.0,,Defensive rebound by A. Burks,75,81
312,3,0:57.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by R. O'Neale),75,84
313,3,0:39.0,T. Jones misses 3-pt jump shot from 26 ft,,75,84
314,3,0:36.0,,Defensive rebound by R. Gobert,75,84
315,3,0:30.0,,Shooting foul by G. Dieng (drawn by A. Burks),75,84
316,3,0:30.0,,A. Burks makes free throw 1 of 2,75,85
317,3,0:30.0,,A. Burks misses free throw 2 of 2,75,85
318,3,0:28.0,Defensive rebound by G. Dieng,,75,85
319,3,0:09.0,G. Dieng misses 2-pt layup from 3 ft (block by R. Gobert),,75,85
320,3,0:08.0,,Defensive rebound by J. Crowder,75,85
321,3,0:06.0,,Turnover by A. Burks (lost ball; steal by T. Jones),75,85
322,3,0:02.0,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),,77,85
323,3,0:00.0,,D. Mitchell misses 3-pt jump shot from 29 ft,77,85
324,3,0:00.0,,Offensive rebound by Team,77,85
325,4,11:34.0,,J. Jerebko misses 2-pt layup from 2 ft,77,85
326,4,11:33.0,,J. Jerebko misses 2-pt layup from 2 ft,77,85
327,4,11:33.0,,Offensive rebound by R. Gobert,77,85
328,4,11:33.0,,Offensive rebound by J. Jerebko,77,85
329,4,11:28.0,,R. Gobert makes 2-pt layup at rim,77,87
330,4,11:09.0,A. Wiggins makes 3-pt jump shot from 24 ft,,80,87
331,4,10:56.0,,J. Jerebko misses 3-pt jump shot from 23 ft,80,87
332,4,10:52.0,Defensive rebound by A. Wiggins,,80,87
333,4,10:42.0,N. Bjelica makes 3-pt jump shot from 25 ft,,83,87
334,4,10:26.0,,Personal foul by J. Crawford (drawn by R. Gobert),83,87
335,4,10:11.0,,J. Jerebko makes 2-pt layup from 1 ft,83,89
336,4,9:52.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by T. Gibson),,86,89
337,4,9:39.0,,Shooting foul by T. Gibson (drawn by R. Neto),86,89
338,4,9:39.0,,R. Neto misses free throw 1 of 2,86,89
339,4,9:39.0,,Offensive rebound by Team,86,89
340,4,9:39.0,,J. Ingles enters the game for A. Burks,86,89
341,4,9:39.0,,R. Neto makes free throw 2 of 2,86,90
342,4,9:26.0,A. Wiggins misses 2-pt jump shot from 9 ft (block by R. Gobert),,86,90
343,4,9:21.0,,Defensive rebound by R. Gobert,86,90
344,4,9:12.0,,Turnover by J. Ingles (bad pass; steal by T. Jones),86,90
345,4,9:08.0,Shooting foul by J. Jerebko (drawn by N. Bjelica),,86,90
346,4,9:08.0,N. Bjelica makes free throw 1 of 2,,87,90
347,4,9:08.0,,D. Favors enters the game for R. Gobert,87,90
348,4,9:08.0,N. Bjelica makes free throw 2 of 2,,88,90
349,4,8:52.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Neto),88,92
350,4,8:35.0,N. Bjelica misses 2-pt layup from 3 ft,,88,92
351,4,8:34.0,,Defensive rebound by J. Jerebko,88,92
352,4,8:30.0,,Turnover by R. Neto (bad pass),88,92
353,4,8:30.0,,R. Rubio enters the game for R. Neto,88,92
354,4,8:16.0,T. Gibson misses 2-pt hook shot from 5 ft,,88,92
355,4,8:14.0,,Defensive rebound by J. Jerebko,88,92
356,4,8:05.0,,J. Jerebko misses 2-pt layup from 2 ft,88,92
357,4,8:03.0,,Offensive rebound by D. Favors,88,92
358,4,8:03.0,,D. Favors makes 2-pt dunk at rim,88,94
359,4,8:03.0,Minnesota full timeout,,88,94
360,4,8:03.0,,D. Mitchell enters the game for J. Jerebko,88,94
361,4,8:03.0,,J. Crowder enters the game for R. O'Neale,88,94
362,4,8:03.0,J. Teague enters the game for N. Bjelica,,88,94
363,4,7:44.0,T. Jones makes 2-pt layup from 1 ft,,90,94
364,4,7:21.0,,J. Crowder misses 3-pt jump shot from 24 ft,90,94
365,4,7:20.0,Defensive rebound by Team,,90,94
366,4,7:06.0,J. Teague makes 2-pt jump shot from 4 ft,,92,94
367,4,6:55.0,,Shooting foul by T. Jones (drawn by R. Rubio),92,94
368,4,6:55.0,,R. Rubio makes free throw 1 of 2,92,95
369,4,6:55.0,,R. Gobert enters the game for D. Favors,92,95
370,4,6:55.0,,R. Rubio makes free throw 2 of 2,92,96
371,4,6:43.0,J. Teague misses 3-pt jump shot from 26 ft,,92,96
372,4,6:39.0,,Defensive rebound by J. Ingles,92,96
373,4,6:29.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Gobert),92,99
374,4,6:19.0,Shooting foul by D. Mitchell (drawn by T. Jones),,92,99
375,4,6:19.0,T. Jones makes free throw 1 of 2,,93,99
376,4,6:19.0,T. Jones makes free throw 2 of 2,,94,99
377,4,6:06.0,,D. Mitchell makes 2-pt jump shot from 5 ft,94,101
378,4,5:52.0,J. Crawford misses 2-pt jump shot from 17 ft,,94,101
379,4,5:51.0,,Defensive rebound by D. Mitchell,94,101
380,4,5:44.0,,D. Mitchell makes 2-pt jump shot from 20 ft,94,103
381,4,5:42.0,Minnesota full timeout,,94,103
382,4,5:42.0,N. Bjelica enters the game for T. Jones,,94,103
383,4,5:23.0,J. Teague misses 2-pt jump shot from 9 ft,,94,103
384,4,5:21.0,,Defensive rebound by R. Rubio,94,103
385,4,5:20.0,Technical foul by J. Teague,,94,103
386,4,5:20.0,,R. Rubio makes flagrant free throw 1 of 2,94,104
387,4,5:20.0,,R. Rubio makes flagrant free throw 2 of 2,94,105
