,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PORTLAND_ACTION,SACRAMENTO_SCORE,PORTLAND_SCORE
377,4,3:27.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,90,108
378,4,3:24.0,Offensive rebound by Team,,90,108
379,4,3:18.0,Turnover by D. Fox (bad pass; steal by J. Nurkić),,90,108
380,4,3:10.0,,Turnover by M. Harkless (bad pass; steal by W. Cauley-Stein),90,108
381,4,3:05.0,D. Fox makes 2-pt jump shot from 9 ft,,92,108
382,4,2:45.0,,D. Lillard makes 2-pt layup from 1 ft (assist by J. Nurkić),92,110
383,4,2:35.0,W. Cauley-Stein makes 2-pt jump shot from 22 ft (assist by D. Fox),,94,110
384,4,2:34.0,,Portland full timeout,94,110
385,4,2:34.0,,M. Leonard enters the game for D. Lillard,94,110
386,4,2:34.0,,C. Swanigan enters the game for C. McCollum,94,110
387,4,2:34.0,,J. Layman enters the game for M. Harkless,94,110
388,4,2:34.0,,S. Napier enters the game for J. Nurkić,94,110
389,4,2:34.0,,P. Connaughton enters the game for A. Aminu,94,110
390,4,2:21.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by J. Layman),94,113
391,4,1:59.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Fox),,97,113
392,4,1:51.0,,J. Layman misses 3-pt jump shot from 24 ft,97,113
393,4,1:49.0,Defensive rebound by W. Cauley-Stein,,97,113
394,4,1:39.0,D. Fox misses 3-pt jump shot from 22 ft,,97,113
395,4,1:37.0,,Defensive rebound by M. Leonard,97,113
396,4,1:27.0,,Turnover by C. Swanigan (turnover),97,113
397,4,1:13.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,97,113
398,4,1:10.0,,Defensive rebound by P. Connaughton,97,113
399,4,1:01.0,,P. Connaughton misses 3-pt jump shot from 28 ft,97,113
400,4,0:59.0,Defensive rebound by S. Labissière,,97,113
401,4,0:51.0,Personal foul by M. Leonard (drawn by B. Hield),,97,113
402,4,0:51.0,B. Hield makes free throw 1 of 2,,98,113
403,4,0:51.0,B. Hield makes free throw 2 of 2,,99,113
404,4,0:37.0,,S. Napier makes 3-pt jump shot from 25 ft,99,116
405,4,0:21.0,B. Hield misses 2-pt jump shot from 15 ft,,99,116
406,4,0:15.0,,Defensive rebound by M. Leonard,99,116
