,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:48.0,S. Ibaka makes 3-pt jump shot from 28 ft (assist by K. Lowry),,3,0
1,1,11:33.0,,M. Gortat makes 2-pt layup from 1 ft (assist by O. Porter),3,2
2,1,11:21.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,6,2
3,1,11:05.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by O. Porter),6,4
4,1,10:46.0,D. DeRozan makes 2-pt layup from 1 ft (assist by J. Valančiūnas),,8,4
5,1,10:35.0,,T. Satoranský misses 2-pt jump shot from 6 ft,8,4
6,1,10:33.0,,Offensive rebound by T. Satoranský,8,4
7,1,10:27.0,,T. Satoranský misses 3-pt jump shot from 25 ft,8,4
8,1,10:24.0,,Offensive rebound by M. Gortat,8,4
9,1,10:20.0,,T. Satoranský makes 2-pt layup at rim (assist by M. Gortat),8,6
10,1,10:03.0,O. Anunoby misses 3-pt jump shot from 27 ft,,8,6
11,1,10:00.0,,Defensive rebound by M. Gortat,8,6
12,1,9:49.0,,M. Gortat makes 2-pt jump shot from 12 ft (assist by O. Porter),8,8
13,1,9:29.0,Turnover by J. Valančiūnas (bad pass; steal by B. Beal),,8,8
14,1,9:24.0,,Turnover by M. Morris (offensive goaltending),8,8
15,1,9:04.0,J. Valančiūnas makes 2-pt layup from 7 ft,,10,8
16,1,8:44.0,,M. Morris misses 2-pt jump shot from 13 ft,10,8
17,1,8:40.0,Defensive rebound by D. DeRozan,,10,8
18,1,8:20.0,J. Valančiūnas misses 2-pt jump shot from 12 ft,,10,8
19,1,8:18.0,,Defensive rebound by M. Morris,10,8
20,1,8:11.0,,O. Porter misses 2-pt layup from 4 ft,10,8
21,1,8:10.0,Defensive rebound by D. DeRozan,,10,8
22,1,8:02.0,D. DeRozan misses 2-pt jump shot from 14 ft,,10,8
23,1,7:59.0,,Defensive rebound by O. Porter,10,8
24,1,7:54.0,,T. Satoranský misses 2-pt layup at rim,10,8
25,1,7:50.0,,Offensive rebound by M. Morris,10,8
26,1,7:50.0,,M. Morris makes 2-pt layup at rim,10,10
27,1,7:38.0,S. Ibaka makes 2-pt layup from 6 ft,,12,10
28,1,7:38.0,Shooting foul by M. Morris (drawn by S. Ibaka),,12,10
29,1,7:38.0,S. Ibaka makes free throw 1 of 1,,13,10
30,1,7:22.0,,M. Gortat makes 2-pt layup from 2 ft (assist by B. Beal),13,12
31,1,7:22.0,Violation by S. Ibaka (def goaltending),,13,12
32,1,7:12.0,K. Lowry misses 3-pt jump shot from 25 ft,,13,12
33,1,7:10.0,,Defensive rebound by M. Gortat,13,12
34,1,7:01.0,,Turnover by T. Satoranský (bad pass),13,12
35,1,6:52.0,Offensive foul by S. Ibaka (drawn by T. Satoranský),,13,12
36,1,6:52.0,Turnover by S. Ibaka (offensive foul),,13,12
37,1,6:52.0,,Washington full timeout,13,12
