,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
119,2,8:59.0,,E. Udoh makes free throw 1 of 1,36,39
120,2,8:44.0,Turnover by T. Maker (bad pass),,36,39
121,2,8:25.0,,R. Hood misses 3-pt jump shot from 26 ft,36,39
122,2,8:22.0,Defensive rebound by K. Middleton,,36,39
123,2,8:13.0,Turnover by T. Maker (out of bounds lost ball),,36,39
124,2,8:06.0,,Personal foul by K. Middleton (drawn by J. Ingles),36,39
125,2,8:06.0,G. Antetokounmpo enters the game for S. Brown,,36,39
126,2,7:49.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by J. Ingles),36,42
127,2,7:36.0,Offensive foul by G. Antetokounmpo (drawn by R. Rubio),,36,42
128,2,7:36.0,Turnover by G. Antetokounmpo (offensive foul),,36,42
129,2,7:36.0,,Utah full timeout,36,42
130,2,7:36.0,E. Bledsoe enters the game for T. Maker,,36,42
131,2,7:36.0,J. Henson enters the game for M. Brogdon,,36,42
132,2,7:18.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Rubio),36,45
133,2,7:03.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,38,45
134,2,7:03.0,Shooting foul by J. Ingles (drawn by G. Antetokounmpo),,38,45
135,2,7:03.0,G. Antetokounmpo makes free throw 1 of 1,,39,45
136,2,6:53.0,,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),39,48
137,2,6:38.0,J. Henson makes 2-pt layup from 2 ft,,41,48
138,2,6:23.0,,A. Burks misses 2-pt jump shot from 19 ft,41,48
139,2,6:19.0,Defensive rebound by J. Henson,,41,48
140,2,6:15.0,T. Snell makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,44,48
141,2,5:51.0,,Turnover by R. Hood (lost ball; steal by K. Middleton),44,48
142,2,5:46.0,K. Middleton makes 2-pt layup from 3 ft (assist by E. Bledsoe),,46,48
143,2,5:32.0,,Offensive foul by E. Udoh (drawn by K. Middleton),46,48
144,2,5:32.0,,Turnover by E. Udoh (offensive foul),46,48
145,2,5:32.0,,D. Favors enters the game for A. Burks,46,48
146,2,5:32.0,,D. Mitchell enters the game for E. Udoh,46,48
147,2,5:26.0,E. Bledsoe makes 2-pt jump shot from 8 ft,,48,48
148,2,5:26.0,Shooting foul by R. Rubio (drawn by E. Bledsoe),,48,48
149,2,5:26.0,,J. Jerebko enters the game for R. Rubio,48,48
150,2,5:26.0,E. Bledsoe makes free throw 1 of 1,,49,48
151,2,5:21.0,,Personal foul by E. Bledsoe (drawn by D. Mitchell),49,48
152,2,5:02.0,,J. Ingles misses 2-pt layup from 3 ft,49,48
153,2,4:57.0,,Offensive rebound by D. Favors,49,48
154,2,4:57.0,,D. Favors makes 2-pt layup at rim,49,50
155,2,4:49.0,K. Middleton misses 2-pt jump shot from 6 ft,,49,50
156,2,4:47.0,,Defensive rebound by R. Hood,49,50
157,2,4:37.0,,D. Mitchell makes 2-pt jump shot from 8 ft,49,52
158,2,4:37.0,,Shooting foul by K. Middleton (drawn by D. Mitchell),49,52
159,2,4:37.0,,R. Neto enters the game for R. Hood,49,52
160,2,4:37.0,Milwaukee full timeout,,49,52
161,2,4:37.0,M. Brogdon enters the game for K. Middleton,,49,52
162,2,4:37.0,,D. Mitchell misses free throw 1 of 1,49,52
163,2,4:33.0,Defensive rebound by J. Henson,,49,52
164,2,4:24.0,M. Brogdon misses 2-pt layup from 3 ft,,49,52
165,2,4:21.0,Offensive rebound by J. Henson,,49,52
166,2,4:20.0,J. Henson misses 2-pt layup from 2 ft,,49,52
167,2,4:20.0,,Defensive rebound by D. Mitchell,49,52
168,2,4:11.0,,Personal foul by E. Bledsoe (drawn by D. Favors),49,52
169,2,4:11.0,,D. Favors makes free throw 1 of 2,49,53
170,2,4:11.0,,D. Favors misses free throw 2 of 2,49,53
171,2,4:09.0,Defensive rebound by G. Antetokounmpo,,49,53
172,2,3:55.0,Turnover by E. Bledsoe (bad pass; steal by D. Mitchell),,49,53
173,2,3:47.0,,D. Favors makes 2-pt dunk from 1 ft (assist by D. Mitchell),49,55
174,2,3:32.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,51,55
175,2,3:09.0,,R. Neto misses 2-pt jump shot from 19 ft,51,55
176,2,3:08.0,,Offensive rebound by Team,51,55
177,2,2:56.0,,R. Neto misses 3-pt jump shot from 23 ft,51,55
178,2,2:52.0,,Offensive rebound by J. Jerebko,51,55
179,2,2:43.0,,R. Neto makes 2-pt jump shot from 22 ft (assist by D. Favors),51,57
180,2,2:29.0,M. Brogdon misses 3-pt jump shot from 24 ft,,51,57
181,2,2:28.0,,Defensive rebound by J. Jerebko,51,57
182,2,2:23.0,,Shooting foul by J. Henson (drawn by D. Favors),51,57
183,2,2:23.0,,D. Favors makes free throw 1 of 2,51,58
184,2,2:23.0,,R. Hood enters the game for R. Neto,51,58
185,2,2:23.0,,D. Favors makes free throw 2 of 2,51,59
186,2,2:07.0,Personal foul by J. Jerebko (drawn by E. Bledsoe),,51,59
187,2,2:00.0,G. Antetokounmpo makes 2-pt jump shot from 11 ft (assist by M. Brogdon),,53,59
188,2,1:43.0,,R. Hood misses 3-pt jump shot from 24 ft,53,59
189,2,1:38.0,Defensive rebound by G. Antetokounmpo,,53,59
190,2,1:35.0,Personal foul by D. Mitchell (drawn by G. Antetokounmpo),,53,59
191,2,1:35.0,,R. Neto enters the game for J. Jerebko,53,59
192,2,1:29.0,J. Henson makes 2-pt layup from 1 ft (assist by E. Bledsoe),,55,59
193,2,1:20.0,,R. Neto makes 2-pt layup from 2 ft,55,61
194,2,1:09.0,T. Snell misses 2-pt jump shot from 12 ft,,55,61
195,2,1:07.0,,Defensive rebound by J. Ingles,55,61
196,2,0:57.0,,D. Mitchell misses 3-pt jump shot from 27 ft,55,61
197,2,0:55.0,Defensive rebound by Team,,55,61
198,2,0:42.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,55,61
199,2,0:39.0,,Defensive rebound by D. Mitchell,55,61
200,2,0:29.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),55,64
201,2,0:15.0,M. Brogdon makes 2-pt jump shot from 2 ft (assist by G. Antetokounmpo),,57,64
202,2,0:02.0,,Turnover by D. Mitchell (bad pass),57,64
203,2,0:00.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,57,64
204,2,0:00.0,Offensive rebound by Team,,57,64
205,3,11:36.0,,J. Jerebko misses 2-pt layup from 1 ft,57,64
206,3,11:33.0,Defensive rebound by J. Henson,,57,64
207,3,11:20.0,E. Bledsoe misses 2-pt layup from 7 ft (block by D. Favors),,57,64
208,3,11:20.0,Offensive rebound by Team,,57,64
209,3,11:17.0,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by K. Middleton),,60,64
210,3,10:52.0,,J. Ingles misses 3-pt jump shot from 23 ft,60,64
211,3,10:49.0,Defensive rebound by G. Antetokounmpo,,60,64
212,3,10:44.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,62,64
213,3,10:26.0,,J. Jerebko misses 3-pt jump shot from 23 ft,62,64
214,3,10:23.0,Defensive rebound by J. Henson,,62,64
215,3,10:05.0,K. Middleton makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,65,64
216,3,9:37.0,,R. Rubio makes 3-pt jump shot from 22 ft (assist by J. Ingles),65,67
217,3,9:15.0,Turnover by E. Bledsoe (bad pass),,65,67
218,3,9:03.0,,D. Mitchell misses 2-pt jump shot from 12 ft,65,67
219,3,8:57.0,,Offensive rebound by J. Jerebko,65,67
220,3,8:57.0,,J. Jerebko makes 2-pt layup at rim,65,69
221,3,8:44.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,65,69
222,3,8:40.0,Shooting foul by J. Jerebko (drawn by J. Henson),,65,69
223,3,8:40.0,J. Henson makes free throw 1 of 2,,66,69
224,3,8:40.0,,T. Sefolosha enters the game for J. Jerebko,66,69
225,3,8:40.0,J. Henson misses free throw 2 of 2,,66,69
226,3,8:39.0,Offensive rebound by G. Antetokounmpo,,66,69
227,3,8:39.0,G. Antetokounmpo misses 2-pt layup at rim,,66,69
228,3,8:39.0,Offensive rebound by J. Henson,,66,69
229,3,8:38.0,,Defensive rebound by D. Favors,66,69
230,3,8:21.0,,Turnover by R. Rubio (bad pass; steal by E. Bledsoe),66,69
231,3,8:19.0,E. Bledsoe makes 2-pt layup at rim,,68,69
232,3,8:19.0,,Utah full timeout,68,69
233,3,8:04.0,,D. Favors makes 2-pt dunk from 1 ft (assist by J. Ingles),68,71
234,3,7:50.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,70,71
235,3,7:33.0,,D. Mitchell makes 3-pt jump shot from 22 ft (assist by R. Rubio),70,74
236,3,7:15.0,T. Snell makes 3-pt jump shot from 23 ft (assist by K. Middleton),,73,74
237,3,6:54.0,,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),73,76
238,3,6:54.0,,Shooting foul by J. Henson (drawn by D. Favors),73,76
239,3,6:54.0,,D. Favors misses free throw 1 of 1,73,76
240,3,6:52.0,Defensive rebound by G. Antetokounmpo,,73,76
241,3,6:42.0,K. Middleton misses 2-pt jump shot from 14 ft,,73,76
242,3,6:39.0,Offensive rebound by K. Middleton,,73,76
243,3,6:28.0,G. Antetokounmpo misses 2-pt dunk from 3 ft (block by D. Favors),,73,76
244,3,6:25.0,Offensive rebound by J. Henson,,73,76
245,3,6:19.0,T. Snell makes 2-pt jump shot from 8 ft,,75,76
246,3,6:01.0,,D. Mitchell misses 2-pt jump shot from 5 ft (block by E. Bledsoe),75,76
247,3,5:59.0,Defensive rebound by J. Henson,,75,76
248,3,5:56.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,77,76
249,3,5:40.0,,D. Mitchell makes 3-pt jump shot from 24 ft (assist by R. Rubio),77,79
250,3,5:31.0,E. Bledsoe makes 2-pt layup from 2 ft,,79,79
251,3,5:31.0,Shooting foul by J. Ingles (drawn by E. Bledsoe),,79,79
252,3,5:31.0,Violation by E. Bledsoe (lane),,79,79
253,3,5:31.0,,R. Hood enters the game for R. Rubio,79,79
254,3,5:15.0,,J. Ingles misses 3-pt jump shot from 24 ft,79,79
255,3,5:10.0,Defensive rebound by E. Bledsoe,,79,79
256,3,5:02.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,79,79
257,3,5:00.0,,Defensive rebound by D. Favors,79,79
258,3,4:54.0,,R. Hood misses 3-pt jump shot from 22 ft,79,79
259,3,4:50.0,Defensive rebound by T. Snell,,79,79
260,3,4:40.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,79,79
261,3,4:36.0,Offensive rebound by G. Antetokounmpo,,79,79
262,3,4:36.0,G. Antetokounmpo makes 2-pt layup at rim,,81,79
263,3,4:18.0,,D. Mitchell misses 3-pt jump shot from 24 ft,81,79
264,3,4:15.0,Defensive rebound by G. Antetokounmpo,,81,79
265,3,4:12.0,Turnover by G. Antetokounmpo (lost ball; steal by R. Hood),,81,79
266,3,4:05.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by D. Mitchell),81,81
267,3,4:05.0,Milwaukee full timeout,,81,81
268,3,4:05.0,,A. Burks enters the game for J. Ingles,81,81
269,3,4:05.0,,E. Udoh enters the game for D. Favors,81,81
270,3,4:05.0,,R. Neto enters the game for D. Mitchell,81,81
271,3,3:55.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,83,81
272,3,3:34.0,,R. Hood makes 2-pt dunk from 2 ft,83,83
273,3,3:14.0,Turnover by E. Bledsoe (bad pass; steal by R. Hood),,83,83
274,3,3:12.0,,Personal foul by T. Snell (drawn by R. Hood),83,83
275,3,3:12.0,M. Brogdon enters the game for T. Snell,,83,83
276,3,2:58.0,,E. Udoh makes 2-pt layup from 1 ft (assist by R. Neto),83,85
277,3,2:46.0,Personal foul by E. Udoh (drawn by J. Henson),,83,85
278,3,2:33.0,J. Henson misses 2-pt layup from 7 ft,,83,85
279,3,2:31.0,,Defensive rebound by T. Sefolosha,83,85
280,3,2:15.0,Violation by J. Henson (def goaltending),,83,85
281,3,2:15.0,,R. Hood makes 2-pt layup from 7 ft (assist by E. Udoh),83,87
282,3,1:58.0,J. Henson makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,85,87
283,3,1:34.0,,R. Hood makes 3-pt jump shot from 24 ft,85,90
284,3,1:15.0,K. Middleton misses 3-pt jump shot from 24 ft,,85,90
285,3,1:12.0,,Defensive rebound by R. Neto,85,90
286,3,1:07.0,T. Maker enters the game for E. Bledsoe,,85,90
287,3,1:07.0,D. Liggins enters the game for J. Henson,,85,90
288,3,0:53.0,,R. Hood misses 2-pt layup from 11 ft (block by D. Liggins),85,90
289,3,0:53.0,,Offensive rebound by Team,85,90
290,3,0:50.0,,T. Sefolosha misses 2-pt jump shot from 6 ft (block by D. Liggins),85,90
291,3,0:50.0,Defensive rebound by K. Middleton,,85,90
292,3,0:46.0,Turnover by K. Middleton (lost ball; steal by A. Burks),,85,90
293,3,0:39.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by E. Udoh),85,92
294,3,0:23.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,85,92
295,3,0:19.0,,Defensive rebound by R. Neto,85,92
296,3,0:04.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by R. Hood),85,95
297,3,0:00.0,K. Middleton misses 3-pt jump shot from 24 ft,,85,95
298,3,0:00.0,Offensive rebound by Team,,85,95
299,4,11:46.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,88,95
300,4,11:21.0,,R. Hood makes 2-pt hook shot from 2 ft,88,97
301,4,11:07.0,Shooting foul by E. Udoh (drawn by T. Maker),,88,97
302,4,11:07.0,T. Maker misses free throw 1 of 2,,88,97
303,4,11:07.0,Offensive rebound by Team,,88,97
304,4,11:07.0,T. Maker misses free throw 2 of 2,,88,97
305,4,11:05.0,,Defensive rebound by A. Burks,88,97
306,4,10:55.0,,Personal foul by D. Liggins (drawn by R. Hood),88,97
307,4,10:50.0,Violation by T. Maker (kicked ball),,88,97
308,4,10:50.0,,J. Jerebko enters the game for T. Sefolosha,88,97
309,4,10:38.0,,Shooting foul by D. Liggins (drawn by A. Burks),88,97
310,4,10:38.0,,A. Burks makes free throw 1 of 2,88,98
311,4,10:38.0,,A. Burks makes free throw 2 of 2,88,99
312,4,10:17.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,88,99
313,4,10:16.0,Offensive rebound by T. Maker,,88,99
314,4,10:16.0,Shooting foul by E. Udoh (drawn by T. Maker),,88,99
315,4,10:16.0,T. Maker makes free throw 1 of 2,,89,99
316,4,10:16.0,R. Vaughn enters the game for D. Liggins,,89,99
317,4,10:16.0,T. Maker makes free throw 2 of 2,,90,99
318,4,9:55.0,,A. Burks makes 2-pt jump shot from 8 ft,90,101
319,4,9:31.0,T. Snell makes 2-pt jump shot from 6 ft (assist by M. Brogdon),,92,101
320,4,9:10.0,,R. Hood misses 2-pt jump shot from 16 ft,92,101
321,4,9:05.0,Defensive rebound by G. Antetokounmpo,,92,101
322,4,8:55.0,G. Antetokounmpo makes 2-pt jump shot from 14 ft,,94,101
323,4,8:30.0,,R. Neto misses 2-pt jump shot from 11 ft,94,101
324,4,8:30.0,Defensive rebound by M. Brogdon,,94,101
325,4,8:30.0,,Technical foul by R. Neto,94,101
326,4,8:30.0,M. Brogdon makes technical free throw,,95,101
327,4,8:30.0,,D. Mitchell enters the game for R. Hood,95,101
328,4,8:30.0,K. Middleton enters the game for T. Maker,,95,101
329,4,8:12.0,K. Middleton misses 2-pt jump shot from 8 ft,,95,101
330,4,8:10.0,,Defensive rebound by J. Jerebko,95,101
331,4,8:00.0,,D. Mitchell makes 2-pt layup from 2 ft,95,103
332,4,7:50.0,Shooting foul by J. Jerebko (drawn by G. Antetokounmpo),,95,103
333,4,7:50.0,G. Antetokounmpo misses free throw 1 of 2,,95,103
334,4,7:50.0,Offensive rebound by Team,,95,103
335,4,7:50.0,,R. Rubio enters the game for J. Jerebko,95,103
336,4,7:50.0,,J. Ingles enters the game for R. Neto,95,103
337,4,7:50.0,,D. Favors enters the game for E. Udoh,95,103
338,4,7:50.0,G. Antetokounmpo misses free throw 2 of 2,,95,103
339,4,7:48.0,,Defensive rebound by A. Burks,95,103
340,4,7:43.0,,Shooting foul by M. Brogdon (drawn by R. Rubio),95,103
341,4,7:43.0,,R. Rubio makes free throw 1 of 2,95,104
342,4,7:43.0,,R. Rubio misses free throw 2 of 2,95,104
343,4,7:41.0,Defensive rebound by G. Antetokounmpo,,95,104
344,4,7:29.0,M. Brogdon makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,97,104
345,4,7:16.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),97,107
346,4,7:05.0,Personal block foul by R. Rubio (drawn by M. Brogdon),,97,107
347,4,6:57.0,T. Snell misses 2-pt jump shot from 9 ft,,97,107
348,4,6:56.0,,Defensive rebound by Team,97,107
349,4,6:56.0,Loose ball foul by R. Vaughn (drawn by R. Rubio),,97,107
350,4,6:56.0,,Utah full timeout,97,107
351,4,6:56.0,E. Bledsoe enters the game for R. Vaughn,,97,107
352,4,6:32.0,,D. Mitchell makes 3-pt jump shot from 27 ft (assist by R. Rubio),97,110
353,4,6:10.0,G. Antetokounmpo misses 2-pt jump shot from 20 ft,,97,110
354,4,6:07.0,,Defensive rebound by D. Favors,97,110
355,4,5:50.0,,D. Mitchell makes 2-pt jump shot from 19 ft,97,112
356,4,5:34.0,K. Middleton misses 3-pt jump shot from 25 ft,,97,112
357,4,5:32.0,,Defensive rebound by D. Favors,97,112
358,4,5:10.0,,R. Rubio misses 2-pt jump shot from 21 ft,97,112
359,4,5:07.0,Defensive rebound by M. Brogdon,,97,112
360,4,4:55.0,G. Antetokounmpo makes 2-pt hook shot from 3 ft,,99,112
361,4,4:55.0,,Utah full timeout,99,112
362,4,4:55.0,,R. Hood enters the game for A. Burks,99,112
363,4,4:44.0,,D. Mitchell misses 2-pt layup from 3 ft,99,112
364,4,4:42.0,Defensive rebound by M. Brogdon,,99,112
365,4,4:26.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,99,112
366,4,4:24.0,Offensive rebound by G. Antetokounmpo,,99,112
367,4,4:23.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,101,112
368,4,3:58.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by J. Ingles),101,115
369,4,3:31.0,K. Middleton misses 2-pt jump shot from 20 ft,,101,115
370,4,3:26.0,,Defensive rebound by D. Mitchell,101,115
