,QUARTER,TIME_REMAINING,INDIANA_ACTION,BROOKLYN_ACTION,INDIANA_SCORE,BROOKLYN_SCORE
0,1,11:37.0,,Turnover by D. Carroll (bad pass; steal by C. Joseph),0,0
1,1,11:31.0,Turnover by C. Joseph (bad pass; steal by S. Dinwiddie),,0,0
2,1,11:20.0,,Q. Acy misses 3-pt jump shot from 26 ft,0,0
3,1,11:17.0,Defensive rebound by M. Turner,,0,0
4,1,10:59.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,0,0
5,1,10:57.0,,Defensive rebound by S. Dinwiddie,0,0
6,1,10:49.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by Q. Acy),0,3
7,1,10:29.0,,Violation by J. Allen (kicked ball),0,3
8,1,10:17.0,T. Young misses 2-pt jump shot from 21 ft,,0,3
9,1,10:12.0,Offensive rebound by C. Joseph,,0,3
10,1,10:10.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,0,3
11,1,10:07.0,,Defensive rebound by S. Dinwiddie,0,3
12,1,9:53.0,,A. Crabbe misses 3-pt jump shot from 25 ft,0,3
13,1,9:49.0,Defensive rebound by T. Young,,0,3
14,1,9:46.0,V. Oladipo makes 2-pt jump shot from 13 ft,,2,3
15,1,9:19.0,,Turnover by Team (shot clock),2,3
16,1,9:09.0,T. Young misses 2-pt layup from 4 ft,,2,3
17,1,9:08.0,Offensive rebound by M. Turner,,2,3
18,1,9:05.0,T. Young misses 2-pt layup from 5 ft (block by D. Carroll),,2,3
19,1,9:03.0,,Defensive rebound by S. Dinwiddie,2,3
20,1,9:01.0,T. Young misses 2-pt layup at rim,,2,3
21,1,9:01.0,Offensive rebound by M. Turner,,2,3
22,1,8:56.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,2,3
23,1,8:54.0,Defensive rebound by C. Joseph,,2,3
24,1,8:51.0,M. Turner misses 2-pt layup from 2 ft (block by S. Dinwiddie),,2,3
25,1,8:51.0,Offensive rebound by T. Young,,2,3
26,1,8:47.0,Turnover by C. Joseph (turnover; steal by S. Dinwiddie),,2,3
27,1,8:31.0,,A. Crabbe makes 2-pt layup from 4 ft,2,5
28,1,8:15.0,V. Oladipo misses 2-pt jump shot from 14 ft,,2,5
29,1,8:15.0,Offensive rebound by M. Turner,,2,5
30,1,8:07.0,B. Bogdanović makes 2-pt jump shot from 12 ft,,4,5
31,1,7:44.0,,Turnover by D. Carroll (bad pass; steal by C. Joseph),4,5
32,1,7:35.0,C. Joseph makes 2-pt jump shot from 16 ft,,6,5
33,1,7:23.0,,J. Allen makes 2-pt layup from 2 ft (assist by S. Dinwiddie),6,7
34,1,7:23.0,,Shooting foul by M. Turner (drawn by J. Allen),6,7
35,1,7:23.0,,J. Allen makes free throw 1 of 1,6,8
36,1,7:14.0,M. Turner makes free throw 1 of 2,,7,8
37,1,7:14.0,M. Turner makes free throw 2 of 2,,8,8
38,1,7:02.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,8,8
39,1,7:01.0,,Offensive rebound by Team,8,8
40,1,6:52.0,,A. Crabbe misses 3-pt jump shot from 27 ft,8,8
41,1,6:50.0,Defensive rebound by Team,,8,8
42,1,6:50.0,,Brooklyn full timeout,8,8
43,1,6:50.0,,D. Cunningham enters the game for J. Allen,8,8
44,1,6:40.0,T. Young makes 2-pt hook shot from 6 ft (assist by C. Joseph),,10,8
45,1,6:20.0,,S. Dinwiddie misses 2-pt jump shot from 22 ft,10,8
46,1,6:17.0,Defensive rebound by C. Joseph,,10,8
47,1,6:08.0,C. Joseph misses 2-pt jump shot from 21 ft,,10,8
48,1,6:07.0,,Defensive rebound by D. Carroll,10,8
49,1,5:49.0,,A. Crabbe makes 2-pt layup from 3 ft,10,10
50,1,5:28.0,T. Young misses 2-pt jump shot from 15 ft,,10,10
51,1,5:25.0,,Defensive rebound by A. Crabbe,10,10
52,1,5:20.0,,D. Carroll misses 3-pt jump shot from 25 ft,10,10
53,1,5:17.0,Defensive rebound by M. Turner,,10,10
54,1,5:12.0,V. Oladipo makes 2-pt jump shot from 14 ft,,12,10
55,1,4:48.0,,D. Carroll makes 2-pt jump shot from 13 ft (assist by S. Dinwiddie),12,12
56,1,4:28.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,12,12
57,1,4:26.0,,Defensive rebound by A. Crabbe,12,12
58,1,4:06.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Cunningham),12,15
59,1,3:58.0,Indiana full timeout,,12,15
60,1,3:58.0,,J. Harris enters the game for S. Dinwiddie,12,15
61,1,3:58.0,,D. Russell enters the game for D. Carroll,12,15
62,1,3:58.0,D. Sabonis enters the game for T. Young,,12,15
63,1,3:58.0,J. Young enters the game for B. Bogdanović,,12,15
64,1,3:45.0,M. Turner misses 2-pt jump shot from 11 ft,,12,15
65,1,3:42.0,,Defensive rebound by D. Cunningham,12,15
66,1,3:27.0,,J. Harris misses 3-pt jump shot from 23 ft,12,15
67,1,3:23.0,Defensive rebound by M. Turner,,12,15
68,1,3:19.0,V. Oladipo misses 3-pt jump shot from 24 ft,,12,15
69,1,3:13.0,Offensive rebound by D. Sabonis,,12,15
70,1,3:11.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by J. Young),,15,15
71,1,2:48.0,,D. Russell misses 2-pt jump shot from 18 ft,15,15
72,1,2:46.0,Defensive rebound by D. Sabonis,,15,15
73,1,2:33.0,Turnover by V. Oladipo (bad pass),,15,15
74,1,2:33.0,L. Stephenson enters the game for C. Joseph,,15,15
75,1,2:18.0,,J. Harris misses 2-pt layup from 4 ft,15,15
76,1,2:16.0,Defensive rebound by M. Turner,,15,15
77,1,2:08.0,V. Oladipo misses 2-pt jump shot from 12 ft,,15,15
78,1,2:04.0,,Defensive rebound by J. Harris,15,15
79,1,2:04.0,,Personal foul by M. Turner (drawn by J. Harris),15,15
80,1,2:04.0,,S. Dinwiddie enters the game for Q. Acy,15,15
81,1,2:04.0,,J. Allen enters the game for A. Crabbe,15,15
82,1,2:04.0,A. Jefferson enters the game for M. Turner,,15,15
83,1,1:42.0,,D. Cunningham misses 2-pt layup from 3 ft (block by A. Jefferson),15,15
84,1,1:40.0,Defensive rebound by A. Jefferson,,15,15
85,1,1:29.0,D. Sabonis misses 2-pt hook shot from 5 ft,,15,15
86,1,1:25.0,,Defensive rebound by J. Allen,15,15
87,1,1:21.0,,D. Cunningham makes 2-pt layup from 3 ft (assist by S. Dinwiddie),15,17
88,1,1:21.0,Violation by V. Oladipo (def goaltending),,15,17
89,1,1:06.0,A. Jefferson makes 2-pt jump shot from 7 ft (assist by J. Young),,17,17
90,1,0:47.0,,D. Cunningham misses 2-pt layup from 3 ft,17,17
91,1,0:46.0,,Offensive rebound by J. Allen,17,17
92,1,0:46.0,,J. Allen makes 2-pt layup at rim,17,19
93,1,0:31.0,A. Jefferson makes 2-pt layup from 4 ft (assist by V. Oladipo),,19,19
94,1,0:31.0,Shooting foul by S. Dinwiddie (drawn by A. Jefferson),,19,19
95,1,0:31.0,A. Jefferson makes free throw 1 of 1,,20,19
96,1,0:22.0,,Shooting foul by D. Sabonis (drawn by D. Russell),20,19
97,1,0:22.0,,D. Russell makes free throw 1 of 2,20,20
98,1,0:22.0,,D. Russell makes free throw 2 of 2,20,21
99,1,0:09.0,Shooting foul by S. Dinwiddie (drawn by V. Oladipo),,20,21
100,1,0:09.0,V. Oladipo makes free throw 1 of 2,,21,21
101,1,0:09.0,,Q. Acy enters the game for D. Cunningham,21,21
102,1,0:09.0,T. Young enters the game for A. Jefferson,,21,21
103,1,0:09.0,V. Oladipo makes free throw 2 of 2,,22,21
104,1,0:01.0,,J. Allen makes 2-pt jump shot from 16 ft (assist by D. Russell),22,23
105,2,11:42.0,A. Jefferson makes 2-pt dunk from 1 ft,,24,23
106,2,11:34.0,,D. Russell makes 2-pt jump shot from 13 ft,24,25
107,2,11:12.0,A. Jefferson makes 2-pt jump shot from 12 ft,,26,25
108,2,10:59.0,,D. Russell misses 2-pt jump shot from 20 ft,26,25
109,2,10:57.0,Defensive rebound by A. Jefferson,,26,25
110,2,10:51.0,L. Stephenson misses 3-pt jump shot from 26 ft,,26,25
111,2,10:48.0,,Defensive rebound by J. Allen,26,25
112,2,10:38.0,,J. Allen makes 2-pt jump shot from 9 ft (assist by D. Russell),26,27
113,2,10:20.0,A. Jefferson makes 2-pt layup from 2 ft (assist by J. Young),,28,27
114,2,10:01.0,,J. Harris makes 2-pt jump shot from 1 ft,28,29
115,2,9:49.0,B. Bogdanović makes 2-pt jump shot from 9 ft,,30,29
116,2,9:39.0,,J. Allen misses 2-pt jump shot from 5 ft (block by A. Jefferson),30,29
117,2,9:39.0,,Offensive rebound by Team,30,29
118,2,9:37.0,,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),30,31
119,2,9:26.0,Turnover by B. Bogdanović (bad pass; steal by S. Dinwiddie),,30,31
120,2,9:24.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by S. Dinwiddie),30,33
121,2,9:24.0,,Shooting foul by L. Stephenson (drawn by D. Cunningham),30,33
122,2,9:24.0,,D. Cunningham misses free throw 1 of 1,30,33
123,2,9:20.0,Defensive rebound by A. Jefferson,,30,33
124,2,9:11.0,D. Sabonis misses 2-pt hook shot from 9 ft,,30,33
125,2,9:08.0,,Defensive rebound by D. Cunningham,30,33
126,2,8:53.0,,D. Cunningham misses 3-pt jump shot from 25 ft,30,33
127,2,8:49.0,Defensive rebound by B. Bogdanović,,30,33
128,2,8:38.0,L. Stephenson makes 2-pt jump shot from 17 ft,,32,33
129,2,8:26.0,,D. Russell makes 2-pt layup from 2 ft,32,35
130,2,7:57.0,A. Jefferson makes 2-pt layup at rim,,34,35
131,2,7:57.0,,Brooklyn full timeout,34,35
132,2,7:57.0,,D. Carroll enters the game for S. Dinwiddie,34,35
133,2,7:57.0,T. Young enters the game for J. Young,,34,35
134,2,7:57.0,C. Joseph enters the game for A. Jefferson,,34,35
135,2,7:45.0,,Shooting foul by L. Stephenson (drawn by J. Allen),34,35
136,2,7:45.0,,J. Allen makes free throw 1 of 2,34,36
137,2,7:45.0,,J. Allen misses free throw 2 of 2,34,36
138,2,7:43.0,Defensive rebound by D. Sabonis,,34,36
139,2,7:33.0,L. Stephenson misses 2-pt jump shot from 20 ft,,34,36
140,2,7:30.0,,Defensive rebound by J. Allen,34,36
141,2,7:20.0,,D. Russell makes 2-pt jump shot from 11 ft,34,38
142,2,7:03.0,D. Sabonis makes 2-pt layup from 1 ft (assist by L. Stephenson),,36,38
143,2,6:51.0,,J. Harris misses 3-pt jump shot from 26 ft,36,38
144,2,6:48.0,Defensive rebound by D. Sabonis,,36,38
145,2,6:42.0,L. Stephenson misses 2-pt layup from 2 ft,,36,38
146,2,6:42.0,,Defensive rebound by D. Carroll,36,38
147,2,6:36.0,,D. Russell misses 3-pt jump shot from 24 ft,36,38
148,2,6:33.0,,Offensive rebound by D. Cunningham,36,38
149,2,6:18.0,,D. Carroll misses 2-pt jump shot from 7 ft,36,38
150,2,6:15.0,,Offensive rebound by Team,36,38
151,2,6:15.0,,Q. Acy enters the game for J. Allen,36,38
152,2,6:15.0,V. Oladipo enters the game for B. Bogdanović,,36,38
153,2,6:15.0,,A. Crabbe enters the game for J. Harris,36,38
154,2,6:07.0,,D. Russell makes 2-pt jump shot from 16 ft,36,40
155,2,5:52.0,V. Oladipo makes 2-pt jump shot from 16 ft (assist by D. Sabonis),,38,40
156,2,5:25.0,,D. Carroll misses 3-pt jump shot from 27 ft,38,40
157,2,5:23.0,Defensive rebound by D. Sabonis,,38,40
158,2,5:15.0,D. Sabonis misses 2-pt jump shot from 21 ft,,38,40
159,2,5:11.0,,Defensive rebound by Q. Acy,38,40
160,2,4:59.0,,Turnover by A. Crabbe (bad pass; steal by L. Stephenson),38,40
161,2,4:55.0,L. Stephenson makes 2-pt layup from 1 ft,,40,40
162,2,4:32.0,,A. Crabbe misses 3-pt jump shot from 24 ft,40,40
