,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
396,4,7:45.0,J. Clarkson makes 2-pt dunk from 1 ft (assist by L. Nance),,93,78
397,4,7:44.0,,Memphis full timeout,93,78
398,4,7:44.0,,A. Harrison enters the game for T. Evans,93,78
399,4,7:44.0,G. Hill enters the game for J. Green,,93,78
400,4,7:31.0,,Turnover by J. Green (lost ball; steal by K. Korver),93,78
401,4,7:16.0,L. James misses 2-pt jump shot from 6 ft,,93,78
402,4,7:13.0,Offensive rebound by L. Nance,,93,78
403,4,7:13.0,L. Nance makes 2-pt layup at rim,,95,78
404,4,6:50.0,,J. Green misses 2-pt layup from 1 ft (block by G. Hill),95,78
405,4,6:47.0,Defensive rebound by L. Nance,,95,78
406,4,6:37.0,Personal foul by J. Green (drawn by J. Clarkson),,95,78
407,4,6:37.0,,M. Gasol enters the game for D. Davis,95,78
408,4,6:24.0,L. James makes 2-pt layup from 1 ft,,97,78
409,4,5:57.0,,A. Harrison misses 2-pt jump shot from 16 ft,97,78
410,4,5:54.0,Defensive rebound by J. Clarkson,,97,78
411,4,5:46.0,J. Clarkson misses 3-pt jump shot from 25 ft,,97,78
412,4,5:42.0,,Defensive rebound by D. Brooks,97,78
413,4,5:38.0,,M. Gasol misses 3-pt jump shot from 25 ft,97,78
414,4,5:33.0,Defensive rebound by J. Clarkson,,97,78
415,4,5:31.0,L. Nance makes 2-pt layup from 1 ft (assist by J. Clarkson),,99,78
416,4,5:31.0,Shooting foul by M. Gasol (drawn by L. Nance),,99,78
417,4,5:31.0,,M. Chalmers enters the game for A. Harrison,99,78
418,4,5:31.0,,J. Martin enters the game for B. McLemore,99,78
419,4,5:31.0,L. Nance makes free throw 1 of 1,,100,78
420,4,5:14.0,,M. Gasol misses 2-pt jump shot from 6 ft (block by L. Nance),100,78
421,4,5:09.0,Defensive rebound by L. James,,100,78
422,4,5:07.0,Turnover by L. James (bad pass; steal by J. Martin),,100,78
423,4,4:59.0,,J. Green makes 2-pt layup from 1 ft,100,80
424,4,4:46.0,K. Korver misses 2-pt jump shot from 17 ft,,100,80
425,4,4:43.0,,Defensive rebound by M. Gasol,100,80
426,4,4:37.0,,J. Green makes 2-pt layup at rim (assist by J. Martin),100,82
427,4,4:37.0,Cleveland full timeout,,100,82
428,4,4:37.0,,I. Rabb enters the game for J. Green,100,82
429,4,4:22.0,L. Nance misses 2-pt layup from 1 ft,,100,82
430,4,4:20.0,,Defensive rebound by I. Rabb,100,82
431,4,4:12.0,,M. Chalmers misses 2-pt jump shot from 8 ft,100,82
432,4,4:10.0,Defensive rebound by J. Clarkson,,100,82
433,4,3:56.0,L. James misses 2-pt jump shot from 17 ft,,100,82
434,4,3:53.0,,Defensive rebound by M. Gasol,100,82
435,4,3:49.0,,D. Brooks makes 2-pt layup at rim (assist by M. Gasol),100,84
436,4,3:32.0,J. Clarkson makes 2-pt layup from 1 ft (assist by L. Nance),,102,84
437,4,3:18.0,,J. Martin misses 2-pt jump shot from 22 ft,102,84
438,4,3:18.0,,Offensive rebound by Team,102,84
439,4,3:18.0,,D. Davis enters the game for M. Gasol,102,84
440,4,3:18.0,J. Holland enters the game for G. Hill,,102,84
441,4,3:18.0,J. Calderón enters the game for L. James,,102,84
442,4,3:10.0,,D. Brooks misses 2-pt jump shot from 19 ft,102,84
443,4,3:04.0,Defensive rebound by L. Nance,,102,84
444,4,2:56.0,Turnover by J. Clarkson (lost ball; steal by J. Martin),,102,84
445,4,2:48.0,,Turnover by I. Rabb (bad pass; steal by L. Nance),102,84
446,4,2:37.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Calderón),,105,84
447,4,2:13.0,,Turnover by I. Rabb (bad pass; steal by J. Holland),105,84
448,4,1:54.0,L. Nance makes 2-pt layup at rim (assist by J. Calderón),,107,84
449,4,1:54.0,,D. Brooks makes technical free throw,107,85
450,4,1:54.0,,B. McLemore enters the game for D. Brooks,107,85
451,4,1:54.0,C. Osman enters the game for J. Clarkson,,107,85
452,4,1:54.0,A. Žižić enters the game for L. Nance,,107,85
453,4,1:39.0,,Shooting foul by J. Calderón (drawn by J. Martin),107,85
454,4,1:39.0,,J. Martin misses free throw 1 of 2,107,85
455,4,1:39.0,,Offensive rebound by Team,107,85
456,4,1:39.0,,J. Martin makes free throw 2 of 2,107,86
457,4,1:31.0,Turnover by A. Žižić (traveling),,107,86
458,4,1:20.0,,Turnover by B. McLemore (bad pass; steal by J. Holland),107,86
459,4,1:11.0,A. Žižić makes 2-pt hook shot from 6 ft (assist by J. Calderón),,109,86
460,4,0:49.0,,M. Chalmers misses 2-pt jump shot from 18 ft,109,86
461,4,0:46.0,Defensive rebound by J. Holland,,109,86
462,4,0:40.0,J. Holland makes 3-pt jump shot from 25 ft,,112,86
463,4,0:23.0,,I. Rabb misses 2-pt hook shot from 6 ft (block by A. Žižić),112,86
464,4,0:23.0,,Offensive rebound by Team,112,86
465,4,0:21.0,,J. Martin makes 3-pt jump shot from 25 ft (assist by M. Chalmers),112,89
