,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHARLOTTE_ACTION,ATLANTA_SCORE,CHARLOTTE_SCORE
0,1,11:41.0,Turnover by K. Bazemore (lost ball; steal by M. Kidd-Gilchrist),,0,0
1,1,11:36.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,0,2
2,1,11:28.0,Shooting foul by N. Batum (drawn by T. Prince),,0,2
3,1,11:28.0,T. Prince makes free throw 1 of 2,,1,2
4,1,11:28.0,T. Prince makes free throw 2 of 2,,2,2
5,1,11:15.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 13 ft (assist by N. Batum),2,4
6,1,11:02.0,K. Bazemore makes 2-pt jump shot from 4 ft (assist by E. İlyasova),,4,4
7,1,11:02.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Bazemore),,4,4
8,1,11:02.0,K. Bazemore makes free throw 1 of 1,,5,4
9,1,10:46.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),5,6
10,1,10:36.0,D. Schröder misses 2-pt jump shot from 12 ft,,5,6
11,1,10:32.0,,Defensive rebound by N. Batum,5,6
12,1,10:25.0,,M. Williams makes 2-pt jump shot from 10 ft (assist by K. Walker),5,8
13,1,10:05.0,D. Schröder makes 2-pt jump shot from 14 ft,,7,8
14,1,9:44.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),7,11
15,1,9:29.0,T. Prince misses 2-pt layup from 2 ft (block by D. Howard),,7,11
16,1,9:29.0,Offensive rebound by Team,,7,11
17,1,9:24.0,T. Prince makes 2-pt layup from 2 ft (assist by K. Bazemore),,9,11
18,1,9:06.0,,Personal foul by M. Plumlee (drawn by D. Howard),9,11
19,1,8:54.0,,K. Walker misses 2-pt jump shot from 18 ft,9,11
20,1,8:51.0,Defensive rebound by T. Prince,,9,11
21,1,8:38.0,Turnover by D. Schröder (bad pass; steal by N. Batum),,9,11
22,1,8:33.0,,K. Walker misses 3-pt jump shot from 26 ft,9,11
23,1,8:30.0,Defensive rebound by M. Plumlee,,9,11
24,1,8:09.0,D. Schröder misses 2-pt jump shot from 6 ft,,9,11
25,1,8:06.0,,Defensive rebound by D. Howard,9,11
26,1,7:51.0,,Shooting foul by M. Plumlee (drawn by D. Howard),9,11
27,1,7:51.0,,D. Howard makes free throw 1 of 2,9,12
28,1,7:51.0,,D. Howard makes free throw 2 of 2,9,13
29,1,7:32.0,M. Plumlee makes 2-pt layup from 2 ft (assist by K. Bazemore),,11,13
30,1,7:18.0,,D. Howard misses 2-pt layup from 2 ft (block by M. Plumlee),11,13
31,1,7:15.0,,Offensive rebound by M. Kidd-Gilchrist,11,13
32,1,7:06.0,,K. Walker misses 2-pt jump shot from 4 ft,11,13
33,1,7:04.0,Defensive rebound by D. Schröder,,11,13
34,1,7:00.0,D. Schröder misses 2-pt layup from 1 ft,,11,13
35,1,7:00.0,,Defensive rebound by Team,11,13
36,1,7:00.0,D. Dedmon enters the game for M. Plumlee,,11,13
37,1,6:45.0,,Turnover by K. Walker (bad pass; steal by E. İlyasova),11,13
38,1,6:41.0,E. İlyasova makes 2-pt layup from 2 ft,,13,13
39,1,6:28.0,,Charlotte full timeout,13,13
40,1,6:28.0,M. Belinelli enters the game for T. Prince,,13,13
41,1,6:21.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by K. Walker),13,15
42,1,6:03.0,E. İlyasova misses 3-pt jump shot from 26 ft,,13,15
