,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
57,1,5:30.0,,E. Moore misses 2-pt jump shot from 14 ft,12,8
58,1,5:25.0,,Offensive rebound by D. Cunningham,12,8
59,1,5:22.0,,E. Moore makes 2-pt layup from 1 ft (assist by D. Cunningham),12,10
60,1,5:17.0,Personal foul by E. Moore (drawn by D. Augustin),,12,10
61,1,5:17.0,J. Simmons enters the game for T. Ross,,12,10
62,1,5:15.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by J. Simmons),,14,10
63,1,5:04.0,,Shooting foul by J. Isaac (drawn by A. Davis),14,10
64,1,5:04.0,,A. Davis makes free throw 1 of 2,14,11
65,1,5:04.0,,J. Nelson enters the game for E. Moore,14,11
66,1,5:04.0,M. Speights enters the game for J. Isaac,,14,11
67,1,5:04.0,,A. Davis makes free throw 2 of 2,14,12
68,1,4:51.0,E. Fournier misses 2-pt layup from 4 ft (block by A. Davis),,14,12
69,1,4:46.0,,Defensive rebound by D. Cousins,14,12
70,1,4:46.0,,Turnover by D. Cousins (bad pass),14,12
71,1,4:33.0,E. Fournier makes 2-pt layup from 4 ft (assist by N. Vučević),,16,12
72,1,4:20.0,,A. Davis makes 2-pt dunk from 1 ft (assist by J. Nelson),16,14
73,1,4:01.0,D. Augustin misses 3-pt jump shot from 26 ft,,16,14
74,1,4:00.0,,Defensive rebound by Team,16,14
75,1,4:00.0,,C. Diallo enters the game for D. Cousins,16,14
76,1,3:43.0,,Turnover by J. Holiday (bad pass; steal by D. Augustin),16,14
77,1,3:43.0,Personal foul by J. Nelson (drawn by D. Augustin),,16,14
78,1,3:43.0,D. Augustin makes free throw 1 of 2,,17,14
79,1,3:43.0,D. Augustin makes free throw 2 of 2,,18,14
80,1,3:33.0,,A. Davis misses 3-pt jump shot from 24 ft,18,14
81,1,3:27.0,Defensive rebound by M. Speights,,18,14
82,1,3:15.0,N. Vučević misses 2-pt layup from 4 ft (block by A. Davis),,18,14
83,1,3:13.0,Offensive rebound by J. Simmons,,18,14
84,1,3:13.0,Personal foul by C. Diallo (drawn by J. Simmons),,18,14
85,1,3:13.0,J. Simmons makes free throw 1 of 2,,19,14
86,1,3:13.0,J. Simmons makes free throw 2 of 2,,20,14
87,1,3:04.0,,A. Davis makes 2-pt hook shot from 10 ft (assist by J. Nelson),20,16
88,1,2:49.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by M. Speights),,23,16
89,1,2:39.0,,A. Davis makes 2-pt jump shot from 21 ft (assist by J. Nelson),23,18
90,1,2:27.0,Shooting foul by D. Cunningham (drawn by J. Simmons),,23,18
91,1,2:27.0,Orlando full timeout,,23,18
92,1,2:27.0,B. Biyombo enters the game for N. Vučević,,23,18
93,1,2:27.0,J. Simmons makes free throw 1 of 2,,24,18
94,1,2:27.0,J. Simmons makes free throw 2 of 2,,25,18
95,1,2:27.0,,E. Moore enters the game for D. Cunningham,25,18
96,1,2:13.0,,J. Holiday makes 2-pt jump shot from 21 ft,25,20
97,1,1:53.0,Turnover by J. Simmons (bad pass),,25,20
98,1,1:53.0,S. Mack enters the game for D. Augustin,,25,20
99,1,1:39.0,,J. Holiday makes 2-pt jump shot from 7 ft (assist by A. Davis),25,22
100,1,1:24.0,M. Speights makes 3-pt jump shot from 25 ft (assist by J. Simmons),,28,22
101,1,1:11.0,,Turnover by J. Holiday (turnover),28,22
102,1,1:02.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by S. Mack),,31,22
103,1,0:43.0,,J. Holiday misses 2-pt jump shot from 18 ft,31,22
104,1,0:39.0,Defensive rebound by J. Simmons,,31,22
105,1,0:35.0,J. Simmons makes 2-pt layup from 2 ft,,33,22
106,1,0:27.0,,Personal foul by B. Biyombo (drawn by A. Davis),33,22
107,1,0:27.0,,A. Davis makes free throw 1 of 2,33,23
108,1,0:27.0,,I. Clark enters the game for J. Holiday,33,23
109,1,0:27.0,,A. Davis makes free throw 2 of 2,33,24
110,1,0:04.0,J. Simmons misses 2-pt jump shot from 12 ft,,33,24
111,1,0:00.0,,I. Clark misses 3-pt jump shot from 27 ft,33,24
112,1,0:00.0,,Offensive rebound by Team,33,24
113,1,0:00.0,,Offensive rebound by J. Nelson,33,24
114,2,11:42.0,Turnover by A. Gordon (lost ball; steal by E. Moore),,33,24
115,2,11:31.0,,I. Clark misses 2-pt jump shot from 16 ft,33,24
116,2,11:27.0,Defensive rebound by A. Gordon,,33,24
117,2,11:18.0,A. Gordon makes 3-pt jump shot from 25 ft,,36,24
118,2,10:59.0,,J. Nelson makes 2-pt layup at rim,36,26
119,2,10:52.0,A. Gordon misses 2-pt jump shot from 16 ft,,36,26
120,2,10:46.0,,Defensive rebound by C. Diallo,36,26
121,2,10:41.0,,I. Clark misses 3-pt jump shot from 25 ft,36,26
122,2,10:37.0,Defensive rebound by S. Mack,,36,26
123,2,10:37.0,Turnover by M. Hezonja (traveling),,36,26
124,2,10:19.0,,D. Cousins makes 2-pt jump shot from 13 ft,36,28
125,2,10:19.0,,Shooting foul by B. Biyombo (drawn by D. Cousins),36,28
126,2,10:19.0,,D. Cousins misses free throw 1 of 1,36,28
127,2,10:13.0,Defensive rebound by J. Simmons,,36,28
128,2,10:06.0,M. Hezonja makes 2-pt jump shot from 19 ft,,38,28
129,2,9:49.0,,D. Cousins misses 2-pt layup from 4 ft,38,28
130,2,9:44.0,Defensive rebound by A. Gordon,,38,28
131,2,9:43.0,A. Gordon makes 2-pt layup from 1 ft,,40,28
132,2,9:43.0,Shooting foul by I. Clark (drawn by A. Gordon),,40,28
133,2,9:43.0,,A. Davis enters the game for C. Diallo,40,28
134,2,9:43.0,A. Gordon misses free throw 1 of 1,,40,28
135,2,9:41.0,,Defensive rebound by E. Moore,40,28
136,2,9:29.0,,D. Cousins makes 2-pt hook shot at rim (assist by I. Clark),40,30
137,2,9:18.0,S. Mack misses 2-pt jump shot from 17 ft,,40,30
138,2,9:12.0,,Defensive rebound by D. Cousins,40,30
139,2,9:03.0,,Turnover by A. Davis (lost ball; steal by S. Mack),40,30
140,2,8:57.0,A. Gordon misses 3-pt jump shot from 24 ft,,40,30
141,2,8:57.0,Offensive rebound by B. Biyombo,,40,30
142,2,8:57.0,Shooting foul by E. Moore (drawn by B. Biyombo),,40,30
143,2,8:57.0,B. Biyombo misses free throw 1 of 2,,40,30
144,2,8:57.0,Offensive rebound by Team,,40,30
145,2,8:57.0,B. Biyombo misses free throw 2 of 2,,40,30
146,2,8:55.0,,Defensive rebound by E. Moore,40,30
147,2,8:41.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by J. Nelson),40,33
148,2,8:29.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by S. Mack),,43,33
149,2,8:14.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by J. Nelson),43,36
150,2,7:50.0,Personal foul by J. Nelson (drawn by A. Gordon),,43,36
151,2,7:50.0,,T. Allen enters the game for E. Moore,43,36
152,2,7:44.0,J. Simmons makes 2-pt jump shot from 16 ft,,45,36
153,2,7:26.0,,A. Davis makes 2-pt jump shot from 10 ft (assist by D. Cousins),45,38
154,2,7:14.0,A. Gordon misses 2-pt jump shot from 9 ft,,45,38
155,2,7:11.0,,Defensive rebound by D. Cousins,45,38
156,2,7:08.0,,T. Allen makes 2-pt layup from 1 ft (assist by D. Cousins),45,40
157,2,7:08.0,Orlando full timeout,,45,40
158,2,6:54.0,Turnover by J. Simmons (discontinued dribble),,45,40
159,2,6:35.0,,A. Davis makes 2-pt hook shot from 7 ft (assist by J. Nelson),45,42
160,2,6:17.0,T. Ross enters the game for M. Hezonja,,45,42
161,2,6:17.0,N. Vučević enters the game for B. Biyombo,,45,42
162,2,6:17.0,,J. Holiday enters the game for J. Nelson,45,42
163,2,6:16.0,S. Mack misses 2-pt layup from 2 ft,,45,42
164,2,6:16.0,Offensive rebound by Team,,45,42
165,2,6:05.0,N. Vučević misses 2-pt jump shot from 18 ft,,45,42
166,2,6:01.0,,Defensive rebound by T. Allen,45,42
167,2,5:54.0,,J. Holiday makes 2-pt layup from 2 ft (assist by I. Clark),45,44
168,2,5:40.0,N. Vučević makes 2-pt hook shot from 10 ft,,47,44
169,2,5:27.0,,I. Clark makes 2-pt jump shot from 10 ft,47,46
170,2,5:15.0,N. Vučević misses 3-pt jump shot from 26 ft,,47,46
171,2,5:11.0,,Defensive rebound by A. Davis,47,46
172,2,5:00.0,,Turnover by I. Clark (bad pass; steal by A. Gordon),47,46
173,2,4:59.0,Personal foul by I. Clark (drawn by S. Mack),,47,46
174,2,4:59.0,E. Fournier enters the game for S. Mack,,47,46
175,2,4:59.0,D. Augustin enters the game for J. Simmons,,47,46
176,2,4:45.0,A. Gordon makes 2-pt jump shot from 15 ft,,49,46
177,2,4:35.0,,Shooting foul by A. Gordon (drawn by A. Davis),49,46
178,2,4:35.0,,A. Davis makes free throw 1 of 2,49,47
179,2,4:35.0,J. Isaac enters the game for A. Gordon,,49,47
180,2,4:35.0,,A. Davis makes free throw 2 of 2,49,48
181,2,4:19.0,D. Augustin misses 3-pt jump shot from 25 ft,,49,48
182,2,4:15.0,,Defensive rebound by A. Davis,49,48
183,2,4:14.0,,Shooting foul by J. Isaac (drawn by A. Davis),49,48
184,2,4:14.0,,A. Davis makes free throw 1 of 2,49,49
185,2,4:14.0,M. Speights enters the game for J. Isaac,,49,49
186,2,4:14.0,,A. Davis makes free throw 2 of 2,49,50
187,2,4:04.0,T. Ross misses 2-pt jump shot from 10 ft,,49,50
188,2,4:00.0,,Defensive rebound by D. Cousins,49,50
189,2,3:55.0,,T. Allen misses 2-pt layup from 1 ft,49,50
190,2,3:45.0,,Offensive rebound by A. Davis,49,50
191,2,3:45.0,,A. Davis makes 2-pt dunk at rim,49,52
192,2,3:42.0,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),,51,52
193,2,3:23.0,,D. Cousins misses 2-pt jump shot from 6 ft,51,52
194,2,3:19.0,Defensive rebound by N. Vučević,,51,52
195,2,3:09.0,Turnover by T. Ross (traveling),,51,52
196,2,2:57.0,,J. Holiday makes 2-pt layup from 1 ft (assist by D. Cousins),51,54
197,2,2:46.0,Shooting foul by A. Davis (drawn by N. Vučević),,51,54
198,2,2:46.0,,New Orleans full timeout,51,54
199,2,2:46.0,,J. Nelson enters the game for I. Clark,51,54
200,2,2:46.0,N. Vučević misses free throw 1 of 2,,51,54
201,2,2:46.0,Offensive rebound by Team,,51,54
202,2,2:46.0,N. Vučević makes free throw 2 of 2,,52,54
203,2,2:34.0,,Shooting foul by M. Speights (drawn by A. Davis),52,54
204,2,2:34.0,,A. Davis makes free throw 1 of 2,52,55
205,2,2:34.0,,A. Davis makes free throw 2 of 2,52,56
206,2,2:18.0,M. Speights misses 3-pt jump shot from 25 ft,,52,56
207,2,2:12.0,,Defensive rebound by D. Cousins,52,56
208,2,2:09.0,,J. Nelson misses 2-pt jump shot from 21 ft,52,56
209,2,2:05.0,Defensive rebound by D. Augustin,,52,56
210,2,2:05.0,Personal foul by J. Nelson (drawn by D. Augustin),,52,56
211,2,2:05.0,D. Augustin makes free throw 1 of 2,,53,56
212,2,2:05.0,,I. Clark enters the game for J. Nelson,53,56
213,2,2:05.0,D. Augustin makes free throw 2 of 2,,54,56
214,2,1:51.0,,Turnover by I. Clark (bad pass; steal by D. Augustin),54,56
215,2,1:42.0,D. Augustin misses 2-pt layup from 3 ft,,54,56
216,2,1:38.0,,Defensive rebound by I. Clark,54,56
217,2,1:34.0,,I. Clark makes 3-pt jump shot from 27 ft,54,59
218,2,1:20.0,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Vučević),,57,59
219,2,1:12.0,,T. Allen misses 3-pt jump shot from 24 ft,57,59
220,2,1:11.0,Defensive rebound by Team,,57,59
221,2,0:59.0,D. Augustin misses 2-pt layup from 2 ft,,57,59
222,2,0:54.0,,Defensive rebound by J. Holiday,57,59
223,2,0:51.0,,Turnover by J. Holiday (bad pass; steal by D. Augustin),57,59
224,2,0:46.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by D. Augustin),,60,59
225,2,0:31.0,,T. Allen makes 2-pt layup from 2 ft (assist by J. Holiday),60,61
226,2,0:11.0,M. Speights misses 3-pt jump shot from 24 ft,,60,61
227,2,0:08.0,,Defensive rebound by D. Cousins,60,61
228,2,0:02.0,,T. Allen makes 3-pt jump shot from 24 ft (assist by J. Holiday),60,64
229,2,0:00.0,T. Ross misses 3-pt jump shot from 55 ft,,60,64
230,2,0:00.0,Offensive rebound by Team,,60,64
231,3,11:41.0,N. Vučević makes 2-pt layup at rim (assist by E. Fournier),,62,64
232,3,11:26.0,,A. Davis makes 2-pt hook shot from 3 ft (assist by E. Moore),62,66
233,3,11:12.0,A. Gordon makes 2-pt jump shot from 11 ft (assist by D. Augustin),,64,66
234,3,10:59.0,,Turnover by A. Davis (bad pass; steal by E. Fournier),64,66
235,3,10:51.0,A. Gordon misses 3-pt jump shot from 23 ft,,64,66
236,3,10:45.0,,Defensive rebound by D. Cousins,64,66
237,3,10:37.0,,A. Davis misses 2-pt jump shot from 8 ft,64,66
238,3,10:31.0,Defensive rebound by N. Vučević,,64,66
239,3,10:27.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),,67,66
240,3,9:59.0,,Turnover by Team (shot clock),67,66
241,3,9:44.0,Turnover by E. Fournier (lost ball; steal by E. Moore),,67,66
242,3,9:35.0,,Offensive foul by D. Cousins (drawn by D. Augustin),67,66
243,3,9:35.0,,Turnover by D. Cousins (offensive foul),67,66
244,3,9:17.0,A. Gordon makes 3-pt jump shot from 23 ft (assist by T. Ross),,70,66
245,3,9:01.0,,D. Cunningham misses 2-pt jump shot from 14 ft,70,66
246,3,8:57.0,Defensive rebound by N. Vučević,,70,66
247,3,8:51.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by A. Gordon),,72,66
248,3,8:50.0,,New Orleans full timeout,72,66
249,3,8:32.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),72,69
250,3,8:05.0,N. Vučević misses 2-pt hook shot from 7 ft,,72,69
251,3,8:01.0,,Defensive rebound by A. Davis,72,69
252,3,7:59.0,,Personal foul by N. Vučević (drawn by D. Cousins),72,69
253,3,7:49.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by D. Cousins),72,72
254,3,7:37.0,A. Gordon makes 2-pt jump shot from 18 ft (assist by N. Vučević),,74,72
255,3,7:24.0,,D. Cousins misses 2-pt jump shot from 21 ft,74,72
256,3,7:21.0,Defensive rebound by E. Fournier,,74,72
257,3,7:15.0,Turnover by D. Augustin (bad pass; steal by J. Holiday),,74,72
258,3,7:10.0,,E. Moore makes 2-pt layup at rim (assist by J. Holiday),74,74
259,3,6:59.0,T. Ross misses 3-pt jump shot from 24 ft,,74,74
260,3,6:56.0,,Defensive rebound by A. Davis,74,74
261,3,6:45.0,,J. Holiday makes 2-pt layup from 4 ft (assist by A. Davis),74,76
262,3,6:45.0,Orlando full timeout,,74,76
263,3,6:25.0,E. Fournier misses 3-pt jump shot from 23 ft,,74,76
264,3,6:21.0,,Defensive rebound by D. Cunningham,74,76
265,3,6:12.0,,D. Cousins misses 3-pt jump shot from 24 ft,74,76
266,3,6:07.0,,Offensive rebound by D. Cunningham,74,76
267,3,5:51.0,,J. Holiday misses 3-pt jump shot from 25 ft,74,76
268,3,5:46.0,Defensive rebound by A. Gordon,,74,76
269,3,5:28.0,N. Vučević makes 2-pt jump shot from 11 ft,,76,76
270,3,5:13.0,,Offensive foul by D. Cunningham (drawn by E. Fournier),76,76
271,3,5:13.0,,Turnover by D. Cunningham (offensive foul),76,76
272,3,5:13.0,J. Simmons enters the game for T. Ross,,76,76
273,3,4:58.0,Turnover by A. Gordon (lost ball; steal by J. Holiday),,76,76
274,3,4:45.0,,J. Holiday misses 2-pt jump shot from 14 ft,76,76
275,3,4:41.0,Defensive rebound by A. Gordon,,76,76
276,3,4:20.0,A. Gordon misses 2-pt jump shot from 12 ft,,76,76
277,3,4:15.0,,Defensive rebound by D. Cousins,76,76
278,3,4:12.0,,D. Cunningham misses 3-pt jump shot from 22 ft,76,76
279,3,4:05.0,,Offensive rebound by A. Davis,76,76
280,3,4:05.0,,A. Davis misses 2-pt dunk at rim,76,76
281,3,4:05.0,Defensive rebound by A. Gordon,,76,76
282,3,4:05.0,,Offensive charge foul by A. Gordon (drawn by D. Cousins),76,76
283,3,4:05.0,Turnover by A. Gordon (offensive foul),,76,76
284,3,4:05.0,,J. Nelson enters the game for E. Moore,76,76
285,3,4:05.0,S. Mack enters the game for A. Gordon,,76,76
286,3,4:05.0,J. Isaac enters the game for D. Augustin,,76,76
287,3,3:54.0,,D. Cousins misses 3-pt jump shot from 25 ft,76,76
288,3,3:50.0,Defensive rebound by E. Fournier,,76,76
289,3,3:40.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by E. Fournier),,78,76
290,3,3:33.0,Offensive charge foul by J. Holiday (drawn by E. Fournier),,78,76
291,3,3:33.0,,Turnover by J. Holiday (offensive foul),78,76
292,3,3:29.0,,T. Allen enters the game for D. Cunningham,78,76
293,3,3:22.0,Turnover by E. Fournier (lost ball; steal by D. Cousins),,78,76
294,3,3:04.0,,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),78,78
295,3,2:52.0,N. Vučević makes 2-pt jump shot from 22 ft (assist by S. Mack),,80,78
296,3,2:35.0,,D. Cunningham enters the game for D. Cousins,80,78
297,3,2:25.0,,A. Davis makes 2-pt jump shot from 14 ft,80,80
298,3,2:14.0,S. Mack misses 3-pt jump shot from 25 ft,,80,80
299,3,2:10.0,,Defensive rebound by A. Davis,80,80
300,3,1:55.0,,A. Davis misses 2-pt jump shot from 15 ft,80,80
301,3,1:42.0,,Offensive rebound by T. Allen,80,80
302,3,1:41.0,,T. Allen makes 2-pt layup from 2 ft,80,82
303,3,1:34.0,E. Fournier makes 2-pt jump shot from 19 ft,,82,82
304,3,1:27.0,,D. Cunningham misses 2-pt layup from 1 ft,82,82
305,3,1:23.0,Defensive rebound by E. Fournier,,82,82
306,3,1:12.0,N. Vučević misses 2-pt layup from 2 ft,,82,82
307,3,1:09.0,,Defensive rebound by A. Davis,82,82
308,3,1:08.0,,Shooting foul by J. Isaac (drawn by A. Davis),82,82
309,3,1:08.0,,E. Moore enters the game for J. Holiday,82,82
310,3,1:08.0,M. Speights enters the game for N. Vučević,,82,82
311,3,1:08.0,,A. Davis makes free throw 1 of 2,82,83
312,3,1:08.0,,A. Davis misses free throw 2 of 2,82,83
313,3,1:05.0,Defensive rebound by J. Isaac,,82,83
314,3,0:52.0,J. Isaac makes 2-pt jump shot from 13 ft (assist by M. Speights),,84,83
315,3,0:44.0,,J. Nelson misses 3-pt jump shot from 26 ft,84,83
316,3,0:39.0,Defensive rebound by M. Speights,,84,83
317,3,0:30.0,M. Speights makes 3-pt jump shot from 27 ft (assist by J. Simmons),,87,83
318,3,0:11.0,,Shooting foul by E. Fournier (drawn by A. Davis),87,83
319,3,0:11.0,,A. Davis misses free throw 2 of 2,87,83
320,3,0:11.0,Defensive rebound by Team,,87,83
321,3,0:11.0,,A. Davis makes free throw 1 of 2,87,84
322,4,11:46.0,Offensive charge foul by D. Cousins (drawn by M. Speights),,87,84
323,4,11:46.0,,Turnover by D. Cousins (offensive foul),87,84
324,4,11:33.0,J. Simmons makes 2-pt layup from 1 ft,,89,84
325,4,11:04.0,,D. Cunningham misses 3-pt jump shot from 23 ft,89,84
326,4,10:59.0,Defensive rebound by T. Ross,,89,84
327,4,10:35.0,M. Speights makes 3-pt jump shot from 27 ft (assist by J. Simmons),,92,84
328,4,10:23.0,,E. Moore misses 2-pt jump shot from 8 ft (block by J. Isaac),92,84
329,4,10:21.0,Defensive rebound by J. Simmons,,92,84
330,4,10:21.0,J. Simmons makes 2-pt layup from 1 ft,,94,84
331,4,10:21.0,Shooting foul by J. Nelson (drawn by J. Simmons),,94,84
332,4,10:21.0,,New Orleans full timeout,94,84
333,4,10:21.0,,A. Davis enters the game for D. Cunningham,94,84
334,4,10:21.0,J. Simmons makes free throw 1 of 1,,95,84
335,4,9:58.0,,E. Moore misses 3-pt jump shot from 26 ft,95,84
336,4,9:52.0,Defensive rebound by M. Speights,,95,84
337,4,9:48.0,M. Speights makes 3-pt jump shot from 25 ft (assist by T. Ross),,98,84
338,4,9:33.0,,J. Nelson makes 3-pt jump shot from 24 ft (assist by E. Moore),98,87
339,4,9:15.0,M. Speights makes 3-pt jump shot from 28 ft (assist by J. Isaac),,101,87
340,4,8:57.0,,D. Cousins makes 2-pt layup from 2 ft (assist by E. Moore),101,89
341,4,8:38.0,Personal foul by D. Cousins (drawn by J. Simmons),,101,89
342,4,8:29.0,Personal foul by D. Cousins (drawn by J. Isaac),,101,89
343,4,8:19.0,M. Speights misses 3-pt jump shot from 25 ft,,101,89
344,4,8:16.0,,Defensive rebound by E. Moore,101,89
345,4,8:10.0,,Turnover by D. Cousins (lost ball; steal by J. Simmons),101,89
346,4,8:06.0,J. Simmons makes 2-pt layup at rim (assist by T. Ross),,103,89
347,4,7:53.0,,D. Cousins misses 3-pt jump shot from 22 ft,103,89
348,4,7:48.0,Defensive rebound by J. Simmons,,103,89
349,4,7:39.0,M. Speights misses 2-pt layup from 1 ft,,103,89
350,4,7:36.0,,Defensive rebound by E. Moore,103,89
351,4,7:33.0,,J. Nelson misses 3-pt jump shot from 24 ft,103,89
352,4,7:28.0,Defensive rebound by J. Isaac,,103,89
353,4,7:16.0,M. Speights makes 3-pt jump shot from 24 ft (assist by S. Mack),,106,89
354,4,7:15.0,,New Orleans full timeout,106,89
355,4,7:15.0,,J. Holiday enters the game for T. Allen,106,89
356,4,7:02.0,,A. Davis makes 2-pt dunk at rim (assist by D. Cousins),106,91
357,4,7:02.0,,Shooting foul by M. Speights (drawn by A. Davis),106,91
358,4,7:02.0,,A. Davis makes free throw 1 of 1,106,92
359,4,6:47.0,J. Simmons misses 2-pt layup from 2 ft,,106,92
360,4,6:44.0,Offensive rebound by J. Isaac,,106,92
361,4,6:44.0,Turnover by J. Simmons (bad pass),,106,92
362,4,6:35.0,,A. Davis misses 3-pt jump shot from 24 ft,106,92
363,4,6:31.0,Defensive rebound by T. Ross,,106,92
364,4,6:19.0,J. Isaac misses 3-pt jump shot from 23 ft,,106,92
365,4,6:15.0,,Defensive rebound by A. Davis,106,92
366,4,6:08.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),106,94
367,4,6:07.0,Orlando full timeout,,106,94
368,4,6:07.0,N. Vučević enters the game for J. Isaac,,106,94
369,4,6:07.0,E. Fournier enters the game for S. Mack,,106,94
370,4,5:49.0,M. Speights misses 3-pt jump shot from 28 ft,,106,94
371,4,5:45.0,,Defensive rebound by D. Cousins,106,94
372,4,5:43.0,,Turnover by J. Nelson (bad pass),106,94
373,4,5:32.0,Turnover by J. Simmons (lost ball; steal by J. Holiday),,106,94
374,4,5:31.0,,Personal foul by J. Simmons (drawn by J. Holiday),106,94
375,4,5:26.0,,Turnover by J. Nelson (bad pass; steal by T. Ross),106,94
376,4,5:19.0,T. Ross makes 2-pt dunk at rim,,108,94
377,4,5:02.0,,E. Moore misses 3-pt jump shot from 25 ft,108,94
378,4,4:58.0,Defensive rebound by M. Speights,,108,94
379,4,4:49.0,J. Simmons makes 3-pt jump shot from 25 ft (assist by E. Fournier),,111,94
380,4,4:36.0,,Personal foul by J. Simmons (drawn by D. Cousins),111,94
