,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW ORLEANS_ACTION,WASHINGTON_SCORE,NEW ORLEANS_SCORE
210,2,0:41.0,Turnover by B. Beal (step out of bounds),,53,36
211,2,0:37.0,,Personal foul by M. Morris (drawn by R. Rondo),53,36
212,2,0:37.0,,R. Rondo makes free throw 1 of 2,53,37
213,2,0:37.0,,R. Rondo makes free throw 2 of 2,53,38
214,2,0:32.0,Turnover by T. Satoranský (bad pass),,53,38
215,2,0:10.0,,R. Rondo misses 2-pt layup from 1 ft,53,38
216,2,0:08.0,Defensive rebound by M. Morris,,53,38
217,2,0:05.0,O. Porter misses 2-pt jump shot from 9 ft,,53,38
218,2,0:02.0,,Defensive rebound by N. Mirotić,53,38
219,3,11:43.0,,E. Moore makes 2-pt hook shot from 6 ft,53,40
220,3,11:21.0,M. Morris misses 3-pt jump shot from 26 ft,,53,40
221,3,11:20.0,Offensive rebound by Team,,53,40
222,3,11:20.0,Personal foul by R. Rondo (drawn by T. Satoranský),,53,40
223,3,11:08.0,Turnover by M. Gortat (turnover),,53,40
224,3,11:00.0,,New Orleans full timeout,53,40
225,3,10:46.0,,J. Holiday misses 2-pt layup from 5 ft,53,40
226,3,10:42.0,,Offensive rebound by N. Mirotić,53,40
227,3,10:42.0,,N. Mirotić misses 2-pt layup at rim,53,40
228,3,10:42.0,Defensive rebound by M. Gortat,,53,40
229,3,10:28.0,M. Gortat makes 2-pt jump shot from 8 ft,,55,40
230,3,10:15.0,,N. Mirotić makes 2-pt dunk from 1 ft (assist by R. Rondo),55,42
231,3,9:57.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Gortat),,57,42
232,3,9:49.0,,E. Moore misses 2-pt jump shot from 5 ft,57,42
233,3,9:47.0,Defensive rebound by M. Gortat,,57,42
234,3,9:41.0,Turnover by M. Morris (bad pass),,57,42
235,3,9:36.0,,E. Okafor makes 2-pt dunk from 1 ft (assist by J. Holiday),57,44
236,3,9:17.0,T. Satoranský misses 2-pt jump shot from 20 ft,,57,44
237,3,9:13.0,,Defensive rebound by N. Mirotić,57,44
238,3,9:03.0,,R. Rondo makes 2-pt layup from 1 ft,57,46
239,3,8:45.0,M. Morris makes 2-pt jump shot from 10 ft (assist by T. Satoranský),,59,46
240,3,8:30.0,,Turnover by R. Rondo (bad pass),59,46
241,3,8:15.0,B. Beal misses 2-pt layup from 8 ft (block by E. Okafor),,59,46
242,3,8:11.0,,Defensive rebound by E. Moore,59,46
243,3,8:08.0,,R. Rondo misses 2-pt layup from 1 ft (block by M. Gortat),59,46
244,3,8:03.0,Defensive rebound by O. Porter,,59,46
245,3,7:51.0,M. Morris misses 2-pt layup from 1 ft,,59,46
246,3,7:48.0,,Defensive rebound by R. Rondo,59,46
247,3,7:46.0,,E. Moore misses 2-pt jump shot from 6 ft,59,46
248,3,7:42.0,Defensive rebound by M. Gortat,,59,46
249,3,7:39.0,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,62,46
250,3,7:21.0,,N. Mirotić misses 3-pt jump shot from 25 ft,62,46
251,3,7:19.0,Defensive rebound by M. Gortat,,62,46
252,3,7:14.0,B. Beal misses 3-pt jump shot from 24 ft,,62,46
253,3,7:10.0,Offensive rebound by O. Porter,,62,46
254,3,6:57.0,B. Beal makes 2-pt layup from 1 ft (assist by M. Morris),,64,46
255,3,6:57.0,Shooting foul by E. Moore (drawn by B. Beal),,64,46
256,3,6:57.0,,D. Miller enters the game for R. Rondo,64,46
257,3,6:57.0,,I. Clark enters the game for E. Moore,64,46
258,3,6:57.0,B. Beal misses free throw 1 of 1,,64,46
259,3,6:53.0,,Defensive rebound by N. Mirotić,64,46
260,3,6:48.0,,Shooting foul by T. Satoranský (drawn by E. Okafor),64,46
261,3,6:48.0,,E. Okafor makes free throw 1 of 2,64,47
262,3,6:48.0,,E. Okafor makes free throw 2 of 2,64,48
263,3,6:34.0,T. Satoranský makes 2-pt jump shot from 10 ft,,66,48
264,3,6:26.0,,Away from play foul by T. Satoranský (drawn by I. Clark),66,48
265,3,6:18.0,,J. Holiday makes 2-pt jump shot from 7 ft,66,50
266,3,6:00.0,M. Gortat misses 2-pt jump shot from 10 ft,,66,50
267,3,5:58.0,,Defensive rebound by N. Mirotić,66,50
268,3,5:52.0,,Turnover by I. Clark (bad pass; steal by T. Satoranský),66,50
269,3,5:46.0,M. Morris makes 2-pt layup at rim (assist by B. Beal),,68,50
270,3,5:26.0,,Turnover by E. Okafor (bad pass; steal by O. Porter),68,50
271,3,5:15.0,Offensive foul by M. Gortat (drawn by J. Holiday),,68,50
272,3,5:15.0,Turnover by M. Gortat (offensive foul),,68,50
273,3,5:15.0,,C. Diallo enters the game for E. Okafor,68,50
274,3,5:15.0,K. Oubre enters the game for M. Gortat,,68,50
275,3,5:05.0,,Turnover by D. Miller (bad pass; steal by K. Oubre),68,50
276,3,5:05.0,Personal foul by C. Diallo (drawn by K. Oubre),,68,50
277,3,4:56.0,T. Satoranský misses 2-pt jump shot from 12 ft,,68,50
278,3,4:54.0,,Defensive rebound by C. Diallo,68,50
279,3,4:49.0,,J. Holiday misses 2-pt jump shot from 14 ft,68,50
280,3,4:49.0,Defensive rebound by O. Porter,,68,50
281,3,4:24.0,Shooting foul by D. Miller (drawn by K. Oubre),,68,50
282,3,4:24.0,K. Oubre makes free throw 1 of 2,,69,50
283,3,4:24.0,K. Oubre makes free throw 2 of 2,,70,50
284,3,4:05.0,,I. Clark misses 3-pt jump shot from 26 ft (block by M. Morris),70,50
285,3,4:01.0,Defensive rebound by K. Oubre,,70,50
286,3,3:50.0,O. Porter misses 3-pt jump shot from 25 ft,,70,50
287,3,3:45.0,,Defensive rebound by C. Diallo,70,50
288,3,3:36.0,,C. Diallo misses 2-pt jump shot from 4 ft,70,50
289,3,3:33.0,Defensive rebound by M. Morris,,70,50
290,3,3:23.0,M. Morris makes 2-pt layup from 1 ft (assist by B. Beal),,72,50
291,3,3:04.0,,C. Diallo misses 2-pt layup from 7 ft,72,50
292,3,3:01.0,Defensive rebound by T. Satoranský,,72,50
293,3,2:58.0,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,75,50
294,3,2:57.0,,New Orleans full timeout,75,50
295,3,2:57.0,,D. Liggins enters the game for N. Mirotić,75,50
296,3,2:57.0,,E. Moore enters the game for J. Holiday,75,50
297,3,2:57.0,R. Sessions enters the game for M. Morris,,75,50
298,3,2:57.0,M. Scott enters the game for T. Satoranský,,75,50
299,3,2:36.0,,I. Clark misses 2-pt layup from 4 ft,75,50
300,3,2:33.0,Defensive rebound by O. Porter,,75,50
301,3,2:19.0,Shooting foul by I. Clark (drawn by B. Beal),,75,50
302,3,2:19.0,B. Beal makes free throw 1 of 2,,76,50
303,3,2:19.0,J. Meeks enters the game for O. Porter,,76,50
304,3,2:19.0,B. Beal makes free throw 2 of 2,,77,50
305,3,2:10.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by C. Diallo),77,53
306,3,1:41.0,B. Beal makes 3-pt jump shot from 25 ft (assist by R. Sessions),,80,53
307,3,1:32.0,,I. Clark makes 2-pt layup from 1 ft (assist by E. Moore),80,55
308,3,1:14.0,J. Meeks makes 2-pt layup from 2 ft (assist by M. Scott),,82,55
309,3,1:06.0,,D. Miller makes 3-pt jump shot from 25 ft (assist by C. Diallo),82,58
310,3,0:49.0,M. Scott misses 2-pt jump shot from 5 ft,,82,58
311,3,0:46.0,,Defensive rebound by D. Liggins,82,58
312,3,0:41.0,,Personal foul by K. Oubre (drawn by E. Moore),82,58
313,3,0:30.0,,E. Moore makes 2-pt layup from 1 ft,82,60
314,3,0:15.0,Personal foul by D. Liggins (drawn by R. Sessions),,82,60
315,3,0:15.0,R. Sessions makes free throw 1 of 2,,83,60
316,3,0:15.0,R. Sessions misses free throw 2 of 2,,83,60
317,3,0:14.0,,Defensive rebound by E. Moore,83,60
318,3,0:09.0,,Shooting foul by R. Sessions (drawn by D. Miller),83,60
319,3,0:09.0,,D. Miller makes free throw 1 of 2,83,61
320,3,0:09.0,,D. Miller makes free throw 2 of 2,83,62
321,3,0:00.0,B. Beal misses 2-pt jump shot from 11 ft,,83,62
322,3,0:00.0,Offensive rebound by Team,,83,62
323,4,11:46.0,M. Scott misses 3-pt jump shot from 25 ft,,83,62
324,4,11:42.0,,Defensive rebound by I. Clark,83,62
325,4,11:26.0,,D. Miller misses 3-pt jump shot from 28 ft,83,62
326,4,11:21.0,Defensive rebound by K. Oubre,,83,62
327,4,11:08.0,M. Scott makes 2-pt jump shot from 8 ft (assist by T. Satoranský),,85,62
328,4,10:56.0,,I. Clark misses 2-pt jump shot from 16 ft,85,62
329,4,10:55.0,,Offensive rebound by Team,85,62
330,4,10:44.0,,C. Diallo makes 2-pt layup at rim (assist by I. Clark),85,64
331,4,10:28.0,R. Sessions misses 2-pt layup from 5 ft (block by W. Lemon),,85,64
332,4,10:28.0,,Defensive rebound by I. Clark,85,64
333,4,10:19.0,,D. Liggins makes 3-pt jump shot from 23 ft (assist by W. Lemon),85,67
334,4,10:03.0,K. Oubre makes 2-pt layup at rim,,87,67
335,4,9:54.0,,C. Diallo misses 2-pt layup from 4 ft,87,67
336,4,9:51.0,Defensive rebound by M. Scott,,87,67
337,4,9:46.0,M. Scott makes 2-pt layup from 1 ft (assist by K. Oubre),,89,67
338,4,9:46.0,Shooting foul by C. Diallo (drawn by M. Scott),,89,67
339,4,9:46.0,M. Scott makes free throw 1 of 1,,90,67
340,4,9:30.0,,W. Lemon misses 2-pt layup from 1 ft,90,67
341,4,9:27.0,Defensive rebound by M. Scott,,90,67
342,4,9:19.0,K. Oubre misses 3-pt jump shot from 29 ft,,90,67
343,4,9:14.0,,Defensive rebound by C. Diallo,90,67
344,4,9:05.0,,I. Clark makes 2-pt layup from 1 ft (assist by W. Lemon),90,69
345,4,8:49.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by R. Sessions),,93,69
346,4,8:29.0,,D. Liggins makes 3-pt jump shot from 26 ft (assist by I. Clark),93,72
347,4,8:13.0,J. Meeks misses 2-pt layup from 4 ft,,93,72
348,4,8:10.0,,Defensive rebound by D. Liggins,93,72
349,4,8:06.0,,D. Liggins makes 2-pt jump shot from 23 ft,93,74
350,4,8:05.0,Washington full timeout,,93,74
351,4,7:49.0,Shooting foul by W. Lemon (drawn by R. Sessions),,93,74
352,4,7:49.0,R. Sessions misses free throw 1 of 2,,93,74
353,4,7:49.0,Offensive rebound by Team,,93,74
354,4,7:49.0,R. Sessions makes free throw 2 of 2,,94,74
355,4,7:32.0,,C. Diallo makes 2-pt dunk from 1 ft (assist by D. Miller),94,76
356,4,7:12.0,K. Oubre makes 2-pt dunk at rim,,96,76
357,4,6:46.0,,D. Liggins misses 2-pt jump shot from 15 ft,96,76
358,4,6:43.0,Defensive rebound by M. Scott,,96,76
359,4,6:40.0,R. Sessions makes 2-pt jump shot from 7 ft (assist by T. Satoranský),,98,76
360,4,6:40.0,Shooting foul by D. Miller (drawn by R. Sessions),,98,76
361,4,6:40.0,R. Sessions makes free throw 1 of 1,,99,76
362,4,6:29.0,,I. Clark misses 2-pt jump shot from 22 ft,99,76
363,4,6:24.0,Defensive rebound by T. Satoranský,,99,76
364,4,6:21.0,T. Satoranský makes 2-pt layup from 1 ft (assist by J. Meeks),,101,76
365,4,6:21.0,,New Orleans full timeout,101,76
366,4,6:21.0,J. Smith enters the game for M. Scott,,101,76
367,4,6:21.0,T. Frazier enters the game for T. Satoranský,,101,76
368,4,6:03.0,,D. Miller misses 2-pt jump shot from 20 ft,101,76
369,4,5:59.0,,Offensive rebound by C. Diallo,101,76
370,4,5:58.0,,C. Diallo makes 2-pt layup at rim,101,78
371,4,5:44.0,J. Meeks makes 3-pt jump shot from 25 ft (assist by R. Sessions),,104,78
372,4,5:32.0,,I. Clark misses 2-pt jump shot from 18 ft,104,78
373,4,5:29.0,Defensive rebound by J. Meeks,,104,78
374,4,5:20.0,J. Smith misses 2-pt layup from 1 ft (block by C. Diallo),,104,78
375,4,5:17.0,,Defensive rebound by W. Lemon,104,78
376,4,5:15.0,,W. Lemon makes 2-pt layup from 1 ft,104,80
377,4,5:15.0,,Shooting foul by T. Frazier (drawn by W. Lemon),104,80
378,4,5:15.0,,W. Lemon makes free throw 1 of 1,104,81
379,4,4:56.0,Turnover by J. Smith (bad pass; steal by I. Clark),,104,81
380,4,4:50.0,,Turnover by W. Lemon (bad pass; steal by J. Meeks),104,81
381,4,4:38.0,R. Sessions misses 2-pt jump shot from 7 ft,,104,81
382,4,4:34.0,,Defensive rebound by C. Diallo,104,81
