,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW ORLEANS_ACTION,WASHINGTON_SCORE,NEW ORLEANS_SCORE
0,1,11:37.0,O. Porter makes 2-pt jump shot from 18 ft (assist by B. Beal),,2,0
1,1,11:14.0,,J. Holiday misses 3-pt jump shot from 26 ft,2,0
2,1,11:14.0,Defensive rebound by M. Gortat,,2,0
3,1,11:09.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,4,0
4,1,10:59.0,,N. Mirotić misses 3-pt jump shot from 25 ft,4,0
5,1,10:59.0,Defensive rebound by M. Gortat,,4,0
6,1,10:51.0,T. Satoranský misses 3-pt jump shot from 26 ft,,4,0
7,1,10:51.0,,Defensive rebound by N. Mirotić,4,0
8,1,10:39.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Rondo),4,2
9,1,10:20.0,O. Porter misses 3-pt jump shot from 25 ft,,4,2
10,1,10:17.0,,Defensive rebound by N. Mirotić,4,2
11,1,10:05.0,,Turnover by R. Rondo (bad pass; steal by M. Morris),4,2
12,1,10:01.0,Turnover by M. Morris (traveling),,4,2
13,1,9:48.0,,N. Mirotić misses 2-pt jump shot from 2 ft,4,2
14,1,9:47.0,Defensive rebound by Team,,4,2
15,1,9:32.0,B. Beal misses 2-pt jump shot from 12 ft (block by J. Holiday),,4,2
16,1,9:28.0,,Defensive rebound by E. Okafor,4,2
17,1,9:26.0,,E. Moore makes 2-pt dunk at rim (assist by R. Rondo),4,4
18,1,9:08.0,O. Porter makes 2-pt layup at rim (assist by T. Satoranský),,6,4
19,1,8:51.0,,J. Holiday makes 2-pt jump shot from 15 ft,6,6
20,1,8:28.0,Shooting foul by E. Okafor (drawn by M. Gortat),,6,6
21,1,8:28.0,M. Gortat makes free throw 1 of 2,,7,6
22,1,8:28.0,M. Gortat makes free throw 2 of 2,,8,6
23,1,8:21.0,,R. Rondo misses 2-pt layup from 1 ft (block by T. Satoranský),8,6
24,1,8:18.0,Defensive rebound by T. Satoranský,,8,6
25,1,8:14.0,B. Beal misses 3-pt jump shot from 23 ft,,8,6
26,1,8:14.0,,Defensive rebound by N. Mirotić,8,6
27,1,8:04.0,,Shooting foul by M. Gortat (drawn by R. Rondo),8,6
28,1,8:04.0,,R. Rondo misses free throw 1 of 2,8,6
29,1,8:04.0,,Offensive rebound by Team,8,6
30,1,8:04.0,,R. Rondo makes free throw 2 of 2,8,7
31,1,7:56.0,M. Gortat makes 2-pt jump shot from 8 ft (assist by T. Satoranský),,10,7
32,1,7:46.0,,J. Holiday misses 2-pt jump shot from 6 ft,10,7
33,1,7:42.0,Defensive rebound by M. Morris,,10,7
34,1,7:33.0,M. Gortat misses 2-pt layup from 1 ft (block by E. Okafor),,10,7
35,1,7:28.0,,Defensive rebound by J. Holiday,10,7
36,1,7:27.0,,R. Rondo misses 2-pt layup from 1 ft,10,7
37,1,7:27.0,Defensive rebound by B. Beal,,10,7
38,1,7:21.0,O. Porter makes 2-pt jump shot from 10 ft (assist by B. Beal),,12,7
39,1,7:12.0,,Turnover by E. Moore (bad pass),12,7
40,1,7:01.0,M. Morris misses 3-pt jump shot from 26 ft,,12,7
41,1,6:57.0,,Defensive rebound by R. Rondo,12,7
42,1,6:51.0,,R. Rondo makes 2-pt layup from 1 ft,12,9
43,1,6:38.0,O. Porter makes 2-pt jump shot from 17 ft (assist by M. Gortat),,14,9
44,1,6:26.0,,E. Moore misses 2-pt jump shot from 15 ft,14,9
45,1,6:22.0,Defensive rebound by B. Beal,,14,9
46,1,6:03.0,M. Morris misses 2-pt dunk from 1 ft (block by J. Holiday),,14,9
47,1,5:59.0,,Defensive rebound by J. Holiday,14,9
48,1,5:56.0,Violation by T. Satoranský (kicked ball),,14,9
49,1,5:56.0,,New Orleans full timeout,14,9
50,1,5:47.0,,J. Holiday misses 2-pt jump shot from 7 ft (block by M. Gortat),14,9
51,1,5:43.0,Defensive rebound by T. Satoranský,,14,9
52,1,5:25.0,M. Morris makes 2-pt hook shot from 9 ft,,16,9
53,1,5:09.0,,E. Moore misses 2-pt jump shot from 8 ft,16,9
54,1,5:05.0,Defensive rebound by B. Beal,,16,9
55,1,5:01.0,O. Porter misses 2-pt jump shot from 19 ft,,16,9
56,1,4:59.0,Offensive rebound by Team,,16,9
57,1,4:59.0,,D. Miller enters the game for E. Moore,16,9
58,1,4:59.0,,I. Clark enters the game for R. Rondo,16,9
59,1,4:56.0,,Violation by E. Okafor (kicked ball),16,9
60,1,4:53.0,T. Satoranský makes 2-pt layup from 8 ft (assist by O. Porter),,18,9
61,1,4:39.0,,I. Clark makes 2-pt jump shot from 5 ft,18,11
62,1,4:17.0,O. Porter misses 2-pt jump shot from 15 ft,,18,11
63,1,4:14.0,,Defensive rebound by N. Mirotić,18,11
64,1,4:11.0,,Shooting foul by M. Morris (drawn by N. Mirotić),18,11
65,1,4:11.0,,N. Mirotić makes free throw 1 of 2,18,12
66,1,4:11.0,K. Oubre enters the game for O. Porter,,18,12
67,1,4:11.0,,N. Mirotić makes free throw 2 of 2,18,13
68,1,3:55.0,Turnover by B. Beal (bad pass; steal by N. Mirotić),,18,13
69,1,3:44.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Holiday),18,15
70,1,3:25.0,M. Morris misses 2-pt jump shot from 8 ft,,18,15
71,1,3:24.0,Offensive rebound by M. Gortat,,18,15
72,1,3:24.0,Personal foul by N. Mirotić (drawn by M. Gortat),,18,15
73,1,3:13.0,B. Beal makes 2-pt jump shot from 14 ft,,20,15
74,1,2:51.0,,I. Clark misses 2-pt jump shot from 7 ft,20,15
75,1,2:48.0,Defensive rebound by M. Gortat,,20,15
76,1,2:42.0,K. Oubre misses 2-pt jump shot from 17 ft,,20,15
77,1,2:38.0,,Defensive rebound by N. Mirotić,20,15
78,1,2:24.0,,E. Okafor makes 2-pt dunk at rim (assist by N. Mirotić),20,17
79,1,2:22.0,Washington full timeout,,20,17
80,1,2:22.0,,D. Liggins enters the game for N. Mirotić,20,17
81,1,2:22.0,I. Mahinmi enters the game for M. Gortat,,20,17
82,1,2:22.0,R. Sessions enters the game for T. Satoranský,,20,17
83,1,2:21.0,Turnover by I. Mahinmi (bad pass),,20,17
84,1,2:07.0,,Turnover by J. Holiday (bad pass; steal by K. Oubre),20,17
85,1,1:47.0,I. Mahinmi misses 2-pt layup from 2 ft,,20,17
86,1,1:41.0,Offensive rebound by M. Morris,,20,17
87,1,1:41.0,M. Morris makes 2-pt layup at rim,,22,17
88,1,1:36.0,,D. Miller misses 3-pt jump shot from 25 ft,22,17
89,1,1:31.0,Defensive rebound by I. Mahinmi,,22,17
90,1,1:21.0,M. Morris misses 2-pt jump shot from 5 ft (block by J. Holiday),,22,17
91,1,1:15.0,Offensive rebound by B. Beal,,22,17
92,1,1:02.0,K. Oubre misses 2-pt jump shot from 9 ft,,22,17
93,1,1:02.0,Offensive rebound by Team,,22,17
94,1,1:00.0,,C. Diallo enters the game for E. Okafor,22,17
95,1,1:00.0,J. Meeks enters the game for B. Beal,,22,17
96,1,0:58.0,J. Meeks misses 2-pt jump shot from 20 ft,,22,17
97,1,0:56.0,,Defensive rebound by D. Liggins,22,17
98,1,0:45.0,,C. Diallo makes 2-pt layup from 3 ft (assist by D. Liggins),22,19
99,1,0:28.0,M. Morris misses 2-pt hook shot from 5 ft,,22,19
100,1,0:21.0,,Defensive rebound by J. Holiday,22,19
101,1,0:05.0,,I. Clark misses 3-pt jump shot from 24 ft,22,19
102,1,0:01.0,Defensive rebound by J. Meeks,,22,19
103,2,11:47.0,,D. Miller misses 3-pt jump shot from 26 ft,22,19
104,2,11:47.0,Defensive rebound by K. Oubre,,22,19
105,2,11:31.0,M. Scott makes 2-pt layup from 4 ft (assist by R. Sessions),,24,19
106,2,11:17.0,,E. Moore makes 2-pt jump shot from 7 ft,24,21
107,2,11:01.0,J. Meeks makes 2-pt layup from 1 ft (assist by M. Scott),,26,21
108,2,11:01.0,,Violation by C. Diallo (def goaltending),26,21
109,2,10:45.0,,E. Moore misses 3-pt jump shot from 25 ft,26,21
110,2,10:45.0,Defensive rebound by Team,,26,21
111,2,10:43.0,,Loose ball foul by C. Diallo (drawn by M. Scott),26,21
112,2,10:23.0,R. Sessions misses 2-pt jump shot from 1 ft,,26,21
113,2,10:20.0,,Defensive rebound by C. Diallo,26,21
114,2,10:20.0,,Personal foul by M. Scott (drawn by C. Diallo),26,21
115,2,10:06.0,,D. Miller makes 2-pt jump shot from 20 ft (assist by D. Liggins),26,23
116,2,9:47.0,Turnover by R. Sessions (bad pass),,26,23
117,2,9:42.0,,I. Clark misses 3-pt jump shot from 26 ft,26,23
118,2,9:38.0,Defensive rebound by K. Oubre,,26,23
119,2,9:29.0,R. Sessions misses 2-pt layup from 1 ft,,26,23
120,2,9:28.0,Offensive rebound by R. Sessions,,26,23
121,2,9:25.0,R. Sessions misses 2-pt layup from 1 ft (block by D. Miller),,26,23
122,2,9:25.0,,Defensive rebound by Team,26,23
123,2,9:21.0,,D. Miller misses 3-pt jump shot from 25 ft,26,23
124,2,9:15.0,Defensive rebound by I. Mahinmi,,26,23
125,2,8:59.0,I. Mahinmi misses 2-pt hook shot from 6 ft,,26,23
126,2,8:56.0,,Defensive rebound by C. Diallo,26,23
127,2,8:45.0,,Shooting foul by I. Mahinmi (drawn by D. Miller),26,23
128,2,8:45.0,,D. Miller makes free throw 1 of 2,26,24
129,2,8:45.0,,D. Miller makes free throw 2 of 2,26,25
130,2,8:28.0,K. Oubre misses 2-pt layup from 4 ft (block by C. Diallo),,26,25
131,2,8:28.0,,Defensive rebound by Team,26,25
132,2,8:28.0,Loose ball foul by I. Mahinmi (drawn by I. Clark),,26,25
133,2,8:28.0,O. Porter enters the game for I. Mahinmi,,26,25
134,2,8:15.0,,C. Diallo makes 2-pt layup at rim (assist by I. Clark),26,27
135,2,8:15.0,Washington full timeout,,26,27
136,2,8:00.0,O. Porter makes 2-pt layup from 7 ft,,28,27
137,2,8:00.0,Shooting foul by D. Miller (drawn by O. Porter),,28,27
138,2,8:00.0,O. Porter makes free throw 1 of 1,,29,27
139,2,7:49.0,,Offensive foul by C. Diallo (drawn by R. Sessions),29,27
140,2,7:49.0,,Turnover by C. Diallo (offensive foul),29,27
141,2,7:49.0,,N. Mirotić enters the game for C. Diallo,29,27
142,2,7:49.0,,R. Rondo enters the game for D. Liggins,29,27
143,2,7:30.0,K. Oubre misses 2-pt layup from 3 ft,,29,27
144,2,7:29.0,Offensive rebound by M. Scott,,29,27
145,2,7:29.0,M. Scott makes 2-pt layup from 1 ft,,31,27
146,2,7:29.0,Shooting foul by R. Rondo (drawn by M. Scott),,31,27
147,2,7:29.0,M. Scott misses free throw 1 of 1,,31,27
148,2,7:26.0,,Defensive rebound by N. Mirotić,31,27
149,2,7:22.0,,Away from play foul by R. Sessions (drawn by I. Clark),31,27
150,2,7:16.0,,Turnover by R. Rondo (lost ball; steal by K. Oubre),31,27
151,2,7:12.0,M. Scott makes 2-pt layup at rim (assist by K. Oubre),,33,27
152,2,6:58.0,,N. Mirotić misses 2-pt layup from 4 ft,33,27
153,2,6:58.0,,Offensive rebound by Team,33,27
154,2,6:58.0,,J. Holiday enters the game for E. Moore,33,27
155,2,6:58.0,T. Satoranský enters the game for R. Sessions,,33,27
156,2,6:55.0,,N. Mirotić misses 3-pt jump shot from 26 ft,33,27
157,2,6:50.0,Defensive rebound by O. Porter,,33,27
158,2,6:40.0,O. Porter makes 2-pt jump shot from 5 ft (assist by M. Scott),,35,27
159,2,6:21.0,,D. Miller makes 2-pt layup from 4 ft (assist by I. Clark),35,29
160,2,6:05.0,M. Scott makes 2-pt layup from 2 ft (assist by T. Satoranský),,37,29
161,2,6:05.0,Shooting foul by D. Miller (drawn by M. Scott),,37,29
162,2,6:05.0,B. Beal enters the game for J. Meeks,,37,29
163,2,6:05.0,M. Scott makes free throw 1 of 1,,38,29
164,2,5:58.0,,I. Clark makes 2-pt layup from 1 ft (assist by R. Rondo),38,31
165,2,5:40.0,K. Oubre misses 3-pt jump shot from 25 ft,,38,31
166,2,5:40.0,,Defensive rebound by R. Rondo,38,31
167,2,5:32.0,,N. Mirotić misses 2-pt jump shot from 10 ft,38,31
168,2,5:32.0,Defensive rebound by O. Porter,,38,31
169,2,5:24.0,M. Morris enters the game for M. Scott,,38,31
170,2,5:13.0,M. Morris makes 2-pt layup from 4 ft (assist by B. Beal),,40,31
171,2,4:53.0,,Turnover by N. Mirotić (lost ball; steal by K. Oubre),40,31
172,2,4:46.0,B. Beal misses 3-pt jump shot from 26 ft,,40,31
173,2,4:42.0,,Defensive rebound by N. Mirotić,40,31
174,2,4:31.0,,J. Holiday misses 2-pt layup from 1 ft,40,31
175,2,4:28.0,Defensive rebound by O. Porter,,40,31
176,2,4:22.0,B. Beal makes 2-pt layup from 2 ft,,42,31
177,2,4:14.0,,New Orleans full timeout,42,31
178,2,4:14.0,,E. Moore enters the game for I. Clark,42,31
179,2,4:02.0,,Turnover by D. Miller (bad pass; steal by B. Beal),42,31
180,2,3:58.0,M. Morris makes 2-pt layup at rim (assist by B. Beal),,44,31
181,2,3:54.0,,Turnover by R. Rondo (bad pass),44,31
182,2,3:35.0,Turnover by M. Morris (bad pass; steal by R. Rondo),,44,31
183,2,3:28.0,,Turnover by D. Miller (lost ball; steal by M. Morris),44,31
184,2,3:17.0,B. Beal misses 3-pt jump shot from 26 ft,,44,31
185,2,3:12.0,Offensive rebound by M. Morris,,44,31
186,2,3:11.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Morris),,47,31
187,2,3:05.0,,New Orleans full timeout,47,31
188,2,3:05.0,,E. Okafor enters the game for D. Miller,47,31
189,2,2:59.0,,Personal foul by K. Oubre (drawn by R. Rondo),47,31
190,2,2:59.0,,R. Rondo makes free throw 1 of 2,47,32
191,2,2:59.0,,R. Rondo makes free throw 2 of 2,47,33
192,2,2:44.0,B. Beal misses 3-pt jump shot from 24 ft,,47,33
193,2,2:40.0,,Defensive rebound by E. Okafor,47,33
194,2,2:25.0,,Turnover by J. Holiday (out of bounds lost ball),47,33
195,2,2:18.0,T. Satoranský misses 3-pt jump shot from 23 ft,,47,33
196,2,2:14.0,Offensive rebound by M. Morris,,47,33
197,2,2:12.0,O. Porter makes 3-pt jump shot from 26 ft (assist by B. Beal),,50,33
198,2,2:01.0,,N. Mirotić misses 3-pt jump shot from 25 ft,50,33
199,2,1:58.0,Defensive rebound by T. Satoranský,,50,33
200,2,1:50.0,Personal foul by J. Holiday (drawn by M. Morris),,50,33
201,2,1:50.0,M. Morris misses free throw 1 of 2,,50,33
202,2,1:50.0,Offensive rebound by Team,,50,33
203,2,1:50.0,M. Morris makes free throw 2 of 2,,51,33
204,2,1:37.0,,Personal foul by T. Satoranský (drawn by N. Mirotić),51,33
205,2,1:37.0,,N. Mirotić makes free throw 1 of 2,51,34
206,2,1:37.0,,N. Mirotić misses free throw 2 of 2,51,34
207,2,1:36.0,Defensive rebound by K. Oubre,,51,34
208,2,1:23.0,T. Satoranský makes 2-pt layup from 1 ft (assist by M. Morris),,53,34
209,2,1:00.0,,R. Rondo makes 2-pt layup at rim,53,36
