,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
0,1,11:38.0,,A. Aminu misses 3-pt jump shot from 24 ft,0,0
1,1,11:35.0,Defensive rebound by M. Gasol,,0,0
2,1,11:21.0,M. Gasol makes 2-pt jump shot from 16 ft (assist by W. Selden),,2,0
3,1,11:07.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),2,2
4,1,10:43.0,D. Brooks misses 2-pt jump shot from 17 ft,,2,2
5,1,10:41.0,,Defensive rebound by C. McCollum,2,2
6,1,10:34.0,,Personal foul by J. Martin (drawn by D. Lillard),2,2
7,1,10:27.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by C. McCollum),2,5
8,1,10:19.0,Memphis full timeout,,2,5
9,1,10:05.0,Personal foul by J. Nurkić (drawn by D. Brooks),,2,5
10,1,9:56.0,D. Brooks misses 3-pt jump shot from 25 ft,,2,5
11,1,9:54.0,,Defensive rebound by C. McCollum,2,5
12,1,9:46.0,,E. Turner makes 2-pt dunk from 1 ft (assist by C. McCollum),2,7
13,1,9:37.0,J. Martin makes 2-pt dunk at rim (assist by K. Simmons),,4,7
14,1,9:18.0,,D. Lillard misses 3-pt jump shot from 27 ft,4,7
15,1,9:16.0,,Offensive rebound by D. Lillard,4,7
16,1,9:12.0,,Personal foul by W. Selden (drawn by E. Turner),4,7
17,1,9:12.0,M. Teague enters the game for K. Simmons,,4,7
18,1,9:04.0,,A. Aminu misses 3-pt jump shot from 22 ft,4,7
19,1,9:01.0,,Offensive rebound by A. Aminu,4,7
20,1,8:56.0,,Turnover by C. McCollum (lost ball; steal by M. Gasol),4,7
21,1,8:51.0,D. Brooks misses 2-pt layup from 1 ft,,4,7
22,1,8:49.0,,Defensive rebound by J. Nurkić,4,7
23,1,8:40.0,,E. Turner makes 2-pt jump shot from 10 ft,4,9
24,1,8:18.0,M. Gasol misses 2-pt jump shot from 17 ft,,4,9
25,1,8:15.0,,Defensive rebound by A. Aminu,4,9
26,1,8:08.0,,D. Lillard makes 2-pt jump shot from 21 ft,4,11
27,1,7:41.0,J. Martin misses 2-pt layup at rim,,4,11
28,1,7:39.0,,Defensive rebound by A. Aminu,4,11
29,1,7:33.0,,C. McCollum misses 3-pt jump shot from 25 ft,4,11
30,1,7:33.0,Defensive rebound by M. Gasol,,4,11
31,1,7:26.0,Shooting foul by J. Nurkić (drawn by J. Martin),,4,11
32,1,7:26.0,J. Martin misses free throw 1 of 2,,4,11
33,1,7:26.0,Offensive rebound by Team,,4,11
34,1,7:26.0,,M. Leonard enters the game for J. Nurkić,4,11
35,1,7:26.0,J. Martin makes free throw 2 of 2,,5,11
36,1,7:10.0,,E. Turner makes 2-pt jump shot from 12 ft,5,13
37,1,7:10.0,,Shooting foul by D. Brooks (drawn by E. Turner),5,13
38,1,7:10.0,,E. Turner makes free throw 1 of 1,5,14
39,1,6:57.0,Personal foul by M. Leonard (drawn by M. Gasol),,5,14
40,1,6:49.0,W. Selden makes 2-pt dunk from 1 ft,,7,14
41,1,6:28.0,,Shooting foul by M. Teague (drawn by A. Aminu),7,14
42,1,6:28.0,,A. Aminu misses free throw 1 of 2,7,14
43,1,6:28.0,,Offensive rebound by Team,7,14
44,1,6:28.0,,A. Aminu makes free throw 2 of 2,7,15
45,1,6:17.0,M. Teague misses 2-pt jump shot from 15 ft,,7,15
46,1,6:13.0,,Defensive rebound by C. McCollum,7,15
47,1,6:05.0,,C. McCollum makes 2-pt layup from 1 ft (assist by M. Leonard),7,17
48,1,5:48.0,Turnover by J. Martin (bad pass; steal by D. Lillard),,7,17
49,1,5:44.0,,M. Leonard makes 2-pt dunk from 1 ft (assist by D. Lillard),7,19
50,1,5:44.0,Memphis full timeout,,7,19
51,1,5:44.0,,P. Connaughton enters the game for E. Turner,7,19
52,1,5:44.0,B. McLemore enters the game for W. Selden,,7,19
53,1,5:35.0,Personal foul by C. McCollum (drawn by D. Brooks),,7,19
54,1,5:20.0,M. Gasol misses 2-pt layup from 2 ft,,7,19
55,1,5:20.0,,Defensive rebound by Team,7,19
56,1,5:09.0,,P. Connaughton misses 3-pt jump shot from 25 ft,7,19
57,1,5:05.0,Defensive rebound by J. Martin,,7,19
58,1,4:57.0,J. Martin misses 3-pt jump shot from 24 ft,,7,19
59,1,4:56.0,,Defensive rebound by P. Connaughton,7,19
60,1,4:44.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by P. Connaughton),7,22
61,1,4:28.0,B. McLemore misses 2-pt jump shot from 17 ft,,7,22
62,1,4:25.0,,Defensive rebound by M. Leonard,7,22
63,1,4:18.0,,D. Lillard misses 3-pt jump shot from 27 ft,7,22
64,1,4:17.0,Defensive rebound by D. Brooks,,7,22
65,1,4:06.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by J. Martin),,10,22
66,1,3:49.0,,C. McCollum misses 2-pt layup at rim,10,22
67,1,3:47.0,Defensive rebound by D. Brooks,,10,22
68,1,3:37.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by D. Brooks),,13,22
69,1,3:21.0,,Personal foul by M. Gasol (drawn by D. Lillard),13,22
70,1,3:21.0,,D. Lillard makes free throw 1 of 2,13,23
71,1,3:21.0,,S. Napier enters the game for C. McCollum,13,23
72,1,3:21.0,,Z. Collins enters the game for A. Aminu,13,23
73,1,3:21.0,D. Davis enters the game for D. Brooks,,13,23
74,1,3:21.0,W. Selden enters the game for M. Gasol,,13,23
75,1,3:21.0,,D. Lillard makes free throw 2 of 2,13,24
76,1,3:05.0,Turnover by W. Selden (traveling),,13,24
77,1,2:44.0,,M. Leonard makes 2-pt layup from 2 ft (assist by S. Napier),13,26
78,1,2:33.0,Personal foul by Z. Collins (drawn by D. Davis),,13,26
79,1,2:33.0,D. Davis makes free throw 1 of 2,,14,26
80,1,2:33.0,I. Rabb enters the game for J. Martin,,14,26
81,1,2:33.0,D. Davis makes free throw 2 of 2,,15,26
82,1,2:24.0,,Personal foul by B. McLemore (drawn by D. Lillard),15,26
83,1,2:24.0,,D. Lillard makes free throw 1 of 2,15,27
84,1,2:24.0,,D. Lillard makes free throw 2 of 2,15,28
85,1,2:14.0,D. Davis makes 2-pt jump shot from 11 ft (assist by M. Teague),,17,28
86,1,1:47.0,,D. Lillard misses 3-pt jump shot from 29 ft,17,28
87,1,1:44.0,Defensive rebound by I. Rabb,,17,28
88,1,1:36.0,M. Teague misses 2-pt jump shot from 20 ft,,17,28
89,1,1:34.0,,Defensive rebound by Z. Collins,17,28
90,1,1:25.0,,Z. Collins misses 3-pt jump shot from 25 ft,17,28
91,1,1:23.0,Defensive rebound by D. Davis,,17,28
92,1,1:13.0,W. Selden makes 2-pt jump shot from 4 ft,,19,28
93,1,0:59.0,,Personal foul by B. McLemore (drawn by D. Lillard),19,28
94,1,0:59.0,,D. Lillard makes free throw 1 of 2,19,29
95,1,0:59.0,,C. Swanigan enters the game for M. Leonard,19,29
96,1,0:59.0,D. Brooks enters the game for B. McLemore,,19,29
97,1,0:59.0,,D. Lillard makes free throw 2 of 2,19,30
98,1,0:46.0,W. Selden makes 2-pt jump shot from 19 ft (assist by D. Davis),,21,30
99,1,0:36.0,,D. Lillard misses 3-pt jump shot from 24 ft,21,30
100,1,0:33.0,Defensive rebound by I. Rabb,,21,30
101,1,0:26.0,W. Selden misses 2-pt layup from 2 ft,,21,30
102,1,0:24.0,,Defensive rebound by C. Swanigan,21,30
103,1,0:03.0,,C. Swanigan makes 2-pt hook shot from 2 ft (assist by D. Lillard),21,32
104,1,0:00.0,D. Brooks makes 3-pt jump shot from 41 ft,,24,32
105,2,11:49.0,I. Rabb misses 2-pt jump shot from 11 ft,,24,32
106,2,11:46.0,,Defensive rebound by S. Napier,24,32
107,2,11:43.0,,Personal foul by W. Selden (drawn by C. McCollum),24,32
108,2,11:35.0,,Z. Collins misses 2-pt layup from 1 ft,24,32
109,2,11:31.0,,Offensive rebound by C. Swanigan,24,32
110,2,11:31.0,,C. Swanigan makes 2-pt layup at rim,24,34
111,2,11:20.0,D. Brooks makes 2-pt jump shot from 2 ft,,26,34
112,2,10:58.0,,C. McCollum misses 2-pt jump shot from 15 ft,26,34
113,2,10:56.0,Defensive rebound by I. Rabb,,26,34
114,2,10:41.0,M. Teague misses 2-pt jump shot from 21 ft,,26,34
115,2,10:38.0,,Defensive rebound by P. Connaughton,26,34
116,2,10:36.0,,S. Napier misses 3-pt jump shot from 25 ft,26,34
117,2,10:32.0,Defensive rebound by I. Rabb,,26,34
