,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ATLANTA_ACTION,SAN ANTONIO_SCORE,ATLANTA_SCORE
80,1,1:42.0,D. Bertāns misses 2-pt jump shot from 13 ft,,20,18
81,1,1:39.0,,Defensive rebound by T. Prince,20,18
82,1,1:29.0,,Offensive foul by M. Belinelli (drawn by P. Mills),20,18
83,1,1:29.0,,Turnover by M. Belinelli (offensive foul),20,18
84,1,1:16.0,Turnover by D. Murray (bad pass; steal by J. Collins),,20,18
85,1,1:11.0,,M. Delaney makes 3-pt jump shot from 22 ft (assist by T. Prince),20,21
86,1,0:55.0,Shooting foul by D. Dedmon (drawn by P. Mills),,20,21
87,1,0:55.0,K. Anderson enters the game for M. Ginóbili,,20,21
88,1,0:55.0,P. Mills makes free throw 1 of 1,,23,21
89,1,0:55.0,P. Mills makes 2-pt jump shot from 17 ft (assist by P. Gasol),,22,21
90,1,0:47.0,,Personal foul by D. Murray (drawn by J. Collins),22,21
91,1,0:34.0,,M. Delaney misses 2-pt jump shot from 19 ft,22,21
92,1,0:31.0,Defensive rebound by K. Anderson,,22,21
93,1,0:10.0,P. Gasol misses 3-pt jump shot from 24 ft,,22,21
94,1,0:06.0,,Defensive rebound by D. Dedmon,22,21
95,1,0:00.0,,M. Delaney misses 2-pt jump shot from 13 ft,22,21
96,1,0:00.0,,Offensive rebound by Team,22,21
97,2,11:44.0,,T. Prince misses 3-pt jump shot from 25 ft,23,21
98,2,11:41.0,Defensive rebound by P. Gasol,,23,21
99,2,11:38.0,Shooting foul by T. Dorsey (drawn by P. Mills),,23,21
100,2,11:38.0,P. Mills misses free throw 1 of 2,,23,21
101,2,11:38.0,Offensive rebound by Team,,23,21
102,2,11:38.0,P. Mills makes free throw 2 of 2,,24,21
103,2,11:27.0,,T. Prince misses 2-pt layup from 2 ft,24,21
104,2,11:23.0,,Offensive rebound by J. Collins,24,21
105,2,11:21.0,,J. Collins misses 2-pt dunk at rim,24,21
106,2,11:21.0,Defensive rebound by D. Bertāns,,24,21
107,2,11:13.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by P. Gasol),,27,21
108,2,10:57.0,,M. Muscala misses 3-pt jump shot from 24 ft,27,21
109,2,10:54.0,Defensive rebound by K. Anderson,,27,21
110,2,10:44.0,D. Bertāns misses 2-pt layup from 1 ft,,27,21
111,2,10:40.0,,Defensive rebound by J. Collins,27,21
112,2,10:25.0,,T. Dorsey makes 3-pt jump shot from 22 ft (assist by M. Delaney),27,24
113,2,10:09.0,Personal foul by J. Collins (drawn by D. Bertāns),,27,24
114,2,10:09.0,,M. Plumlee enters the game for J. Collins,27,24
115,2,10:09.0,T. Parker enters the game for K. Anderson,,27,24
116,2,10:09.0,B. Forbes enters the game for D. Murray,,27,24
117,2,10:09.0,D. Green enters the game for P. Mills,,27,24
118,2,9:51.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by T. Parker),,30,24
119,2,9:41.0,,T. Dorsey misses 2-pt jump shot from 15 ft,30,24
120,2,9:38.0,Defensive rebound by P. Gasol,,30,24
121,2,9:27.0,P. Gasol misses 2-pt jump shot from 17 ft,,30,24
122,2,9:24.0,Offensive rebound by D. Green,,30,24
123,2,9:22.0,D. Green misses 3-pt jump shot from 23 ft,,30,24
124,2,9:19.0,,Defensive rebound by M. Plumlee,30,24
125,2,9:09.0,,Turnover by M. Muscala (lost ball; steal by D. Green),30,24
126,2,9:01.0,D. Bertāns misses 3-pt jump shot from 22 ft,,30,24
127,2,8:58.0,,Defensive rebound by T. Dorsey,30,24
128,2,8:47.0,,M. Muscala misses 2-pt layup from 1 ft (block by P. Gasol),30,24
129,2,8:47.0,,Offensive rebound by Team,30,24
130,2,8:47.0,,E. İlyasova enters the game for M. Muscala,30,24
131,2,8:47.0,L. Aldridge enters the game for P. Gasol,,30,24
132,2,8:45.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by T. Dorsey),30,27
133,2,8:29.0,T. Parker misses 2-pt jump shot from 11 ft,,30,27
134,2,8:25.0,,Defensive rebound by T. Dorsey,30,27
135,2,8:17.0,,E. İlyasova makes 2-pt jump shot from 14 ft (assist by M. Delaney),30,29
136,2,8:17.0,San Antonio full timeout,,30,29
137,2,8:17.0,,D. Schröder enters the game for M. Delaney,30,29
138,2,8:17.0,,K. Bazemore enters the game for T. Prince,30,29
139,2,8:17.0,K. Anderson enters the game for D. Bertāns,,30,29
140,2,8:06.0,B. Forbes misses 2-pt jump shot from 19 ft,,30,29
141,2,8:02.0,,Defensive rebound by D. Schröder,30,29
142,2,7:45.0,,Turnover by M. Plumlee (lost ball; steal by K. Anderson),30,29
143,2,7:27.0,D. Green makes 2-pt jump shot from 17 ft,,32,29
144,2,7:12.0,,Shooting foul by K. Anderson (drawn by D. Schröder),32,29
145,2,7:12.0,,D. Schröder makes free throw 1 of 2,32,30
146,2,7:12.0,,D. Schröder makes free throw 2 of 2,32,31
147,2,6:54.0,L. Aldridge misses 2-pt jump shot from 10 ft,,32,31
148,2,6:50.0,,Defensive rebound by T. Dorsey,32,31
149,2,6:42.0,,D. Schröder makes 2-pt jump shot from 15 ft,32,33
150,2,6:22.0,K. Anderson makes 2-pt layup from 1 ft (assist by L. Aldridge),,34,33
151,2,6:10.0,,D. Schröder misses 2-pt jump shot from 15 ft,34,33
152,2,6:06.0,Defensive rebound by L. Aldridge,,34,33
153,2,5:55.0,L. Aldridge misses 2-pt layup from 2 ft,,34,33
154,2,5:48.0,Offensive rebound by K. Anderson,,34,33
155,2,5:48.0,K. Anderson misses 2-pt layup at rim,,34,33
156,2,5:48.0,,Defensive rebound by D. Schröder,34,33
157,2,5:35.0,,E. İlyasova misses 2-pt jump shot from 15 ft,34,33
158,2,5:32.0,Defensive rebound by L. Aldridge,,34,33
159,2,5:21.0,K. Anderson makes 2-pt layup from 1 ft,,36,33
160,2,5:21.0,,Atlanta full timeout,36,33
161,2,5:21.0,,M. Belinelli enters the game for T. Dorsey,36,33
162,2,5:21.0,,D. Dedmon enters the game for E. İlyasova,36,33
163,2,5:21.0,,J. Collins enters the game for M. Plumlee,36,33
164,2,5:10.0,,D. Dedmon makes 2-pt jump shot from 10 ft (assist by D. Schröder),36,35
165,2,4:54.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. Green),,38,35
166,2,4:43.0,,D. Schröder makes 2-pt layup from 1 ft,38,37
167,2,4:29.0,D. Green makes 3-pt jump shot from 25 ft (assist by B. Forbes),,41,37
168,2,4:12.0,,K. Bazemore misses 3-pt jump shot from 25 ft,41,37
169,2,4:09.0,Defensive rebound by T. Parker,,41,37
170,2,4:03.0,L. Aldridge misses 2-pt jump shot from 19 ft,,41,37
171,2,4:00.0,,Defensive rebound by J. Collins,41,37
172,2,3:54.0,,D. Schröder misses 2-pt jump shot from 16 ft,41,37
173,2,3:50.0,,Offensive rebound by D. Dedmon,41,37
174,2,3:42.0,,Turnover by K. Bazemore (bad pass; steal by T. Parker),41,37
175,2,3:21.0,T. Parker misses 2-pt jump shot from 21 ft,,41,37
176,2,3:16.0,,Defensive rebound by D. Schröder,41,37
177,2,3:13.0,,J. Collins makes 2-pt dunk at rim (assist by D. Schröder),41,39
178,2,2:50.0,T. Parker misses 2-pt layup from 2 ft,,41,39
179,2,2:48.0,,Defensive rebound by D. Dedmon,41,39
180,2,2:45.0,,K. Bazemore misses 3-pt jump shot from 24 ft,41,39
181,2,2:45.0,Defensive rebound by L. Aldridge,,41,39
182,2,2:36.0,B. Forbes makes 2-pt layup from 4 ft,,43,39
183,2,2:27.0,,Personal take foul by T. Parker (drawn by D. Schröder),43,39
184,2,2:27.0,,T. Prince enters the game for K. Bazemore,43,39
185,2,2:27.0,P. Mills enters the game for T. Parker,,43,39
186,2,2:27.0,B. Paul enters the game for D. Green,,43,39
187,2,2:18.0,,D. Dedmon misses 2-pt jump shot from 22 ft,43,39
188,2,2:14.0,Defensive rebound by B. Paul,,43,39
189,2,2:04.0,P. Mills makes 3-pt jump shot from 23 ft (assist by B. Paul),,46,39
190,2,1:45.0,,Turnover by J. Collins (lost ball; steal by K. Anderson),46,39
191,2,1:44.0,Turnover by K. Anderson (lost ball; steal by D. Schröder),,46,39
192,2,1:41.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by D. Schröder),46,42
193,2,1:19.0,B. Forbes misses 2-pt jump shot from 20 ft,,46,42
194,2,1:15.0,,Defensive rebound by J. Collins,46,42
195,2,0:56.0,,D. Dedmon misses 3-pt jump shot from 24 ft,46,42
196,2,0:55.0,Defensive rebound by Team,,46,42
197,2,0:55.0,,Loose ball foul by J. Collins (drawn by B. Paul),46,42
198,2,0:55.0,D. Bertāns enters the game for K. Anderson,,46,42
199,2,0:39.0,B. Forbes makes 2-pt jump shot from 9 ft (assist by L. Aldridge),,48,42
200,2,0:24.0,,M. Belinelli makes 2-pt jump shot from 23 ft (assist by D. Dedmon),48,44
201,2,0:06.0,D. Bertāns misses 3-pt jump shot from 25 ft,,48,44
202,2,0:03.0,,Defensive rebound by D. Dedmon,48,44
203,2,0:00.0,,D. Schröder misses 3-pt jump shot from 54 ft,48,44
204,2,0:00.0,,Offensive rebound by Team,48,44
205,3,11:45.0,,E. İlyasova misses 2-pt jump shot from 23 ft,48,44
206,3,11:43.0,,Offensive rebound by M. Plumlee,48,44
207,3,11:36.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by K. Bazemore),48,47
208,3,11:16.0,D. Green makes 3-pt jump shot from 24 ft (assist by P. Gasol),,51,47
209,3,11:04.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Prince),51,50
210,3,10:44.0,L. Aldridge misses 2-pt layup from 2 ft,,51,50
211,3,10:40.0,,Defensive rebound by M. Plumlee,51,50
212,3,10:35.0,,D. Schröder misses 2-pt jump shot from 20 ft,51,50
213,3,10:32.0,,Offensive rebound by M. Plumlee,51,50
214,3,10:24.0,,Shooting foul by L. Aldridge (drawn by D. Schröder),51,50
215,3,10:24.0,,D. Schröder makes free throw 1 of 2,51,51
216,3,10:24.0,,D. Schröder misses free throw 2 of 2,51,51
217,3,10:22.0,Defensive rebound by L. Aldridge,,51,51
218,3,10:07.0,Turnover by P. Gasol (bad pass; steal by K. Bazemore),,51,51
219,3,10:02.0,,K. Bazemore misses 2-pt layup from 4 ft (block by L. Aldridge),51,51
220,3,9:56.0,,Offensive rebound by M. Plumlee,51,51
221,3,9:47.0,,E. İlyasova misses 2-pt jump shot from 9 ft,51,51
222,3,9:44.0,Defensive rebound by P. Gasol,,51,51
223,3,9:29.0,T. Parker makes 2-pt jump shot from 19 ft,,53,51
224,3,9:09.0,,E. İlyasova misses 2-pt layup from 2 ft (block by P. Gasol),53,51
225,3,9:05.0,,Offensive rebound by E. İlyasova,53,51
226,3,9:02.0,,D. Schröder misses 3-pt jump shot from 25 ft,53,51
227,3,9:00.0,Defensive rebound by K. Anderson,,53,51
228,3,8:58.0,D. Green misses 3-pt jump shot from 25 ft,,53,51
229,3,8:54.0,,Defensive rebound by T. Prince,53,51
230,3,8:48.0,,T. Prince makes 2-pt jump shot from 10 ft,53,53
231,3,8:22.0,L. Aldridge misses 3-pt jump shot from 22 ft,,53,53
232,3,8:20.0,,Defensive rebound by M. Plumlee,53,53
233,3,8:11.0,,Turnover by T. Prince (bad pass),53,53
234,3,8:11.0,P. Mills enters the game for P. Gasol,,53,53
235,3,8:11.0,D. Bertāns enters the game for D. Green,,53,53
236,3,8:03.0,Personal foul by T. Prince (drawn by K. Anderson),,53,53
237,3,7:57.0,T. Parker makes 2-pt layup at rim,,55,53
238,3,7:41.0,,E. İlyasova makes 2-pt jump shot from 20 ft (assist by M. Plumlee),55,55
239,3,7:26.0,P. Mills misses 3-pt jump shot from 25 ft,,55,55
240,3,7:23.0,,Defensive rebound by D. Schröder,55,55
241,3,7:19.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by D. Schröder),55,57
242,3,7:19.0,San Antonio full timeout,,55,57
243,3,7:19.0,,M. Belinelli enters the game for T. Prince,55,57
244,3,7:02.0,D. Bertāns makes 2-pt jump shot from 20 ft,,57,57
245,3,6:42.0,,D. Schröder makes 2-pt jump shot from 16 ft,57,59
246,3,6:26.0,,D. Dedmon enters the game for M. Plumlee,57,59
247,3,6:26.0,D. Murray enters the game for T. Parker,,57,59
248,3,6:18.0,Turnover by L. Aldridge (bad pass; steal by K. Bazemore),,57,59
249,3,6:15.0,,K. Bazemore makes 2-pt dunk from 1 ft,57,61
250,3,5:58.0,P. Mills misses 2-pt jump shot from 16 ft,,57,61
251,3,5:57.0,Offensive rebound by Team,,57,61
252,3,5:57.0,,Loose ball foul by M. Belinelli (drawn by L. Aldridge),57,61
253,3,5:48.0,D. Bertāns misses 2-pt layup from 2 ft,,57,61
254,3,5:43.0,,Defensive rebound by E. İlyasova,57,61
255,3,5:31.0,,E. İlyasova makes 2-pt layup at rim (assist by D. Schröder),57,63
256,3,5:18.0,D. Bertāns misses 2-pt layup from 1 ft (block by K. Bazemore),,57,63
257,3,5:18.0,Offensive rebound by Team,,57,63
258,3,5:18.0,,J. Collins enters the game for E. İlyasova,57,63
259,3,5:09.0,P. Mills misses 2-pt jump shot from 21 ft,,57,63
260,3,5:06.0,Offensive rebound by L. Aldridge,,57,63
261,3,5:05.0,L. Aldridge makes 2-pt layup from 1 ft,,59,63
262,3,4:41.0,,K. Bazemore misses 2-pt jump shot from 21 ft,59,63
263,3,4:38.0,Defensive rebound by D. Murray,,59,63
264,3,4:32.0,,T. Prince enters the game for K. Bazemore,59,63
265,3,4:27.0,D. Murray misses 2-pt layup from 1 ft,,59,63
266,3,4:25.0,,Defensive rebound by D. Schröder,59,63
267,3,4:21.0,,T. Prince misses 3-pt jump shot from 25 ft,59,63
268,3,4:18.0,Defensive rebound by D. Murray,,59,63
269,3,4:11.0,D. Murray makes 2-pt jump shot from 13 ft,,61,63
270,3,3:42.0,,D. Schröder misses 3-pt jump shot from 30 ft,61,63
271,3,3:39.0,Defensive rebound by D. Murray,,61,63
272,3,3:34.0,Personal foul by T. Prince (drawn by D. Murray),,61,63
273,3,3:34.0,,M. Delaney enters the game for D. Schröder,61,63
274,3,3:34.0,J. Lauvergne enters the game for K. Anderson,,61,63
275,3,3:34.0,D. Green enters the game for L. Aldridge,,61,63
276,3,3:30.0,P. Mills misses 2-pt jump shot from 19 ft,,61,63
277,3,3:28.0,,Defensive rebound by T. Prince,61,63
278,3,3:22.0,,Offensive foul by D. Dedmon (drawn by P. Mills),61,63
279,3,3:22.0,,Turnover by D. Dedmon (offensive foul),61,63
280,3,3:06.0,D. Bertāns misses 2-pt jump shot from 20 ft,,61,63
281,3,3:02.0,,Defensive rebound by M. Belinelli,61,63
282,3,2:53.0,,M. Belinelli makes 2-pt layup from 1 ft,61,65
283,3,2:37.0,D. Murray makes 2-pt layup at rim (assist by J. Lauvergne),,63,65
284,3,2:30.0,,Atlanta full timeout,63,65
285,3,2:27.0,,Turnover by T. Prince (bad pass; steal by D. Green),63,65
286,3,2:12.0,J. Lauvergne makes 2-pt layup from 1 ft (assist by P. Mills),,65,65
287,3,1:59.0,,M. Belinelli misses 2-pt jump shot from 19 ft,65,65
288,3,1:58.0,Defensive rebound by Team,,65,65
289,3,1:58.0,,Loose ball foul by T. Prince (drawn by D. Green),65,65
290,3,1:47.0,D. Murray makes 2-pt dunk at rim (assist by J. Lauvergne),,67,65
291,3,1:29.0,,J. Collins misses 2-pt layup from 2 ft (block by D. Bertāns),67,65
292,3,1:24.0,Defensive rebound by D. Bertāns,,67,65
293,3,1:15.0,D. Bertāns makes 2-pt jump shot from 13 ft (assist by D. Green),,69,65
294,3,1:03.0,,D. Dedmon misses 3-pt jump shot from 23 ft,69,65
295,3,0:58.0,,Offensive rebound by D. Dedmon,69,65
296,3,0:56.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Dedmon),69,68
297,3,0:45.0,P. Mills makes 2-pt jump shot from 12 ft (assist by J. Lauvergne),,71,68
298,3,0:33.0,,J. Collins makes 2-pt layup from 3 ft,71,70
299,3,0:12.0,P. Mills makes 2-pt jump shot from 19 ft,,73,70
300,3,0:01.0,,Shooting foul by D. Green (drawn by J. Collins),73,70
301,3,0:01.0,,J. Collins makes free throw 1 of 2,73,71
302,3,0:01.0,,T. Dorsey enters the game for T. Prince,73,71
303,3,0:01.0,,J. Collins makes free throw 2 of 2,73,72
304,3,0:00.0,D. Bertāns misses 3-pt jump shot from 55 ft,,73,72
305,3,0:00.0,Offensive rebound by Team,,73,72
306,4,11:49.0,Turnover by P. Mills (lost ball; steal by M. Belinelli),,73,72
307,4,11:31.0,,M. Delaney misses 2-pt layup from 2 ft,73,72
308,4,11:28.0,Defensive rebound by P. Mills,,73,72
309,4,11:24.0,Personal foul by M. Delaney (drawn by P. Mills),,73,72
310,4,11:24.0,K. Anderson enters the game for P. Mills,,73,72
311,4,11:24.0,B. Forbes enters the game for D. Bertāns,,73,72
312,4,11:15.0,Shooting foul by J. Collins (drawn by K. Anderson),,73,72
313,4,11:15.0,K. Anderson makes free throw 1 of 2,,74,72
314,4,11:15.0,T. Parker enters the game for D. Murray,,74,72
315,4,11:15.0,K. Anderson makes free throw 2 of 2,,75,72
316,4,11:00.0,,Turnover by E. İlyasova (lost ball; steal by K. Anderson),75,72
317,4,10:53.0,Shooting foul by J. Collins (drawn by J. Lauvergne),,75,72
318,4,10:53.0,J. Lauvergne makes free throw 1 of 2,,76,72
319,4,10:53.0,J. Lauvergne misses free throw 2 of 2,,76,72
320,4,10:51.0,,Defensive rebound by J. Collins,76,72
321,4,10:42.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by M. Delaney),76,74
322,4,10:16.0,K. Anderson misses 2-pt jump shot from 8 ft,,76,74
323,4,10:13.0,,Defensive rebound by M. Belinelli,76,74
324,4,10:00.0,,T. Dorsey misses 3-pt jump shot from 23 ft,76,74
325,4,9:57.0,,Offensive rebound by E. İlyasova,76,74
326,4,9:55.0,,E. İlyasova makes 2-pt layup from 1 ft,76,76
327,4,9:34.0,T. Parker misses 2-pt jump shot from 17 ft,,76,76
328,4,9:31.0,Offensive rebound by J. Lauvergne,,76,76
329,4,9:30.0,J. Lauvergne misses 2-pt layup from 1 ft,,76,76
330,4,9:30.0,,Defensive rebound by J. Collins,76,76
331,4,9:26.0,,M. Delaney misses 3-pt jump shot from 24 ft,76,76
332,4,9:23.0,,Offensive rebound by J. Collins,76,76
333,4,9:23.0,,J. Collins makes 2-pt layup at rim,76,78
334,4,9:23.0,San Antonio full timeout,,76,78
335,4,9:23.0,,K. Bazemore enters the game for M. Belinelli,76,78
336,4,9:23.0,L. Aldridge enters the game for D. Green,,76,78
337,4,9:23.0,D. Bertāns enters the game for J. Lauvergne,,76,78
338,4,9:11.0,B. Forbes misses 2-pt jump shot from 14 ft,,76,78
339,4,9:11.0,,Defensive rebound by M. Delaney,76,78
340,4,8:51.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Bazemore),76,80
341,4,8:29.0,L. Aldridge makes 2-pt layup at rim (assist by T. Parker),,78,80
342,4,8:16.0,,E. İlyasova misses 3-pt jump shot from 25 ft,78,80
343,4,8:16.0,Defensive rebound by Team,,78,80
344,4,8:16.0,,D. Dedmon enters the game for J. Collins,78,80
345,4,8:16.0,,D. Schröder enters the game for M. Delaney,78,80
346,4,7:55.0,D. Bertāns misses 2-pt jump shot from 20 ft,,78,80
347,4,7:51.0,Offensive rebound by L. Aldridge,,78,80
348,4,7:50.0,L. Aldridge makes 2-pt layup at rim,,80,80
349,4,7:34.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by T. Dorsey),80,83
350,4,7:14.0,L. Aldridge makes 2-pt layup at rim (assist by D. Bertāns),,82,83
351,4,6:56.0,,T. Dorsey makes 2-pt layup from 1 ft (assist by D. Schröder),82,85
352,4,6:35.0,D. Bertāns misses 2-pt jump shot from 13 ft,,82,85
353,4,6:33.0,Offensive rebound by L. Aldridge,,82,85
354,4,6:33.0,L. Aldridge misses 2-pt jump shot from 1 ft,,82,85
355,4,6:33.0,Offensive rebound by Team,,82,85
356,4,6:33.0,,Loose ball foul by D. Schröder (drawn by D. Bertāns),82,85
357,4,6:17.0,,D. Schröder makes 2-pt jump shot from 16 ft (assist by T. Dorsey),82,87
358,4,6:02.0,Turnover by K. Anderson (bad pass; steal by K. Bazemore),,82,87
359,4,5:59.0,,D. Schröder makes 2-pt layup from 2 ft,82,89
360,4,5:36.0,L. Aldridge makes 2-pt jump shot from 17 ft,,84,89
361,4,5:28.0,,Atlanta full timeout,84,89
362,4,5:28.0,D. Murray enters the game for K. Anderson,,84,89
363,4,5:28.0,P. Mills enters the game for T. Parker,,84,89
364,4,5:28.0,P. Gasol enters the game for D. Bertāns,,84,89
365,4,5:20.0,,D. Schröder misses 2-pt jump shot from 16 ft,84,89
366,4,5:16.0,Defensive rebound by L. Aldridge,,84,89
367,4,5:01.0,L. Aldridge misses 2-pt jump shot from 12 ft,,84,89
368,4,4:59.0,,Defensive rebound by D. Dedmon,84,89
369,4,4:54.0,,Turnover by D. Schröder (lost ball; steal by D. Murray),84,89
370,4,4:52.0,Shooting foul by K. Bazemore (drawn by D. Murray),,84,89
371,4,4:52.0,D. Murray makes free throw 1 of 2,,85,89
372,4,4:52.0,,M. Delaney enters the game for T. Dorsey,85,89
373,4,4:52.0,D. Murray makes free throw 2 of 2,,86,89
374,4,4:42.0,,K. Bazemore misses 2-pt jump shot from 16 ft,86,89
375,4,4:40.0,,Offensive rebound by K. Bazemore,86,89
376,4,4:39.0,,K. Bazemore misses 2-pt jump shot from 1 ft,86,89
377,4,4:39.0,Defensive rebound by L. Aldridge,,86,89
