,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
24,1,9:10.0,,Shooting foul by K. Middleton (drawn by J. Tatum),4,4
25,1,9:10.0,,J. Tatum misses free throw 1 of 1,4,4
26,1,9:08.0,,Offensive rebound by J. Brown,4,4
27,1,9:08.0,,Shooting foul by G. Antetokounmpo (drawn by J. Brown),4,4
28,1,9:08.0,,J. Brown makes free throw 1 of 2,4,5
29,1,9:08.0,,J. Brown makes free throw 2 of 2,4,6
30,1,8:56.0,K. Middleton misses 3-pt jump shot from 25 ft,,4,6
31,1,8:53.0,,Defensive rebound by J. Brown,4,6
32,1,8:44.0,,A. Horford makes 2-pt jump shot from 8 ft,4,8
33,1,8:28.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,4,8
34,1,8:25.0,,Defensive rebound by A. Horford,4,8
35,1,8:21.0,,J. Brown misses 2-pt layup from 1 ft,4,8
36,1,8:18.0,Defensive rebound by T. Snell,,4,8
37,1,8:14.0,K. Middleton misses 2-pt layup from 3 ft,,4,8
38,1,8:14.0,Offensive rebound by K. Middleton,,4,8
39,1,8:09.0,K. Middleton makes 2-pt jump shot from 14 ft,,6,8
40,1,7:53.0,,M. Smart makes 3-pt jump shot from 23 ft,6,11
41,1,7:41.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,6,11
42,1,7:38.0,,Defensive rebound by K. Irving,6,11
43,1,7:35.0,,J. Brown misses 3-pt jump shot from 24 ft,6,11
44,1,7:32.0,Defensive rebound by T. Snell,,6,11
45,1,7:26.0,K. Middleton misses 2-pt layup from 3 ft,,6,11
46,1,7:23.0,,Defensive rebound by A. Horford,6,11
47,1,7:14.0,,K. Irving misses 2-pt jump shot from 12 ft,6,11
48,1,7:10.0,Defensive rebound by G. Antetokounmpo,,6,11
49,1,7:09.0,Personal foul by M. Smart (drawn by G. Antetokounmpo),,6,11
50,1,7:09.0,,A. Nader enters the game for M. Smart,6,11
51,1,7:09.0,G. Monroe enters the game for T. Maker,,6,11
52,1,7:03.0,T. Snell makes 3-pt jump shot from 27 ft (assist by K. Middleton),,9,11
53,1,6:45.0,,Turnover by K. Irving (turnover),9,11
54,1,6:45.0,,Boston full timeout,9,11
55,1,6:45.0,M. Dellavedova enters the game for G. Antetokounmpo,,9,11
56,1,6:38.0,Personal foul by J. Tatum (drawn by M. Brogdon),,9,11
57,1,6:34.0,M. Dellavedova misses 2-pt jump shot from 20 ft,,9,11
58,1,6:33.0,,Defensive rebound by J. Tatum,9,11
59,1,6:14.0,,J. Brown makes 2-pt dunk at rim (assist by A. Horford),9,13
60,1,5:56.0,Turnover by K. Middleton (bad pass; steal by J. Tatum),,9,13
61,1,5:48.0,,K. Irving makes 2-pt jump shot from 15 ft,9,15
62,1,5:22.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by G. Monroe),,12,15
63,1,5:01.0,,Personal foul by G. Monroe (drawn by A. Horford),12,15
64,1,4:53.0,,J. Tatum makes 2-pt jump shot from 9 ft,12,17
65,1,4:32.0,M. Brogdon makes 3-pt jump shot from 26 ft,,15,17
66,1,4:17.0,,K. Irving makes 2-pt layup at rim,15,19
67,1,4:09.0,G. Monroe makes 2-pt hook shot from 3 ft (assist by T. Snell),,17,19
68,1,3:52.0,,A. Nader misses 3-pt jump shot from 23 ft,17,19
69,1,3:47.0,Defensive rebound by G. Monroe,,17,19
70,1,3:37.0,M. Brogdon misses 2-pt layup from 3 ft,,17,19
71,1,3:35.0,,Defensive rebound by J. Brown,17,19
72,1,3:30.0,,J. Brown misses 2-pt layup from 1 ft,17,19
73,1,3:30.0,,Offensive rebound by Team,17,19
74,1,3:30.0,,Personal foul by G. Monroe (drawn by J. Brown),17,19
75,1,3:30.0,,A. Baynes enters the game for A. Horford,17,19
76,1,3:30.0,,T. Rozier enters the game for J. Brown,17,19
77,1,3:30.0,J. Henson enters the game for G. Monroe,,17,19
78,1,3:23.0,,K. Irving misses 3-pt jump shot from 24 ft,17,19
79,1,3:21.0,Defensive rebound by J. Henson,,17,19
80,1,3:05.0,M. Brogdon misses 2-pt jump shot from 19 ft,,17,19
81,1,3:02.0,,Defensive rebound by K. Irving,17,19
82,1,2:48.0,,T. Rozier makes 2-pt layup from 2 ft,17,21
83,1,2:41.0,K. Middleton makes 2-pt layup from 1 ft,,19,21
84,1,2:15.0,Milwaukee full timeout,,19,21
85,1,2:15.0,,M. Smart enters the game for K. Irving,19,21
86,1,2:14.0,,A. Nader misses 2-pt jump shot from 13 ft,19,21
87,1,2:14.0,,Offensive rebound by Team,19,21
88,1,2:14.0,,Turnover by Team (shot clock),19,21
89,1,1:54.0,K. Middleton misses 2-pt jump shot from 14 ft,,19,21
90,1,1:52.0,,Defensive rebound by M. Smart,19,21
91,1,1:39.0,,J. Tatum misses 2-pt jump shot from 19 ft,19,21
92,1,1:36.0,Defensive rebound by M. Brogdon,,19,21
93,1,1:34.0,Shooting foul by A. Nader (drawn by J. Henson),,19,21
94,1,1:34.0,J. Henson makes free throw 1 of 2,,20,21
95,1,1:34.0,J. Henson misses free throw 2 of 2,,20,21
96,1,1:32.0,,Defensive rebound by J. Tatum,20,21
97,1,1:19.0,,M. Smart misses 2-pt layup from 3 ft,20,21
98,1,1:17.0,Defensive rebound by K. Middleton,,20,21
99,1,1:08.0,M. Brogdon makes 2-pt layup from 1 ft,,22,21
100,1,0:58.0,,A. Baynes makes 2-pt jump shot from 9 ft (assist by T. Rozier),22,23
101,1,0:50.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,22,23
102,1,0:47.0,Offensive rebound by K. Middleton,,22,23
103,1,0:47.0,K. Middleton makes 2-pt jump shot from 10 ft,,24,23
104,1,0:26.0,Violation by M. Dellavedova (kicked ball),,24,23
105,1,0:26.0,,A. Horford enters the game for J. Tatum,24,23
106,1,0:16.0,,T. Rozier makes 3-pt jump shot from 25 ft (assist by A. Horford),24,26
107,1,0:01.0,K. Middleton misses 2-pt layup from 4 ft,,24,26
108,1,0:01.0,,Defensive rebound by T. Rozier,24,26
109,2,11:46.0,Turnover by M. Dellavedova (bad pass; steal by M. Smart),,24,26
110,2,11:41.0,,A. Nader makes 2-pt layup at rim (assist by A. Horford),24,28
111,2,11:27.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,24,28
112,2,11:27.0,,Defensive rebound by T. Rozier,24,28
113,2,11:21.0,,T. Rozier misses 2-pt layup from 2 ft,24,28
114,2,11:21.0,Defensive rebound by M. Teletović,,24,28
115,2,11:16.0,Personal foul by M. Smart (drawn by G. Antetokounmpo),,24,28
116,2,11:11.0,M. Dellavedova makes 2-pt jump shot from 12 ft (assist by J. Henson),,26,28
117,2,10:50.0,,A. Horford misses 2-pt jump shot from 10 ft,26,28
118,2,10:50.0,Defensive rebound by Team,,26,28
119,2,10:50.0,,Loose ball foul by A. Baynes (drawn by J. Henson),26,28
120,2,10:36.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by J. Henson),,28,28
121,2,10:29.0,,Personal foul by M. Dellavedova (drawn by M. Smart),28,28
122,2,10:29.0,,Technical foul by M. Smart,28,28
123,2,10:29.0,M. Dellavedova makes technical free throw,,29,28
124,2,10:20.0,,M. Smart misses 2-pt layup from 3 ft,33,33
125,2,10:18.0,,Offensive rebound by M. Smart,33,33
126,2,10:18.0,,Shooting foul by M. Dellavedova (drawn by M. Smart),33,33
127,2,10:18.0,,M. Smart misses free throw 1 of 2,33,33
128,2,10:18.0,,Offensive rebound by Team,33,33
129,2,10:18.0,,J. Brown enters the game for A. Baynes,33,33
130,2,10:18.0,,M. Smart misses free throw 2 of 2,33,33
131,2,10:18.0,,D. Theis enters the game for A. Nader,33,33
132,2,10:14.0,,Offensive rebound by D. Theis,33,33
133,2,10:12.0,,D. Theis makes 2-pt layup from 1 ft,29,30
134,2,9:56.0,J. Henson makes 2-pt layup from 2 ft (assist by M. Teletović),,31,30
135,2,9:47.0,,Def 3 sec tech foul by M. Dellavedova,31,30
136,2,9:47.0,,A. Horford makes technical free throw,31,31
137,2,9:35.0,Violation by J. Henson (def goaltending),,31,31
138,2,9:35.0,,A. Horford makes 2-pt layup at rim (assist by T. Rozier),31,33
139,2,9:24.0,Personal foul by J. Brown (drawn by G. Antetokounmpo),,31,33
140,2,9:16.0,G. Antetokounmpo makes 2-pt layup from 4 ft,,33,33
141,2,9:09.0,,Personal foul by J. Henson (drawn by D. Theis),33,33
142,2,8:58.0,,J. Brown makes 2-pt layup at rim (assist by T. Rozier),33,35
143,2,8:44.0,Turnover by J. Henson (bad pass; steal by A. Horford),,33,35
144,2,8:36.0,,D. Theis misses 2-pt layup from 3 ft (block by J. Henson),33,35
145,2,8:36.0,,Offensive rebound by Team,33,35
146,2,8:36.0,,K. Irving enters the game for M. Smart,33,35
147,2,8:36.0,M. Brogdon enters the game for R. Vaughn,,33,35
148,2,8:33.0,,T. Rozier makes 2-pt jump shot from 7 ft (assist by J. Brown),33,37
149,2,8:19.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,33,37
150,2,8:17.0,,Defensive rebound by T. Rozier,33,37
151,2,8:12.0,,J. Brown makes 2-pt layup at rim (assist by T. Rozier),33,39
152,2,8:12.0,Milwaukee full timeout,,33,39
153,2,8:12.0,,J. Tatum enters the game for A. Horford,33,39
154,2,8:12.0,G. Monroe enters the game for M. Dellavedova,,33,39
155,2,8:12.0,K. Middleton enters the game for J. Henson,,33,39
156,2,7:53.0,G. Monroe makes 2-pt layup from 2 ft,,35,39
157,2,7:28.0,,A. Baynes enters the game for D. Theis,35,39
158,2,7:27.0,,Turnover by Team (shot clock),35,39
159,2,7:20.0,Personal foul by A. Baynes (drawn by G. Monroe),,35,39
160,2,7:05.0,M. Brogdon makes 2-pt jump shot from 21 ft,,37,39
161,2,6:43.0,,J. Tatum misses 3-pt jump shot from 24 ft,37,39
162,2,6:41.0,Defensive rebound by G. Antetokounmpo,,37,39
163,2,6:39.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,39,39
164,2,6:39.0,Shooting foul by J. Tatum (drawn by G. Antetokounmpo),,39,39
165,2,6:39.0,G. Antetokounmpo makes free throw 1 of 1,,40,39
166,2,6:27.0,,K. Irving misses 2-pt layup from 3 ft,40,39
167,2,6:25.0,Defensive rebound by G. Monroe,,40,39
168,2,6:18.0,M. Brogdon misses 3-pt jump shot from 27 ft,,40,39
169,2,6:14.0,,Defensive rebound by T. Rozier,40,39
170,2,6:03.0,,T. Rozier makes 3-pt jump shot from 23 ft (assist by J. Brown),40,42
171,2,5:38.0,G. Monroe misses 2-pt hook shot from 8 ft,,40,42
172,2,5:36.0,,Defensive rebound by T. Rozier,40,42
173,2,5:32.0,,T. Rozier misses 3-pt jump shot from 25 ft,40,42
174,2,5:28.0,Defensive rebound by G. Antetokounmpo,,40,42
175,2,5:20.0,Turnover by G. Antetokounmpo (bad pass; steal by T. Rozier),,40,42
176,2,5:16.0,,Shooting foul by K. Middleton (drawn by J. Tatum),40,42
177,2,5:16.0,,J. Tatum misses free throw 1 of 2,40,42
178,2,5:16.0,,Offensive rebound by Team,40,42
179,2,5:16.0,T. Snell enters the game for M. Teletović,,40,42
180,2,5:16.0,,J. Tatum makes free throw 2 of 2,40,43
181,2,5:03.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,43,43
182,2,4:47.0,,A. Baynes misses 2-pt layup from 1 ft,43,43
183,2,4:45.0,Defensive rebound by G. Monroe,,43,43
184,2,4:39.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,45,43
185,2,4:28.0,,K. Irving makes 2-pt jump shot from 5 ft,45,45
186,2,4:06.0,G. Monroe makes 2-pt layup from 2 ft (assist by K. Middleton),,47,45
187,2,3:54.0,,Shooting foul by T. Snell (drawn by K. Irving),47,45
188,2,3:54.0,,K. Irving makes free throw 1 of 2,47,46
189,2,3:54.0,,A. Horford enters the game for T. Rozier,47,46
190,2,3:54.0,,M. Smart enters the game for A. Baynes,47,46
191,2,3:54.0,T. Maker enters the game for G. Monroe,,47,46
192,2,3:54.0,,K. Irving misses free throw 2 of 2,47,46
193,2,3:52.0,Defensive rebound by G. Antetokounmpo,,47,46
194,2,3:47.0,Personal foul by J. Brown (drawn by M. Brogdon),,47,46
195,2,3:47.0,M. Brogdon makes free throw 1 of 2,,48,46
196,2,3:47.0,,D. Theis enters the game for J. Brown,48,46
197,2,3:47.0,M. Brogdon makes free throw 2 of 2,,49,46
198,2,3:32.0,,M. Smart misses 3-pt jump shot from 23 ft,49,46
199,2,3:29.0,Defensive rebound by T. Snell,,49,46
200,2,3:21.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,51,46
201,2,3:21.0,Shooting foul by D. Theis (drawn by G. Antetokounmpo),,51,46
202,2,3:21.0,G. Antetokounmpo makes free throw 1 of 1,,52,46
203,2,3:15.0,,Boston full timeout,52,46
204,2,2:59.0,,Turnover by D. Theis (lost ball; steal by G. Antetokounmpo),52,46
205,2,2:53.0,K. Middleton misses 3-pt jump shot from 26 ft,,52,46
206,2,2:50.0,,Defensive rebound by J. Tatum,52,46
207,2,2:41.0,,Personal foul by M. Brogdon (drawn by D. Theis),52,46
208,2,2:41.0,,D. Theis makes free throw 1 of 2,52,47
209,2,2:41.0,,D. Theis makes free throw 2 of 2,52,48
210,2,2:33.0,M. Brogdon makes 3-pt jump shot from 27 ft,,55,48
211,2,2:06.0,,M. Smart misses 2-pt jump shot from 12 ft,55,48
212,2,2:06.0,,Offensive rebound by D. Theis,55,48
213,2,2:01.0,,D. Theis makes 2-pt layup at rim,55,50
214,2,1:53.0,,T. Rozier enters the game for J. Tatum,55,50
215,2,1:52.0,Shooting foul by T. Rozier (drawn by G. Antetokounmpo),,55,50
216,2,1:52.0,G. Antetokounmpo misses free throw 1 of 2,,55,50
217,2,1:52.0,Offensive rebound by Team,,55,50
218,2,1:52.0,,J. Tatum enters the game for D. Theis,55,50
219,2,1:52.0,G. Antetokounmpo makes free throw 2 of 2,,56,50
220,2,1:31.0,Offensive charge foul by M. Smart (drawn by K. Middleton),,56,50
221,2,1:31.0,,Turnover by M. Smart (offensive foul),56,50
222,2,1:25.0,Offensive foul by T. Maker (drawn by T. Rozier),,56,50
223,2,1:25.0,Turnover by T. Maker (offensive foul),,56,50
224,2,1:00.0,,T. Rozier misses 2-pt layup from 2 ft,56,50
225,2,0:56.0,,Offensive rebound by M. Smart,56,50
226,2,0:56.0,,M. Smart misses 2-pt layup at rim,56,50
227,2,0:55.0,Defensive rebound by G. Antetokounmpo,,56,50
228,2,0:55.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by A. Horford),,56,50
229,2,0:55.0,,Defensive rebound by K. Irving,56,50
230,2,0:48.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by M. Smart),56,53
231,2,0:33.0,K. Middleton makes 2-pt jump shot from 9 ft,,58,53
232,2,0:19.0,,A. Horford misses 2-pt jump shot from 14 ft,58,53
233,2,0:15.0,Defensive rebound by G. Antetokounmpo,,58,53
234,2,0:00.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,58,53
235,2,0:00.0,Offensive rebound by Team,,58,53
236,3,11:39.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,60,53
237,3,11:20.0,,A. Horford makes 2-pt jump shot from 13 ft (assist by K. Irving),60,55
238,3,11:04.0,T. Maker makes 2-pt hook shot from 8 ft (assist by K. Middleton),,62,55
239,3,10:52.0,,K. Irving misses 2-pt jump shot from 5 ft,62,55
240,3,10:50.0,,Offensive rebound by K. Irving,62,55
241,3,10:49.0,,Turnover by J. Tatum (step out of bounds),62,55
242,3,10:29.0,T. Snell misses 3-pt jump shot from 26 ft,,62,55
243,3,10:26.0,Offensive rebound by T. Maker,,62,55
244,3,10:12.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Irving),62,57
245,3,10:01.0,Turnover by G. Antetokounmpo (bad pass; steal by A. Horford),,62,57
246,3,9:55.0,,M. Smart makes 2-pt layup at rim (assist by J. Brown),62,59
247,3,9:39.0,M. Brogdon misses 3-pt jump shot from 25 ft,,62,59
248,3,9:36.0,,Defensive rebound by A. Horford,62,59
249,3,9:25.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by J. Tatum),62,62
250,3,8:59.0,G. Antetokounmpo misses 2-pt layup at rim,,62,62
251,3,8:53.0,Offensive rebound by G. Antetokounmpo,,62,62
252,3,8:53.0,G. Antetokounmpo makes 2-pt layup at rim,,64,62
253,3,8:49.0,,Turnover by A. Horford (bad pass),64,62
254,3,8:41.0,Personal foul by J. Brown (drawn by K. Middleton),,64,62
255,3,8:41.0,,S. Ojeleye enters the game for J. Brown,64,62
256,3,8:36.0,K. Middleton misses 2-pt jump shot from 19 ft,,64,62
257,3,8:34.0,,Defensive rebound by S. Ojeleye,64,62
258,3,8:14.0,,J. Tatum misses 2-pt layup from 1 ft,64,62
259,3,8:14.0,Defensive rebound by T. Maker,,64,62
260,3,7:58.0,T. Maker misses 2-pt hook shot from 2 ft,,64,62
261,3,7:58.0,,Defensive rebound by J. Tatum,64,62
262,3,7:37.0,,M. Smart makes 3-pt jump shot from 27 ft,64,65
263,3,7:27.0,,Offensive charge foul by K. Middleton (drawn by M. Smart),64,65
264,3,7:27.0,Turnover by K. Middleton (offensive foul),,64,65
265,3,7:09.0,,K. Irving misses 3-pt jump shot from 22 ft,64,65
266,3,7:07.0,Defensive rebound by K. Middleton,,64,65
267,3,7:02.0,Turnover by K. Middleton (lost ball; steal by M. Smart),,64,65
268,3,7:00.0,,Shooting foul by T. Snell (drawn by J. Tatum),64,65
269,3,7:00.0,G. Monroe enters the game for T. Maker,,64,65
270,3,7:00.0,,J. Tatum makes free throw 1 of 2,64,66
271,3,7:00.0,,J. Tatum misses free throw 2 of 2,64,66
272,3,7:00.0,,Offensive rebound by M. Smart,64,66
273,3,6:51.0,,S. Ojeleye misses 3-pt jump shot from 27 ft,64,66
274,3,6:50.0,Defensive rebound by K. Middleton,,64,66
275,3,6:25.0,Turnover by K. Middleton (bad pass; steal by A. Horford),,64,66
276,3,6:18.0,,K. Irving makes 3-pt jump shot from 28 ft (assist by M. Smart),64,69
277,3,6:16.0,Milwaukee full timeout,,64,69
278,3,6:16.0,M. Teletović enters the game for G. Antetokounmpo,,64,69
279,3,6:04.0,T. Snell makes 2-pt layup at rim (assist by M. Brogdon),,66,69
280,3,5:50.0,,Turnover by M. Smart (bad pass),66,69
281,3,5:41.0,M. Teletović misses 3-pt jump shot from 25 ft,,66,69
282,3,5:38.0,,Defensive rebound by J. Tatum,66,69
283,3,5:20.0,,K. Irving misses 2-pt layup from 5 ft,66,69
284,3,5:16.0,,Offensive rebound by Team,66,69
285,3,5:06.0,,Turnover by S. Ojeleye (traveling),66,69
286,3,4:49.0,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),,68,69
287,3,4:28.0,,S. Ojeleye makes 3-pt jump shot from 24 ft,68,72
288,3,4:11.0,Turnover by M. Brogdon (bad pass; steal by M. Smart),,68,72
289,3,4:05.0,,K. Irving misses 2-pt jump shot from 21 ft,68,72
290,3,3:57.0,Defensive rebound by T. Snell,,68,72
291,3,3:56.0,M. Teletović misses 3-pt jump shot from 26 ft,,68,72
292,3,3:56.0,,Defensive rebound by Team,68,72
293,3,3:56.0,Loose ball foul by G. Monroe (drawn by M. Smart),,68,72
294,3,3:56.0,,T. Rozier enters the game for K. Irving,68,72
295,3,3:56.0,M. Dellavedova enters the game for M. Brogdon,,68,72
296,3,3:33.0,,A. Horford misses 2-pt jump shot from 12 ft,68,72
297,3,3:30.0,Defensive rebound by G. Monroe,,68,72
298,3,3:21.0,Personal foul by T. Rozier (drawn by M. Teletović),,68,72
299,3,3:21.0,,A. Nader enters the game for S. Ojeleye,68,72
300,3,3:17.0,Shooting foul by A. Horford (drawn by M. Dellavedova),,68,72
301,3,3:17.0,M. Dellavedova makes free throw 1 of 2,,69,72
302,3,3:17.0,M. Dellavedova makes free throw 2 of 2,,70,72
303,3,2:55.0,,M. Smart misses 2-pt jump shot from 13 ft,70,72
304,3,2:53.0,Defensive rebound by M. Teletović,,70,72
305,3,2:47.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,70,72
306,3,2:45.0,,Defensive rebound by J. Tatum,70,72
307,3,2:45.0,,Boston full timeout,70,72
308,3,2:45.0,,A. Baynes enters the game for J. Tatum,70,72
309,3,2:45.0,,J. Brown enters the game for M. Smart,70,72
310,3,2:45.0,,K. Irving enters the game for A. Horford,70,72
311,3,2:33.0,,A. Nader makes 2-pt dunk from 1 ft (assist by T. Rozier),70,74
312,3,2:22.0,Shooting foul by A. Baynes (drawn by G. Monroe),,70,74
313,3,2:22.0,G. Monroe misses free throw 1 of 2,,70,74
314,3,2:22.0,Offensive rebound by Team,,70,74
315,3,2:22.0,G. Monroe misses free throw 2 of 2,,70,74
316,3,2:20.0,,Defensive rebound by A. Baynes,70,74
317,3,1:57.0,,K. Irving misses 2-pt jump shot from 8 ft,70,74
318,3,1:57.0,G. Antetokounmpo enters the game for M. Teletović,,70,74
319,3,1:56.0,,Defensive rebound by Team,70,74
320,3,1:56.0,,Turnover by Team (shot clock),70,74
321,3,1:49.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,70,74
322,3,1:48.0,Offensive rebound by G. Monroe,,70,74
323,3,1:48.0,Shooting foul by A. Baynes (drawn by G. Monroe),,70,74
324,3,1:48.0,G. Monroe makes free throw 1 of 2,,71,74
325,3,1:48.0,G. Monroe makes free throw 2 of 2,,72,74
326,3,1:26.0,,J. Brown makes 3-pt jump shot from 28 ft (assist by A. Nader),72,77
327,3,1:06.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,74,77
328,3,0:46.0,,J. Brown makes 2-pt layup from 2 ft (assist by K. Irving),74,79
329,3,0:46.0,,Shooting foul by T. Snell (drawn by J. Brown),74,79
330,3,0:46.0,,S. Ojeleye enters the game for A. Nader,74,79
331,3,0:46.0,M. Brogdon enters the game for K. Middleton,,74,79
332,3,0:46.0,,J. Brown makes free throw 1 of 1,74,80
333,3,0:34.0,M. Brogdon makes 2-pt layup from 1 ft,,76,80
334,3,0:26.0,,K. Irving misses 2-pt jump shot from 15 ft,76,80
335,3,0:23.0,Defensive rebound by G. Monroe,,76,80
336,3,0:02.0,T. Snell misses 3-pt jump shot from 22 ft,,76,80
337,3,0:02.0,,Defensive rebound by T. Rozier,76,80
338,4,11:37.0,,T. Rozier misses 3-pt jump shot from 27 ft,76,80
339,4,11:33.0,Defensive rebound by K. Middleton,,76,80
340,4,11:21.0,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Brogdon),,78,80
341,4,11:11.0,,K. Irving misses 2-pt jump shot from 17 ft,78,80
342,4,11:10.0,Defensive rebound by Team,,78,80
343,4,11:00.0,Turnover by M. Brogdon (bad pass; steal by K. Irving),,78,80
344,4,10:54.0,,T. Rozier makes 2-pt layup from 2 ft,78,82
345,4,10:28.0,G. Antetokounmpo makes 2-pt jump shot from 5 ft,,80,82
346,4,10:09.0,,K. Irving misses 2-pt jump shot from 18 ft,80,82
347,4,10:08.0,,Offensive rebound by A. Baynes,80,82
348,4,10:08.0,,Personal foul by G. Antetokounmpo (drawn by A. Baynes),80,82
349,4,10:08.0,J. Henson enters the game for G. Monroe,,80,82
350,4,9:53.0,,K. Irving misses 2-pt layup from 4 ft (block by J. Henson),80,82
351,4,9:53.0,,Offensive rebound by Team,80,82
352,4,9:47.0,,K. Irving makes 2-pt layup from 1 ft,80,84
353,4,9:23.0,G. Antetokounmpo misses 2-pt jump shot from 10 ft,,80,84
354,4,9:20.0,,Defensive rebound by T. Rozier,80,84
355,4,9:13.0,,A. Baynes makes 2-pt jump shot from 20 ft (assist by T. Rozier),80,86
356,4,8:58.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Brogdon),,82,86
357,4,8:41.0,,Personal foul by G. Antetokounmpo (drawn by A. Baynes),82,86
358,4,8:41.0,,M. Smart enters the game for K. Irving,82,86
359,4,8:31.0,,J. Brown misses 2-pt layup from 4 ft,82,86
360,4,8:29.0,Defensive rebound by J. Henson,,82,86
361,4,8:20.0,K. Middleton misses 2-pt jump shot from 13 ft,,82,86
362,4,8:16.0,,Defensive rebound by M. Smart,82,86
363,4,8:11.0,,T. Rozier misses 2-pt jump shot from 15 ft,82,86
364,4,8:08.0,Defensive rebound by J. Henson,,82,86
365,4,7:56.0,J. Henson makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,84,86
366,4,7:33.0,,Shooting foul by J. Henson (drawn by M. Smart),84,86
367,4,7:33.0,,M. Smart makes free throw 1 of 2,84,87
368,4,7:33.0,,A. Horford enters the game for J. Brown,84,87
369,4,7:33.0,,J. Tatum enters the game for A. Baynes,84,87
370,4,7:33.0,,M. Smart misses free throw 2 of 2,84,87
371,4,7:30.0,Defensive rebound by J. Henson,,84,87
372,4,7:24.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),,86,87
373,4,7:24.0,,Boston full timeout,86,87
374,4,7:12.0,,A. Horford makes 2-pt jump shot from 8 ft (assist by M. Smart),86,89
375,4,6:48.0,M. Dellavedova misses 2-pt jump shot from 6 ft,,86,89
376,4,6:48.0,,Defensive rebound by A. Horford,86,89
377,4,6:42.0,,Personal foul by M. Brogdon (drawn by M. Smart),86,89
378,4,6:31.0,,Turnover by M. Smart (bad pass; steal by K. Middleton),86,89
379,4,6:27.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,88,89
380,4,6:27.0,Shooting foul by A. Horford (drawn by G. Antetokounmpo),,88,89
381,4,6:27.0,,K. Irving enters the game for T. Rozier,88,89
382,4,6:27.0,,J. Brown enters the game for S. Ojeleye,88,89
