,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
62,1,5:00.0,N. Vučević makes free throw 2 of 2,,24,21
63,1,4:59.0,Offensive rebound by J. Simmons,,24,21
64,1,4:56.0,Offensive charge foul by M. Chriss (drawn by A. Gordon),,24,21
65,1,4:56.0,,Turnover by M. Chriss (offensive foul),24,21
66,1,4:39.0,Turnover by S. Mack (lost ball; steal by T. Ulis),,24,21
67,1,4:33.0,,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),24,23
68,1,4:20.0,E. Fournier makes 2-pt layup from 1 ft (assist by S. Mack),,26,23
69,1,4:12.0,,D. Bender makes 3-pt jump shot from 26 ft (assist by D. Booker),26,26
70,1,3:58.0,N. Vučević misses 2-pt hook shot from 10 ft,,26,26
71,1,3:58.0,,Defensive rebound by M. Chriss,26,26
72,1,3:44.0,,T. Warren misses 2-pt jump shot from 5 ft,26,26
73,1,3:41.0,Defensive rebound by A. Gordon,,26,26
74,1,3:39.0,Shooting foul by D. Bender (drawn by A. Gordon),,26,26
75,1,3:39.0,A. Gordon makes free throw 1 of 2,,27,26
76,1,3:39.0,,A. Len enters the game for D. Bender,27,26
77,1,3:39.0,,J. Dudley enters the game for M. Chriss,27,26
78,1,3:39.0,A. Gordon makes free throw 2 of 2,,28,26
79,1,3:28.0,,D. Booker misses 2-pt layup from 3 ft,28,26
80,1,3:28.0,,A. Len misses 2-pt layup from 1 ft,28,26
81,1,3:28.0,Defensive rebound by N. Vučević,,28,26
82,1,3:23.0,,Defensive rebound by A. Len,28,26
83,1,3:23.0,Shooting foul by T. Warren (drawn by A. Gordon),,28,26
84,1,3:23.0,,J. Jackson enters the game for T. Warren,28,26
85,1,3:23.0,A. Gordon misses free throw 1 of 2,,28,26
86,1,3:23.0,Offensive rebound by Team,,28,26
87,1,3:23.0,A. Gordon misses free throw 2 of 2,,28,26
88,1,3:23.0,,Defensive rebound by J. Jackson,28,26
89,1,3:14.0,,J. Jackson misses 2-pt jump shot from 9 ft,28,26
90,1,3:11.0,,Offensive rebound by A. Len,28,26
91,1,3:08.0,,J. Jackson misses 3-pt jump shot from 22 ft,28,26
92,1,3:06.0,Defensive rebound by S. Mack,,28,26
93,1,2:51.0,J. Simmons makes 2-pt jump shot from 17 ft (assist by S. Mack),,30,26
94,1,2:40.0,,T. Ulis misses 2-pt jump shot from 12 ft,30,26
95,1,2:37.0,Defensive rebound by A. Gordon,,30,26
96,1,2:32.0,A. Gordon makes 2-pt jump shot from 16 ft,,32,26
97,1,2:09.0,,J. Jackson makes 2-pt hook shot from 10 ft,32,28
98,1,1:51.0,N. Vučević misses 3-pt jump shot from 25 ft,,32,28
99,1,1:49.0,,Defensive rebound by Team,32,28
100,1,1:49.0,J. Isaac enters the game for N. Vučević,,32,28
101,1,1:49.0,B. Biyombo enters the game for E. Fournier,,32,28
102,1,1:29.0,,J. Jackson misses 3-pt jump shot from 24 ft,32,28
103,1,1:26.0,Defensive rebound by A. Gordon,,32,28
104,1,1:19.0,Turnover by J. Simmons (lost ball; steal by J. Jackson),,32,28
105,1,1:15.0,,J. Jackson makes 2-pt dunk at rim,32,30
106,1,1:02.0,S. Mack misses 2-pt layup from 4 ft (block by A. Len),,32,30
107,1,1:00.0,,Defensive rebound by J. Jackson,32,30
108,1,0:49.0,,J. Dudley makes 2-pt layup at rim (assist by T. Ulis),32,32
109,1,0:30.0,A. Gordon makes 2-pt jump shot from 16 ft,,34,32
110,1,0:09.0,,Turnover by J. Jackson (traveling),34,32
111,1,0:02.0,J. Simmons makes 2-pt hook shot from 9 ft,,36,32
112,2,11:45.0,,T. Daniels misses 3-pt jump shot from 25 ft,36,32
113,2,11:41.0,Defensive rebound by B. Biyombo,,36,32
114,2,11:22.0,S. Mack makes 2-pt jump shot from 9 ft,,38,32
115,2,11:11.0,,T. Ulis makes 2-pt jump shot from 9 ft,38,34
116,2,10:58.0,J. Simmons makes 3-pt jump shot from 24 ft (assist by S. Mack),,41,34
117,2,10:32.0,,T. Ulis misses 2-pt jump shot from 12 ft,41,34
118,2,10:30.0,Defensive rebound by B. Biyombo,,41,34
119,2,10:30.0,Personal foul by T. Ulis (drawn by B. Biyombo),,41,34
120,2,10:30.0,,M. James enters the game for T. Ulis,41,34
121,2,10:18.0,S. Mack makes 2-pt layup from 4 ft,,43,34
122,2,9:58.0,,J. Jackson misses 2-pt jump shot from 19 ft,43,34
123,2,9:56.0,Defensive rebound by J. Isaac,,43,34
124,2,9:46.0,Turnover by T. Ross (bad pass; steal by J. Dudley),,43,34
125,2,9:40.0,,T. Daniels misses 3-pt jump shot from 22 ft,43,34
126,2,9:38.0,Defensive rebound by J. Isaac,,43,34
127,2,9:32.0,J. Simmons misses 2-pt layup from 2 ft (block by J. Jackson),,43,34
128,2,9:30.0,,Defensive rebound by M. James,43,34
129,2,9:25.0,,Turnover by J. Dudley (bad pass; steal by J. Isaac),43,34
130,2,9:08.0,Turnover by B. Biyombo (bad pass; steal by J. Jackson),,43,34
131,2,9:04.0,,J. Jackson makes 2-pt dunk at rim,43,36
132,2,8:51.0,B. Biyombo makes 2-pt jump shot from 14 ft (assist by T. Ross),,45,36
133,2,8:33.0,,M. James makes 2-pt jump shot from 13 ft,45,38
134,2,8:12.0,J. Simmons misses 2-pt jump shot from 16 ft,,45,38
135,2,8:08.0,Offensive rebound by B. Biyombo,,45,38
136,2,8:07.0,Turnover by J. Simmons (bad pass),,45,38
137,2,7:57.0,,J. Jackson makes 2-pt jump shot from 9 ft,45,40
138,2,7:42.0,J. Isaac misses 2-pt jump shot from 16 ft,,45,40
139,2,7:39.0,,Defensive rebound by M. James,45,40
140,2,7:28.0,,A. Len makes 2-pt dunk at rim (assist by M. James),45,42
141,2,7:28.0,Orlando full timeout,,45,42
142,2,7:28.0,E. Payton enters the game for S. Mack,,45,42
143,2,7:13.0,Shooting foul by T. Daniels (drawn by T. Ross),,45,42
144,2,7:13.0,T. Ross misses free throw 1 of 3,,45,42
145,2,7:13.0,Offensive rebound by Team,,45,42
146,2,7:13.0,T. Ross makes free throw 2 of 3,,46,42
147,2,7:13.0,T. Ross misses free throw 3 of 3,,46,42
148,2,7:10.0,,Defensive rebound by J. Jackson,46,42
149,2,7:07.0,,Turnover by J. Jackson (lost ball; steal by T. Ross),46,42
150,2,6:53.0,Turnover by T. Ross (bad pass; steal by T. Daniels),,46,42
151,2,6:43.0,,Turnover by T. Daniels (lost ball; steal by J. Simmons),46,42
152,2,6:43.0,Personal take foul by J. Dudley (drawn by J. Simmons),,46,42
153,2,6:43.0,,D. Booker enters the game for T. Daniels,46,42
154,2,6:43.0,A. Gordon enters the game for J. Isaac,,46,42
155,2,6:43.0,E. Fournier enters the game for J. Simmons,,46,42
156,2,6:26.0,Turnover by E. Payton (bad pass; steal by J. Dudley),,46,42
157,2,6:19.0,,M. James makes 3-pt jump shot from 25 ft,46,45
158,2,6:13.0,Turnover by E. Payton (discontinued dribble),,46,45
159,2,6:13.0,N. Vučević enters the game for B. Biyombo,,46,45
160,2,6:05.0,,M. James makes 3-pt jump shot from 25 ft,46,48
161,2,5:49.0,N. Vučević misses 2-pt jump shot from 19 ft,,46,48
162,2,5:48.0,,Defensive rebound by D. Booker,46,48
163,2,5:45.0,,A. Len makes 2-pt dunk at rim (assist by D. Booker),46,50
164,2,5:45.0,Orlando full timeout,,46,50
165,2,5:45.0,J. Simmons enters the game for T. Ross,,46,50
166,2,5:38.0,Shooting foul by D. Booker (drawn by E. Fournier),,46,50
167,2,5:38.0,E. Fournier makes free throw 1 of 2,,47,50
168,2,5:38.0,E. Fournier misses free throw 2 of 2,,47,50
169,2,5:36.0,,Defensive rebound by A. Len,47,50
170,2,5:15.0,,D. Booker misses 3-pt jump shot from 24 ft,47,50
171,2,5:13.0,,Offensive rebound by A. Len,47,50
172,2,5:06.0,,M. James misses 2-pt layup from 10 ft,47,50
173,2,5:01.0,Defensive rebound by E. Payton,,47,50
174,2,4:58.0,E. Payton misses 2-pt jump shot from 1 ft,,47,50
175,2,4:58.0,Offensive rebound by Team,,47,50
176,2,4:58.0,Turnover by A. Gordon (offensive goaltending),,47,50
177,2,4:38.0,,A. Len misses 2-pt layup at rim,47,50
178,2,4:35.0,Defensive rebound by N. Vučević,,47,50
179,2,4:31.0,N. Vučević makes 2-pt layup at rim (assist by E. Payton),,49,50
180,2,4:30.0,,Phoenix full timeout,49,50
181,2,4:30.0,,T. Warren enters the game for D. Booker,49,50
182,2,4:14.0,,A. Len makes 2-pt layup at rim (assist by J. Jackson),49,52
183,2,4:02.0,N. Vučević misses 3-pt jump shot from 24 ft,,49,52
184,2,4:01.0,,Defensive rebound by J. Jackson,49,52
185,2,3:55.0,,J. Jackson makes 2-pt layup from 2 ft,49,54
186,2,3:38.0,E. Fournier misses 3-pt jump shot from 26 ft,,49,54
187,2,3:37.0,Offensive rebound by Team,,49,54
188,2,3:37.0,,Loose ball foul by J. Dudley (drawn by A. Gordon),49,54
189,2,3:37.0,A. Gordon misses free throw 1 of 2,,49,54
190,2,3:37.0,Offensive rebound by Team,,49,54
191,2,3:37.0,A. Gordon makes free throw 2 of 2,,50,54
192,2,3:31.0,,J. Jackson makes 2-pt layup from 1 ft,50,56
193,2,3:25.0,Offensive foul by E. Payton (drawn by M. James),,50,56
194,2,3:25.0,Turnover by E. Payton (offensive foul),,50,56
195,2,3:25.0,S. Mack enters the game for E. Payton,,50,56
196,2,3:09.0,,T. Warren misses 2-pt jump shot from 9 ft,50,56
197,2,3:06.0,Defensive rebound by J. Simmons,,50,56
198,2,3:02.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by E. Fournier),,53,56
199,2,2:47.0,,J. Dudley misses 3-pt jump shot from 26 ft,53,56
200,2,2:42.0,Defensive rebound by S. Mack,,53,56
201,2,2:35.0,N. Vučević makes 3-pt jump shot from 24 ft (assist by A. Gordon),,56,56
202,2,2:08.0,,Shooting foul by A. Gordon (drawn by A. Len),56,56
203,2,2:08.0,,A. Len misses free throw 1 of 2,56,56
204,2,2:08.0,,Offensive rebound by Team,56,56
205,2,2:08.0,,D. Bender enters the game for J. Dudley,56,56
206,2,2:08.0,,A. Len makes free throw 2 of 2,56,57
207,2,1:53.0,A. Gordon misses 2-pt layup from 1 ft (block by A. Len),,56,57
208,2,1:50.0,,Defensive rebound by A. Len,56,57
209,2,1:47.0,,J. Jackson misses 3-pt jump shot from 25 ft,56,57
210,2,1:42.0,Defensive rebound by E. Fournier,,56,57
211,2,1:40.0,Shooting foul by M. James (drawn by N. Vučević),,56,57
212,2,1:40.0,N. Vučević makes free throw 1 of 2,,57,57
213,2,1:40.0,N. Vučević makes free throw 2 of 2,,58,57
214,2,1:32.0,,J. Jackson makes 2-pt layup from 1 ft,58,59
215,2,1:23.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by S. Mack),,61,59
216,2,1:11.0,,T. Warren misses 3-pt jump shot from 23 ft,61,59
217,2,1:06.0,Defensive rebound by J. Simmons,,61,59
218,2,1:04.0,E. Fournier makes 2-pt layup from 1 ft (assist by A. Gordon),,63,59
219,2,0:53.0,,T. Warren makes 2-pt layup from 1 ft (assist by A. Len),63,61
220,2,0:41.0,E. Fournier misses 3-pt jump shot from 24 ft,,63,61
221,2,0:39.0,,Defensive rebound by D. Bender,63,61
222,2,0:35.0,,J. Jackson misses 3-pt jump shot from 24 ft,63,61
223,2,0:32.0,Defensive rebound by A. Gordon,,63,61
224,2,0:12.0,Personal foul by M. James (drawn by A. Gordon),,63,61
225,2,0:12.0,A. Gordon misses free throw 1 of 2,,63,61
226,2,0:12.0,Offensive rebound by Team,,63,61
227,2,0:12.0,,D. Booker enters the game for D. Bender,63,61
228,2,0:12.0,J. Isaac enters the game for S. Mack,,63,61
229,2,0:12.0,A. Gordon makes free throw 2 of 2,,64,61
230,2,0:03.0,,M. James misses 3-pt jump shot from 27 ft,64,61
231,2,0:03.0,,Offensive rebound by J. Jackson,64,61
232,2,0:00.0,,J. Jackson makes 2-pt layup from 2 ft,64,63
233,3,11:43.0,,M. James makes 2-pt layup from 1 ft,64,65
234,3,11:19.0,E. Fournier misses 2-pt layup from 1 ft (block by M. Chriss),,64,65
235,3,11:19.0,Offensive rebound by Team,,64,65
236,3,11:18.0,Shooting foul by M. Chriss (drawn by A. Gordon),,64,65
237,3,11:18.0,A. Gordon misses free throw 1 of 2,,64,65
238,3,11:18.0,Offensive rebound by Team,,64,65
239,3,11:18.0,A. Gordon makes free throw 2 of 2,,65,65
240,3,10:57.0,,Personal foul by A. Gordon (drawn by M. James),65,65
241,3,10:52.0,,A. Len misses 2-pt layup from 2 ft,65,65
242,3,10:48.0,Defensive rebound by A. Gordon,,65,65
243,3,10:45.0,Turnover by E. Payton (traveling),,65,65
244,3,10:28.0,,Turnover by M. Chriss (bad pass),65,65
245,3,10:24.0,T. Ross makes 3-pt jump shot from 24 ft (assist by E. Payton),,68,65
246,3,10:00.0,,M. Chriss misses 3-pt jump shot from 24 ft,68,65
247,3,9:57.0,Defensive rebound by E. Payton,,68,65
248,3,9:48.0,E. Payton misses 3-pt jump shot from 26 ft,,68,65
249,3,9:45.0,Offensive rebound by T. Ross,,68,65
250,3,9:42.0,E. Payton makes 2-pt layup at rim,,70,65
251,3,9:35.0,,M. James makes 2-pt layup at rim,70,67
252,3,9:22.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,72,67
253,3,9:14.0,,Technical foul by M. Chriss,72,67
254,3,9:14.0,E. Fournier makes technical free throw,,73,67
255,3,9:14.0,,D. Bender enters the game for M. Chriss,73,67
256,3,8:58.0,,M. James misses 3-pt jump shot from 24 ft,73,67
257,3,8:55.0,Defensive rebound by T. Ross,,73,67
258,3,8:41.0,E. Fournier makes 2-pt jump shot from 12 ft (assist by N. Vučević),,75,67
259,3,8:41.0,,Phoenix full timeout,75,67
260,3,8:25.0,,T. Warren misses 2-pt jump shot from 8 ft,75,67
261,3,8:23.0,Defensive rebound by A. Gordon,,75,67
262,3,8:14.0,E. Fournier misses 3-pt jump shot from 28 ft,,75,67
263,3,8:11.0,,Defensive rebound by D. Booker,75,67
264,3,8:05.0,,Turnover by D. Booker (bad pass; steal by A. Gordon),75,67
265,3,7:57.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by E. Fournier),,78,67
266,3,7:40.0,Offensive charge foul by D. Bender (drawn by A. Gordon),,78,67
267,3,7:40.0,,Turnover by D. Bender (offensive foul),78,67
268,3,7:26.0,A. Gordon makes 2-pt jump shot from 22 ft (assist by E. Payton),,80,67
269,3,7:09.0,,D. Booker misses 3-pt jump shot from 25 ft,80,67
270,3,7:06.0,Defensive rebound by T. Ross,,80,67
271,3,6:55.0,Shooting foul by M. James (drawn by E. Fournier),,80,67
272,3,6:55.0,E. Fournier makes free throw 1 of 2,,81,67
273,3,6:55.0,,T. Ulis enters the game for M. James,81,67
274,3,6:55.0,E. Fournier makes free throw 2 of 2,,82,67
275,3,6:50.0,,Personal foul by T. Ross (drawn by D. Booker),82,67
276,3,6:34.0,,T. Ulis makes 2-pt jump shot from 10 ft,82,69
277,3,6:28.0,Turnover by E. Payton (discontinued dribble),,82,69
278,3,6:16.0,,D. Booker misses 2-pt jump shot from 15 ft,82,69
279,3,6:14.0,Defensive rebound by N. Vučević,,82,69
280,3,6:06.0,E. Fournier misses 2-pt jump shot from 14 ft,,82,69
281,3,6:03.0,,Defensive rebound by D. Bender,82,69
282,3,5:55.0,,D. Bender makes 2-pt layup at rim (assist by T. Ulis),82,71
283,3,5:40.0,E. Payton misses 2-pt jump shot from 10 ft,,82,71
284,3,5:38.0,,Defensive rebound by D. Bender,82,71
285,3,5:32.0,,T. Ulis misses 2-pt jump shot from 16 ft (block by N. Vučević),82,71
286,3,5:31.0,,Offensive rebound by Team,82,71
287,3,5:25.0,,Turnover by D. Bender (bad pass),82,71
288,3,5:09.0,Turnover by N. Vučević (traveling),,82,71
289,3,4:46.0,,Shooting foul by N. Vučević (drawn by A. Len),82,71
290,3,4:46.0,,A. Len makes free throw 1 of 2,82,72
291,3,4:46.0,S. Mack enters the game for E. Payton,,82,72
292,3,4:46.0,J. Simmons enters the game for T. Ross,,82,72
293,3,4:46.0,,A. Len makes free throw 2 of 2,82,73
294,3,4:25.0,Turnover by S. Mack (bad pass; steal by T. Ulis),,82,73
295,3,4:09.0,,T. Warren misses 2-pt layup from 1 ft,82,73
296,3,4:08.0,Defensive rebound by N. Vučević,,82,73
297,3,4:03.0,E. Fournier misses 3-pt jump shot from 25 ft,,82,73
298,3,3:59.0,,Defensive rebound by D. Bender,82,73
299,3,3:53.0,,D. Bender makes 3-pt jump shot from 24 ft (assist by D. Booker),82,76
300,3,3:52.0,Orlando full timeout,,82,76
301,3,3:52.0,,J. Jackson enters the game for T. Warren,82,76
302,3,3:38.0,N. Vučević misses 2-pt layup from 1 ft (block by D. Bender),,82,76
303,3,3:35.0,Offensive rebound by N. Vučević,,82,76
304,3,3:34.0,E. Fournier misses 3-pt jump shot from 25 ft,,82,76
305,3,3:34.0,,Defensive rebound by D. Booker,82,76
306,3,3:21.0,,T. Ulis misses 3-pt jump shot from 26 ft,82,76
307,3,3:21.0,Defensive rebound by N. Vučević,,82,76
308,3,3:00.0,A. Gordon makes 2-pt layup from 1 ft,,84,76
309,3,3:00.0,Shooting foul by A. Len (drawn by A. Gordon),,84,76
310,3,3:00.0,A. Gordon makes free throw 1 of 1,,85,76
311,3,2:53.0,,J. Jackson misses 2-pt layup from 1 ft,85,76
312,3,2:53.0,,Offensive rebound by A. Len,85,76
313,3,2:45.0,,A. Len makes 2-pt layup at rim,85,78
314,3,2:42.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by J. Simmons),,88,78
315,3,2:26.0,,Turnover by A. Len (bad pass; steal by S. Mack),88,78
316,3,2:09.0,S. Mack makes 3-pt jump shot from 23 ft (assist by A. Gordon),,91,78
317,3,1:59.0,,Personal foul by J. Simmons (drawn by D. Bender),91,78
318,3,1:59.0,,M. Chriss enters the game for A. Len,91,78
319,3,1:59.0,J. Isaac enters the game for N. Vučević,,91,78
320,3,1:59.0,B. Biyombo enters the game for E. Fournier,,91,78
321,3,1:50.0,,D. Booker misses 2-pt jump shot from 12 ft,91,78
322,3,1:48.0,Defensive rebound by A. Gordon,,91,78
323,3,1:43.0,Personal foul by D. Bender (drawn by J. Isaac),,91,78
324,3,1:43.0,,J. Dudley enters the game for D. Bender,91,78
325,3,1:28.0,S. Mack misses 2-pt layup from 2 ft,,91,78
326,3,1:28.0,,Defensive rebound by Team,91,78
327,3,1:28.0,Loose ball foul by J. Isaac (drawn by J. Dudley),,91,78
328,3,1:28.0,,J. Dudley misses free throw 1 of 2,91,78
329,3,1:28.0,,Offensive rebound by Team,91,78
330,3,1:28.0,,J. Dudley makes free throw 2 of 2,91,79
331,3,1:06.0,Shooting foul by M. Chriss (drawn by J. Simmons),,91,79
332,3,1:06.0,J. Simmons makes free throw 1 of 2,,92,79
333,3,1:06.0,J. Simmons makes free throw 2 of 2,,93,79
334,3,0:57.0,,Turnover by J. Jackson (lost ball; steal by B. Biyombo),93,79
335,3,0:47.0,A. Gordon misses 2-pt layup at rim,,93,79
336,3,0:45.0,,Defensive rebound by M. Chriss,93,79
337,3,0:43.0,,Shooting foul by S. Mack (drawn by D. Booker),93,79
338,3,0:43.0,,D. Booker makes free throw 1 of 2,93,80
339,3,0:43.0,,D. Booker makes free throw 2 of 2,93,81
340,3,0:38.0,Turnover by S. Mack (turnover),,93,81
341,3,0:32.0,,J. Jackson makes 2-pt dunk at rim (assist by D. Booker),93,83
342,3,0:11.0,J. Simmons makes 2-pt jump shot from 20 ft,,95,83
343,3,0:04.0,Offensive charge foul by D. Booker (drawn by S. Mack),,95,83
344,3,0:04.0,,Turnover by D. Booker (offensive foul),95,83
345,3,0:00.0,J. Simmons makes 3-pt jump shot from 26 ft,,97,83
346,3,0:00.0,Technical foul by Team,,97,83
347,3,0:00.0,,Technical foul by D. Booker,97,83
348,4,12:00.0,S. Mack misses free throw 1 of 2,,97,83
349,4,12:00.0,Offensive rebound by Team,,97,83
350,4,12:00.0,S. Mack misses free throw 2 of 2,,97,83
351,4,12:00.0,,Defensive rebound by Team,97,83
352,4,11:36.0,,Offensive rebound by T. Daniels,97,83
353,4,11:22.0,,T. Ulis misses 2-pt layup from 2 ft (block by B. Biyombo),97,83
354,4,11:19.0,,Offensive rebound by T. Ulis,97,83
355,4,11:17.0,,M. Chriss makes 2-pt layup at rim (assist by J. Dudley),97,85
356,4,11:04.0,J. Simmons makes 2-pt hook shot from 10 ft (assist by B. Biyombo),,99,85
357,4,10:54.0,,T. Daniels misses 3-pt jump shot from 25 ft,99,85
358,4,10:52.0,Defensive rebound by B. Biyombo,,99,85
359,4,10:44.0,Personal foul by J. Jackson (drawn by B. Biyombo),,99,85
360,4,10:41.0,Shooting foul by J. Dudley (drawn by J. Isaac),,99,85
361,4,10:41.0,J. Isaac makes free throw 1 of 2,,100,85
362,4,10:41.0,,D. Bender enters the game for J. Dudley,100,85
363,4,10:41.0,J. Isaac makes free throw 2 of 2,,101,85
364,4,10:34.0,,J. Jackson misses 2-pt layup from 1 ft (block by J. Isaac),101,85
365,4,10:33.0,Defensive rebound by Team,,101,85
366,4,10:33.0,,Technical foul by J. Jackson,101,85
367,4,10:33.0,J. Simmons misses technical free throw,,101,85
368,4,10:33.0,Offensive rebound by Team,,101,85
369,4,10:12.0,B. Biyombo misses 2-pt hook shot from 1 ft,,101,85
370,4,10:10.0,Offensive rebound by J. Isaac,,101,85
371,4,10:08.0,J. Isaac misses 2-pt layup from 2 ft,,101,85
372,4,10:07.0,Offensive rebound by J. Isaac,,101,85
373,4,9:56.0,Shooting foul by D. Bender (drawn by B. Biyombo),,101,85
374,4,9:56.0,B. Biyombo makes free throw 1 of 2,,102,85
375,4,9:56.0,,A. Len enters the game for D. Bender,102,85
376,4,9:56.0,B. Biyombo makes free throw 2 of 2,,103,85
377,4,9:40.0,,T. Ulis makes 2-pt jump shot from 11 ft,103,87
378,4,9:22.0,J. Isaac makes 2-pt layup from 1 ft (assist by S. Mack),,105,87
379,4,9:22.0,Shooting foul by A. Len (drawn by J. Isaac),,105,87
380,4,9:22.0,,D. Booker enters the game for T. Daniels,105,87
381,4,9:22.0,J. Isaac misses free throw 1 of 1,,105,87
382,4,9:19.0,,Defensive rebound by J. Jackson,105,87
383,4,9:16.0,,J. Jackson misses 2-pt layup at rim,105,87
384,4,9:15.0,Defensive rebound by B. Biyombo,,105,87
385,4,9:15.0,Personal foul by J. Jackson (drawn by T. Ross),,105,87
386,4,9:15.0,T. Ross makes free throw 1 of 2,,106,87
387,4,9:15.0,,T. Warren enters the game for J. Jackson,106,87
388,4,9:15.0,T. Ross makes free throw 2 of 2,,107,87
389,4,9:02.0,,Turnover by M. Chriss (bad pass; steal by J. Simmons),107,87
390,4,8:59.0,J. Simmons makes 2-pt layup from 1 ft,,109,87
391,4,8:59.0,,Violation by M. Chriss (def goaltending),109,87
392,4,8:59.0,,Phoenix full timeout,109,87
393,4,8:59.0,,M. James enters the game for T. Ulis,109,87
