,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DETROIT_ACTION,OKLAHOMA CITY_SCORE,DETROIT_SCORE
389,4,6:06.0,,Loose ball foul by B. Marjanović (drawn by S. Adams),104,95
390,4,5:58.0,R. Westbrook makes 2-pt layup from 3 ft (assist by S. Adams),,106,95
391,4,5:39.0,,B. Marjanović misses 2-pt hook shot from 7 ft (block by S. Adams),106,95
392,4,5:32.0,Defensive rebound by S. Adams,,106,95
393,4,5:31.0,Turnover by R. Westbrook (bad pass; steal by B. Marjanović),,106,95
394,4,5:26.0,,I. Smith makes 2-pt jump shot from 12 ft,106,97
395,4,5:09.0,P. George misses 2-pt jump shot from 15 ft,,106,97
396,4,5:09.0,,Defensive rebound by L. Kennard,106,97
397,4,4:54.0,,R. Bullock misses 3-pt jump shot from 23 ft,106,97
398,4,4:54.0,,Offensive rebound by Team,106,97
399,4,4:54.0,Loose ball foul by C. Anthony (drawn by B. Marjanović),,106,97
400,4,4:41.0,,Offensive foul by B. Marjanović (drawn by S. Adams),106,97
401,4,4:41.0,,Turnover by B. Marjanović (offensive foul),106,97
402,4,4:41.0,,A. Drummond enters the game for B. Marjanović,106,97
403,4,4:30.0,Shooting foul by A. Drummond (drawn by R. Westbrook),,106,97
404,4,4:30.0,R. Westbrook makes free throw 1 of 2,,107,97
405,4,4:30.0,R. Westbrook makes free throw 2 of 2,,108,97
406,4,4:30.0,Loose ball foul by S. Adams (drawn by A. Drummond),,108,97
407,4,4:30.0,,T. Harris enters the game for A. Tolliver,108,97
408,4,4:14.0,,L. Kennard misses 2-pt jump shot from 13 ft,108,97
409,4,4:11.0,Defensive rebound by R. Westbrook,,108,97
410,4,3:56.0,C. Anthony misses 2-pt jump shot from 11 ft,,108,97
411,4,3:52.0,,Defensive rebound by A. Drummond,108,97
412,4,3:46.0,,I. Smith makes 2-pt layup from 1 ft,108,99
413,4,3:28.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by P. George),,111,99
414,4,3:05.0,,R. Bullock misses 3-pt jump shot from 24 ft,111,99
415,4,3:02.0,,Offensive rebound by A. Drummond,111,99
416,4,3:02.0,,Turnover by A. Drummond (out of bounds lost ball),111,99
417,4,3:02.0,,A. Bradley enters the game for L. Kennard,111,99
418,4,2:50.0,P. George misses 3-pt jump shot from 27 ft,,111,99
419,4,2:46.0,,Defensive rebound by T. Harris,111,99
420,4,2:45.0,,Shooting foul by T. Ferguson (drawn by T. Harris),111,99
421,4,2:45.0,,T. Harris makes free throw 1 of 2,111,100
422,4,2:45.0,,T. Harris makes free throw 2 of 2,111,101
423,4,2:29.0,R. Westbrook makes 2-pt layup from 2 ft,,113,101
424,4,2:12.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by R. Bullock),113,104
425,4,1:51.0,T. Ferguson misses 3-pt jump shot from 26 ft,,113,104
426,4,1:43.0,Offensive rebound by S. Adams,,113,104
427,4,1:41.0,C. Anthony misses 2-pt jump shot from 16 ft,,113,104
428,4,1:39.0,Offensive rebound by R. Westbrook,,113,104
429,4,1:27.0,S. Adams makes 2-pt jump shot from 8 ft (assist by R. Westbrook),,115,104
430,4,1:19.0,,R. Bullock misses 3-pt jump shot from 29 ft,115,104
431,4,1:15.0,Defensive rebound by P. George,,115,104
432,4,0:54.0,R. Westbrook makes 3-pt jump shot from 34 ft,,118,104
433,4,0:40.0,,A. Drummond misses 2-pt layup from 2 ft,118,104
434,4,0:36.0,,Offensive rebound by A. Drummond,118,104
435,4,0:36.0,,A. Drummond makes 2-pt layup at rim,118,106
436,4,0:36.0,Oklahoma City full timeout,,118,106
437,4,0:36.0,,B. Marjanović enters the game for A. Drummond,118,106
438,4,0:36.0,,L. Galloway enters the game for I. Smith,118,106
439,4,0:36.0,,A. Tolliver enters the game for A. Bradley,118,106
440,4,0:36.0,Á. Abrines enters the game for R. Westbrook,,118,106
441,4,0:36.0,P. Patterson enters the game for C. Anthony,,118,106
442,4,0:36.0,J. Huestis enters the game for S. Adams,,118,106
443,4,0:36.0,J. Grant enters the game for P. George,,118,106
444,4,0:36.0,,L. Kennard enters the game for T. Harris,118,106
445,4,0:25.0,T. Ferguson makes 3-pt jump shot from 26 ft (assist by P. Patterson),,121,106
446,4,0:10.0,,A. Tolliver makes 2-pt dunk from 1 ft (assist by B. Marjanović),121,108
