,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SAN ANTONIO_ACTION,CLEVELAND_SCORE,SAN ANTONIO_SCORE
394,4,3:19.0,Turnover by L. James (bad pass; steal by D. Murray),,94,105
395,4,3:11.0,,D. Murray misses 2-pt jump shot from 2 ft,94,105
396,4,3:09.0,Defensive rebound by K. Love,,94,105
397,4,2:51.0,Shooting foul by D. Murray (drawn by L. James),,94,105
398,4,2:51.0,L. James makes free throw 1 of 2,,95,105
399,4,2:51.0,L. James makes free throw 2 of 2,,96,105
400,4,2:39.0,,Turnover by D. Murray (bad pass; steal by K. Love),96,105
401,4,2:32.0,Turnover by I. Thomas (traveling),,96,105
402,4,2:17.0,,Shooting foul by K. Love (drawn by L. Aldridge),96,105
403,4,2:17.0,,L. Aldridge makes free throw 1 of 2,96,106
404,4,2:17.0,,P. Mills enters the game for B. Forbes,96,106
405,4,2:17.0,,L. Aldridge makes free throw 2 of 2,96,107
406,4,2:04.0,L. James misses 3-pt jump shot from 25 ft,,96,107
407,4,2:01.0,,Defensive rebound by L. Aldridge,96,107
408,4,1:44.0,,L. Aldridge makes 2-pt jump shot from 15 ft (assist by D. Murray),96,109
409,4,1:35.0,J. Crowder makes 2-pt layup from 1 ft (assist by I. Thomas),,98,109
410,4,1:16.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by L. Aldridge),98,112
411,4,1:16.0,Cleveland full timeout,,98,112
412,4,1:16.0,,B. Paul enters the game for K. Anderson,98,112
413,4,1:16.0,,B. Forbes enters the game for D. Green,98,112
414,4,1:16.0,T. Thompson enters the game for K. Love,,98,112
415,4,1:16.0,D. Rose enters the game for I. Thomas,,98,112
416,4,1:16.0,C. Osman enters the game for L. James,,98,112
417,4,1:00.0,Personal foul by B. Paul (drawn by J. Crowder),,98,112
418,4,1:00.0,J. Crowder makes free throw 1 of 2,,99,112
419,4,1:00.0,,D. Hilliard enters the game for P. Mills,99,112
420,4,1:00.0,,J. Lauvergne enters the game for L. Aldridge,99,112
421,4,1:00.0,J. Crowder makes free throw 2 of 2,,100,112
422,4,0:49.0,,D. Murray makes 2-pt jump shot from 15 ft,100,114
423,4,0:42.0,D. Rose makes 2-pt jump shot from 20 ft,,102,114
424,4,0:26.0,,J. Lauvergne misses 2-pt hook shot from 6 ft,102,114
425,4,0:23.0,Defensive rebound by C. Osman,,102,114
426,4,0:17.0,Turnover by D. Rose (bad pass; steal by D. Murray),,102,114
