,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MINNESOTA_ACTION,LA CLIPPERS_SCORE,MINNESOTA_SCORE
49,1,5:20.0,,Defensive rebound by G. Dieng,15,21
50,1,5:05.0,,T. Gibson misses 2-pt jump shot from 7 ft,15,21
51,1,5:01.0,Defensive rebound by D. Jordan,,15,21
52,1,4:55.0,L. Williams misses 3-pt jump shot from 23 ft,,15,21
53,1,4:47.0,Offensive rebound by D. Jordan,,15,21
54,1,4:47.0,D. Jordan makes 2-pt layup at rim,,17,21
55,1,4:32.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by A. Wiggins),17,23
56,1,4:11.0,W. Johnson misses 2-pt jump shot from 16 ft,,17,23
57,1,4:07.0,,Defensive rebound by G. Dieng,17,23
58,1,3:55.0,,J. Butler makes 2-pt jump shot from 10 ft,17,25
59,1,3:38.0,S. Dekker makes 3-pt jump shot from 22 ft (assist by L. Williams),,20,25
60,1,3:20.0,,A. Wiggins misses 3-pt jump shot from 25 ft,20,25
61,1,3:17.0,Defensive rebound by W. Johnson,,20,25
62,1,3:10.0,W. Johnson misses 3-pt jump shot from 22 ft,,20,25
63,1,3:06.0,,Defensive rebound by J. Butler,20,25
64,1,3:02.0,,J. Teague misses 3-pt jump shot from 22 ft,20,25
65,1,3:02.0,,Offensive rebound by Team,20,25
66,1,3:00.0,Loose ball foul by D. Jordan (drawn by J. Butler),,20,25
67,1,3:00.0,,J. Crawford enters the game for J. Butler,20,25
68,1,3:00.0,M. Harrell enters the game for D. Jordan,,20,25
69,1,3:00.0,S. Thornwell enters the game for W. Johnson,,20,25
70,1,2:49.0,,A. Wiggins misses 2-pt jump shot from 17 ft,20,25
71,1,2:46.0,Defensive rebound by S. Thornwell,,20,25
72,1,2:39.0,L. Williams makes 2-pt layup from 1 ft,,22,25
73,1,2:39.0,Shooting foul by G. Dieng (drawn by L. Williams),,22,25
74,1,2:39.0,J. Evans enters the game for A. Rivers,,22,25
75,1,2:39.0,L. Williams makes free throw 1 of 1,,23,25
76,1,2:24.0,,A. Wiggins misses 2-pt layup from 4 ft (block by S. Dekker),23,25
77,1,2:22.0,,Offensive rebound by A. Wiggins,23,25
78,1,2:22.0,,Personal foul by J. Evans (drawn by A. Wiggins),23,25
79,1,2:22.0,,T. Jones enters the game for J. Teague,23,25
80,1,2:09.0,,A. Wiggins misses 2-pt jump shot from 19 ft,23,25
81,1,2:06.0,Defensive rebound by S. Dekker,,23,25
82,1,1:48.0,S. Dekker misses 3-pt jump shot from 25 ft,,23,25
83,1,1:45.0,,Defensive rebound by T. Jones,23,25
84,1,1:37.0,,J. Crawford misses 2-pt jump shot from 16 ft,23,25
85,1,1:34.0,Defensive rebound by J. Evans,,23,25
86,1,1:30.0,Shooting foul by J. Crawford (drawn by S. Dekker),,23,25
87,1,1:30.0,S. Dekker misses free throw 1 of 2,,23,25
88,1,1:30.0,Offensive rebound by Team,,23,25
89,1,1:30.0,S. Dekker makes free throw 2 of 2,,24,25
90,1,1:15.0,,Shooting foul by S. Thornwell (drawn by A. Wiggins),24,25
91,1,1:15.0,,A. Wiggins makes free throw 1 of 2,24,26
92,1,1:15.0,,A. Wiggins makes free throw 2 of 2,24,27
93,1,1:06.0,L. Williams makes 2-pt jump shot from 10 ft,,26,27
94,1,1:06.0,Shooting foul by G. Dieng (drawn by L. Williams),,26,27
95,1,1:06.0,L. Williams makes free throw 1 of 1,,27,27
96,1,0:50.0,,J. Crawford misses 3-pt jump shot from 22 ft,27,27
97,1,0:47.0,Defensive rebound by M. Harrell,,27,27
98,1,0:43.0,Turnover by L. Williams (bad pass; steal by G. Dieng),,27,27
99,1,0:36.0,,Shooting foul by M. Harrell (drawn by T. Jones),27,27
100,1,0:36.0,,T. Jones makes free throw 1 of 2,27,28
101,1,0:36.0,,T. Jones makes free throw 2 of 2,27,29
102,1,0:15.0,S. Dekker misses 2-pt jump shot from 20 ft,,27,29
103,1,0:12.0,,Defensive rebound by T. Gibson,27,29
104,1,0:01.0,,J. Crawford makes 2-pt jump shot from 7 ft,27,31
105,2,11:37.0,,Shooting foul by S. Thornwell (drawn by J. Butler),27,31
106,2,11:37.0,,J. Butler makes free throw 1 of 2,27,32
107,2,11:37.0,,J. Butler makes free throw 2 of 2,27,33
108,2,11:28.0,Shooting foul by T. Jones (drawn by J. Evans),,27,33
109,2,11:28.0,J. Evans makes free throw 1 of 2,,28,33
110,2,11:28.0,J. Evans makes free throw 2 of 2,,29,33
111,2,11:06.0,,G. Dieng misses 3-pt jump shot from 22 ft,29,33
112,2,11:03.0,Defensive rebound by S. Thornwell,,29,33
113,2,10:58.0,S. Thornwell misses 3-pt jump shot from 24 ft,,29,33
114,2,10:55.0,,Defensive rebound by T. Jones,29,33
115,2,10:49.0,,K. Towns misses 3-pt jump shot from 25 ft,29,33
116,2,10:47.0,Defensive rebound by Team,,29,33
117,2,10:28.0,J. Evans misses 2-pt layup from 5 ft,,29,33
118,2,10:25.0,Offensive rebound by M. Harrell,,29,33
119,2,10:24.0,M. Harrell makes 2-pt layup from 1 ft,,31,33
120,2,10:18.0,,J. Crawford makes 2-pt jump shot from 18 ft,31,35
121,2,9:56.0,M. Harrell misses 2-pt layup from 7 ft,,31,35
122,2,9:52.0,,Defensive rebound by G. Dieng,31,35
123,2,9:43.0,,G. Dieng misses 2-pt jump shot from 16 ft,31,35
124,2,9:41.0,Defensive rebound by L. Williams,,31,35
125,2,9:38.0,Turnover by L. Williams (bad pass),,31,35
126,2,9:38.0,A. Rivers enters the game for J. Evans,,31,35
127,2,9:27.0,,Personal foul by S. Thornwell (drawn by J. Butler),31,35
128,2,9:27.0,W. Johnson enters the game for S. Thornwell,,31,35
129,2,9:14.0,,J. Butler misses 2-pt jump shot from 21 ft,31,35
130,2,9:10.0,Defensive rebound by M. Harrell,,31,35
131,2,9:03.0,M. Harrell misses 2-pt layup from 7 ft,,31,35
132,2,8:58.0,,Defensive rebound by J. Butler,31,35
133,2,8:54.0,,T. Jones makes 3-pt jump shot from 22 ft (assist by J. Butler),31,38
134,2,8:52.0,LA Clippers full timeout,,31,38
135,2,8:52.0,J. Wilson enters the game for M. Harrell,,31,38
136,2,8:38.0,A. Rivers makes 2-pt jump shot from 12 ft,,33,38
137,2,8:38.0,Shooting foul by J. Crawford (drawn by A. Rivers),,33,38
138,2,8:38.0,D. Jordan enters the game for W. Reed,,33,38
139,2,8:38.0,A. Rivers makes free throw 1 of 1,,34,38
140,2,8:22.0,,J. Butler misses 2-pt jump shot from 2 ft (block by W. Johnson),34,38
141,2,8:18.0,,Offensive rebound by J. Butler,34,38
142,2,8:15.0,,J. Crawford misses 3-pt jump shot from 25 ft,34,38
143,2,8:15.0,Defensive rebound by D. Jordan,,34,38
144,2,8:06.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),,36,38
145,2,7:46.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Crawford),36,41
146,2,7:31.0,J. Wilson makes 3-pt jump shot from 25 ft (assist by A. Rivers),,39,41
147,2,7:16.0,,J. Crawford misses 3-pt jump shot from 23 ft,39,41
148,2,7:16.0,Defensive rebound by D. Jordan,,39,41
149,2,7:07.0,Turnover by W. Johnson (bad pass; steal by T. Jones),,39,41
150,2,7:00.0,,K. Towns makes 2-pt layup at rim (assist by T. Jones),39,43
151,2,6:41.0,W. Johnson misses 2-pt jump shot from 18 ft,,39,43
152,2,6:40.0,Offensive rebound by L. Williams,,39,43
153,2,6:37.0,L. Williams misses 2-pt layup at rim,,39,43
154,2,6:36.0,,Defensive rebound by K. Towns,39,43
155,2,6:31.0,,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),39,45
156,2,6:30.0,LA Clippers full timeout,,39,45
157,2,6:30.0,,J. Teague enters the game for T. Jones,39,45
158,2,6:30.0,,T. Gibson enters the game for G. Dieng,39,45
159,2,6:30.0,,A. Wiggins enters the game for J. Butler,39,45
160,2,6:13.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),,41,45
161,2,5:57.0,,K. Towns makes 2-pt layup at rim (assist by J. Teague),41,47
162,2,5:38.0,J. Wilson misses 3-pt jump shot from 23 ft,,41,47
163,2,5:35.0,,Defensive rebound by K. Towns,41,47
164,2,5:19.0,,T. Gibson misses 2-pt hook shot from 8 ft,41,47
165,2,5:17.0,,Offensive rebound by T. Gibson,41,47
166,2,5:03.0,,K. Towns misses 2-pt jump shot from 10 ft,41,47
167,2,5:00.0,,Offensive rebound by T. Gibson,41,47
168,2,4:58.0,,T. Gibson makes 2-pt layup at rim,41,49
169,2,4:39.0,A. Rivers makes 3-pt jump shot from 25 ft,,44,49
170,2,4:28.0,,J. Teague misses 2-pt layup from 1 ft (block by D. Jordan),44,49
171,2,4:26.0,Defensive rebound by A. Rivers,,44,49
172,2,4:18.0,A. Rivers makes 3-pt jump shot from 24 ft,,47,49
173,2,4:01.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),47,52
174,2,3:45.0,Turnover by J. Wilson (traveling),,47,52
175,2,3:45.0,,J. Butler enters the game for J. Crawford,47,52
176,2,3:28.0,,J. Butler misses 3-pt jump shot from 24 ft,47,52
177,2,3:22.0,Defensive rebound by W. Johnson,,47,52
178,2,3:20.0,Turnover by A. Rivers (bad pass),,47,52
179,2,3:07.0,,J. Teague misses 3-pt jump shot from 26 ft,47,52
180,2,3:07.0,Defensive rebound by Team,,47,52
181,2,2:54.0,W. Johnson misses 3-pt jump shot from 23 ft,,47,52
182,2,2:50.0,,Defensive rebound by K. Towns,47,52
183,2,2:46.0,,Personal foul by L. Williams (drawn by J. Butler),47,52
184,2,2:31.0,,Shooting foul by W. Johnson (drawn by J. Butler),47,52
185,2,2:31.0,,J. Butler makes free throw 1 of 2,47,53
186,2,2:31.0,,J. Butler makes free throw 2 of 2,47,54
187,2,2:17.0,W. Johnson misses 2-pt jump shot from 18 ft,,47,54
188,2,2:15.0,Offensive rebound by A. Rivers,,47,54
189,2,2:09.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),,49,54
190,2,1:46.0,,A. Wiggins misses 3-pt jump shot from 23 ft,49,54
191,2,1:42.0,,Offensive rebound by K. Towns,49,54
192,2,1:41.0,,T. Gibson makes 2-pt dunk at rim (assist by K. Towns),49,56
193,2,1:21.0,J. Wilson misses 3-pt jump shot from 22 ft,,49,56
194,2,1:17.0,,Defensive rebound by T. Gibson,49,56
195,2,1:15.0,Offensive charge foul by K. Towns (drawn by J. Wilson),,49,56
196,2,1:15.0,,Turnover by K. Towns (offensive foul),49,56
197,2,1:15.0,,G. Dieng enters the game for K. Towns,49,56
198,2,1:00.0,L. Williams makes 3-pt jump shot from 29 ft (assist by A. Rivers),,52,56
199,2,0:38.0,,Personal foul by D. Jordan (drawn by J. Teague),52,56
200,2,0:38.0,,J. Teague makes free throw 1 of 2,52,57
201,2,0:38.0,,J. Teague makes free throw 2 of 2,52,58
202,2,0:27.0,A. Rivers makes 3-pt jump shot from 25 ft,,55,58
203,2,0:07.0,,G. Dieng misses 3-pt jump shot from 22 ft,55,58
204,2,0:04.0,,Offensive rebound by T. Gibson,55,58
205,2,0:04.0,,T. Gibson makes 2-pt jump shot from 4 ft,55,60
206,3,11:44.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),55,62
207,3,11:22.0,Turnover by C. Williams (bad pass),,55,62
208,3,11:09.0,,A. Wiggins misses 2-pt jump shot from 19 ft,55,62
209,3,11:05.0,Defensive rebound by D. Jordan,,55,62
210,3,10:47.0,J. Wilson makes 3-pt jump shot from 24 ft (assist by A. Rivers),,58,62
211,3,10:23.0,,J. Butler makes 3-pt jump shot from 22 ft (assist by J. Teague),58,65
212,3,10:00.0,Offensive foul by W. Johnson (drawn by K. Towns),,58,65
213,3,10:00.0,Turnover by W. Johnson (offensive foul),,58,65
214,3,9:47.0,,Personal foul by A. Rivers (drawn by K. Towns),58,65
215,3,9:32.0,,Turnover by K. Towns (lost ball; steal by A. Rivers),58,65
216,3,9:27.0,Turnover by A. Rivers (lost ball; steal by J. Butler),,58,65
217,3,9:20.0,,K. Towns misses 2-pt layup from 1 ft,58,65
218,3,9:17.0,,Offensive rebound by K. Towns,58,65
219,3,9:16.0,,K. Towns misses 2-pt layup from 1 ft,58,65
220,3,9:16.0,Defensive rebound by A. Rivers,,58,65
221,3,9:05.0,C. Williams makes 3-pt jump shot from 25 ft,,61,65
222,3,8:51.0,,A. Wiggins misses 3-pt jump shot from 25 ft,61,65
223,3,8:48.0,Defensive rebound by D. Jordan,,61,65
224,3,8:32.0,Turnover by D. Jordan (bad pass; steal by A. Wiggins),,61,65
225,3,8:15.0,,Turnover by J. Butler (bad pass; steal by W. Johnson),61,65
226,3,8:07.0,Shooting foul by J. Butler (drawn by A. Rivers),,61,65
227,3,8:07.0,A. Rivers makes free throw 1 of 2,,62,65
228,3,8:07.0,A. Rivers makes free throw 2 of 2,,63,65
229,3,7:46.0,,J. Teague misses 2-pt jump shot from 5 ft,63,65
230,3,7:43.0,Defensive rebound by D. Jordan,,63,65
231,3,7:42.0,W. Johnson misses 2-pt layup from 2 ft (block by J. Butler),,63,65
232,3,7:41.0,,Defensive rebound by K. Towns,63,65
233,3,7:33.0,,Personal foul by J. Wilson (drawn by J. Butler),63,65
234,3,7:17.0,,A. Wiggins misses 3-pt jump shot from 23 ft,63,65
235,3,7:17.0,Defensive rebound by Team,,63,65
236,3,7:15.0,,Loose ball foul by T. Gibson (drawn by D. Jordan),63,65
237,3,6:57.0,C. Williams misses 2-pt jump shot from 9 ft,,63,65
238,3,6:54.0,Offensive rebound by C. Williams,,63,65
239,3,6:51.0,C. Williams misses 2-pt jump shot from 5 ft,,63,65
240,3,6:51.0,,Defensive rebound by K. Towns,63,65
241,3,6:31.0,,J. Butler misses 3-pt jump shot from 23 ft,63,65
242,3,6:28.0,Defensive rebound by D. Jordan,,63,65
243,3,6:23.0,A. Rivers makes 3-pt jump shot from 24 ft,,66,65
244,3,6:05.0,,A. Wiggins makes 2-pt layup at rim (assist by J. Teague),66,67
245,3,5:42.0,Turnover by W. Johnson (lost ball; steal by K. Towns),,66,67
246,3,5:19.0,,J. Teague misses 2-pt jump shot from 8 ft,66,67
247,3,5:18.0,Defensive rebound by D. Jordan,,66,67
248,3,4:58.0,Turnover by A. Rivers (out of bounds lost ball),,66,67
249,3,4:58.0,,Minnesota full timeout,66,67
250,3,4:58.0,L. Williams enters the game for C. Williams,,66,67
251,3,4:42.0,,Shooting foul by W. Johnson (drawn by K. Towns),66,67
252,3,4:42.0,,K. Towns makes free throw 1 of 2,66,68
253,3,4:42.0,,K. Towns misses free throw 2 of 2,66,68
254,3,4:40.0,Defensive rebound by A. Rivers,,66,68
255,3,4:33.0,W. Johnson misses 2-pt jump shot from 21 ft,,66,68
256,3,4:29.0,Offensive rebound by D. Jordan,,66,68
257,3,4:09.0,Turnover by W. Johnson (bad pass; steal by J. Teague),,66,68
258,3,4:05.0,,J. Teague misses 2-pt layup from 2 ft (block by W. Johnson),66,68
259,3,4:04.0,,Offensive rebound by Team,66,68
260,3,4:04.0,S. Thornwell enters the game for W. Johnson,,66,68
261,3,3:55.0,,Shooting foul by J. Wilson (drawn by A. Wiggins),66,68
262,3,3:55.0,,A. Wiggins makes free throw 1 of 2,66,69
263,3,3:55.0,,G. Dieng enters the game for K. Towns,66,69
264,3,3:55.0,,A. Wiggins makes free throw 2 of 2,66,70
265,3,3:42.0,Shooting foul by J. Teague (drawn by A. Rivers),,66,70
266,3,3:42.0,A. Rivers makes free throw 1 of 3,,67,70
267,3,3:42.0,A. Rivers makes free throw 2 of 3,,68,70
268,3,3:42.0,S. Dekker enters the game for J. Wilson,,68,70
269,3,3:42.0,A. Rivers misses free throw 3 of 3,,68,70
270,3,3:40.0,,Defensive rebound by T. Gibson,68,70
271,3,3:22.0,,J. Butler makes 2-pt layup from 2 ft (assist by G. Dieng),68,72
272,3,3:22.0,,Shooting foul by S. Thornwell (drawn by J. Butler),68,72
273,3,3:22.0,,J. Butler misses free throw 1 of 1,68,72
274,3,3:19.0,,Offensive rebound by T. Gibson,68,72
275,3,3:02.0,,J. Butler makes 2-pt jump shot from 12 ft,68,74
276,3,2:45.0,Turnover by L. Williams (bad pass),,68,74
277,3,2:45.0,LA Clippers full timeout,,68,74
278,3,2:45.0,,J. Crawford enters the game for J. Butler,68,74
279,3,2:45.0,J. Evans enters the game for A. Rivers,,68,74
280,3,2:33.0,,Turnover by G. Dieng (step out of bounds),68,74
281,3,2:24.0,L. Williams makes 2-pt jump shot from 16 ft,,70,74
282,3,2:09.0,,J. Teague misses 2-pt jump shot from 7 ft (block by J. Evans),70,74
283,3,2:09.0,,Offensive rebound by Team,70,74
284,3,2:04.0,,A. Wiggins misses 2-pt jump shot from 10 ft,70,74
285,3,2:02.0,,Offensive rebound by Team,70,74
286,3,2:02.0,Loose ball foul by D. Jordan (drawn by T. Gibson),,70,74
287,3,2:02.0,M. Harrell enters the game for D. Jordan,,70,74
288,3,2:02.0,,T. Gibson makes free throw 1 of 2,70,75
289,3,2:02.0,,T. Jones enters the game for J. Teague,70,75
290,3,2:02.0,,T. Gibson makes free throw 2 of 2,70,76
291,3,1:53.0,L. Williams makes 2-pt jump shot from 13 ft (assist by J. Evans),,72,76
292,3,1:36.0,,A. Wiggins misses 2-pt jump shot from 6 ft (block by S. Dekker),72,76
293,3,1:34.0,Defensive rebound by L. Williams,,72,76
294,3,1:33.0,Turnover by L. Williams (lost ball; steal by G. Dieng),,72,76
295,3,1:26.0,,J. Crawford makes 2-pt layup from 1 ft (assist by G. Dieng),72,78
296,3,1:23.0,Shooting foul by J. Crawford (drawn by M. Harrell),,72,78
297,3,1:23.0,M. Harrell makes free throw 1 of 2,,73,78
298,3,1:23.0,M. Harrell makes free throw 2 of 2,,74,78
299,3,1:04.0,,G. Dieng misses 2-pt jump shot from 10 ft,74,78
300,3,1:01.0,,Offensive rebound by T. Gibson,74,78
301,3,0:52.0,,Turnover by T. Gibson (turnover),74,78
302,3,0:43.0,S. Dekker misses 3-pt jump shot from 24 ft,,74,78
303,3,0:39.0,Offensive rebound by M. Harrell,,74,78
304,3,0:37.0,L. Williams misses 3-pt jump shot from 24 ft,,74,78
305,3,0:37.0,,Defensive rebound by T. Jones,74,78
306,3,0:28.0,,J. Crawford misses 2-pt jump shot from 23 ft,74,78
307,3,0:25.0,Defensive rebound by J. Evans,,74,78
308,3,0:03.0,Shooting foul by J. Crawford (drawn by M. Harrell),,74,78
309,3,0:03.0,M. Harrell makes free throw 1 of 2,,75,78
310,3,0:03.0,C. Williams enters the game for L. Williams,,75,78
311,3,0:03.0,M. Harrell makes free throw 2 of 2,,76,78
312,3,0:01.0,,T. Gibson misses 2-pt jump shot from 21 ft,76,78
313,3,0:01.0,,Offensive rebound by Team,76,78
314,4,11:47.0,Shooting foul by G. Dieng (drawn by L. Williams),,76,78
315,4,11:47.0,L. Williams makes free throw 1 of 2,,77,78
316,4,11:47.0,L. Williams makes free throw 2 of 2,,78,78
317,4,11:33.0,,G. Dieng makes 2-pt jump shot from 18 ft (assist by J. Butler),78,80
318,4,11:21.0,L. Williams misses 3-pt jump shot from 25 ft,,78,80
319,4,11:19.0,,Defensive rebound by G. Dieng,78,80
320,4,10:58.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by T. Jones),78,83
321,4,10:37.0,S. Thornwell misses 2-pt layup from 3 ft,,78,83
322,4,10:33.0,,Defensive rebound by K. Towns,78,83
323,4,10:27.0,,J. Butler misses 2-pt jump shot from 11 ft,78,83
324,4,10:24.0,,Offensive rebound by G. Dieng,78,83
325,4,10:16.0,,J. Crawford misses 3-pt jump shot from 24 ft,78,83
326,4,10:14.0,Defensive rebound by L. Williams,,78,83
327,4,10:07.0,S. Dekker makes 2-pt layup from 1 ft (assist by L. Williams),,80,83
328,4,9:49.0,,Offensive foul by K. Towns (drawn by M. Harrell),80,83
329,4,9:49.0,,Turnover by K. Towns (offensive foul),80,83
330,4,9:41.0,J. Evans makes 2-pt layup at rim (assist by L. Williams),,82,83
331,4,9:24.0,,T. Jones misses 3-pt jump shot from 25 ft,82,83
332,4,9:20.0,Defensive rebound by Team,,82,83
333,4,9:12.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,84,83
334,4,9:11.0,,Minnesota full timeout,84,83
335,4,9:11.0,,J. Teague enters the game for T. Jones,84,83
336,4,9:11.0,,T. Gibson enters the game for G. Dieng,84,83
337,4,8:49.0,,J. Crawford makes 3-pt jump shot from 26 ft (assist by J. Teague),84,86
338,4,8:35.0,L. Williams makes 3-pt jump shot from 24 ft,,87,86
339,4,8:14.0,,J. Crawford misses 3-pt jump shot from 22 ft,87,86
340,4,8:13.0,Defensive rebound by J. Evans,,87,86
341,4,7:57.0,M. Harrell makes 2-pt layup from 1 ft (assist by J. Evans),,89,86
342,4,7:40.0,,K. Towns misses 2-pt hook shot from 5 ft,89,86
343,4,7:40.0,,Offensive rebound by T. Gibson,89,86
344,4,7:38.0,,Shooting foul by S. Thornwell (drawn by T. Gibson),89,86
345,4,7:38.0,,T. Gibson makes free throw 1 of 2,89,87
346,4,7:38.0,,A. Wiggins enters the game for J. Crawford,89,87
347,4,7:38.0,A. Rivers enters the game for S. Thornwell,,89,87
348,4,7:38.0,D. Jordan enters the game for M. Harrell,,89,87
349,4,7:38.0,,T. Gibson makes free throw 2 of 2,89,88
350,4,7:22.0,S. Dekker misses 3-pt jump shot from 24 ft,,89,88
351,4,7:22.0,,Defensive rebound by Team,89,88
352,4,7:19.0,Loose ball foul by D. Jordan (drawn by T. Gibson),,89,88
353,4,7:19.0,W. Johnson enters the game for J. Evans,,89,88
354,4,7:19.0,J. Wilson enters the game for S. Dekker,,89,88
355,4,7:08.0,,J. Butler makes 2-pt layup from 1 ft,89,90
356,4,7:08.0,,Shooting foul by A. Rivers (drawn by J. Butler),89,90
357,4,7:08.0,,J. Butler makes free throw 1 of 1,89,91
358,4,6:54.0,A. Rivers makes 3-pt jump shot from 25 ft (assist by W. Johnson),,92,91
359,4,6:32.0,,J. Butler misses 2-pt jump shot from 5 ft,92,91
360,4,6:31.0,,Offensive rebound by J. Butler,92,91
361,4,6:31.0,,Shooting foul by L. Williams (drawn by J. Butler),92,91
362,4,6:31.0,,J. Butler makes free throw 1 of 2,92,92
363,4,6:31.0,,J. Butler misses free throw 2 of 2,92,92
364,4,6:29.0,Defensive rebound by J. Wilson,,92,92
365,4,6:21.0,A. Rivers misses 3-pt jump shot from 25 ft,,92,92
366,4,6:17.0,,Defensive rebound by T. Gibson,92,92
367,4,6:02.0,,J. Butler makes 3-pt jump shot from 26 ft,92,95
368,4,6:00.0,LA Clippers full timeout,,92,95
369,4,5:43.0,L. Williams misses 3-pt jump shot from 22 ft,,92,95
370,4,5:41.0,Offensive rebound by D. Jordan,,92,95
371,4,5:40.0,D. Jordan makes 2-pt dunk at rim,,94,95
372,4,5:22.0,,A. Wiggins misses 3-pt jump shot from 24 ft,94,95
373,4,5:22.0,Defensive rebound by A. Rivers,,94,95
374,4,5:12.0,A. Rivers misses 2-pt jump shot from 14 ft,,94,95
375,4,5:12.0,,Defensive rebound by K. Towns,94,95
376,4,4:51.0,,J. Butler makes 2-pt layup from 5 ft,94,97
377,4,4:35.0,L. Williams makes 2-pt layup at rim (assist by A. Rivers),,96,97
378,4,4:12.0,,J. Butler misses 2-pt jump shot from 10 ft,96,97
379,4,4:11.0,,Offensive rebound by Team,96,97
380,4,4:01.0,,J. Butler makes 2-pt jump shot from 7 ft,96,99
381,4,4:01.0,,Shooting foul by A. Rivers (drawn by J. Butler),96,99
382,4,4:01.0,,J. Butler makes free throw 1 of 1,96,100
383,4,3:49.0,J. Wilson misses 3-pt jump shot from 25 ft,,96,100
384,4,3:46.0,,Defensive rebound by Team,96,100
385,4,3:46.0,Loose ball foul by W. Johnson (drawn by T. Gibson),,96,100
386,4,3:46.0,,T. Gibson makes free throw 1 of 2,96,101
387,4,3:46.0,,T. Gibson makes free throw 2 of 2,96,102
