,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CLEVELAND_ACTION,ORLANDO_SCORE,CLEVELAND_SCORE
0,1,11:49.0,N. Vučević makes 2-pt layup at rim (assist by T. Ross),,2,0
1,1,11:33.0,,K. Love misses 2-pt jump shot from 17 ft,2,0
2,1,11:30.0,Defensive rebound by N. Vučević,,2,0
3,1,11:23.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by D. Augustin),,5,0
4,1,11:05.0,,K. Love misses 2-pt hook shot from 4 ft,5,0
5,1,11:02.0,Defensive rebound by D. Augustin,,5,0
6,1,10:57.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by D. Augustin),,8,0
7,1,10:36.0,,J. Calderón misses 3-pt jump shot from 26 ft,8,0
8,1,10:33.0,Defensive rebound by N. Vučević,,8,0
9,1,10:15.0,T. Ross misses 3-pt jump shot from 25 ft,,8,0
10,1,10:11.0,,Defensive rebound by K. Love,8,0
11,1,9:59.0,,L. James makes 2-pt layup at rim,8,2
12,1,9:40.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),,10,2
13,1,9:27.0,,Personal foul by J. Isaac (drawn by K. Love),10,2
14,1,9:21.0,,L. James misses 2-pt layup at rim,10,2
15,1,9:19.0,Defensive rebound by T. Ross,,10,2
16,1,9:12.0,T. Ross makes 2-pt jump shot from 19 ft (assist by N. Vučević),,12,2
17,1,8:57.0,,J. Calderón misses 2-pt jump shot from 16 ft,12,2
18,1,8:54.0,Defensive rebound by D. Augustin,,12,2
19,1,8:38.0,J. Isaac misses 2-pt jump shot from 14 ft,,12,2
20,1,8:35.0,,Defensive rebound by K. Love,12,2
21,1,8:29.0,,J. Crowder misses 2-pt jump shot from 23 ft,12,2
22,1,8:29.0,,Offensive rebound by Team,12,2
23,1,8:21.0,,Turnover by J. Calderón (bad pass; steal by N. Vučević),12,2
24,1,8:08.0,T. Ross misses 3-pt jump shot from 26 ft,,12,2
25,1,8:06.0,,Defensive rebound by K. Love,12,2
26,1,8:02.0,,D. Wade misses 2-pt layup from 1 ft (block by N. Vučević),12,2
27,1,8:02.0,,Offensive rebound by D. Wade,12,2
28,1,8:01.0,,D. Wade makes 2-pt layup from 1 ft,12,4
29,1,7:40.0,T. Ross misses 2-pt jump shot from 20 ft,,12,4
30,1,7:38.0,,Defensive rebound by L. James,12,4
31,1,7:27.0,,D. Wade misses 2-pt jump shot from 16 ft,12,4
32,1,7:25.0,Defensive rebound by J. Isaac,,12,4
33,1,7:19.0,E. Fournier makes 3-pt jump shot from 21 ft (assist by D. Augustin),,15,4
34,1,7:18.0,,Cleveland full timeout,15,4
35,1,6:56.0,,D. Wade misses 2-pt layup from 8 ft,15,4
36,1,6:53.0,Defensive rebound by N. Vučević,,15,4
37,1,6:49.0,E. Fournier misses 2-pt layup from 5 ft (block by J. Crowder),,15,4
38,1,6:49.0,,Defensive rebound by Team,15,4
39,1,6:49.0,,K. Korver enters the game for D. Wade,15,4
40,1,6:49.0,,J. Smith enters the game for J. Calderón,15,4
41,1,6:34.0,,K. Love misses 2-pt jump shot from 23 ft,15,4
42,1,6:31.0,Defensive rebound by J. Isaac,,15,4
43,1,6:17.0,J. Isaac misses 2-pt jump shot from 11 ft,,15,4
44,1,6:14.0,,Defensive rebound by K. Love,15,4
45,1,6:03.0,,K. Love misses 3-pt jump shot from 25 ft,15,4
46,1,6:03.0,Defensive rebound by Team,,15,4
47,1,6:02.0,,Loose ball foul by J. Crowder (drawn by J. Isaac),15,4
48,1,5:49.0,D. Augustin makes 3-pt jump shot from 22 ft (assist by E. Fournier),,18,4
49,1,5:37.0,,Turnover by J. Smith (bad pass; steal by D. Augustin),18,4
50,1,5:27.0,D. Augustin misses 3-pt jump shot from 23 ft,,18,4
51,1,5:22.0,,Defensive rebound by K. Korver,18,4
52,1,5:16.0,,L. James makes 2-pt layup from 1 ft,18,6
53,1,4:58.0,T. Ross misses 3-pt jump shot from 24 ft,,18,6
54,1,4:54.0,Offensive rebound by N. Vučević,,18,6
55,1,4:53.0,N. Vučević makes 2-pt layup at rim,,20,6
56,1,4:37.0,,J. Smith misses 3-pt jump shot from 23 ft,20,6
57,1,4:35.0,Defensive rebound by J. Isaac,,20,6
58,1,4:19.0,E. Fournier makes 2-pt jump shot from 21 ft (assist by D. Augustin),,22,6
59,1,3:52.0,,J. Crowder misses 3-pt jump shot from 26 ft,22,6
60,1,3:51.0,,Offensive rebound by Team,22,6
61,1,3:51.0,Loose ball foul by N. Vučević (drawn by K. Love),,22,6
62,1,3:51.0,,T. Thompson enters the game for K. Love,22,6
63,1,3:51.0,,J. Green enters the game for J. Crowder,22,6
64,1,3:51.0,J. Simmons enters the game for T. Ross,,22,6
65,1,3:47.0,,K. Korver misses 2-pt jump shot from 19 ft,22,6
66,1,3:47.0,,Offensive rebound by Team,22,6
67,1,3:47.0,Loose ball foul by J. Simmons (drawn by J. Green),,22,6
68,1,3:40.0,,J. Green makes 2-pt hook shot from 7 ft,22,8
69,1,3:30.0,N. Vučević misses 3-pt jump shot from 25 ft,,22,8
70,1,3:28.0,,Defensive rebound by L. James,22,8
71,1,3:21.0,,J. Smith misses 2-pt layup from 3 ft (block by N. Vučević),22,8
72,1,3:16.0,,Offensive rebound by T. Thompson,22,8
73,1,3:12.0,,L. James makes 2-pt dunk from 1 ft,22,10
74,1,3:10.0,Orlando full timeout,,22,10
75,1,3:10.0,S. Mack enters the game for J. Isaac,,22,10
76,1,3:10.0,M. Hezonja enters the game for D. Augustin,,22,10
77,1,3:00.0,Personal foul by J. Smith (drawn by E. Fournier),,22,10
78,1,2:52.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by J. Simmons),,25,10
79,1,2:38.0,,T. Thompson misses 2-pt dunk from 3 ft,25,10
80,1,2:35.0,Defensive rebound by M. Hezonja,,25,10
81,1,2:33.0,E. Fournier misses 2-pt jump shot from 21 ft,,25,10
82,1,2:29.0,,Defensive rebound by T. Thompson,25,10
83,1,2:29.0,,Personal foul by E. Fournier (drawn by J. Green),25,10
84,1,2:20.0,,K. Korver misses 2-pt jump shot from 20 ft,25,10
85,1,2:16.0,Defensive rebound by M. Hezonja,,25,10
86,1,2:00.0,S. Mack makes 3-pt jump shot from 27 ft (assist by N. Vučević),,28,10
87,1,1:45.0,,L. James misses 3-pt jump shot from 26 ft,28,10
88,1,1:43.0,Defensive rebound by S. Mack,,28,10
89,1,1:35.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by S. Mack),,30,10
90,1,1:14.0,,L. James makes 2-pt jump shot from 9 ft,30,12
91,1,1:01.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by N. Vučević),,33,12
92,1,0:48.0,,L. James makes 2-pt layup from 1 ft,33,14
93,1,0:48.0,,Shooting foul by N. Vučević (drawn by L. James),33,14
94,1,0:48.0,B. Biyombo enters the game for N. Vučević,,33,14
95,1,0:48.0,,L. James makes free throw 1 of 1,33,15
96,1,0:30.0,Turnover by M. Hezonja (traveling),,33,15
97,1,0:23.0,,L. James makes 2-pt layup from 1 ft,33,17
98,1,0:23.0,,Shooting foul by M. Hezonja (drawn by L. James),33,17
99,1,0:23.0,,L. James makes free throw 1 of 1,33,18
100,1,0:01.0,J. Simmons makes 3-pt jump shot from 25 ft (assist by S. Mack),,36,18
101,2,11:44.0,,Turnover by D. Wade (bad pass),36,18
102,2,11:18.0,M. Hezonja misses 2-pt jump shot from 7 ft,,36,18
103,2,11:15.0,,Defensive rebound by I. Shumpert,36,18
104,2,11:11.0,,Turnover by J. Green (lost ball; steal by S. Mack),36,18
105,2,11:08.0,Shooting foul by I. Shumpert (drawn by A. Afflalo),,36,18
106,2,11:08.0,A. Afflalo makes free throw 1 of 2,,37,18
107,2,11:08.0,A. Afflalo makes free throw 2 of 2,,38,18
108,2,10:55.0,,I. Shumpert misses 2-pt jump shot from 19 ft,38,18
109,2,10:53.0,Defensive rebound by J. Simmons,,38,18
110,2,10:45.0,J. Simmons misses 2-pt jump shot from 13 ft,,38,18
111,2,10:42.0,,Defensive rebound by I. Shumpert,38,18
112,2,10:28.0,,J. Green makes 2-pt jump shot from 18 ft (assist by I. Shumpert),38,20
113,2,10:10.0,Shooting foul by D. Wade (drawn by J. Simmons),,38,20
114,2,10:10.0,J. Simmons makes free throw 1 of 2,,39,20
115,2,10:10.0,J. Simmons makes free throw 2 of 2,,40,20
116,2,9:54.0,,Turnover by J. Smith (bad pass; steal by M. Hezonja),40,20
117,2,9:49.0,Turnover by M. Hezonja (lost ball; steal by J. Green),,40,20
118,2,9:41.0,,J. Green misses 2-pt layup from 1 ft,40,20
119,2,9:39.0,,Offensive rebound by J. Green,40,20
120,2,9:36.0,,J. Green misses 2-pt layup at rim,40,20
121,2,9:35.0,Defensive rebound by S. Mack,,40,20
122,2,9:33.0,S. Mack misses 2-pt jump shot from 16 ft,,40,20
123,2,9:33.0,Offensive rebound by B. Biyombo,,40,20
124,2,9:27.0,B. Biyombo makes 2-pt layup from 2 ft,,42,20
125,2,9:11.0,,Personal foul by J. Simmons (drawn by J. Smith),42,20
126,2,9:02.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by D. Wade),42,22
127,2,8:49.0,Turnover by J. Simmons (bad pass),,42,22
128,2,8:49.0,,K. Love enters the game for J. Smith,42,22
129,2,8:37.0,,Shooting foul by A. Afflalo (drawn by J. Green),42,22
130,2,8:37.0,,J. Green makes free throw 1 of 2,42,23
131,2,8:37.0,,J. Green makes free throw 2 of 2,42,24
132,2,8:16.0,S. Mack misses 2-pt jump shot from 5 ft (block by T. Thompson),,42,24
133,2,8:16.0,,Defensive rebound by K. Love,42,24
134,2,8:10.0,,D. Wade misses 2-pt layup from 4 ft (block by B. Biyombo),42,24
135,2,8:10.0,,Offensive rebound by Team,42,24
136,2,8:02.0,,I. Shumpert makes 2-pt jump shot from 19 ft,42,26
137,2,7:47.0,J. Simmons makes 3-pt jump shot from 25 ft,,45,26
138,2,7:34.0,,Personal foul by M. Hezonja (drawn by K. Love),45,26
139,2,7:34.0,J. Isaac enters the game for M. Hezonja,,45,26
140,2,7:27.0,,K. Love makes 2-pt layup at rim,45,28
141,2,7:10.0,J. Simmons misses 3-pt jump shot from 25 ft,,45,28
142,2,7:07.0,,Defensive rebound by K. Love,45,28
143,2,7:04.0,,D. Wade misses 2-pt jump shot from 19 ft,45,28
144,2,7:04.0,,Offensive rebound by K. Love,45,28
145,2,6:58.0,,K. Love makes 2-pt hook shot from 9 ft,45,30
146,2,6:52.0,Orlando full timeout,,45,30
147,2,6:52.0,,L. James enters the game for D. Wade,45,30
148,2,6:52.0,N. Vučević enters the game for A. Afflalo,,45,30
149,2,6:52.0,D. Augustin enters the game for S. Mack,,45,30
150,2,6:52.0,T. Ross enters the game for B. Biyombo,,45,30
151,2,6:52.0,M. Speights enters the game for J. Simmons,,45,30
152,2,6:30.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by D. Augustin),,47,30
153,2,6:09.0,,K. Love makes 2-pt dunk from 1 ft (assist by L. James),47,32
154,2,5:55.0,T. Ross misses 2-pt jump shot from 11 ft,,47,32
155,2,5:53.0,,Defensive rebound by T. Thompson,47,32
156,2,5:43.0,,I. Shumpert misses 2-pt jump shot from 11 ft,47,32
157,2,5:40.0,Defensive rebound by M. Speights,,47,32
158,2,5:34.0,N. Vučević misses 3-pt jump shot from 25 ft,,47,32
159,2,5:31.0,,Defensive rebound by L. James,47,32
160,2,5:27.0,,K. Love makes 2-pt layup at rim (assist by L. James),47,34
161,2,5:03.0,T. Ross misses 2-pt jump shot from 8 ft,,47,34
162,2,4:58.0,Offensive rebound by J. Isaac,,47,34
163,2,4:58.0,J. Isaac makes 2-pt layup at rim,,49,34
164,2,4:58.0,,Shooting foul by J. Isaac (drawn by L. James),49,34
165,2,4:58.0,,L. James makes free throw 1 of 2,49,35
166,2,4:58.0,,J. Crowder enters the game for J. Green,49,35
167,2,4:58.0,,L. James makes free throw 2 of 2,49,36
168,2,4:46.0,M. Speights makes 3-pt jump shot from 25 ft (assist by D. Augustin),,52,36
169,2,4:28.0,,K. Love misses 3-pt jump shot from 25 ft,52,36
170,2,4:24.0,,Offensive rebound by I. Shumpert,52,36
171,2,4:21.0,,J. Crowder misses 3-pt jump shot from 26 ft,52,36
172,2,4:19.0,,Offensive rebound by T. Thompson,52,36
173,2,4:16.0,,Shooting block foul by J. Isaac (drawn by L. James),52,36
174,2,4:16.0,,L. James misses free throw 1 of 2,52,36
175,2,4:16.0,,Offensive rebound by Team,52,36
176,2,4:16.0,M. Hezonja enters the game for J. Isaac,,52,36
177,2,4:16.0,,L. James makes free throw 2 of 2,52,37
