,QUARTER,TIME_REMAINING,UTAH_ACTION,GOLDEN STATE_ACTION,UTAH_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,,N. Young misses 2-pt jump shot from 18 ft,0,0
1,1,11:40.0,Defensive rebound by J. Ingles,,0,0
2,1,11:19.0,D. Mitchell misses 2-pt jump shot from 20 ft,,0,0
3,1,11:16.0,,Defensive rebound by N. Young,0,0
4,1,10:54.0,,J. McGee makes 2-pt dunk from 1 ft,0,2
5,1,10:39.0,R. Gobert misses 2-pt layup from 2 ft (block by J. McGee),,0,2
6,1,10:37.0,,Defensive rebound by J. McGee,0,2
7,1,10:29.0,,Q. Cook makes 2-pt jump shot from 11 ft (assist by P. McCaw),0,4
8,1,10:15.0,J. Ingles misses 2-pt layup from 6 ft (block by J. McGee),,0,4
9,1,10:08.0,Offensive rebound by D. Favors,,0,4
10,1,10:07.0,J. Ingles makes 3-pt jump shot from 22 ft (assist by D. Favors),,3,4
11,1,9:52.0,,P. McCaw misses 2-pt layup from 2 ft (block by D. Mitchell),3,4
12,1,9:48.0,Defensive rebound by R. Rubio,,3,4
13,1,9:35.0,R. Rubio misses 2-pt layup from 6 ft (block by K. Looney),,3,4
14,1,9:35.0,Offensive rebound by Team,,3,4
15,1,9:34.0,J. Ingles misses 3-pt jump shot from 25 ft,,3,4
16,1,9:33.0,,Defensive rebound by Q. Cook,3,4
17,1,9:26.0,,J. McGee misses 2-pt jump shot from 12 ft,3,4
18,1,9:24.0,Defensive rebound by R. Rubio,,3,4
19,1,9:20.0,Turnover by R. Rubio (traveling),,3,4
20,1,9:04.0,,K. Looney misses 2-pt layup from 7 ft (block by D. Favors),3,4
21,1,9:01.0,Defensive rebound by D. Favors,,3,4
22,1,8:48.0,R. Rubio misses 2-pt jump shot from 18 ft,,3,4
23,1,8:43.0,,Defensive rebound by J. McGee,3,4
24,1,8:37.0,,N. Young misses 3-pt jump shot from 26 ft,3,4
25,1,8:33.0,Defensive rebound by R. Gobert,,3,4
26,1,8:22.0,D. Favors misses 3-pt jump shot from 23 ft,,3,4
27,1,8:18.0,,Defensive rebound by N. Young,3,4
28,1,8:10.0,,Q. Cook makes 2-pt jump shot from 17 ft,3,6
29,1,7:54.0,Turnover by J. Ingles (bad pass; steal by J. McGee),,3,6
30,1,7:50.0,,J. McGee misses 2-pt layup from 1 ft,3,6
31,1,7:48.0,,Offensive rebound by J. McGee,3,6
32,1,7:48.0,,J. McGee misses 2-pt layup from 3 ft,3,6
33,1,7:47.0,,Offensive rebound by P. McCaw,3,6
34,1,7:44.0,Loose ball foul by R. Rubio (drawn by J. McGee),,3,6
35,1,7:30.0,,J. McGee misses 2-pt jump shot from 11 ft,3,6
36,1,7:30.0,Defensive rebound by Team,,3,6
37,1,7:30.0,,Loose ball foul by J. McGee (drawn by R. Gobert),3,6
38,1,7:18.0,J. Ingles misses 2-pt layup from 4 ft,,3,6
39,1,7:15.0,,Defensive rebound by K. Looney,3,6
40,1,7:13.0,,Shooting foul by D. Mitchell (drawn by P. McCaw),3,6
41,1,7:13.0,,P. McCaw makes free throw 1 of 2,3,7
42,1,7:13.0,,P. McCaw makes free throw 2 of 2,3,8
43,1,7:03.0,D. Mitchell makes 2-pt jump shot from 15 ft,,5,8
44,1,6:44.0,,J. McGee makes 2-pt hook shot from 6 ft,5,10
45,1,6:41.0,Utah full timeout,,5,10
46,1,6:41.0,J. Crowder enters the game for D. Favors,,5,10
47,1,6:21.0,D. Mitchell misses 3-pt jump shot from 27 ft,,5,10
48,1,6:19.0,,Defensive rebound by N. Young,5,10
49,1,5:59.0,,P. McCaw misses 2-pt jump shot from 17 ft,5,10
50,1,5:55.0,Defensive rebound by J. Ingles,,5,10
51,1,5:41.0,J. Crowder misses 3-pt jump shot from 26 ft,,5,10
52,1,5:37.0,,Defensive rebound by Q. Cook,5,10
53,1,5:30.0,,Offensive foul by N. Young (drawn by R. Rubio),5,10
54,1,5:30.0,,Turnover by N. Young (offensive foul),5,10
55,1,5:19.0,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),,7,10
56,1,5:19.0,Shooting foul by P. McCaw (drawn by R. Gobert),,7,10
57,1,5:19.0,,A. Iguodala enters the game for P. McCaw,7,10
58,1,5:19.0,,Z. Pachulia enters the game for J. McGee,7,10
59,1,5:19.0,J. Jerebko enters the game for J. Ingles,,7,10
60,1,5:19.0,R. Gobert makes free throw 1 of 1,,8,10
61,1,5:00.0,,N. Young misses 2-pt jump shot from 13 ft,8,10
62,1,4:57.0,,Offensive rebound by Z. Pachulia,8,10
63,1,4:56.0,,N. Young makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),8,12
64,1,4:35.0,Offensive foul by R. Gobert (drawn by A. Iguodala),,8,12
65,1,4:35.0,Turnover by R. Gobert (offensive foul),,8,12
66,1,4:16.0,,K. Looney misses 2-pt jump shot from 15 ft,8,12
67,1,4:13.0,Defensive rebound by J. Jerebko,,8,12
68,1,4:08.0,Personal foul by K. Looney (drawn by R. Gobert),,8,12
69,1,4:08.0,,J. Bell enters the game for K. Looney,8,12
70,1,4:08.0,R. O'Neale enters the game for R. Rubio,,8,12
71,1,4:02.0,D. Mitchell misses 2-pt layup from 3 ft,,8,12
72,1,4:00.0,Offensive rebound by R. Gobert,,8,12
73,1,4:00.0,R. Gobert makes 2-pt dunk at rim,,10,12
74,1,3:41.0,,Q. Cook makes 2-pt jump shot from 19 ft (assist by A. Iguodala),10,14
75,1,3:20.0,J. Jerebko misses 2-pt layup from 2 ft,,10,14
76,1,3:20.0,,Defensive rebound by Team,10,14
77,1,3:14.0,,Golden State full timeout,10,14
78,1,3:14.0,,S. Livingston enters the game for N. Young,10,14
79,1,3:08.0,,Z. Pachulia makes 2-pt layup at rim (assist by Q. Cook),10,16
80,1,2:46.0,Turnover by J. Jerebko (bad pass; steal by J. Bell),,10,16
81,1,2:33.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),10,19
82,1,2:11.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,13,19
83,1,1:54.0,,S. Livingston misses 2-pt hook shot from 10 ft,13,19
84,1,1:51.0,Defensive rebound by R. Gobert,,13,19
85,1,1:33.0,R. Gobert makes 2-pt dunk from 2 ft,,15,19
86,1,1:15.0,,Z. Pachulia misses 2-pt hook shot from 6 ft (block by R. Gobert),15,19
87,1,1:11.0,Defensive rebound by J. Crowder,,15,19
88,1,1:09.0,Shooting foul by J. Bell (drawn by D. Mitchell),,15,19
89,1,1:09.0,D. Mitchell misses free throw 1 of 2,,15,19
90,1,1:09.0,Offensive rebound by Team,,15,19
91,1,1:09.0,D. Favors enters the game for R. Gobert,,15,19
92,1,1:09.0,D. Mitchell makes free throw 2 of 2,,16,19
93,1,0:51.0,D. Exum enters the game for D. Mitchell,,16,19
94,1,0:46.0,,A. Iguodala makes 3-pt jump shot from 27 ft (assist by J. Bell),16,22
95,1,0:34.0,Turnover by D. Exum (bad pass),,16,22
96,1,0:25.0,,J. Bell misses 2-pt jump shot from 12 ft,16,22
97,1,0:23.0,,Offensive rebound by Z. Pachulia,16,22
98,1,0:23.0,,Z. Pachulia misses 2-pt layup from 1 ft,16,22
99,1,0:21.0,,Offensive rebound by Z. Pachulia,16,22
100,1,0:20.0,,Z. Pachulia misses 2-pt layup at rim,16,22
101,1,0:18.0,Defensive rebound by D. Favors,,16,22
102,1,0:03.0,D. Favors makes 2-pt jump shot from 11 ft (assist by D. Exum),,18,22
103,1,0:00.0,,S. Livingston misses 3-pt jump shot from 30 ft,18,22
104,1,0:00.0,,Offensive rebound by Team,18,22
105,2,11:38.0,J. Ingles misses 2-pt jump shot from 18 ft,,18,22
106,2,11:34.0,,Defensive rebound by S. Livingston,18,22
