,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MILWAUKEE_ACTION,SACRAMENTO_SCORE,MILWAUKEE_SCORE
375,4,4:01.0,Z. Randolph misses 3-pt jump shot from 26 ft,,93,100
376,4,3:59.0,,Defensive rebound by E. Bledsoe,93,100
377,4,3:46.0,,M. Brogdon misses 3-pt jump shot from 27 ft,93,100
378,4,3:44.0,,Offensive rebound by T. Snell,93,100
379,4,3:34.0,,T. Snell misses 3-pt jump shot from 24 ft,93,100
380,4,3:30.0,Defensive rebound by F. Mason,,93,100
381,4,3:19.0,G. Temple makes 3-pt jump shot from 23 ft (assist by B. Hield),,96,100
382,4,3:19.0,,Milwaukee full timeout,96,100
383,4,3:19.0,,K. Middleton enters the game for M. Brogdon,96,100
384,4,2:57.0,,Personal foul by B. Bogdanović (drawn by G. Antetokounmpo),96,100
385,4,2:55.0,,Personal foul by B. Bogdanović (drawn by G. Antetokounmpo),96,100
386,4,2:55.0,,G. Antetokounmpo makes free throw 1 of 2,96,101
387,4,2:55.0,,G. Antetokounmpo makes free throw 2 of 2,96,102
388,4,2:43.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,99,102
389,4,2:20.0,,K. Middleton misses 2-pt jump shot from 20 ft,99,102
390,4,2:14.0,Defensive rebound by B. Bogdanović,,99,102
391,4,2:10.0,Turnover by B. Bogdanović (lost ball; steal by E. Bledsoe),,99,102
392,4,2:06.0,,E. Bledsoe misses 2-pt layup at rim,99,102
393,4,2:00.0,,Offensive rebound by K. Middleton,99,102
394,4,1:57.0,,K. Middleton misses 2-pt layup from 2 ft,99,102
395,4,1:57.0,Defensive rebound by G. Temple,,99,102
396,4,1:56.0,Sacramento full timeout,,99,102
397,4,1:43.0,Shooting foul by K. Middleton (drawn by B. Bogdanović),,99,102
398,4,1:43.0,B. Bogdanović makes free throw 1 of 2,,100,102
399,4,1:43.0,B. Bogdanović makes free throw 2 of 2,,101,102
400,4,1:20.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by G. Antetokounmpo),101,104
401,4,0:56.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,101,104
402,4,0:55.0,,Defensive rebound by G. Antetokounmpo,101,104
403,4,0:42.0,,Personal foul by B. Hield (drawn by G. Antetokounmpo),101,104
404,4,0:42.0,,G. Antetokounmpo makes free throw 1 of 2,101,105
405,4,0:42.0,,G. Antetokounmpo makes free throw 2 of 2,101,106
406,4,0:27.0,B. Hield misses 3-pt jump shot from 26 ft,,101,106
407,4,0:26.0,,Defensive rebound by G. Antetokounmpo,101,106
408,4,0:18.0,,Personal take foul by B. Hield (drawn by K. Middleton),101,106
409,4,0:18.0,,K. Middleton makes free throw 1 of 2,101,107
410,4,0:18.0,,K. Middleton makes free throw 2 of 2,101,108
411,4,0:08.0,B. Hield misses 2-pt layup from 5 ft (block by J. Henson),,101,108
412,4,0:05.0,Offensive rebound by B. Hield,,101,108
413,4,0:03.0,B. Hield makes 3-pt jump shot from 23 ft (assist by G. Temple),,104,108
414,4,0:03.0,,Personal foul by F. Mason (drawn by E. Bledsoe),104,108
415,4,0:03.0,,E. Bledsoe makes free throw 1 of 2,104,109
416,4,0:03.0,,E. Bledsoe misses free throw 2 of 2,104,109
417,4,0:03.0,Defensive rebound by G. Temple,,104,109
