,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PORTLAND_ACTION,MEMPHIS_SCORE,PORTLAND_SCORE
0,1,11:37.0,M. Gasol misses 2-pt jump shot from 19 ft,,0,0
1,1,11:34.0,,Defensive rebound by N. Vonleh,0,0
2,1,11:20.0,,J. Nurkić misses 2-pt hook shot from 2 ft,0,0
3,1,11:18.0,,Offensive rebound by N. Vonleh,0,0
4,1,11:17.0,,N. Vonleh makes 2-pt layup from 1 ft,0,2
5,1,11:08.0,Personal foul by D. Lillard (drawn by J. Ennis),,0,2
6,1,10:53.0,Shooting foul by J. Nurkić (drawn by M. Gasol),,0,2
7,1,10:53.0,M. Gasol makes free throw 1 of 2,,1,2
8,1,10:53.0,M. Gasol makes free throw 2 of 2,,2,2
9,1,10:38.0,,Turnover by J. Nurkić (bad pass; steal by D. Brooks),2,2
10,1,10:36.0,Shooting foul by J. Nurkić (drawn by J. Ennis),,2,2
11,1,10:36.0,J. Ennis misses free throw 1 of 2,,2,2
12,1,10:36.0,Offensive rebound by Team,,2,2
13,1,10:36.0,,E. Davis enters the game for J. Nurkić,2,2
14,1,10:36.0,J. Ennis makes free throw 2 of 2,,3,2
15,1,10:20.0,,C. McCollum misses 3-pt jump shot from 24 ft,3,2
16,1,10:16.0,Defensive rebound by J. Ennis,,3,2
17,1,10:11.0,D. Brooks misses 3-pt jump shot from 23 ft,,3,2
18,1,10:08.0,,Defensive rebound by D. Lillard,3,2
19,1,9:58.0,,D. Lillard misses 2-pt layup from 1 ft,3,2
20,1,9:57.0,Defensive rebound by J. Martin,,3,2
21,1,9:48.0,M. Conley misses 3-pt jump shot from 25 ft,,3,2
22,1,9:45.0,,Defensive rebound by N. Vonleh,3,2
23,1,9:27.0,,E. Davis misses 2-pt layup from 2 ft (block by J. Martin),3,2
24,1,9:27.0,,Offensive rebound by Team,3,2
25,1,9:22.0,,N. Vonleh misses 2-pt hook shot from 8 ft,3,2
26,1,9:20.0,,E. Davis misses 2-pt layup from 3 ft (block by J. Ennis),3,2
27,1,9:19.0,,Offensive rebound by E. Davis,3,2
28,1,9:14.0,Defensive rebound by Team,,3,2
29,1,9:10.0,M. Gasol misses 3-pt jump shot from 25 ft,,3,2
30,1,9:08.0,Offensive rebound by J. Ennis,,3,2
31,1,8:59.0,Turnover by M. Gasol (lost ball; steal by D. Lillard),,3,2
32,1,8:50.0,,D. Lillard misses 2-pt layup from 1 ft,3,2
33,1,8:47.0,,Offensive rebound by E. Davis,3,2
34,1,8:45.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by E. Davis),3,5
35,1,8:28.0,M. Conley misses 2-pt jump shot from 19 ft,,3,5
36,1,8:26.0,,Defensive rebound by M. Harkless,3,5
37,1,8:16.0,,C. McCollum misses 2-pt jump shot from 15 ft (block by D. Brooks),3,5
38,1,8:11.0,Defensive rebound by J. Martin,,3,5
39,1,8:10.0,J. Ennis makes 2-pt dunk from 1 ft (assist by D. Brooks),,5,5
40,1,7:41.0,,C. McCollum misses 2-pt jump shot from 8 ft,5,5
41,1,7:39.0,,Offensive rebound by N. Vonleh,5,5
42,1,7:28.0,,Personal foul by J. Ennis (drawn by N. Vonleh),5,5
43,1,7:20.0,,M. Harkless misses 3-pt jump shot from 23 ft,5,5
44,1,7:18.0,Defensive rebound by M. Gasol,,5,5
45,1,7:12.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),,8,5
46,1,6:46.0,,C. McCollum makes 3-pt jump shot from 24 ft,8,8
47,1,6:28.0,J. Martin makes 3-pt jump shot from 23 ft (assist by M. Conley),,11,8
48,1,6:07.0,,D. Lillard misses 2-pt jump shot from 19 ft,11,8
49,1,6:06.0,Defensive rebound by Team,,11,8
50,1,6:06.0,,Portland full timeout,11,8
51,1,5:54.0,D. Brooks misses 2-pt layup from 1 ft,,11,8
52,1,5:52.0,,Defensive rebound by N. Vonleh,11,8
53,1,5:32.0,,Turnover by D. Lillard (bad pass),11,8
54,1,5:32.0,C. Parsons enters the game for J. Martin,,11,8
55,1,5:32.0,T. Evans enters the game for D. Brooks,,11,8
56,1,5:20.0,Personal foul by E. Davis (drawn by M. Gasol),,11,8
57,1,5:20.0,M. Chalmers enters the game for M. Conley,,11,8
58,1,5:06.0,M. Chalmers makes 3-pt jump shot from 26 ft (assist by M. Gasol),,14,8
59,1,4:47.0,,C. McCollum misses 3-pt jump shot from 24 ft,14,8
60,1,4:44.0,Defensive rebound by T. Evans,,14,8
61,1,4:31.0,M. Gasol makes 2-pt hook shot from 4 ft (assist by M. Chalmers),,16,8
62,1,4:16.0,,C. McCollum makes 2-pt layup from 1 ft,16,10
63,1,4:09.0,T. Evans misses 2-pt layup from 1 ft,,16,10
64,1,4:04.0,,Defensive rebound by E. Davis,16,10
65,1,3:55.0,,Personal foul by T. Evans (drawn by D. Lillard),16,10
66,1,3:55.0,,E. Turner enters the game for C. McCollum,16,10
67,1,3:55.0,,P. Connaughton enters the game for M. Harkless,16,10
68,1,3:55.0,D. Brooks enters the game for J. Ennis,,16,10
69,1,3:49.0,,E. Turner misses 2-pt jump shot from 12 ft,16,10
70,1,3:47.0,Defensive rebound by C. Parsons,,16,10
71,1,3:35.0,M. Gasol misses 2-pt jump shot from 3 ft,,16,10
72,1,3:32.0,Offensive rebound by D. Brooks,,16,10
73,1,3:32.0,D. Brooks misses 2-pt layup at rim,,16,10
74,1,3:31.0,,Defensive rebound by N. Vonleh,16,10
75,1,3:27.0,,D. Lillard misses 2-pt jump shot from 3 ft,16,10
76,1,3:23.0,,Offensive rebound by N. Vonleh,16,10
77,1,3:23.0,,N. Vonleh makes 2-pt dunk at rim,16,12
78,1,3:02.0,D. Brooks misses 2-pt layup from 2 ft,,16,12
79,1,3:00.0,Offensive rebound by C. Parsons,,16,12
80,1,3:00.0,C. Parsons misses 2-pt layup at rim,,16,12
81,1,3:00.0,Offensive rebound by Team,,16,12
82,1,3:00.0,B. Wright enters the game for M. Gasol,,16,12
83,1,2:53.0,Shooting foul by P. Connaughton (drawn by B. Wright),,16,12
84,1,2:53.0,Memphis full timeout,,16,12
85,1,2:53.0,B. Wright makes free throw 1 of 2,,17,12
86,1,2:53.0,B. Wright makes free throw 2 of 2,,18,12
87,1,2:41.0,,P. Connaughton makes 2-pt jump shot from 22 ft (assist by E. Turner),18,14
88,1,2:25.0,C. Parsons misses 3-pt jump shot from 23 ft,,18,14
89,1,2:23.0,,Defensive rebound by E. Turner,18,14
90,1,2:11.0,,Turnover by N. Vonleh (step out of bounds),18,14
91,1,1:51.0,M. Chalmers makes 2-pt hook shot from 5 ft,,20,14
92,1,1:36.0,,D. Lillard misses 3-pt jump shot from 25 ft,20,14
93,1,1:32.0,Defensive rebound by B. Wright,,20,14
94,1,1:20.0,Shooting foul by E. Turner (drawn by T. Evans),,20,14
95,1,1:20.0,T. Evans misses free throw 1 of 2,,20,14
96,1,1:20.0,Offensive rebound by Team,,20,14
97,1,1:20.0,,C. McCollum enters the game for D. Lillard,20,14
98,1,1:20.0,,S. Napier enters the game for N. Vonleh,20,14
99,1,1:20.0,T. Evans makes free throw 2 of 2,,21,14
100,1,1:08.0,,E. Turner makes 2-pt jump shot from 16 ft,21,16
101,1,0:56.0,C. Parsons misses 2-pt jump shot from 2 ft,,21,16
102,1,0:52.0,,Defensive rebound by P. Connaughton,21,16
103,1,0:52.0,,Turnover by E. Turner (out of bounds lost ball),21,16
104,1,0:39.0,Turnover by T. Evans (bad pass; steal by C. McCollum),,21,16
105,1,0:32.0,,C. McCollum makes 2-pt layup from 1 ft,21,18
106,1,0:29.0,Turnover by M. Chalmers (lost ball; steal by E. Davis),,21,18
107,1,0:10.0,,C. McCollum makes 2-pt layup from 2 ft,21,20
108,1,0:10.0,,Shooting foul by C. Parsons (drawn by C. McCollum),21,20
109,1,0:10.0,,C. McCollum makes free throw 1 of 1,21,21
110,1,0:00.0,Shooting foul by E. Davis (drawn by T. Evans),,21,21
111,1,0:00.0,T. Evans makes free throw 1 of 2,,22,21
112,1,0:00.0,T. Evans makes free throw 2 of 2,,23,21
113,2,11:43.0,,Shooting foul by C. Parsons (drawn by E. Turner),23,21
114,2,11:43.0,,E. Turner makes free throw 1 of 2,23,22
115,2,11:43.0,,N. Vonleh enters the game for E. Davis,23,22
116,2,11:43.0,,E. Turner makes free throw 2 of 2,23,23
117,2,11:31.0,B. Wright makes 2-pt layup from 2 ft (assist by T. Evans),,25,23
118,2,11:17.0,,S. Napier makes 2-pt layup at rim (assist by C. McCollum),25,25
119,2,11:03.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by T. Evans),,28,25
120,2,10:35.0,,Shooting foul by T. Evans (drawn by P. Connaughton),28,25
121,2,10:35.0,,P. Connaughton makes free throw 1 of 2,28,26
122,2,10:35.0,J. Martin enters the game for C. Parsons,,28,26
123,2,10:35.0,,P. Connaughton makes free throw 2 of 2,28,27
124,2,10:18.0,Shooting foul by N. Vonleh (drawn by B. Wright),,28,27
125,2,10:18.0,B. Wright misses free throw 1 of 2,,28,27
126,2,10:18.0,Offensive rebound by Team,,28,27
127,2,10:18.0,B. Wright makes free throw 2 of 2,,29,27
128,2,10:00.0,,C. McCollum misses 3-pt jump shot from 26 ft,29,27
129,2,9:58.0,Defensive rebound by T. Evans,,29,27
130,2,9:42.0,J. Martin misses 3-pt jump shot from 24 ft,,29,27
131,2,9:40.0,,Defensive rebound by P. Connaughton,29,27
132,2,9:33.0,,E. Turner makes 2-pt jump shot from 14 ft,29,29
133,2,9:06.0,T. Evans misses 2-pt layup from 1 ft,,29,29
134,2,9:05.0,,Defensive rebound by E. Turner,29,29
135,2,8:56.0,,P. Connaughton misses 3-pt jump shot from 25 ft,29,29
136,2,8:53.0,Defensive rebound by M. Chalmers,,29,29
137,2,8:39.0,M. Gasol enters the game for T. Evans,,29,29
138,2,8:39.0,J. Ennis enters the game for B. Wright,,29,29
139,2,8:33.0,Turnover by J. Martin (turnover; steal by N. Vonleh),,29,29
140,2,8:18.0,,S. Napier makes 2-pt layup from 4 ft,29,31
141,2,8:00.0,J. Ennis makes 2-pt jump shot from 15 ft,,31,31
142,2,7:53.0,,Personal foul by D. Brooks (drawn by N. Vonleh),31,31
143,2,7:53.0,,J. Nurkić enters the game for N. Vonleh,31,31
144,2,7:41.0,,S. Napier misses 2-pt layup from 1 ft (block by M. Gasol),31,31
145,2,7:41.0,,Offensive rebound by Team,31,31
146,2,7:41.0,,Portland full timeout,31,31
147,2,7:37.0,,E. Turner misses 2-pt jump shot from 21 ft,31,31
148,2,7:33.0,Defensive rebound by D. Brooks,,31,31
149,2,7:18.0,D. Brooks makes 2-pt jump shot from 14 ft (assist by M. Gasol),,33,31
150,2,7:00.0,,J. Nurkić makes 2-pt jump shot from 6 ft (assist by E. Turner),33,33
151,2,6:49.0,D. Brooks misses 2-pt layup from 2 ft (block by P. Connaughton),,33,33
152,2,6:49.0,,Defensive rebound by Team,33,33
153,2,6:49.0,Loose ball foul by J. Martin (drawn by J. Nurkić),,33,33
154,2,6:49.0,,D. Lillard enters the game for C. McCollum,33,33
155,2,6:49.0,,M. Harkless enters the game for P. Connaughton,33,33
156,2,6:49.0,M. Conley enters the game for M. Chalmers,,33,33
157,2,6:29.0,,D. Lillard misses 3-pt jump shot from 26 ft,33,33
158,2,6:25.0,Defensive rebound by J. Martin,,33,33
159,2,6:15.0,M. Conley misses 2-pt layup from 1 ft,,33,33
160,2,6:10.0,Offensive rebound by J. Martin,,33,33
161,2,6:10.0,J. Martin makes 2-pt layup at rim,,35,33
162,2,6:04.0,,Turnover by E. Turner (palming),35,33
163,2,5:53.0,Turnover by M. Conley (bad pass; steal by J. Nurkić),,35,33
164,2,5:46.0,,Turnover by D. Lillard (bad pass; steal by D. Brooks),35,33
165,2,5:33.0,M. Gasol makes 2-pt jump shot from 8 ft (assist by M. Conley),,37,33
166,2,5:24.0,,Personal foul by J. Martin (drawn by E. Turner),37,33
167,2,5:24.0,,E. Turner makes free throw 1 of 2,37,34
168,2,5:24.0,T. Evans enters the game for D. Brooks,,37,34
169,2,5:24.0,,E. Turner makes free throw 2 of 2,37,35
170,2,5:07.0,T. Evans misses 3-pt jump shot from 22 ft,,37,35
171,2,5:00.0,,Defensive rebound by S. Napier,37,35
172,2,4:53.0,,J. Nurkić misses 2-pt jump shot from 15 ft,37,35
173,2,4:51.0,Defensive rebound by J. Martin,,37,35
174,2,4:38.0,M. Conley misses 2-pt jump shot from 13 ft,,37,35
175,2,4:34.0,Offensive rebound by J. Martin,,37,35
176,2,4:34.0,J. Martin misses 2-pt layup at rim,,37,35
177,2,4:34.0,,Defensive rebound by J. Nurkić,37,35
178,2,4:21.0,,Turnover by S. Napier (bad pass; steal by M. Conley),37,35
179,2,4:16.0,T. Evans makes 2-pt layup at rim (assist by M. Conley),,39,35
180,2,4:05.0,,D. Lillard misses 3-pt jump shot from 29 ft,39,35
181,2,4:02.0,Defensive rebound by J. Martin,,39,35
182,2,3:50.0,J. Ennis makes 2-pt layup from 2 ft,,41,35
183,2,3:30.0,,Turnover by J. Nurkić (lost ball; steal by T. Evans),41,35
184,2,3:27.0,Turnover by T. Evans (bad pass),,41,35
185,2,3:12.0,,D. Lillard makes 2-pt layup at rim,41,37
186,2,2:59.0,M. Gasol misses 3-pt jump shot from 26 ft,,41,37
187,2,2:58.0,,Defensive rebound by J. Nurkić,41,37
188,2,2:41.0,,S. Napier makes 3-pt jump shot from 24 ft (assist by E. Turner),41,40
189,2,2:34.0,Memphis full timeout,,41,40
190,2,2:34.0,,C. McCollum enters the game for S. Napier,41,40
191,2,2:34.0,C. Parsons enters the game for J. Martin,,41,40
192,2,2:34.0,D. Brooks enters the game for J. Ennis,,41,40
193,2,2:25.0,Turnover by M. Gasol (lost ball; steal by C. McCollum),,41,40
194,2,2:17.0,,Shooting foul by D. Brooks (drawn by D. Lillard),41,40
195,2,2:17.0,,D. Lillard makes free throw 1 of 3,41,41
196,2,2:17.0,,D. Lillard makes free throw 2 of 3,41,42
197,2,2:17.0,,D. Lillard makes free throw 3 of 3,41,43
198,2,2:02.0,M. Gasol makes 2-pt jump shot from 14 ft,,43,43
199,2,1:36.0,,Personal foul by C. Parsons (drawn by C. McCollum),43,43
200,2,1:36.0,,C. McCollum makes free throw 1 of 2,43,44
201,2,1:36.0,,C. McCollum misses free throw 2 of 2,43,44
202,2,1:34.0,Defensive rebound by M. Gasol,,43,44
203,2,1:21.0,Turnover by C. Parsons (lost ball; steal by M. Harkless),,43,44
204,2,1:17.0,,C. McCollum makes 2-pt jump shot from 2 ft,43,46
205,2,1:07.0,T. Evans makes 2-pt layup from 2 ft,,45,46
206,2,1:00.0,,D. Lillard makes 2-pt layup at rim,45,48
207,2,0:49.0,M. Conley misses 2-pt layup from 1 ft,,45,48
208,2,0:47.0,,Defensive rebound by D. Lillard,45,48
209,2,0:30.0,,D. Lillard misses 2-pt jump shot from 12 ft,45,48
210,2,0:27.0,,Offensive rebound by D. Lillard,45,48
211,2,0:24.0,,Turnover by D. Lillard (bad pass; steal by M. Conley),45,48
212,2,0:19.0,T. Evans makes 2-pt layup from 1 ft (assist by M. Conley),,47,48
