,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,WASHINGTON_ACTION,LA LAKERS_SCORE,WASHINGTON_SCORE
387,4,8:05.0,J. Hart misses 2-pt layup at rim,,82,93
388,4,8:03.0,Offensive rebound by J. Randle,,82,93
389,4,7:57.0,J. Randle makes 2-pt dunk from 1 ft (assist by T. Ennis),,84,93
390,4,7:40.0,,J. Wall makes 2-pt layup at rim,84,95
391,4,7:27.0,Offensive foul by J. Randle (drawn by J. Meeks),,84,95
392,4,7:27.0,Turnover by J. Randle (offensive foul),,84,95
393,4,7:27.0,,B. Beal enters the game for J. Meeks,84,95
394,4,7:12.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by M. Gortat),84,98
395,4,6:49.0,Personal foul by J. Wall (drawn by T. Ennis),,84,98
396,4,6:38.0,Turnover by J. Clarkson (lost ball; steal by K. Oubre),,84,98
397,4,6:32.0,,Shooting foul by J. Hart (drawn by J. Wall),84,98
398,4,6:32.0,,J. Wall makes free throw 1 of 2,84,99
399,4,6:32.0,L. Ball enters the game for J. Clarkson,,84,99
400,4,6:32.0,K. Caldwell-Pope enters the game for T. Ennis,,84,99
401,4,6:32.0,,J. Wall makes free throw 2 of 2,84,100
402,4,6:18.0,Shooting foul by J. Wall (drawn by L. Ball),,84,100
403,4,6:18.0,L. Ball misses free throw 1 of 3,,84,100
404,4,6:18.0,Offensive rebound by Team,,84,100
405,4,6:18.0,L. Ball makes free throw 2 of 3,,85,100
406,4,6:18.0,L. Ball makes free throw 3 of 3,,86,100
407,4,6:01.0,,J. Wall makes 2-pt jump shot from 18 ft,86,102
408,4,5:47.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,86,102
409,4,5:44.0,,Defensive rebound by J. Wall,86,102
410,4,5:44.0,Loose ball foul by J. Hart (drawn by J. Wall),,86,102
411,4,5:24.0,,J. Wall misses 2-pt jump shot from 16 ft,86,102
412,4,5:19.0,,Offensive rebound by O. Porter,86,102
413,4,5:17.0,,K. Oubre misses 3-pt jump shot from 25 ft,86,102
414,4,5:17.0,,Offensive rebound by O. Porter,86,102
415,4,5:13.0,,B. Beal misses 3-pt jump shot from 26 ft,86,102
416,4,5:05.0,Defensive rebound by J. Randle,,86,102
417,4,5:03.0,L. Ball misses 3-pt jump shot from 27 ft,,86,102
418,4,4:58.0,,Defensive rebound by K. Oubre,86,102
419,4,4:48.0,,J. Wall misses 2-pt layup from 1 ft,86,102
420,4,4:44.0,Defensive rebound by J. Hart,,86,102
421,4,4:42.0,Shooting foul by M. Gortat (drawn by K. Caldwell-Pope),,86,102
422,4,4:42.0,K. Caldwell-Pope misses free throw 1 of 3,,86,102
423,4,4:42.0,Offensive rebound by Team,,86,102
424,4,4:42.0,K. Caldwell-Pope makes free throw 2 of 3,,87,102
425,4,4:42.0,K. Caldwell-Pope makes free throw 3 of 3,,88,102
426,4,4:30.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),88,104
427,4,4:17.0,J. Hart misses 3-pt jump shot from 23 ft,,88,104
428,4,4:14.0,,Defensive rebound by J. Wall,88,104
429,4,4:11.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),88,106
430,4,4:11.0,Violation by J. Randle (def goaltending),,88,106
431,4,4:11.0,LA Lakers full timeout,,88,106
432,4,4:11.0,K. Kuzma enters the game for J. Hart,,88,106
433,4,3:58.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,88,106
434,4,3:53.0,,Defensive rebound by K. Oubre,88,106
435,4,3:33.0,,Shooting foul by J. Randle (drawn by B. Beal),88,106
436,4,3:33.0,,B. Beal misses free throw 1 of 3,88,106
437,4,3:33.0,,Offensive rebound by Team,88,106
438,4,3:33.0,,B. Beal makes free throw 2 of 3,88,107
439,4,3:33.0,,J. Meeks enters the game for O. Porter,88,107
440,4,3:33.0,,B. Beal makes free throw 3 of 3,88,108
441,4,3:21.0,L. Ball misses 3-pt jump shot from 26 ft,,88,108
442,4,3:21.0,,Defensive rebound by J. Wall,88,108
443,4,3:06.0,,Offensive foul by B. Beal (drawn by L. Ball),88,108
444,4,3:06.0,,Turnover by B. Beal (offensive foul),88,108
445,4,3:06.0,,T. Frazier enters the game for J. Wall,88,108
446,4,3:06.0,,T. Satoranský enters the game for B. Beal,88,108
447,4,3:06.0,,M. Scott enters the game for M. Gortat,88,108
448,4,3:06.0,T. Ennis enters the game for K. Caldwell-Pope,,88,108
449,4,3:06.0,V. Blue enters the game for L. Ball,,88,108
450,4,3:06.0,C. Brewer enters the game for B. Ingram,,88,108
451,4,3:06.0,I. Zubac enters the game for J. Randle,,88,108
452,4,2:51.0,V. Blue makes 2-pt layup at rim,,90,108
453,4,2:35.0,,M. Scott misses 2-pt layup from 2 ft (block by C. Brewer),90,108
454,4,2:31.0,Defensive rebound by T. Ennis,,90,108
455,4,2:29.0,T. Ennis misses 2-pt layup from 1 ft,,90,108
456,4,2:29.0,Offensive rebound by I. Zubac,,90,108
457,4,2:22.0,I. Zubac makes 2-pt layup at rim,,92,108
458,4,2:13.0,,K. Oubre misses 3-pt jump shot from 26 ft,92,108
459,4,2:09.0,Defensive rebound by C. Brewer,,92,108
460,4,2:06.0,,Offensive charge foul by C. Brewer (drawn by T. Frazier),92,108
461,4,2:06.0,Turnover by C. Brewer (offensive foul),,92,108
462,4,1:56.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by T. Frazier),92,111
463,4,1:43.0,I. Zubac misses 2-pt hook shot from 8 ft,,92,111
464,4,1:42.0,Offensive rebound by K. Kuzma,,92,111
465,4,1:42.0,Personal foul by K. Oubre (drawn by K. Kuzma),,92,111
466,4,1:42.0,K. Kuzma misses free throw 1 of 2,,92,111
467,4,1:42.0,Offensive rebound by Team,,92,111
468,4,1:42.0,K. Kuzma makes free throw 2 of 2,,93,111
469,4,1:27.0,,Turnover by M. Scott (bad pass; steal by T. Ennis),93,111
470,4,1:23.0,K. Kuzma makes 2-pt layup at rim (assist by C. Brewer),,95,111
471,4,0:58.0,,Turnover by Team (shot clock),95,111
472,4,0:47.0,T. Ennis misses 3-pt jump shot from 27 ft,,95,111
473,4,0:44.0,,Defensive rebound by Team,95,111
474,4,0:28.0,,K. Oubre misses 2-pt jump shot from 1 ft,95,111
475,4,0:25.0,Defensive rebound by I. Zubac,,95,111
476,4,0:20.0,V. Blue misses 2-pt layup from 1 ft,,95,111
477,4,0:16.0,,Defensive rebound by M. Scott,95,111
