,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
241,3,8:37.0,,D. Valentine misses 2-pt jump shot from 13 ft,52,70
242,3,8:35.0,Defensive rebound by Team,,52,70
243,3,8:35.0,J. Isaac enters the game for M. Hezonja,,52,70
244,3,8:17.0,J. Simmons misses 3-pt jump shot from 25 ft,,52,70
245,3,8:13.0,,Defensive rebound by R. Lopez,52,70
246,3,7:51.0,,L. Markkanen misses 3-pt jump shot from 27 ft,52,70
247,3,7:48.0,Defensive rebound by N. Vučević,,52,70
248,3,7:42.0,E. Payton misses 2-pt jump shot from 15 ft,,52,70
249,3,7:38.0,,Defensive rebound by L. Markkanen,52,70
250,3,7:31.0,,R. Lopez misses 2-pt hook shot from 8 ft,52,70
251,3,7:29.0,Defensive rebound by N. Vučević,,52,70
252,3,7:25.0,E. Payton makes 2-pt layup from 4 ft (assist by N. Vučević),,54,70
253,3,7:04.0,,K. Dunn makes 2-pt layup from 1 ft (assist by J. Holiday),54,72
254,3,7:04.0,,Shooting foul by N. Vučević (drawn by K. Dunn),54,72
255,3,7:04.0,,K. Dunn makes free throw 1 of 1,54,73
256,3,6:49.0,Def 3 sec tech foul by D. Valentine,,54,73
257,3,6:49.0,N. Vučević makes technical free throw,,55,73
258,3,6:37.0,W. Iwundu misses 2-pt jump shot from 21 ft,,55,73
259,3,6:32.0,,Defensive rebound by J. Holiday,55,73
260,3,6:26.0,,K. Dunn makes 2-pt jump shot from 8 ft,55,75
261,3,6:09.0,W. Iwundu misses 3-pt jump shot from 25 ft,,55,75
262,3,6:07.0,,Defensive rebound by K. Dunn,55,75
263,3,6:00.0,,R. Lopez misses 2-pt jump shot from 18 ft,55,75
264,3,5:58.0,,Offensive rebound by K. Dunn,55,75
265,3,5:57.0,,K. Dunn makes 2-pt jump shot from 15 ft,55,77
266,3,5:57.0,Orlando full timeout,,55,77
267,3,5:57.0,D. Augustin enters the game for W. Iwundu,,55,77
268,3,5:40.0,J. Isaac misses 2-pt layup from 2 ft (block by L. Markkanen),,55,77
269,3,5:37.0,,Defensive rebound by R. Lopez,55,77
270,3,5:33.0,,K. Dunn misses 3-pt jump shot from 26 ft,55,77
271,3,5:30.0,Defensive rebound by N. Vučević,,55,77
272,3,5:18.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,57,77
273,3,4:57.0,,L. Markkanen misses 2-pt jump shot from 18 ft,57,77
274,3,4:55.0,Defensive rebound by J. Simmons,,57,77
275,3,4:35.0,J. Isaac misses 2-pt layup from 3 ft (block by J. Holiday),,57,77
276,3,4:32.0,,Defensive rebound by R. Lopez,57,77
277,3,4:31.0,,L. Markkanen makes 2-pt dunk at rim (assist by J. Holiday),57,79
278,3,4:31.0,,Shooting foul by N. Vučević (drawn by L. Markkanen),57,79
279,3,4:31.0,B. Biyombo enters the game for J. Isaac,,57,79
280,3,4:31.0,A. Afflalo enters the game for N. Vučević,,57,79
281,3,4:31.0,,L. Markkanen makes free throw 1 of 1,57,80
282,3,4:21.0,Personal foul by D. Valentine (drawn by D. Augustin),,57,80
283,3,4:21.0,,N. Mirotić enters the game for L. Markkanen,57,80
284,3,4:13.0,Turnover by D. Augustin (bad pass; steal by K. Dunn),,57,80
285,3,4:07.0,,N. Mirotić makes 2-pt layup at rim (assist by D. Valentine),57,82
286,3,3:56.0,A. Afflalo misses 2-pt jump shot from 12 ft,,57,82
287,3,3:56.0,,Defensive rebound by N. Mirotić,57,82
288,3,3:45.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by D. Valentine),57,84
289,3,3:30.0,E. Payton makes 2-pt layup from 1 ft,,59,84
290,3,3:22.0,,D. Valentine makes 2-pt layup from 1 ft (assist by J. Holiday),59,86
291,3,3:22.0,Orlando full timeout,,59,86
292,3,3:22.0,,D. Nwaba enters the game for D. Valentine,59,86
293,3,3:22.0,J. Artis enters the game for E. Payton,,59,86
294,3,3:22.0,S. Mack enters the game for J. Simmons,,59,86
295,3,3:10.0,Personal foul by K. Dunn (drawn by S. Mack),,59,86
296,3,3:02.0,A. Afflalo misses 2-pt jump shot from 17 ft,,59,86
297,3,2:59.0,,Defensive rebound by N. Mirotić,59,86
298,3,2:40.0,,R. Lopez misses 2-pt hook shot from 5 ft,59,86
299,3,2:38.0,Defensive rebound by S. Mack,,59,86
300,3,2:26.0,A. Afflalo makes 2-pt jump shot from 19 ft (assist by D. Augustin),,61,86
301,3,2:06.0,,J. Holiday misses 3-pt jump shot from 22 ft,61,86
302,3,2:02.0,Defensive rebound by J. Artis,,61,86
303,3,1:50.0,B. Biyombo makes 2-pt dunk at rim (assist by A. Afflalo),,63,86
304,3,1:33.0,,K. Dunn makes 2-pt layup from 5 ft,63,88
305,3,1:15.0,D. Augustin misses 3-pt jump shot from 24 ft,,63,88
306,3,1:10.0,,Defensive rebound by N. Mirotić,63,88
307,3,1:03.0,,R. Lopez misses 2-pt layup from 1 ft,63,88
308,3,1:00.0,,Offensive rebound by R. Lopez,63,88
309,3,1:00.0,,R. Lopez misses 2-pt layup from 1 ft,63,88
310,3,1:00.0,Defensive rebound by J. Artis,,63,88
311,3,1:00.0,Personal foul by N. Mirotić (drawn by J. Artis),,63,88
312,3,1:00.0,,J. Grant enters the game for K. Dunn,63,88
313,3,1:00.0,,B. Portis enters the game for R. Lopez,63,88
314,3,0:44.0,Turnover by S. Mack (bad pass),,63,88
315,3,0:34.0,,Personal foul by A. Afflalo (drawn by B. Portis),63,88
316,3,0:34.0,,B. Portis makes free throw 1 of 2,63,89
317,3,0:34.0,,P. Zipser enters the game for J. Holiday,63,89
318,3,0:34.0,,B. Portis makes free throw 2 of 2,63,90
319,3,0:28.0,J. Artis misses 3-pt jump shot from 24 ft,,63,90
320,3,0:23.0,,Defensive rebound by N. Mirotić,63,90
321,3,0:20.0,Offensive charge foul by B. Portis (drawn by D. Augustin),,63,90
322,3,0:20.0,,Turnover by B. Portis (offensive foul),63,90
323,3,0:00.0,Shooting foul by D. Nwaba (drawn by D. Augustin),,63,90
324,3,0:00.0,D. Augustin makes free throw 1 of 3,,64,90
325,3,0:00.0,D. Augustin makes free throw 2 of 3,,65,90
326,3,0:00.0,D. Augustin makes free throw 3 of 3,,66,90
327,3,0:00.0,,J. Grant misses 3-pt jump shot,66,90
328,3,0:00.0,,Offensive rebound by Team,66,90
329,4,11:35.0,,B. Portis misses 2-pt jump shot from 10 ft,66,90
330,4,11:33.0,Defensive rebound by N. Vučević,,66,90
331,4,11:20.0,Turnover by D. Augustin (bad pass; steal by D. Nwaba),,66,90
332,4,11:04.0,,Shooting foul by J. Simmons (drawn by B. Portis),66,90
333,4,11:04.0,,B. Portis makes free throw 1 of 2,66,91
334,4,11:04.0,,B. Portis makes free throw 2 of 2,66,92
335,4,10:50.0,J. Artis misses 2-pt jump shot from 9 ft,,66,92
336,4,10:48.0,,Defensive rebound by B. Portis,66,92
337,4,10:40.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by J. Grant),66,95
338,4,10:25.0,J. Artis misses 2-pt layup from 3 ft (block by J. Grant),,66,95
339,4,10:25.0,Offensive rebound by Team,,66,95
340,4,10:22.0,J. Simmons misses 2-pt jump shot from 16 ft,,66,95
341,4,10:19.0,,Defensive rebound by J. Grant,66,95
342,4,10:18.0,,Turnover by J. Grant (bad pass; steal by D. Augustin),66,95
343,4,10:14.0,N. Vučević makes 2-pt layup from 1 ft (assist by J. Artis),,68,95
344,4,9:57.0,,P. Zipser misses 2-pt jump shot from 11 ft,68,95
345,4,9:53.0,Defensive rebound by N. Vučević,,68,95
346,4,9:46.0,J. Artis makes 2-pt jump shot from 5 ft (assist by S. Mack),,70,95
347,4,9:23.0,,J. Grant misses 2-pt jump shot from 18 ft,70,95
348,4,9:17.0,,Offensive rebound by D. Nwaba,70,95
349,4,9:17.0,,D. Nwaba makes 2-pt layup at rim,70,97
350,4,9:12.0,N. Vučević misses 2-pt layup from 1 ft (block by N. Mirotić),,70,97
351,4,9:09.0,,Defensive rebound by N. Mirotić,70,97
352,4,9:03.0,,P. Zipser misses 3-pt jump shot from 25 ft,70,97
353,4,9:03.0,,Offensive rebound by B. Portis,70,97
354,4,9:01.0,,B. Portis misses 2-pt layup from 2 ft (block by J. Simmons),70,97
355,4,9:01.0,Defensive rebound by Team,,70,97
356,4,9:01.0,Technical foul by N. Vučević,,70,97
357,4,9:01.0,,N. Mirotić makes technical free throw,70,98
358,4,9:01.0,E. Payton enters the game for S. Mack,,70,98
359,4,8:41.0,N. Vučević misses 2-pt jump shot from 14 ft,,70,98
360,4,8:37.0,,Defensive rebound by B. Portis,70,98
361,4,8:17.0,,J. Grant makes 2-pt jump shot from 20 ft (assist by N. Mirotić),70,100
362,4,7:54.0,J. Artis makes 2-pt layup from 2 ft (assist by J. Simmons),,72,100
363,4,7:40.0,,Turnover by N. Mirotić (bad pass),72,100
364,4,7:28.0,E. Payton misses 3-pt jump shot from 23 ft,,72,100
365,4,7:19.0,,Defensive rebound by J. Grant,72,100
366,4,7:19.0,,Personal foul by E. Payton (drawn by D. Nwaba),72,100
367,4,7:10.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by D. Nwaba),72,102
368,4,6:49.0,J. Artis misses 3-pt jump shot from 25 ft,,72,102
369,4,6:49.0,Offensive rebound by N. Vučević,,72,102
370,4,6:44.0,N. Vučević makes 2-pt layup from 2 ft,,74,102
371,4,6:29.0,,B. Portis misses 3-pt jump shot from 24 ft,74,102
372,4,6:29.0,Defensive rebound by J. Simmons,,74,102
373,4,6:24.0,Personal foul by P. Zipser (drawn by J. Simmons),,74,102
374,4,6:24.0,,Chicago full timeout,74,102
375,4,6:24.0,,Q. Pondexter enters the game for B. Portis,74,102
376,4,6:24.0,,C. Felício enters the game for N. Mirotić,74,102
377,4,6:24.0,M. Hezonja enters the game for D. Augustin,,74,102
378,4,6:24.0,S. Mack enters the game for N. Vučević,,74,102
379,4,6:24.0,A. Payne enters the game for J. Simmons,,74,102
380,4,6:24.0,W. Iwundu enters the game for E. Payton,,74,102
381,4,6:12.0,Shooting foul by Q. Pondexter (drawn by S. Mack),,74,102
382,4,6:12.0,S. Mack makes free throw 1 of 2,,75,102
