,QUARTER,TIME_REMAINING,TORONTO_ACTION,SAN ANTONIO_ACTION,TORONTO_SCORE,SAN ANTONIO_SCORE
47,1,5:40.0,Defensive rebound by L. Nogueira,,12,9
48,1,5:37.0,K. Lowry misses 3-pt jump shot from 25 ft,,12,9
49,1,5:34.0,,Defensive rebound by D. Murray,12,9
50,1,5:27.0,,D. Murray misses 2-pt jump shot from 15 ft,12,9
51,1,5:27.0,Defensive rebound by L. Nogueira,,12,9
52,1,5:16.0,S. Ibaka misses 3-pt jump shot from 24 ft,,12,9
53,1,5:12.0,,Defensive rebound by D. Murray,12,9
54,1,5:08.0,,D. Green makes 2-pt layup at rim (assist by D. Murray),12,11
55,1,5:08.0,,Shooting foul by L. Nogueira (drawn by D. Green),12,11
56,1,5:08.0,,J. Lauvergne enters the game for D. Murray,12,11
57,1,5:08.0,,P. Mills enters the game for P. Gasol,12,11
58,1,5:08.0,J. Poeltl enters the game for N. Powell,,12,11
59,1,5:08.0,C. Miles enters the game for L. Nogueira,,12,11
60,1,5:08.0,,D. Green makes free throw 1 of 1,12,12
61,1,4:49.0,D. DeRozan makes 2-pt jump shot from 7 ft,,14,12
62,1,4:28.0,,L. Aldridge misses 2-pt jump shot from 14 ft,14,12
63,1,4:26.0,,Offensive rebound by K. Anderson,14,12
64,1,4:26.0,,Personal foul by C. Miles (drawn by K. Anderson),14,12
65,1,4:26.0,,K. Anderson makes free throw 1 of 2,14,13
66,1,4:26.0,,M. Ginóbili enters the game for D. Green,14,13
67,1,4:26.0,O. Anunoby enters the game for S. Ibaka,,14,13
68,1,4:26.0,,K. Anderson misses free throw 2 of 2,14,13
69,1,4:23.0,Defensive rebound by D. DeRozan,,14,13
70,1,4:16.0,O. Anunoby misses 3-pt jump shot from 25 ft,,14,13
71,1,4:14.0,Offensive rebound by J. Poeltl,,14,13
72,1,4:14.0,Personal foul by K. Anderson (drawn by J. Poeltl),,14,13
73,1,4:14.0,,R. Gay enters the game for K. Anderson,14,13
74,1,4:08.0,D. DeRozan misses 2-pt jump shot from 12 ft,,14,13
75,1,4:04.0,,Defensive rebound by M. Ginóbili,14,13
76,1,3:55.0,,J. Lauvergne misses 2-pt layup at rim,14,13
77,1,3:52.0,,Offensive rebound by J. Lauvergne,14,13
78,1,3:50.0,,J. Lauvergne makes 2-pt layup at rim,14,15
79,1,3:38.0,J. Poeltl makes 2-pt layup from 1 ft (assist by C. Miles),,16,15
80,1,3:19.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by L. Aldridge),16,18
81,1,3:11.0,C. Miles misses 3-pt jump shot from 25 ft,,16,18
82,1,3:07.0,,Defensive rebound by R. Gay,16,18
83,1,2:55.0,,J. Lauvergne misses 2-pt layup from 2 ft,16,18
84,1,2:55.0,Defensive rebound by J. Poeltl,,16,18
85,1,2:50.0,K. Lowry misses 3-pt jump shot from 24 ft,,16,18
86,1,2:50.0,,Defensive rebound by Team,16,18
87,1,2:47.0,Toronto full timeout,,16,18
88,1,2:47.0,,P. Gasol enters the game for L. Aldridge,16,18
89,1,2:47.0,D. Wright enters the game for K. Lowry,,16,18
90,1,2:36.0,,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Mills),16,20
91,1,2:17.0,D. Wright misses 3-pt jump shot from 25 ft,,16,20
92,1,2:17.0,Offensive rebound by J. Poeltl,,16,20
93,1,2:10.0,D. DeRozan misses 2-pt jump shot from 13 ft,,16,20
94,1,2:10.0,,Defensive rebound by J. Lauvergne,16,20
95,1,1:54.0,,Turnover by P. Gasol (bad pass; steal by D. Wright),16,20
96,1,1:47.0,C. Miles makes 3-pt jump shot from 25 ft (assist by O. Anunoby),,19,20
97,1,1:19.0,,P. Gasol misses 2-pt layup from 1 ft (block by J. Poeltl),19,20
98,1,1:19.0,,Offensive rebound by R. Gay,19,20
99,1,1:19.0,F. VanVleet enters the game for D. DeRozan,,19,20
100,1,1:08.0,,R. Gay misses 2-pt layup from 1 ft,19,20
101,1,1:08.0,Defensive rebound by J. Poeltl,,19,20
102,1,1:02.0,D. Wright makes 2-pt layup at rim,,21,20
103,1,0:48.0,,Personal foul by O. Anunoby (drawn by P. Gasol),21,20
104,1,0:48.0,,P. Gasol misses free throw 1 of 2,21,20
105,1,0:48.0,,Offensive rebound by Team,21,20
106,1,0:48.0,,P. Gasol makes free throw 2 of 2,21,21
107,1,0:31.0,O. Anunoby misses 2-pt layup from 2 ft (block by P. Gasol),,21,21
108,1,0:31.0,,Defensive rebound by P. Gasol,21,21
109,1,0:10.0,,Turnover by M. Ginóbili (out of bounds lost ball),21,21
110,1,0:10.0,,K. Anderson enters the game for P. Gasol,21,21
111,1,0:01.0,O. Anunoby makes 2-pt hook shot from 2 ft,,23,21
112,1,0:00.0,,R. Gay misses 3-pt jump shot from 78 ft,23,21
113,1,0:00.0,,Offensive rebound by Team,23,21
114,2,11:51.0,,K. Anderson enters the game for J. Lauvergne,23,21
115,2,11:49.0,Personal block foul by K. Anderson (drawn by C. Miles),,23,21
116,2,11:49.0,,D. Green enters the game for K. Anderson,23,21
117,2,11:39.0,O. Anunoby makes 2-pt dunk from 2 ft (assist by D. Wright),,25,21
118,2,11:26.0,,P. Mills makes 2-pt jump shot from 19 ft,25,23
119,2,10:55.0,D. Wright misses 3-pt jump shot from 24 ft,,25,23
120,2,10:53.0,,Defensive rebound by P. Gasol,25,23
121,2,10:53.0,Violation by J. Poeltl (kicked ball),,25,23
122,2,10:51.0,,Shooting foul by O. Anunoby (drawn by D. Green),25,23
123,2,10:51.0,,D. Green makes free throw 1 of 2,25,24
124,2,10:51.0,,D. Green misses free throw 2 of 2,25,24
125,2,10:49.0,Defensive rebound by C. Miles,,25,24
126,2,10:36.0,F. VanVleet makes 2-pt layup from 1 ft,,27,24
127,2,10:22.0,,R. Gay makes 3-pt jump shot from 26 ft (assist by P. Mills),27,27
128,2,10:01.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by D. Wright),,30,27
129,2,9:44.0,,M. Ginóbili makes 2-pt layup at rim,30,29
130,2,9:38.0,,Offensive charge foul by D. Wright (drawn by M. Ginóbili),30,29
131,2,9:38.0,Turnover by D. Wright (offensive foul),,30,29
132,2,9:38.0,,D. Murray enters the game for M. Ginóbili,30,29
133,2,9:31.0,,Personal foul by O. Anunoby (drawn by P. Mills),30,29
134,2,9:31.0,K. Lowry enters the game for O. Anunoby,,30,29
135,2,9:22.0,,P. Mills makes 2-pt jump shot from 19 ft (assist by P. Gasol),30,31
136,2,9:05.0,C. Miles misses 3-pt jump shot from 24 ft,,30,31
137,2,9:02.0,,Defensive rebound by R. Gay,30,31
138,2,8:57.0,,P. Mills misses 3-pt jump shot from 23 ft,30,31
139,2,8:55.0,,Offensive rebound by Team,30,31
140,2,8:55.0,L. Nogueira enters the game for J. Poeltl,,30,31
141,2,8:55.0,,B. Forbes enters the game for P. Mills,30,31
142,2,8:49.0,,R. Gay makes 2-pt dunk at rim (assist by P. Gasol),30,33
143,2,8:29.0,F. VanVleet misses 2-pt jump shot from 12 ft,,30,33
144,2,8:27.0,,Defensive rebound by P. Gasol,30,33
145,2,8:18.0,,P. Gasol misses 2-pt hook shot from 6 ft,30,33
146,2,8:13.0,,Offensive rebound by R. Gay,30,33
147,2,8:13.0,,R. Gay makes 2-pt layup at rim,30,35
148,2,8:12.0,Toronto full timeout,,30,35
149,2,8:12.0,,L. Aldridge enters the game for B. Forbes,30,35
150,2,8:12.0,D. DeRozan enters the game for C. Miles,,30,35
151,2,8:12.0,S. Ibaka enters the game for F. VanVleet,,30,35
152,2,8:12.0,Turnover by Team (turnover),,30,35
153,2,8:03.0,,Personal foul by L. Nogueira (drawn by P. Gasol),30,35
154,2,8:03.0,J. Poeltl enters the game for L. Nogueira,,30,35
155,2,7:55.0,,D. Green misses 3-pt jump shot from 25 ft,30,35
156,2,7:53.0,Defensive rebound by J. Poeltl,,30,35
157,2,7:46.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,33,35
158,2,7:25.0,,Turnover by P. Gasol (bad pass),33,35
159,2,7:16.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by D. DeRozan),,35,35
160,2,7:03.0,,D. Murray misses 2-pt jump shot from 17 ft,35,35
161,2,7:03.0,Defensive rebound by D. Wright,,35,35
162,2,6:55.0,Shooting foul by R. Gay (drawn by D. DeRozan),,35,35
163,2,6:55.0,D. DeRozan misses free throw 1 of 2,,35,35
164,2,6:55.0,Offensive rebound by Team,,35,35
165,2,6:55.0,,B. Forbes enters the game for R. Gay,35,35
166,2,6:55.0,D. DeRozan makes free throw 2 of 2,,36,35
167,2,6:42.0,,D. Green makes 2-pt layup at rim (assist by P. Gasol),36,37
168,2,6:30.0,D. DeRozan misses 2-pt jump shot from 6 ft,,36,37
169,2,6:27.0,,Defensive rebound by P. Gasol,36,37
170,2,6:21.0,Violation by D. DeRozan (kicked ball),,36,37
171,2,6:13.0,,P. Gasol misses 2-pt layup from 2 ft (block by D. Wright),36,37
172,2,6:07.0,,Offensive rebound by P. Gasol,36,37
173,2,6:07.0,,P. Gasol misses 2-pt layup at rim (block by J. Poeltl),36,37
174,2,6:06.0,Defensive rebound by S. Ibaka,,36,37
175,2,6:05.0,K. Lowry misses 2-pt layup from 3 ft (block by L. Aldridge),,36,37
176,2,6:05.0,Offensive rebound by Team,,36,37
177,2,5:50.0,D. DeRozan misses 3-pt jump shot from 22 ft (block by D. Green),,36,37
178,2,5:50.0,,Defensive rebound by D. Murray,36,37
179,2,5:42.0,,D. Green makes 3-pt jump shot from 22 ft (assist by D. Murray),36,40
180,2,5:26.0,J. Poeltl misses 2-pt layup from 2 ft (block by D. Green),,36,40
181,2,5:26.0,,Defensive rebound by D. Murray,36,40
182,2,5:20.0,,D. Green misses 3-pt jump shot from 24 ft,36,40
183,2,5:20.0,,Offensive rebound by D. Murray,36,40
184,2,5:17.0,,D. Murray misses 2-pt layup at rim,36,40
185,2,5:17.0,,Offensive rebound by L. Aldridge,36,40
186,2,5:17.0,,Personal foul by S. Ibaka (drawn by L. Aldridge),36,40
187,2,5:17.0,,L. Aldridge makes free throw 2 of 2,36,41
188,2,5:17.0,,L. Aldridge makes free throw 1 of 2,36,42
189,2,5:17.0,,B. Paul enters the game for D. Green,36,42
190,2,5:17.0,,J. Lauvergne enters the game for P. Gasol,36,42
191,2,5:17.0,N. Powell enters the game for D. Wright,,36,42
192,2,5:02.0,Shooting foul by D. Murray (drawn by D. DeRozan),,36,42
193,2,5:02.0,D. DeRozan misses free throw 1 of 2,,36,42
194,2,5:02.0,Offensive rebound by Team,,36,42
195,2,5:02.0,D. DeRozan makes free throw 2 of 2,,37,42
196,2,4:44.0,,J. Lauvergne misses 3-pt jump shot from 22 ft,37,42
197,2,4:38.0,,Offensive rebound by L. Aldridge,37,42
198,2,4:37.0,,Turnover by L. Aldridge (bad pass; steal by D. DeRozan),37,42
199,2,4:36.0,D. DeRozan makes 2-pt jump shot from 12 ft,,39,42
200,2,4:36.0,Shooting foul by B. Paul (drawn by D. DeRozan),,39,42
201,2,4:36.0,D. DeRozan makes free throw 1 of 1,,40,42
202,2,4:28.0,,Turnover by D. Murray (bad pass),40,42
203,2,4:20.0,Turnover by D. DeRozan (step out of bounds),,40,42
204,2,4:03.0,,L. Aldridge makes 2-pt layup at rim (assist by B. Paul),40,44
205,2,3:52.0,K. Lowry makes 3-pt jump shot from 24 ft,,43,44
206,2,3:46.0,,B. Forbes makes 2-pt layup at rim (assist by D. Murray),43,46
207,2,3:43.0,Violation by S. Ibaka (def goaltending),,43,46
208,2,3:32.0,J. Poeltl makes 2-pt layup from 2 ft (assist by N. Powell),,45,46
209,2,3:32.0,Shooting foul by L. Aldridge (drawn by J. Poeltl),,45,46
210,2,3:32.0,,M. Ginóbili enters the game for D. Murray,45,46
211,2,3:32.0,,P. Mills enters the game for B. Forbes,45,46
212,2,3:32.0,,D. Green enters the game for B. Paul,45,46
213,2,3:32.0,J. Poeltl misses free throw 1 of 1,,45,46
214,2,3:26.0,,Defensive rebound by J. Lauvergne,45,46
215,2,3:08.0,,D. Green misses 3-pt jump shot from 24 ft,45,46
216,2,3:08.0,Defensive rebound by Team,,45,46
217,2,3:08.0,,Loose ball foul by J. Lauvergne (drawn by S. Ibaka),45,46
218,2,3:08.0,S. Ibaka makes free throw 1 of 2,,46,46
219,2,3:08.0,,San Antonio full timeout,46,46
220,2,3:08.0,,R. Gay enters the game for J. Lauvergne,46,46
221,2,3:08.0,S. Ibaka misses free throw 2 of 2,,46,46
222,2,3:04.0,,Defensive rebound by R. Gay,46,46
223,2,2:53.0,,M. Ginóbili misses 2-pt layup from 2 ft,46,46
224,2,2:50.0,Defensive rebound by S. Ibaka,,46,46
225,2,2:39.0,Offensive foul by D. DeRozan (drawn by P. Mills),,46,46
226,2,2:39.0,Turnover by D. DeRozan (offensive foul),,46,46
227,2,2:39.0,C. Miles enters the game for J. Poeltl,,46,46
228,2,2:30.0,,Personal foul by S. Ibaka (drawn by L. Aldridge),46,46
229,2,2:30.0,,L. Aldridge makes free throw 1 of 2,46,47
230,2,2:30.0,J. Poeltl enters the game for S. Ibaka,,46,47
231,2,2:30.0,,L. Aldridge makes free throw 2 of 2,46,48
232,2,2:10.0,D. DeRozan misses 3-pt jump shot from 24 ft,,46,48
233,2,2:06.0,,Defensive rebound by L. Aldridge,46,48
234,2,1:54.0,,Turnover by R. Gay (bad pass; steal by J. Poeltl),46,48
235,2,1:49.0,J. Poeltl makes 2-pt dunk from 2 ft (assist by N. Powell),,48,48
236,2,1:30.0,,L. Aldridge misses 2-pt jump shot from 13 ft,48,48
237,2,1:30.0,Defensive rebound by K. Lowry,,48,48
238,2,1:17.0,C. Miles misses 3-pt jump shot from 25 ft,,48,48
239,2,1:17.0,,Defensive rebound by D. Green,48,48
240,2,1:01.0,,R. Gay makes 2-pt jump shot from 1 ft,48,50
241,2,0:39.0,Shooting foul by R. Gay (drawn by N. Powell),,48,50
242,2,0:39.0,N. Powell makes free throw 1 of 2,,49,50
243,2,0:39.0,D. Wright enters the game for D. DeRozan,,49,50
244,2,0:39.0,N. Powell makes free throw 2 of 2,,50,50
245,2,0:32.0,,L. Aldridge misses 2-pt layup from 3 ft,50,50
246,2,0:32.0,Turnover by J. Poeltl (bad pass; steal by M. Ginóbili),,50,50
247,2,0:28.0,Defensive rebound by J. Poeltl,,50,50
248,2,0:25.0,,Turnover by M. Ginóbili (bad pass; steal by N. Powell),50,50
249,2,0:02.0,,Offensive charge foul by N. Powell (drawn by R. Gay),50,50
250,2,0:02.0,Turnover by N. Powell (offensive foul),,50,50
251,2,0:00.0,,Turnover by R. Gay (bad pass; steal by N. Powell),50,50
252,3,11:42.0,S. Ibaka misses 3-pt jump shot from 25 ft,,50,50
253,3,11:37.0,,Defensive rebound by D. Murray,50,50
254,3,11:26.0,,P. Gasol misses 3-pt jump shot from 24 ft,50,50
255,3,11:24.0,Defensive rebound by L. Nogueira,,50,50
256,3,11:20.0,N. Powell misses 3-pt jump shot from 23 ft (block by D. Green),,50,50
257,3,11:14.0,,Defensive rebound by D. Murray,50,50
258,3,11:11.0,,D. Murray makes 2-pt layup from 1 ft,50,52
259,3,10:56.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by N. Powell),,53,52
260,3,10:33.0,,L. Aldridge makes 2-pt jump shot from 13 ft (assist by D. Murray),53,54
261,3,10:13.0,K. Lowry misses 2-pt layup from 3 ft (block by P. Gasol),,53,54
262,3,10:10.0,,Defensive rebound by D. Green,53,54
263,3,10:10.0,,Personal foul by N. Powell (drawn by D. Green),53,54
264,3,9:57.0,,Turnover by K. Anderson (bad pass; steal by N. Powell),53,54
265,3,9:51.0,N. Powell makes 2-pt dunk from 1 ft,,55,54
266,3,9:38.0,Offensive charge foul by D. Murray (drawn by K. Lowry),,55,54
267,3,9:38.0,,Turnover by D. Murray (offensive foul),55,54
268,3,9:20.0,L. Nogueira misses 3-pt jump shot from 25 ft,,55,54
269,3,9:17.0,,Defensive rebound by L. Aldridge,55,54
270,3,9:13.0,,Personal foul by K. Lowry (drawn by L. Aldridge),55,54
271,3,9:07.0,,L. Aldridge misses 3-pt jump shot from 25 ft,55,54
272,3,9:03.0,Defensive rebound by S. Ibaka,,55,54
273,3,8:59.0,S. Ibaka misses 3-pt jump shot from 25 ft (block by P. Gasol),,55,54
274,3,8:55.0,,Defensive rebound by D. Green,55,54
275,3,8:48.0,,Turnover by P. Gasol (bad pass; steal by D. DeRozan),55,54
276,3,8:41.0,D. DeRozan makes 2-pt dunk from 1 ft (assist by K. Lowry),,57,54
277,3,8:29.0,,D. Green misses 2-pt jump shot from 15 ft,57,54
278,3,8:29.0,Defensive rebound by N. Powell,,57,54
279,3,8:18.0,D. DeRozan misses 3-pt jump shot from 22 ft,,57,54
280,3,8:18.0,,Defensive rebound by D. Murray,57,54
281,3,8:13.0,,D. Murray makes 2-pt layup at rim,57,56
282,3,8:13.0,Violation by S. Ibaka (def goaltending),,57,56
283,3,8:02.0,D. DeRozan makes 2-pt jump shot from 13 ft,,59,56
284,3,7:45.0,,D. Green misses 2-pt dunk at rim,59,56
285,3,7:45.0,Defensive rebound by L. Nogueira,,59,56
286,3,7:37.0,N. Powell misses 2-pt layup from 2 ft,,59,56
287,3,7:37.0,Offensive rebound by L. Nogueira,,59,56
288,3,7:37.0,L. Nogueira misses 2-pt dunk at rim,,59,56
289,3,7:37.0,,Defensive rebound by D. Murray,59,56
290,3,7:32.0,,Shooting foul by D. DeRozan (drawn by D. Murray),59,56
291,3,7:32.0,,D. Murray makes free throw 1 of 2,59,57
292,3,7:32.0,,D. Murray misses free throw 2 of 2,59,57
293,3,7:29.0,Defensive rebound by S. Ibaka,,59,57
294,3,7:13.0,Shooting foul by P. Gasol (drawn by L. Nogueira),,59,57
295,3,7:13.0,L. Nogueira makes free throw 1 of 2,,60,57
296,3,7:13.0,L. Nogueira makes free throw 2 of 2,,61,57
297,3,6:53.0,,D. Murray misses 3-pt jump shot from 25 ft,61,57
298,3,6:49.0,,Offensive rebound by P. Gasol,61,57
299,3,6:47.0,,D. Green makes 3-pt jump shot from 23 ft (assist by P. Gasol),61,60
300,3,6:29.0,N. Powell misses 3-pt jump shot from 23 ft,,61,60
301,3,6:26.0,,Defensive rebound by L. Aldridge,61,60
302,3,6:23.0,,D. Murray makes 2-pt jump shot from 12 ft (assist by K. Anderson),61,62
303,3,6:12.0,Toronto full timeout,,61,62
304,3,6:12.0,,M. Ginóbili enters the game for D. Murray,61,62
305,3,6:12.0,,P. Mills enters the game for P. Gasol,61,62
306,3,6:12.0,,J. Lauvergne enters the game for K. Anderson,61,62
307,3,5:59.0,S. Ibaka misses 3-pt jump shot from 26 ft,,61,62
308,3,5:55.0,,Defensive rebound by J. Lauvergne,61,62
309,3,5:40.0,,M. Ginóbili misses 2-pt jump shot from 11 ft,61,62
310,3,5:37.0,,Offensive rebound by L. Aldridge,61,62
311,3,5:36.0,,L. Aldridge misses 2-pt layup from 2 ft,61,62
312,3,5:36.0,Defensive rebound by N. Powell,,61,62
313,3,5:17.0,N. Powell makes 2-pt layup from 1 ft,,63,62
314,3,5:07.0,,D. Green misses 3-pt jump shot from 22 ft,63,62
315,3,5:04.0,,Offensive rebound by J. Lauvergne,63,62
316,3,5:03.0,,R. Gay enters the game for D. Green,63,62
317,3,5:03.0,C. Miles enters the game for N. Powell,,63,62
318,3,4:55.0,,Turnover by J. Lauvergne (turnover; steal by L. Nogueira),63,62
319,3,4:50.0,K. Lowry misses 3-pt jump shot from 25 ft,,63,62
320,3,4:49.0,,Defensive rebound by Team,63,62
321,3,4:36.0,,J. Lauvergne makes 2-pt dunk from 1 ft (assist by L. Aldridge),63,64
322,3,4:36.0,,Shooting foul by C. Miles (drawn by J. Lauvergne),63,64
323,3,4:36.0,,J. Lauvergne makes free throw 1 of 1,63,65
324,3,4:15.0,C. Miles makes 2-pt layup at rim,,65,65
325,3,4:02.0,,Turnover by J. Lauvergne (traveling),65,65
326,3,3:54.0,Turnover by D. DeRozan (traveling),,65,65
327,3,3:38.0,,M. Ginóbili makes 2-pt layup at rim,65,67
328,3,3:25.0,Shooting foul by J. Lauvergne (drawn by D. DeRozan),,65,67
329,3,3:25.0,D. DeRozan misses free throw 1 of 2,,65,67
330,3,3:25.0,Offensive rebound by Team,,65,67
331,3,3:25.0,D. Wright enters the game for K. Lowry,,65,67
332,3,3:25.0,J. Poeltl enters the game for L. Nogueira,,65,67
333,3,3:25.0,D. DeRozan makes free throw 2 of 2,,66,67
334,3,3:08.0,,R. Gay makes 2-pt hook shot from 4 ft,66,69
335,3,2:42.0,Offensive foul by S. Ibaka (drawn by P. Mills),,66,69
336,3,2:42.0,Turnover by S. Ibaka (offensive foul),,66,69
337,3,2:42.0,,San Antonio full timeout,66,69
338,3,2:42.0,O. Anunoby enters the game for S. Ibaka,,66,69
339,3,2:29.0,,Turnover by L. Aldridge (bad pass),66,69
340,3,2:27.0,,K. Anderson enters the game for L. Aldridge,66,69
341,3,2:17.0,D. DeRozan makes 2-pt layup from 2 ft,,68,69
342,3,2:06.0,,P. Mills misses 3-pt jump shot from 24 ft,68,69
343,3,1:59.0,,Offensive rebound by J. Lauvergne,68,69
344,3,1:59.0,,J. Lauvergne makes 2-pt layup at rim,68,71
345,3,1:45.0,Shooting foul by R. Gay (drawn by C. Miles),,68,71
346,3,1:45.0,C. Miles makes free throw 1 of 2,,69,71
347,3,1:45.0,F. VanVleet enters the game for D. DeRozan,,69,71
348,3,1:45.0,C. Miles makes free throw 2 of 2,,70,71
349,3,1:31.0,,K. Anderson misses 2-pt jump shot from 20 ft,70,71
350,3,1:31.0,Defensive rebound by Team,,70,71
351,3,1:31.0,Personal foul by J. Lauvergne (drawn by J. Poeltl),,70,71
352,3,1:31.0,J. Poeltl makes free throw 2 of 2,,71,71
353,3,1:31.0,J. Poeltl makes free throw 1 of 2,,72,71
354,3,1:18.0,,P. Mills misses 3-pt jump shot from 24 ft,72,71
355,3,1:11.0,,Offensive rebound by M. Ginóbili,72,71
356,3,1:08.0,,K. Anderson misses 2-pt layup from 1 ft,72,71
357,3,1:02.0,Defensive rebound by J. Poeltl,,72,71
358,3,0:57.0,Turnover by C. Miles (lost ball; steal by J. Lauvergne),,72,71
359,3,0:51.0,,K. Anderson misses 2-pt layup from 1 ft,72,71
360,3,0:50.0,,Offensive rebound by J. Lauvergne,72,71
361,3,0:50.0,,J. Lauvergne makes 2-pt layup at rim,72,73
362,3,0:31.0,Personal foul by M. Ginóbili (drawn by D. Wright),,72,73
363,3,0:31.0,D. Wright makes free throw 1 of 2,,73,73
364,3,0:31.0,D. Wright makes free throw 2 of 2,,74,73
365,3,0:08.0,,P. Mills makes 2-pt layup at rim (assist by M. Ginóbili),74,75
366,3,0:01.0,F. VanVleet misses 2-pt layup from 1 ft (block by R. Gay),,74,75
367,3,0:01.0,Offensive rebound by Team,,74,75
368,3,0:00.0,C. Miles misses 3-pt jump shot from 24 ft,,74,75
369,3,0:00.0,Offensive rebound by Team,,74,75
370,4,11:42.0,,J. Lauvergne misses 2-pt dunk at rim,74,75
371,4,11:39.0,Defensive rebound by D. Wright,,74,75
372,4,11:36.0,Turnover by D. Wright (bad pass; steal by R. Gay),,74,75
373,4,11:30.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,74,75
374,4,11:21.0,Defensive rebound by O. Anunoby,,74,75
375,4,11:07.0,F. VanVleet misses 3-pt jump shot from 26 ft,,74,75
376,4,11:07.0,Offensive rebound by J. Poeltl,,74,75
377,4,11:04.0,Personal foul by M. Ginóbili (drawn by C. Miles),,74,75
378,4,10:55.0,,Offensive charge foul by C. Miles (drawn by P. Mills),74,75
379,4,10:55.0,Turnover by C. Miles (offensive foul),,74,75
380,4,10:38.0,,Turnover by P. Mills (bad pass; steal by F. VanVleet),74,75
381,4,10:38.0,Personal foul by P. Mills (drawn by F. VanVleet),,74,75
382,4,10:38.0,F. VanVleet makes clear path free throw 2 of 2,,75,75
383,4,10:38.0,F. VanVleet makes clear path free throw 1 of 2,,76,75
384,4,10:15.0,C. Miles misses 2-pt layup from 10 ft,,76,75
