,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
372,4,3:47.0,T. Hardaway makes 2-pt jump shot from 19 ft,,90,97
373,4,3:27.0,,S. Labissière misses 2-pt jump shot from 19 ft (block by K. O'Quinn),90,97
374,4,3:23.0,Defensive rebound by M. Beasley,,90,97
375,4,3:20.0,C. Lee misses 3-pt jump shot from 22 ft (block by S. Labissière),,90,97
376,4,3:20.0,,Defensive rebound by Team,90,97
377,4,3:18.0,Loose ball foul by K. O'Quinn (drawn by V. Carter),,90,97
378,4,2:59.0,,D. Fox misses 2-pt layup from 5 ft (block by T. Burke),90,97
379,4,2:57.0,,Offensive rebound by D. Fox,90,97
380,4,2:57.0,,Turnover by D. Fox (bad pass; steal by K. O'Quinn),90,97
381,4,2:57.0,New York full timeout,,90,97
382,4,2:48.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by T. Burke),,93,97
383,4,2:34.0,,Personal foul by M. Beasley (drawn by V. Carter),93,97
384,4,2:22.0,,D. Fox misses 2-pt jump shot from 10 ft (block by M. Beasley),93,97
385,4,2:19.0,Defensive rebound by K. O'Quinn,,93,97
386,4,2:15.0,T. Hardaway misses 3-pt jump shot from 27 ft,,93,97
387,4,2:15.0,,Defensive rebound by G. Temple,93,97
388,4,1:55.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by K. O'Quinn),93,97
389,4,1:52.0,Defensive rebound by C. Lee,,93,97
390,4,1:50.0,T. Burke misses 3-pt jump shot from 24 ft,,93,97
391,4,1:47.0,Offensive rebound by K. O'Quinn,,93,97
392,4,1:47.0,K. O'Quinn makes 2-pt layup from 1 ft,,95,97
393,4,1:30.0,,D. Fox misses 2-pt jump shot from 7 ft,95,97
394,4,1:30.0,Defensive rebound by Team,,95,97
395,4,1:09.0,M. Beasley makes 2-pt jump shot from 9 ft (assist by T. Burke),,97,97
396,4,0:52.0,,V. Carter misses 3-pt jump shot from 23 ft,97,97
397,4,0:46.0,Defensive rebound by C. Lee,,97,97
398,4,0:42.0,Turnover by M. Beasley (out of bounds lost ball),,97,97
399,4,0:33.0,,Sacramento full timeout,97,97
400,4,0:29.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,97,99
401,4,0:29.0,New York full timeout,,97,99
402,4,0:16.0,Shooting foul by D. Fox (drawn by K. O'Quinn),,97,99
403,4,0:16.0,K. O'Quinn makes free throw 1 of 2,,98,99
404,4,0:16.0,,K. Koufos enters the game for G. Temple,98,99
405,4,0:16.0,K. O'Quinn makes free throw 2 of 2,,99,99
406,4,0:16.0,,Sacramento full timeout,99,99
407,4,0:16.0,,G. Temple enters the game for K. Koufos,99,99
408,4,0:16.0,L. Thomas enters the game for M. Beasley,,99,99
409,4,0:05.0,,Personal foul by T. Burke (drawn by D. Fox),99,99
410,4,0:02.0,,S. Labissière makes 3-pt jump shot from 27 ft (assist by B. Bogdanović),99,102
411,4,0:01.0,C. Lee misses technical free throw,,99,102
412,4,0:01.0,Offensive rebound by Team,,99,102
413,4,0:01.0,M. Beasley enters the game for L. Thomas,,99,102
414,4,0:00.0,T. Burke misses 3-pt jump shot from 48 ft,,99,102
415,4,0:00.0,Offensive rebound by Team,,99,102
