,QUARTER,TIME_REMAINING,DALLAS_ACTION,MEMPHIS_ACTION,DALLAS_SCORE,MEMPHIS_SCORE
85,1,2:28.0,,B. Wright enters the game for M. Gasol,10,23
86,1,2:28.0,D. Nowitzki enters the game for H. Barnes,,10,23
87,1,2:28.0,W. Matthews enters the game for M. Kleber,,10,23
88,1,2:19.0,,C. Parsons misses 3-pt jump shot from 25 ft,10,23
89,1,2:15.0,,Offensive rebound by B. Wright,10,23
90,1,2:15.0,,B. Wright misses 2-pt layup at rim,10,23
91,1,2:15.0,,Offensive rebound by T. Evans,10,23
92,1,2:12.0,,T. Evans misses 2-pt layup at rim (block by S. Mejri),10,23
93,1,2:12.0,Defensive rebound by S. Mejri,,10,23
94,1,2:05.0,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by Y. Ferrell),,12,23
95,1,1:44.0,,M. Chalmers misses 3-pt jump shot from 26 ft,12,23
96,1,1:41.0,Defensive rebound by D. Nowitzki,,12,23
97,1,1:22.0,J. Barea misses 2-pt jump shot from 12 ft,,12,23
98,1,1:19.0,Offensive rebound by S. Mejri,,12,23
99,1,1:18.0,S. Mejri misses 2-pt layup at rim,,12,23
100,1,1:18.0,Offensive rebound by S. Mejri,,12,23
101,1,1:14.0,S. Mejri makes 2-pt layup at rim,,14,23
102,1,1:06.0,,Turnover by D. Brooks (bad pass),14,23
103,1,1:03.0,Personal foul by M. Chalmers (drawn by S. Mejri),,14,23
104,1,0:58.0,Y. Ferrell misses 2-pt jump shot from 18 ft,,14,23
105,1,0:56.0,,Defensive rebound by B. Wright,14,23
106,1,0:34.0,,D. Brooks makes 3-pt jump shot from 22 ft (assist by M. Chalmers),14,26
107,1,0:22.0,J. Barea misses 3-pt jump shot from 25 ft,,14,26
108,1,0:19.0,,Defensive rebound by D. Brooks,14,26
109,1,0:00.0,,T. Evans makes 2-pt layup at rim,14,28
110,2,11:43.0,,T. Evans misses 3-pt jump shot from 26 ft,14,28
111,2,11:41.0,Defensive rebound by Team,,14,28
112,2,11:27.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,14,28
113,2,11:23.0,,Defensive rebound by M. Chalmers,14,28
114,2,11:07.0,,C. Parsons makes 3-pt jump shot from 24 ft,14,31
115,2,10:53.0,Personal foul by M. Chalmers (drawn by D. Smith),,14,31
116,2,10:42.0,D. Nowitzki makes 2-pt jump shot from 13 ft,,16,31
117,2,10:21.0,,T. Evans makes 2-pt layup from 1 ft (assist by M. Chalmers),16,33
118,2,10:21.0,Violation by S. Mejri (def goaltending),,16,33
119,2,10:05.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,16,33
120,2,10:02.0,,Defensive rebound by D. Brooks,16,33
121,2,9:54.0,,B. Wright makes 2-pt dunk from 1 ft (assist by M. Chalmers),16,35
122,2,9:54.0,,Shooting foul by D. Smith (drawn by B. Wright),16,35
123,2,9:54.0,Dallas full timeout,,16,35
124,2,9:54.0,,B. Wright makes free throw 1 of 1,16,36
125,2,9:43.0,Personal foul by D. Brooks (drawn by W. Matthews),,16,36
126,2,9:43.0,N. Noel enters the game for D. Nowitzki,,16,36
127,2,9:43.0,H. Barnes enters the game for S. Mejri,,16,36
128,2,9:37.0,N. Noel misses 2-pt dunk from 1 ft,,16,36
129,2,9:29.0,,Defensive rebound by D. Brooks,16,36
130,2,9:29.0,,D. Brooks makes 2-pt layup at rim (assist by M. Chalmers),16,38
131,2,9:29.0,,Shooting foul by N. Noel (drawn by D. Brooks),16,38
132,2,9:29.0,D. Powell enters the game for N. Noel,,16,38
133,2,9:29.0,,D. Brooks misses free throw 1 of 1,16,38
134,2,9:27.0,Defensive rebound by D. Powell,,16,38
135,2,9:12.0,Turnover by W. Matthews (bad pass),,16,38
136,2,9:01.0,,M. Chalmers misses 3-pt jump shot from 25 ft,16,38
137,2,8:58.0,Defensive rebound by D. Powell,,16,38
138,2,8:44.0,D. Powell misses 3-pt jump shot from 25 ft,,16,38
139,2,8:42.0,,Defensive rebound by B. Wright,16,38
140,2,8:31.0,,T. Evans misses 2-pt layup from 2 ft,16,38
141,2,8:28.0,Defensive rebound by D. Powell,,16,38
142,2,8:17.0,J. Barea misses 2-pt layup at rim,,16,38
143,2,8:14.0,Offensive rebound by D. Powell,,16,38
144,2,8:13.0,J. Barea misses 3-pt jump shot from 23 ft,,16,38
145,2,8:07.0,,Defensive rebound by B. Wright,16,38
146,2,7:58.0,,C. Parsons misses 3-pt jump shot from 23 ft,16,38
147,2,7:55.0,Defensive rebound by W. Matthews,,16,38
148,2,7:49.0,Personal foul by M. Chalmers (drawn by D. Smith),,16,38
149,2,7:49.0,,M. Gasol enters the game for M. Chalmers,16,38
150,2,7:49.0,,A. Harrison enters the game for T. Evans,16,38
151,2,7:49.0,,M. Conley enters the game for B. Wright,16,38
152,2,7:49.0,Y. Ferrell enters the game for J. Barea,,16,38
153,2,7:33.0,D. Smith makes 2-pt jump shot from 10 ft,,18,38
154,2,7:15.0,,Shooting foul by Y. Ferrell (drawn by A. Harrison),18,38
155,2,7:15.0,,A. Harrison makes free throw 1 of 2,18,39
156,2,7:15.0,,J. Martin enters the game for C. Parsons,18,39
157,2,7:15.0,,A. Harrison makes free throw 2 of 2,18,40
158,2,7:07.0,D. Smith misses 3-pt jump shot from 25 ft,,18,40
159,2,7:04.0,Offensive rebound by Y. Ferrell,,18,40
160,2,7:03.0,Y. Ferrell misses 2-pt layup at rim,,18,40
161,2,7:03.0,,Defensive rebound by M. Gasol,18,40
162,2,6:55.0,,M. Gasol misses 3-pt jump shot from 24 ft,18,40
163,2,6:51.0,,Offensive rebound by J. Martin,18,40
164,2,6:47.0,,Turnover by M. Conley (lost ball; steal by W. Matthews),18,40
165,2,6:43.0,W. Matthews misses 2-pt layup from 1 ft (block by J. Martin),,18,40
166,2,6:39.0,Offensive rebound by H. Barnes,,18,40
167,2,6:39.0,H. Barnes makes 2-pt layup at rim,,20,40
168,2,6:39.0,Technical foul by W. Matthews,,20,40
169,2,6:39.0,,M. Gasol makes technical free throw,20,41
170,2,6:39.0,,J. Ennis enters the game for D. Brooks,20,41
171,2,6:39.0,M. Kleber enters the game for W. Matthews,,20,41
172,2,6:39.0,Technical foul by D. Nowitzki,,20,41
173,2,6:39.0,,M. Gasol makes technical free throw,20,42
174,2,6:26.0,,Turnover by A. Harrison (bad pass),20,42
175,2,6:12.0,H. Barnes misses 2-pt jump shot from 14 ft,,20,42
176,2,6:09.0,,Defensive rebound by J. Martin,20,42
177,2,5:55.0,,M. Conley misses 3-pt jump shot from 22 ft,20,42
178,2,5:53.0,Defensive rebound by H. Barnes,,20,42
179,2,5:50.0,Shooting foul by J. Martin (drawn by D. Smith),,20,42
180,2,5:50.0,D. Smith misses free throw 1 of 2,,20,42
181,2,5:50.0,Offensive rebound by Team,,20,42
182,2,5:50.0,D. Smith makes free throw 2 of 2,,21,42
183,2,5:33.0,,J. Martin misses 2-pt jump shot from 14 ft,21,42
184,2,5:30.0,Defensive rebound by H. Barnes,,21,42
185,2,5:25.0,D. Smith misses 2-pt layup from 1 ft (block by J. Martin),,21,42
186,2,5:22.0,Offensive rebound by Team,,21,42
187,2,5:11.0,Y. Ferrell misses 2-pt layup from 1 ft,,21,42
188,2,5:10.0,Offensive rebound by M. Kleber,,21,42
189,2,5:10.0,M. Kleber misses 2-pt layup at rim,,21,42
190,2,5:10.0,Offensive rebound by M. Kleber,,21,42
191,2,5:10.0,Shooting foul by M. Gasol (drawn by M. Kleber),,21,42
192,2,5:10.0,M. Kleber misses free throw 1 of 2,,21,42
193,2,5:10.0,Offensive rebound by Team,,21,42
194,2,5:10.0,M. Kleber makes free throw 2 of 2,,22,42
195,2,4:54.0,,A. Harrison misses 3-pt jump shot from 22 ft,22,42
196,2,4:51.0,Defensive rebound by Y. Ferrell,,22,42
197,2,4:37.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by D. Smith),,25,42
198,2,4:28.0,,Memphis full timeout,25,42
199,2,4:15.0,,M. Gasol misses 2-pt hook shot from 7 ft (block by M. Kleber),25,42
200,2,4:11.0,Defensive rebound by M. Kleber,,25,42
201,2,4:09.0,D. Smith misses 2-pt layup at rim (block by J. Martin),,25,42
202,2,4:09.0,Offensive rebound by Team,,25,42
203,2,4:07.0,M. Kleber misses 3-pt jump shot from 22 ft,,25,42
204,2,4:04.0,Offensive rebound by D. Powell,,25,42
205,2,4:02.0,M. Kleber makes 2-pt layup from 1 ft (assist by D. Powell),,27,42
206,2,3:43.0,,A. Harrison misses 3-pt jump shot from 23 ft,27,42
207,2,3:41.0,Defensive rebound by D. Smith,,27,42
208,2,3:27.0,M. Kleber misses 3-pt jump shot from 24 ft,,27,42
209,2,3:24.0,,Defensive rebound by J. Ennis,27,42
210,2,3:17.0,,Turnover by J. Martin (traveling),27,42
211,2,3:17.0,,D. Brooks enters the game for A. Harrison,27,42
212,2,3:17.0,W. Matthews enters the game for D. Smith,,27,42
213,2,3:17.0,D. Nowitzki enters the game for D. Powell,,27,42
214,2,3:17.0,J. Barea enters the game for M. Kleber,,27,42
215,2,3:07.0,Turnover by D. Nowitzki (bad pass),,27,42
216,2,2:59.0,,Offensive foul by M. Gasol (drawn by W. Matthews),27,42
217,2,2:59.0,,Turnover by M. Gasol (offensive foul),27,42
218,2,2:45.0,Y. Ferrell misses 2-pt jump shot from 10 ft,,27,42
219,2,2:42.0,,Defensive rebound by J. Martin,27,42
220,2,2:34.0,,Shooting foul by D. Nowitzki (drawn by M. Gasol),27,42
221,2,2:34.0,,M. Gasol makes free throw 1 of 2,27,43
222,2,2:34.0,G. Clavell enters the game for Y. Ferrell,,27,43
223,2,2:34.0,,M. Gasol makes free throw 2 of 2,27,44
224,2,2:14.0,H. Barnes makes 2-pt jump shot from 14 ft (assist by J. Barea),,29,44
225,2,1:55.0,,J. Martin misses 3-pt jump shot from 25 ft,29,44
226,2,1:52.0,Defensive rebound by H. Barnes,,29,44
227,2,1:42.0,Shooting foul by D. Brooks (drawn by H. Barnes),,29,44
228,2,1:42.0,H. Barnes makes free throw 1 of 2,,30,44
229,2,1:42.0,,T. Evans enters the game for M. Gasol,30,44
230,2,1:42.0,H. Barnes makes free throw 2 of 2,,31,44
231,2,1:22.0,,Shooting foul by H. Barnes (drawn by M. Conley),31,44
232,2,1:22.0,,M. Conley makes free throw 1 of 2,31,45
233,2,1:22.0,,M. Conley makes free throw 2 of 2,31,46
234,2,1:16.0,J. Barea misses 2-pt jump shot from 4 ft,,31,46
235,2,1:13.0,,Defensive rebound by J. Martin,31,46
236,2,1:04.0,,Personal foul by G. Clavell (drawn by M. Conley),31,46
237,2,1:04.0,Dallas full timeout,,31,46
238,2,1:04.0,,M. Conley makes free throw 1 of 2,31,47
239,2,1:04.0,,M. Conley makes free throw 2 of 2,31,48
240,2,0:58.0,W. Matthews makes 2-pt jump shot from 18 ft (assist by J. Barea),,33,48
241,2,0:48.0,,D. Brooks misses 2-pt layup at rim,33,48
242,2,0:44.0,Defensive rebound by D. Nowitzki,,33,48
243,2,0:43.0,Turnover by D. Nowitzki (lost ball; steal by D. Brooks),,33,48
244,2,0:29.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by T. Evans),33,51
245,2,0:17.0,Shooting foul by J. Ennis (drawn by D. Nowitzki),,33,51
246,2,0:17.0,D. Nowitzki makes free throw 1 of 2,,34,51
247,2,0:17.0,Y. Ferrell enters the game for J. Barea,,34,51
248,2,0:17.0,D. Nowitzki makes free throw 2 of 2,,35,51
249,2,0:01.0,,T. Evans makes 3-pt jump shot from 25 ft,35,54
250,3,11:39.0,,J. Martin misses 2-pt layup from 1 ft,35,54
251,3,11:36.0,Defensive rebound by N. Noel,,35,54
252,3,11:26.0,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by D. Smith),,37,54
253,3,11:01.0,,M. Gasol makes 2-pt jump shot from 11 ft (assist by J. Ennis),37,56
254,3,10:51.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),,40,56
255,3,10:37.0,,Turnover by M. Gasol (bad pass; steal by D. Nowitzki),40,56
256,3,10:22.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,40,56
257,3,10:19.0,Offensive rebound by N. Noel,,40,56
258,3,10:19.0,N. Noel misses 2-pt layup at rim,,40,56
259,3,10:19.0,Offensive rebound by N. Noel,,40,56
260,3,10:19.0,Personal foul by J. Martin (drawn by N. Noel),,40,56
261,3,10:14.0,H. Barnes makes 2-pt dunk at rim (assist by N. Noel),,42,56
262,3,10:14.0,,Memphis full timeout,42,56
263,3,9:55.0,,A. Harrison misses 3-pt jump shot from 26 ft,42,56
264,3,9:51.0,Defensive rebound by D. Smith,,42,56
265,3,9:47.0,Turnover by D. Smith (bad pass; steal by M. Conley),,42,56
266,3,9:42.0,,Turnover by A. Harrison (lost ball; steal by D. Smith),42,56
267,3,9:32.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,42,56
268,3,9:30.0,,Defensive rebound by M. Conley,42,56
269,3,9:23.0,,M. Gasol misses 3-pt jump shot from 25 ft,42,56
270,3,9:19.0,,Offensive rebound by J. Ennis,42,56
271,3,9:16.0,,M. Conley misses 3-pt jump shot from 25 ft,42,56
272,3,9:12.0,,Offensive rebound by J. Martin,42,56
273,3,9:12.0,,J. Martin misses 2-pt layup at rim,42,56
274,3,9:12.0,Defensive rebound by D. Nowitzki,,42,56
275,3,9:06.0,Personal foul by M. Conley (drawn by D. Smith),,42,56
276,3,8:58.0,W. Matthews misses 3-pt jump shot from 25 ft,,42,56
277,3,8:55.0,,Defensive rebound by M. Gasol,42,56
278,3,8:46.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Conley),42,58
279,3,8:26.0,Turnover by N. Noel (bad pass; steal by A. Harrison),,42,58
280,3,8:16.0,,Personal foul by W. Matthews (drawn by M. Conley),42,58
281,3,8:08.0,,Shooting foul by W. Matthews (drawn by M. Conley),42,58
282,3,8:08.0,,M. Conley makes free throw 1 of 2,42,59
283,3,8:08.0,,M. Conley makes free throw 2 of 2,42,60
284,3,7:49.0,H. Barnes misses 2-pt jump shot from 20 ft,,42,60
285,3,7:45.0,Offensive rebound by Team,,42,60
286,3,7:39.0,N. Noel makes 2-pt layup at rim,,44,60
287,3,7:12.0,,M. Gasol makes 2-pt hook shot from 10 ft,44,62
288,3,7:00.0,Turnover by H. Barnes (out of bounds lost ball),,44,62
289,3,6:45.0,,M. Gasol makes 2-pt hook shot from 11 ft,44,64
290,3,6:44.0,Dallas full timeout,,44,64
291,3,6:31.0,D. Smith makes 2-pt layup at rim (assist by N. Noel),,46,64
292,3,6:31.0,Shooting foul by J. Ennis (drawn by D. Smith),,46,64
293,3,6:31.0,D. Smith misses free throw 1 of 1,,46,64
294,3,6:28.0,,Defensive rebound by M. Gasol,46,64
295,3,6:12.0,,A. Harrison misses 3-pt jump shot from 23 ft,46,64
296,3,6:09.0,Defensive rebound by N. Noel,,46,64
297,3,5:53.0,Personal foul by A. Harrison (drawn by W. Matthews),,46,64
298,3,5:45.0,W. Matthews makes 3-pt jump shot from 22 ft (assist by D. Smith),,49,64
299,3,5:29.0,,A. Harrison makes 2-pt layup at rim (assist by M. Gasol),49,66
300,3,5:10.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Smith),,52,66
301,3,4:57.0,,M. Conley makes 2-pt jump shot from 3 ft (assist by M. Gasol),52,68
302,3,4:43.0,H. Barnes misses 3-pt jump shot from 23 ft,,52,68
303,3,4:40.0,Offensive rebound by N. Noel,,52,68
304,3,4:40.0,N. Noel makes 2-pt layup at rim,,54,68
305,3,4:40.0,Shooting foul by J. Martin (drawn by N. Noel),,54,68
306,3,4:40.0,,M. Chalmers enters the game for M. Conley,54,68
307,3,4:40.0,N. Noel makes free throw 1 of 1,,55,68
308,3,4:24.0,,Turnover by J. Ennis (lost ball; steal by D. Nowitzki),55,68
309,3,4:18.0,D. Smith misses 2-pt layup from 1 ft (block by J. Martin),,55,68
310,3,4:11.0,,Defensive rebound by M. Gasol,55,68
311,3,4:09.0,,M. Gasol misses 2-pt jump shot from 10 ft,55,68
312,3,4:05.0,Defensive rebound by D. Nowitzki,,55,68
313,3,3:58.0,H. Barnes makes 2-pt jump shot from 16 ft (assist by W. Matthews),,57,68
314,3,3:35.0,,Personal foul by D. Nowitzki (drawn by A. Harrison),57,68
315,3,3:35.0,,D. Brooks enters the game for A. Harrison,57,68
316,3,3:35.0,,T. Evans enters the game for J. Ennis,57,68
317,3,3:35.0,Y. Ferrell enters the game for D. Smith,,57,68
318,3,3:35.0,J. Barea enters the game for D. Nowitzki,,57,68
319,3,3:27.0,,Turnover by M. Gasol (bad pass),57,68
320,3,3:15.0,H. Barnes misses 2-pt jump shot from 12 ft,,57,68
321,3,3:11.0,,Defensive rebound by M. Gasol,57,68
322,3,3:07.0,,T. Evans makes 2-pt layup at rim,57,70
323,3,2:41.0,W. Matthews misses 2-pt layup at rim,,57,70
324,3,2:38.0,Offensive rebound by N. Noel,,57,70
325,3,2:37.0,N. Noel misses 2-pt layup at rim (block by J. Martin),,57,70
326,3,2:34.0,Offensive rebound by H. Barnes,,57,70
327,3,2:32.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by H. Barnes),,60,70
328,3,2:23.0,,M. Chalmers misses 3-pt jump shot from 26 ft,60,70
329,3,2:19.0,Defensive rebound by H. Barnes,,60,70
330,3,2:16.0,Personal foul by J. Martin (drawn by Y. Ferrell),,60,70
331,3,2:16.0,Y. Ferrell makes free throw 1 of 2,,61,70
332,3,2:16.0,,C. Parsons enters the game for J. Martin,61,70
333,3,2:16.0,,B. Wright enters the game for M. Gasol,61,70
334,3,2:16.0,S. Mejri enters the game for N. Noel,,61,70
335,3,2:16.0,Y. Ferrell makes free throw 2 of 2,,62,70
336,3,2:07.0,,M. Chalmers misses 2-pt jump shot from 7 ft,62,70
337,3,2:04.0,Defensive rebound by J. Barea,,62,70
338,3,1:57.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by J. Barea),,65,70
339,3,1:36.0,,D. Brooks misses 2-pt jump shot from 19 ft,65,70
340,3,1:34.0,,Offensive rebound by M. Chalmers,65,70
341,3,1:33.0,,B. Wright makes 2-pt dunk at rim (assist by M. Chalmers),65,72
342,3,1:14.0,W. Matthews misses 3-pt jump shot from 25 ft,,65,72
343,3,1:11.0,,Defensive rebound by D. Brooks,65,72
344,3,1:08.0,,Shooting foul by Y. Ferrell (drawn by T. Evans),65,72
345,3,1:08.0,,T. Evans makes free throw 1 of 2,65,73
346,3,1:08.0,,T. Evans makes free throw 2 of 2,65,74
347,3,0:51.0,H. Barnes makes 2-pt jump shot from 12 ft,,67,74
348,3,0:51.0,Shooting foul by M. Chalmers (drawn by H. Barnes),,67,74
349,3,0:51.0,H. Barnes makes free throw 1 of 1,,68,74
350,3,0:40.0,,Turnover by T. Evans (turnover),68,74
351,3,0:31.0,H. Barnes misses 2-pt jump shot from 21 ft,,68,74
352,3,0:28.0,,Defensive rebound by T. Evans,68,74
353,3,0:08.0,,T. Evans makes 2-pt jump shot from 22 ft,68,76
354,3,0:01.0,Turnover by J. Barea (bad pass; steal by T. Evans),,68,76
355,4,11:38.0,J. Barea misses 3-pt jump shot from 25 ft,,68,76
356,4,11:34.0,,Defensive rebound by T. Evans,68,76
357,4,11:26.0,,T. Evans makes 3-pt jump shot from 25 ft,68,79
358,4,11:03.0,Personal foul by C. Parsons (drawn by J. Barea),,68,79
359,4,11:03.0,M. Kleber enters the game for S. Mejri,,68,79
360,4,10:50.0,D. Smith makes 2-pt jump shot from 12 ft,,70,79
361,4,10:34.0,,T. Evans makes 3-pt jump shot from 25 ft,70,82
362,4,10:21.0,D. Powell makes 2-pt jump shot from 5 ft (assist by D. Smith),,72,82
363,4,10:00.0,,T. Evans misses 3-pt jump shot from 25 ft,72,82
364,4,9:57.0,Defensive rebound by J. Barea,,72,82
365,4,9:45.0,Turnover by D. Smith (bad pass; steal by D. Brooks),,72,82
366,4,9:41.0,,Turnover by M. Chalmers (bad pass; steal by Y. Ferrell),72,82
367,4,9:33.0,J. Barea makes 3-pt jump shot from 24 ft,,75,82
368,4,9:03.0,,D. Brooks misses 2-pt jump shot from 22 ft,75,82
369,4,9:01.0,Defensive rebound by D. Powell,,75,82
370,4,8:53.0,Shooting foul by T. Evans (drawn by Y. Ferrell),,75,82
371,4,8:53.0,Y. Ferrell makes free throw 1 of 2,,76,82
372,4,8:53.0,Y. Ferrell makes free throw 2 of 2,,77,82
373,4,8:37.0,,D. Brooks misses 3-pt jump shot from 25 ft,77,82
374,4,8:33.0,Defensive rebound by D. Smith,,77,82
375,4,8:31.0,Personal foul by D. Brooks (drawn by M. Kleber),,77,82
376,4,8:31.0,,M. Gasol enters the game for M. Chalmers,77,82
377,4,8:31.0,,M. Conley enters the game for B. Wright,77,82
378,4,8:14.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,77,82
379,4,8:12.0,Offensive rebound by D. Powell,,77,82
380,4,8:05.0,M. Kleber misses 3-pt jump shot from 26 ft,,77,82
381,4,8:05.0,,Defensive rebound by C. Parsons,77,82
382,4,7:42.0,,Turnover by M. Conley (bad pass; steal by D. Powell),77,82
383,4,7:38.0,M. Kleber misses 2-pt layup from 1 ft (block by C. Parsons),,77,82
384,4,7:38.0,Offensive rebound by Team,,77,82
385,4,7:35.0,J. Barea makes 3-pt jump shot from 25 ft (assist by M. Kleber),,80,82
386,4,7:18.0,,Personal foul by J. Barea (drawn by M. Conley),80,82
387,4,7:08.0,,M. Conley misses 3-pt jump shot from 25 ft,80,82
388,4,7:04.0,Defensive rebound by J. Barea,,80,82
389,4,6:58.0,J. Barea misses 3-pt jump shot from 25 ft,,80,82
