,QUARTER,TIME_REMAINING,TORONTO_ACTION,SACRAMENTO_ACTION,TORONTO_SCORE,SACRAMENTO_SCORE
26,1,8:04.0,D. DeRozan makes 2-pt jump shot from 17 ft,,17,2
27,1,7:54.0,,Turnover by D. Fox (out of bounds lost ball),17,2
28,1,7:49.0,Turnover by D. DeRozan (bad pass; steal by G. Temple),,17,2
29,1,7:39.0,,Shooting foul by O. Anunoby (drawn by B. Bogdanović),17,2
30,1,7:39.0,,B. Bogdanović misses free throw 1 of 2,17,2
31,1,7:39.0,,Offensive rebound by Team,17,2
32,1,7:39.0,,B. Bogdanović makes free throw 2 of 2,17,3
33,1,7:25.0,Personal foul by G. Temple (drawn by D. DeRozan),,17,3
34,1,7:25.0,,J. Jackson enters the game for S. Labissière,17,3
35,1,7:25.0,,J. Sampson enters the game for G. Temple,17,3
36,1,7:20.0,Personal foul by B. Bogdanović (drawn by D. DeRozan),,17,3
37,1,7:15.0,O. Anunoby misses 3-pt jump shot from 25 ft,,17,3
38,1,7:11.0,,Defensive rebound by J. Sampson,17,3
39,1,6:57.0,,Turnover by Z. Randolph (bad pass; steal by K. Lowry),17,3
40,1,6:53.0,O. Anunoby misses 2-pt dunk from 1 ft,,17,3
41,1,6:52.0,,Defensive rebound by J. Jackson,17,3
42,1,6:52.0,,Personal foul by K. Lowry (drawn by J. Jackson),17,3
43,1,6:38.0,,J. Sampson makes 2-pt hook shot from 8 ft (assist by D. Fox),17,5
44,1,6:31.0,K. Lowry misses 3-pt jump shot from 24 ft,,17,5
45,1,6:28.0,,Defensive rebound by J. Jackson,17,5
46,1,6:10.0,,Z. Randolph misses 3-pt jump shot from 24 ft,17,5
47,1,6:07.0,Defensive rebound by K. Lowry,,17,5
48,1,6:05.0,Offensive foul by J. Valančiūnas (drawn by Z. Randolph),,17,5
49,1,6:05.0,Turnover by J. Valančiūnas (offensive foul),,17,5
50,1,5:51.0,,D. Fox misses 2-pt jump shot from 20 ft,17,5
51,1,5:48.0,Defensive rebound by K. Lowry,,17,5
52,1,5:40.0,Personal foul by D. Fox (drawn by D. DeRozan),,17,5
53,1,5:29.0,S. Ibaka misses 3-pt jump shot from 24 ft,,17,5
54,1,5:24.0,Offensive rebound by O. Anunoby,,17,5
55,1,5:22.0,S. Ibaka misses 2-pt layup from 2 ft,,17,5
56,1,5:17.0,,Defensive rebound by Z. Randolph,17,5
57,1,5:15.0,,J. Jackson misses 3-pt jump shot from 22 ft,17,5
58,1,5:15.0,Defensive rebound by O. Anunoby,,17,5
59,1,4:57.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by K. Lowry),,20,5
60,1,4:34.0,,Z. Randolph makes 2-pt hook shot from 6 ft,20,7
61,1,4:21.0,Toronto full timeout,,20,7
62,1,4:21.0,,K. Koufos enters the game for Z. Randolph,20,7
63,1,4:21.0,,B. Hield enters the game for B. Bogdanović,20,7
64,1,4:21.0,J. Poeltl enters the game for O. Anunoby,,20,7
65,1,4:21.0,C. Miles enters the game for S. Ibaka,,20,7
66,1,4:21.0,P. Siakam enters the game for J. Valančiūnas,,20,7
67,1,4:15.0,K. Lowry misses 3-pt jump shot from 26 ft,,20,7
68,1,4:15.0,,Defensive rebound by J. Jackson,20,7
69,1,3:59.0,,Turnover by D. Fox (bad pass; steal by C. Miles),20,7
70,1,3:51.0,C. Miles misses 3-pt jump shot from 25 ft,,20,7
71,1,3:48.0,,Defensive rebound by J. Sampson,20,7
72,1,3:41.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by K. Koufos),20,10
73,1,3:17.0,D. DeRozan misses 2-pt jump shot from 17 ft,,20,10
74,1,3:17.0,Offensive rebound by K. Lowry,,20,10
75,1,3:13.0,K. Lowry misses 2-pt layup from 2 ft,,20,10
76,1,3:13.0,,Defensive rebound by K. Koufos,20,10
77,1,3:06.0,,J. Sampson makes 3-pt jump shot from 23 ft (assist by J. Jackson),20,13
78,1,2:49.0,Turnover by P. Siakam (bad pass; steal by D. Fox),,20,13
79,1,2:41.0,,Turnover by B. Hield (lost ball; steal by C. Miles),20,13
80,1,2:34.0,C. Miles misses 2-pt hook shot from 5 ft (block by K. Koufos),,20,13
81,1,2:34.0,Offensive rebound by Team,,20,13
82,1,2:34.0,,F. Mason enters the game for D. Fox,20,13
83,1,2:34.0,F. VanVleet enters the game for K. Lowry,,20,13
84,1,2:30.0,P. Siakam makes 2-pt layup from 1 ft (assist by D. DeRozan),,22,13
85,1,2:30.0,,Violation by J. Sampson (def goaltending),22,13
86,1,2:18.0,,B. Hield makes 2-pt layup from 2 ft,22,15
87,1,1:54.0,C. Miles misses 3-pt jump shot from 25 ft (block by J. Jackson),,22,15
88,1,1:50.0,Offensive rebound by P. Siakam,,22,15
89,1,1:49.0,P. Siakam misses 2-pt jump shot from 20 ft,,22,15
90,1,1:49.0,,Defensive rebound by K. Koufos,22,15
91,1,1:35.0,,J. Jackson misses 2-pt jump shot from 15 ft,22,15
92,1,1:35.0,,Offensive rebound by J. Jackson,22,15
93,1,1:27.0,,J. Jackson misses 2-pt layup at rim,22,15
94,1,1:24.0,,Offensive rebound by J. Jackson,22,15
95,1,1:24.0,,J. Jackson misses 2-pt layup at rim,22,15
96,1,1:23.0,Defensive rebound by J. Poeltl,,22,15
97,1,1:22.0,P. Siakam misses 2-pt layup from 5 ft (block by J. Sampson),,22,15
98,1,1:22.0,,Defensive rebound by K. Koufos,22,15
99,1,1:12.0,,B. Hield makes 2-pt jump shot from 16 ft,22,17
100,1,0:59.0,,Offensive charge foul by J. Poeltl (drawn by J. Jackson),22,17
101,1,0:59.0,Turnover by J. Poeltl (offensive foul),,22,17
102,1,0:59.0,N. Powell enters the game for D. DeRozan,,22,17
103,1,0:45.0,,Turnover by J. Sampson (traveling),22,17
104,1,0:29.0,P. Siakam misses 3-pt jump shot from 24 ft,,22,17
105,1,0:25.0,Offensive rebound by J. Poeltl,,22,17
106,1,0:24.0,C. Miles misses 3-pt jump shot from 25 ft,,22,17
107,1,0:22.0,,Defensive rebound by K. Koufos,22,17
108,1,0:06.0,,F. Mason misses 3-pt jump shot from 25 ft,22,17
109,1,0:01.0,Defensive rebound by C. Miles,,22,17
110,1,0:00.0,C. Miles misses 3-pt jump shot from 42 ft,,22,17
111,1,0:00.0,Offensive rebound by Team,,22,17
112,2,11:38.0,,F. Mason misses 2-pt jump shot from 14 ft,22,17
113,2,11:32.0,Defensive rebound by F. VanVleet,,22,17
114,2,11:24.0,Turnover by F. VanVleet (step out of bounds),,22,17
115,2,11:03.0,,V. Carter misses 3-pt jump shot from 26 ft,22,17
116,2,11:00.0,Defensive rebound by C. Miles,,22,17
117,2,10:54.0,N. Powell makes 2-pt jump shot from 20 ft,,24,17
118,2,10:43.0,Violation by J. Poeltl (kicked ball),,24,17
119,2,10:33.0,,B. Hield makes 2-pt layup from 5 ft,24,19
120,2,10:12.0,P. Siakam misses 3-pt jump shot from 23 ft,,24,19
121,2,10:09.0,,Defensive rebound by V. Carter,24,19
122,2,10:00.0,,J. Jackson makes 3-pt jump shot from 22 ft (assist by K. Koufos),24,22
123,2,9:49.0,F. VanVleet makes 2-pt layup from 1 ft,,26,22
124,2,9:33.0,,F. Mason misses 2-pt layup from 1 ft,26,22
125,2,9:29.0,,Offensive rebound by K. Koufos,26,22
126,2,9:28.0,,K. Koufos makes 2-pt layup at rim,26,24
127,2,9:06.0,F. VanVleet makes 2-pt jump shot from 16 ft,,28,24
128,2,8:45.0,,Personal foul by N. Powell (drawn by B. Hield),28,24
129,2,8:35.0,,F. Mason makes 2-pt jump shot from 13 ft,28,26
130,2,8:35.0,,Shooting foul by N. Powell (drawn by F. Mason),28,26
131,2,8:35.0,,Z. Randolph enters the game for K. Koufos,28,26
132,2,8:35.0,,F. Mason makes free throw 1 of 1,28,27
133,2,8:17.0,P. Siakam misses 2-pt layup from 2 ft (block by V. Carter),,28,27
134,2,8:14.0,,Defensive rebound by Z. Randolph,28,27
135,2,8:02.0,,Shooting foul by F. VanVleet (drawn by F. Mason),28,27
136,2,8:02.0,,F. Mason makes free throw 1 of 2,28,28
137,2,8:02.0,K. Lowry enters the game for N. Powell,,28,28
138,2,8:02.0,,F. Mason makes free throw 2 of 2,28,29
139,2,7:50.0,C. Miles makes 3-pt jump shot from 26 ft (assist by K. Lowry),,31,29
140,2,7:27.0,,Z. Randolph makes 2-pt jump shot from 16 ft,31,31
141,2,7:07.0,C. Miles makes 2-pt jump shot from 17 ft,,33,31
142,2,6:43.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by F. Mason),33,34
143,2,6:20.0,K. Lowry misses 2-pt layup from 1 ft,,33,34
144,2,6:14.0,Offensive rebound by J. Poeltl,,33,34
145,2,6:14.0,J. Poeltl makes 2-pt layup at rim,,35,34
146,2,6:12.0,,Sacramento full timeout,35,34
147,2,6:12.0,,B. Bogdanović enters the game for J. Jackson,35,34
148,2,6:12.0,S. Ibaka enters the game for J. Poeltl,,35,34
149,2,6:12.0,J. Valančiūnas enters the game for P. Siakam,,35,34
150,2,6:05.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by Z. Randolph),35,36
151,2,5:48.0,C. Miles misses 3-pt jump shot from 24 ft,,35,36
152,2,5:45.0,,Defensive rebound by B. Hield,35,36
153,2,5:44.0,,Turnover by B. Hield (palming),35,36
154,2,5:25.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,38,36
155,2,5:25.0,Shooting foul by F. Mason (drawn by K. Lowry),,38,36
156,2,5:25.0,,D. Fox enters the game for F. Mason,38,36
157,2,5:25.0,O. Anunoby enters the game for C. Miles,,38,36
158,2,5:25.0,D. DeRozan enters the game for F. VanVleet,,38,36
159,2,5:25.0,K. Lowry makes free throw 1 of 1,,39,36
160,2,5:15.0,,D. Fox misses 2-pt layup from 2 ft,39,36
161,2,5:12.0,Defensive rebound by J. Valančiūnas,,39,36
162,2,5:03.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,41,36
163,2,4:42.0,,B. Hield misses 2-pt jump shot from 6 ft,41,36
164,2,4:42.0,Defensive rebound by J. Valančiūnas,,41,36
165,2,4:41.0,Turnover by J. Valančiūnas (lost ball; steal by D. Fox),,41,36
166,2,4:35.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Fox),41,39
167,2,4:19.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by K. Lowry),,44,39
168,2,4:00.0,,Turnover by D. Fox (out of bounds lost ball),44,39
169,2,4:00.0,,S. Labissière enters the game for V. Carter,44,39
170,2,3:45.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,47,39
171,2,3:33.0,,Turnover by B. Hield (out of bounds lost ball),47,39
172,2,3:27.0,Shooting foul by D. Fox (drawn by D. DeRozan),,47,39
173,2,3:27.0,D. DeRozan misses free throw 1 of 2,,47,39
174,2,3:27.0,Offensive rebound by Team,,47,39
175,2,3:27.0,D. DeRozan makes free throw 2 of 2,,48,39
176,2,3:18.0,,Personal foul by S. Ibaka (drawn by S. Labissière),48,39
177,2,3:09.0,,B. Hield misses 2-pt layup from 2 ft,48,39
178,2,3:07.0,Defensive rebound by S. Ibaka,,48,39
179,2,3:03.0,S. Ibaka misses 3-pt jump shot from 25 ft,,48,39
180,2,2:59.0,,Defensive rebound by B. Hield,48,39
181,2,2:56.0,Toronto full timeout,,48,39
182,2,2:56.0,,G. Temple enters the game for B. Hield,48,39
183,2,2:52.0,,S. Labissière makes 2-pt hook shot from 5 ft,48,41
184,2,2:52.0,,Shooting foul by O. Anunoby (drawn by S. Labissière),48,41
185,2,2:52.0,,S. Labissière misses free throw 1 of 1,48,41
186,2,2:50.0,Defensive rebound by J. Valančiūnas,,48,41
187,2,2:33.0,Turnover by O. Anunoby (turnover),,48,41
188,2,2:19.0,,D. Fox misses 2-pt layup from 3 ft,48,41
189,2,2:14.0,,Offensive rebound by S. Labissière,48,41
190,2,2:14.0,,S. Labissière misses 2-pt layup at rim,48,41
191,2,2:10.0,,Offensive rebound by S. Labissière,48,41
192,2,2:09.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by S. Labissière),48,44
193,2,1:56.0,Personal foul by G. Temple (drawn by D. DeRozan),,48,44
194,2,1:56.0,,J. Jackson enters the game for G. Temple,48,44
195,2,1:49.0,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by D. DeRozan),,50,44
196,2,1:44.0,Offensive charge foul by D. Fox (drawn by K. Lowry),,50,44
197,2,1:44.0,,Turnover by D. Fox (offensive foul),50,44
198,2,1:44.0,,F. Mason enters the game for D. Fox,50,44
199,2,1:31.0,Turnover by K. Lowry (bad pass; steal by S. Labissière),,50,44
200,2,1:27.0,,S. Labissière makes 2-pt layup from 2 ft,50,46
201,2,1:14.0,K. Lowry misses 3-pt jump shot from 24 ft,,50,46
202,2,1:11.0,,Defensive rebound by Z. Randolph,50,46
203,2,0:56.0,,S. Labissière misses 2-pt jump shot from 13 ft,50,46
204,2,0:54.0,Defensive rebound by K. Lowry,,50,46
205,2,0:41.0,S. Ibaka makes 2-pt hook shot from 4 ft,,52,46
206,2,0:22.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,52,46
207,2,0:19.0,Defensive rebound by K. Lowry,,52,46
208,2,0:00.0,D. DeRozan makes 2-pt jump shot from 14 ft,,54,46
209,3,11:45.0,,Z. Randolph makes 2-pt hook shot from 11 ft,54,48
210,3,11:26.0,Turnover by J. Valančiūnas (lost ball; steal by Z. Randolph),,54,48
211,3,11:26.0,,Personal foul by D. DeRozan (drawn by G. Temple),54,48
212,3,11:17.0,,B. Bogdanović makes 3-pt jump shot from 26 ft,54,51
213,3,11:00.0,D. DeRozan makes 2-pt jump shot from 16 ft,,56,51
214,3,10:41.0,,D. Fox misses 2-pt dunk from 2 ft (block by S. Ibaka),56,51
215,3,10:41.0,Defensive rebound by D. DeRozan,,56,51
216,3,10:37.0,Shooting foul by Z. Randolph (drawn by D. DeRozan),,56,51
217,3,10:37.0,D. DeRozan misses free throw 1 of 2,,56,51
218,3,10:37.0,Offensive rebound by Team,,56,51
219,3,10:37.0,D. DeRozan makes free throw 2 of 2,,57,51
220,3,10:21.0,,Z. Randolph makes 2-pt jump shot from 8 ft,57,53
221,3,10:06.0,D. DeRozan misses 3-pt jump shot from 24 ft,,57,53
222,3,10:01.0,,Defensive rebound by S. Labissière,57,53
223,3,10:01.0,Offensive charge foul by S. Labissière (drawn by K. Lowry),,57,53
224,3,10:01.0,,Turnover by S. Labissière (offensive foul),57,53
225,3,9:44.0,K. Lowry misses 2-pt jump shot from 11 ft,,57,53
226,3,9:41.0,Offensive rebound by J. Valančiūnas,,57,53
227,3,9:39.0,K. Lowry misses 3-pt jump shot from 24 ft,,57,53
228,3,9:34.0,,Defensive rebound by Z. Randolph,57,53
229,3,9:17.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,57,53
230,3,9:14.0,Defensive rebound by K. Lowry,,57,53
231,3,9:10.0,K. Lowry misses 2-pt layup from 2 ft,,57,53
232,3,9:07.0,,Defensive rebound by S. Labissière,57,53
233,3,9:02.0,,B. Bogdanović makes 2-pt layup from 2 ft,57,55
234,3,8:37.0,K. Lowry misses 3-pt jump shot from 25 ft,,57,55
235,3,8:37.0,,Defensive rebound by Z. Randolph,57,55
236,3,8:24.0,,S. Labissière misses 2-pt layup from 5 ft,57,55
237,3,8:22.0,Defensive rebound by J. Valančiūnas,,57,55
238,3,8:14.0,Shooting foul by D. Fox (drawn by K. Lowry),,57,55
239,3,8:14.0,K. Lowry misses free throw 1 of 3,,57,55
240,3,8:14.0,Offensive rebound by Team,,57,55
241,3,8:14.0,K. Lowry makes free throw 2 of 3,,58,55
242,3,8:14.0,,F. Mason enters the game for D. Fox,58,55
243,3,8:14.0,K. Lowry makes free throw 3 of 3,,59,55
244,3,7:54.0,,F. Mason misses 2-pt jump shot from 17 ft,59,55
245,3,7:51.0,Defensive rebound by J. Valančiūnas,,59,55
246,3,7:39.0,S. Ibaka misses 2-pt layup from 3 ft,,59,55
247,3,7:36.0,,Defensive rebound by Z. Randolph,59,55
248,3,7:33.0,,F. Mason misses 2-pt layup from 2 ft,59,55
249,3,7:31.0,,Offensive rebound by S. Labissière,59,55
250,3,7:31.0,,Shooting foul by S. Ibaka (drawn by S. Labissière),59,55
251,3,7:31.0,,S. Labissière makes free throw 1 of 2,59,56
252,3,7:31.0,,S. Labissière makes free throw 2 of 2,59,57
253,3,7:15.0,Shooting foul by B. Bogdanović (drawn by D. DeRozan),,59,57
254,3,7:15.0,D. DeRozan makes free throw 1 of 2,,60,57
255,3,7:15.0,D. DeRozan misses free throw 2 of 2,,60,57
256,3,7:12.0,,Defensive rebound by S. Labissière,60,57
257,3,6:56.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,60,57
258,3,6:53.0,Defensive rebound by K. Lowry,,60,57
259,3,6:41.0,D. DeRozan makes 2-pt jump shot from 8 ft,,62,57
260,3,6:16.0,,F. Mason misses 2-pt jump shot from 14 ft,62,57
261,3,6:14.0,Defensive rebound by K. Lowry,,62,57
262,3,6:08.0,Shooting foul by G. Temple (drawn by J. Valančiūnas),,62,57
263,3,6:08.0,,Sacramento full timeout,62,57
264,3,6:08.0,,J. Jackson enters the game for S. Labissière,62,57
265,3,6:08.0,,J. Sampson enters the game for G. Temple,62,57
266,3,6:08.0,J. Valančiūnas makes free throw 1 of 2,,63,57
267,3,6:08.0,J. Valančiūnas makes free throw 2 of 2,,64,57
268,3,5:51.0,,Z. Randolph makes 2-pt hook shot from 3 ft,64,59
269,3,5:29.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,67,59
270,3,5:10.0,,Z. Randolph makes 2-pt jump shot from 16 ft,67,61
271,3,4:46.0,O. Anunoby misses 2-pt jump shot from 15 ft,,67,61
272,3,4:44.0,,Defensive rebound by F. Mason,67,61
273,3,4:35.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by J. Jackson),67,64
274,3,4:11.0,S. Ibaka makes 2-pt layup from 2 ft (assist by D. DeRozan),,69,64
275,3,3:48.0,,Turnover by Z. Randolph (traveling),69,64
276,3,3:48.0,P. Siakam enters the game for J. Valančiūnas,,69,64
277,3,3:37.0,D. DeRozan makes 2-pt layup from 3 ft,,71,64
278,3,3:37.0,Shooting foul by F. Mason (drawn by D. DeRozan),,71,64
279,3,3:37.0,C. Miles enters the game for O. Anunoby,,71,64
280,3,3:37.0,J. Poeltl enters the game for S. Ibaka,,71,64
281,3,3:37.0,D. DeRozan makes free throw 1 of 1,,72,64
282,3,3:17.0,,Turnover by Z. Randolph (lost ball; steal by C. Miles),72,64
283,3,3:16.0,Personal foul by J. Jackson (drawn by K. Lowry),,72,64
284,3,3:16.0,K. Lowry makes free throw 1 of 2,,73,64
285,3,3:16.0,K. Lowry misses free throw 2 of 2,,73,64
286,3,3:14.0,,Defensive rebound by J. Sampson,73,64
287,3,2:55.0,,Z. Randolph misses 3-pt jump shot from 25 ft,73,64
288,3,2:51.0,Defensive rebound by K. Lowry,,73,64
289,3,2:45.0,K. Lowry misses 3-pt jump shot from 23 ft,,73,64
290,3,2:42.0,,Defensive rebound by Z. Randolph,73,64
291,3,2:40.0,,Shooting foul by P. Siakam (drawn by F. Mason),73,64
292,3,2:40.0,Toronto full timeout,,73,64
293,3,2:40.0,,B. Hield enters the game for B. Bogdanović,73,64
294,3,2:40.0,,K. Koufos enters the game for Z. Randolph,73,64
295,3,2:40.0,F. VanVleet enters the game for K. Lowry,,73,64
296,3,2:40.0,,F. Mason misses free throw 1 of 2,73,64
297,3,2:40.0,,Offensive rebound by Team,73,64
298,3,2:40.0,,F. Mason makes free throw 2 of 2,73,65
299,3,2:23.0,D. DeRozan makes 2-pt jump shot from 13 ft,,75,65
300,3,1:58.0,,Turnover by B. Hield (bad pass; steal by C. Miles),75,65
301,3,1:54.0,J. Poeltl makes 2-pt dunk from 1 ft (assist by C. Miles),,77,65
302,3,1:33.0,,Turnover by K. Koufos (lost ball; steal by C. Miles),77,65
303,3,1:29.0,F. VanVleet misses 3-pt jump shot from 24 ft,,77,65
304,3,1:25.0,Offensive rebound by P. Siakam,,77,65
305,3,1:14.0,J. Poeltl misses 2-pt layup from 2 ft (block by J. Sampson),,77,65
306,3,1:11.0,,Defensive rebound by K. Koufos,77,65
307,3,0:52.0,,F. Mason misses 3-pt jump shot from 26 ft,77,65
308,3,0:48.0,Defensive rebound by D. DeRozan,,77,65
309,3,0:44.0,Shooting foul by J. Jackson (drawn by D. DeRozan),,77,65
310,3,0:44.0,D. DeRozan makes free throw 1 of 2,,78,65
311,3,0:44.0,D. DeRozan makes free throw 2 of 2,,79,65
312,3,0:29.0,,J. Sampson makes 2-pt layup from 5 ft (assist by J. Jackson),79,67
313,3,0:10.0,C. Miles misses 3-pt jump shot from 26 ft,,79,67
314,3,0:10.0,Offensive rebound by P. Siakam,,79,67
315,3,0:00.0,D. DeRozan misses 2-pt jump shot from 15 ft,,79,67
316,3,0:00.0,Offensive rebound by Team,,79,67
317,4,11:47.0,C. Miles misses 2-pt jump shot from 13 ft,,79,67
318,4,11:43.0,,Defensive rebound by F. Mason,79,67
319,4,11:42.0,,Personal foul by P. Siakam (drawn by F. Mason),79,67
320,4,11:31.0,,J. Sampson makes 2-pt jump shot from 19 ft (assist by F. Mason),79,69
321,4,11:08.0,N. Powell misses 2-pt layup from 7 ft (block by J. Sampson),,79,69
322,4,11:05.0,,Defensive rebound by K. Koufos,79,69
323,4,11:02.0,,J. Jackson misses 3-pt jump shot from 23 ft,79,69
324,4,11:02.0,Defensive rebound by N. Powell,,79,69
325,4,10:45.0,,Offensive charge foul by P. Siakam (drawn by J. Sampson),79,69
326,4,10:45.0,Turnover by P. Siakam (offensive foul),,79,69
327,4,10:31.0,,Turnover by K. Koufos (traveling),79,69
328,4,10:16.0,Turnover by N. Powell (turnover; steal by J. Sampson),,79,69
329,4,10:05.0,,B. Hield makes 3-pt jump shot from 26 ft (assist by F. Mason),79,72
330,4,9:44.0,J. Poeltl makes 3-pt jump shot from 23 ft (assist by P. Siakam),,82,72
331,4,9:28.0,,Sacramento full timeout,82,72
332,4,9:20.0,,B. Hield misses 3-pt jump shot from 25 ft,82,72
333,4,9:14.0,Defensive rebound by P. Siakam,,82,72
334,4,9:11.0,C. Miles makes 2-pt layup from 1 ft (assist by P. Siakam),,84,72
335,4,9:00.0,,K. Koufos makes 2-pt jump shot from 7 ft,84,74
336,4,8:34.0,N. Powell misses 3-pt jump shot from 25 ft,,84,74
337,4,8:31.0,,Defensive rebound by K. Koufos,84,74
338,4,8:23.0,,J. Sampson makes 2-pt layup from 2 ft (assist by B. Hield),84,76
339,4,8:06.0,Turnover by N. Powell (out of bounds lost ball),,84,76
340,4,8:06.0,,Z. Randolph enters the game for K. Koufos,84,76
341,4,7:58.0,,F. Mason misses 2-pt jump shot from 20 ft,84,76
342,4,7:56.0,Defensive rebound by Team,,84,76
343,4,7:56.0,K. Lowry enters the game for N. Powell,,84,76
344,4,7:43.0,F. VanVleet misses 2-pt jump shot from 10 ft,,84,76
345,4,7:40.0,,Defensive rebound by Z. Randolph,84,76
346,4,7:36.0,,Turnover by B. Hield (bad pass),84,76
347,4,7:19.0,P. Siakam misses 2-pt layup from 4 ft,,84,76
348,4,7:16.0,,Defensive rebound by Z. Randolph,84,76
349,4,7:08.0,,F. Mason misses 2-pt jump shot from 9 ft (block by J. Poeltl),84,76
350,4,7:08.0,Defensive rebound by K. Lowry,,84,76
351,4,7:06.0,K. Lowry misses 3-pt jump shot from 26 ft,,84,76
352,4,7:05.0,Offensive rebound by F. VanVleet,,84,76
353,4,7:02.0,K. Lowry misses 3-pt jump shot from 24 ft,,84,76
354,4,6:54.0,,Defensive rebound by J. Sampson,84,76
355,4,6:49.0,,Turnover by B. Hield (lost ball; steal by F. VanVleet),84,76
356,4,6:49.0,Personal foul by J. Sampson (drawn by P. Siakam),,84,76
357,4,6:36.0,C. Miles misses 3-pt jump shot from 25 ft,,84,76
358,4,6:33.0,Offensive rebound by P. Siakam,,84,76
359,4,6:30.0,C. Miles makes 2-pt jump shot from 13 ft (assist by P. Siakam),,86,76
360,4,6:29.0,,Sacramento full timeout,86,76
361,4,6:29.0,,D. Fox enters the game for F. Mason,86,76
362,4,6:29.0,,B. Bogdanović enters the game for J. Sampson,86,76
363,4,6:29.0,S. Ibaka enters the game for F. VanVleet,,86,76
364,4,6:29.0,D. DeRozan enters the game for P. Siakam,,86,76
365,4,6:12.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by B. Hield),86,79
366,4,5:49.0,C. Miles makes 2-pt layup from 2 ft (assist by S. Ibaka),,88,79
367,4,5:34.0,,B. Hield misses 2-pt layup from 4 ft,88,79
368,4,5:34.0,Defensive rebound by Team,,88,79
369,4,5:33.0,O. Anunoby enters the game for C. Miles,,88,79
370,4,5:10.0,K. Lowry misses 3-pt jump shot from 26 ft,,88,79
371,4,5:03.0,Offensive rebound by K. Lowry,,88,79
372,4,5:01.0,J. Poeltl makes 2-pt hook shot from 4 ft (assist by K. Lowry),,90,79
373,4,4:45.0,,D. Fox makes 2-pt layup from 2 ft,90,81
374,4,4:21.0,D. DeRozan misses 2-pt jump shot from 18 ft,,90,81
375,4,4:19.0,,Defensive rebound by D. Fox,90,81
376,4,4:14.0,,J. Jackson misses 2-pt layup from 2 ft,90,81
377,4,4:14.0,Defensive rebound by J. Poeltl,,90,81
378,4,4:02.0,D. DeRozan misses 2-pt jump shot from 8 ft,,90,81
379,4,3:59.0,,Defensive rebound by Z. Randolph,90,81
