,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
386,4,7:51.0,,Turnover by P. Patterson (bad pass),92,90
387,4,7:51.0,S. Dinwiddie enters the game for C. LeVert,,92,90
388,4,7:44.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,95,90
389,4,7:25.0,,Personal foul by S. Dinwiddie (drawn by P. Patterson),95,90
390,4,7:25.0,R. Hollis-Jefferson enters the game for Q. Acy,,95,90
391,4,7:19.0,,J. Huestis makes 3-pt jump shot from 24 ft (assist by R. Westbrook),95,93
392,4,6:59.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,95,93
393,4,6:57.0,,Defensive rebound by J. Huestis,95,93
394,4,6:51.0,,R. Westbrook makes 2-pt jump shot from 13 ft,95,95
395,4,6:50.0,Brooklyn full timeout,,95,95
396,4,6:50.0,,C. Anthony enters the game for P. Patterson,95,95
397,4,6:50.0,J. Allen enters the game for J. Okafor,,95,95
398,4,6:50.0,D. Carroll enters the game for J. Harris,,95,95
399,4,6:33.0,Shooting foul by S. Adams (drawn by D. Carroll),,95,95
400,4,6:33.0,D. Carroll misses free throw 1 of 2,,95,95
401,4,6:33.0,Offensive rebound by Team,,95,95
402,4,6:33.0,,P. George enters the game for J. Huestis,95,95
403,4,6:33.0,D. Carroll makes free throw 2 of 2,,96,95
404,4,6:21.0,,Personal foul by S. Dinwiddie (drawn by R. Westbrook),96,95
405,4,6:14.0,,R. Westbrook makes 2-pt jump shot from 14 ft,96,97
406,4,5:52.0,Turnover by D. Carroll (bad pass; steal by R. Felton),,96,97
407,4,5:47.0,,C. Anthony misses 2-pt jump shot from 23 ft,96,97
408,4,5:41.0,,Offensive rebound by S. Adams,96,97
409,4,5:41.0,,S. Adams misses 2-pt dunk at rim,96,97
410,4,5:41.0,,Offensive rebound by P. George,96,97
411,4,5:41.0,,P. George misses 3-pt jump shot from 26 ft,96,97
412,4,5:41.0,Defensive rebound by Team,,96,97
413,4,5:41.0,,Loose ball foul by S. Adams (drawn by D. Carroll),96,97
414,4,5:21.0,S. Dinwiddie misses 2-pt layup from 2 ft,,96,97
415,4,5:20.0,,Defensive rebound by P. George,96,97
416,4,5:14.0,,R. Westbrook misses 2-pt layup at rim (block by J. Allen),96,97
417,4,5:12.0,Defensive rebound by A. Crabbe,,96,97
418,4,5:01.0,Offensive foul by S. Dinwiddie (drawn by R. Felton),,96,97
419,4,5:01.0,Turnover by S. Dinwiddie (offensive foul),,96,97
420,4,5:01.0,,Oklahoma City full timeout,96,97
421,4,5:01.0,,A. Roberson enters the game for R. Felton,96,97
422,4,4:42.0,,R. Westbrook makes 2-pt jump shot from 17 ft,96,99
423,4,4:18.0,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft (assist by S. Dinwiddie),,98,99
424,4,3:52.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by R. Westbrook),98,101
425,4,3:26.0,J. Allen makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),,101,101
426,4,3:02.0,,P. George misses 2-pt layup from 2 ft,101,101
427,4,3:01.0,Defensive rebound by Team,,101,101
428,4,3:01.0,J. Harris enters the game for R. Hollis-Jefferson,,101,101
429,4,2:46.0,Turnover by A. Crabbe (bad pass; steal by S. Adams),,101,101
430,4,2:41.0,,R. Westbrook misses 2-pt layup at rim,101,101
431,4,2:40.0,Defensive rebound by Team,,101,101
432,4,2:24.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,104,101
433,4,2:01.0,,Shooting foul by J. Allen (drawn by C. Anthony),104,101
434,4,2:01.0,,C. Anthony makes free throw 1 of 2,104,102
435,4,2:01.0,,C. Anthony makes free throw 2 of 2,104,103
436,4,1:42.0,S. Dinwiddie misses 2-pt layup from 4 ft,,104,103
437,4,1:37.0,Offensive rebound by J. Allen,,104,103
438,4,1:37.0,J. Allen misses 2-pt dunk at rim,,104,103
439,4,1:37.0,,Defensive rebound by C. Anthony,104,103
440,4,1:31.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),104,105
441,4,1:15.0,J. Allen makes 2-pt dunk at rim (assist by S. Dinwiddie),,106,105
442,4,1:03.0,,Personal foul by S. Dinwiddie (drawn by R. Westbrook),106,105
443,4,1:03.0,,R. Westbrook makes free throw 1 of 2,106,106
444,4,1:03.0,,R. Westbrook makes free throw 2 of 2,106,107
445,4,0:49.0,D. Carroll misses 2-pt jump shot from 8 ft,,106,107
446,4,0:48.0,,Defensive rebound by A. Roberson,106,107
447,4,0:26.0,,C. Anthony misses 2-pt jump shot from 9 ft,106,107
448,4,0:22.0,Defensive rebound by A. Crabbe,,106,107
449,4,0:07.0,S. Dinwiddie makes 2-pt layup from 1 ft,,108,107
450,4,0:07.0,,Oklahoma City full timeout,108,107
451,4,0:07.0,,R. Felton enters the game for A. Roberson,108,107
452,4,0:07.0,R. Hollis-Jefferson enters the game for J. Harris,,108,107
453,4,0:03.0,,R. Westbrook makes 2-pt layup from 1 ft,108,109
454,4,0:03.0,Brooklyn full timeout,,108,109
455,4,0:03.0,,A. Roberson enters the game for R. Felton,108,109
456,4,0:03.0,Q. Acy enters the game for J. Allen,,108,109
457,4,0:03.0,J. Harris enters the game for R. Hollis-Jefferson,,108,109
458,4,0:03.0,,Oklahoma City full timeout,108,109
459,4,0:03.0,Brooklyn full timeout,,108,109
460,4,0:00.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,108,109
461,4,0:00.0,Offensive rebound by Team,,108,109
