,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
44,1,5:55.0,K. Caldwell-Pope makes 2-pt jump shot from 3 ft (assist by B. Ingram),,22,11
45,1,5:47.0,,G. Dragić makes 2-pt layup at rim (assist by J. Johnson),22,13
46,1,5:32.0,Turnover by L. Ball (out of bounds lost ball),,22,13
47,1,5:27.0,,Shooting block foul by L. Ball (drawn by G. Dragić),22,13
48,1,5:27.0,,G. Dragić makes free throw 1 of 2,22,14
49,1,5:27.0,,R. McGruder enters the game for J. Richardson,22,14
50,1,5:27.0,,G. Dragić misses free throw 2 of 2,22,14
51,1,5:24.0,Defensive rebound by B. Lopez,,22,14
52,1,5:14.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,22,14
53,1,5:12.0,,Defensive rebound by G. Dragić,22,14
54,1,5:07.0,,G. Dragić makes 2-pt layup from 1 ft,22,16
55,1,5:07.0,LA Lakers full timeout,,22,16
56,1,5:07.0,I. Thomas enters the game for L. Ball,,22,16
57,1,4:56.0,B. Ingram misses 2-pt jump shot from 18 ft,,22,16
58,1,4:54.0,,Defensive rebound by R. McGruder,22,16
59,1,4:41.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by G. Dragić),22,18
60,1,4:21.0,J. Randle misses 2-pt hook shot from 6 ft (block by J. Johnson),,22,18
61,1,4:19.0,,Defensive rebound by J. Winslow,22,18
62,1,4:06.0,,B. Adebayo misses 2-pt hook shot from 5 ft,22,18
63,1,4:04.0,,Offensive rebound by J. Winslow,22,18
64,1,4:00.0,,R. McGruder makes 2-pt layup from 1 ft (assist by J. Winslow),22,20
65,1,3:48.0,B. Ingram misses 2-pt layup from 1 ft,,22,20
66,1,3:46.0,,Defensive rebound by B. Adebayo,22,20
67,1,3:44.0,,J. Johnson makes 2-pt layup from 1 ft (assist by G. Dragić),22,22
68,1,3:44.0,LA Lakers full timeout,,22,22
69,1,3:44.0,,D. Wade enters the game for J. Winslow,22,22
70,1,3:44.0,K. Kuzma enters the game for B. Lopez,,22,22
71,1,3:44.0,I. Zubac enters the game for J. Randle,,22,22
72,1,3:26.0,I. Thomas misses 2-pt jump shot from 11 ft,,22,22
73,1,3:24.0,,Defensive rebound by B. Adebayo,22,22
74,1,3:13.0,,R. McGruder misses 2-pt layup at rim,22,22
75,1,3:12.0,,Offensive rebound by B. Adebayo,22,22
76,1,3:11.0,,B. Adebayo makes 2-pt dunk at rim,22,24
77,1,2:55.0,Shooting foul by D. Wade (drawn by I. Zubac),,22,24
78,1,2:55.0,I. Zubac makes free throw 1 of 2,,23,24
79,1,2:55.0,I. Zubac makes free throw 2 of 2,,24,24
80,1,2:40.0,,Turnover by G. Dragić (bad pass; steal by I. Zubac),24,24
81,1,2:33.0,B. Ingram makes 2-pt layup at rim (assist by I. Thomas),,26,24
82,1,2:16.0,,J. Johnson misses 3-pt jump shot from 24 ft,26,24
83,1,2:13.0,Defensive rebound by I. Zubac,,26,24
84,1,2:05.0,B. Ingram makes 2-pt jump shot from 18 ft,,28,24
85,1,1:48.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by G. Dragić),28,27
86,1,1:36.0,I. Thomas makes 2-pt layup at rim,,30,27
87,1,1:25.0,,D. Wade makes 2-pt jump shot from 19 ft,30,29
88,1,1:17.0,Turnover by I. Thomas (lost ball; steal by G. Dragić),,30,29
89,1,1:13.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),30,31
90,1,0:55.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by I. Zubac),,33,31
91,1,0:44.0,,G. Dragić misses 2-pt layup from 1 ft,33,31
92,1,0:43.0,,Offensive rebound by B. Adebayo,33,31
93,1,0:43.0,,B. Adebayo makes 2-pt layup from 1 ft,33,33
94,1,0:38.0,I. Thomas misses 3-pt jump shot from 24 ft,,33,33
95,1,0:38.0,,Defensive rebound by Team,33,33
96,1,0:38.0,,J. Richardson enters the game for G. Dragić,33,33
97,1,0:26.0,,R. McGruder makes 3-pt jump shot from 25 ft (assist by J. Johnson),33,36
98,1,0:02.0,K. Kuzma misses 2-pt dunk from 1 ft (block by B. Adebayo),,33,36
99,1,0:01.0,,Defensive rebound by B. Adebayo,33,36
100,1,0:00.0,,J. Johnson misses 3-pt jump shot from 30 ft,33,36
101,1,0:00.0,,Offensive rebound by Team,33,36
102,2,11:38.0,I. Zubac misses 2-pt jump shot from 3 ft,,33,36
103,2,11:36.0,Offensive rebound by I. Thomas,,33,36
104,2,11:29.0,L. Ball makes 3-pt jump shot from 25 ft (assist by I. Thomas),,36,36
105,2,11:15.0,,Turnover by B. Adebayo (lost ball; steal by L. Ball),36,36
106,2,11:11.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. Ball),,38,36
107,2,10:48.0,,R. McGruder misses 3-pt jump shot from 24 ft,38,36
108,2,10:45.0,Defensive rebound by J. Randle,,38,36
109,2,10:34.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by I. Zubac),,41,36
110,2,10:18.0,,J. Richardson misses 2-pt jump shot from 10 ft,41,36
111,2,10:18.0,,Offensive rebound by Team,41,36
112,2,10:18.0,Loose ball foul by L. Ball (drawn by J. Richardson),,41,36
113,2,10:18.0,,H. Whiteside enters the game for B. Adebayo,41,36
114,2,10:06.0,,D. Wade makes 2-pt layup from 1 ft,41,38
115,2,9:53.0,J. Randle misses 2-pt jump shot from 4 ft (block by J. Johnson),,41,38
116,2,9:53.0,Offensive rebound by Team,,41,38
117,2,9:46.0,I. Thomas makes 2-pt jump shot from 13 ft (assist by J. Randle),,43,38
118,2,9:30.0,,R. McGruder misses 3-pt jump shot from 25 ft,43,38
119,2,9:27.0,,Offensive rebound by J. Richardson,43,38
120,2,9:19.0,,J. Richardson misses 2-pt layup from 1 ft,43,38
121,2,9:16.0,Defensive rebound by K. Kuzma,,43,38
122,2,9:12.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,46,38
123,2,8:54.0,,H. Whiteside misses 2-pt jump shot from 14 ft,46,38
124,2,8:52.0,Defensive rebound by L. Ball,,46,38
125,2,8:44.0,J. Randle makes 2-pt layup at rim (assist by I. Thomas),,48,38
126,2,8:44.0,Shooting foul by H. Whiteside (drawn by J. Randle),,48,38
127,2,8:44.0,J. Randle makes free throw 1 of 1,,49,38
128,2,8:39.0,,Miami full timeout,49,38
129,2,8:30.0,,D. Wade makes 2-pt layup at rim,49,40
130,2,8:18.0,K. Kuzma misses 2-pt jump shot from 20 ft,,49,40
131,2,8:15.0,Offensive rebound by I. Zubac,,49,40
132,2,8:08.0,K. Kuzma misses 2-pt jump shot from 13 ft,,49,40
133,2,8:06.0,,Defensive rebound by H. Whiteside,49,40
134,2,7:59.0,,J. Richardson misses 3-pt jump shot from 22 ft,49,40
135,2,7:55.0,Defensive rebound by I. Thomas,,49,40
136,2,7:34.0,Turnover by K. Kuzma (offensive goaltending),,49,40
137,2,7:34.0,,J. Winslow enters the game for J. Johnson,49,40
138,2,7:34.0,,K. Olynyk enters the game for R. McGruder,49,40
139,2,7:19.0,,K. Olynyk misses 2-pt hook shot from 6 ft,49,40
140,2,7:16.0,Defensive rebound by I. Thomas,,49,40
141,2,7:13.0,I. Thomas makes 3-pt jump shot from 25 ft,,52,40
142,2,6:59.0,,Turnover by J. Richardson (bad pass; steal by J. Randle),52,40
143,2,6:50.0,J. Randle makes 2-pt jump shot from 6 ft,,54,40
144,2,6:29.0,,D. Wade makes 2-pt jump shot from 15 ft,54,42
145,2,6:21.0,I. Thomas misses 3-pt jump shot from 25 ft,,54,42
146,2,6:21.0,,Defensive rebound by K. Olynyk,54,42
147,2,6:11.0,,H. Whiteside misses 2-pt dunk from 1 ft (block by J. Randle),54,42
148,2,6:09.0,Defensive rebound by J. Randle,,54,42
149,2,6:08.0,Personal foul by J. Richardson (drawn by J. Randle),,54,42
150,2,6:08.0,,R. McGruder enters the game for J. Richardson,54,42
151,2,6:08.0,,G. Dragić enters the game for D. Wade,54,42
152,2,6:08.0,K. Caldwell-Pope enters the game for I. Thomas,,54,42
153,2,6:08.0,B. Lopez enters the game for J. Randle,,54,42
154,2,6:08.0,B. Ingram enters the game for I. Zubac,,54,42
155,2,5:51.0,B. Ingram misses 2-pt jump shot from 8 ft,,54,42
156,2,5:48.0,,Defensive rebound by J. Winslow,54,42
157,2,5:42.0,,J. Winslow misses 2-pt jump shot from 2 ft,54,42
158,2,5:41.0,,Offensive rebound by H. Whiteside,54,42
159,2,5:39.0,,H. Whiteside misses 2-pt layup from 1 ft,54,42
160,2,5:39.0,,Offensive rebound by H. Whiteside,54,42
161,2,5:39.0,,Shooting foul by L. Ball (drawn by H. Whiteside),54,42
162,2,5:39.0,,H. Whiteside makes free throw 1 of 2,54,43
163,2,5:39.0,I. Thomas enters the game for L. Ball,,54,43
164,2,5:39.0,,H. Whiteside makes free throw 2 of 2,54,44
165,2,5:24.0,K. Kuzma makes 2-pt hook shot from 6 ft,,56,44
166,2,5:17.0,,Shooting foul by B. Ingram (drawn by G. Dragić),56,44
167,2,5:17.0,,G. Dragić makes free throw 1 of 2,56,45
168,2,5:17.0,,J. Johnson enters the game for K. Olynyk,56,45
169,2,5:17.0,,G. Dragić makes free throw 2 of 2,56,46
170,2,5:01.0,I. Thomas misses 2-pt layup from 1 ft,,56,46
171,2,5:01.0,,Defensive rebound by Team,56,46
172,2,5:01.0,J. Randle enters the game for K. Kuzma,,56,46
173,2,4:56.0,,Personal foul by I. Thomas (drawn by J. Johnson),56,46
174,2,4:40.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by J. Johnson),56,49
175,2,4:40.0,J. Randle makes 2-pt layup from 3 ft (assist by I. Thomas),,58,49
176,2,4:40.0,Shooting foul by J. Johnson (drawn by J. Randle),,58,49
177,2,4:40.0,J. Randle makes free throw 1 of 1,,59,49
178,2,4:17.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by G. Dragić),59,52
179,2,4:10.0,Personal foul by G. Dragić (drawn by I. Thomas),,59,52
180,2,4:02.0,J. Randle misses 3-pt jump shot from 25 ft,,59,52
181,2,4:00.0,,Defensive rebound by H. Whiteside,59,52
182,2,3:52.0,,G. Dragić misses 2-pt jump shot from 5 ft (block by B. Ingram),59,52
183,2,3:38.0,Defensive rebound by J. Randle,,59,52
184,2,3:36.0,I. Thomas makes 2-pt layup from 5 ft (assist by K. Caldwell-Pope),,61,52
185,2,3:28.0,,H. Whiteside makes 2-pt dunk from 4 ft (assist by J. Johnson),61,54
186,2,3:14.0,Shooting foul by J. Johnson (drawn by J. Randle),,61,54
187,2,3:14.0,J. Randle makes free throw 1 of 2,,62,54
188,2,3:14.0,J. Randle makes free throw 2 of 2,,63,54
189,2,2:56.0,,G. Dragić misses 2-pt jump shot from 6 ft,63,54
190,2,2:51.0,Defensive rebound by B. Ingram,,63,54
191,2,2:37.0,Shooting foul by J. Winslow (drawn by I. Thomas),,63,54
192,2,2:37.0,LA Lakers full timeout,,63,54
193,2,2:37.0,,D. Wade enters the game for R. McGruder,63,54
194,2,2:37.0,,B. Adebayo enters the game for H. Whiteside,63,54
195,2,2:37.0,,J. Richardson enters the game for J. Johnson,63,54
196,2,2:37.0,I. Thomas misses free throw 1 of 2,,63,54
197,2,2:37.0,Offensive rebound by Team,,63,54
198,2,2:37.0,I. Thomas makes free throw 2 of 2,,64,54
199,2,2:22.0,,J. Richardson misses 2-pt layup from 1 ft (block by B. Lopez),64,54
200,2,2:19.0,,Offensive rebound by B. Adebayo,64,54
201,2,2:13.0,,J. Richardson misses 2-pt jump shot from 11 ft,64,54
202,2,2:12.0,Defensive rebound by K. Caldwell-Pope,,64,54
203,2,1:48.0,B. Lopez makes 2-pt jump shot from 20 ft,,66,54
204,2,1:32.0,,G. Dragić makes 2-pt jump shot from 13 ft,66,56
205,2,1:19.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by I. Thomas),,68,56
206,2,1:03.0,,Shooting foul by J. Randle (drawn by B. Adebayo),68,56
207,2,1:03.0,,B. Adebayo misses free throw 1 of 2,68,56
208,2,1:03.0,,Offensive rebound by Team,68,56
209,2,1:03.0,K. Kuzma enters the game for I. Thomas,,68,56
210,2,1:03.0,,B. Adebayo makes free throw 2 of 2,68,57
211,2,0:53.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by B. Ingram),,70,57
212,2,0:42.0,,D. Wade makes 2-pt jump shot from 9 ft,70,59
213,2,0:31.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by B. Ingram),,73,59
214,2,0:24.0,,D. Wade makes 3-pt jump shot from 26 ft,73,62
215,3,11:43.0,B. Ingram makes 2-pt jump shot from 17 ft (assist by B. Lopez),,75,62
216,3,11:22.0,,J. Richardson makes 3-pt jump shot from 22 ft (assist by J. Winslow),75,65
217,3,11:08.0,Personal foul by H. Whiteside (drawn by B. Lopez),,75,65
218,3,11:04.0,Turnover by B. Ingram (bad pass; steal by J. Richardson),,75,65
219,3,10:56.0,,J. Richardson makes 2-pt jump shot from 12 ft,75,67
220,3,10:45.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by L. Ball),,78,67
221,3,10:31.0,,J. Winslow makes 2-pt jump shot from 9 ft,78,69
222,3,10:24.0,Turnover by L. Ball (bad pass),,78,69
223,3,10:15.0,,G. Dragić misses 2-pt jump shot from 17 ft,78,69
224,3,10:13.0,Defensive rebound by B. Ingram,,78,69
225,3,10:03.0,B. Lopez misses 3-pt jump shot from 27 ft,,78,69
226,3,9:58.0,,Defensive rebound by H. Whiteside,78,69
227,3,9:48.0,,Turnover by J. Richardson (out of bounds lost ball),78,69
228,3,9:31.0,L. Ball makes 3-pt jump shot from 23 ft (assist by B. Lopez),,81,69
229,3,9:20.0,,Turnover by G. Dragić (traveling),81,69
230,3,8:58.0,Turnover by J. Randle (turnover),,81,69
231,3,8:47.0,,J. Winslow makes 2-pt hook shot from 8 ft,81,71
232,3,8:32.0,Shooting foul by J. Winslow (drawn by J. Randle),,81,71
233,3,8:32.0,J. Randle makes free throw 1 of 2,,82,71
234,3,8:32.0,J. Randle makes free throw 2 of 2,,83,71
235,3,8:22.0,,J. Winslow makes 3-pt jump shot from 25 ft (assist by G. Dragić),83,74
236,3,8:11.0,Shooting foul by J. Richardson (drawn by K. Caldwell-Pope),,83,74
237,3,8:11.0,K. Caldwell-Pope makes free throw 1 of 3,,84,74
238,3,8:11.0,K. Caldwell-Pope makes free throw 2 of 3,,85,74
239,3,8:11.0,K. Caldwell-Pope misses free throw 3 of 3,,85,74
240,3,8:09.0,,Defensive rebound by B. Adebayo,85,74
241,3,7:56.0,,J. Winslow misses 2-pt jump shot from 5 ft,85,74
242,3,7:54.0,Defensive rebound by B. Lopez,,85,74
243,3,7:41.0,B. Ingram misses 2-pt layup from 1 ft,,85,74
244,3,7:38.0,,Defensive rebound by H. Whiteside,85,74
245,3,7:29.0,,J. Richardson makes 2-pt jump shot from 21 ft,85,76
246,3,7:06.0,B. Ingram makes 2-pt jump shot from 18 ft,,87,76
247,3,6:54.0,,G. Dragić misses 3-pt jump shot from 25 ft,87,76
248,3,6:50.0,,Offensive rebound by J. Richardson,87,76
249,3,6:42.0,,Turnover by H. Whiteside (lost ball; steal by L. Ball),87,76
250,3,6:34.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by L. Ball),,90,76
251,3,6:32.0,,Miami full timeout,90,76
252,3,6:32.0,,J. Johnson enters the game for H. Whiteside,90,76
253,3,6:19.0,,Turnover by J. Richardson (lost ball; steal by B. Ingram),90,76
254,3,6:06.0,,Offensive charge foul by K. Caldwell-Pope (drawn by G. Dragić),90,76
255,3,6:06.0,Turnover by K. Caldwell-Pope (offensive foul),,90,76
256,3,5:50.0,,J. Winslow misses 2-pt hook shot from 7 ft,90,76
257,3,5:47.0,Defensive rebound by K. Caldwell-Pope,,90,76
258,3,5:27.0,B. Lopez misses 3-pt jump shot from 24 ft,,90,76
259,3,5:26.0,Offensive rebound by K. Caldwell-Pope,,90,76
260,3,5:26.0,Shooting foul by J. Johnson (drawn by J. Randle),,90,76
261,3,5:26.0,J. Randle makes free throw 1 of 2,,91,76
262,3,5:26.0,,R. McGruder enters the game for J. Richardson,91,76
263,3,5:26.0,J. Randle makes free throw 2 of 2,,92,76
264,3,5:18.0,,G. Dragić makes 2-pt layup from 1 ft,92,78
265,3,5:03.0,B. Ingram misses 3-pt jump shot from 24 ft,,92,78
266,3,5:00.0,,Defensive rebound by J. Johnson,92,78
267,3,4:42.0,,G. Dragić makes 2-pt layup from 1 ft,92,80
268,3,4:42.0,LA Lakers full timeout,,92,80
269,3,4:42.0,I. Thomas enters the game for L. Ball,,92,80
270,3,4:42.0,K. Kuzma enters the game for B. Lopez,,92,80
271,3,4:30.0,Shooting foul by R. McGruder (drawn by K. Caldwell-Pope),,92,80
272,3,4:30.0,K. Caldwell-Pope makes free throw 1 of 2,,93,80
273,3,4:30.0,K. Caldwell-Pope makes free throw 2 of 2,,94,80
274,3,4:13.0,,Shooting foul by B. Ingram (drawn by B. Adebayo),94,80
275,3,4:13.0,,B. Adebayo makes free throw 1 of 2,94,81
276,3,4:13.0,,D. Wade enters the game for J. Winslow,94,81
277,3,4:13.0,,B. Adebayo makes free throw 2 of 2,94,82
278,3,3:58.0,B. Ingram makes 2-pt jump shot from 21 ft,,96,82
279,3,3:46.0,,J. Johnson makes 2-pt jump shot from 17 ft,96,84
280,3,3:30.0,B. Ingram makes 2-pt jump shot from 6 ft,,98,84
281,3,3:18.0,,D. Wade misses 2-pt layup from 1 ft (block by K. Kuzma),98,84
282,3,3:17.0,,Offensive rebound by Team,98,84
283,3,3:11.0,,G. Dragić makes 2-pt jump shot from 17 ft (assist by B. Adebayo),98,86
284,3,2:46.0,I. Thomas misses 2-pt jump shot from 7 ft,,98,86
285,3,2:44.0,,Defensive rebound by G. Dragić,98,86
286,3,2:35.0,,G. Dragić misses 2-pt layup at rim,98,86
287,3,2:34.0,Defensive rebound by Team,,98,86
288,3,2:34.0,,Loose ball foul by B. Adebayo (drawn by K. Kuzma),98,86
289,3,2:34.0,K. Kuzma makes free throw 1 of 2,,99,86
290,3,2:34.0,,K. Olynyk enters the game for B. Adebayo,99,86
291,3,2:34.0,I. Zubac enters the game for J. Randle,,99,86
292,3,2:34.0,K. Kuzma misses free throw 2 of 2,,99,86
293,3,2:34.0,,J. Richardson enters the game for G. Dragić,99,86
294,3,2:34.0,L. Ball enters the game for K. Caldwell-Pope,,99,86
295,3,2:33.0,,Defensive rebound by J. Johnson,99,86
296,3,2:12.0,,J. Richardson misses 3-pt jump shot from 23 ft,99,86
297,3,2:08.0,,Offensive rebound by K. Olynyk,99,86
298,3,2:05.0,,D. Wade makes 2-pt layup from 1 ft,99,88
299,3,1:48.0,L. Ball misses 3-pt jump shot from 26 ft,,99,88
300,3,1:42.0,,Defensive rebound by J. Johnson,99,88
301,3,1:32.0,,J. Richardson makes 2-pt jump shot from 19 ft (assist by K. Olynyk),99,90
302,3,1:16.0,I. Thomas makes 2-pt layup from 2 ft,,101,90
303,3,0:54.0,,J. Johnson makes 2-pt dunk from 1 ft (assist by D. Wade),101,92
304,3,0:36.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by B. Ingram),,104,92
305,3,0:28.0,,D. Wade misses 3-pt jump shot from 24 ft,104,92
306,3,0:23.0,,Offensive rebound by J. Richardson,104,92
307,3,0:04.0,,Shooting foul by I. Zubac (drawn by D. Wade),104,92
308,3,0:04.0,,D. Wade makes free throw 1 of 2,104,93
309,3,0:04.0,,B. Adebayo enters the game for K. Olynyk,104,93
310,3,0:04.0,,D. Wade makes free throw 2 of 2,104,94
311,3,0:01.0,Turnover by I. Zubac (lost ball; steal by J. Richardson),,104,94
312,3,0:00.0,,J. Richardson misses 3-pt jump shot from 40 ft,104,94
313,3,0:00.0,,Offensive rebound by Team,104,94
314,4,11:46.0,,D. Wade misses 2-pt jump shot from 9 ft,104,94
315,4,11:43.0,Defensive rebound by K. Caldwell-Pope,,104,94
316,4,11:40.0,L. Ball misses 2-pt layup from 1 ft (block by J. Richardson),,104,94
317,4,11:40.0,Offensive rebound by K. Kuzma,,104,94
318,4,11:40.0,Personal foul by J. Johnson (drawn by K. Kuzma),,104,94
319,4,11:38.0,Personal foul by R. McGruder (drawn by K. Caldwell-Pope),,104,94
320,4,11:26.0,I. Zubac misses 2-pt jump shot from 6 ft,,104,94
321,4,11:24.0,,Defensive rebound by D. Wade,104,94
322,4,11:17.0,,K. Olynyk misses 2-pt jump shot from 5 ft,104,94
323,4,11:14.0,Defensive rebound by L. Ball,,104,94
324,4,11:00.0,I. Thomas makes 3-pt jump shot from 27 ft (assist by I. Zubac),,107,94
325,4,10:45.0,,K. Olynyk misses 3-pt jump shot from 25 ft,107,94
326,4,10:42.0,Defensive rebound by K. Kuzma,,107,94
327,4,10:32.0,I. Thomas makes 3-pt jump shot from 25 ft,,110,94
328,4,10:31.0,,Miami full timeout,110,94
329,4,10:18.0,,D. Wade makes 2-pt jump shot from 8 ft (assist by R. McGruder),110,96
330,4,10:00.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by L. Ball),,113,96
331,4,9:47.0,,D. Wade misses 2-pt jump shot from 18 ft,113,96
332,4,9:45.0,,Offensive rebound by K. Olynyk,113,96
333,4,9:43.0,,R. McGruder makes 2-pt layup from 1 ft (assist by K. Olynyk),113,98
334,4,9:27.0,I. Thomas makes 2-pt layup from 1 ft,,115,98
335,4,9:24.0,,Turnover by J. Richardson (bad pass; steal by L. Ball),115,98
336,4,9:16.0,I. Thomas misses 3-pt jump shot from 25 ft,,115,98
337,4,9:13.0,Offensive rebound by L. Ball,,115,98
338,4,9:11.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by K. Kuzma),,118,98
339,4,9:03.0,,Miami full timeout,118,98
340,4,9:03.0,,B. Adebayo enters the game for R. McGruder,118,98
341,4,9:03.0,,G. Dragić enters the game for K. Olynyk,118,98
342,4,8:48.0,,D. Wade makes 2-pt layup from 1 ft,118,100
343,4,8:33.0,Shooting foul by D. Wade (drawn by I. Zubac),,118,100
344,4,8:33.0,I. Zubac makes free throw 1 of 2,,119,100
345,4,8:33.0,B. Ingram enters the game for K. Caldwell-Pope,,119,100
346,4,8:33.0,I. Zubac makes free throw 2 of 2,,120,100
347,4,8:14.0,,B. Adebayo makes 2-pt dunk at rim (assist by G. Dragić),120,102
348,4,7:59.0,I. Zubac makes 2-pt dunk from 1 ft (assist by I. Thomas),,122,102
349,4,7:47.0,,D. Wade misses 2-pt layup from 1 ft,122,102
350,4,7:45.0,,Offensive rebound by B. Adebayo,122,102
351,4,7:44.0,,Personal foul by B. Ingram (drawn by D. Wade),122,102
352,4,7:33.0,,G. Dragić misses 3-pt jump shot from 24 ft,122,102
353,4,7:29.0,Defensive rebound by K. Kuzma,,122,102
354,4,7:22.0,K. Kuzma makes 2-pt jump shot from 14 ft (assist by I. Zubac),,124,102
355,4,7:13.0,,Personal foul by L. Ball (drawn by B. Adebayo),124,102
356,4,7:13.0,,J. Winslow enters the game for J. Johnson,124,102
357,4,7:06.0,,D. Wade misses 2-pt jump shot from 15 ft,124,102
358,4,7:02.0,Defensive rebound by I. Zubac,,124,102
359,4,6:59.0,I. Thomas misses 3-pt jump shot from 25 ft,,124,102
360,4,6:55.0,,Defensive rebound by G. Dragić,124,102
361,4,6:49.0,,D. Wade makes 2-pt layup from 1 ft,124,104
362,4,6:37.0,LA Lakers full timeout,,124,104
363,4,6:37.0,J. Randle enters the game for I. Zubac,,124,104
364,4,6:31.0,I. Thomas misses 2-pt jump shot from 10 ft (block by B. Adebayo),,124,104
365,4,6:29.0,,Defensive rebound by D. Wade,124,104
366,4,6:25.0,,B. Adebayo makes 2-pt dunk from 1 ft (assist by D. Wade),124,106
367,4,6:06.0,B. Ingram misses 3-pt jump shot from 25 ft,,124,106
368,4,6:06.0,,Defensive rebound by B. Adebayo,124,106
369,4,5:49.0,,D. Wade makes 2-pt layup at rim,124,108
370,4,5:25.0,I. Thomas misses 3-pt jump shot from 31 ft,,124,108
371,4,5:23.0,,Defensive rebound by J. Winslow,124,108
372,4,5:13.0,,D. Wade misses 3-pt jump shot from 25 ft,124,108
