,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
390,4,8:01.0,,San Antonio full timeout,81,86
391,4,7:43.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,81,86
392,4,7:39.0,Defensive rebound by F. Kaminsky,,81,86
393,4,7:18.0,Shooting foul by D. Green (drawn by D. Howard),,81,86
394,4,7:18.0,D. Howard misses free throw 1 of 2,,81,86
395,4,7:18.0,Offensive rebound by Team,,81,86
396,4,7:18.0,D. Howard makes free throw 2 of 2,,82,86
397,4,6:53.0,,M. Ginóbili misses 2-pt jump shot from 4 ft,82,86
398,4,6:51.0,Defensive rebound by D. Howard,,82,86
399,4,6:43.0,Personal foul by M. Ginóbili (drawn by D. Howard),,82,86
400,4,6:36.0,Shooting foul by L. Aldridge (drawn by K. Walker),,82,86
401,4,6:36.0,K. Walker makes free throw 1 of 2,,83,86
402,4,6:36.0,K. Walker makes free throw 2 of 2,,84,86
403,4,6:19.0,,M. Ginóbili makes 2-pt dunk at rim,84,88
404,4,5:57.0,F. Kaminsky misses 2-pt jump shot from 6 ft (block by K. Anderson),,84,88
405,4,5:51.0,,Defensive rebound by P. Mills,84,88
406,4,5:44.0,,Shooting foul by D. Howard (drawn by L. Aldridge),84,88
407,4,5:44.0,,L. Aldridge makes free throw 2 of 2,84,89
408,4,5:44.0,,L. Aldridge makes free throw 1 of 2,84,90
409,4,5:38.0,,B. Forbes enters the game for D. Green,84,90
410,4,5:38.0,D. Bacon enters the game for T. Graham,,84,90
411,4,5:25.0,J. Lamb makes 2-pt layup from 2 ft,,86,90
412,4,5:14.0,,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Mills),86,93
413,4,5:14.0,,Shooting foul by J. Lamb (drawn by B. Forbes),86,93
414,4,5:14.0,M. Williams enters the game for F. Kaminsky,,86,93
415,4,5:14.0,,B. Forbes makes free throw 1 of 1,86,94
416,4,5:05.0,Turnover by K. Walker (lost ball; steal by K. Anderson),,86,94
417,4,5:01.0,,Turnover by K. Anderson (lost ball; steal by K. Walker),86,94
418,4,4:55.0,J. Lamb makes 2-pt jump shot from 13 ft,,88,94
419,4,4:55.0,Shooting foul by B. Forbes (drawn by J. Lamb),,88,94
420,4,4:55.0,,R. Gay enters the game for K. Anderson,88,94
421,4,4:55.0,J. Lamb makes free throw 1 of 1,,89,94
422,4,4:45.0,,P. Mills makes 3-pt jump shot from 25 ft,89,97
423,4,4:31.0,K. Walker misses 3-pt jump shot from 24 ft,,89,97
424,4,4:31.0,Offensive rebound by D. Howard,,89,97
425,4,4:31.0,Personal foul by P. Mills (drawn by D. Howard),,89,97
426,4,4:31.0,D. Howard misses free throw 1 of 2,,89,97
427,4,4:31.0,Offensive rebound by Team,,89,97
428,4,4:31.0,D. Howard misses free throw 2 of 2,,89,97
429,4,4:29.0,,Defensive rebound by L. Aldridge,89,97
430,4,4:19.0,,P. Mills misses 3-pt jump shot from 25 ft,89,97
431,4,4:19.0,Turnover by D. Bacon (lost ball; steal by M. Ginóbili),,89,97
432,4,4:14.0,Defensive rebound by D. Bacon,,89,97
433,4,3:59.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by B. Forbes),89,100
434,4,3:42.0,M. Williams misses 3-pt jump shot from 22 ft,,89,100
435,4,3:38.0,,Defensive rebound by L. Aldridge,89,100
436,4,3:28.0,,P. Mills misses 2-pt layup from 1 ft,89,100
437,4,3:27.0,,Offensive rebound by Team,89,100
438,4,3:16.0,,R. Gay misses 2-pt jump shot from 19 ft,89,100
439,4,3:13.0,Defensive rebound by J. Lamb,,89,100
440,4,2:57.0,K. Walker misses 2-pt jump shot from 15 ft,,89,100
441,4,2:56.0,Offensive rebound by D. Howard,,89,100
442,4,2:56.0,Personal foul by M. Ginóbili (drawn by D. Howard),,89,100
443,4,2:56.0,D. Howard misses free throw 1 of 2,,89,100
444,4,2:56.0,Offensive rebound by Team,,89,100
445,4,2:56.0,D. Howard makes free throw 2 of 2,,90,100
446,4,2:41.0,,P. Mills misses 2-pt jump shot from 1 ft,90,100
447,4,2:37.0,Defensive rebound by D. Howard,,90,100
448,4,2:36.0,D. Bacon misses 3-pt jump shot from 26 ft,,90,100
449,4,2:35.0,Offensive rebound by M. Williams,,90,100
450,4,2:35.0,M. Williams makes 2-pt layup at rim,,92,100
451,4,2:16.0,,Personal foul by D. Howard (drawn by M. Ginóbili),92,100
452,4,2:10.0,,Personal foul by D. Howard (drawn by L. Aldridge),92,100
453,4,2:06.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by R. Gay),92,103
454,4,1:54.0,Shooting foul by L. Aldridge (drawn by K. Walker),,92,103
455,4,1:54.0,K. Walker makes free throw 1 of 2,,93,103
456,4,1:54.0,K. Walker misses free throw 2 of 2,,93,103
457,4,1:52.0,,Defensive rebound by M. Ginóbili,93,103
458,4,1:34.0,,Turnover by P. Mills (bad pass; steal by D. Bacon),93,103
459,4,1:32.0,D. Bacon makes 2-pt layup from 2 ft,,95,103
460,4,1:20.0,,L. Aldridge misses 2-pt jump shot from 21 ft,95,103
461,4,1:20.0,,Offensive rebound by B. Forbes,95,103
462,4,1:04.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,95,103
463,4,1:04.0,Defensive rebound by D. Bacon,,95,103
464,4,0:57.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by D. Bacon),,98,103
465,4,0:34.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),98,106
466,4,0:33.0,Charlotte full timeout,,98,106
467,4,0:31.0,D. Howard makes 2-pt dunk at rim (assist by J. Lamb),,100,106
468,4,0:31.0,Shooting foul by R. Gay (drawn by D. Howard),,100,106
469,4,0:31.0,D. Howard makes free throw 1 of 1,,101,106
470,4,0:30.0,,San Antonio full timeout,101,106
471,4,0:30.0,,K. Anderson enters the game for B. Forbes,101,106
472,4,0:23.0,,Turnover by R. Gay (lost ball; steal by J. Lamb),101,106
473,4,0:17.0,D. Bacon misses 2-pt jump shot from 19 ft,,101,106
474,4,0:16.0,,Defensive rebound by M. Ginóbili,101,106
475,4,0:16.0,,Personal foul by M. Williams (drawn by M. Ginóbili),101,106
476,4,0:16.0,,M. Ginóbili makes free throw 1 of 2,101,107
477,4,0:16.0,,M. Ginóbili makes free throw 2 of 2,101,108
478,4,0:06.0,K. Walker misses 3-pt jump shot from 25 ft,,101,108
479,4,0:03.0,,Defensive rebound by R. Gay,101,108
