,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,GOLDEN STATE_ACTION,SAN ANTONIO_SCORE,GOLDEN STATE_SCORE
0,1,11:50.0,,Personal foul by D. Murray (drawn by D. Green),0,0
1,1,11:44.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by D. Green),0,2
2,1,11:29.0,D. Green misses 3-pt jump shot from 26 ft,,0,2
3,1,11:27.0,,Defensive rebound by D. Green,0,2
4,1,11:17.0,,J. McGee makes 2-pt layup from 1 ft (assist by A. Iguodala),0,4
5,1,11:02.0,D. Murray misses 2-pt jump shot from 18 ft,,0,4
6,1,11:00.0,,Defensive rebound by D. Green,0,4
7,1,10:55.0,,K. Thompson misses 2-pt jump shot from 15 ft,0,4
8,1,10:53.0,Defensive rebound by D. Murray,,0,4
9,1,10:39.0,P. Mills misses 3-pt jump shot from 26 ft,,0,4
10,1,10:39.0,,Defensive rebound by D. Green,0,4
11,1,10:32.0,,J. McGee misses 2-pt layup from 1 ft,0,4
12,1,10:30.0,,Offensive rebound by D. Green,0,4
13,1,10:25.0,,D. Green makes 3-pt jump shot from 23 ft (assist by A. Iguodala),0,7
14,1,10:25.0,San Antonio full timeout,,0,7
15,1,10:03.0,L. Aldridge misses 3-pt jump shot from 25 ft,,0,7
16,1,10:01.0,,Defensive rebound by K. Durant,0,7
17,1,9:55.0,,K. Durant misses 3-pt jump shot from 26 ft,0,7
18,1,9:53.0,Defensive rebound by L. Aldridge,,0,7
19,1,9:39.0,Turnover by D. Green (bad pass),,0,7
20,1,9:28.0,,K. Durant misses 2-pt jump shot from 18 ft,0,7
21,1,9:24.0,Defensive rebound by D. Murray,,0,7
22,1,9:08.0,R. Gay misses 2-pt jump shot from 7 ft,,0,7
23,1,9:06.0,,Defensive rebound by A. Iguodala,0,7
24,1,9:01.0,,Personal foul by R. Gay (drawn by A. Iguodala),0,7
25,1,8:52.0,,J. McGee makes 2-pt layup from 1 ft (assist by K. Durant),0,9
26,1,8:35.0,R. Gay misses 2-pt jump shot from 6 ft,,0,9
27,1,8:33.0,Offensive rebound by L. Aldridge,,0,9
28,1,8:33.0,L. Aldridge makes 2-pt layup at rim,,2,9
29,1,8:33.0,Shooting foul by A. Iguodala (drawn by L. Aldridge),,2,9
30,1,8:33.0,L. Aldridge makes free throw 1 of 1,,3,9
31,1,8:11.0,,D. Green misses 3-pt jump shot from 26 ft,3,9
32,1,8:08.0,Defensive rebound by Team,,3,9
33,1,7:53.0,R. Gay makes 2-pt jump shot from 19 ft,,5,9
34,1,7:33.0,,Personal foul by P. Mills (drawn by J. McGee),5,9
35,1,7:30.0,,K. Thompson misses 2-pt jump shot from 15 ft,5,9
36,1,7:28.0,Defensive rebound by L. Aldridge,,5,9
37,1,7:05.0,P. Mills makes 3-pt jump shot from 22 ft (assist by L. Aldridge),,8,9
38,1,6:45.0,,K. Thompson makes 2-pt layup from 1 ft (assist by A. Iguodala),8,11
39,1,6:31.0,Personal foul by J. McGee (drawn by L. Aldridge),,8,11
40,1,6:31.0,M. Ginóbili enters the game for D. Green,,8,11
41,1,6:17.0,R. Gay misses 2-pt jump shot from 11 ft,,8,11
42,1,6:14.0,,Defensive rebound by J. McGee,8,11
43,1,6:04.0,,K. Thompson misses 3-pt jump shot from 24 ft,8,11
44,1,6:02.0,Defensive rebound by P. Mills,,8,11
45,1,5:55.0,P. Mills misses 3-pt jump shot from 28 ft,,8,11
46,1,5:53.0,Offensive rebound by R. Gay,,8,11
47,1,5:53.0,R. Gay makes 2-pt layup at rim,,10,11
48,1,5:33.0,,A. Iguodala misses 2-pt jump shot from 18 ft,10,11
49,1,5:31.0,Defensive rebound by D. Murray,,10,11
50,1,5:15.0,L. Aldridge misses 3-pt jump shot from 26 ft,,10,11
51,1,5:13.0,,Defensive rebound by J. McGee,10,11
52,1,5:03.0,,K. Thompson makes 2-pt layup from 1 ft (assist by J. McGee),10,13
53,1,4:43.0,Turnover by R. Gay (lost ball; steal by K. Durant),,10,13
54,1,4:38.0,,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),10,15
55,1,4:17.0,P. Mills makes 3-pt jump shot from 26 ft (assist by R. Gay),,13,15
56,1,4:06.0,,Golden State full timeout,13,15
57,1,4:06.0,,S. Livingston enters the game for J. McGee,13,15
58,1,4:06.0,,K. Looney enters the game for A. Iguodala,13,15
59,1,4:06.0,,D. West enters the game for D. Green,13,15
60,1,4:06.0,K. Anderson enters the game for D. Murray,,13,15
61,1,4:06.0,P. Gasol enters the game for R. Gay,,13,15
62,1,3:58.0,,K. Thompson misses 3-pt jump shot from 22 ft,13,15
63,1,3:56.0,,Offensive rebound by D. West,13,15
64,1,3:54.0,,D. West misses 2-pt layup from 2 ft,13,15
65,1,3:52.0,Defensive rebound by M. Ginóbili,,13,15
66,1,3:45.0,L. Aldridge makes 2-pt jump shot from 8 ft (assist by M. Ginóbili),,15,15
67,1,3:33.0,,Offensive foul by K. Thompson (drawn by M. Ginóbili),15,15
68,1,3:33.0,,Turnover by K. Thompson (offensive foul),15,15
