,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DETROIT_ACTION,MINNESOTA_SCORE,DETROIT_SCORE
65,1,4:04.0,,Defensive rebound by A. Drummond,18,13
66,1,4:00.0,,Turnover by A. Drummond (lost ball; steal by A. Wiggins),18,13
67,1,3:56.0,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),,20,13
68,1,3:36.0,,S. Johnson makes 2-pt jump shot from 21 ft (assist by A. Drummond),20,15
69,1,3:28.0,Personal foul by A. Drummond (drawn by T. Gibson),,20,15
70,1,3:28.0,T. Gibson makes free throw 1 of 2,,21,15
71,1,3:28.0,,J. Leuer enters the game for A. Drummond,21,15
72,1,3:28.0,G. Dieng enters the game for S. Muhammad,,21,15
73,1,3:28.0,J. Crawford enters the game for K. Towns,,21,15
74,1,3:28.0,T. Gibson makes free throw 2 of 2,,22,15
75,1,3:13.0,,J. Leuer makes 2-pt jump shot from 10 ft (assist by A. Bradley),22,17
76,1,3:13.0,,Shooting foul by T. Gibson (drawn by J. Leuer),22,17
77,1,3:13.0,,J. Leuer makes free throw 1 of 1,22,18
78,1,3:07.0,Turnover by A. Wiggins (traveling),,22,18
79,1,2:50.0,,T. Harris misses 2-pt jump shot from 8 ft,22,18
80,1,2:48.0,Defensive rebound by T. Gibson,,22,18
81,1,2:43.0,J. Teague misses 2-pt layup from 4 ft,,22,18
82,1,2:40.0,,Defensive rebound by J. Leuer,22,18
83,1,2:37.0,,S. Johnson makes 2-pt layup at rim (assist by I. Smith),22,20
84,1,2:21.0,A. Wiggins misses 3-pt jump shot from 25 ft,,22,20
85,1,2:19.0,,Defensive rebound by Team,22,20
86,1,2:19.0,Minnesota full timeout,,22,20
87,1,2:19.0,,H. Ellenson enters the game for T. Harris,22,20
88,1,2:19.0,T. Jones enters the game for J. Teague,,22,20
89,1,2:19.0,N. Bjelica enters the game for T. Gibson,,22,20
90,1,2:10.0,,Turnover by I. Smith (lost ball; steal by T. Jones),22,20
91,1,1:56.0,J. Crawford misses 2-pt hook shot from 6 ft,,22,20
92,1,1:53.0,,Defensive rebound by J. Leuer,22,20
93,1,1:48.0,,H. Ellenson misses 2-pt jump shot from 9 ft,22,20
94,1,1:46.0,Defensive rebound by T. Jones,,22,20
95,1,1:29.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by T. Jones),,24,20
96,1,1:14.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by I. Smith),24,23
97,1,0:54.0,T. Jones makes 2-pt jump shot from 9 ft,,26,23
98,1,0:50.0,Offensive charge foul by I. Smith (drawn by T. Jones),,26,23
99,1,0:50.0,,Turnover by I. Smith (offensive foul),26,23
100,1,0:40.0,Turnover by G. Dieng (traveling),,26,23
101,1,0:21.0,,Personal foul by G. Dieng (drawn by I. Smith),26,23
102,1,0:13.0,,H. Ellenson misses 3-pt jump shot from 26 ft,26,23
103,1,0:11.0,Defensive rebound by G. Dieng,,26,23
104,1,0:00.0,G. Dieng misses 3-pt jump shot from 25 ft,,26,23
105,1,0:00.0,Offensive rebound by Team,,26,23
106,2,11:51.0,,Offensive foul by I. Smith (drawn by S. Muhammad),26,23
107,2,11:51.0,,Turnover by I. Smith (offensive foul),26,23
108,2,11:26.0,J. Crawford misses 3-pt jump shot from 28 ft,,26,23
109,2,11:23.0,,Defensive rebound by T. Harris,26,23
110,2,11:03.0,,I. Smith makes 2-pt layup from 1 ft (assist by H. Ellenson),26,25
111,2,10:44.0,G. Dieng misses 2-pt layup from 3 ft (block by T. Harris),,26,25
112,2,10:42.0,,Defensive rebound by J. Leuer,26,25
113,2,10:30.0,,L. Galloway makes 3-pt jump shot from 28 ft (assist by I. Smith),26,28
114,2,10:09.0,T. Jones misses 3-pt jump shot from 26 ft,,26,28
115,2,10:06.0,,Defensive rebound by T. Harris,26,28
116,2,10:00.0,,J. Leuer misses 2-pt jump shot from 18 ft,26,28
117,2,9:56.0,Defensive rebound by T. Jones,,26,28
118,2,9:52.0,S. Muhammad misses 2-pt layup from 5 ft,,26,28
119,2,9:52.0,,Defensive rebound by L. Galloway,26,28
120,2,9:44.0,,H. Ellenson misses 3-pt jump shot from 23 ft,26,28
121,2,9:40.0,Defensive rebound by N. Bjelica,,26,28
122,2,9:28.0,G. Dieng makes 2-pt hook shot from 9 ft (assist by J. Crawford),,28,28
123,2,9:13.0,Violation by G. Dieng (kicked ball),,28,28
124,2,9:13.0,K. Towns enters the game for G. Dieng,,28,28
125,2,9:13.0,,A. Drummond enters the game for J. Leuer,28,28
126,2,9:00.0,,H. Ellenson misses 3-pt jump shot from 27 ft,28,28
127,2,8:57.0,Defensive rebound by J. Crawford,,28,28
128,2,8:48.0,Turnover by K. Towns (lost ball; steal by A. Drummond),,28,28
129,2,8:43.0,,T. Harris makes 2-pt dunk at rim (assist by L. Galloway),28,30
130,2,8:19.0,Turnover by K. Towns (lost ball; steal by A. Drummond),,28,30
131,2,8:15.0,,T. Harris makes 2-pt dunk from 1 ft (assist by I. Smith),28,32
132,2,8:05.0,Minnesota full timeout,,28,32
133,2,7:58.0,J. Crawford misses 2-pt jump shot from 15 ft,,28,32
134,2,7:55.0,,Defensive rebound by H. Ellenson,28,32
135,2,7:50.0,,H. Ellenson makes 2-pt layup from 1 ft (assist by I. Smith),28,34
136,2,7:30.0,K. Towns misses 2-pt jump shot from 15 ft,,28,34
137,2,7:28.0,,Defensive rebound by T. Harris,28,34
138,2,7:24.0,,T. Harris makes 2-pt jump shot from 13 ft (assist by I. Smith),28,36
139,2,7:07.0,S. Muhammad misses 3-pt jump shot from 26 ft,,28,36
140,2,7:03.0,,Defensive rebound by I. Smith,28,36
141,2,6:55.0,,I. Smith misses 2-pt layup from 1 ft,28,36
142,2,6:55.0,Defensive rebound by Team,,28,36
143,2,6:55.0,A. Wiggins enters the game for T. Jones,,28,36
144,2,6:55.0,J. Teague enters the game for N. Bjelica,,28,36
145,2,6:55.0,T. Gibson enters the game for J. Crawford,,28,36
146,2,6:45.0,J. Teague misses 2-pt jump shot from 8 ft,,28,36
147,2,6:42.0,Offensive rebound by Team,,28,36
148,2,6:32.0,K. Towns misses 2-pt hook shot from 6 ft,,28,36
149,2,6:30.0,,Defensive rebound by A. Drummond,28,36
150,2,6:23.0,,A. Drummond misses 2-pt layup from 2 ft,28,36
151,2,6:17.0,,Offensive rebound by A. Drummond,28,36
152,2,6:15.0,,A. Drummond makes 2-pt layup at rim,28,38
153,2,6:06.0,,Personal foul by K. Towns (drawn by I. Smith),28,38
154,2,6:06.0,Turnover by K. Towns (turnover),,28,38
155,2,6:06.0,,R. Jackson enters the game for I. Smith,28,38
156,2,5:53.0,,L. Galloway misses 2-pt jump shot from 12 ft,28,38
157,2,5:52.0,Defensive rebound by K. Towns,,28,38
158,2,5:48.0,S. Muhammad misses 2-pt layup from 5 ft,,28,38
159,2,5:48.0,Offensive rebound by S. Muhammad,,28,38
160,2,5:48.0,Shooting foul by R. Jackson (drawn by S. Muhammad),,28,38
161,2,5:48.0,S. Muhammad makes free throw 1 of 2,,29,38
162,2,5:48.0,S. Muhammad makes free throw 2 of 2,,30,38
163,2,5:32.0,,T. Harris makes 3-pt jump shot from 26 ft,30,41
164,2,5:10.0,Turnover by A. Wiggins (bad pass; steal by T. Harris),,30,41
165,2,5:05.0,,L. Galloway makes 2-pt layup from 1 ft,30,43
166,2,4:58.0,Personal foul by T. Harris (drawn by J. Teague),,30,43
167,2,4:58.0,,A. Bradley enters the game for H. Ellenson,30,43
168,2,4:58.0,,S. Johnson enters the game for L. Galloway,30,43
169,2,4:50.0,A. Wiggins makes 2-pt layup from 3 ft (assist by T. Gibson),,32,43
170,2,4:35.0,,A. Drummond misses 2-pt dunk from 1 ft,32,43
171,2,4:34.0,,Offensive rebound by R. Jackson,32,43
172,2,4:27.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Bradley),32,46
173,2,4:03.0,J. Teague makes 3-pt jump shot from 24 ft,,35,46
174,2,3:50.0,,Shooting foul by S. Muhammad (drawn by S. Johnson),35,46
175,2,3:50.0,,S. Johnson makes free throw 1 of 2,35,47
176,2,3:50.0,,S. Johnson makes free throw 2 of 2,35,48
177,2,3:40.0,Turnover by J. Teague (turnover),,35,48
178,2,3:31.0,,A. Bradley makes 3-pt jump shot from 26 ft (assist by R. Jackson),35,51
179,2,3:22.0,Personal foul by S. Johnson (drawn by S. Muhammad),,35,51
180,2,3:07.0,J. Teague makes 2-pt jump shot from 14 ft,,37,51
181,2,2:50.0,,Turnover by A. Drummond (bad pass; steal by A. Wiggins),37,51
182,2,2:44.0,Shooting foul by A. Drummond (drawn by K. Towns),,37,51
183,2,2:44.0,,Detroit full timeout,37,51
184,2,2:44.0,,J. Leuer enters the game for A. Drummond,37,51
185,2,2:44.0,K. Towns makes free throw 1 of 2,,38,51
186,2,2:44.0,K. Towns makes free throw 2 of 2,,39,51
187,2,2:21.0,,T. Harris makes 2-pt jump shot from 14 ft (assist by R. Jackson),39,53
188,2,2:04.0,K. Towns makes 2-pt layup from 1 ft (assist by J. Teague),,41,53
189,2,1:53.0,,Personal foul by J. Teague (drawn by R. Jackson),41,53
190,2,1:53.0,,I. Smith enters the game for R. Jackson,41,53
191,2,1:53.0,,H. Ellenson enters the game for T. Harris,41,53
192,2,1:46.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by I. Smith),41,56
193,2,1:27.0,J. Teague misses 2-pt layup from 3 ft,,41,56
194,2,1:25.0,Offensive rebound by T. Gibson,,41,56
195,2,1:22.0,T. Gibson makes 2-pt layup at rim,,43,56
196,2,1:07.0,,A. Bradley misses 2-pt layup from 1 ft (block by T. Gibson),43,56
197,2,1:07.0,,Offensive rebound by J. Leuer,43,56
198,2,1:07.0,,Shooting foul by T. Gibson (drawn by J. Leuer),43,56
199,2,1:07.0,,J. Leuer makes free throw 1 of 2,43,57
200,2,1:07.0,,J. Leuer makes free throw 2 of 2,43,58
201,2,1:00.0,Turnover by J. Teague (bad pass; steal by A. Bradley),,43,58
202,2,0:55.0,,H. Ellenson makes 2-pt jump shot from 5 ft,43,60
203,2,0:45.0,K. Towns misses 3-pt jump shot from 26 ft,,43,60
204,2,0:42.0,,Defensive rebound by A. Bradley,43,60
205,2,0:38.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by I. Smith),43,63
206,2,0:29.0,J. Teague misses 3-pt jump shot from 25 ft,,43,63
207,2,0:26.0,,Defensive rebound by S. Johnson,43,63
208,2,0:08.0,Personal foul by J. Leuer (drawn by K. Towns),,43,63
209,2,0:08.0,,Turnover by J. Leuer (turnover),43,63
210,2,0:03.0,Personal foul by J. Leuer (drawn by A. Wiggins),,43,63
211,2,0:03.0,,Turnover by J. Leuer (turnover),43,63
212,2,0:03.0,A. Wiggins misses free throw 1 of 2,,43,63
213,2,0:03.0,Offensive rebound by Team,,43,63
214,2,0:03.0,A. Wiggins makes free throw 2 of 2,,44,63
215,2,0:00.0,,A. Bradley misses 3-pt jump shot from 28 ft,44,63
216,2,0:00.0,,Offensive rebound by Team,44,63
217,3,11:40.0,,A. Bradley makes 2-pt jump shot from 16 ft,44,65
218,3,11:19.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,47,65
219,3,11:02.0,,T. Harris misses 2-pt jump shot from 8 ft,47,65
220,3,11:00.0,Defensive rebound by T. Gibson,,47,65
221,3,10:47.0,K. Towns misses 3-pt jump shot from 27 ft,,47,65
222,3,10:45.0,,Defensive rebound by A. Bradley,47,65
223,3,10:41.0,,Shooting foul by J. Teague (drawn by A. Drummond),47,65
224,3,10:41.0,,A. Drummond misses free throw 1 of 2,47,65
225,3,10:41.0,,Offensive rebound by Team,47,65
226,3,10:41.0,,A. Drummond makes free throw 2 of 2,47,66
227,3,10:31.0,S. Muhammad makes 2-pt jump shot from 20 ft (assist by K. Towns),,49,66
228,3,10:09.0,,T. Harris misses 2-pt layup from 5 ft,49,66
229,3,10:08.0,,Offensive rebound by A. Drummond,49,66
230,3,10:08.0,,A. Drummond makes 2-pt layup from 1 ft,49,68
231,3,10:08.0,,Shooting foul by T. Gibson (drawn by A. Drummond),49,68
232,3,10:08.0,,A. Drummond misses free throw 1 of 1,49,68
233,3,10:07.0,,A. Drummond misses 2-pt layup from 1 ft,49,68
234,3,10:07.0,,Offensive rebound by A. Drummond,49,68
235,3,10:05.0,Defensive rebound by A. Wiggins,,49,68
236,3,9:59.0,Shooting foul by A. Bradley (drawn by A. Wiggins),,49,68
237,3,9:59.0,A. Wiggins makes free throw 1 of 2,,50,68
238,3,9:59.0,A. Wiggins makes free throw 2 of 2,,51,68
239,3,9:49.0,,A. Bradley misses 2-pt layup from 2 ft,51,68
240,3,9:48.0,,Offensive rebound by A. Drummond,51,68
241,3,9:48.0,,A. Drummond makes 2-pt dunk at rim,51,70
242,3,9:48.0,,Shooting foul by S. Muhammad (drawn by A. Drummond),51,70
243,3,9:48.0,,A. Drummond makes free throw 1 of 1,51,71
244,3,9:44.0,Personal foul by R. Jackson (drawn by J. Teague),,51,71
245,3,9:33.0,K. Towns makes 2-pt layup from 2 ft (assist by J. Teague),,53,71
246,3,9:24.0,,Personal foul by K. Towns (drawn by A. Drummond),53,71
247,3,9:16.0,,Shooting foul by J. Teague (drawn by R. Jackson),53,71
248,3,9:16.0,,R. Jackson misses free throw 1 of 2,53,71
249,3,9:16.0,,Offensive rebound by Team,53,71
250,3,9:16.0,,R. Jackson makes free throw 2 of 2,53,72
251,3,9:07.0,J. Teague makes 2-pt jump shot from 13 ft,,55,72
252,3,9:03.0,,Personal foul by T. Gibson (drawn by R. Jackson),55,72
253,3,9:03.0,,R. Jackson makes free throw 1 of 1,55,73
254,3,9:03.0,N. Bjelica enters the game for T. Gibson,,55,73
255,3,8:49.0,,A. Bradley makes 2-pt jump shot from 5 ft (assist by A. Drummond),55,75
256,3,8:37.0,Turnover by A. Wiggins (bad pass),,55,75
257,3,8:23.0,,T. Harris misses 3-pt jump shot from 25 ft,55,75
258,3,8:21.0,Defensive rebound by J. Teague,,55,75
259,3,8:10.0,S. Muhammad misses 3-pt jump shot from 26 ft,,55,75
260,3,8:06.0,,Defensive rebound by A. Bradley,55,75
261,3,8:05.0,,A. Bradley makes 2-pt layup from 1 ft,55,77
262,3,8:04.0,Minnesota full timeout,,55,77
263,3,7:53.0,K. Towns misses 2-pt layup from 2 ft,,55,77
264,3,7:52.0,,Defensive rebound by A. Drummond,55,77
265,3,7:47.0,,A. Bradley makes 2-pt layup from 1 ft (assist by S. Johnson),55,79
266,3,7:23.0,S. Muhammad misses 2-pt hook shot from 8 ft,,55,79
267,3,7:21.0,Offensive rebound by S. Muhammad,,55,79
268,3,7:20.0,S. Muhammad misses 2-pt layup from 4 ft,,55,79
269,3,7:18.0,Offensive rebound by K. Towns,,55,79
270,3,7:17.0,K. Towns makes 2-pt layup at rim,,57,79
271,3,6:55.0,,Turnover by A. Drummond (bad pass; steal by S. Muhammad),57,79
272,3,6:46.0,J. Teague makes 2-pt jump shot from 7 ft (assist by N. Bjelica),,59,79
273,3,6:39.0,,Offensive foul by A. Drummond (drawn by J. Teague),59,79
274,3,6:39.0,,Turnover by A. Drummond (offensive foul),59,79
275,3,6:39.0,,J. Leuer enters the game for A. Drummond,59,79
276,3,6:27.0,Shooting foul by J. Leuer (drawn by K. Towns),,59,79
277,3,6:27.0,K. Towns makes free throw 1 of 2,,60,79
278,3,6:27.0,K. Towns makes free throw 2 of 2,,61,79
279,3,6:12.0,,T. Harris makes 3-pt jump shot from 25 ft (assist by S. Johnson),61,82
280,3,5:53.0,K. Towns misses 2-pt layup from 5 ft,,61,82
281,3,5:53.0,,Defensive rebound by Team,61,82
282,3,5:49.0,,J. Leuer makes 2-pt dunk at rim (assist by R. Jackson),61,84
283,3,5:49.0,,Shooting foul by J. Teague (drawn by J. Leuer),61,84
284,3,5:49.0,J. Crawford enters the game for S. Muhammad,,61,84
285,3,5:49.0,,J. Leuer misses free throw 1 of 1,61,84
286,3,5:46.0,,Offensive rebound by J. Leuer,61,84
287,3,5:41.0,,S. Johnson misses 3-pt jump shot from 26 ft,61,84
288,3,5:39.0,Defensive rebound by K. Towns,,61,84
289,3,5:29.0,N. Bjelica misses 3-pt jump shot from 23 ft,,61,84
290,3,5:25.0,,Defensive rebound by J. Leuer,61,84
291,3,5:17.0,,S. Johnson makes 2-pt jump shot from 15 ft (assist by R. Jackson),61,86
292,3,4:50.0,J. Crawford makes 3-pt jump shot from 24 ft,,64,86
293,3,4:28.0,,R. Jackson makes 2-pt jump shot from 14 ft,64,88
294,3,4:13.0,J. Teague misses 2-pt jump shot from 13 ft,,64,88
295,3,4:08.0,,Defensive rebound by T. Harris,64,88
296,3,4:02.0,,R. Jackson misses 3-pt jump shot from 26 ft,64,88
297,3,4:01.0,Defensive rebound by J. Crawford,,64,88
298,3,3:54.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by J. Crawford),,67,88
299,3,3:36.0,,A. Bradley misses 3-pt jump shot from 25 ft,67,88
300,3,3:34.0,Defensive rebound by Team,,67,88
301,3,3:34.0,G. Dieng enters the game for K. Towns,,67,88
302,3,3:19.0,Turnover by J. Teague (lost ball; steal by R. Jackson),,67,88
303,3,3:14.0,,T. Harris makes 2-pt layup at rim (assist by S. Johnson),67,90
304,3,3:14.0,Minnesota full timeout,,67,90
305,3,3:14.0,,I. Smith enters the game for R. Jackson,67,90
306,3,3:14.0,,H. Ellenson enters the game for T. Harris,67,90
307,3,3:14.0,T. Jones enters the game for J. Teague,,67,90
308,3,3:02.0,A. Wiggins makes 2-pt jump shot from 7 ft,,69,90
309,3,2:53.0,,Personal foul by A. Wiggins (drawn by A. Bradley),69,90
310,3,2:53.0,,A. Bradley misses free throw 1 of 2,69,90
311,3,2:53.0,,Offensive rebound by Team,69,90
312,3,2:53.0,,A. Bradley makes free throw 2 of 2,69,91
313,3,2:41.0,,Offensive charge foul by A. Wiggins (drawn by I. Smith),69,91
314,3,2:41.0,Turnover by A. Wiggins (offensive foul),,69,91
315,3,2:27.0,,Turnover by S. Johnson (traveling),69,91
316,3,2:27.0,,L. Galloway enters the game for A. Bradley,69,91
317,3,2:13.0,J. Crawford misses 3-pt jump shot from 28 ft,,69,91
318,3,2:11.0,,Defensive rebound by J. Leuer,69,91
319,3,2:02.0,,S. Johnson misses 3-pt jump shot from 24 ft,69,91
320,3,1:59.0,Defensive rebound by G. Dieng,,69,91
321,3,1:41.0,J. Crawford misses 2-pt jump shot from 20 ft,,69,91
322,3,1:38.0,,Defensive rebound by I. Smith,69,91
323,3,1:30.0,,L. Galloway misses 3-pt jump shot from 22 ft,69,91
324,3,1:27.0,Defensive rebound by G. Dieng,,69,91
325,3,1:19.0,J. Crawford misses 2-pt layup from 2 ft,,69,91
326,3,1:17.0,,Defensive rebound by J. Leuer,69,91
327,3,1:11.0,,Turnover by J. Leuer (out of bounds lost ball),69,91
328,3,1:01.0,Shooting foul by L. Galloway (drawn by T. Jones),,69,91
329,3,1:01.0,T. Jones makes free throw 1 of 2,,70,91
330,3,1:01.0,T. Jones makes free throw 2 of 2,,71,91
331,3,0:40.0,,I. Smith misses 2-pt layup from 1 ft,71,91
332,3,0:38.0,Defensive rebound by N. Bjelica,,71,91
333,3,0:33.0,A. Wiggins misses 2-pt layup from 1 ft,,71,91
334,3,0:29.0,Offensive rebound by G. Dieng,,71,91
335,3,0:29.0,G. Dieng makes 2-pt layup at rim,,73,91
336,3,0:20.0,,J. Leuer misses 2-pt layup from 1 ft (block by G. Dieng),73,91
337,3,0:17.0,Defensive rebound by G. Dieng,,73,91
338,4,11:51.0,J. Crawford makes 2-pt layup from 2 ft,,75,91
339,4,11:37.0,,Offensive foul by J. Leuer (drawn by J. Crawford),75,91
340,4,11:37.0,,Turnover by J. Leuer (offensive foul),75,91
341,4,11:15.0,G. Dieng makes 2-pt jump shot from 13 ft (assist by T. Jones),,77,91
342,4,10:56.0,,T. Harris misses 2-pt layup from 1 ft,77,91
343,4,10:54.0,Defensive rebound by K. Towns,,77,91
344,4,10:51.0,J. Crawford misses 3-pt jump shot from 26 ft,,77,91
345,4,10:47.0,,Defensive rebound by H. Ellenson,77,91
346,4,10:42.0,,H. Ellenson misses 3-pt jump shot from 24 ft,77,91
347,4,10:39.0,,Offensive rebound by I. Smith,77,91
348,4,10:37.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by I. Smith),77,94
349,4,10:20.0,K. Towns misses 3-pt jump shot from 25 ft,,77,94
350,4,10:16.0,,Defensive rebound by J. Leuer,77,94
351,4,10:11.0,,H. Ellenson makes 2-pt layup at rim (assist by I. Smith),77,96
352,4,9:52.0,J. Crawford misses 2-pt jump shot from 19 ft,,77,96
353,4,9:49.0,,Defensive rebound by H. Ellenson,77,96
354,4,9:38.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by L. Galloway),77,99
355,4,9:17.0,T. Jones misses 2-pt jump shot from 11 ft (block by L. Galloway),,77,99
356,4,9:16.0,Offensive rebound by T. Jones,,77,99
357,4,9:15.0,N. Bjelica misses 3-pt jump shot from 25 ft,,77,99
358,4,9:12.0,,Defensive rebound by H. Ellenson,77,99
359,4,9:10.0,,T. Harris misses 3-pt jump shot from 22 ft,77,99
360,4,9:05.0,Defensive rebound by K. Towns,,77,99
361,4,9:01.0,Shooting foul by I. Smith (drawn by N. Bjelica),,77,99
362,4,9:01.0,N. Bjelica makes free throw 1 of 2,,78,99
363,4,9:01.0,,A. Drummond enters the game for J. Leuer,78,99
364,4,9:01.0,N. Bjelica makes free throw 2 of 2,,79,99
365,4,8:43.0,,H. Ellenson makes 2-pt dunk from 1 ft (assist by I. Smith),79,101
366,4,8:20.0,T. Jones makes 2-pt jump shot from 17 ft (assist by G. Dieng),,81,101
367,4,8:04.0,,H. Ellenson misses 3-pt jump shot from 25 ft,81,101
368,4,8:04.0,Defensive rebound by K. Towns,,81,101
369,4,7:52.0,G. Dieng makes 2-pt jump shot from 13 ft,,83,101
370,4,7:29.0,,H. Ellenson makes 3-pt jump shot from 25 ft (assist by I. Smith),83,104
371,4,7:15.0,J. Crawford misses 2-pt jump shot from 18 ft,,83,104
372,4,7:11.0,,Defensive rebound by H. Ellenson,83,104
373,4,7:08.0,,Turnover by H. Ellenson (traveling),83,104
374,4,7:02.0,Offensive foul by T. Jones (drawn by I. Smith),,83,104
375,4,7:02.0,Turnover by T. Jones (offensive foul),,83,104
376,4,6:50.0,,Shooting foul by G. Dieng (drawn by A. Drummond),83,104
377,4,6:50.0,,Detroit full timeout,83,104
378,4,6:50.0,T. Gibson enters the game for G. Dieng,,83,104
379,4,6:50.0,A. Wiggins enters the game for N. Bjelica,,83,104
380,4,6:50.0,,A. Drummond misses free throw 1 of 2,83,104
381,4,6:50.0,,Offensive rebound by Team,83,104
382,4,6:50.0,,S. Johnson enters the game for H. Ellenson,83,104
383,4,6:50.0,,A. Drummond makes free throw 2 of 2,83,105
384,4,6:35.0,J. Crawford makes 3-pt jump shot from 22 ft (assist by T. Gibson),,86,105
