,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
0,1,11:39.0,N. Vučević makes 2-pt hook shot from 12 ft (assist by J. Simmons),,2,0
1,1,11:26.0,,Turnover by R. Covington (bad pass),2,0
2,1,11:07.0,J. Simmons misses 2-pt layup from 4 ft,,2,0
3,1,11:05.0,,Defensive rebound by B. Simmons,2,0
4,1,11:01.0,,D. Šarić misses 3-pt jump shot from 26 ft,2,0
5,1,11:01.0,Defensive rebound by A. Gordon,,2,0
6,1,10:54.0,A. Gordon misses 3-pt jump shot from 27 ft,,2,0
7,1,10:54.0,,Defensive rebound by J. Embiid,2,0
8,1,10:43.0,,B. Simmons misses 2-pt jump shot from 9 ft,2,0
9,1,10:43.0,Defensive rebound by N. Vučević,,2,0
10,1,10:27.0,E. Fournier misses 3-pt jump shot from 26 ft,,2,0
11,1,10:24.0,,Defensive rebound by R. Covington,2,0
12,1,10:17.0,,J. Embiid makes 2-pt jump shot from 20 ft,2,2
13,1,10:05.0,Turnover by E. Fournier (bad pass; steal by J. Redick),,2,2
14,1,10:02.0,,Turnover by B. Simmons (bad pass),2,2
15,1,9:50.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by J. Simmons),,5,2
16,1,9:37.0,,Turnover by R. Covington (bad pass),5,2
17,1,9:23.0,J. Simmons makes 2-pt jump shot from 6 ft (assist by N. Vučević),,7,2
18,1,9:08.0,,J. Embiid misses 2-pt jump shot from 2 ft,7,2
19,1,9:06.0,Defensive rebound by N. Vučević,,7,2
20,1,9:02.0,A. Gordon misses 2-pt layup from 4 ft,,7,2
21,1,9:01.0,,Defensive rebound by R. Covington,7,2
22,1,8:57.0,,B. Simmons misses 2-pt layup from 3 ft,7,2
23,1,8:57.0,Defensive rebound by A. Gordon,,7,2
24,1,8:50.0,N. Vučević makes 2-pt dunk from 1 ft (assist by A. Gordon),,9,2
25,1,8:50.0,,Philadelphia full timeout,9,2
26,1,8:40.0,,J. Embiid makes 2-pt layup from 2 ft (assist by B. Simmons),9,4
27,1,8:21.0,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),,11,4
28,1,8:03.0,,R. Covington misses 3-pt jump shot from 23 ft,11,4
29,1,8:01.0,Defensive rebound by N. Vučević,,11,4
30,1,7:38.0,J. Simmons misses 3-pt jump shot from 25 ft,,11,4
31,1,7:34.0,,Defensive rebound by J. Embiid,11,4
32,1,7:28.0,,Shooting foul by J. Simmons (drawn by D. Šarić),11,4
33,1,7:28.0,,D. Šarić makes free throw 1 of 2,11,5
34,1,7:28.0,,T. McConnell enters the game for J. Redick,11,5
35,1,7:28.0,,D. Šarić makes free throw 2 of 2,11,6
36,1,7:14.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by A. Gordon),,13,6
37,1,7:01.0,,R. Covington misses 2-pt layup from 3 ft (block by N. Vučević),13,6
38,1,6:58.0,Defensive rebound by E. Fournier,,13,6
39,1,6:54.0,J. Simmons misses 2-pt dunk from 3 ft,,13,6
40,1,6:53.0,Offensive rebound by A. Gordon,,13,6
41,1,6:51.0,A. Gordon makes 2-pt dunk from 1 ft,,15,6
42,1,6:39.0,,J. Embiid misses 3-pt jump shot from 25 ft,15,6
43,1,6:39.0,Defensive rebound by A. Gordon,,15,6
44,1,6:32.0,Turnover by A. Gordon (traveling),,15,6
45,1,6:32.0,,R. Holmes enters the game for J. Embiid,15,6
46,1,6:26.0,,B. Simmons makes 2-pt layup from 1 ft,15,8
47,1,6:01.0,N. Vučević misses 2-pt jump shot from 13 ft,,15,8
48,1,5:59.0,,Defensive rebound by D. Šarić,15,8
49,1,5:49.0,,B. Simmons makes 2-pt layup from 4 ft (assist by R. Covington),15,10
50,1,5:32.0,Personal foul by R. Holmes (drawn by N. Vučević),,15,10
51,1,5:26.0,Turnover by N. Vučević (bad pass),,15,10
52,1,5:12.0,,B. Simmons misses 2-pt jump shot from 10 ft,15,10
53,1,5:09.0,Defensive rebound by D. Augustin,,15,10
54,1,5:01.0,A. Gordon misses 2-pt jump shot from 11 ft,,15,10
55,1,4:58.0,,Defensive rebound by R. Holmes,15,10
56,1,4:53.0,,B. Simmons misses 2-pt layup from 1 ft,15,10
57,1,4:52.0,Defensive rebound by E. Fournier,,15,10
58,1,4:45.0,J. Simmons misses 2-pt layup from 3 ft,,15,10
59,1,4:43.0,,Defensive rebound by R. Holmes,15,10
60,1,4:39.0,,D. Šarić makes 2-pt layup from 2 ft (assist by B. Simmons),15,12
61,1,4:32.0,Orlando full timeout,,15,12
62,1,4:32.0,B. Biyombo enters the game for A. Gordon,,15,12
63,1,4:32.0,M. Hezonja enters the game for N. Vučević,,15,12
64,1,4:26.0,E. Fournier misses 3-pt jump shot from 25 ft,,15,12
65,1,4:21.0,,Defensive rebound by R. Holmes,15,12
66,1,4:14.0,,R. Holmes makes 2-pt dunk at rim (assist by T. McConnell),15,14
67,1,3:55.0,D. Augustin makes 3-pt jump shot from 28 ft (assist by E. Fournier),,18,14
68,1,3:33.0,,B. Simmons makes 2-pt hook shot from 4 ft (assist by R. Covington),18,16
69,1,3:11.0,B. Biyombo misses 2-pt jump shot from 12 ft,,18,16
70,1,3:08.0,,Defensive rebound by D. Šarić,18,16
71,1,2:59.0,,T. McConnell misses 3-pt jump shot from 23 ft,18,16
72,1,2:55.0,,Offensive rebound by R. Holmes,18,16
73,1,2:54.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by R. Holmes),18,19
74,1,2:39.0,Personal foul by T. McConnell (drawn by D. Augustin),,18,19
75,1,2:39.0,,J. Redick enters the game for D. Šarić,18,19
76,1,2:39.0,,M. Belinelli enters the game for R. Holmes,18,19
77,1,2:39.0,,J. Embiid enters the game for B. Simmons,18,19
78,1,2:39.0,,T. Booker enters the game for R. Covington,18,19
79,1,2:39.0,S. Mack enters the game for D. Augustin,,18,19
80,1,2:39.0,W. Iwundu enters the game for J. Simmons,,18,19
81,1,2:39.0,Turnover by Team (turnover),,18,19
82,1,2:23.0,,J. Embiid makes 2-pt jump shot from 11 ft,18,21
