,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
77,1,3:08.0,,Offensive rebound by Team,20,24
78,1,3:08.0,D. Carroll enters the game for R. Hollis-Jefferson,,20,24
79,1,3:08.0,,B. Ingram makes free throw 2 of 2,20,25
80,1,2:57.0,S. Dinwiddie misses 2-pt layup from 3 ft (block by J. Hart),,20,25
81,1,2:54.0,,Defensive rebound by J. Clarkson,20,25
82,1,2:47.0,,B. Ingram misses 2-pt layup from 2 ft (block by T. Zeller),20,25
83,1,2:43.0,Defensive rebound by D. Carroll,,20,25
84,1,2:41.0,D. Carroll misses 2-pt layup from 3 ft (block by B. Ingram),,20,25
85,1,2:34.0,Offensive rebound by S. Dinwiddie,,20,25
86,1,2:33.0,A. Crabbe misses 3-pt jump shot from 26 ft,,20,25
87,1,2:31.0,,Defensive rebound by B. Ingram,20,25
88,1,2:29.0,,B. Ingram misses 2-pt layup from 2 ft,20,25
89,1,2:27.0,,Offensive rebound by B. Ingram,20,25
90,1,2:27.0,,Personal foul by A. Crabbe (drawn by B. Ingram),20,25
91,1,2:27.0,,C. Brewer enters the game for B. Ingram,20,25
92,1,2:19.0,,J. Hart misses 3-pt jump shot from 25 ft,20,25
93,1,2:18.0,Defensive rebound by Team,,20,25
94,1,2:05.0,Shooting foul by J. Randle (drawn by S. Dinwiddie),,20,25
95,1,2:05.0,S. Dinwiddie makes free throw 1 of 2,,21,25
96,1,2:05.0,S. Dinwiddie misses free throw 2 of 2,,21,25
97,1,2:03.0,,Defensive rebound by C. Brewer,21,25
98,1,1:42.0,,J. Clarkson misses 2-pt jump shot from 20 ft,21,25
99,1,1:37.0,Defensive rebound by S. Dinwiddie,,21,25
100,1,1:29.0,Turnover by A. Crabbe (bad pass; steal by J. Clarkson),,21,25
101,1,1:28.0,,J. Clarkson makes 2-pt layup from 1 ft,21,27
102,1,1:28.0,,Shooting foul by S. Dinwiddie (drawn by J. Clarkson),21,27
103,1,1:28.0,,J. Clarkson makes free throw 1 of 1,21,28
104,1,1:12.0,T. Zeller makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,23,28
105,1,0:59.0,,Turnover by K. Caldwell-Pope (lost ball; steal by S. Dinwiddie),23,28
106,1,0:56.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Carroll),,25,28
107,1,0:48.0,,Turnover by C. Brewer (out of bounds lost ball),25,28
108,1,0:48.0,,Loose ball foul by K. Caldwell-Pope (drawn by D. Carroll),25,28
109,1,0:37.0,A. Crabbe misses 3-pt jump shot from 25 ft,,25,28
110,1,0:35.0,,Defensive rebound by K. Caldwell-Pope,25,28
111,1,0:29.0,,J. Clarkson misses 2-pt layup from 2 ft (block by D. Carroll),25,28
112,1,0:25.0,Defensive rebound by J. Harris,,25,28
113,1,0:21.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,28,28
114,1,0:03.0,,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),28,30
115,1,0:00.0,Personal foul by C. Brewer (drawn by D. Carroll),,28,30
116,1,0:00.0,D. Carroll misses free throw 1 of 2,,28,30
117,1,0:00.0,Offensive rebound by Team,,28,30
118,1,0:00.0,D. Carroll makes free throw 2 of 2,,29,30
119,2,11:39.0,C. LeVert misses 3-pt jump shot from 25 ft,,29,30
120,2,11:35.0,,Defensive rebound by J. Randle,29,30
121,2,11:28.0,,J. Clarkson makes 2-pt jump shot from 13 ft,29,32
122,2,11:06.0,Turnover by S. Dinwiddie (lost ball; steal by J. Clarkson),,29,32
123,2,10:54.0,,J. Randle makes 2-pt hook shot from 11 ft,29,34
124,2,10:34.0,J. Harris misses 3-pt jump shot from 26 ft,,29,34
125,2,10:31.0,,Defensive rebound by J. Randle,29,34
126,2,10:20.0,,J. Randle misses 2-pt hook shot from 4 ft,29,34
127,2,10:18.0,Defensive rebound by T. Mozgov,,29,34
128,2,10:07.0,J. Harris misses 3-pt jump shot from 26 ft,,29,34
129,2,10:04.0,,Defensive rebound by J. Randle,29,34
130,2,9:56.0,,B. Ingram misses 2-pt jump shot from 17 ft,29,34
131,2,9:53.0,Defensive rebound by D. Carroll,,29,34
132,2,9:48.0,Turnover by D. Carroll (lost ball; steal by T. Ennis),,29,34
133,2,9:45.0,,Shooting foul by S. Dinwiddie (drawn by T. Ennis),29,34
134,2,9:45.0,,T. Ennis makes free throw 1 of 2,29,35
135,2,9:45.0,D. Russell enters the game for S. Dinwiddie,,29,35
136,2,9:45.0,,T. Ennis makes free throw 2 of 2,29,36
137,2,9:33.0,D. Russell makes 2-pt layup from 3 ft,,31,36
138,2,9:19.0,,Turnover by T. Ennis (bad pass; steal by C. LeVert),31,36
139,2,9:15.0,D. Russell misses 2-pt layup from 4 ft,,31,36
140,2,9:06.0,Offensive rebound by T. Mozgov,,31,36
141,2,9:06.0,T. Mozgov makes 2-pt dunk at rim,,33,36
142,2,9:00.0,,J. Clarkson misses 2-pt jump shot from 18 ft,33,36
143,2,8:59.0,Defensive rebound by C. LeVert,,33,36
144,2,8:52.0,D. Russell makes 3-pt jump shot from 26 ft (assist by C. LeVert),,36,36
145,2,8:49.0,,LA Lakers full timeout,36,36
146,2,8:49.0,,L. Ball enters the game for T. Ennis,36,36
147,2,8:49.0,R. Hollis-Jefferson enters the game for D. Carroll,,36,36
148,2,8:38.0,,Turnover by B. Ingram (bad pass),36,36
149,2,8:20.0,D. Russell misses 3-pt jump shot from 28 ft,,36,36
150,2,8:16.0,,Defensive rebound by B. Ingram,36,36
151,2,8:10.0,,J. Randle misses 2-pt hook shot from 4 ft (block by C. LeVert),36,36
152,2,8:10.0,,Offensive rebound by Team,36,36
153,2,7:58.0,,J. Clarkson makes 2-pt jump shot from 13 ft (assist by J. Randle),36,38
154,2,7:48.0,D. Russell misses 2-pt layup from 1 ft (block by B. Ingram),,36,38
155,2,7:45.0,,Defensive rebound by K. Kuzma,36,38
156,2,7:44.0,,J. Randle makes 2-pt dunk from 1 ft (assist by J. Clarkson),36,40
157,2,7:21.0,Turnover by T. Mozgov (turnover),,36,40
158,2,7:10.0,,Offensive foul by J. Randle (drawn by C. LeVert),36,40
159,2,7:10.0,,Turnover by J. Randle (offensive foul),36,40
160,2,7:10.0,T. Zeller enters the game for T. Mozgov,,36,40
161,2,7:10.0,A. Crabbe enters the game for C. LeVert,,36,40
162,2,6:58.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by R. Hollis-Jefferson),,39,40
163,2,6:45.0,,L. Ball misses 2-pt jump shot from 4 ft,39,40
164,2,6:43.0,Defensive rebound by A. Crabbe,,39,40
165,2,6:39.0,Turnover by D. Russell (bad pass),,39,40
166,2,6:39.0,,B. Lopez enters the game for J. Randle,39,40
167,2,6:27.0,,B. Lopez makes 2-pt layup from 2 ft,39,42
168,2,6:27.0,,Shooting foul by R. Hollis-Jefferson (drawn by B. Lopez),39,42
169,2,6:27.0,C. LeVert enters the game for J. Harris,,39,42
170,2,6:27.0,,B. Lopez makes free throw 1 of 1,39,43
171,2,6:16.0,R. Hollis-Jefferson misses 2-pt jump shot from 10 ft,,39,43
172,2,6:12.0,,Defensive rebound by B. Lopez,39,43
173,2,6:00.0,,B. Lopez misses 2-pt jump shot from 12 ft,39,43
174,2,5:57.0,Defensive rebound by D. Russell,,39,43
175,2,5:51.0,C. LeVert misses 3-pt jump shot from 26 ft,,39,43
176,2,5:51.0,Turnover by T. Zeller (lost ball; steal by L. Ball),,39,43
177,2,5:51.0,Offensive rebound by T. Zeller,,39,43
178,2,5:39.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Clarkson),39,46
179,2,5:26.0,Personal foul by L. Ball (drawn by R. Hollis-Jefferson),,39,46
180,2,5:26.0,,K. Caldwell-Pope enters the game for J. Clarkson,39,46
181,2,5:20.0,C. LeVert makes 2-pt jump shot from 13 ft,,41,46
182,2,5:05.0,,K. Kuzma makes 2-pt layup from 2 ft,41,48
183,2,4:55.0,Shooting foul by B. Lopez (drawn by R. Hollis-Jefferson),,41,48
184,2,4:55.0,R. Hollis-Jefferson makes free throw 1 of 2,,42,48
185,2,4:55.0,R. Hollis-Jefferson misses free throw 2 of 2,,42,48
186,2,4:53.0,,Defensive rebound by K. Kuzma,42,48
187,2,4:35.0,,B. Lopez misses 2-pt jump shot from 10 ft,42,48
188,2,4:34.0,Defensive rebound by Team,,42,48
189,2,4:22.0,C. LeVert misses 2-pt jump shot from 13 ft,,42,48
190,2,4:18.0,,Defensive rebound by K. Kuzma,42,48
191,2,4:06.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by B. Ingram),42,51
192,2,4:04.0,Brooklyn full timeout,,42,51
193,2,3:50.0,T. Zeller misses 3-pt jump shot from 26 ft,,42,51
194,2,3:47.0,,Defensive rebound by K. Caldwell-Pope,42,51
195,2,3:37.0,,L. Ball makes 2-pt layup from 2 ft,42,53
196,2,3:29.0,Turnover by D. Russell (bad pass; steal by K. Kuzma),,42,53
197,2,3:22.0,,K. Kuzma makes 2-pt layup from 2 ft,42,55
198,2,3:22.0,Brooklyn full timeout,,42,55
199,2,3:22.0,,J. Clarkson enters the game for B. Ingram,42,55
200,2,3:22.0,D. Carroll enters the game for T. Zeller,,42,55
201,2,3:15.0,Shooting foul by L. Ball (drawn by A. Crabbe),,42,55
202,2,3:15.0,A. Crabbe makes free throw 1 of 3,,43,55
203,2,3:15.0,A. Crabbe makes free throw 2 of 3,,44,55
204,2,3:15.0,A. Crabbe makes free throw 3 of 3,,45,55
205,2,2:59.0,,B. Lopez misses 2-pt hook shot from 7 ft,45,55
206,2,2:57.0,Defensive rebound by A. Crabbe,,45,55
207,2,2:54.0,D. Russell misses 3-pt jump shot from 26 ft,,45,55
208,2,2:51.0,,Defensive rebound by B. Lopez,45,55
209,2,2:43.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),45,57
210,2,2:33.0,Shooting foul by B. Lopez (drawn by R. Hollis-Jefferson),,45,57
211,2,2:33.0,R. Hollis-Jefferson makes free throw 1 of 2,,46,57
212,2,2:33.0,,J. Randle enters the game for B. Lopez,46,57
213,2,2:33.0,R. Hollis-Jefferson makes free throw 2 of 2,,47,57
214,2,2:20.0,,L. Ball misses 2-pt layup at rim,47,57
215,2,2:20.0,,Offensive rebound by L. Ball,47,57
216,2,2:20.0,,L. Ball misses 2-pt layup at rim,47,57
217,2,2:20.0,,Offensive rebound by Team,47,57
218,2,2:20.0,Loose ball foul by D. Carroll (drawn by J. Randle),,47,57
219,2,2:04.0,,J. Randle misses 2-pt layup from 7 ft,47,57
220,2,2:02.0,,Offensive rebound by J. Clarkson,47,57
221,2,1:59.0,,Turnover by J. Clarkson (lost ball; steal by D. Carroll),47,57
222,2,1:54.0,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),,49,57
223,2,1:46.0,,Shooting foul by D. Russell (drawn by K. Kuzma),49,57
224,2,1:46.0,,K. Kuzma makes free throw 1 of 2,49,58
225,2,1:46.0,,K. Kuzma makes free throw 2 of 2,49,59
226,2,1:31.0,R. Hollis-Jefferson misses 2-pt hook shot from 5 ft,,49,59
227,2,1:29.0,,Defensive rebound by K. Kuzma,49,59
228,2,1:24.0,,L. Ball misses 2-pt layup from 1 ft,49,59
229,2,1:24.0,,Offensive rebound by Team,49,59
230,2,1:24.0,Loose ball foul by C. LeVert (drawn by J. Randle),,49,59
231,2,1:24.0,,J. Randle misses free throw 1 of 2,49,59
232,2,1:24.0,,Offensive rebound by Team,49,59
233,2,1:24.0,,B. Ingram enters the game for L. Ball,49,59
234,2,1:24.0,,J. Randle misses free throw 2 of 2,49,59
235,2,1:22.0,Defensive rebound by D. Russell,,49,59
236,2,1:14.0,Personal foul by K. Caldwell-Pope (drawn by R. Hollis-Jefferson),,49,59
237,2,1:14.0,R. Hollis-Jefferson makes free throw 1 of 2,,50,59
238,2,1:14.0,R. Hollis-Jefferson makes free throw 2 of 2,,51,59
239,2,0:55.0,,K. Kuzma makes 2-pt layup from 2 ft,51,61
240,2,0:48.0,D. Russell makes 2-pt layup from 2 ft,,53,61
241,2,0:28.0,,Turnover by J. Clarkson (bad pass; steal by D. Russell),53,61
242,2,0:24.0,C. LeVert misses 2-pt layup from 5 ft,,53,61
243,2,0:24.0,Offensive rebound by R. Hollis-Jefferson,,53,61
244,2,0:24.0,Shooting foul by J. Randle (drawn by R. Hollis-Jefferson),,53,61
245,2,0:24.0,R. Hollis-Jefferson makes free throw 1 of 2,,54,61
246,2,0:24.0,,B. Lopez enters the game for J. Randle,54,61
247,2,0:24.0,R. Hollis-Jefferson makes free throw 2 of 2,,55,61
248,2,0:03.0,,B. Lopez makes 2-pt hook shot from 7 ft (assist by J. Clarkson),55,63
249,2,0:03.0,,Shooting foul by D. Russell (drawn by B. Lopez),55,63
250,2,0:03.0,,B. Lopez makes free throw 1 of 1,55,64
251,2,0:00.0,D. Russell misses 3-pt jump shot from 39 ft,,55,64
252,2,0:00.0,Offensive rebound by Team,,55,64
253,3,11:49.0,D. Carroll misses 3-pt jump shot from 26 ft,,55,64
254,3,11:46.0,,Defensive rebound by B. Ingram,55,64
255,3,11:35.0,,B. Ingram misses 2-pt jump shot from 13 ft,55,64
256,3,11:30.0,,Offensive rebound by B. Lopez,55,64
257,3,11:22.0,,B. Lopez makes 2-pt jump shot from 7 ft,55,66
258,3,11:11.0,D. Russell misses 2-pt jump shot from 20 ft,,55,66
259,3,11:07.0,,Defensive rebound by B. Ingram,55,66
260,3,10:58.0,,Turnover by B. Ingram (bad pass; steal by D. Russell),55,66
261,3,10:56.0,D. Russell makes 2-pt layup at rim,,57,66
262,3,10:56.0,Shooting foul by L. Ball (drawn by D. Russell),,57,66
263,3,10:56.0,D. Russell misses free throw 1 of 1,,57,66
264,3,10:53.0,,Defensive rebound by K. Kuzma,57,66
265,3,10:39.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),57,69
266,3,10:17.0,T. Mozgov misses 3-pt jump shot from 23 ft,,57,69
267,3,10:14.0,,Defensive rebound by K. Caldwell-Pope,57,69
268,3,10:04.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by K. Kuzma),57,71
269,3,9:53.0,D. Carroll misses 2-pt jump shot from 14 ft (block by B. Lopez),,57,71
270,3,9:50.0,,Defensive rebound by B. Lopez,57,71
271,3,9:47.0,,Turnover by B. Lopez (bad pass; steal by R. Hollis-Jefferson),57,71
272,3,9:42.0,D. Russell makes 2-pt jump shot from 2 ft,,59,71
273,3,9:30.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by L. Ball),59,74
274,3,9:11.0,T. Mozgov makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),,61,74
275,3,9:11.0,Shooting foul by B. Lopez (drawn by T. Mozgov),,61,74
276,3,9:11.0,T. Mozgov makes free throw 1 of 1,,62,74
277,3,8:49.0,,Personal foul by D. Carroll (drawn by B. Ingram),62,74
278,3,8:37.0,,K. Caldwell-Pope misses 2-pt layup from 3 ft,62,74
279,3,8:35.0,Defensive rebound by T. Mozgov,,62,74
280,3,8:32.0,Personal foul by B. Ingram (drawn by D. Russell),,62,74
281,3,8:25.0,D. Russell makes 2-pt jump shot from 5 ft,,64,74
282,3,8:12.0,,L. Ball misses 2-pt jump shot from 5 ft,64,74
283,3,8:10.0,Defensive rebound by R. Hollis-Jefferson,,64,74
284,3,8:06.0,T. Mozgov misses 3-pt jump shot from 25 ft,,64,74
285,3,8:04.0,,Defensive rebound by B. Ingram,64,74
286,3,8:04.0,,Personal foul by C. LeVert (drawn by B. Ingram),64,74
287,3,7:53.0,,L. Ball misses 3-pt jump shot from 26 ft,64,74
288,3,7:50.0,Defensive rebound by R. Hollis-Jefferson,,64,74
289,3,7:47.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,66,74
290,3,7:47.0,Shooting foul by K. Caldwell-Pope (drawn by R. Hollis-Jefferson),,66,74
291,3,7:47.0,R. Hollis-Jefferson makes free throw 1 of 1,,67,74
292,3,7:26.0,,B. Ingram makes 2-pt jump shot from 5 ft,67,76
293,3,7:14.0,D. Russell misses 2-pt jump shot from 16 ft,,67,76
294,3,7:10.0,,Defensive rebound by K. Kuzma,67,76
295,3,7:03.0,,L. Ball misses 2-pt layup from 2 ft (block by T. Mozgov),67,76
296,3,7:03.0,Defensive rebound by C. LeVert,,67,76
297,3,6:55.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,69,76
298,3,6:55.0,,LA Lakers full timeout,69,76
299,3,6:55.0,A. Crabbe enters the game for D. Carroll,,69,76
300,3,6:55.0,T. Zeller enters the game for T. Mozgov,,69,76
301,3,6:32.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by L. Ball),69,79
302,3,6:10.0,A. Crabbe misses 2-pt jump shot from 17 ft,,69,79
303,3,6:08.0,,Defensive rebound by B. Ingram,69,79
304,3,6:03.0,,K. Kuzma misses 2-pt jump shot from 21 ft,69,79
305,3,6:00.0,Defensive rebound by R. Hollis-Jefferson,,69,79
306,3,5:55.0,Turnover by D. Russell (step out of bounds),,69,79
307,3,5:41.0,,B. Lopez makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),69,82
308,3,5:19.0,D. Russell misses 2-pt jump shot from 5 ft (block by B. Lopez),,69,82
309,3,5:15.0,,Defensive rebound by K. Kuzma,69,82
310,3,5:11.0,,Personal foul by D. Russell (drawn by K. Kuzma),69,82
311,3,5:11.0,,C. Brewer enters the game for K. Kuzma,69,82
312,3,5:11.0,,J. Clarkson enters the game for L. Ball,69,82
313,3,5:11.0,S. Dinwiddie enters the game for D. Russell,,69,82
314,3,5:11.0,J. Harris enters the game for C. LeVert,,69,82
315,3,5:00.0,,B. Ingram misses 2-pt jump shot from 18 ft,69,82
316,3,4:56.0,,Offensive rebound by K. Caldwell-Pope,69,82
317,3,4:44.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,69,82
318,3,4:42.0,Defensive rebound by S. Dinwiddie,,69,82
319,3,4:34.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,71,82
320,3,4:18.0,,B. Lopez misses 3-pt jump shot from 26 ft,71,82
321,3,4:15.0,Defensive rebound by J. Harris,,71,82
322,3,4:06.0,Brooklyn full timeout,,71,82
323,3,3:54.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,74,82
324,3,3:38.0,,Shooting foul by A. Crabbe (drawn by J. Clarkson),74,82
325,3,3:38.0,,J. Clarkson makes free throw 1 of 2,74,83
326,3,3:38.0,,J. Randle enters the game for B. Lopez,74,83
327,3,3:38.0,,J. Clarkson makes free throw 2 of 2,74,84
328,3,3:20.0,T. Zeller misses 2-pt layup from 3 ft (block by J. Randle),,74,84
329,3,3:17.0,,Defensive rebound by B. Ingram,74,84
330,3,3:15.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by B. Ingram),74,86
331,3,3:10.0,,Offensive charge foul by S. Dinwiddie (drawn by C. Brewer),74,86
332,3,3:10.0,Turnover by S. Dinwiddie (offensive foul),,74,86
333,3,3:10.0,,J. Hart enters the game for K. Caldwell-Pope,74,86
334,3,3:02.0,,Shooting foul by S. Dinwiddie (drawn by J. Clarkson),74,86
335,3,3:02.0,,J. Clarkson makes free throw 1 of 2,74,87
336,3,3:02.0,D. Carroll enters the game for S. Dinwiddie,,74,87
337,3,3:02.0,C. LeVert enters the game for R. Hollis-Jefferson,,74,87
338,3,3:02.0,,J. Clarkson misses free throw 2 of 2,74,87
339,3,3:00.0,Defensive rebound by Team,,74,87
340,3,2:54.0,Shooting foul by C. Brewer (drawn by A. Crabbe),,74,87
341,3,2:54.0,A. Crabbe makes free throw 1 of 3,,75,87
342,3,2:54.0,A. Crabbe makes free throw 2 of 3,,76,87
343,3,2:54.0,,T. Ennis enters the game for B. Ingram,76,87
344,3,2:54.0,A. Crabbe misses free throw 3 of 3,,76,87
345,3,2:52.0,,Defensive rebound by J. Randle,76,87
346,3,2:40.0,,J. Clarkson misses 2-pt jump shot from 17 ft,76,87
347,3,2:38.0,Defensive rebound by C. LeVert,,76,87
348,3,2:28.0,Shooting foul by C. Brewer (drawn by T. Zeller),,76,87
349,3,2:28.0,T. Zeller makes free throw 1 of 2,,77,87
350,3,2:28.0,T. Zeller misses free throw 2 of 2,,77,87
351,3,2:25.0,,Defensive rebound by J. Randle,77,87
352,3,2:03.0,,T. Ennis makes 2-pt layup from 2 ft,77,89
353,3,1:52.0,C. LeVert misses 3-pt jump shot from 26 ft,,77,89
354,3,1:48.0,,Defensive rebound by J. Hart,77,89
355,3,1:47.0,,Turnover by J. Hart (turnover),77,89
356,3,1:37.0,Turnover by J. Harris (bad pass; steal by T. Ennis),,77,89
357,3,1:31.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by T. Ennis),77,91
358,3,1:14.0,T. Zeller makes 2-pt layup from 3 ft (assist by C. LeVert),,79,91
359,3,0:55.0,Offensive charge foul by J. Randle (drawn by T. Zeller),,79,91
360,3,0:55.0,,Turnover by J. Randle (offensive foul),79,91
361,3,0:45.0,C. LeVert misses 3-pt jump shot from 25 ft,,79,91
362,3,0:43.0,,Defensive rebound by T. Ennis,79,91
363,3,0:43.0,,Personal foul by T. Zeller (drawn by T. Ennis),79,91
364,3,0:43.0,,T. Ennis makes free throw 1 of 2,79,92
365,3,0:43.0,,K. Kuzma enters the game for J. Randle,79,92
366,3,0:43.0,D. Russell enters the game for C. LeVert,,79,92
367,3,0:43.0,,T. Ennis makes free throw 2 of 2,79,93
368,3,0:35.0,J. Harris misses 3-pt jump shot from 25 ft,,79,93
369,3,0:31.0,Offensive rebound by D. Russell,,79,93
370,3,0:24.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Carroll),,81,93
