,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BROOKLYN_ACTION,MILWAUKEE_SCORE,BROOKLYN_SCORE
0,1,11:43.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,0,0
1,1,11:40.0,,Defensive rebound by D. Carroll,0,0
2,1,11:26.0,,A. Crabbe misses 2-pt jump shot from 21 ft,0,0
3,1,11:21.0,Defensive rebound by T. Snell,,0,0
4,1,11:18.0,Shooting foul by J. Allen (drawn by J. Henson),,0,0
5,1,11:18.0,J. Henson makes free throw 1 of 2,,1,0
6,1,11:18.0,J. Henson misses free throw 2 of 2,,1,0
7,1,11:14.0,Offensive rebound by E. Bledsoe,,1,0
8,1,11:09.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,4,0
9,1,10:49.0,,Q. Acy misses 3-pt jump shot from 25 ft,4,0
10,1,10:46.0,Defensive rebound by G. Antetokounmpo,,4,0
11,1,10:39.0,E. Bledsoe misses 2-pt layup from 3 ft,,4,0
12,1,10:39.0,Offensive rebound by J. Henson,,4,0
13,1,10:39.0,J. Henson makes 2-pt dunk at rim,,6,0
14,1,10:39.0,,Brooklyn full timeout,6,0
15,1,10:19.0,,J. Allen makes 2-pt jump shot from 4 ft (assist by S. Dinwiddie),6,2
16,1,10:01.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by J. Henson),,8,2
17,1,9:40.0,,J. Allen misses 2-pt layup from 2 ft,8,2
18,1,9:38.0,Defensive rebound by J. Henson,,8,2
19,1,9:33.0,Turnover by E. Bledsoe (bad pass; steal by S. Dinwiddie),,8,2
20,1,9:24.0,,S. Dinwiddie makes 2-pt jump shot from 7 ft,8,4
21,1,9:08.0,K. Middleton makes 2-pt jump shot from 17 ft,,10,4
22,1,8:42.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,10,4
23,1,8:39.0,Defensive rebound by K. Middleton,,10,4
24,1,8:29.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,10,4
25,1,8:25.0,,Defensive rebound by J. Allen,10,4
26,1,8:07.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by Q. Acy),10,7
27,1,7:46.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,10,7
28,1,7:44.0,,Defensive rebound by Q. Acy,10,7
29,1,7:31.0,,A. Crabbe misses 2-pt jump shot from 8 ft,10,7
30,1,7:29.0,Defensive rebound by J. Henson,,10,7
31,1,7:21.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,13,7
32,1,7:00.0,,Turnover by J. Allen (turnover),13,7
33,1,7:00.0,,D. Russell enters the game for S. Dinwiddie,13,7
34,1,6:49.0,J. Henson misses 2-pt dunk from 3 ft,,13,7
35,1,6:47.0,Offensive rebound by J. Henson,,13,7
36,1,6:40.0,K. Middleton makes 2-pt jump shot from 10 ft,,15,7
37,1,6:26.0,,Shooting foul by K. Middleton (drawn by D. Carroll),15,7
38,1,6:26.0,,D. Carroll makes free throw 1 of 2,15,8
39,1,6:26.0,,D. Carroll makes free throw 2 of 2,15,9
40,1,6:19.0,G. Antetokounmpo makes 2-pt hook shot from 5 ft (assist by E. Bledsoe),,17,9
41,1,6:19.0,Shooting foul by J. Allen (drawn by G. Antetokounmpo),,17,9
42,1,6:19.0,,J. Harris enters the game for Q. Acy,17,9
43,1,6:19.0,,J. Okafor enters the game for J. Allen,17,9
44,1,6:19.0,G. Antetokounmpo makes free throw 1 of 1,,18,9
45,1,6:08.0,,A. Crabbe misses 2-pt layup from 5 ft,18,9
46,1,6:07.0,,Offensive rebound by J. Okafor,18,9
47,1,6:07.0,,J. Okafor makes 2-pt layup from 1 ft,18,11
48,1,6:07.0,,Shooting foul by E. Bledsoe (drawn by J. Okafor),18,11
49,1,6:07.0,J. Parker enters the game for G. Antetokounmpo,,18,11
50,1,6:07.0,,J. Okafor makes free throw 1 of 1,18,12
51,1,5:45.0,J. Henson misses 2-pt layup from 2 ft,,18,12
52,1,5:40.0,Offensive rebound by J. Henson,,18,12
53,1,5:40.0,J. Henson makes 2-pt layup at rim,,20,12
54,1,5:22.0,,J. Harris misses 2-pt layup from 5 ft,20,12
55,1,5:19.0,Defensive rebound by K. Middleton,,20,12
56,1,5:19.0,J. Henson misses 2-pt layup from 2 ft,,20,12
57,1,5:19.0,Offensive rebound by J. Henson,,20,12
58,1,5:16.0,Shooting foul by D. Russell (drawn by J. Henson),,20,12
59,1,5:16.0,J. Henson makes free throw 1 of 2,,21,12
60,1,5:16.0,S. Brown enters the game for T. Snell,,21,12
61,1,5:16.0,J. Henson makes free throw 2 of 2,,22,12
62,1,5:05.0,,D. Russell misses 2-pt jump shot from 5 ft,22,12
63,1,5:03.0,,Offensive rebound by J. Okafor,22,12
64,1,5:00.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by J. Okafor),22,15
65,1,4:50.0,Personal foul by D. Russell (drawn by E. Bledsoe),,22,15
66,1,4:50.0,,C. LeVert enters the game for A. Crabbe,22,15
67,1,4:44.0,E. Bledsoe makes 2-pt jump shot from 12 ft,,24,15
68,1,4:34.0,,Turnover by C. LeVert (lost ball; steal by E. Bledsoe),24,15
69,1,4:28.0,E. Bledsoe makes 2-pt dunk from 1 ft,,26,15
70,1,4:27.0,,Personal block foul by J. Henson (drawn by D. Carroll),26,15
71,1,4:27.0,T. Maker enters the game for J. Henson,,26,15
72,1,4:14.0,,Turnover by J. Okafor (bad pass; steal by S. Brown),26,15
73,1,4:14.0,Personal foul by J. Harris (drawn by S. Brown),,26,15
74,1,4:14.0,S. Brown makes free throw 1 of 2,,27,15
75,1,4:14.0,S. Brown makes free throw 2 of 2,,28,15
76,1,3:53.0,,D. Russell misses 2-pt jump shot from 15 ft,28,15
77,1,3:51.0,Defensive rebound by K. Middleton,,28,15
78,1,3:44.0,Turnover by K. Middleton (lost ball; steal by J. Okafor),,28,15
79,1,3:29.0,,J. Okafor misses 2-pt layup from 4 ft (block by S. Brown),28,15
80,1,3:27.0,,Offensive rebound by J. Okafor,28,15
81,1,3:26.0,,J. Okafor makes 2-pt layup at rim,28,17
82,1,3:11.0,K. Middleton misses 2-pt jump shot from 14 ft,,28,17
83,1,3:07.0,,Defensive rebound by J. Harris,28,17
84,1,2:59.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. Russell),28,20
85,1,2:57.0,Milwaukee full timeout,,28,20
86,1,2:57.0,,J. Webb enters the game for D. Carroll,28,20
87,1,2:57.0,M. Dellavedova enters the game for E. Bledsoe,,28,20
88,1,2:40.0,T. Maker makes 2-pt dunk from 1 ft (assist by J. Parker),,30,20
89,1,2:31.0,,J. Harris misses 3-pt jump shot from 27 ft,30,20
90,1,2:27.0,Defensive rebound by J. Parker,,30,20
91,1,2:26.0,Shooting foul by C. LeVert (drawn by J. Parker),,30,20
92,1,2:26.0,J. Parker makes free throw 1 of 2,,31,20
93,1,2:26.0,J. Parker makes free throw 2 of 2,,32,20
94,1,2:07.0,,D. Russell misses 2-pt jump shot from 20 ft,32,20
95,1,2:03.0,Defensive rebound by S. Brown,,32,20
96,1,1:47.0,T. Maker misses 3-pt jump shot from 23 ft,,32,20
97,1,1:44.0,,Defensive rebound by J. Harris,32,20
98,1,1:30.0,,J. Okafor makes 2-pt dunk from 1 ft (assist by J. Harris),32,22
99,1,1:30.0,,Shooting foul by K. Middleton (drawn by J. Okafor),32,22
100,1,1:30.0,G. Antetokounmpo enters the game for K. Middleton,,32,22
101,1,1:30.0,,J. Okafor misses free throw 1 of 1,32,22
102,1,1:26.0,,Offensive rebound by J. Webb,32,22
103,1,1:22.0,,Turnover by J. Harris (bad pass; steal by J. Parker),32,22
104,1,1:12.0,S. Brown misses 2-pt layup from 2 ft,,32,22
105,1,1:10.0,,Defensive rebound by J. Okafor,32,22
106,1,0:55.0,,J. Harris misses 3-pt jump shot from 23 ft,32,22
107,1,0:51.0,Defensive rebound by G. Antetokounmpo,,32,22
108,1,0:40.0,T. Maker makes 2-pt jump shot from 11 ft (assist by M. Dellavedova),,34,22
109,1,0:32.0,,J. Harris misses 3-pt jump shot from 25 ft,34,22
110,1,0:29.0,Defensive rebound by T. Maker,,34,22
111,1,0:21.0,Shooting foul by J. Okafor (drawn by J. Parker),,34,22
112,1,0:21.0,J. Parker makes free throw 1 of 2,,35,22
113,1,0:21.0,J. Parker makes free throw 2 of 2,,36,22
114,1,0:02.0,,J. Okafor misses 2-pt layup from 3 ft (block by J. Parker),36,22
115,1,0:02.0,,Offensive rebound by Team,36,22
116,1,0:01.0,,D. Russell misses 2-pt jump shot from 6 ft,36,22
117,1,0:00.0,,Offensive rebound by Team,36,22
118,2,11:46.0,,Shooting foul by T. Maker (drawn by C. LeVert),36,22
119,2,11:46.0,,C. LeVert makes free throw 1 of 2,36,23
120,2,11:46.0,,C. LeVert misses free throw 2 of 2,36,23
