,QUARTER,TIME_REMAINING,DETROIT_ACTION,DENVER_ACTION,DETROIT_SCORE,DENVER_SCORE
120,2,9:06.0,S. Johnson misses 2-pt layup from 3 ft (block by T. Lyles),,32,41
121,2,9:04.0,,Defensive rebound by D. Harris,32,41
122,2,8:51.0,,Turnover by W. Barton (lost ball; steal by A. Tolliver),32,41
123,2,8:50.0,Personal take foul by W. Chandler (drawn by L. Kennard),,32,41
124,2,8:50.0,,M. Plumlee enters the game for N. Jokić,32,41
125,2,8:50.0,A. Drummond enters the game for E. Moreland,,32,41
126,2,8:33.0,D. Buycks makes 2-pt jump shot from 12 ft,,34,41
127,2,8:12.0,,D. Harris misses 3-pt jump shot from 23 ft,34,41
128,2,8:11.0,,Offensive rebound by Team,34,41
129,2,8:11.0,J. Ennis enters the game for S. Johnson,,34,41
130,2,8:05.0,,Shooting foul by L. Kennard (drawn by D. Harris),34,41
131,2,8:05.0,,D. Harris makes free throw 1 of 3,34,42
132,2,8:05.0,,D. Harris makes free throw 2 of 3,34,43
133,2,8:05.0,,D. Harris makes free throw 3 of 3,34,44
134,2,7:57.0,Shooting foul by W. Barton (drawn by D. Buycks),,34,44
135,2,7:57.0,D. Buycks misses free throw 1 of 2,,34,44
136,2,7:57.0,Offensive rebound by Team,,34,44
137,2,7:57.0,D. Buycks makes free throw 2 of 2,,35,44
138,2,7:47.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by D. Harris),35,47
139,2,7:33.0,D. Buycks misses 2-pt layup from 1 ft (block by M. Plumlee),,35,47
140,2,7:33.0,,Defensive rebound by Team,35,47
141,2,7:33.0,I. Smith enters the game for D. Buycks,,35,47
142,2,7:26.0,,T. Lyles makes 2-pt jump shot from 14 ft (assist by D. Harris),35,49
143,2,7:19.0,Detroit full timeout,,35,49
144,2,7:14.0,L. Kennard makes 2-pt jump shot from 18 ft (assist by A. Tolliver),,37,49
145,2,6:51.0,,W. Chandler misses 2-pt layup from 3 ft (block by A. Drummond),37,49
146,2,6:47.0,,Offensive rebound by W. Barton,37,49
147,2,6:47.0,,Shooting foul by L. Kennard (drawn by W. Barton),37,49
148,2,6:47.0,,W. Barton misses free throw 1 of 3,37,49
149,2,6:47.0,,Offensive rebound by Team,37,49
150,2,6:47.0,,W. Barton makes free throw 2 of 3,37,50
151,2,6:47.0,,W. Barton makes free throw 3 of 3,37,51
152,2,6:35.0,A. Drummond misses 2-pt layup from 6 ft (block by M. Plumlee),,37,51
153,2,6:32.0,,Defensive rebound by W. Barton,37,51
154,2,6:32.0,,W. Barton makes 2-pt layup from 1 ft,37,53
155,2,6:32.0,,Shooting foul by I. Smith (drawn by W. Barton),37,53
156,2,6:32.0,B. Griffin enters the game for A. Tolliver,,37,53
157,2,6:32.0,,W. Barton misses free throw 1 of 1,37,53
158,2,6:30.0,Defensive rebound by A. Drummond,,37,53
159,2,6:18.0,I. Smith makes 2-pt jump shot from 20 ft,,39,53
160,2,5:59.0,,W. Barton misses 3-pt jump shot from 24 ft,39,53
161,2,5:54.0,Defensive rebound by I. Smith,,39,53
162,2,5:49.0,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),,41,53
163,2,5:32.0,,Shooting foul by A. Drummond (drawn by T. Lyles),41,53
164,2,5:32.0,,T. Lyles makes free throw 1 of 2,41,54
165,2,5:32.0,,J. Murray enters the game for W. Chandler,41,54
166,2,5:32.0,,G. Harris enters the game for D. Harris,41,54
167,2,5:32.0,R. Bullock enters the game for L. Kennard,,41,54
168,2,5:32.0,,T. Lyles makes free throw 2 of 2,41,55
169,2,5:21.0,Personal foul by M. Plumlee (drawn by B. Griffin),,41,55
170,2,5:21.0,,P. Millsap enters the game for W. Barton,41,55
171,2,5:21.0,,N. Jokić enters the game for T. Lyles,41,55
172,2,5:21.0,,W. Barton enters the game for M. Plumlee,41,55
173,2,5:07.0,B. Griffin misses 2-pt jump shot from 18 ft,,41,55
174,2,5:04.0,Offensive rebound by A. Drummond,,41,55
175,2,5:04.0,A. Drummond misses 2-pt layup at rim,,41,55
176,2,5:04.0,Offensive rebound by A. Drummond,,41,55
177,2,5:04.0,A. Drummond misses 2-pt layup at rim,,41,55
178,2,5:04.0,Offensive rebound by Team,,41,55
179,2,5:04.0,,Loose ball foul by N. Jokić (drawn by A. Drummond),41,55
180,2,4:55.0,I. Smith misses 2-pt layup from 2 ft,,41,55
181,2,4:53.0,,Defensive rebound by N. Jokić,41,55
182,2,4:47.0,,W. Barton misses 2-pt layup from 2 ft,41,55
183,2,4:44.0,Defensive rebound by A. Drummond,,41,55
184,2,4:36.0,B. Griffin misses 2-pt layup from 6 ft,,41,55
185,2,4:33.0,Offensive rebound by B. Griffin,,41,55
186,2,4:28.0,B. Griffin misses 2-pt jump shot from 3 ft,,41,55
187,2,4:28.0,,Defensive rebound by N. Jokić,41,55
188,2,4:24.0,,Personal foul by R. Bullock (drawn by W. Barton),41,55
189,2,4:24.0,,W. Barton makes free throw 1 of 2,41,56
190,2,4:24.0,,W. Barton makes free throw 2 of 2,41,57
191,2,4:12.0,B. Griffin makes 2-pt jump shot from 15 ft (assist by I. Smith),,43,57
192,2,3:47.0,,Turnover by W. Barton (bad pass; steal by I. Smith),43,57
193,2,3:42.0,J. Ennis misses 3-pt jump shot from 22 ft (block by W. Barton),,43,57
194,2,3:38.0,Offensive rebound by J. Ennis,,43,57
195,2,3:37.0,A. Drummond misses 2-pt jump shot from 8 ft,,43,57
196,2,3:34.0,,Defensive rebound by N. Jokić,43,57
197,2,3:32.0,,Personal foul by A. Drummond (drawn by N. Jokić),43,57
198,2,3:32.0,,N. Jokić misses free throw 1 of 2,43,57
199,2,3:32.0,,Offensive rebound by Team,43,57
200,2,3:32.0,,N. Jokić makes free throw 2 of 2,43,58
201,2,3:09.0,A. Drummond misses 2-pt dunk from 2 ft,,43,58
202,2,3:06.0,,Defensive rebound by J. Murray,43,58
203,2,2:59.0,,G. Harris makes 2-pt layup from 1 ft (assist by W. Barton),43,60
204,2,2:51.0,Detroit full timeout,,43,60
205,2,2:51.0,Technical foul by A. Drummond,,43,60
206,2,2:51.0,,W. Chandler enters the game for W. Barton,43,60
207,2,2:51.0,,J. Murray misses technical free throw,43,60
208,2,2:51.0,Defensive rebound by Team,,43,60
209,2,2:49.0,J. Ennis misses 3-pt jump shot from 25 ft,,43,60
210,2,2:46.0,,Defensive rebound by P. Millsap,43,60
211,2,2:28.0,,P. Millsap misses 2-pt jump shot from 14 ft,43,60
212,2,2:25.0,Defensive rebound by A. Drummond,,43,60
213,2,2:19.0,R. Bullock makes 2-pt jump shot from 19 ft (assist by B. Griffin),,45,60
214,2,2:06.0,,N. Jokić misses 3-pt jump shot from 24 ft,45,60
215,2,2:03.0,Defensive rebound by J. Ennis,,45,60
216,2,1:44.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by I. Smith),,48,60
217,2,1:27.0,,J. Murray misses 2-pt layup from 1 ft,48,60
218,2,1:23.0,,Offensive rebound by N. Jokić,48,60
219,2,1:23.0,,N. Jokić makes 2-pt layup at rim,48,62
220,2,1:00.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by B. Griffin),,51,62
221,2,0:44.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by P. Millsap),51,65
222,2,0:34.0,B. Griffin misses 3-pt jump shot from 24 ft,,51,65
223,2,0:30.0,,Defensive rebound by J. Murray,51,65
224,2,0:26.0,,J. Murray misses 3-pt jump shot from 25 ft,51,65
225,2,0:24.0,Defensive rebound by J. Ennis,,51,65
226,2,0:20.0,Turnover by J. Ennis (lost ball; steal by W. Chandler),,51,65
227,2,0:16.0,,P. Millsap misses 3-pt jump shot from 24 ft,51,65
228,2,0:12.0,Defensive rebound by I. Smith,,51,65
229,2,0:00.0,B. Griffin misses 2-pt hook shot from 6 ft,,51,65
230,2,0:00.0,Offensive rebound by Team,,51,65
231,3,11:51.0,,Turnover by P. Millsap (bad pass; steal by J. Ennis),51,65
232,3,11:39.0,J. Ennis makes 2-pt jump shot from 14 ft (assist by A. Drummond),,53,65
233,3,11:18.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Chandler),53,68
234,3,11:00.0,R. Bullock misses 2-pt jump shot from 20 ft,,53,68
235,3,10:54.0,Offensive rebound by A. Drummond,,53,68
236,3,10:54.0,A. Drummond makes 2-pt dunk at rim,,55,68
237,3,10:41.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),55,70
238,3,10:27.0,I. Smith misses 2-pt jump shot from 6 ft,,55,70
239,3,10:24.0,Offensive rebound by A. Drummond,,55,70
240,3,10:19.0,A. Drummond misses 2-pt hook shot from 3 ft,,55,70
241,3,10:18.0,,Defensive rebound by N. Jokić,55,70
242,3,10:11.0,,W. Chandler misses 2-pt jump shot from 5 ft,55,70
243,3,10:08.0,Defensive rebound by J. Ennis,,55,70
244,3,10:01.0,Shooting foul by N. Jokić (drawn by A. Drummond),,55,70
245,3,10:01.0,A. Drummond misses free throw 1 of 2,,55,70
246,3,10:01.0,Offensive rebound by Team,,55,70
247,3,10:01.0,A. Drummond makes free throw 2 of 2,,56,70
248,3,9:46.0,,J. Murray misses 3-pt jump shot from 24 ft,56,70
249,3,9:42.0,Defensive rebound by A. Drummond,,56,70
250,3,9:36.0,Turnover by A. Drummond (traveling),,56,70
251,3,9:25.0,,Personal foul by I. Smith (drawn by N. Jokić),56,70
252,3,9:11.0,,J. Murray makes 2-pt jump shot from 12 ft (assist by N. Jokić),56,72
253,3,8:54.0,R. Bullock misses 2-pt layup from 3 ft,,56,72
254,3,8:54.0,,Defensive rebound by G. Harris,56,72
255,3,8:47.0,,J. Murray misses 3-pt jump shot from 22 ft,56,72
256,3,8:47.0,Defensive rebound by A. Drummond,,56,72
257,3,8:39.0,Turnover by I. Smith (lost ball; steal by J. Murray),,56,72
258,3,8:39.0,,Personal foul by B. Griffin (drawn by J. Murray),56,72
259,3,8:35.0,,Shooting foul by A. Drummond (drawn by N. Jokić),56,72
260,3,8:35.0,,N. Jokić makes free throw 1 of 3,56,73
261,3,8:35.0,,N. Jokić makes free throw 2 of 3,56,74
262,3,8:35.0,A. Tolliver enters the game for A. Drummond,,56,74
263,3,8:35.0,,N. Jokić makes free throw 3 of 3,56,75
264,3,8:21.0,B. Griffin misses 2-pt jump shot from 5 ft,,56,75
265,3,8:18.0,,Defensive rebound by P. Millsap,56,75
266,3,8:09.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by N. Jokić),56,78
267,3,8:07.0,Detroit full timeout,,56,78
268,3,7:56.0,B. Griffin makes 2-pt jump shot from 4 ft,,58,78
269,3,7:56.0,Shooting foul by J. Murray (drawn by B. Griffin),,58,78
270,3,7:56.0,B. Griffin makes free throw 1 of 1,,59,78
271,3,7:41.0,,P. Millsap makes 2-pt jump shot from 10 ft,59,80
272,3,7:31.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Smith),,62,80
273,3,7:10.0,,P. Millsap makes 2-pt jump shot from 7 ft,62,82
274,3,6:53.0,B. Griffin misses 2-pt jump shot from 15 ft,,62,82
275,3,6:51.0,,Defensive rebound by W. Chandler,62,82
276,3,6:44.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),62,85
277,3,6:18.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by B. Griffin),,65,85
278,3,5:58.0,,Turnover by N. Jokić (out of bounds lost ball),65,85
279,3,5:40.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),,68,85
280,3,5:39.0,,Denver full timeout,68,85
281,3,5:39.0,,W. Barton enters the game for W. Chandler,68,85
282,3,5:23.0,,P. Millsap misses 2-pt jump shot from 3 ft,68,85
283,3,5:19.0,,Offensive rebound by J. Murray,68,85
284,3,5:19.0,,J. Murray makes 2-pt dunk at rim,68,87
285,3,5:08.0,J. Ennis misses 3-pt jump shot from 22 ft,,68,87
286,3,5:05.0,,Defensive rebound by J. Murray,68,87
287,3,4:52.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),68,90
288,3,4:28.0,B. Griffin misses 2-pt hook shot from 3 ft,,68,90
289,3,4:26.0,,Defensive rebound by J. Murray,68,90
290,3,4:23.0,,J. Murray makes 3-pt jump shot from 25 ft,68,93
291,3,4:03.0,I. Smith makes 2-pt jump shot from 8 ft,,70,93
292,3,3:50.0,,Turnover by P. Millsap (out of bounds lost ball),70,93
293,3,3:50.0,D. Buycks enters the game for I. Smith,,70,93
294,3,3:50.0,L. Kennard enters the game for J. Ennis,,70,93
295,3,3:38.0,D. Buycks misses 2-pt layup from 2 ft,,70,93
296,3,3:35.0,,Defensive rebound by N. Jokić,70,93
297,3,3:25.0,,J. Murray misses 2-pt layup from 2 ft,70,93
298,3,3:23.0,,Offensive rebound by J. Murray,70,93
299,3,3:22.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),70,96
300,3,3:20.0,Detroit full timeout,,70,96
301,3,3:20.0,,W. Chandler enters the game for P. Millsap,70,96
302,3,3:10.0,L. Kennard misses 2-pt jump shot from 15 ft,,70,96
303,3,3:07.0,,Defensive rebound by J. Murray,70,96
304,3,2:52.0,,Turnover by G. Harris (step out of bounds),70,96
305,3,2:42.0,B. Griffin makes 3-pt jump shot from 24 ft (assist by D. Buycks),,73,96
306,3,2:25.0,,Turnover by J. Murray (step out of bounds),73,96
307,3,2:25.0,,M. Plumlee enters the game for N. Jokić,73,96
308,3,2:14.0,B. Griffin makes 3-pt jump shot from 25 ft (assist by D. Buycks),,76,96
309,3,1:58.0,,J. Murray misses 2-pt dunk from 1 ft,76,96
310,3,1:55.0,Defensive rebound by D. Buycks,,76,96
311,3,1:48.0,R. Bullock makes 3-pt jump shot from 22 ft (assist by L. Kennard),,79,96
312,3,1:27.0,,J. Murray misses 2-pt jump shot from 6 ft,79,96
313,3,1:24.0,Defensive rebound by L. Kennard,,79,96
314,3,1:21.0,Shooting foul by W. Barton (drawn by D. Buycks),,79,96
315,3,1:21.0,D. Buycks makes free throw 1 of 2,,80,96
316,3,1:21.0,,D. Harris enters the game for J. Murray,80,96
317,3,1:21.0,D. Buycks makes free throw 2 of 2,,81,96
318,3,1:02.0,,D. Harris makes 2-pt jump shot from 11 ft (assist by W. Barton),81,98
319,3,0:46.0,D. Buycks makes 3-pt jump shot from 24 ft,,84,98
320,3,0:35.0,,W. Chandler misses 2-pt jump shot from 18 ft,84,98
321,3,0:31.0,Defensive rebound by B. Griffin,,84,98
322,3,0:26.0,R. Bullock misses 2-pt jump shot from 20 ft,,84,98
323,3,0:23.0,,Defensive rebound by W. Chandler,84,98
324,3,0:02.0,,W. Barton misses 3-pt jump shot from 24 ft,84,98
325,3,0:00.0,Defensive rebound by L. Kennard,,84,98
326,4,11:51.0,A. Tolliver misses 3-pt jump shot from 25 ft,,84,98
327,4,11:48.0,,Defensive rebound by T. Lyles,84,98
328,4,11:39.0,,Personal foul by L. Kennard (drawn by W. Barton),84,98
329,4,11:30.0,,W. Barton misses 2-pt jump shot from 10 ft,84,98
330,4,11:25.0,Defensive rebound by A. Drummond,,84,98
331,4,11:17.0,D. Buycks makes 2-pt jump shot from 19 ft,,86,98
332,4,11:05.0,,Turnover by W. Barton (bad pass; steal by A. Drummond),86,98
333,4,10:49.0,D. Buycks misses 3-pt jump shot from 24 ft,,86,98
334,4,10:45.0,,Defensive rebound by W. Chandler,86,98
335,4,10:26.0,,Turnover by M. Plumlee (step out of bounds),86,98
336,4,10:14.0,A. Drummond makes 2-pt hook shot from 7 ft (assist by A. Tolliver),,88,98
337,4,10:14.0,,Denver full timeout,88,98
338,4,10:14.0,,N. Jokić enters the game for M. Plumlee,88,98
339,4,9:54.0,,N. Jokić makes 2-pt hook shot from 5 ft,88,100
340,4,9:30.0,D. Buycks makes 2-pt layup from 1 ft,,90,100
341,4,9:13.0,,W. Barton makes 2-pt layup from 2 ft (assist by N. Jokić),90,102
342,4,8:59.0,A. Drummond misses 2-pt layup from 2 ft,,90,102
343,4,8:57.0,,Defensive rebound by N. Jokić,90,102
344,4,8:53.0,,W. Chandler misses 3-pt jump shot from 23 ft,90,102
345,4,8:49.0,Defensive rebound by A. Drummond,,90,102
346,4,8:38.0,D. Buycks makes 2-pt jump shot from 10 ft,,92,102
347,4,8:16.0,,W. Barton misses 3-pt jump shot from 24 ft,92,102
348,4,8:12.0,,Offensive rebound by W. Chandler,92,102
349,4,8:02.0,,Turnover by T. Lyles (lost ball; steal by D. Buycks),92,102
350,4,7:50.0,D. Buycks makes 2-pt jump shot from 8 ft,,94,102
351,4,7:35.0,,T. Lyles misses 2-pt layup from 1 ft (block by S. Johnson),94,102
352,4,7:32.0,,Offensive rebound by T. Lyles,94,102
353,4,7:30.0,,W. Barton misses 2-pt jump shot from 11 ft,94,102
354,4,7:30.0,Defensive rebound by S. Johnson,,94,102
355,4,7:20.0,Shooting foul by N. Jokić (drawn by A. Drummond),,94,102
356,4,7:20.0,A. Drummond makes free throw 1 of 2,,95,102
357,4,7:20.0,,J. Murray enters the game for T. Lyles,95,102
358,4,7:20.0,,P. Millsap enters the game for W. Chandler,95,102
359,4,7:20.0,,G. Harris enters the game for D. Harris,95,102
360,4,7:20.0,A. Drummond misses free throw 2 of 2,,95,102
361,4,7:17.0,,Defensive rebound by G. Harris,95,102
362,4,7:05.0,,Offensive foul by N. Jokić (drawn by A. Drummond),95,102
363,4,7:05.0,,Turnover by N. Jokić (offensive foul),95,102
364,4,6:55.0,Shooting foul by G. Harris (drawn by D. Buycks),,95,102
365,4,6:55.0,D. Buycks makes free throw 1 of 2,,96,102
366,4,6:55.0,D. Buycks makes free throw 2 of 2,,97,102
367,4,6:41.0,,G. Harris makes 2-pt layup from 3 ft,97,104
368,4,6:25.0,Turnover by D. Buycks (bad pass; steal by P. Millsap),,97,104
369,4,6:22.0,,G. Harris makes 2-pt dunk at rim (assist by P. Millsap),97,106
370,4,6:22.0,,Shooting foul by S. Johnson (drawn by G. Harris),97,106
371,4,6:22.0,,Denver full timeout,97,106
372,4,6:22.0,,M. Beasley enters the game for J. Murray,97,106
373,4,6:22.0,B. Griffin enters the game for A. Tolliver,,97,106
374,4,6:22.0,,G. Harris makes free throw 1 of 1,97,107
375,4,6:22.0,Personal take foul by M. Beasley (drawn by D. Buycks),,97,107
376,4,6:22.0,,J. Murray enters the game for G. Harris,97,107
377,4,6:22.0,,W. Chandler enters the game for M. Beasley,97,107
378,4,6:09.0,D. Buycks misses 3-pt jump shot from 24 ft,,97,107
379,4,6:06.0,,Defensive rebound by J. Murray,97,107
380,4,5:57.0,,W. Barton misses 3-pt jump shot from 24 ft,97,107
381,4,5:54.0,Defensive rebound by A. Drummond,,97,107
382,4,5:47.0,B. Griffin misses 3-pt jump shot from 25 ft,,97,107
