,QUARTER,TIME_REMAINING,DENVER_ACTION,INDIANA_ACTION,DENVER_SCORE,INDIANA_SCORE
49,1,5:29.0,W. Chandler misses 2-pt jump shot from 22 ft,,18,10
50,1,5:24.0,,Defensive rebound by C. Joseph,18,10
51,1,5:20.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by C. Joseph),18,13
52,1,5:07.0,G. Harris makes 2-pt jump shot from 12 ft,,20,13
53,1,4:48.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by C. Joseph),20,15
54,1,4:36.0,W. Chandler makes 3-pt jump shot from 28 ft (assist by M. Plumlee),,23,15
55,1,4:17.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,23,15
56,1,4:14.0,Defensive rebound by M. Plumlee,,23,15
57,1,4:06.0,Turnover by G. Harris (bad pass; steal by M. Turner),,23,15
58,1,4:01.0,,D. Sabonis makes 2-pt layup at rim (assist by V. Oladipo),23,17
59,1,4:01.0,Violation by W. Barton (def goaltending),,23,17
60,1,3:50.0,Turnover by M. Plumlee (bad pass; steal by V. Oladipo),,23,17
61,1,3:48.0,,Shooting block foul by G. Harris (drawn by V. Oladipo),23,17
62,1,3:48.0,,V. Oladipo misses free throw 1 of 2,23,17
63,1,3:48.0,,Offensive rebound by Team,23,17
64,1,3:48.0,,L. Stephenson enters the game for B. Bogdanović,23,17
65,1,3:48.0,M. Beasley enters the game for W. Barton,,23,17
66,1,3:48.0,,V. Oladipo makes free throw 2 of 2,23,18
67,1,3:36.0,M. Plumlee misses 2-pt layup from 5 ft,,23,18
68,1,3:33.0,Offensive rebound by M. Plumlee,,23,18
69,1,3:33.0,M. Plumlee makes 2-pt layup at rim,,25,18
70,1,3:26.0,,V. Oladipo makes 2-pt layup from 1 ft,25,20
71,1,3:14.0,W. Chandler misses 2-pt jump shot from 11 ft,,25,20
72,1,3:12.0,Offensive rebound by W. Chandler,,25,20
73,1,3:11.0,W. Chandler misses 2-pt jump shot from 9 ft,,25,20
74,1,3:09.0,,Defensive rebound by M. Turner,25,20
75,1,3:01.0,,C. Joseph misses 2-pt jump shot from 11 ft,25,20
76,1,2:56.0,Defensive rebound by G. Harris,,25,20
77,1,2:46.0,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Beasley),,28,20
78,1,2:31.0,,V. Oladipo misses 2-pt jump shot from 16 ft,28,20
79,1,2:26.0,,Offensive rebound by D. Sabonis,28,20
80,1,2:19.0,,D. Sabonis misses 2-pt jump shot from 5 ft (block by W. Chandler),28,20
81,1,2:18.0,Defensive rebound by J. Murray,,28,20
82,1,2:14.0,M. Beasley misses 3-pt jump shot from 26 ft,,28,20
83,1,2:09.0,Offensive rebound by W. Chandler,,28,20
84,1,2:08.0,Shooting foul by D. Sabonis (drawn by G. Harris),,28,20
85,1,2:08.0,G. Harris makes free throw 1 of 2,,29,20
86,1,2:08.0,,J. Young enters the game for C. Joseph,29,20
87,1,2:08.0,,T. Leaf enters the game for M. Turner,29,20
88,1,2:08.0,E. Mudiay enters the game for W. Chandler,,29,20
89,1,2:08.0,T. Lyles enters the game for M. Plumlee,,29,20
90,1,2:08.0,K. Faried enters the game for J. Murray,,29,20
91,1,2:08.0,G. Harris makes free throw 2 of 2,,30,20
92,1,1:55.0,,D. Sabonis misses 2-pt jump shot from 16 ft,30,20
93,1,1:53.0,Defensive rebound by K. Faried,,30,20
94,1,1:34.0,Turnover by G. Harris (bad pass; steal by D. Sabonis),,30,20
95,1,1:31.0,,Turnover by L. Stephenson (bad pass),30,20
96,1,1:17.0,T. Lyles misses 2-pt jump shot from 18 ft,,30,20
97,1,1:14.0,,Defensive rebound by L. Stephenson,30,20
98,1,1:07.0,Offensive charge foul by D. Sabonis (drawn by K. Faried),,30,20
99,1,1:07.0,,Turnover by D. Sabonis (offensive foul),30,20
100,1,0:46.0,M. Beasley misses 2-pt layup from 2 ft,,30,20
101,1,0:44.0,Offensive rebound by M. Beasley,,30,20
102,1,0:44.0,Shooting foul by T. Leaf (drawn by M. Beasley),,30,20
103,1,0:44.0,M. Beasley makes free throw 1 of 2,,31,20
104,1,0:44.0,M. Beasley makes free throw 2 of 2,,32,20
105,1,0:33.0,,Shooting foul by T. Lyles (drawn by V. Oladipo),32,20
106,1,0:33.0,,V. Oladipo makes free throw 1 of 2,32,21
107,1,0:33.0,,V. Oladipo makes free throw 2 of 2,32,22
108,1,0:17.0,G. Harris makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,35,22
109,1,0:00.0,,V. Oladipo misses 2-pt layup from 1 ft (block by K. Faried),35,22
110,1,0:00.0,,Offensive rebound by Team,35,22
111,2,11:43.0,,L. Stephenson makes 2-pt layup at rim,35,24
112,2,11:29.0,Turnover by E. Mudiay (bad pass),,35,24
113,2,11:09.0,,D. Sabonis makes 2-pt hook shot from 5 ft,35,26
114,2,10:51.0,E. Mudiay misses 2-pt layup from 1 ft,,35,26
115,2,10:50.0,Offensive rebound by Team,,35,26
116,2,10:41.0,T. Lyles makes 3-pt jump shot from 28 ft (assist by E. Mudiay),,38,26
117,2,10:30.0,,J. Young misses 2-pt jump shot from 17 ft,38,26
118,2,10:26.0,,Offensive rebound by T. Leaf,38,26
119,2,10:26.0,,T. Leaf misses 2-pt layup at rim,38,26
120,2,10:25.0,Defensive rebound by K. Faried,,38,26
121,2,10:16.0,W. Barton makes 2-pt layup at rim,,40,26
122,2,10:04.0,,B. Bogdanović misses 2-pt layup at rim,40,26
123,2,10:01.0,Defensive rebound by T. Lyles,,40,26
124,2,9:56.0,T. Lyles misses 2-pt layup from 1 ft,,40,26
125,2,9:54.0,Offensive rebound by K. Faried,,40,26
126,2,9:54.0,K. Faried makes 2-pt jump shot from 10 ft,,42,26
127,2,9:52.0,,Indiana full timeout,42,26
128,2,9:52.0,,T. Young enters the game for T. Leaf,42,26
129,2,9:37.0,,D. Sabonis makes 2-pt hook shot from 8 ft,42,28
130,2,9:13.0,T. Lyles makes 2-pt layup from 2 ft,,44,28
131,2,8:53.0,,T. Young makes 2-pt layup from 2 ft (assist by L. Stephenson),44,30
132,2,8:42.0,M. Beasley misses 3-pt jump shot from 25 ft,,44,30
133,2,8:39.0,,Defensive rebound by T. Young,44,30
134,2,8:30.0,,L. Stephenson misses 2-pt layup from 3 ft,44,30
135,2,8:29.0,,Offensive rebound by L. Stephenson,44,30
136,2,8:28.0,,L. Stephenson makes 2-pt layup from 1 ft,44,32
137,2,8:20.0,W. Barton makes 2-pt layup from 2 ft,,46,32
138,2,8:15.0,,Turnover by J. Young (bad pass),46,32
139,2,8:00.0,W. Barton makes 3-pt jump shot from 26 ft,,49,32
140,2,7:46.0,,D. Sabonis makes 2-pt layup from 1 ft,49,34
141,2,7:27.0,Personal foul by B. Bogdanović (drawn by E. Mudiay),,49,34
142,2,7:27.0,,V. Oladipo enters the game for J. Young,49,34
143,2,7:27.0,,C. Joseph enters the game for B. Bogdanović,49,34
144,2,7:23.0,Turnover by T. Lyles (traveling),,49,34
145,2,7:08.0,,D. Sabonis misses 2-pt jump shot from 11 ft,49,34
146,2,7:06.0,Defensive rebound by T. Lyles,,49,34
147,2,7:00.0,T. Lyles misses 3-pt jump shot from 26 ft,,49,34
148,2,6:56.0,,Defensive rebound by D. Sabonis,49,34
149,2,6:52.0,,V. Oladipo misses 2-pt layup from 2 ft (block by M. Beasley),49,34
150,2,6:49.0,Defensive rebound by E. Mudiay,,49,34
151,2,6:44.0,T. Lyles makes 2-pt layup at rim (assist by E. Mudiay),,51,34
152,2,6:42.0,,Indiana full timeout,51,34
153,2,6:42.0,,B. Bogdanović enters the game for V. Oladipo,51,34
154,2,6:34.0,,Turnover by C. Joseph (bad pass; steal by W. Barton),51,34
155,2,6:31.0,W. Barton makes 2-pt layup from 1 ft,,53,34
156,2,6:28.0,,Personal foul by K. Faried (drawn by L. Stephenson),53,34
157,2,6:28.0,,V. Oladipo enters the game for B. Bogdanović,53,34
158,2,6:28.0,G. Harris enters the game for M. Beasley,,53,34
159,2,6:19.0,,V. Oladipo makes 2-pt jump shot from 19 ft (assist by C. Joseph),53,36
160,2,6:10.0,,M. Turner enters the game for D. Sabonis,53,36
161,2,6:10.0,W. Chandler enters the game for T. Lyles,,53,36
162,2,5:48.0,G. Harris misses 3-pt jump shot from 29 ft,,53,36
163,2,5:46.0,,Defensive rebound by L. Stephenson,53,36
164,2,5:40.0,,L. Stephenson misses 2-pt layup from 1 ft,53,36
165,2,5:38.0,,Offensive rebound by T. Young,53,36
166,2,5:37.0,,T. Young makes 2-pt hook shot from 4 ft,53,38
167,2,5:20.0,E. Mudiay makes 3-pt jump shot from 27 ft (assist by W. Barton),,56,38
168,2,5:06.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by L. Stephenson),56,40
169,2,4:55.0,Turnover by E. Mudiay (bad pass),,56,40
170,2,4:55.0,M. Plumlee enters the game for K. Faried,,56,40
171,2,4:43.0,,M. Turner makes 2-pt dunk at rim (assist by L. Stephenson),56,42
172,2,4:41.0,Denver full timeout,,56,42
173,2,4:41.0,J. Murray enters the game for E. Mudiay,,56,42
174,2,4:18.0,M. Plumlee makes 2-pt layup from 1 ft,,58,42
175,2,4:02.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by L. Stephenson),58,45
176,2,3:45.0,W. Chandler misses 3-pt jump shot from 26 ft,,58,45
177,2,3:42.0,Offensive rebound by W. Barton,,58,45
178,2,3:40.0,W. Chandler makes 2-pt layup at rim (assist by W. Barton),,60,45
179,2,3:25.0,,L. Stephenson makes 2-pt layup from 1 ft,60,47
180,2,3:16.0,W. Barton misses 3-pt jump shot from 27 ft,,60,47
181,2,3:11.0,Offensive rebound by W. Barton,,60,47
182,2,3:05.0,W. Chandler misses 3-pt jump shot from 31 ft,,60,47
183,2,3:01.0,,Defensive rebound by M. Turner,60,47
184,2,2:56.0,,T. Young makes 3-pt jump shot from 23 ft (assist by L. Stephenson),60,50
185,2,2:38.0,M. Plumlee misses 2-pt hook shot from 6 ft,,60,50
186,2,2:34.0,Offensive rebound by M. Plumlee,,60,50
187,2,2:31.0,M. Plumlee makes 2-pt layup from 6 ft,,62,50
188,2,2:19.0,,C. Joseph misses 2-pt layup from 2 ft (block by J. Murray),62,50
189,2,2:16.0,Defensive rebound by M. Plumlee,,62,50
190,2,2:15.0,Shooting block foul by V. Oladipo (drawn by W. Barton),,62,50
191,2,2:15.0,W. Barton makes free throw 1 of 2,,63,50
192,2,2:15.0,W. Barton makes free throw 2 of 2,,64,50
193,2,2:02.0,,L. Stephenson makes 2-pt layup at rim,64,52
194,2,1:38.0,Turnover by G. Harris (lost ball; steal by M. Turner),,64,52
195,2,1:33.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by C. Joseph),64,55
196,2,1:05.0,W. Barton misses 2-pt layup from 11 ft,,64,55
197,2,1:04.0,,Defensive rebound by V. Oladipo,64,55
198,2,0:58.0,,M. Turner makes 2-pt layup at rim (assist by V. Oladipo),64,57
199,2,0:58.0,Denver full timeout,,64,57
200,2,0:58.0,,B. Bogdanović enters the game for T. Young,64,57
201,2,0:46.0,G. Harris misses 3-pt jump shot from 27 ft,,64,57
202,2,0:43.0,,Defensive rebound by V. Oladipo,64,57
203,2,0:35.0,,V. Oladipo misses 2-pt jump shot from 17 ft,64,57
204,2,0:33.0,Defensive rebound by M. Plumlee,,64,57
205,2,0:22.0,J. Murray makes 2-pt jump shot from 13 ft,,66,57
206,2,0:09.0,,Personal take foul by W. Barton (drawn by V. Oladipo),66,57
207,2,0:02.0,,C. Joseph makes 2-pt layup from 1 ft,66,59
208,2,0:00.0,J. Murray misses 3-pt jump shot from 34 ft,,66,59
209,2,0:00.0,Offensive rebound by Team,,66,59
210,3,11:49.0,,M. Turner misses 2-pt jump shot from 19 ft,66,59
211,3,11:44.0,Defensive rebound by M. Plumlee,,66,59
212,3,11:31.0,J. Murray misses 2-pt jump shot from 17 ft,,66,59
213,3,11:28.0,,Defensive rebound by V. Oladipo,66,59
214,3,11:22.0,,Turnover by V. Oladipo (bad pass; steal by J. Murray),66,59
215,3,11:12.0,G. Harris misses 2-pt layup from 4 ft,,66,59
216,3,11:07.0,,Defensive rebound by T. Young,66,59
217,3,11:03.0,,Shooting foul by M. Plumlee (drawn by M. Turner),66,59
218,3,11:03.0,,M. Turner makes free throw 1 of 2,66,60
219,3,11:03.0,,M. Turner misses free throw 2 of 2,66,60
220,3,11:01.0,Defensive rebound by W. Barton,,66,60
221,3,10:42.0,G. Harris misses 3-pt jump shot from 27 ft,,66,60
222,3,10:40.0,,Defensive rebound by M. Turner,66,60
223,3,10:30.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,66,60
224,3,10:26.0,Defensive rebound by W. Chandler,,66,60
225,3,10:13.0,W. Barton makes 2-pt jump shot from 19 ft,,68,60
226,3,9:58.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by V. Oladipo),68,63
227,3,9:40.0,W. Barton misses 2-pt layup at rim,,68,63
228,3,9:38.0,,Defensive rebound by T. Young,68,63
229,3,9:32.0,,T. Young misses 2-pt layup from 1 ft,68,63
230,3,9:30.0,,Offensive rebound by V. Oladipo,68,63
231,3,9:30.0,,V. Oladipo misses 2-pt layup from 1 ft (block by M. Plumlee),68,63
232,3,9:30.0,,Offensive rebound by M. Turner,68,63
233,3,9:26.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,68,63
234,3,9:23.0,Defensive rebound by W. Chandler,,68,63
235,3,9:04.0,Shooting foul by C. Joseph (drawn by M. Plumlee),,68,63
236,3,9:04.0,M. Plumlee makes free throw 1 of 2,,69,63
237,3,9:04.0,M. Plumlee misses free throw 2 of 2,,69,63
238,3,9:02.0,,Defensive rebound by B. Bogdanović,69,63
239,3,8:49.0,,C. Joseph misses 2-pt jump shot from 20 ft,69,63
240,3,8:45.0,Defensive rebound by W. Barton,,69,63
241,3,8:36.0,W. Chandler makes 2-pt jump shot from 7 ft,,71,63
242,3,8:24.0,,V. Oladipo makes 2-pt layup at rim,71,65
243,3,8:07.0,M. Plumlee misses 2-pt jump shot from 6 ft,,71,65
244,3,8:05.0,,Defensive rebound by V. Oladipo,71,65
245,3,7:58.0,,T. Young makes 2-pt layup at rim (assist by M. Turner),71,67
246,3,7:35.0,G. Harris makes 2-pt jump shot from 17 ft,,73,67
247,3,7:12.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by M. Turner),73,70
248,3,7:10.0,Denver full timeout,,73,70
249,3,6:52.0,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Chandler),,76,70
250,3,6:36.0,,T. Young makes 3-pt jump shot from 25 ft (assist by V. Oladipo),76,73
251,3,6:25.0,W. Barton misses 3-pt jump shot from 26 ft,,76,73
252,3,6:23.0,,Defensive rebound by M. Turner,76,73
253,3,6:23.0,,Personal foul by M. Plumlee (drawn by M. Turner),76,73
254,3,6:09.0,,M. Turner misses 2-pt jump shot from 16 ft,76,73
255,3,6:04.0,Defensive rebound by W. Chandler,,76,73
256,3,6:00.0,Personal foul by B. Bogdanović (drawn by W. Barton),,76,73
257,3,6:00.0,K. Faried enters the game for M. Plumlee,,76,73
258,3,5:52.0,W. Chandler misses 3-pt jump shot from 29 ft,,76,73
259,3,5:47.0,Offensive rebound by G. Harris,,76,73
260,3,5:46.0,J. Murray makes 3-pt jump shot from 26 ft (assist by G. Harris),,79,73
261,3,5:26.0,,Def 3 sec tech foul by W. Chandler,79,73
262,3,5:26.0,,B. Bogdanović makes technical free throw,79,74
263,3,5:12.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,79,74
264,3,5:06.0,Defensive rebound by W. Chandler,,79,74
265,3,4:50.0,Turnover by W. Chandler (bad pass),,79,74
266,3,4:40.0,,V. Oladipo makes 3-pt jump shot from 26 ft,79,77
267,3,4:18.0,M. Beasley enters the game for W. Barton,,79,77
268,3,4:16.0,W. Chandler misses 3-pt jump shot from 25 ft,,79,77
269,3,4:14.0,,Defensive rebound by B. Bogdanović,79,77
270,3,4:11.0,,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),79,79
271,3,3:55.0,J. Murray makes 2-pt layup from 1 ft (assist by K. Faried),,81,79
272,3,3:43.0,,M. Turner misses 3-pt jump shot from 27 ft,81,79
273,3,3:39.0,Defensive rebound by K. Faried,,81,79
274,3,3:21.0,J. Murray misses 3-pt jump shot from 26 ft,,81,79
275,3,3:16.0,,Defensive rebound by B. Bogdanović,81,79
276,3,3:07.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,81,81
277,3,2:49.0,G. Harris makes 2-pt jump shot from 18 ft (assist by K. Faried),,83,81
278,3,2:49.0,,Indiana full timeout,83,81
279,3,2:49.0,,L. Stephenson enters the game for C. Joseph,83,81
280,3,2:49.0,,D. Sabonis enters the game for T. Young,83,81
281,3,2:49.0,,J. Young enters the game for B. Bogdanović,83,81
282,3,2:49.0,E. Mudiay enters the game for J. Murray,,83,81
283,3,2:29.0,,V. Oladipo misses 3-pt jump shot from 27 ft,83,81
284,3,2:27.0,Defensive rebound by Team,,83,81
285,3,2:18.0,Offensive foul by K. Faried (drawn by J. Young),,83,81
286,3,2:18.0,Turnover by K. Faried (offensive foul),,83,81
287,3,2:10.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by D. Sabonis),83,84
288,3,1:55.0,G. Harris makes 2-pt jump shot from 15 ft,,85,84
289,3,1:38.0,,V. Oladipo misses 2-pt jump shot from 17 ft,85,84
290,3,1:35.0,,Offensive rebound by L. Stephenson,85,84
291,3,1:31.0,,Turnover by L. Stephenson (bad pass; steal by K. Faried),85,84
292,3,1:31.0,Turnover by K. Faried (bad pass),,85,84
293,3,1:31.0,T. Lyles enters the game for W. Chandler,,85,84
294,3,1:22.0,,V. Oladipo misses 3-pt jump shot from 28 ft,85,84
295,3,1:18.0,,Offensive rebound by D. Sabonis,85,84
296,3,1:17.0,,J. Young makes 2-pt layup from 1 ft (assist by D. Sabonis),85,86
297,3,1:03.0,E. Mudiay misses 2-pt jump shot from 18 ft,,85,86
298,3,1:01.0,,Defensive rebound by J. Young,85,86
299,3,0:55.0,,V. Oladipo makes 2-pt dunk from 1 ft (assist by L. Stephenson),85,88
300,3,0:55.0,Denver full timeout,,85,88
301,3,0:38.0,Turnover by E. Mudiay (out of bounds lost ball),,85,88
302,3,0:27.0,,Shooting foul by K. Faried (drawn by V. Oladipo),85,88
303,3,0:27.0,,V. Oladipo makes free throw 1 of 2,85,89
304,3,0:27.0,,V. Oladipo makes free throw 2 of 2,85,90
305,3,0:17.0,T. Lyles makes 3-pt jump shot from 28 ft (assist by E. Mudiay),,88,90
306,3,0:05.0,,L. Stephenson misses 3-pt jump shot from 27 ft,88,90
307,3,0:00.0,Defensive rebound by Team,,88,90
308,3,0:00.0,G. Harris misses 3-pt jump shot from 78 ft (block by V. Oladipo),,88,90
309,3,0:00.0,Offensive rebound by Team,,88,90
310,4,11:49.0,Turnover by E. Mudiay (traveling),,88,90
311,4,11:41.0,,L. Stephenson makes 2-pt jump shot from 18 ft,88,92
312,4,11:14.0,M. Beasley misses 3-pt jump shot from 22 ft,,88,92
313,4,11:14.0,Offensive rebound by Team,,88,92
314,4,11:02.0,Turnover by M. Beasley (out of bounds lost ball),,88,92
315,4,10:50.0,,Shooting foul by M. Beasley (drawn by D. Sabonis),88,92
316,4,10:50.0,,D. Sabonis makes free throw 1 of 2,88,93
317,4,10:50.0,,D. Sabonis makes free throw 2 of 2,88,94
318,4,10:29.0,W. Barton misses 2-pt jump shot from 5 ft,,88,94
319,4,10:27.0,Offensive rebound by K. Faried,,88,94
320,4,10:27.0,Personal foul by J. Young (drawn by K. Faried),,88,94
321,4,10:19.0,E. Mudiay misses 2-pt layup from 1 ft,,88,94
322,4,10:15.0,Offensive rebound by K. Faried,,88,94
323,4,10:15.0,K. Faried misses 2-pt layup at rim,,88,94
324,4,10:15.0,,Defensive rebound by D. Sabonis,88,94
325,4,10:02.0,,T. Young misses 3-pt jump shot from 23 ft,88,94
326,4,9:59.0,Defensive rebound by W. Barton,,88,94
327,4,9:57.0,Personal foul by L. Stephenson (drawn by M. Beasley),,88,94
328,4,9:52.0,T. Lyles misses 2-pt layup from 1 ft,,88,94
329,4,9:52.0,Offensive rebound by T. Lyles,,88,94
330,4,9:52.0,T. Lyles makes 2-pt layup from 1 ft,,90,94
331,4,9:52.0,Shooting foul by D. Sabonis (drawn by T. Lyles),,90,94
332,4,9:52.0,T. Lyles misses free throw 1 of 1,,90,94
333,4,9:52.0,Violation by K. Faried (double lane),,90,94
334,4,9:52.0,,Violation by B. Bogdanović (double lane),90,94
335,4,9:34.0,,T. Young makes 2-pt layup at rim,90,96
336,4,9:13.0,M. Beasley makes 2-pt jump shot from 19 ft (assist by W. Barton),,92,96
337,4,8:57.0,,T. Young misses 2-pt layup from 1 ft,92,96
338,4,8:54.0,,Offensive rebound by J. Young,92,96
339,4,8:50.0,Offensive charge foul by J. Young (drawn by E. Mudiay),,92,96
340,4,8:50.0,,Turnover by J. Young (offensive foul),92,96
341,4,8:50.0,,C. Joseph enters the game for J. Young,92,96
342,4,8:50.0,,V. Oladipo enters the game for B. Bogdanović,92,96
343,4,8:50.0,J. Murray enters the game for E. Mudiay,,92,96
344,4,8:50.0,G. Harris enters the game for M. Beasley,,92,96
345,4,8:36.0,Shooting foul by D. Sabonis (drawn by T. Lyles),,92,96
346,4,8:36.0,T. Lyles makes free throw 1 of 2,,93,96
347,4,8:36.0,T. Lyles makes free throw 2 of 2,,94,96
348,4,8:23.0,,L. Stephenson misses 2-pt layup from 1 ft,94,96
349,4,8:22.0,Defensive rebound by Team,,94,96
350,4,8:04.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by W. Barton),,97,96
351,4,7:49.0,,Shooting foul by K. Faried (drawn by V. Oladipo),97,96
352,4,7:49.0,,V. Oladipo makes free throw 1 of 2,97,97
353,4,7:49.0,,M. Turner enters the game for D. Sabonis,97,97
354,4,7:49.0,,V. Oladipo makes free throw 2 of 2,97,98
355,4,7:36.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by W. Barton),,100,98
356,4,7:18.0,,M. Turner makes 2-pt jump shot from 15 ft (assist by V. Oladipo),100,100
357,4,6:57.0,W. Barton makes 3-pt jump shot from 25 ft (assist by G. Harris),,103,100
358,4,6:43.0,,V. Oladipo misses 3-pt jump shot from 26 ft,103,100
359,4,6:41.0,,Offensive rebound by C. Joseph,103,100
360,4,6:34.0,,L. Stephenson makes 2-pt jump shot from 19 ft,103,102
361,4,6:07.0,T. Lyles misses 2-pt layup from 2 ft,,103,102
362,4,6:03.0,Offensive rebound by K. Faried,,103,102
363,4,6:03.0,Shooting foul by T. Young (drawn by J. Murray),,103,102
364,4,6:03.0,,Indiana full timeout,103,102
365,4,6:03.0,,B. Bogdanović enters the game for T. Young,103,102
366,4,6:03.0,J. Murray makes free throw 1 of 3,,104,102
367,4,6:03.0,J. Murray makes free throw 2 of 3,,105,102
368,4,6:03.0,J. Murray makes free throw 3 of 3,,106,102
369,4,5:51.0,,Personal foul by J. Murray (drawn by M. Turner),106,102
370,4,5:51.0,W. Chandler enters the game for J. Murray,,106,102
371,4,5:51.0,,T. Young enters the game for B. Bogdanović,106,102
372,4,5:41.0,,Shooting foul by T. Lyles (drawn by V. Oladipo),106,102
373,4,5:41.0,,V. Oladipo misses free throw 1 of 2,106,102
374,4,5:41.0,,Offensive rebound by Team,106,102
375,4,5:41.0,,V. Oladipo makes free throw 2 of 2,106,103
376,4,5:29.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by W. Barton),,109,103
377,4,5:14.0,,V. Oladipo misses 3-pt jump shot from 27 ft,109,103
378,4,5:12.0,Defensive rebound by K. Faried,,109,103
379,4,4:58.0,,Offensive charge foul by T. Lyles (drawn by C. Joseph),109,103
380,4,4:58.0,Turnover by T. Lyles (offensive foul),,109,103
381,4,4:48.0,,L. Stephenson misses 2-pt jump shot from 19 ft,109,103
382,4,4:45.0,Defensive rebound by W. Barton,,109,103
383,4,4:21.0,T. Lyles misses 3-pt jump shot from 23 ft,,109,103
