,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
0,1,11:40.0,,J. Nurkić misses 2-pt jump shot from 22 ft,0,0
1,1,11:39.0,Defensive rebound by Team,,0,0
2,1,11:19.0,J. Ingles misses 2-pt jump shot from 5 ft,,0,0
3,1,11:16.0,,Defensive rebound by J. Nurkić,0,0
4,1,11:03.0,,Turnover by A. Aminu (bad pass; steal by R. Rubio),0,0
5,1,10:51.0,D. Favors makes 2-pt jump shot from 7 ft (assist by R. Rubio),,2,0
6,1,10:35.0,,C. McCollum misses 2-pt jump shot from 19 ft,2,0
7,1,10:33.0,Defensive rebound by R. Gobert,,2,0
8,1,10:27.0,Turnover by R. Gobert (bad pass),,2,0
9,1,10:17.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),2,3
10,1,10:01.0,J. Ingles misses 3-pt jump shot from 23 ft,,2,3
11,1,9:56.0,,Defensive rebound by A. Aminu,2,3
12,1,9:52.0,,D. Lillard makes 3-pt jump shot from 26 ft,2,6
13,1,9:37.0,Turnover by R. Rubio (bad pass; steal by E. Turner),,2,6
14,1,9:29.0,,E. Turner makes 2-pt jump shot from 3 ft,2,8
15,1,9:29.0,Utah full timeout,,2,8
16,1,9:11.0,R. Gobert makes 2-pt dunk at rim (assist by D. Mitchell),,4,8
17,1,8:58.0,,J. Nurkić misses 2-pt dunk from 1 ft (block by D. Favors),4,8
18,1,8:56.0,Defensive rebound by R. Rubio,,4,8
19,1,8:54.0,J. Ingles makes 2-pt dunk at rim (assist by R. Rubio),,6,8
20,1,8:36.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),6,10
21,1,8:22.0,D. Mitchell misses 2-pt jump shot from 12 ft,,6,10
22,1,8:18.0,Offensive rebound by D. Mitchell,,6,10
23,1,8:18.0,D. Mitchell misses 2-pt layup at rim (block by E. Turner),,6,10
24,1,8:15.0,,Defensive rebound by J. Nurkić,6,10
25,1,8:09.0,,D. Lillard misses 2-pt layup from 2 ft,6,10
26,1,8:07.0,Defensive rebound by R. Gobert,,6,10
27,1,8:01.0,R. Rubio misses 2-pt jump shot from 16 ft,,6,10
28,1,7:56.0,Offensive rebound by R. Gobert,,6,10
29,1,7:49.0,D. Favors misses 2-pt jump shot from 17 ft,,6,10
30,1,7:46.0,,Defensive rebound by A. Aminu,6,10
31,1,7:42.0,,Personal foul by R. Rubio (drawn by A. Aminu),6,10
32,1,7:35.0,,C. McCollum makes 2-pt jump shot from 15 ft,6,12
33,1,7:17.0,Turnover by J. Ingles (lost ball; steal by C. McCollum),,6,12
34,1,7:14.0,,Turnover by C. McCollum (bad pass; steal by D. Mitchell),6,12
35,1,7:10.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,9,12
36,1,6:53.0,,J. Nurkić makes 2-pt jump shot from 21 ft (assist by D. Lillard),9,14
37,1,6:26.0,D. Mitchell misses 3-pt jump shot from 30 ft,,9,14
38,1,6:25.0,Offensive rebound by Team,,9,14
39,1,6:24.0,Turnover by Team (shot clock),,9,14
40,1,6:12.0,,C. McCollum makes 3-pt jump shot from 30 ft (assist by D. Lillard),9,17
41,1,6:00.0,D. Mitchell misses 3-pt jump shot from 25 ft,,9,17
42,1,5:58.0,,Defensive rebound by J. Nurkić,9,17
43,1,5:49.0,,E. Turner misses 2-pt jump shot from 13 ft,9,17
44,1,5:46.0,,Offensive rebound by A. Aminu,9,17
45,1,5:42.0,,C. McCollum misses 3-pt jump shot from 26 ft,9,17
46,1,5:38.0,Defensive rebound by D. Mitchell,,9,17
47,1,5:34.0,Shooting foul by E. Turner (drawn by D. Mitchell),,9,17
48,1,5:34.0,D. Mitchell makes free throw 1 of 2,,10,17
49,1,5:34.0,J. Crowder enters the game for D. Favors,,10,17
50,1,5:34.0,D. Mitchell makes free throw 2 of 2,,11,17
51,1,5:18.0,,J. Nurkić misses 2-pt jump shot from 8 ft,11,17
52,1,5:15.0,Defensive rebound by J. Ingles,,11,17
53,1,5:11.0,Shooting foul by J. Nurkić (drawn by R. Gobert),,11,17
54,1,5:11.0,R. Gobert makes free throw 1 of 2,,12,17
55,1,5:11.0,,W. Baldwin enters the game for E. Turner,12,17
56,1,5:11.0,D. Exum enters the game for R. Rubio,,12,17
57,1,5:11.0,R. Gobert makes free throw 2 of 2,,13,17
58,1,4:58.0,,J. Nurkić misses 2-pt layup from 3 ft,13,17
59,1,4:56.0,Defensive rebound by J. Crowder,,13,17
60,1,4:53.0,Turnover by D. Exum (lost ball; steal by D. Lillard),,13,17
61,1,4:42.0,,C. McCollum makes 2-pt jump shot from 7 ft (assist by J. Nurkić),13,19
62,1,4:24.0,J. Ingles misses 2-pt layup from 1 ft (block by W. Baldwin),,13,19
63,1,4:20.0,,Defensive rebound by W. Baldwin,13,19
64,1,4:13.0,,D. Lillard misses 3-pt jump shot from 25 ft,13,19
65,1,4:11.0,Defensive rebound by J. Ingles,,13,19
66,1,4:08.0,J. Crowder misses 3-pt jump shot from 24 ft,,13,19
67,1,4:05.0,,Defensive rebound by J. Nurkić,13,19
68,1,4:00.0,,Shooting foul by D. Exum (drawn by D. Lillard),13,19
69,1,4:00.0,,D. Lillard makes free throw 1 of 2,13,20
70,1,4:00.0,,E. Davis enters the game for A. Aminu,13,20
71,1,4:00.0,,Z. Collins enters the game for J. Nurkić,13,20
72,1,4:00.0,R. O'Neale enters the game for J. Ingles,,13,20
73,1,4:00.0,,D. Lillard makes free throw 2 of 2,13,21
74,1,3:48.0,D. Mitchell misses 2-pt layup from 1 ft,,13,21
75,1,3:48.0,Offensive rebound by Team,,13,21
76,1,3:48.0,Loose ball foul by R. Gobert (drawn by E. Davis),,13,21
77,1,3:48.0,Turnover by R. Gobert (turnover),,13,21
78,1,3:31.0,,Z. Collins misses 3-pt jump shot from 26 ft,13,21
79,1,3:28.0,Defensive rebound by R. Gobert,,13,21
80,1,3:07.0,Shooting foul by W. Baldwin (drawn by D. Mitchell),,13,21
81,1,3:07.0,,Portland full timeout,13,21
82,1,3:07.0,,P. Connaughton enters the game for C. McCollum,13,21
83,1,3:07.0,D. Favors enters the game for R. Gobert,,13,21
84,1,3:07.0,D. Mitchell misses free throw 1 of 2,,13,21
85,1,3:07.0,Offensive rebound by Team,,13,21
86,1,3:07.0,D. Mitchell makes free throw 2 of 2,,14,21
87,1,2:52.0,,E. Davis makes 2-pt hook shot from 1 ft (assist by D. Lillard),14,23
88,1,2:38.0,D. Favors makes 2-pt dunk at rim (assist by D. Mitchell),,16,23
89,1,2:12.0,,Z. Collins makes 2-pt jump shot from 10 ft,16,25
90,1,1:59.0,D. Mitchell misses 3-pt jump shot from 25 ft,,16,25
91,1,1:55.0,Offensive rebound by D. Favors,,16,25
92,1,1:52.0,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Exum),,19,25
93,1,1:29.0,,D. Lillard misses 2-pt layup from 1 ft (block by D. Favors),19,25
94,1,1:27.0,,Offensive rebound by E. Davis,19,25
95,1,1:25.0,,E. Davis misses 2-pt jump shot from 5 ft (block by D. Favors),19,25
96,1,1:25.0,,Offensive rebound by W. Baldwin,19,25
97,1,1:11.0,,W. Baldwin misses 2-pt jump shot from 10 ft,19,25
98,1,1:11.0,,Offensive rebound by Team,19,25
99,1,1:10.0,Loose ball foul by R. O'Neale (drawn by E. Davis),,19,25
100,1,1:10.0,J. Jerebko enters the game for D. Mitchell,,19,25
101,1,0:54.0,,P. Connaughton makes 3-pt jump shot from 27 ft (assist by Z. Collins),19,28
102,1,0:38.0,D. Favors misses 2-pt jump shot from 5 ft,,19,28
103,1,0:37.0,,Defensive rebound by P. Connaughton,19,28
104,1,0:32.0,,D. Lillard misses 3-pt jump shot from 27 ft,19,28
105,1,0:29.0,Defensive rebound by R. O'Neale,,19,28
106,1,0:23.0,R. O'Neale misses 2-pt jump shot from 11 ft,,19,28
107,1,0:22.0,Offensive rebound by D. Favors,,19,28
108,1,0:22.0,D. Favors makes 2-pt layup at rim,,21,28
109,1,0:00.0,,P. Connaughton misses 3-pt jump shot from 22 ft (block by J. Jerebko),21,28
110,1,0:00.0,,Offensive rebound by Team,21,28
111,2,11:46.0,J. Jerebko misses 2-pt hook shot from 5 ft,,21,28
112,2,11:44.0,,Defensive rebound by C. McCollum,21,28
113,2,11:31.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by P. Connaughton),21,31
114,2,11:09.0,D. Favors misses 3-pt jump shot from 23 ft,,21,31
115,2,11:06.0,,Defensive rebound by Z. Collins,21,31
116,2,10:55.0,,C. McCollum makes 2-pt jump shot from 14 ft,21,33
117,2,10:40.0,Personal foul by P. Connaughton (drawn by J. Ingles),,21,33
118,2,10:40.0,R. O'Neale enters the game for J. Jerebko,,21,33
119,2,10:29.0,D. Exum makes 2-pt layup from 1 ft,,23,33
120,2,10:07.0,,C. McCollum misses 3-pt jump shot from 26 ft,23,33
121,2,10:05.0,Defensive rebound by J. Crowder,,23,33
122,2,9:56.0,Turnover by J. Ingles (bad pass; steal by Z. Collins),,23,33
123,2,9:53.0,,Personal foul by J. Ingles (drawn by C. McCollum),23,33
124,2,9:45.0,,Personal foul by R. O'Neale (drawn by C. McCollum),23,33
125,2,9:40.0,Violation by D. Favors (kicked ball),,23,33
126,2,9:32.0,,S. Napier misses 2-pt jump shot from 20 ft,23,33
127,2,9:29.0,Defensive rebound by R. O'Neale,,23,33
128,2,9:22.0,R. O'Neale misses 2-pt layup from 1 ft,,23,33
129,2,9:20.0,,Defensive rebound by S. Napier,23,33
130,2,9:04.0,,C. McCollum misses 2-pt jump shot from 9 ft,23,33
131,2,9:04.0,Defensive rebound by Team,,23,33
132,2,9:04.0,,Loose ball foul by E. Davis (drawn by R. O'Neale),23,33
133,2,9:04.0,R. Gobert enters the game for J. Crowder,,23,33
134,2,8:48.0,R. Gobert misses 2-pt layup from 2 ft,,23,33
135,2,8:46.0,,Defensive rebound by E. Davis,23,33
136,2,8:31.0,,C. McCollum misses 2-pt jump shot from 17 ft,23,33
137,2,8:28.0,Defensive rebound by R. O'Neale,,23,33
138,2,8:22.0,D. Exum misses 2-pt hook shot from 3 ft,,23,33
139,2,8:20.0,,Defensive rebound by E. Davis,23,33
140,2,8:15.0,,S. Napier makes 2-pt layup from 1 ft (assist by C. McCollum),23,35
141,2,8:15.0,Utah full timeout,,23,35
142,2,8:15.0,,E. Turner enters the game for P. Connaughton,23,35
143,2,8:15.0,R. Rubio enters the game for D. Exum,,23,35
144,2,8:04.0,J. Ingles misses 2-pt jump shot from 10 ft,,23,35
145,2,7:58.0,Offensive rebound by J. Ingles,,23,35
146,2,7:44.0,R. Rubio makes 2-pt jump shot from 17 ft,,25,35
147,2,7:30.0,,Offensive foul by Z. Collins (drawn by R. O'Neale),25,35
148,2,7:30.0,,Turnover by Z. Collins (offensive foul),25,35
149,2,7:30.0,D. Mitchell enters the game for J. Ingles,,25,35
150,2,7:16.0,R. Rubio misses 2-pt jump shot from 19 ft,,25,35
151,2,7:14.0,,Defensive rebound by Team,25,35
152,2,6:55.0,,E. Turner makes 2-pt jump shot from 14 ft,25,37
153,2,6:36.0,R. Rubio makes 2-pt layup from 1 ft,,27,37
154,2,6:23.0,,C. McCollum makes 2-pt layup at rim,27,39
155,2,6:05.0,R. Rubio misses 2-pt jump shot from 12 ft,,27,39
156,2,6:02.0,Offensive rebound by R. Gobert,,27,39
157,2,6:00.0,D. Mitchell misses 2-pt layup from 2 ft (block by Z. Collins),,27,39
158,2,6:00.0,Offensive rebound by Team,,27,39
159,2,6:00.0,,J. Nurkić enters the game for E. Davis,27,39
160,2,6:00.0,,A. Aminu enters the game for Z. Collins,27,39
161,2,6:00.0,J. Crowder enters the game for D. Favors,,27,39
162,2,5:56.0,R. O'Neale misses 2-pt jump shot from 11 ft,,27,39
163,2,5:53.0,,Defensive rebound by A. Aminu,27,39
164,2,5:48.0,,Shooting foul by R. Rubio (drawn by S. Napier),27,39
165,2,5:48.0,,S. Napier makes free throw 1 of 2,27,40
166,2,5:48.0,,D. Lillard enters the game for C. McCollum,27,40
167,2,5:48.0,,S. Napier makes free throw 2 of 2,27,41
168,2,5:34.0,R. Gobert misses 2-pt jump shot from 12 ft (block by J. Nurkić),,27,41
169,2,5:34.0,,Defensive rebound by E. Turner,27,41
170,2,5:27.0,,Turnover by E. Turner (lost ball; steal by D. Mitchell),27,41
171,2,5:26.0,Personal foul by S. Napier (drawn by R. Rubio),,27,41
172,2,5:16.0,D. Mitchell misses 3-pt jump shot from 22 ft,,27,41
173,2,5:11.0,Offensive rebound by J. Crowder,,27,41
174,2,5:08.0,R. Rubio misses 2-pt jump shot from 13 ft,,27,41
175,2,5:08.0,,Defensive rebound by A. Aminu,27,41
176,2,4:57.0,,J. Nurkić misses 2-pt layup from 1 ft (block by R. Gobert),27,41
177,2,4:57.0,,Offensive rebound by S. Napier,27,41
178,2,4:50.0,,S. Napier misses 3-pt jump shot from 26 ft,27,41
179,2,4:48.0,Defensive rebound by J. Crowder,,27,41
180,2,4:46.0,Shooting foul by A. Aminu (drawn by R. Gobert),,27,41
181,2,4:46.0,R. Gobert makes free throw 1 of 2,,28,41
182,2,4:46.0,,W. Baldwin enters the game for S. Napier,28,41
183,2,4:46.0,R. Gobert misses free throw 2 of 2,,28,41
184,2,4:45.0,,Defensive rebound by Team,28,41
185,2,4:36.0,,Personal foul by R. Rubio (drawn by A. Aminu),28,41
186,2,4:28.0,,Turnover by J. Nurkić (traveling),28,41
187,2,4:20.0,R. Rubio makes 2-pt layup from 1 ft,,30,41
188,2,4:08.0,,J. Nurkić misses 2-pt layup from 2 ft,30,41
189,2,4:06.0,Defensive rebound by R. Gobert,,30,41
190,2,3:59.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by R. Rubio),,33,41
191,2,3:57.0,,Portland full timeout,33,41
192,2,3:44.0,,D. Lillard misses 2-pt jump shot from 13 ft,33,41
193,2,3:42.0,Defensive rebound by R. O'Neale,,33,41
194,2,3:39.0,Turnover by R. Rubio (bad pass),,33,41
195,2,3:29.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Turner),33,44
196,2,3:11.0,Turnover by J. Crowder (lost ball; steal by E. Turner),,33,44
197,2,3:02.0,,A. Aminu misses 3-pt jump shot from 25 ft,33,44
198,2,2:59.0,Defensive rebound by J. Crowder,,33,44
199,2,2:49.0,D. Mitchell makes 2-pt layup at rim,,35,44
200,2,2:32.0,,E. Turner misses 2-pt jump shot from 16 ft,35,44
201,2,2:29.0,Defensive rebound by R. Rubio,,35,44
202,2,2:24.0,J. Crowder misses 2-pt jump shot from 22 ft,,35,44
203,2,2:22.0,,Defensive rebound by A. Aminu,35,44
204,2,2:11.0,,D. Lillard makes 2-pt jump shot from 14 ft,35,46
205,2,1:54.0,D. Mitchell misses 2-pt layup from 5 ft,,35,46
206,2,1:52.0,,Defensive rebound by A. Aminu,35,46
207,2,1:49.0,,W. Baldwin makes 2-pt layup from 1 ft,35,48
208,2,1:49.0,,Shooting foul by R. Rubio (drawn by W. Baldwin),35,48
209,2,1:49.0,J. Ingles enters the game for R. Rubio,,35,48
210,2,1:49.0,,W. Baldwin makes free throw 1 of 1,35,49
211,2,1:29.0,J. Crowder makes 2-pt layup from 1 ft (assist by D. Mitchell),,37,49
212,2,1:05.0,,Shooting foul by D. Mitchell (drawn by D. Lillard),37,49
213,2,1:05.0,,D. Lillard makes free throw 1 of 2,37,50
214,2,1:05.0,,C. McCollum enters the game for W. Baldwin,37,50
215,2,1:05.0,,D. Lillard makes free throw 2 of 2,37,51
216,2,0:55.0,D. Mitchell misses 3-pt jump shot from 25 ft,,37,51
217,2,0:53.0,,Defensive rebound by J. Nurkić,37,51
218,2,0:35.0,,D. Lillard makes 2-pt jump shot from 9 ft,37,53
219,2,0:31.0,D. Mitchell makes 2-pt layup at rim,,39,53
220,2,0:31.0,Shooting foul by E. Turner (drawn by D. Mitchell),,39,53
221,2,0:31.0,D. Mitchell misses free throw 1 of 1,,39,53
222,2,0:31.0,,Defensive rebound by J. Nurkić,39,53
223,2,0:10.0,,D. Lillard makes 2-pt jump shot from 19 ft,39,55
224,2,0:00.0,D. Mitchell makes 2-pt layup from 1 ft,,41,55
225,2,0:00.0,,Turnover by J. Nurkić (bad pass; steal by J. Crowder),41,55
226,3,11:43.0,Turnover by D. Mitchell (lost ball; steal by E. Turner),,41,55
227,3,11:35.0,,C. McCollum makes 2-pt jump shot from 11 ft,41,57
228,3,11:22.0,Def 3 sec tech foul by J. Nurkić,,41,57
229,3,11:22.0,R. Rubio makes technical free throw,,42,57
230,3,11:18.0,Personal foul by C. McCollum (drawn by R. Gobert),,42,57
231,3,11:12.0,Turnover by R. Rubio (bad pass; steal by A. Aminu),,42,57
232,3,11:07.0,,A. Aminu makes 2-pt dunk from 1 ft,42,59
233,3,10:49.0,J. Ingles misses 2-pt jump shot from 6 ft,,42,59
234,3,10:44.0,Offensive rebound by R. Gobert,,42,59
235,3,10:44.0,R. Gobert misses 2-pt layup at rim,,42,59
236,3,10:43.0,,Defensive rebound by E. Turner,42,59
237,3,10:37.0,,C. McCollum misses 2-pt layup from 4 ft,42,59
238,3,10:37.0,,Offensive rebound by Team,42,59
239,3,10:37.0,Loose ball foul by R. Gobert (drawn by J. Nurkić),,42,59
240,3,10:31.0,,D. Lillard misses 3-pt jump shot from 26 ft,42,59
241,3,10:27.0,Defensive rebound by R. Gobert,,42,59
242,3,10:20.0,D. Mitchell misses 2-pt jump shot from 18 ft,,42,59
243,3,10:16.0,,Defensive rebound by E. Turner,42,59
244,3,10:09.0,,D. Lillard makes 2-pt layup at rim,42,61
245,3,9:57.0,R. Rubio makes 2-pt jump shot from 12 ft,,44,61
246,3,9:43.0,,E. Turner misses 3-pt jump shot from 23 ft,44,61
247,3,9:40.0,Defensive rebound by D. Favors,,44,61
248,3,9:31.0,Turnover by R. Rubio (bad pass; steal by E. Turner),,44,61
249,3,9:30.0,,Personal foul by D. Mitchell (drawn by E. Turner),44,61
250,3,9:15.0,,J. Nurkić misses 2-pt hook shot from 3 ft,44,61
251,3,9:13.0,Defensive rebound by D. Mitchell,,44,61
252,3,9:06.0,,Violation by J. Nurkić (kicked ball),44,61
253,3,9:01.0,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),,46,61
254,3,8:48.0,,D. Lillard misses 2-pt jump shot from 14 ft,46,61
255,3,8:45.0,Defensive rebound by D. Favors,,46,61
256,3,8:37.0,D. Mitchell misses 2-pt layup from 2 ft (block by J. Nurkić),,46,61
257,3,8:34.0,Offensive rebound by R. Gobert,,46,61
258,3,8:32.0,R. Gobert makes 2-pt dunk from 1 ft,,48,61
259,3,8:19.0,,A. Aminu misses 2-pt jump shot from 15 ft,48,61
260,3,8:16.0,Defensive rebound by D. Mitchell,,48,61
261,3,8:09.0,D. Mitchell misses 2-pt jump shot from 10 ft,,48,61
262,3,8:07.0,,Defensive rebound by J. Nurkić,48,61
263,3,7:55.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by C. McCollum),48,63
264,3,7:38.0,Turnover by J. Ingles (out of bounds lost ball),,48,63
265,3,7:38.0,,Portland full timeout,48,63
266,3,7:38.0,R. O'Neale enters the game for J. Ingles,,48,63
267,3,7:38.0,J. Crowder enters the game for D. Favors,,48,63
268,3,7:23.0,,J. Nurkić misses 2-pt hook shot from 7 ft,48,63
269,3,7:21.0,Defensive rebound by R. O'Neale,,48,63
270,3,7:10.0,Personal foul by E. Turner (drawn by R. Gobert),,48,63
271,3,6:58.0,D. Mitchell misses 3-pt jump shot from 26 ft,,48,63
272,3,6:55.0,Offensive rebound by R. Gobert,,48,63
273,3,6:50.0,Shooting foul by J. Nurkić (drawn by R. Rubio),,48,63
274,3,6:50.0,R. Rubio makes free throw 1 of 2,,49,63
275,3,6:50.0,R. Rubio makes free throw 2 of 2,,50,63
276,3,6:36.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),50,65
277,3,6:14.0,R. Rubio misses 2-pt jump shot from 17 ft,,50,65
278,3,6:12.0,,Defensive rebound by A. Aminu,50,65
279,3,6:04.0,,C. McCollum misses 2-pt jump shot from 18 ft,50,65
280,3,6:01.0,Defensive rebound by R. Rubio,,50,65
281,3,5:55.0,R. Rubio misses 2-pt layup from 1 ft (block by A. Aminu),,50,65
282,3,5:52.0,,Defensive rebound by J. Nurkić,50,65
283,3,5:43.0,,Shooting foul by J. Crowder (drawn by J. Nurkić),50,65
284,3,5:43.0,,J. Nurkić misses free throw 1 of 2,50,65
285,3,5:43.0,,Offensive rebound by Team,50,65
286,3,5:43.0,,W. Baldwin enters the game for E. Turner,50,65
287,3,5:43.0,D. Exum enters the game for D. Mitchell,,50,65
288,3,5:43.0,,J. Nurkić misses free throw 2 of 2,50,65
289,3,5:40.0,Defensive rebound by R. Gobert,,50,65
290,3,5:30.0,J. Crowder misses 2-pt jump shot from 12 ft,,50,65
