,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHICAGO_ACTION,MINNESOTA_SCORE,CHICAGO_SCORE
385,4,5:14.0,,J. Holiday misses 3-pt jump shot from 24 ft,105,101
386,4,5:14.0,Defensive rebound by N. Bjelica,,105,101
387,4,4:54.0,J. Butler misses 2-pt layup from 2 ft,,105,101
388,4,4:54.0,Offensive rebound by J. Butler,,105,101
389,4,4:52.0,J. Butler misses 2-pt layup from 2 ft,,105,101
390,4,4:52.0,,Defensive rebound by J. Holiday,105,101
391,4,4:44.0,,J. Holiday makes 2-pt jump shot from 16 ft (assist by J. Grant),105,103
392,4,4:41.0,Minnesota full timeout,,105,103
393,4,4:21.0,Turnover by A. Wiggins (lost ball; steal by Z. LaVine),,105,103
394,4,4:21.0,,Personal foul by A. Wiggins (drawn by Z. LaVine),105,103
395,4,4:01.0,,J. Grant misses 2-pt jump shot from 19 ft,105,103
396,4,3:55.0,Defensive rebound by N. Bjelica,,105,103
397,4,3:40.0,Personal foul by J. Holiday (drawn by J. Butler),,105,103
398,4,3:40.0,J. Butler makes free throw 1 of 2,,106,103
399,4,3:40.0,J. Butler makes free throw 2 of 2,,107,103
400,4,3:30.0,,Shooting foul by N. Bjelica (drawn by Z. LaVine),107,103
401,4,3:30.0,,Z. LaVine misses free throw 1 of 2,107,103
402,4,3:30.0,,Offensive rebound by Team,107,103
403,4,3:30.0,,Z. LaVine makes free throw 2 of 2,107,104
404,4,3:15.0,Shooting foul by L. Markkanen (drawn by J. Butler),,107,104
405,4,3:15.0,J. Butler makes free throw 1 of 2,,108,104
406,4,3:15.0,T. Gibson enters the game for N. Bjelica,,108,104
407,4,3:15.0,J. Butler makes free throw 2 of 2,,109,104
408,4,3:02.0,,Z. LaVine misses 2-pt layup from 1 ft (block by T. Gibson),109,104
409,4,3:02.0,,Offensive rebound by Team,109,104
410,4,2:56.0,,Z. LaVine misses 2-pt jump shot from 19 ft,109,104
411,4,2:53.0,Defensive rebound by T. Gibson,,109,104
412,4,2:38.0,J. Butler misses 2-pt jump shot from 12 ft,,109,104
413,4,2:34.0,Offensive rebound by K. Towns,,109,104
414,4,2:19.0,A. Wiggins misses 3-pt jump shot from 22 ft,,109,104
415,4,2:16.0,,Defensive rebound by Z. LaVine,109,104
416,4,2:12.0,,Shooting foul by K. Towns (drawn by Z. LaVine),109,104
417,4,2:12.0,,Z. LaVine makes free throw 1 of 2,109,105
418,4,2:12.0,,Z. LaVine makes free throw 2 of 2,109,106
419,4,1:52.0,K. Towns misses 2-pt jump shot from 19 ft,,109,106
420,4,1:51.0,Offensive rebound by Team,,109,106
421,4,1:41.0,J. Butler misses 3-pt jump shot from 25 ft,,109,106
422,4,1:39.0,,Defensive rebound by B. Portis,109,106
423,4,1:31.0,,Z. LaVine misses 3-pt jump shot from 24 ft,109,106
424,4,1:26.0,Defensive rebound by A. Wiggins,,109,106
425,4,1:20.0,T. Gibson makes 2-pt layup from 1 ft (assist by J. Butler),,111,106
426,4,1:20.0,,Chicago full timeout,111,106
427,4,1:11.0,,Z. LaVine makes 2-pt dunk at rim (assist by J. Grant),111,108
428,4,0:48.0,Turnover by T. Jones (out of bounds lost ball),,111,108
429,4,0:41.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by J. Grant),111,111
430,4,0:40.0,Minnesota full timeout,,111,111
431,4,0:40.0,,D. Nwaba enters the game for J. Grant,111,111
432,4,0:21.0,J. Butler makes 2-pt layup from 2 ft,,113,111
433,4,0:21.0,,Chicago full timeout,113,111
434,4,0:21.0,,J. Grant enters the game for D. Nwaba,113,111
435,4,0:18.0,,Shooting foul by J. Butler (drawn by Z. LaVine),113,111
436,4,0:18.0,,Z. LaVine makes free throw 1 of 3,113,112
437,4,0:18.0,,Z. LaVine makes free throw 2 of 3,113,113
438,4,0:18.0,,D. Nwaba enters the game for J. Grant,113,113
439,4,0:18.0,,Z. LaVine makes free throw 3 of 3,113,114
440,4,0:18.0,Minnesota full timeout,,113,114
441,4,0:06.0,K. Towns misses 3-pt jump shot from 25 ft,,113,114
442,4,0:02.0,Offensive rebound by T. Jones,,113,114
443,4,0:00.0,J. Butler misses 3-pt jump shot from 22 ft,,113,114
444,4,0:00.0,,Defensive rebound by D. Nwaba,113,114
