,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
122,2,10:04.0,,J. Clarkson misses 3-pt jump shot from 25 ft,34,39
123,2,10:01.0,Defensive rebound by T. Ulis,,34,39
124,2,9:52.0,T. Ulis makes 2-pt jump shot from 19 ft,,36,39
125,2,9:39.0,,J. Clarkson misses 2-pt layup from 3 ft,36,39
126,2,9:37.0,Defensive rebound by T. Chandler,,36,39
127,2,9:35.0,Turnover by J. Jackson (traveling),,36,39
128,2,9:22.0,,J. Clarkson misses 2-pt layup from 2 ft,36,39
129,2,9:19.0,Defensive rebound by T. Chandler,,36,39
130,2,9:13.0,T. Ulis makes 2-pt jump shot from 19 ft,,38,39
131,2,9:12.0,,LA Lakers full timeout,38,39
132,2,9:12.0,T. Warren enters the game for T. Daniels,,38,39
133,2,8:56.0,,A. Caruso misses 3-pt jump shot from 22 ft,38,39
134,2,8:52.0,Defensive rebound by J. Jackson,,38,39
135,2,8:32.0,T. Ulis makes 2-pt jump shot from 12 ft,,40,39
136,2,8:24.0,,K. Caldwell-Pope enters the game for C. Brewer,40,39
137,2,8:12.0,,Turnover by J. Clarkson (offensive goaltending),40,39
138,2,7:49.0,T. Ulis misses 2-pt jump shot from 16 ft,,40,39
139,2,7:46.0,,Defensive rebound by J. Clarkson,40,39
140,2,7:34.0,,J. Clarkson misses 3-pt jump shot from 25 ft,40,39
141,2,7:30.0,Defensive rebound by J. Jackson,,40,39
142,2,7:18.0,T. Warren misses 2-pt jump shot from 14 ft,,40,39
143,2,7:14.0,,Defensive rebound by K. Caldwell-Pope,40,39
144,2,7:11.0,,Offensive foul by L. Nance (drawn by T. Ulis),40,39
145,2,7:11.0,,Turnover by L. Nance (offensive foul),40,39
146,2,7:11.0,,B. Ingram enters the game for A. Caruso,40,39
147,2,7:11.0,,J. Randle enters the game for L. Nance,40,39
148,2,6:56.0,J. Jackson misses 2-pt jump shot from 19 ft,,40,39
149,2,6:50.0,Offensive rebound by T. Warren,,40,39
150,2,6:50.0,T. Warren misses 2-pt layup at rim,,40,39
151,2,6:50.0,Offensive rebound by T. Warren,,40,39
152,2,6:46.0,T. Warren makes 2-pt layup from 1 ft,,42,39
153,2,6:42.0,,Turnover by J. Clarkson (step out of bounds),42,39
154,2,6:29.0,T. Warren makes 2-pt jump shot from 18 ft (assist by T. Chandler),,44,39
155,2,6:28.0,,LA Lakers full timeout,44,39
156,2,6:28.0,,J. Hart enters the game for K. Kuzma,44,39
157,2,6:28.0,,B. Lopez enters the game for J. Clarkson,44,39
158,2,6:07.0,,B. Ingram makes 2-pt layup from 1 ft,44,41
159,2,5:52.0,T. Warren misses 2-pt layup from 1 ft,,44,41
160,2,5:45.0,Offensive rebound by T. Chandler,,44,41
161,2,5:45.0,T. Chandler makes 2-pt dunk at rim,,46,41
162,2,5:40.0,,J. Randle misses 2-pt layup from 2 ft,46,41
163,2,5:34.0,,Offensive rebound by J. Hart,46,41
164,2,5:34.0,,J. Hart makes 2-pt layup at rim,46,43
165,2,5:33.0,T. Chandler makes 2-pt dunk at rim (assist by T. Ulis),,48,43
166,2,5:16.0,,B. Lopez misses 3-pt jump shot from 28 ft,48,43
167,2,5:13.0,Defensive rebound by J. Jackson,,48,43
168,2,5:08.0,J. Jackson misses 2-pt dunk at rim (block by B. Lopez),,48,43
169,2,5:04.0,Offensive rebound by J. Jackson,,48,43
170,2,5:02.0,T. Warren misses 3-pt jump shot from 24 ft,,48,43
171,2,5:02.0,Offensive rebound by T. Chandler,,48,43
172,2,4:57.0,T. Warren makes 2-pt layup from 1 ft (assist by T. Chandler),,50,43
173,2,4:43.0,,B. Lopez makes 3-pt jump shot from 25 ft,50,46
174,2,4:21.0,T. Warren makes 2-pt layup from 1 ft (assist by T. Ulis),,52,46
175,2,4:08.0,,J. Randle makes 2-pt layup from 1 ft (assist by B. Ingram),52,48
176,2,3:49.0,D. Bender misses 2-pt layup from 5 ft,,52,48
177,2,3:45.0,,Defensive rebound by B. Lopez,52,48
178,2,3:37.0,,Shooting foul by J. Jackson (drawn by J. Randle),52,48
179,2,3:37.0,,J. Randle makes free throw 1 of 2,52,49
180,2,3:37.0,J. Gray enters the game for T. Ulis,,52,49
181,2,3:37.0,M. Chriss enters the game for J. Jackson,,52,49
182,2,3:37.0,T. Daniels enters the game for D. Bender,,52,49
183,2,3:37.0,,J. Randle makes free throw 2 of 2,52,50
184,2,3:17.0,Shooting foul by J. Hart (drawn by M. Chriss),,52,50
185,2,3:17.0,M. Chriss misses free throw 1 of 2,,52,50
186,2,3:17.0,Offensive rebound by Team,,52,50
187,2,3:17.0,M. Chriss misses free throw 2 of 2,,52,50
188,2,3:14.0,,Defensive rebound by J. Randle,52,50
189,2,2:59.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Randle),52,53
190,2,2:34.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by M. Chriss),,55,53
191,2,2:27.0,,Turnover by K. Caldwell-Pope (traveling),55,53
192,2,2:10.0,T. Warren makes 2-pt layup from 1 ft (assist by M. Chriss),,57,53
193,2,1:55.0,,J. Randle makes 2-pt layup from 2 ft,57,55
194,2,1:30.0,M. Chriss misses 2-pt layup from 1 ft,,57,55
195,2,1:27.0,,Defensive rebound by B. Lopez,57,55
196,2,1:21.0,,B. Ingram misses 2-pt jump shot from 20 ft,57,55
197,2,1:17.0,Defensive rebound by M. Chriss,,57,55
198,2,1:08.0,T. Warren misses 2-pt jump shot from 18 ft,,57,55
199,2,1:03.0,,Defensive rebound by J. Randle,57,55
200,2,0:54.0,,B. Ingram makes 2-pt jump shot from 8 ft,57,57
201,2,0:41.0,T. Daniels misses 2-pt jump shot from 17 ft,,57,57
202,2,0:37.0,,Defensive rebound by J. Randle,57,57
203,2,0:31.0,,J. Randle misses 2-pt layup from 3 ft,57,57
204,2,0:27.0,,Offensive rebound by Team,57,57
205,2,0:08.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,57,57
206,2,0:04.0,Defensive rebound by M. Chriss,,57,57
207,2,0:01.0,T. Warren misses 2-pt layup from 1 ft,,57,57
208,2,0:01.0,Offensive rebound by T. Chandler,,57,57
209,2,0:00.0,T. Chandler misses 2-pt layup at rim,,57,57
210,2,0:00.0,Offensive rebound by Team,,57,57
211,3,11:52.0,J. Jackson makes 2-pt dunk at rim (assist by T. Ulis),,59,57
212,3,11:37.0,,Personal foul by D. Bender (drawn by J. Randle),59,57
213,3,11:29.0,,B. Ingram makes 2-pt layup from 1 ft (assist by J. Randle),59,59
214,3,11:16.0,D. Bender misses 3-pt jump shot from 25 ft,,59,59
215,3,11:14.0,,Defensive rebound by B. Ingram,59,59
216,3,11:08.0,,J. Randle makes 2-pt dunk at rim (assist by J. Hart),59,61
217,3,10:56.0,Personal foul by J. Randle (drawn by D. Bender),,59,61
218,3,10:51.0,Shooting foul by J. Hart (drawn by T. Warren),,59,61
219,3,10:51.0,T. Warren makes free throw 1 of 2,,60,61
220,3,10:51.0,T. Warren makes free throw 2 of 2,,61,61
221,3,10:33.0,,J. Hart makes 2-pt dunk at rim (assist by J. Randle),61,63
222,3,10:03.0,T. Warren misses 3-pt jump shot from 27 ft,,61,63
223,3,10:00.0,,Defensive rebound by J. Hart,61,63
224,3,9:57.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,61,63
225,3,9:53.0,Defensive rebound by T. Chandler,,61,63
226,3,9:51.0,T. Warren misses 2-pt layup from 3 ft (block by J. Hart),,61,63
227,3,9:51.0,Offensive rebound by Team,,61,63
228,3,9:48.0,D. Bender misses 3-pt jump shot from 25 ft,,61,63
229,3,9:46.0,,Defensive rebound by J. Hart,61,63
230,3,9:42.0,,Shooting foul by J. Jackson (drawn by K. Caldwell-Pope),61,63
231,3,9:42.0,,K. Caldwell-Pope makes free throw 1 of 2,61,64
232,3,9:42.0,,K. Caldwell-Pope makes free throw 2 of 2,61,65
233,3,9:25.0,T. Chandler makes 2-pt layup from 1 ft (assist by T. Warren),,63,65
234,3,9:17.0,,Shooting foul by D. Bender (drawn by J. Randle),63,65
235,3,9:17.0,,J. Randle misses free throw 1 of 2,63,65
236,3,9:17.0,,Offensive rebound by Team,63,65
237,3,9:17.0,,J. Randle makes free throw 2 of 2,63,66
238,3,9:01.0,J. Jackson misses 2-pt layup from 6 ft (block by B. Ingram),,63,66
239,3,8:57.0,,Defensive rebound by K. Caldwell-Pope,63,66
240,3,8:43.0,,Offensive foul by B. Lopez (drawn by D. Bender),63,66
241,3,8:43.0,,Turnover by B. Lopez (offensive foul),63,66
242,3,8:29.0,J. Jackson misses 2-pt layup from 1 ft,,63,66
243,3,8:26.0,,Defensive rebound by J. Hart,63,66
244,3,8:23.0,,Turnover by J. Randle (lost ball; steal by T. Warren),63,66
245,3,8:18.0,Shooting foul by B. Lopez (drawn by T. Warren),,63,66
246,3,8:18.0,T. Warren makes free throw 1 of 2,,64,66
247,3,8:18.0,T. Warren misses free throw 2 of 2,,64,66
248,3,8:15.0,,Defensive rebound by J. Randle,64,66
249,3,8:04.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,64,66
250,3,7:58.0,Defensive rebound by T. Warren,,64,66
251,3,7:54.0,Personal foul by K. Caldwell-Pope (drawn by T. Chandler),,64,66
252,3,7:50.0,T. Ulis misses 3-pt jump shot from 26 ft,,64,66
253,3,7:47.0,,Defensive rebound by J. Hart,64,66
254,3,7:44.0,,B. Ingram makes 2-pt layup from 1 ft,64,68
255,3,7:24.0,D. Bender makes 2-pt hook shot from 7 ft,,66,68
256,3,7:10.0,,Turnover by B. Lopez (out of bounds lost ball),66,68
257,3,6:56.0,T. Warren makes 2-pt jump shot from 17 ft (assist by D. Bender),,68,68
258,3,6:33.0,,B. Ingram makes 2-pt jump shot from 17 ft (assist by J. Randle),68,70
259,3,6:18.0,J. Jackson makes 2-pt dunk from 2 ft (assist by T. Ulis),,70,70
260,3,6:02.0,,J. Randle misses 2-pt layup from 2 ft,70,70
261,3,5:59.0,Defensive rebound by T. Warren,,70,70
262,3,5:56.0,T. Ulis misses 3-pt jump shot from 22 ft,,70,70
263,3,5:52.0,,Defensive rebound by J. Randle,70,70
264,3,5:48.0,,Turnover by J. Randle (lost ball; steal by T. Warren),70,70
265,3,5:44.0,Shooting foul by J. Hart (drawn by T. Warren),,70,70
266,3,5:44.0,,LA Lakers full timeout,70,70
267,3,5:44.0,,J. Clarkson enters the game for J. Hart,70,70
268,3,5:44.0,T. Daniels enters the game for T. Chandler,,70,70
269,3,5:44.0,J. Gray enters the game for J. Jackson,,70,70
270,3,5:44.0,M. Chriss enters the game for T. Ulis,,70,70
271,3,5:44.0,A. Len enters the game for D. Bender,,70,70
272,3,5:44.0,T. Warren makes free throw 1 of 2,,71,70
273,3,5:44.0,T. Warren makes free throw 2 of 2,,72,70
274,3,5:34.0,,Turnover by B. Ingram (bad pass),72,70
275,3,5:22.0,Turnover by J. Gray (bad pass; steal by K. Caldwell-Pope),,72,70
276,3,5:19.0,,K. Caldwell-Pope makes 2-pt dunk at rim,72,72
277,3,5:09.0,M. Chriss misses 3-pt jump shot from 26 ft,,72,72
278,3,5:05.0,,Defensive rebound by K. Caldwell-Pope,72,72
279,3,4:59.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by B. Ingram),72,75
280,3,4:58.0,Phoenix full timeout,,72,75
281,3,4:58.0,,K. Kuzma enters the game for B. Lopez,72,75
282,3,4:40.0,M. Chriss misses 2-pt layup from 1 ft (block by J. Randle),,72,75
283,3,4:34.0,,Defensive rebound by K. Caldwell-Pope,72,75
284,3,4:29.0,,Personal foul by T. Warren (drawn by J. Randle),72,75
285,3,4:29.0,,B. Lopez enters the game for J. Randle,72,75
286,3,4:24.0,,K. Kuzma misses 2-pt layup from 1 ft (block by M. Chriss),72,75
287,3,4:21.0,Defensive rebound by A. Len,,72,75
288,3,4:15.0,T. Daniels misses 3-pt jump shot from 25 ft,,72,75
289,3,4:11.0,,Defensive rebound by J. Clarkson,72,75
290,3,4:03.0,,B. Ingram makes 2-pt layup from 1 ft,72,77
291,3,3:50.0,Offensive foul by A. Len (drawn by J. Clarkson),,72,77
292,3,3:50.0,Turnover by A. Len (offensive foul),,72,77
293,3,3:28.0,,B. Lopez misses 3-pt jump shot from 27 ft,72,77
294,3,3:25.0,Defensive rebound by M. Chriss,,72,77
295,3,3:21.0,M. Chriss makes 2-pt layup from 1 ft,,74,77
296,3,3:08.0,,Shooting foul by A. Len (drawn by K. Kuzma),74,77
297,3,3:08.0,,K. Kuzma makes free throw 1 of 2,74,78
298,3,3:08.0,,J. Randle enters the game for B. Lopez,74,78
299,3,3:08.0,J. Jackson enters the game for T. Warren,,74,78
300,3,3:08.0,D. Bender enters the game for A. Len,,74,78
301,3,3:08.0,,K. Kuzma makes free throw 2 of 2,74,79
302,3,2:45.0,T. Daniels makes 3-pt jump shot from 29 ft (assist by J. Gray),,77,79
303,3,2:35.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by J. Clarkson),77,82
304,3,2:16.0,M. Chriss misses 2-pt hook shot from 10 ft,,77,82
305,3,2:13.0,,Defensive rebound by B. Ingram,77,82
306,3,1:59.0,,B. Ingram makes 2-pt dunk at rim,77,84
307,3,1:59.0,Phoenix full timeout,,77,84
308,3,1:59.0,,L. Nance enters the game for J. Randle,77,84
309,3,1:47.0,T. Daniels misses 3-pt jump shot from 22 ft,,77,84
310,3,1:43.0,,Defensive rebound by B. Ingram,77,84
311,3,1:40.0,,K. Kuzma misses 3-pt jump shot from 26 ft,77,84
312,3,1:34.0,Defensive rebound by M. Chriss,,77,84
313,3,1:29.0,D. Bender misses 2-pt layup from 1 ft,,77,84
314,3,1:26.0,,Defensive rebound by K. Caldwell-Pope,77,84
315,3,1:21.0,,Shooting foul by T. Daniels (drawn by L. Nance),77,84
316,3,1:21.0,,L. Nance makes free throw 1 of 2,77,85
317,3,1:21.0,,L. Nance makes free throw 2 of 2,77,86
318,3,1:06.0,J. Jackson makes 2-pt jump shot from 11 ft,,79,86
319,3,0:56.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,79,86
320,3,0:52.0,Defensive rebound by J. Jackson,,79,86
321,3,0:46.0,Turnover by J. Jackson (bad pass; steal by K. Caldwell-Pope),,79,86
322,3,0:40.0,,K. Kuzma misses 3-pt jump shot from 24 ft,79,86
323,3,0:36.0,,Offensive rebound by L. Nance,79,86
324,3,0:36.0,,L. Nance misses 2-pt layup at rim,79,86
325,3,0:35.0,Defensive rebound by J. Jackson,,79,86
326,3,0:20.0,Turnover by D. Bender (bad pass),,79,86
327,3,0:01.0,,Shooting foul by J. Jackson (drawn by B. Ingram),79,86
328,3,0:01.0,,B. Ingram makes free throw 1 of 2,79,87
329,3,0:01.0,,B. Ingram makes free throw 2 of 2,79,88
330,3,0:00.0,J. Jackson misses 3-pt jump shot from 55 ft,,79,88
331,3,0:00.0,Offensive rebound by Team,,79,88
332,4,11:51.0,,Offensive foul by J. Clarkson (drawn by J. Jackson),79,88
333,4,11:51.0,,Turnover by J. Clarkson (offensive foul),79,88
334,4,11:39.0,T. Daniels misses 3-pt jump shot from 29 ft,,79,88
335,4,11:36.0,,Defensive rebound by L. Nance,79,88
336,4,11:30.0,,C. Brewer misses 2-pt layup from 1 ft,79,88
337,4,11:27.0,,Offensive rebound by L. Nance,79,88
338,4,11:21.0,,K. Kuzma misses 3-pt jump shot from 24 ft,79,88
339,4,11:17.0,,Offensive rebound by C. Brewer,79,88
340,4,11:16.0,,J. Clarkson misses 3-pt jump shot from 25 ft,79,88
341,4,11:11.0,,L. Nance misses 2-pt layup from 1 ft,79,88
342,4,11:11.0,,Offensive rebound by L. Nance,79,88
343,4,11:10.0,,Offensive rebound by C. Brewer,79,88
344,4,11:09.0,,C. Brewer misses 2-pt layup at rim (block by M. Chriss),79,88
345,4,11:06.0,Defensive rebound by T. Daniels,,79,88
346,4,10:58.0,M. Chriss makes 2-pt dunk from 2 ft (assist by D. Bender),,81,88
347,4,10:43.0,,J. Clarkson misses 2-pt jump shot from 9 ft,81,88
348,4,10:43.0,,Offensive rebound by L. Nance,81,88
349,4,10:34.0,,L. Nance makes 2-pt layup from 3 ft,81,90
350,4,10:31.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by T. Ulis),,84,90
351,4,10:07.0,,Shooting foul by J. Jackson (drawn by J. Clarkson),84,90
352,4,10:07.0,,J. Clarkson misses free throw 1 of 2,84,90
353,4,10:07.0,,Offensive rebound by Team,84,90
354,4,10:07.0,,J. Clarkson makes free throw 2 of 2,84,91
355,4,9:49.0,J. Jackson misses 3-pt jump shot from 28 ft,,84,91
356,4,9:46.0,Offensive rebound by D. Bender,,84,91
357,4,9:46.0,Shooting foul by A. Caruso (drawn by D. Bender),,84,91
358,4,9:46.0,D. Bender makes free throw 1 of 2,,85,91
359,4,9:46.0,D. Bender misses free throw 2 of 2,,85,91
360,4,9:44.0,,Defensive rebound by L. Nance,85,91
361,4,9:32.0,,J. Clarkson makes 2-pt layup from 1 ft,85,93
362,4,9:25.0,Personal foul by A. Caruso (drawn by D. Bender),,85,93
363,4,9:17.0,T. Daniels misses 3-pt jump shot from 27 ft (block by C. Brewer),,85,93
364,4,9:15.0,,Defensive rebound by A. Caruso,85,93
365,4,9:13.0,,K. Kuzma makes 2-pt dunk from 1 ft (assist by J. Clarkson),85,95
366,4,9:08.0,Phoenix full timeout,,85,95
367,4,9:08.0,T. Warren enters the game for M. Chriss,,85,95
368,4,9:08.0,T. Chandler enters the game for T. Daniels,,85,95
369,4,8:44.0,T. Ulis misses 2-pt jump shot from 17 ft,,85,95
370,4,8:41.0,,Defensive rebound by C. Brewer,85,95
371,4,8:38.0,,C. Brewer misses 2-pt layup from 1 ft (block by J. Jackson),85,95
372,4,8:38.0,Defensive rebound by T. Warren,,85,95
373,4,8:32.0,J. Jackson makes 2-pt dunk from 1 ft (assist by T. Warren),,87,95
374,4,8:10.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),87,97
375,4,8:02.0,Personal foul by C. Brewer (drawn by T. Warren),,87,97
376,4,8:02.0,,J. Hart enters the game for C. Brewer,87,97
377,4,7:54.0,J. Jackson makes 3-pt jump shot from 25 ft (assist by T. Ulis),,90,97
378,4,7:33.0,,J. Clarkson makes 2-pt layup from 1 ft,90,99
379,4,7:10.0,D. Bender misses 2-pt jump shot from 9 ft,,90,99
380,4,7:07.0,,Defensive rebound by J. Hart,90,99
381,4,7:03.0,,Turnover by J. Hart (bad pass; steal by T. Warren),90,99
382,4,6:43.0,Turnover by T. Ulis (bad pass; steal by J. Clarkson),,90,99
383,4,6:37.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by A. Caruso),90,102
